WSPLIT+3TORS [2,24] search RH=26 TH=26 BH=26 Part=2/3
PROGRESS tested=200000 p=2500 rank2=2388 pre3=2 tors=2 hits24=0 hits224=0
PROGRESS tested=400000 p=3332 rank2=3060 pre3=2 tors=2 hits24=0 hits224=0
PROGRESS tested=600000 p=6066 rank2=5342 pre3=4 tors=4 hits24=0 hits224=0
PROGRESS tested=800000 p=9198 rank2=8203 pre3=8 tors=8 hits24=0 hits224=0
PROGRESS tested=1000000 p=9896 rank2=8814 pre3=8 tors=8 hits24=0 hits224=0
PROGRESS tested=1200000 p=11272 rank2=9889 pre3=8 tors=8 hits24=0 hits224=0
PROGRESS tested=1400000 p=14114 rank2=12293 pre3=14 tors=14 hits24=0 hits224=0
PROGRESS tested=1600000 p=16638 rank2=14678 pre3=14 tors=14 hits24=0 hits224=0
PROGRESS tested=1800000 p=17188 rank2=15105 pre3=14 tors=14 hits24=0 hits224=0
PROGRESS tested=2000000 p=19242 rank2=16734 pre3=18 tors=18 hits24=0 hits224=0
PROGRESS tested=2200000 p=22652 rank2=19825 pre3=20 tors=20 hits24=0 hits224=0
PROGRESS tested=2400000 p=23672 rank2=20756 pre3=20 tors=20 hits24=0 hits224=0
PROGRESS tested=2600000 p=25334 rank2=22169 pre3=22 tors=22 hits24=0 hits224=0
PROGRESS tested=2800000 p=29690 rank2=26065 pre3=26 tors=26 hits24=0 hits224=0
PROGRESS tested=3000000 p=32732 rank2=28932 pre3=28 tors=28 hits24=0 hits224=0
PROGRESS tested=3200000 p=33530 rank2=29626 pre3=28 tors=28 hits24=0 hits224=0
PROGRESS tested=3400000 p=36020 rank2=31720 pre3=28 tors=28 hits24=0 hits224=0
PROGRESS tested=3600000 p=40242 rank2=35564 pre3=30 tors=30 hits24=0 hits224=0
PROGRESS tested=3800000 p=40986 rank2=36206 pre3=30 tors=30 hits24=0 hits224=0
PROGRESS tested=4000000 p=41762 rank2=36786 pre3=32 tors=32 hits24=0 hits224=0
PROGRESS tested=4200000 p=43952 rank2=38505 pre3=32 tors=32 hits24=0 hits224=0
PROGRESS tested=4400000 p=46920 rank2=41248 pre3=32 tors=32 hits24=0 hits224=0
PROGRESS tested=4600000 p=47954 rank2=42190 pre3=38 tors=38 hits24=0 hits224=0
PROGRESS tested=4800000 p=50378 rank2=44266 pre3=38 tors=38 hits24=0 hits224=0
PROGRESS tested=5000000 p=54226 rank2=47698 pre3=40 tors=40 hits24=0 hits224=0
PROGRESS tested=5200000 p=56776 rank2=50139 pre3=42 tors=42 hits24=0 hits224=0
PROGRESS tested=5400000 p=57598 rank2=50808 pre3=42 tors=42 hits24=0 hits224=0
PROGRESS tested=5600000 p=59940 rank2=52699 pre3=50 tors=50 hits24=0 hits224=0
PROGRESS tested=5800000 p=64154 rank2=56632 pre3=58 tors=58 hits24=0 hits224=0
PROGRESS tested=6000000 p=67320 rank2=59713 pre3=60 tors=60 hits24=0 hits224=0
PROGRESS tested=6200000 p=71768 rank2=63853 pre3=64 tors=64 hits24=0 hits224=0
PROGRESS tested=6400000 p=79516 rank2=69460 pre3=80 tors=80 hits24=0 hits224=0
PROGRESS tested=6600000 p=82766 rank2=72562 pre3=80 tors=80 hits24=0 hits224=0
PROGRESS tested=6800000 p=83592 rank2=73267 pre3=82 tors=82 hits24=0 hits224=0
PROGRESS tested=7000000 p=85776 rank2=75030 pre3=88 tors=88 hits24=0 hits224=0
PROGRESS tested=7200000 p=89126 rank2=78051 pre3=88 tors=88 hits24=0 hits224=0
PROGRESS tested=7400000 p=90210 rank2=79046 pre3=88 tors=88 hits24=0 hits224=0
PROGRESS tested=7600000 p=91732 rank2=80327 pre3=88 tors=88 hits24=0 hits224=0
PROGRESS tested=7800000 p=95254 rank2=83383 pre3=90 tors=90 hits24=0 hits224=0
PROGRESS tested=8000000 p=98724 rank2=86668 pre3=90 tors=90 hits24=0 hits224=0
PROGRESS tested=8200000 p=100194 rank2=88038 pre3=92 tors=92 hits24=0 hits224=0
PROGRESS tested=8400000 p=103398 rank2=90852 pre3=98 tors=98 hits24=0 hits224=0
PROGRESS tested=8600000 p=106852 rank2=93929 pre3=102 tors=102 hits24=0 hits224=0
PROGRESS tested=8800000 p=109712 rank2=96686 pre3=106 tors=106 hits24=0 hits224=0
PROGRESS tested=9000000 p=111238 rank2=98026 pre3=110 tors=110 hits24=0 hits224=0
PROGRESS tested=9200000 p=114762 rank2=101081 pre3=114 tors=114 hits24=0 hits224=0
PROGRESS tested=9400000 p=118260 rank2=104349 pre3=116 tors=116 hits24=0 hits224=0
PROGRESS tested=9600000 p=119068 rank2=105069 pre3=118 tors=118 hits24=0 hits224=0
PROGRESS tested=9800000 p=120728 rank2=106390 pre3=122 tors=122 hits24=0 hits224=0
PROGRESS tested=10000000 p=123320 rank2=108562 pre3=132 tors=132 hits24=0 hits224=0
PROGRESS tested=10200000 p=126240 rank2=111372 pre3=132 tors=132 hits24=0 hits224=0
PROGRESS tested=10400000 p=127344 rank2=112324 pre3=136 tors=136 hits24=0 hits224=0
PROGRESS tested=10600000 p=130340 rank2=114869 pre3=142 tors=142 hits24=0 hits224=0
PROGRESS tested=10800000 p=134352 rank2=118593 pre3=152 tors=152 hits24=0 hits224=0
PROGRESS tested=11000000 p=135640 rank2=119802 pre3=154 tors=154 hits24=0 hits224=0
PROGRESS tested=11200000 p=138174 rank2=122042 pre3=158 tors=158 hits24=0 hits224=0
PROGRESS tested=11400000 p=142780 rank2=126203 pre3=164 tors=164 hits24=0 hits224=0
PROGRESS tested=11600000 p=145996 rank2=129270 pre3=166 tors=166 hits24=0 hits224=0
PROGRESS tested=11800000 p=147176 rank2=130332 pre3=168 tors=168 hits24=0 hits224=0
PROGRESS tested=12000000 p=150184 rank2=132918 pre3=170 tors=170 hits24=0 hits224=0
PROGRESS tested=12200000 p=154518 rank2=136909 pre3=172 tors=172 hits24=0 hits224=0
PROGRESS tested=12400000 p=155784 rank2=138086 pre3=176 tors=176 hits24=0 hits224=0
PROGRESS tested=12600000 p=157664 rank2=139733 pre3=176 tors=176 hits24=0 hits224=0
PROGRESS tested=12800000 p=161770 rank2=143372 pre3=178 tors=178 hits24=0 hits224=0
PROGRESS tested=13000000 p=165858 rank2=147276 pre3=178 tors=178 hits24=0 hits224=0
PROGRESS tested=13200000 p=167762 rank2=149081 pre3=182 tors=182 hits24=0 hits224=0
PROGRESS tested=13400000 p=172190 rank2=153130 pre3=184 tors=184 hits24=0 hits224=0
PROGRESS tested=13600000 p=176760 rank2=157327 pre3=190 tors=190 hits24=0 hits224=0
PROGRESS tested=13800000 p=179854 rank2=160310 pre3=192 tors=192 hits24=0 hits224=0
PROGRESS tested=14000000 p=181380 rank2=161651 pre3=194 tors=194 hits24=0 hits224=0
PROGRESS tested=14200000 p=184526 rank2=164332 pre3=194 tors=194 hits24=0 hits224=0
PROGRESS tested=14400000 p=188568 rank2=168136 pre3=202 tors=202 hits24=0 hits224=0
PROGRESS tested=14600000 p=190212 rank2=169694 pre3=208 tors=208 hits24=0 hits224=0
PROGRESS tested=14800000 p=193406 rank2=172554 pre3=216 tors=216 hits24=0 hits224=0
PROGRESS tested=15000000 p=197822 rank2=176541 pre3=224 tors=224 hits24=0 hits224=0
PROGRESS tested=15200000 p=200452 rank2=179060 pre3=224 tors=224 hits24=0 hits224=0
PROGRESS tested=15400000 p=201144 rank2=179608 pre3=228 tors=228 hits24=0 hits224=0
PROGRESS tested=15600000 p=203110 rank2=181130 pre3=232 tors=232 hits24=0 hits224=0
PROGRESS tested=15800000 p=206262 rank2=183990 pre3=236 tors=236 hits24=0 hits224=0
PROGRESS tested=16000000 p=206828 rank2=184474 pre3=238 tors=238 hits24=0 hits224=0
PROGRESS tested=16200000 p=207756 rank2=185120 pre3=240 tors=240 hits24=0 hits224=0
PROGRESS tested=16400000 p=209782 rank2=186697 pre3=246 tors=246 hits24=0 hits224=0
PROGRESS tested=16600000 p=214946 rank2=191706 pre3=248 tors=248 hits24=0 hits224=0
PROGRESS tested=16800000 p=218938 rank2=195578 pre3=248 tors=248 hits24=0 hits224=0
PROGRESS tested=17000000 p=226552 rank2=201081 pre3=252 tors=252 hits24=0 hits224=0
PROGRESS tested=17200000 p=231878 rank2=206058 pre3=254 tors=254 hits24=0 hits224=0
PROGRESS tested=17400000 p=234790 rank2=208879 pre3=254 tors=254 hits24=0 hits224=0
PROGRESS tested=17600000 p=236360 rank2=210220 pre3=260 tors=260 hits24=0 hits224=0
PROGRESS tested=17800000 p=239640 rank2=213027 pre3=270 tors=270 hits24=0 hits224=0
PROGRESS tested=18000000 p=242992 rank2=216188 pre3=276 tors=276 hits24=0 hits224=0
PROGRESS tested=18200000 p=244088 rank2=217188 pre3=276 tors=276 hits24=0 hits224=0
PROGRESS tested=18400000 p=246180 rank2=218908 pre3=278 tors=278 hits24=0 hits224=0
PROGRESS tested=18600000 p=248738 rank2=221095 pre3=278 tors=278 hits24=0 hits224=0
PROGRESS tested=18800000 p=252374 rank2=224616 pre3=280 tors=280 hits24=0 hits224=0
PROGRESS tested=19000000 p=254546 rank2=226605 pre3=282 tors=282 hits24=0 hits224=0
PROGRESS tested=19200000 p=259078 rank2=230672 pre3=284 tors=284 hits24=0 hits224=0
PROGRESS tested=19400000 p=263210 rank2=234556 pre3=288 tors=288 hits24=0 hits224=0
PROGRESS tested=19600000 p=264322 rank2=235584 pre3=288 tors=288 hits24=0 hits224=0
PROGRESS tested=19800000 p=266070 rank2=237006 pre3=292 tors=292 hits24=0 hits224=0
PROGRESS tested=20000000 p=268566 rank2=239075 pre3=302 tors=302 hits24=0 hits224=0
PROGRESS tested=20200000 p=271746 rank2=242134 pre3=306 tors=306 hits24=0 hits224=0
PROGRESS tested=20400000 p=272942 rank2=243189 pre3=310 tors=310 hits24=0 hits224=0
PROGRESS tested=20600000 p=275908 rank2=245718 pre3=314 tors=314 hits24=0 hits224=0
PROGRESS tested=20800000 p=278220 rank2=247732 pre3=320 tors=320 hits24=0 hits224=0
PROGRESS tested=21000000 p=281024 rank2=250453 pre3=324 tors=324 hits24=0 hits224=0
PROGRESS tested=21200000 p=282680 rank2=251836 pre3=324 tors=324 hits24=0 hits224=0
PROGRESS tested=21400000 p=285374 rank2=254076 pre3=326 tors=326 hits24=0 hits224=0
PROGRESS tested=21600000 p=288224 rank2=256769 pre3=332 tors=332 hits24=0 hits224=0
PROGRESS tested=21800000 p=289050 rank2=257482 pre3=336 tors=336 hits24=0 hits224=0
PROGRESS tested=22000000 p=290836 rank2=258858 pre3=340 tors=340 hits24=0 hits224=0
PROGRESS tested=22200000 p=293004 rank2=260679 pre3=342 tors=342 hits24=0 hits224=0
PROGRESS tested=22400000 p=296494 rank2=264077 pre3=344 tors=344 hits24=0 hits224=0
PROGRESS tested=22600000 p=299106 rank2=266468 pre3=352 tors=352 hits24=0 hits224=0
PROGRESS tested=22800000 p=303984 rank2=270874 pre3=360 tors=360 hits24=0 hits224=0
PROGRESS tested=23000000 p=308182 rank2=274876 pre3=372 tors=372 hits24=0 hits224=0
PROGRESS tested=23200000 p=309742 rank2=276343 pre3=376 tors=376 hits24=0 hits224=0
PROGRESS tested=23400000 p=312914 rank2=279144 pre3=380 tors=380 hits24=0 hits224=0
PROGRESS tested=23600000 p=316224 rank2=282074 pre3=382 tors=382 hits24=0 hits224=0
PROGRESS tested=23800000 p=319140 rank2=284870 pre3=382 tors=382 hits24=0 hits224=0
PROGRESS tested=24000000 p=320318 rank2=285881 pre3=386 tors=386 hits24=0 hits224=0
PROGRESS tested=24200000 p=322894 rank2=287991 pre3=388 tors=388 hits24=0 hits224=0
PROGRESS tested=24400000 p=326094 rank2=290939 pre3=390 tors=390 hits24=0 hits224=0
PROGRESS tested=24600000 p=326838 rank2=291596 pre3=394 tors=394 hits24=0 hits224=0
PROGRESS tested=24800000 p=328018 rank2=292459 pre3=394 tors=394 hits24=0 hits224=0
PROGRESS tested=25000000 p=329944 rank2=293958 pre3=398 tors=398 hits24=0 hits224=0
PROGRESS tested=25200000 p=332634 rank2=296520 pre3=404 tors=404 hits24=0 hits224=0
PROGRESS tested=25400000 p=333508 rank2=297262 pre3=410 tors=410 hits24=0 hits224=0
PROGRESS tested=25600000 p=335604 rank2=298922 pre3=412 tors=412 hits24=0 hits224=0
PROGRESS tested=25800000 p=337256 rank2=300270 pre3=412 tors=412 hits24=0 hits224=0
PROGRESS tested=26000000 p=339598 rank2=302526 pre3=414 tors=414 hits24=0 hits224=0
PROGRESS tested=26200000 p=340892 rank2=303556 pre3=420 tors=420 hits24=0 hits224=0
PROGRESS tested=26400000 p=342952 rank2=305162 pre3=422 tors=422 hits24=0 hits224=0
PROGRESS tested=26600000 p=346080 rank2=308124 pre3=428 tors=428 hits24=0 hits224=0
PROGRESS tested=26800000 p=347138 rank2=309069 pre3=432 tors=432 hits24=0 hits224=0
PROGRESS tested=27000000 p=349340 rank2=310866 pre3=434 tors=434 hits24=0 hits224=0
PROGRESS tested=27200000 p=351426 rank2=312597 pre3=438 tors=438 hits24=0 hits224=0
PROGRESS tested=27400000 p=354268 rank2=315344 pre3=442 tors=442 hits24=0 hits224=0
