15330.bd3|[1, 0, 0, -98200, 9085232]|[2,4]
15405.e4|[1, 0, 0, -122330, 11572275]|[2,4]
15504.b3|[0, -1, 0, -36504, -2249856]|[2,4]
15792.f3|[0, -1, 0, -1780224, -892394496]|[2,4]
15834.t3|[1, 0, 0, -3549, 74529]|[2,4]
15834.s4|[1, 0, 0, -80337814, 263319554084]|[2,4]
15960.c4|[0, -1, 0, -11380, 442372]|[2,4]
15990.r4|[1, 1, 1, -53300, 4714085]|[2,4]
16104.b5|[0, -1, 0, -72658564, -238142523836]|[2,4]
16368.r3|[0, 1, 0, -354304, -77088844]|[2,4]
16530.ba4|[1, 0, 0, -6625, 205625]|[2,4]
16536.e4|[0, 1, 0, -165204, -25406784]|[2,4]
16590.z4|[1, 0, 0, -331380, 72608400]|[2,4]
16665.b5|[1, 1, 1, -2083125, 1156365810]|[2,4]
16665.b4|[1, 1, 1, -2086250, 1152718310]|[2,4]
16770.z4|[1, 1, 1, -360880, -83323375]|[2,4]
16863.a3|[1, 1, 1, -730384, 239946176]|[2,4]
16872.c4|[0, 1, 0, -39444, -2911104]|[2,4]
17085.b5|[1, 1, 1, -432820, -109455580]|[2,4]
17157.e5|[1, 0, 0, -18024654, -29442272301]|[2,4]
17160.n3|[0, -1, 0, -9300, 347652]|[2,4]
17490.x4|[1, 1, 1, -339505, 75768527]|[2,4]
17958.i4|[1, 1, 1, -44854, -1361869]|[2,4]
18096.v2|[0, 1, 0, -233264, 43268436]|[2,4]
18354.p5|[1, 1, 1, -368221494, -2706278726349]|[2,4]
18480.df3|[0, 1, 0, -51920, 3134868]|[2,4]
18480.cz2|[0, 1, 0, -14000, 512148]|[2,4]
18480.cx2|[0, 1, 0, -32016600, 69717923748]|[2,4]
18480.bl2|[0, -1, 0, -1901800, 1009735552]|[2,4]
18480.bf3|[0, -1, 0, -109880, 11983872]|[2,4]
18480.bg2|[0, -1, 0, -3049200, 2050417152]|[2,4]
18480.cs3|[0, 1, 0, -93225760, -293563545100]|[2,4]
18480.dc2|[0, 1, 0, -64680, 6309828]|[2,4]
18480.cn2|[0, 1, 0, -128360, 17645508]|[2,4]
18690.l4|[1, 1, 1, -93400, -5962615]|[2,4]
18753.a5|[1, 1, 1, -9624, 45576]|[2,4]
18942.k3|[1, 1, 1, -56714, 5148551]|[2,4]
18960.x3|[0, 1, 0, -13683200, -19322495052]|[2,4]
19065.c4|[1, 1, 1, -4925125, 4204962242]|[2,4]
19065.e4|[1, 0, 0, -34330, 2442275]|[2,4]
19320.ba5|[0, 1, 0, -9700, 105248]|[2,4]
19320.k3|[0, -1, 0, -92580, 10871172]|[2,4]
19635.g4|[1, 1, 1, -9825, 159510]|[2,4]
19635.j3|[1, 0, 0, -927430, 300438275]|[2,4]
19635.j4|[1, 0, 0, -894625, 325612832]|[2,4]
19866.n4|[1, 1, 1, -19569, 990351]|[2,4]
20202.i4|[1, 0, 0, -298389, 54947169]|[2,4]
20235.d4|[1, 1, 1, -692050, 221289710]|[2,4]
20670.y4|[1, 1, 1, -48295, 3895757]|[2,4]
20976.h2|[0, 1, 0, -132864, 265716]|[2,4]
20982.e4|[1, 1, 1, -89248339, 324480636881]|[2,4]
21147.b3|[1, 1, 1, -163454, 25364666]|[2,4]
21390.k3|[1, 1, 1, -5210, 134615]|[2,4]
21576.a3|[0, -1, 0, -234644, 43823364]|[2,4]
21840.ce3|[0, 1, 0, -13720, -467932]|[2,4]
21840.bd3|[0, -1, 0, -7560, 168192]|[2,4]
21840.by3|[0, 1, 0, -145600, 16714100]|[2,4]
21840.cc3|[0, 1, 0, -584480, 51866100]|[2,4]
21840.cg3|[0, 1, 0, -11019520, 6255865268]|[2,4]
21840.cg4|[0, 1, 0, -5611520, -5051181132]|[2,4]
21840.cm2|[0, 1, 0, -61360, 5762900]|[2,4]
21945.k4|[1, 1, 1, -694925, 222684842]|[2,4]
21945.l4|[1, 1, 1, -66240, 5638272]|[2,4]
22134.bd4|[1, 0, 0, -6374, 190164]|[2,4]
22422.e4|[1, 1, 1, -271749, 29190411]|[2,4]
22440.k4|[0, -1, 0, -74260, 7740100]|[2,4]
22440.w3|[0, 1, 0, -3860, 57408]|[2,4]
22695.d3|[1, 1, 1, -1085110, 434610290]|[2,4]
22704.c2|[0, -1, 0, -1069904, 419765184]|[2,4]
22755.c3|[1, 1, 1, -58315, 5394272]|[2,4]
23205.d4|[1, 0, 0, -2765865, 1766505600]|[2,4]
23205.g4|[1, 0, 0, -1062670, -420935725]|[2,4]
23205.g6|[1, 0, 0, -90265, -1440208]|[2,4]
23370.q3|[1, 1, 1, -51270, 4048707]|[2,4]
23370.x4|[1, 0, 0, -1437275520, -20971925913600]|[2,4]
23430.i4|[1, 0, 0, -1657610, 807704100]|[2,4]
23730.bb4|[1, 1, 1, -3338020, -2346257755]|[2,4]
23730.bb7|[1, 1, 1, -264740, -15482203]|[2,4]
23970.w4|[1, 0, 0, -18100, 754832]|[2,4]
24090.n5|[1, 0, 0, -446430, 26568900]|[2,4]
24090.n6|[1, 0, 0, -342750, 77102532]|[2,4]
24360.bb4|[0, 1, 0, -14980, -666400]|[2,4]
24486.l5|[1, 0, 0, -16489, 192089]|[2,4]
24510.u5|[1, 0, 0, -5295, -63063]|[2,4]
24522.l4|[1, 0, 0, -348759, 79244649]|[2,4]
25080.v4|[0, 1, 0, -76660, 8134400]|[2,4]
25194.q4|[1, 1, 1, -16859, 401321]|[2,4]
25530.z4|[1, 1, 1, -31685, -1624885]|[2,4]
26013.a4|[1, 1, 1, -119684, 9525476]|[2,4]
26040.u4|[0, 1, 0, -5090820, -4407530400]|[2,4]
26130.be5|[1, 0, 0, -40105, 469577]|[2,4]
26187.a4|[1, 0, 0, -33719, 2368464]|[2,4]
26520.bc3|[0, 1, 0, -16580, 815328]|[2,4]
26520.m5|[0, -1, 0, -141700, -20060348]|[2,4]
26565.c4|[1, 1, 1, -12410, 525062]|[2,4]
26565.h3|[1, 0, 0, -4675, 85400]|[2,4]
26790.ba5|[1, 0, 0, -106220, -13254000]|[2,4]
27573.a5|[1, 1, 1, -137169, -18694794]|[2,4]
28203.d4|[1, 0, 0, -206228274, 1139685909219]|[2,4]
28470.p3|[1, 1, 1, -584610, 171718815]|[2,4]
28560.bq3|[0, -1, 0, -23920, 1272832]|[2,4]
28560.cc2|[0, -1, 0, -499800, 136167552]|[2,4]
28560.dp2|[0, 1, 0, -166040, 25563300]|[2,4]
28560.dn3|[0, 1, 0, -27000, 1692900]|[2,4]
28560.dq3|[0, 1, 0, -2095000, -1142821852]|[2,4]
28560.ds3|[0, 1, 0, -1758400, 867912500]|[2,4]
28560.bo2|[0, -1, 0, -97840, 1561600]|[2,4]
28770.bu4|[1, 0, 0, -673040, 16138992]|[2,4]
29274.bi5|[1, 0, 0, -5184, -1296]|[2,4]
29274.bj4|[1, 0, 0, -143325504, 660427997184]|[2,4]
29298.s4|[1, 1, 1, -90184384, -329613906079]|[2,4]
29640.v3|[0, 1, 0, -39540, 2901888]|[2,4]
30030.bh4|[1, 1, 1, -300740, -46462795]|[2,4]
30030.bi4|[1, 1, 1, -3234595, 2236385345]|[2,4]
30030.bh5|[1, 1, 1, -108660, 13158837]|[2,4]
30030.bk5|[1, 1, 1, -19765900, -33817260115]|[2,4]
30030.bz4|[1, 0, 0, -64075, -128143]|[2,4]
30030.by5|[1, 0, 0, -4823825, -3650834775]|[2,4]
30030.cc4|[1, 0, 0, -5765, 138417]|[2,4]
30210.bm5|[1, 0, 0, -420885, -15209775]|[2,4]
30360.q4|[0, -1, 0, -86020, -9425468]|[2,4]
30810.bk5|[1, 0, 0, -50830, -4377100]|[2,4]
31098.k4|[1, 0, 0, -559764, 161149824]|[2,4]
31155.b5|[1, 0, 0, -28285, -1335928]|[2,4]
31416.g4|[0, 1, 0, -12244, 513536]|[2,4]
31440.j3|[0, -1, 0, -90166640, -319842343488]|[2,4]
31746.bi4|[1, 0, 0, -5479, 100409]|[2,4]
31920.ba2|[0, -1, 0, -396240, 61854912]|[2,4]
31920.br3|[0, 1, 0, -77760480, 261874914228]|[2,4]
31920.bs3|[0, 1, 0, -35880, 2076228]|[2,4]
31920.bv2|[0, 1, 0, -496560, 134490708]|[2,4]
31920.bw3|[0, 1, 0, -55200, -4367052]|[2,4]
31920.cb2|[0, 1, 0, -3466400, 2480992500]|[2,4]
31920.w3|[0, -1, 0, -40640, 3112512]|[2,4]
32190.r3|[1, 1, 1, -37305, 2736375]|[2,4]
32208.k2|[0, 1, 0, -1162241784, 15250420128996]|[2,4]
32214.s3|[1, 1, 1, -200029, 22100531]|[2,4]
32592.f2|[0, -1, 0, -29506624, 61701627904]|[2,4]
32718.f3|[1, 1, 1, -116984, 15313961]|[2,4]
32766.j4|[1, 1, 1, -5592064, 5087535521]|[2,4]
32835.d5|[1, 0, 0, -2042700, -1122350625]|[2,4]
32970.n3|[1, 1, 1, -12153775, 16204592885]|[2,4]
33072.c2|[0, -1, 0, -2629224, 1641803904]|[2,4]
33744.e2|[0, -1, 0, -624264, 190053504]|[2,4]
33915.e4|[1, 1, 1, -2010840, 1091687880]|[2,4]
34086.g5|[1, 0, 0, -23371094, -34645131996]|[2,4]
34221.b4|[1, 1, 1, -68169, 6236766]|[2,4]
34224.g2|[0, -1, 0, -231664, -7379456]|[2,4]
34320.cc2|[0, 1, 0, -223796240, 1015356117588]|[2,4]
34320.cc3|[0, 1, 0, -72546240, -224107382412]|[2,4]
34320.ce2|[0, 1, 0, -12680, -75900]|[2,4]
34320.u2|[0, -1, 0, -5948800, 5586583552]|[2,4]
34710.z5|[1, 1, 1, -1104330, -382250025]|[2,4]
34710.z6|[1, 1, 1, -304330, 58709975]|[2,4]
34989.a4|[1, 0, 0, -2834109, 1836187704]|[2,4]
35112.b4|[0, -1, 0, -641684, 192994884]|[2,4]
35139.a4|[1, 1, 1, -152269, 22806506]|[2,4]
35178.n4|[1, 1, 1, -12837974, -4463039149]|[2,4]
35409.b3|[1, 0, 0, -24349, 1459304]|[2,4]
35805.d5|[1, 1, 1, -4701255, -3893738748]|[2,4]
35805.e4|[1, 1, 1, -101345, -10623418]|[2,4]
35880.k4|[0, -1, 0, -7220, -71100]|[2,4]
35880.r4|[0, 1, 0, -32500, 2195648]|[2,4]
36120.bb4|[0, 1, 0, -97700, -781152]|[2,4]
36465.f4|[1, 1, 1, -429760, 107753840]|[2,4]
37515.a3|[1, 1, 1, -260780, 48946700]|[2,4]
37830.z4|[1, 0, 0, -1388060, -110534400]|[2,4]
37830.z5|[1, 0, 0, -863180, 306955152]|[2,4]
37968.g2|[0, -1, 0, -46051264, 103582895104]|[2,4]
38346.i5|[1, 1, 1, -5060754, -4199856609]|[2,4]
38352.q3|[0, 1, 0, -11144384, 7592586036]|[2,4]
38409.b4|[1, 1, 1, -16349, -704374]|[2,4]
38595.c4|[1, 1, 1, -5006500, -4310040940]|[2,4]
38640.cw2|[0, 1, 0, -103160, -8243100]|[2,4]
38640.bf3|[0, -1, 0, -89080, 10182400]|[2,4]
38640.bi2|[0, -1, 0, -85440, 9338112]|[2,4]
38640.bk2|[0, -1, 0, -223957440, 1290094387200]|[2,4]
38760.h3|[0, -1, 0, -27460, 1759492]|[2,4]
38766.be4|[1, 0, 0, -37594, -1569436]|[2,4]
38922.i5|[1, 0, 0, -81498259, -272945484511]|[2,4]
38982.f3|[1, 0, 0, -888144, 321982704]|[2,4]
39270.cc4|[1, 1, 1, -7080805, 7248233627]|[2,4]
30.a6|[1, 0, 1, -19, 26]|[2,6]
90.c3|[1, -1, 1, -3002, 63929]|[2,6]
210.d5|[1, 0, 0, -361, 2585]|[2,6]
210.b6|[1, 0, 1, -578, 2756]|[2,6]
630.h2|[1, -1, 1, -197573, 33848381]|[2,6]
630.f3|[1, -1, 0, -24309, 1426113]|[2,6]
2310.h5|[1, 0, 1, -286854, 58872856]|[2,6]
2310.u7|[1, 0, 0, -6411, 23985]|[2,6]
2310.l5|[1, 0, 1, -15753, 759256]|[2,6]
2730.bd6|[1, 0, 0, -41405, -576975]|[2,6]
2730.o6|[1, 0, 1, -61744, 5898926]|[2,6]
3570.w6|[1, 0, 0, -544326, 154522980]|[2,6]
4290.bb6|[1, 0, 0, -31900, 1610000]|[2,6]
4830.be6|[1, 0, 0, -4393456, -140558080]|[2,6]
5610.q7|[1, 0, 1, -189908, -12291694]|[2,6]
6270.l5|[1, 0, 1, -1336508, 594587306]|[2,6]
6630.v6|[1, 0, 0, -5557266, -3547208700]|[2,6]
6930.z3|[1, -1, 1, -455648, 94718531]|[2,6]
6930.q3|[1, -1, 0, -2994759, 1995489513]|[2,6]
6930.bl2|[1, -1, 1, -14548217, 20191955609]|[2,6]
8190.bx4|[1, -1, 1, -1409027, 429934979]|[2,6]
8190.h2|[1, -1, 0, -22607145, 41378528025]|[2,6]
10710.n4|[1, -1, 0, -9156294, 4087006308]|[2,6]
12870.c2|[1, -1, 0, -8225100, 9078652800]|[2,6]
14490.z2|[1, -1, 0, -2245670064, 40961041011648]|[2,6]
16830.bk3|[1, -1, 1, -113195543, 463573200431]|[2,6]
18810.p3|[1, -1, 1, -20320943, 8757439031]|[2,6]
19890.n2|[1, -1, 0, -3707437554, 86888738522628]|[2,6]
30030.bt6|[1, 0, 0, -12180181, 16360637345]|[2,6]
30030.p5|[1, 0, 1, -1840059, 959624146]|[2,6]
39270.cp6|[1, 0, 0, -1054050116, -12046088636400]|[2,6]
39270.bg5|[1, 0, 1, -10357574, 12789715016]|[2,6]
39270.br6|[1, 0, 1, -2376073528, 44530097120006]|[2,6]
43890.ct6|[1, 0, 0, -999296, 377303040]|[2,6]
46410.be6|[1, 0, 1, -375973, 85217756]|[2,6]
51870.bd6|[1, 0, 1, -55935204, 151397748706]|[2,6]
51870.y6|[1, 0, 1, -687089, -116077264]|[2,6]
53130.cs7|[1, 0, 0, -2088590, -732603900]|[2,6]
62790.bu6|[1, 0, 0, -2691000050, 53729999002500]|[2,6]
62790.v6|[1, 0, 1, -5134368, 4453877806]|[2,6]
66990.bg6|[1, 0, 1, -18232959, 18943242046]|[2,6]
67830.bz6|[1, 0, 0, -537345, 47630025]|[2,6]
67830.s4|[1, 0, 1, -181466594, 940883727476]|[2,6]
71610.w6|[1, 0, 1, -29294128, -48708276994]|[2,6]
72930.cp6|[1, 0, 0, -2877491, 1787909025]|[2,6]
79170.bq6|[1, 0, 1, -40131018, 97848210556]|[2,6]
90090.ce4|[1, -1, 0, -152605089, -63905859927]|[2,6]
90090.dr2|[1, -1, 1, -61988162, 160936392449]|[2,6]
91770.be6|[1, 0, 1, -3339463, 1946476406]|[2,6]
98670.bv5|[1, 0, 0, -6229091, 5983356225]|[2,6]
99330.bg6|[1, 0, 1, -672781938, 6564320785156]|[2,6]
110670.co4|[1, 0, 0, -68544020, 218419136400]|[2,6]
111930.x7|[1, 0, 1, -214047334, -1053789162904]|[2,6]
115710.bl7|[1, 0, 1, -13312373, -14159184244]|[2,6]
117810.bu2|[1, -1, 0, -750012375204, 250006374900998928]|[2,6]
117810.df4|[1, -1, 1, -82811204123, 7954502395245131]|[2,6]
117810.ei3|[1, -1, 1, -484621097, 3832648052969]|[2,6]
125970.w5|[1, 0, 1, -85326358, 303346710056]|[2,6]
131670.cj4|[1, -1, 0, -85049424, 297674459568]|[2,6]
139230.df3|[1, -1, 1, -42577628, 106295128031]|[2,6]
144690.u6|[1, 0, 1, -5045081009, 137926904327696]|[2,6]
146370.cn7|[1, 0, 0, -335944840, 1934592833600]|[2,6]
155610.fa2|[1, -1, 1, -7495963367, 248904729248159]|[2,6]
155610.fe2|[1, -1, 1, -432117032, 3457511648939]|[2,6]
159390.bf3|[1, -1, 0, -1360319310, 19311544570500]|[2,6]
167790.bx6|[1, 0, 0, -885039040, -6787611750400]|[2,6]
178710.z7|[1, 0, 1, -126444634, 334325609996]|[2,6]
188370.ca4|[1, -1, 1, -284055683, 1761480412931]|[2,6]
188370.r4|[1, -1, 0, -26653050450, -1141465011637500]|[2,6]
188790.p5|[1, 0, 1, -7750790274, 262642638842116]|[2,6]
200970.eo2|[1, -1, 1, -5502064262, 157063080840149]|[2,6]
203490.ee3|[1, -1, 1, -1956594677, -14632320905971]|[2,6]
203490.r2|[1, -1, 0, -221146605, 1265831924625]|[2,6]
214830.cn2|[1, -1, 1, -20133949523, 1099622350950131]|[2,6]
214890.bg5|[1, 0, 0, -35633466, 81769961700]|[2,6]
218790.bu2|[1, -1, 0, -353612079, 2547402494553]|[2,6]
237510.cw4|[1, -1, 1, -465861533, -987705040219]|[2,6]
257070.i5|[1, 0, 1, -608647464, 5778718527286]|[2,6]
260130.r5|[1, 0, 1, -4273623723, 107532529241506]|[2,6]
269610.bh7|[1, 0, 0, -387369046, 1288935375140]|[2,6]
274170.ck6|[1, 0, 0, -116289615, -412420328775]|[2,6]
275310.cr2|[1, -1, 1, -704289038, 7189054517981]|[2,6]
278070.s6|[1, 0, 1, -49428958, 130902669056]|[2,6]
296010.ba3|[1, -1, 0, -82132479, 3449491353]|[2,6]
296670.ch6|[1, 0, 0, -23506225, -12762124375]|[2,6]
297990.du4|[1, -1, 1, -61757471813, 5840275489870781]|[2,6]
332010.w3|[1, -1, 0, -773064180, -2683448838000]|[2,6]
335790.dy3|[1, -1, 1, -150523464137, 22477869536248649]|[2,6]
347130.dh3|[1, -1, 1, -9034661228, 330536085139631]|[2,6]
356730.by4|[1, 0, 0, -1927252846, 32565217284740]|[2,6]
358530.f6|[1, 0, 1, -283345319, 1835762281526]|[2,6]
377910.bj2|[1, -1, 1, -1525803593, 10402419668681]|[2,6]
397110.w6|[1, 0, 1, -4846913715494, 4107201439429984376]|[2,6]
406410.bf5|[1, 0, 0, -2938870061, 61307067962385]|[2,6]
434070.ds4|[1, -1, 1, -49303192712, -3047000146595701]|[2,6]
439110.z3|[1, -1, 0, -73153303560, 7610685156172800]|[2,6]
210.e6|[1, 0, 0, -1070, 7812]|[2,8]
46410.ck6|[1, 0, 0, -8696090, 9838496100]|[2,8]
82110.bs5|[1, 0, 0, -49423080, 130545230400]|[2,8]
110670.cm5|[1, 0, 0, -2276760100, 41806588162832]|[2,8]
249690.cj6|[1, 0, 0, -673039570, -5895575919100]|[2,8]
266910.ck5|[1, 0, 0, -136184310140, 19343222133507600]|[2,8]
