# height=80 primes=[7, 11, 13, 17, 19, 23, 29, 31, 37, 41, 43, 47, 53, 59, 61, 67, 71, 73] params=7863
# u v
37/68 0
37/68 1
37/68 -71/34
37/68 37/68
39/68 0
39/68 1
39/68 -73/34
39/68 39/68
41/68 0
41/68 1
41/68 -75/34
41/68 41/68
43/68 0
43/68 1
43/68 -77/34
43/68 43/68
45/68 0
45/68 1
45/68 -79/34
45/68 45/68
47/68 0
47/68 1
47/68 47/68
49/68 0
49/68 1
49/68 49/68
53/68 0
53/68 1
53/68 53/68
55/68 0
55/68 1
55/68 55/68
57/68 0
57/68 1
57/68 57/68
59/68 0
59/68 1
59/68 59/68
61/68 0
61/68 1
61/68 61/68
63/68 0
63/68 1
63/68 63/68
65/68 0
65/68 1
65/68 65/68
67/68 0
67/68 1
67/68 67/68
69/68 0
69/68 1
69/68 69/68
71/68 0
71/68 1
71/68 71/68
73/68 0
73/68 1
73/68 73/68
75/68 0
75/68 1
75/68 75/68
77/68 0
77/68 1
77/68 77/68
79/68 0
79/68 1
79/68 79/68
-80/69 0
-80/69 1
-80/69 -80/69
-80/69 -58/69
-80/69 11/69
-79/69 0
-79/69 1
-79/69 -79/69
-79/69 -59/69
-79/69 5/69
-79/69 10/69
-79/69 5/74
-77/69 0
-77/69 1
-77/69 -77/69
-77/69 -61/69
-77/69 4/69
-77/69 8/69
-77/69 4/73
-76/69 0
-76/69 1
-76/69 -76/69
-76/69 -62/69
-76/69 7/69
-74/69 0
-74/69 1
-74/69 -74/69
-74/69 -64/69
-74/69 5/69
-74/69 79/69
-73/69 0
-73/69 1
-73/69 -73/69
-73/69 -65/69
-73/69 2/69
-73/69 4/69
-73/69 77/69
-73/69 2/71
-71/69 0
-71/69 1
-71/69 -71/69
-71/69 -67/69
-71/69 1/69
-71/69 2/69
-71/69 73/69
-71/69 1/70
-70/69 0
-70/69 1
-70/69 -70/69
-70/69 -68/69
-70/69 1/69
-70/69 71/69
-68/69 0
-68/69 1
-68/69 -70/69
-68/69 -68/69
-68/69 -1/69
-68/69 67/69
-67/69 0
-67/69 1
-67/69 -1/68
-67/69 -71/69
-67/69 -67/69
-67/69 -2/69
-67/69 -1/69
-67/69 65/69
-65/69 0
-65/69 1
-65/69 -2/67
-65/69 -73/69
-65/69 -65/69
-65/69 -4/69
-65/69 -2/69
-65/69 61/69
-64/69 0
-64/69 1
-64/69 -74/69
-64/69 -64/69
-64/69 -5/69
-64/69 59/69
-62/69 0
-62/69 1
-62/69 -76/69
-62/69 -62/69
-62/69 -7/69
-62/69 55/69
-61/69 0
-61/69 1
-61/69 -4/65
-61/69 -77/69
-61/69 -61/69
-61/69 -8/69
-61/69 -4/69
-61/69 53/69
-59/69 0
-59/69 1
-59/69 -5/64
-59/69 -79/69
-59/69 -59/69
-59/69 -10/69
-59/69 -5/69
-59/69 49/69
-58/69 0
-58/69 1
-58/69 -80/69
-58/69 -58/69
-58/69 -11/69
-58/69 47/69
-56/69 0
-56/69 1
-56/69 -56/69
-56/69 -13/69
-56/69 43/69
-55/69 0
-55/69 1
-55/69 -7/62
-55/69 -55/69
-55/69 -14/69
-55/69 -7/69
-55/69 41/69
-53/69 0
-53/69 1
-53/69 -8/61
-53/69 -53/69
-53/69 -16/69
-53/69 -8/69
-53/69 37/69
-52/69 0
-52/69 1
-52/69 -52/69
-52/69 -17/69
-52/69 35/69
-50/69 0
-50/69 1
-50/69 -50/69
-50/69 -19/69
-50/69 31/69
-49/69 0
-49/69 1
-49/69 -10/59
-49/69 -49/69
-49/69 -20/69
-49/69 -10/69
-49/69 29/69
-47/69 0
-47/69 1
-47/69 -11/58
-47/69 -47/69
-47/69 -22/69
-47/69 -11/69
-47/69 25/69
-44/69 0
-44/69 1
-44/69 -44/69
-44/69 -25/69
-44/69 19/69
-43/69 0
-43/69 1
-43/69 -13/56
-43/69 -43/69
-43/69 -26/69
-43/69 -13/69
-43/69 17/69
-41/69 0
-41/69 1
-41/69 -14/55
-41/69 -41/69
-41/69 -28/69
-41/69 -14/69
-41/69 13/69
-40/69 0
-40/69 1
-40/69 -40/69
-40/69 -29/69
-40/69 11/69
-38/69 0
-38/69 1
-38/69 -38/69
-38/69 -31/69
-38/69 7/69
-37/69 0
-37/69 1
-37/69 -42/47
-37/69 -16/53
-37/69 -37/69
-37/69 -32/69
-37/69 -16/69
-37/69 5/69
-35/69 0
-35/69 1
-35/69 -17/52
-35/69 -35/69
-35/69 -34/69
-35/69 -17/69
-35/69 1/69
-34/69 0
-34/69 1
-34/69 -35/69
-34/69 -34/69
-34/69 -1/69
-32/69 0
-32/69 1
-32/69 -37/69
-32/69 -32/69
-32/69 -5/69
-31/69 0
-31/69 1
-31/69 -19/50
-31/69 -38/69
-31/69 -31/69
-31/69 -19/69
-31/69 -7/69
-29/69 0
-29/69 1
-29/69 -20/49
-29/69 -40/69
-29/69 -29/69
-29/69 -20/69
-29/69 -11/69
-28/69 0
-28/69 1
-28/69 -41/69
-28/69 -28/69
-28/69 -13/69
-26/69 0
-26/69 1
-26/69 -43/69
-26/69 -26/69
-26/69 -17/69
-25/69 0
-25/69 1
-25/69 -22/47
-25/69 -44/69
-25/69 -25/69
-25/69 -22/69
-25/69 -19/69
-22/69 0
-22/69 1
-22/69 -47/69
-22/69 -25/69
-22/69 -22/69
-20/69 0
-20/69 1
-20/69 -49/69
-20/69 -29/69
-20/69 -20/69
-19/69 0
-19/69 1
-19/69 -25/44
-19/69 -50/69
-19/69 -31/69
-19/69 -25/69
-19/69 -19/69
-17/69 0
-17/69 1
-17/69 -26/43
-17/69 -52/69
-17/69 -35/69
-17/69 -26/69
-17/69 -17/69
-16/69 0
-16/69 1
-16/69 -53/69
-16/69 -37/69
-16/69 -16/69
-14/69 0
-14/69 1
-14/69 -55/69
-14/69 -41/69
-14/69 -14/69
-13/69 0
-13/69 1
-13/69 -28/41
-13/69 -56/69
-13/69 -43/69
-13/69 -28/69
-13/69 -13/69
-11/69 0
-11/69 1
-11/69 -29/40
-11/69 -58/69
-11/69 -47/69
-11/69 -29/69
-11/69 -11/69
-10/69 0
-10/69 1
-10/69 -59/69
-10/69 -49/69
-10/69 -10/69
-10/69 -59/79
-8/69 0
-8/69 1
-8/69 -61/69
-8/69 -53/69
-8/69 -8/69
-8/69 -61/77
-7/69 0
-7/69 1
-7/69 -31/38
-7/69 -62/69
-7/69 -55/69
-7/69 -31/69
-7/69 -7/69
-5/69 0
-5/69 1
-5/69 -32/37
-5/69 -64/69
-5/69 -59/69
-5/69 -32/69
-5/69 -5/69
-4/69 0
-4/69 1
-4/69 -65/69
-4/69 -61/69
-4/69 -4/69
-4/69 -65/73
-2/69 0
-2/69 1
-2/69 -67/69
-2/69 -65/69
-2/69 -2/69
-2/69 -67/71
-1/69 0
-1/69 1
-1/69 -34/35
-1/69 -68/69
-1/69 -67/69
-1/69 -34/69
-1/69 -1/69
1/69 0
1/69 1
1/69 -35/34
1/69 -71/69
1/69 -70/69
1/69 -35/69
1/69 1/69
2/69 0
2/69 1
2/69 -71/67
2/69 -73/69
2/69 -71/69
2/69 2/69
4/69 0
4/69 1
4/69 -73/65
4/69 -77/69
4/69 -73/69
4/69 4/69
5/69 0
5/69 1
5/69 -37/32
5/69 -79/69
5/69 -74/69
5/69 -37/69
5/69 5/69
7/69 0
7/69 1
7/69 -38/31
7/69 -76/69
7/69 -38/69
7/69 7/69
8/69 0
8/69 1
8/69 -77/61
8/69 -77/69
8/69 8/69
10/69 0
10/69 1
10/69 -79/59
10/69 -79/69
10/69 10/69
11/69 0
11/69 1
11/69 -40/29
11/69 -80/69
11/69 -40/69
11/69 11/69
13/69 0
13/69 1
13/69 -41/28
13/69 -41/69
13/69 13/69
14/69 0
14/69 1
14/69 14/69
16/69 0
16/69 1
16/69 16/69
17/69 0
17/69 1
17/69 -43/26
17/69 -43/69
17/69 17/69
19/69 0
19/69 1
19/69 -44/25
19/69 -44/69
19/69 19/69
20/69 0
20/69 1
20/69 20/69
22/69 0
22/69 1
22/69 22/69
25/69 0
25/69 1
25/69 -47/22
25/69 -47/69
25/69 25/69
26/69 0
26/69 1
26/69 26/69
28/69 0
28/69 1
28/69 28/69
29/69 0
29/69 1
29/69 -49/20
29/69 -49/69
29/69 29/69
31/69 0
31/69 1
31/69 -50/19
31/69 -50/69
31/69 31/69
32/69 0
32/69 1
32/69 32/69
34/69 0
34/69 1
34/69 34/69
35/69 0
35/69 1
35/69 -52/17
35/69 -52/69
35/69 35/69
37/69 0
37/69 1
37/69 -53/16
37/69 -53/69
37/69 37/69
38/69 0
38/69 1
38/69 38/69
40/69 0
40/69 1
40/69 40/69
41/69 0
41/69 1
41/69 -55/14
41/69 -55/69
41/69 41/69
43/69 0
43/69 1
43/69 -56/13
43/69 -56/69
43/69 43/69
44/69 0
44/69 1
44/69 44/69
47/69 0
47/69 1
47/69 -58/11
47/69 -58/69
47/69 47/69
49/69 0
49/69 1
49/69 -59/10
49/69 -59/69
49/69 49/69
50/69 0
50/69 1
50/69 50/69
52/69 0
52/69 1
52/69 52/69
53/69 0
53/69 1
53/69 -61/8
53/69 -61/69
53/69 53/69
55/69 0
55/69 1
55/69 -62/7
55/69 -62/69
55/69 55/69
56/69 0
56/69 1
56/69 56/69
58/69 0
58/69 1
58/69 58/69
59/69 0
59/69 1
59/69 -64/5
59/69 -64/69
59/69 59/69
61/69 0
61/69 1
61/69 -65/4
61/69 -65/69
61/69 61/69
62/69 0
62/69 1
62/69 62/69
64/69 0
64/69 1
64/69 64/69
65/69 0
65/69 1
65/69 -67/2
65/69 -67/69
65/69 65/69
67/69 -68
67/69 0
67/69 1
67/69 -68/69
67/69 67/69
68/69 0
68/69 1
68/69 68/69
70/69 0
70/69 1
70/69 70/69
71/69 0
71/69 1
71/69 70
71/69 -70/69
71/69 71/69
73/69 0
73/69 1
73/69 71/2
73/69 -71/69
73/69 73/69
74/69 0
74/69 1
74/69 74/69
76/69 0
76/69 1
76/69 76/69
77/69 0
77/69 1
77/69 73/4
77/69 -73/69
77/69 77/69
79/69 0
79/69 1
79/69 74/5
79/69 -74/69
79/69 79/69
80/69 0
80/69 1
80/69 80/69
-79/70 0
-79/70 1
-79/70 44/35
-79/70 -79/70
-79/70 -61/70
-79/70 9/70
-73/70 0
-73/70 1
-73/70 38/35
-73/70 -73/70
-73/70 -67/70
-73/70 3/70
-71/70 0
-71/70 1
-71/70 36/35
-71/70 -71/70
-71/70 -69/70
-71/70 1/70
-69/70 0
-69/70 1
-69/70 34/35
-69/70 -71/70
-69/70 -69/70
-69/70 -1/70
-67/70 0
-67/70 1
-67/70 32/35
-67/70 -73/70
-67/70 -67/70
-67/70 -3/70
-61/70 0
-61/70 1
-61/70 26/35
-61/70 -79/70
-61/70 -61/70
-61/70 -9/70
-59/70 0
-59/70 1
-59/70 24/35
-59/70 -59/70
-59/70 -11/70
-57/70 0
-57/70 1
-57/70 22/35
-57/70 -57/70
-57/70 -13/70
-53/70 0
-53/70 1
-53/70 18/35
-53/70 -53/70
-53/70 -17/70
-51/70 0
-51/70 1
-51/70 16/35
-51/70 -51/70
-51/70 -19/70
-47/70 0
-47/70 1
-47/70 12/35
-47/70 -47/70
-47/70 -23/70
-43/70 0
-43/70 1
-43/70 8/35
-43/70 -43/70
-43/70 -27/70
-41/70 0
-41/70 1
-41/70 6/35
-41/70 -41/70
-41/70 -29/70
-39/70 0
-39/70 1
-39/70 4/35
-39/70 -39/70
-39/70 -31/70
-37/70 0
-37/70 1
-37/70 2/35
-37/70 -37/70
-37/70 -33/70
-33/70 0
-33/70 1
-33/70 -2/35
-33/70 -37/70
-33/70 -33/70
-31/70 0
-31/70 1
-31/70 -4/35
-31/70 -39/70
-31/70 -31/70
-29/70 0
-29/70 1
-29/70 -6/35
-29/70 -41/70
-29/70 -29/70
-27/70 0
-27/70 1
-27/70 -8/35
-27/70 -43/70
-27/70 -27/70
-23/70 0
-23/70 1
-23/70 -12/35
-23/70 -47/70
-23/70 -23/70
-19/70 0
-19/70 1
-19/70 -16/35
-19/70 -51/70
-19/70 -19/70
-17/70 0
-17/70 1
-17/70 -18/35
-17/70 -53/70
-17/70 -17/70
-13/70 0
-13/70 1
-13/70 -22/35
-13/70 -57/70
-13/70 -13/70
-11/70 0
-11/70 1
-11/70 -24/35
-11/70 -59/70
-11/70 -11/70
-9/70 0
-9/70 1
-9/70 -26/35
-9/70 -61/70
-9/70 -9/70
-9/70 -61/79
-3/70 0
-3/70 1
-3/70 -32/35
-3/70 -67/70
-3/70 -3/70
-3/70 -67/73
-1/70 0
-1/70 1
-1/70 -34/35
-1/70 -69/70
-1/70 -1/70
-1/70 -69/71
1/70 0
1/70 1
1/70 -36/35
1/70 -71/69
1/70 -71/70
1/70 1/70
3/70 0
3/70 1
3/70 -38/35
3/70 -73/67
3/70 -73/70
3/70 3/70
9/70 0
9/70 1
9/70 -44/35
9/70 -79/61
9/70 -79/70
9/70 9/70
11/70 0
11/70 1
11/70 -46/35
11/70 11/70
13/70 0
13/70 1
13/70 -48/35
13/70 13/70
17/70 0
17/70 1
17/70 -52/35
17/70 17/70
19/70 0
19/70 1
19/70 -54/35
19/70 19/70
23/70 0
23/70 1
23/70 -58/35
23/70 23/70
27/70 0
27/70 1
27/70 -62/35
27/70 27/70
29/70 0
29/70 1
29/70 -64/35
29/70 29/70
31/70 0
31/70 1
31/70 -66/35
31/70 31/70
33/70 0
33/70 1
33/70 -68/35
33/70 33/70
37/70 0
37/70 1
37/70 -72/35
37/70 37/70
39/70 0
39/70 1
39/70 -13/7
39/70 3/10
39/70 -74/35
39/70 39/70
41/70 0
41/70 1
41/70 -76/35
41/70 41/70
43/70 0
43/70 1
43/70 -78/35
43/70 43/70
47/70 0
47/70 1
47/70 47/70
51/70 0
51/70 1
51/70 51/70
53/70 0
53/70 1
53/70 53/70
57/70 0
57/70 1
57/70 57/70
59/70 0
59/70 1
59/70 59/70
61/70 0
61/70 1
61/70 61/70
67/70 0
67/70 1
67/70 67/70
69/70 0
69/70 1
69/70 69/70
71/70 0
71/70 1
71/70 71/70
73/70 0
73/70 1
73/70 73/70
79/70 0
79/70 1
79/70 79/70
-80/71 0
-80/71 1
-80/71 -80/71
-80/71 -62/71
-80/71 9/71
-79/71 0
-79/71 1
-79/71 -79/71
-79/71 -63/71
-79/71 4/71
-79/71 8/71
-79/71 4/75
-78/71 0
-78/71 1
-78/71 -78/71
-78/71 -64/71
-78/71 7/71
-77/71 0
-77/71 1
-77/71 -77/71
-77/71 -65/71
-77/71 3/71
-77/71 6/71
-77/71 3/74
-76/71 0
-76/71 1
-76/71 -76/71
-76/71 -66/71
-76/71 5/71
-75/71 0
-75/71 1
-75/71 -75/71
-75/71 -67/71
-75/71 2/71
-75/71 4/71
-75/71 79/71
-75/71 2/73
-74/71 0
-74/71 1
-74/71 -74/71
-74/71 -68/71
-74/71 3/71
-74/71 77/71
-73/71 0
-73/71 1
-73/71 -73/71
-73/71 -69/71
-73/71 1/71
-73/71 2/71
-73/71 75/71
-73/71 1/72
-72/71 0
-72/71 1
-72/71 -72/71
-72/71 -70/71
-72/71 1/71
-72/71 73/71
-70/71 0
-70/71 1
-70/71 -72/71
-70/71 -70/71
-70/71 -1/71
-70/71 69/71
-69/71 0
-69/71 1
-69/71 -1/70
-69/71 -73/71
-69/71 -69/71
-69/71 -2/71
-69/71 -1/71
-69/71 67/71
-68/71 0
-68/71 1
-68/71 -74/71
-68/71 -68/71
-68/71 -3/71
-68/71 65/71
-67/71 0
-67/71 1
-67/71 -2/69
-67/71 -75/71
-67/71 -67/71
-67/71 -4/71
-67/71 -2/71
-67/71 63/71
-66/71 0
-66/71 1
-66/71 -76/71
-66/71 -66/71
-66/71 -5/71
-66/71 61/71
-65/71 0
-65/71 1
-65/71 -3/68
-65/71 -77/71
-65/71 -65/71
-65/71 -6/71
-65/71 -3/71
-65/71 59/71
-64/71 0
-64/71 1
-64/71 -78/71
-64/71 -64/71
-64/71 -7/71
-64/71 57/71
-63/71 0
-63/71 1
-63/71 -4/67
-63/71 -79/71
-63/71 -63/71
-63/71 -8/71
-63/71 -4/71
-63/71 55/71
-62/71 0
-62/71 1
-62/71 -80/71
-62/71 -62/71
-62/71 -9/71
-62/71 53/71
-61/71 0
-61/71 1
-61/71 -5/66
-61/71 -61/71
-61/71 -10/71
-61/71 -5/71
-61/71 51/71
-60/71 0
-60/71 1
-60/71 -60/71
-60/71 -11/71
-60/71 49/71
-59/71 0
-59/71 1
-59/71 -6/65
-59/71 -59/71
-59/71 -12/71
-59/71 -6/71
-59/71 47/71
-58/71 0
-58/71 1
-58/71 -58/71
-58/71 -13/71
-58/71 45/71
-57/71 0
-57/71 1
-57/71 -7/64
-57/71 -57/71
-57/71 -14/71
-57/71 -7/71
-57/71 43/71
-56/71 0
-56/71 1
-56/71 -56/71
-56/71 -15/71
-56/71 41/71
-55/71 0
-55/71 1
-55/71 -8/63
-55/71 -55/71
-55/71 -16/71
-55/71 -8/71
-55/71 39/71
-54/71 0
-54/71 1
-54/71 -54/71
-54/71 -17/71
-54/71 37/71
-53/71 0
-53/71 1
-53/71 -9/62
-53/71 -53/71
-53/71 -18/71
-53/71 -9/71
-53/71 35/71
-52/71 0
-52/71 1
-52/71 -52/71
-52/71 -19/71
-52/71 33/71
-51/71 0
-51/71 1
-51/71 -10/61
-51/71 -51/71
-51/71 -20/71
-51/71 -10/71
-51/71 31/71
-50/71 0
-50/71 1
-50/71 -50/71
-50/71 -21/71
-50/71 29/71
-49/71 0
-49/71 1
-49/71 -11/60
-49/71 -49/71
-49/71 -22/71
-49/71 -11/71
-49/71 27/71
-48/71 0
-48/71 1
-48/71 -48/71
-48/71 -23/71
-48/71 25/71
-47/71 0
-47/71 1
-47/71 -12/59
-47/71 -47/71
-47/71 -24/71
-47/71 -12/71
-47/71 23/71
-46/71 0
-46/71 1
-46/71 -46/71
-46/71 -25/71
-46/71 21/71
-45/71 0
-45/71 1
-45/71 -13/58
-45/71 -45/71
-45/71 -26/71
-45/71 -13/71
-45/71 19/71
-44/71 0
-44/71 1
-44/71 -44/71
-44/71 -27/71
-44/71 17/71
-43/71 0
-43/71 1
-43/71 -14/57
-43/71 -43/71
-43/71 -28/71
-43/71 -14/71
-43/71 15/71
-42/71 0
-42/71 1
-42/71 -42/71
-42/71 -29/71
-42/71 13/71
-41/71 0
-41/71 1
-41/71 -15/56
-41/71 -41/71
-41/71 -30/71
-41/71 -15/71
-41/71 11/71
-40/71 0
-40/71 1
-40/71 -40/71
-40/71 -31/71
-40/71 9/71
-39/71 0
-39/71 1
-39/71 -16/55
-39/71 -39/71
-39/71 -32/71
-39/71 -16/71
-39/71 7/71
-38/71 0
-38/71 1
-38/71 -38/71
-38/71 -33/71
-38/71 5/71
-37/71 0
-37/71 1
-37/71 -17/54
-37/71 -37/71
-37/71 -34/71
-37/71 -17/71
-37/71 3/71
-36/71 0
-36/71 1
-36/71 -36/71
-36/71 -35/71
-36/71 1/71
-35/71 0
-35/71 1
-35/71 -18/53
-35/71 -36/71
-35/71 -35/71
-35/71 -18/71
-35/71 -1/71
-34/71 0
-34/71 1
-34/71 -37/71
-34/71 -34/71
-34/71 -3/71
-33/71 0
-33/71 1
-33/71 -19/52
-33/71 -38/71
-33/71 -33/71
-33/71 -19/71
-33/71 -5/71
-32/71 0
-32/71 1
-32/71 -39/71
-32/71 -32/71
-32/71 -7/71
-31/71 0
-31/71 1
-31/71 -20/51
-31/71 -40/71
-31/71 -31/71
-31/71 -20/71
-31/71 -9/71
-30/71 0
-30/71 1
-30/71 -41/71
-30/71 -30/71
-30/71 -11/71
-29/71 0
-29/71 1
-29/71 -21/50
-29/71 -42/71
-29/71 -29/71
-29/71 -21/71
-29/71 -13/71
-28/71 0
-28/71 1
-28/71 -43/71
-28/71 -28/71
-28/71 -15/71
-27/71 0
-27/71 1
-27/71 -22/49
-27/71 -44/71
-27/71 -27/71
-27/71 -22/71
-27/71 -17/71
-26/71 0
-26/71 1
-26/71 -45/71
-26/71 -26/71
-26/71 -19/71
-25/71 0
-25/71 1
-25/71 -23/48
-25/71 -46/71
-25/71 -25/71
-25/71 -23/71
-25/71 -21/71
-24/71 0
-24/71 1
-24/71 -47/71
-24/71 -24/71
-24/71 -23/71
-23/71 0
-23/71 1
-23/71 -24/47
-23/71 -48/71
-23/71 -25/71
-23/71 -24/71
-23/71 -23/71
-22/71 0
-22/71 1
-22/71 -49/71
-22/71 -27/71
-22/71 -22/71
-21/71 0
-21/71 1
-21/71 -25/46
-21/71 -50/71
-21/71 -29/71
-21/71 -25/71
-21/71 -21/71
-20/71 0
-20/71 1
-20/71 -51/71
-20/71 -31/71
-20/71 -20/71
-19/71 0
-19/71 1
-19/71 -26/45
-19/71 -52/71
-19/71 -33/71
-19/71 -26/71
-19/71 -19/71
-18/71 0
-18/71 1
-18/71 -53/71
-18/71 -35/71
-18/71 -18/71
-17/71 0
-17/71 1
-17/71 -27/44
-17/71 -54/71
-17/71 -37/71
-17/71 -27/71
-17/71 -17/71
-16/71 0
-16/71 1
-16/71 -55/71
-16/71 -39/71
-16/71 -16/71
-15/71 0
-15/71 1
-15/71 -28/43
-15/71 -56/71
-15/71 -41/71
-15/71 -28/71
-15/71 -15/71
-14/71 0
-14/71 1
-14/71 -57/71
-14/71 -43/71
-14/71 -14/71
-13/71 0
-13/71 1
-13/71 -29/42
-13/71 -58/71
-13/71 -45/71
-13/71 -29/71
-13/71 -13/71
-12/71 0
-12/71 1
-12/71 -59/71
-12/71 -47/71
-12/71 -12/71
-11/71 0
-11/71 1
-11/71 -30/41
-11/71 -60/71
-11/71 -49/71
-11/71 -30/71
-11/71 -11/71
-10/71 0
-10/71 1
-10/71 -61/71
-10/71 -51/71
-10/71 -10/71
-9/71 0
-9/71 1
-9/71 -31/40
-9/71 -62/71
-9/71 -53/71
-9/71 -31/71
-9/71 -9/71
-8/71 0
-8/71 1
-8/71 -63/71
-8/71 -55/71
-8/71 -8/71
-8/71 -63/79
-7/71 0
-7/71 1
-7/71 -32/39
-7/71 -64/71
-7/71 -57/71
-7/71 -32/71
-7/71 -7/71
-6/71 0
-6/71 1
-6/71 -65/71
-6/71 -59/71
-6/71 -6/71
-6/71 -65/77
-5/71 0
-5/71 1
-5/71 -33/38
-5/71 -66/71
-5/71 -61/71
-5/71 -33/71
-5/71 -5/71
-4/71 0
-4/71 1
-4/71 -67/71
-4/71 -63/71
-4/71 -4/71
-4/71 -67/75
-3/71 0
-3/71 1
-3/71 -34/37
-3/71 -68/71
-3/71 -65/71
-3/71 -34/71
-3/71 -3/71
-2/71 0
-2/71 1
-2/71 -69/71
-2/71 -67/71
-2/71 -2/71
-2/71 -69/73
-1/71 0
-1/71 1
-1/71 -35/36
-1/71 -70/71
-1/71 -69/71
-1/71 -35/71
-1/71 -1/71
1/71 0
1/71 1
1/71 -36/35
1/71 -73/71
1/71 -72/71
1/71 -36/71
1/71 1/71
2/71 0
2/71 1
2/71 -73/69
2/71 -75/71
2/71 -73/71
2/71 2/71
3/71 0
3/71 1
3/71 -37/34
3/71 -77/71
3/71 -74/71
3/71 -37/71
3/71 3/71
4/71 0
4/71 1
4/71 -75/67
4/71 -79/71
4/71 -75/71
4/71 4/71
5/71 0
5/71 1
5/71 -38/33
5/71 -76/71
5/71 -38/71
5/71 5/71
6/71 0
6/71 1
6/71 -77/65
6/71 -77/71
6/71 6/71
7/71 0
7/71 1
7/71 -39/32
7/71 -78/71
7/71 -39/71
7/71 7/71
8/71 0
8/71 1
8/71 -79/63
8/71 -79/71
8/71 8/71
9/71 0
9/71 1
9/71 -40/31
9/71 -80/71
9/71 -40/71
9/71 9/71
10/71 0
10/71 1
10/71 10/71
11/71 0
11/71 1
11/71 -41/30
11/71 -41/71
11/71 11/71
12/71 0
12/71 1
12/71 12/71
13/71 0
13/71 1
13/71 -42/29
13/71 -42/71
13/71 13/71
14/71 0
14/71 1
14/71 14/71
15/71 0
15/71 1
15/71 -43/28
15/71 -43/71
15/71 15/71
16/71 0
16/71 1
16/71 16/71
17/71 0
17/71 1
17/71 -44/27
17/71 -44/71
17/71 17/71
18/71 0
18/71 1
18/71 18/71
19/71 0
19/71 1
19/71 -45/26
19/71 -45/71
19/71 19/71
20/71 0
20/71 1
20/71 20/71
21/71 0
21/71 1
21/71 -46/25
21/71 -46/71
21/71 21/71
22/71 0
22/71 1
22/71 22/71
23/71 0
23/71 1
23/71 -47/24
23/71 -47/71
23/71 23/71
24/71 0
24/71 1
24/71 24/71
25/71 0
25/71 1
25/71 -48/23
25/71 -48/71
25/71 25/71
26/71 0
26/71 1
26/71 26/71
27/71 0
27/71 1
27/71 -49/22
27/71 -49/71
27/71 27/71
28/71 0
28/71 1
28/71 28/71
29/71 0
29/71 1
29/71 -50/21
29/71 -50/71
29/71 29/71
30/71 0
30/71 1
30/71 30/71
31/71 0
31/71 1
31/71 -51/20
31/71 -51/71
31/71 31/71
32/71 0
32/71 1
32/71 32/71
33/71 0
33/71 1
33/71 -52/19
33/71 -52/71
33/71 33/71
34/71 0
34/71 1
34/71 34/71
35/71 0
35/71 1
35/71 -53/18
35/71 -53/71
35/71 35/71
36/71 0
36/71 1
36/71 36/71
37/71 0
37/71 1
37/71 -54/17
37/71 -54/71
37/71 37/71
38/71 0
38/71 1
38/71 38/71
39/71 0
39/71 1
39/71 -55/16
39/71 -55/71
39/71 39/71
40/71 0
40/71 1
40/71 40/71
41/71 0
41/71 1
41/71 -56/15
41/71 -56/71
41/71 41/71
42/71 0
42/71 1
42/71 42/71
43/71 0
43/71 1
43/71 -57/14
43/71 -57/71
43/71 43/71
44/71 0
44/71 1
44/71 44/71
45/71 0
45/71 1
45/71 -58/13
45/71 -58/71
45/71 45/71
46/71 0
46/71 1
46/71 46/71
47/71 0
47/71 1
47/71 -59/12
47/71 -59/71
47/71 47/71
48/71 0
48/71 1
48/71 48/71
49/71 0
49/71 1
49/71 -60/11
49/71 -60/71
49/71 49/71
50/71 0
50/71 1
50/71 50/71
51/71 0
51/71 1
51/71 -61/10
51/71 -61/71
51/71 51/71
52/71 0
52/71 1
52/71 52/71
53/71 0
53/71 1
53/71 -62/9
53/71 -62/71
53/71 53/71
54/71 0
54/71 1
54/71 54/71
55/71 0
55/71 1
55/71 -63/8
55/71 -63/71
55/71 55/71
56/71 0
56/71 1
56/71 56/71
57/71 0
57/71 1
57/71 -64/7
57/71 -64/71
57/71 57/71
58/71 0
58/71 1
58/71 58/71
59/71 0
59/71 1
59/71 -65/6
59/71 -65/71
59/71 59/71
60/71 0
60/71 1
60/71 60/71
61/71 0
61/71 1
61/71 -66/5
61/71 -66/71
61/71 61/71
62/71 0
62/71 1
62/71 62/71
63/71 0
63/71 1
63/71 -67/4
63/71 -67/71
63/71 63/71
64/71 0
64/71 1
64/71 64/71
65/71 0
65/71 1
65/71 -68/3
65/71 -68/71
65/71 65/71
66/71 0
66/71 1
66/71 66/71
67/71 0
67/71 1
67/71 -69/2
67/71 -69/71
67/71 67/71
68/71 0
68/71 1
68/71 68/71
69/71 -70
69/71 0
69/71 1
69/71 -70/71
69/71 69/71
70/71 0
70/71 1
70/71 70/71
72/71 0
72/71 1
72/71 72/71
73/71 0
73/71 1
73/71 72
73/71 -72/71
73/71 73/71
74/71 0
74/71 1
74/71 74/71
75/71 0
75/71 1
75/71 73/2
75/71 -73/71
75/71 75/71
76/71 0
76/71 1
76/71 76/71
77/71 0
77/71 1
77/71 74/3
77/71 -74/71
77/71 77/71
78/71 0
78/71 1
78/71 78/71
79/71 0
79/71 1
79/71 75/4
79/71 -75/71
79/71 79/71
80/71 0
80/71 1
80/71 80/71
-79/72 0
-79/72 1
-79/72 43/36
-79/72 -79/72
-79/72 -65/72
-79/72 7/72
-77/72 0
-77/72 1
