# height=80 primes=[7, 11, 13, 17, 19, 23, 29, 31, 37, 41, 43] params=7863
# u v
46/7 3/20
46/7 -13/31
46/7 74/31
46/7 57/32
46/7 53/39
46/7 57/47
47/7 0
47/7 1
47/7 -61/7
47/7 -54/7
47/7 -27/7
47/7 47/7
47/7 27/20
48/7 0
48/7 1
48/7 -62/7
48/7 -55/7
48/7 48/7
48/7 -35/11
48/7 -55/14
48/7 -72/17
48/7 55/41
50/7 0
50/7 1
50/7 -64/7
50/7 -57/7
50/7 50/7
50/7 -57/14
50/7 19/16
50/7 57/43
50/7 7/76
50/7 57/80
51/7 0
51/7 1
51/7 -65/7
51/7 -58/7
51/7 -29/7
51/7 51/7
51/7 56/11
51/7 29/22
51/7 -4/33
51/7 -46/57
51/7 43/73
52/7 0
52/7 1
52/7 -66/7
52/7 -59/7
52/7 52/7
52/7 -59/14
52/7 65/18
52/7 69/28
52/7 53/41
52/7 59/45
52/7 11/52
52/7 37/70
53/7 0
53/7 1
53/7 -67/7
53/7 -60/7
53/7 -30/7
53/7 53/7
53/7 55/16
53/7 -41/17
53/7 -62/23
53/7 30/23
53/7 78/25
53/7 -55/27
53/7 -7/37
53/7 17/37
53/7 -27/50
53/7 80/51
53/7 -62/75
53/7 41/76
54/7 0
54/7 1
54/7 -68/7
54/7 -61/7
54/7 54/7
54/7 -61/14
54/7 -13/23
54/7 61/47
55/7 0
55/7 1
55/7 -69/7
55/7 -62/7
55/7 -31/7
55/7 55/7
55/7 31/24
57/7 0
57/7 1
57/7 -71/7
57/7 -64/7
57/7 -32/7
57/7 57/7
57/7 32/25
57/7 37/31
57/7 17/46
57/7 41/62
58/7 0
58/7 1
58/7 -72/7
58/7 -65/7
58/7 58/7
58/7 19/9
58/7 -23/10
58/7 -65/14
58/7 -22/19
58/7 77/20
58/7 -55/23
58/7 62/39
58/7 -65/41
58/7 8/43
58/7 65/51
58/7 51/52
58/7 43/74
59/7 0
59/7 1
59/7 -73/7
59/7 -66/7
59/7 -33/7
59/7 59/7
59/7 4/11
59/7 33/26
59/7 -29/33
60/7 0
60/7 1
60/7 -74/7
60/7 -67/7
60/7 60/7
60/7 -67/14
60/7 -46/19
60/7 -39/23
60/7 69/28
60/7 67/53
61/7 0
61/7 1
61/7 -75/7
61/7 -68/7
61/7 -34/7
61/7 61/7
61/7 34/27
62/7 0
62/7 1
62/7 -76/7
62/7 -69/7
62/7 62/7
62/7 -69/14
62/7 8/15
62/7 23/35
62/7 69/55
62/7 -43/66
64/7 0
64/7 1
64/7 -78/7
64/7 -71/7
64/7 64/7
64/7 -71/14
64/7 -22/17
64/7 -17/27
64/7 -68/33
64/7 -18/37
64/7 68/37
64/7 13/41
64/7 -8/43
64/7 31/45
64/7 71/57
64/7 69/58
64/7 -64/59
64/7 3/70
65/7 0
65/7 1
65/7 -79/7
65/7 -72/7
65/7 -36/7
65/7 65/7
65/7 36/29
65/7 -27/43
65/7 24/43
65/7 23/64
66/7 0
66/7 1
66/7 -80/7
66/7 -73/7
66/7 66/7
66/7 -73/14
66/7 -8/43
66/7 73/59
66/7 34/75
67/7 0
67/7 1
67/7 -74/7
67/7 -37/7
67/7 67/7
67/7 -65/23
67/7 37/30
67/7 -17/45
68/7 0
68/7 1
68/7 -75/7
68/7 68/7
68/7 -75/14
68/7 -37/41
68/7 -31/41
68/7 75/61
69/7 0
69/7 1
69/7 -76/7
69/7 -38/7
69/7 69/7
69/7 -40/17
69/7 2/17
69/7 38/31
69/7 75/38
69/7 74/57
69/7 72/61
71/7 0
71/7 1
71/7 -78/7
71/7 -39/7
71/7 71/7
71/7 39/32
71/7 -52/77
72/7 0
72/7 1
72/7 -79/7
72/7 72/7
72/7 -79/14
72/7 -23/18
72/7 60/19
72/7 -7/22
72/7 70/33
72/7 74/43
72/7 50/51
72/7 34/57
72/7 79/65
72/7 74/77
73/7 0
73/7 1
73/7 -80/7
73/7 -40/7
73/7 73/7
73/7 -38/31
73/7 40/33
73/7 -34/67
74/7 0
74/7 1
74/7 16/5
74/7 74/7
74/7 -31/10
74/7 23/13
74/7 52/29
74/7 63/31
74/7 -19/43
74/7 -57/44
74/7 -4/49
74/7 -29/54
74/7 -51/71
74/7 -77/72
75/7 0
75/7 1
75/7 -41/7
75/7 75/7
75/7 -23/22
75/7 41/34
75/7 -69/35
75/7 -56/39
75/7 -55/62
76/7 0
76/7 1
76/7 76/7
76/7 -4/11
76/7 49/11
76/7 -49/15
76/7 31/17
76/7 -5/24
76/7 68/27
76/7 -46/29
76/7 72/29
76/7 -10/31
76/7 -56/33
76/7 12/37
76/7 -41/38
76/7 41/44
76/7 41/53
76/7 -3/59
76/7 -3/62
78/7 -13
78/7 0
78/7 1
78/7 6/7
78/7 78/7
78/7 -29/14
78/7 -31/29
78/7 37/42
79/7 0
79/7 1
79/7 -43/7
79/7 79/7
79/7 43/36
79/7 -3/46
80/7 0
80/7 1
80/7 80/7
80/7 -9/8
-79/8 0
-79/8 1
-79/8 75/4
-79/8 -79/8
-79/8 63/8
-79/8 71/8
-79/8 71/16
-79/8 77/58
-77/8 0
-77/8 1
-77/8 73/4
-77/8 -77/8
-77/8 61/8
-77/8 69/8
-77/8 69/16
-77/8 -1/46
-75/8 0
-75/8 1
-75/8 71/4
-75/8 -75/8
-75/8 59/8
-75/8 67/8
-75/8 67/16
-75/8 -34/49
-73/8 0
-73/8 1
-73/8 69/4
-73/8 -73/8
-73/8 57/8
-73/8 65/8
-73/8 65/16
-71/8 0
-71/8 1
-71/8 67/4
-71/8 -71/8
-71/8 55/8
-71/8 63/8
-71/8 63/16
-71/8 63/79
-69/8 0
-69/8 1
-69/8 65/4
-69/8 -69/8
-69/8 53/8
-69/8 61/8
-69/8 61/16
-69/8 57/37
-69/8 61/77
-67/8 0
-67/8 1
-67/8 63/4
-67/8 -67/8
-67/8 51/8
-67/8 59/8
-67/8 59/16
-67/8 59/75
-65/8 0
-65/8 1
-65/8 61/4
-65/8 -65/8
-65/8 49/8
-65/8 57/8
-65/8 57/16
-65/8 -77/38
-65/8 57/73
-63/8 0
-63/8 1
-63/8 59/4
-63/8 -63/8
-63/8 47/8
-63/8 55/8
-63/8 55/16
-63/8 55/71
-61/8 0
-61/8 1
-61/8 57/4
-61/8 -61/8
-61/8 45/8
-61/8 53/8
-61/8 53/16
-61/8 80/29
-61/8 -31/37
-61/8 28/51
-61/8 7/53
-61/8 53/69
-59/8 0
-59/8 1
-59/8 55/4
-59/8 -59/8
-59/8 43/8
-59/8 51/8
-59/8 51/16
-59/8 -31/29
-59/8 55/47
-59/8 51/67
-57/8 0
-57/8 1
-57/8 53/4
-57/8 -57/8
-57/8 41/8
-57/8 49/8
-57/8 49/16
-57/8 49/65
-55/8 0
-55/8 1
-55/8 51/4
-55/8 -55/8
-55/8 39/8
-55/8 47/8
-55/8 47/16
-55/8 -68/43
-55/8 1/47
-55/8 25/57
-55/8 47/63
-53/8 0
-53/8 1
-53/8 49/4
-53/8 -53/8
-53/8 37/8
-53/8 45/8
-53/8 45/16
-53/8 -49/19
-53/8 52/31
-53/8 76/41
-53/8 -37/43
-53/8 -31/46
-53/8 -29/53
-53/8 45/61
-53/8 5/63
-51/8 0
-51/8 1
-51/8 47/4
-51/8 -51/8
-51/8 35/8
-51/8 43/8
-51/8 43/16
-51/8 43/59
-49/8 0
-49/8 1
-49/8 -68/3
-49/8 45/4
-49/8 -49/8
-49/8 33/8
-49/8 41/8
-49/8 41/16
-49/8 52/23
-49/8 -46/37
-49/8 -58/43
-49/8 -17/43
-49/8 -1/50
-49/8 41/57
-47/8 0
-47/8 1
-47/8 43/4
-47/8 -47/8
-47/8 31/8
-47/8 39/8
-47/8 39/16
-47/8 -10/21
-47/8 72/29
-47/8 39/55
-45/8 0
-45/8 1
-45/8 41/4
-45/8 -45/8
-45/8 29/8
-45/8 37/8
-45/8 37/16
-45/8 37/53
-45/8 77/58
-43/8 0
-43/8 1
-43/8 39/4
-43/8 77/6
-43/8 -43/8
-43/8 27/8
-43/8 35/8
-43/8 35/16
-43/8 -13/28
-43/8 45/28
-43/8 51/28
-43/8 -47/40
-43/8 34/41
-43/8 61/42
-43/8 -41/43
-43/8 35/51
-43/8 31/53
-43/8 69/62
-43/8 13/71
-41/8 -23
-41/8 0
-41/8 1
-41/8 37/4
-41/8 -41/8
-41/8 25/8
-41/8 33/8
-41/8 33/16
-41/8 33/49
-41/8 46/75
-39/8 0
-39/8 1
-39/8 35/4
-39/8 -39/8
-39/8 23/8
-39/8 31/8
-39/8 31/16
-39/8 41/21
-39/8 31/47
-37/8 0
-37/8 1
-37/8 33/4
-37/8 -37/8
-37/8 21/8
-37/8 29/8
-37/8 43/15
-37/8 29/16
-37/8 -76/17
-37/8 53/34
-37/8 29/45
-37/8 -41/70
-37/8 41/75
-35/8 0
-35/8 1
-35/8 31/4
-35/8 -35/8
-35/8 19/8
-35/8 27/8
-35/8 27/16
-35/8 -20/17
-35/8 23/17
-35/8 71/25
-35/8 -62/37
-35/8 -34/37
-35/8 32/41
-35/8 41/42
-35/8 27/43
-35/8 3/44
-35/8 -79/51
-35/8 72/53
-35/8 73/54
-35/8 -15/76
-33/8 0
-33/8 1
-33/8 29/4
-33/8 -33/8
-33/8 17/8
-33/8 25/8
-33/8 25/16
-33/8 -62/29
-33/8 25/41
-33/8 -31/43
-31/8 0
-31/8 1
-31/8 27/4
-31/8 -31/8
-31/8 15/8
-31/8 23/8
-31/8 23/16
-31/8 23/39
-31/8 -66/43
-29/8 0
-29/8 1
-29/8 25/4
-29/8 -29/8
-29/8 13/8
-29/8 21/8
-29/8 21/16
-29/8 12/23
-29/8 44/23
-29/8 21/37
-29/8 77/43
-29/8 61/44
-29/8 -43/57
-27/8 0
-27/8 1
-27/8 23/4
-27/8 -27/8
-27/8 11/8
-27/8 19/8
-27/8 19/16
-27/8 19/35
-25/8 0
-25/8 1
-25/8 21/4
-25/8 -25/8
-25/8 9/8
-25/8 17/8
-25/8 17/16
-25/8 17/33
-25/8 19/62
-23/8 0
-23/8 1
-23/8 19/4
-23/8 -23/8
-23/8 7/8
-23/8 15/8
-23/8 64/15
-23/8 15/16
-23/8 -32/17
-23/8 37/30
-23/8 15/31
-23/8 -63/32
-23/8 -50/37
-23/8 -14/37
-23/8 43/38
-23/8 37/41
-23/8 38/41
-23/8 -34/43
-23/8 -53/51
-23/8 -43/58
-23/8 8/63
-23/8 -66/67
-23/8 71/68
-23/8 19/77
-23/8 -7/80
-23/8 29/80
-21/8 0
-21/8 1
-21/8 17/4
-21/8 -21/8
-21/8 5/8
-21/8 13/8
-21/8 13/16
-21/8 61/17
-21/8 13/29
-19/8 0
-19/8 1
-19/8 67
-19/8 15/4
-19/8 -19/8
-19/8 3/8
-19/8 11/8
-19/8 11/16
-19/8 11/27
-19/8 37/29
-17/8 0
-17/8 1
-17/8 13/4
-17/8 -17/8
-17/8 1/8
-17/8 9/8
-17/8 9/16
-17/8 9/25
-17/8 -52/35
-17/8 -49/43
-17/8 41/46
-15/8 0
-15/8 1
-15/8 11/4
-15/8 -15/8
-15/8 -1/8
-15/8 7/8
-15/8 7/16
-15/8 7/23
-15/8 31/39
-15/8 -41/43
-13/8 0
-13/8 1
-13/8 9/4
-13/8 -13/8
-13/8 -3/8
-13/8 5/8
-13/8 5/16
-13/8 -76/17
-13/8 5/21
-13/8 78/61
-13/8 23/74
-11/8 0
-11/8 1
-11/8 7/4
-11/8 -11/8
-11/8 -5/8
-11/8 3/8
-11/8 3/16
-11/8 3/19
-11/8 74/33
-11/8 -18/65
-11/8 57/74
-9/8 0
-9/8 1
-9/8 5/4
-9/8 -13/7
-9/8 41/7
-9/8 80/7
-9/8 -9/8
-9/8 -7/8
-9/8 1/8
-9/8 1/16
-9/8 1/17
-9/8 71/29
-7/8 0
-7/8 1
-7/8 3/4
-7/8 -9/8
-7/8 -7/8
-7/8 -1/8
-7/8 -1/15
-7/8 -1/16
-7/8 72/31
-7/8 -58/53
-7/8 -31/55
-5/8 0
-5/8 1
-5/8 1/4
-5/8 -11/8
-5/8 -5/8
-5/8 -3/8
-5/8 -3/13
-5/8 -3/16
-5/8 -51/41
-3/8 0
-3/8 1
-3/8 -1/4
-3/8 -13/8
-3/8 -5/8
-3/8 -3/8
-3/8 -31/9
-3/8 -5/11
-3/8 -5/16
-1/8 0
-1/8 1
-1/8 -3/4
-1/8 -15/8
-1/8 -7/8
-1/8 -1/8
-1/8 -7/9
-1/8 -7/16
-1/8 -7/72
1/8 0
1/8 1
1/8 -5/4
1/8 -9/7
1/8 -17/8
1/8 -9/8
1/8 1/8
1/8 -9/16
1/8 19/37
1/8 9/56
3/8 0
3/8 1
3/8 -7/4
3/8 -11/5
3/8 -19/8
3/8 -11/8
3/8 3/8
3/8 7/15
3/8 -11/16
3/8 67/33
3/8 33/40
3/8 -44/43
3/8 25/77
5/8 0
5/8 1
5/8 -13/3
5/8 -9/4
5/8 -21/8
5/8 -13/8
5/8 5/8
5/8 -13/16
5/8 65/24
7/8 -15
7/8 0
7/8 1
7/8 -11/4
7/8 -23/8
7/8 -15/8
7/8 7/8
7/8 -15/16
7/8 52/29
9/8 0
9/8 1
9/8 17
9/8 -13/4
9/8 -25/8
9/8 -17/8
9/8 9/8
9/8 -17/16
9/8 43/58
11/8 0
11/8 1
11/8 19/3
11/8 -15/4
11/8 -27/8
11/8 -19/8
11/8 11/8
11/8 -19/16
13/8 0
13/8 1
13/8 -17/4
13/8 21/5
13/8 -29/8
13/8 -21/8
13/8 13/8
13/8 -21/16
15/8 0
15/8 1
15/8 -19/4
15/8 23/7
15/8 -31/8
15/8 -23/8
15/8 15/8
15/8 -23/16
15/8 -69/37
17/8 0
17/8 1
17/8 -21/4
17/8 -33/8
17/8 -25/8
17/8 17/8
17/8 25/9
17/8 -25/16
17/8 73/30
17/8 59/31
17/8 -41/46
19/8 0
19/8 1
19/8 -23/4
19/8 -35/8
19/8 -27/8
19/8 19/8
19/8 27/11
19/8 -27/16
19/8 -52/35
19/8 65/41
21/8 0
21/8 1
21/8 -25/4
21/8 -37/8
21/8 -29/8
21/8 21/8
21/8 29/13
21/8 -29/16
21/8 -29/33
21/8 11/42
21/8 -17/57
21/8 -45/74
23/8 0
23/8 1
23/8 -27/4
23/8 -39/8
23/8 -31/8
23/8 23/8
23/8 31/15
23/8 -31/16
25/8 0
25/8 1
25/8 -29/4
25/8 -41/8
25/8 -33/8
25/8 25/8
25/8 -33/16
25/8 33/17
25/8 37/29
25/8 -41/74
27/8 0
27/8 1
27/8 -31/4
27/8 -43/8
27/8 -35/8
27/8 27/8
27/8 -35/16
27/8 35/19
27/8 -35/22
27/8 29/42
29/8 0
29/8 1
29/8 31
29/8 -33/4
29/8 18/7
29/8 -45/8
29/8 -37/8
29/8 29/8
29/8 -37/16
29/8 37/21
29/8 -43/31
29/8 -33/35
29/8 43/37
29/8 -33/41
29/8 -5/41
29/8 11/43
29/8 -19/45
29/8 -23/50
29/8 20/53
29/8 77/53
29/8 -25/57
29/8 -37/62
29/8 -1/68
29/8 47/78
31/8 0
31/8 1
31/8 -43/2
31/8 -35/4
31/8 19/6
31/8 -47/8
31/8 -39/8
31/8 31/8
31/8 -39/16
31/8 -7/19
31/8 39/23
31/8 -80/39
31/8 -35/41
31/8 5/48
31/8 19/48
31/8 -41/53
31/8 -17/58
31/8 73/77
31/8 43/80
33/8 0
33/8 1
33/8 -37/4
33/8 -49/8
33/8 -41/8
33/8 33/8
33/8 -41/16
33/8 -11/23
33/8 41/25
33/8 69/28
33/8 15/29
33/8 63/74
35/8 0
35/8 1
35/8 -39/4
35/8 -51/8
35/8 -43/8
35/8 35/8
35/8 -43/16
35/8 43/27
37/8 -62
37/8 0
37/8 1
37/8 -41/4
37/8 -16/7
37/8 -53/8
37/8 -45/8
37/8 37/8
37/8 -45/16
37/8 7/20
37/8 -31/22
37/8 45/29
37/8 31/41
37/8 -33/43
37/8 -23/70
37/8 29/72
37/8 1/79
39/8 0
39/8 1
39/8 -43/4
39/8 -55/8
39/8 -47/8
39/8 39/8
39/8 -47/16
39/8 47/31
39/8 65/41
39/8 63/46
39/8 -13/67
39/8 77/79
41/8 0
41/8 1
41/8 -45/4
41/8 -57/8
41/8 -49/8
41/8 41/8
41/8 -49/16
41/8 -62/21
41/8 52/31
41/8 49/33
41/8 23/54
41/8 -43/76
41/8 -63/79
43/8 0
43/8 1
43/8 47
43/8 -47/4
43/8 -59/8
43/8 -51/8
43/8 43/8
43/8 -51/16
43/8 -54/29
43/8 51/35
45/8 0
45/8 1
45/8 -49/4
45/8 -61/8
45/8 -53/8
45/8 45/8
45/8 -53/16
45/8 -49/33
45/8 53/37
45/8 -38/39
45/8 -51/41
47/8 0
47/8 1
47/8 -51/4
47/8 -63/8
47/8 -55/8
47/8 47/8
47/8 -55/16
47/8 55/39
47/8 -74/41
47/8 -27/71
47/8 24/77
49/8 0
49/8 1
49/8 -53/4
49/8 -65/8
49/8 -57/8
49/8 49/8
49/8 -57/16
49/8 57/41
49/8 -38/73
51/8 0
51/8 1
51/8 -55/4
51/8 -67/8
51/8 -59/8
51/8 51/8
51/8 -59/16
51/8 34/19
51/8 -35/41
51/8 62/41
51/8 -68/43
51/8 -18/43
51/8 59/43
51/8 -41/51
51/8 13/58
51/8 -18/59
51/8 -25/61
51/8 46/71
53/8 0
53/8 1
53/8 -57/4
53/8 -69/8
53/8 -61/8
53/8 53/8
53/8 -61/16
53/8 69/38
53/8 10/41
53/8 61/45
55/8 0
55/8 1
55/8 -59/4
55/8 -71/8
55/8 -63/8
55/8 55/8
55/8 -63/16
55/8 -74/21
55/8 63/47
55/8 52/59
57/8 0
57/8 1
57/8 -61/4
57/8 -73/8
57/8 -65/8
57/8 57/8
57/8 -37/13
57/8 -65/16
57/8 69/28
57/8 31/43
57/8 65/49
59/8 0
59/8 1
59/8 -63/4
59/8 -75/8
59/8 -67/8
59/8 59/8
59/8 -67/16
59/8 76/21
59/8 67/51
59/8 9/71
61/8 0
61/8 1
61/8 -65/4
61/8 -77/8
61/8 -69/8
61/8 61/8
61/8 -69/16
61/8 69/53
63/8 0
63/8 1
63/8 74
63/8 -67/4
63/8 -79/8
63/8 -71/8
63/8 63/8
63/8 -71/16
63/8 47/23
63/8 -58/25
63/8 80/51
63/8 71/55
63/8 -19/60
65/8 0
65/8 1
65/8 -69/4
65/8 -73/8
65/8 65/8
65/8 -29/14
65/8 -73/16
65/8 -34/33
65/8 -21/37
65/8 -22/41
65/8 -4/43
65/8 -31/48
65/8 73/57
65/8 -74/71
65/8 -5/73
67/8 0
67/8 1
67/8 -71/4
67/8 -75/8
67/8 67/8
67/8 -75/16
67/8 -39/38
67/8 75/59
69/8 0
69/8 1
69/8 -73/4
69/8 -77/8
69/8 69/8
69/8 -77/16
69/8 77/61
69/8 51/70
71/8 0
71/8 1
71/8 -75/4
71/8 -79/8
71/8 71/8
71/8 46/13
71/8 -79/16
71/8 -77/59
71/8 79/63
73/8 0
73/8 1
73/8 -77/4
73/8 73/8
73/8 42/59
75/8 0
75/8 1
75/8 -79/4
75/8 75/8
75/8 13/32
75/8 74/53
75/8 -67/80
77/8 0
77/8 1
77/8 77/8
77/8 9/17
77/8 56/19
77/8 -3/29
77/8 77/36
77/8 9/58
77/8 -41/75
77/8 -66/79
79/8 0
79/8 1
79/8 79/8
79/8 65/24
79/8 -66/67
-80/9 0
-80/9 1
-80/9 -80/9
-80/9 62/9
-80/9 71/9
-80/9 -74/13
-80/9 71/18
-80/9 -3/28
-80/9 43/29
-79/9 0
-79/9 1
-79/9 -79/9
-79/9 35/9
-79/9 61/9
-79/9 70/9
-79/9 35/44
-77/9 0
-77/9 1
-77/9 -13/4
-77/9 -77/9
-77/9 34/9
-77/9 59/9
-77/9 68/9
-77/9 34/43
-77/9 -73/49
-77/9 12/49
-77/9 20/51
-77/9 41/78
-76/9 0
-76/9 1
-76/9 31/6
-76/9 -76/9
-76/9 58/9
-76/9 67/9
-76/9 41/18
-76/9 67/18
-76/9 -10/47
-74/9 0
-74/9 1
-74/9 -74/9
-74/9 56/9
-74/9 65/9
-74/9 65/18
-74/9 44/21
-74/9 -50/41
-74/9 63/76
-73/9 0
-73/9 1
-73/9 -73/9
-73/9 32/9
-73/9 55/9
-73/9 64/9
-73/9 32/41
-73/9 70/47
-71/9 0
-71/9 1
-71/9 -71/9
-71/9 31/9
-71/9 53/9
-71/9 62/9
-71/9 31/40
-70/9 0
-70/9 1
-70/9 -70/9
-70/9 52/9
-70/9 61/9
-70/9 61/18
-70/9 77/20
-70/9 34/39
-70/9 -37/41
-70/9 -57/64
-70/9 61/79
-68/9 0
-68/9 1
-68/9 77/3
-68/9 -68/9
-68/9 50/9
-68/9 59/9
-68/9 59/18
-68/9 41/30
-68/9 23/32
-68/9 -31/40
-68/9 5/42
-68/9 67/46
-68/9 -76/75
-68/9 -73/77
-68/9 59/77
-67/9 0
-67/9 1
-67/9 -67/9
-67/9 29/9
-67/9 49/9
-67/9 58/9
-67/9 -1/30
-67/9 -29/33
-67/9 29/38
-67/9 53/42
-67/9 66/43
-67/9 -41/57
-67/9 31/69
-65/9 0
-65/9 1
-65/9 46/3
-65/9 -65/9
-65/9 28/9
-65/9 47/9
-65/9 56/9
-65/9 -18/17
-65/9 -71/29
-65/9 28/37
-65/9 -47/40
-65/9 -43/41
-65/9 76/41
-65/9 -75/49
-65/9 -34/49
-65/9 41/64
-65/9 41/78
-64/9 0
-64/9 1
-64/9 -64/9
-64/9 46/9
-64/9 55/9
-64/9 55/18
-64/9 55/73
-62/9 0
-62/9 1
-62/9 -62/9
-62/9 44/9
-62/9 53/9
-62/9 53/18
-62/9 38/59
-62/9 53/71
-61/9 0
-61/9 1
-61/9 -61/9
-61/9 26/9
-61/9 43/9
-61/9 52/9
-61/9 -26/11
-61/9 74/15
-61/9 26/35
-61/9 -41/42
-61/9 38/45
-59/9 0
-59/9 1
-59/9 -59/9
-59/9 25/9
-59/9 41/9
-59/9 50/9
-59/9 25/34
-59/9 4/41
-59/9 43/44
-58/9 0
-58/9 1
-58/9 -58/9
-58/9 40/9
-58/9 49/9
-58/9 49/18
-58/9 37/19
-58/9 49/67
-56/9 0
-56/9 1
-56/9 -56/9
-56/9 38/9
-56/9 47/9
-56/9 47/18
-56/9 75/62
-56/9 47/65
-55/9 0
-55/9 1
-55/9 -55/9
-55/9 23/9
-55/9 37/9
-55/9 46/9
-55/9 23/32
-53/9 0
-53/9 1
-53/9 -53/9
-53/9 22/9
-53/9 35/9
-53/9 44/9
-53/9 -69/22
-53/9 -13/24
-53/9 22/31
-53/9 -79/57
-52/9 0
-52/9 1
-52/9 -52/9
-52/9 34/9
-52/9 43/9
-52/9 43/18
-52/9 43/61
-50/9 0
-50/9 1
-50/9 -50/9
-50/9 32/9
-50/9 41/9
-50/9 41/18
-50/9 41/59
-49/9 0
-49/9 1
-49/9 -49/9
-49/9 20/9
-49/9 31/9
-49/9 40/9
-49/9 20/29
-49/9 57/43
-49/9 11/59
-49/9 23/60
-47/9 0
-47/9 1
-47/9 -47/9
-47/9 19/9
-47/9 29/9
-47/9 38/9
-47/9 19/28
-47/9 -11/49
-46/9 0
-46/9 1
-46/9 -46/9
-46/9 28/9
-46/9 37/9
-46/9 34/11
-46/9 37/18
-46/9 -80/27
-46/9 31/34
-46/9 -76/37
-46/9 -28/41
-46/9 4/41
-46/9 -59/53
-46/9 37/55
-46/9 1/58
-46/9 67/74
-44/9 0
-44/9 1
-44/9 -44/9
-44/9 26/9
-44/9 35/9
-44/9 79/9
-44/9 35/18
-44/9 -31/21
-44/9 -42/31
-44/9 35/53
-43/9 0
-43/9 1
-43/9 -13/4
-43/9 -43/9
-43/9 17/9
-43/9 25/9
-43/9 34/9
-43/9 77/9
-43/9 17/26
-43/9 -37/71
-41/9 0
-41/9 1
-41/9 -48/7
-41/9 -41/9
-41/9 16/9
-41/9 23/9
-41/9 32/9
-41/9 73/9
-41/9 54/17
-41/9 16/25
-41/9 -33/35
-41/9 43/37
-41/9 60/43
-41/9 -35/51
-41/9 70/53
-41/9 -59/57
-40/9 0
-40/9 1
-40/9 -40/9
-40/9 22/9
-40/9 31/9
-40/9 71/9
-40/9 31/18
-40/9 31/49
-38/9 0
-38/9 1
-38/9 -36/7
-38/9 -38/9
-38/9 20/9
-38/9 29/9
-38/9 67/9
-38/9 29/18
-38/9 29/47
-38/9 -29/76
-37/9 0
-37/9 1
-37/9 80/3
-37/9 -37/9
-37/9 14/9
-37/9 19/9
-37/9 28/9
-37/9 65/9
-37/9 21/13
-37/9 14/23
-37/9 -19/33
-37/9 -14/43
-37/9 -31/60
-37/9 61/65
-37/9 -8/71
-35/9 0
-35/9 1
-35/9 -35/9
-35/9 13/9
-35/9 17/9
-35/9 26/9
-35/9 61/9
-35/9 13/22
-35/9 5/74
-34/9 0
-34/9 1
-34/9 -34/9
-34/9 16/9
-34/9 25/9
-34/9 59/9
-34/9 -63/13
-34/9 -19/13
-34/9 25/18
-34/9 28/23
-34/9 57/23
-34/9 1/29
-34/9 -23/31
-34/9 -14/31
-34/9 -29/33
-34/9 -22/35
-34/9 -11/35
-34/9 17/35
-34/9 -76/37
-34/9 -63/37
-34/9 -62/37
-34/9 60/37
-34/9 41/42
-34/9 -33/43
-34/9 25/43
-34/9 18/47
-34/9 -23/50
-34/9 -11/51
-34/9 74/57
-34/9 29/60
-34/9 56/69
-32/9 0
-32/9 1
-32/9 -32/9
-32/9 14/9
-32/9 23/9
-32/9 55/9
-32/9 23/18
-32/9 23/28
-32/9 23/41
-31/9 0
-31/9 1
-31/9 -3/8
-31/9 -31/9
-31/9 11/9
-31/9 13/9
-31/9 22/9
-31/9 53/9
-31/9 11/20
-29/9 0
-29/9 1
-29/9 19/6
-29/9 -29/9
-29/9 10/9
-29/9 11/9
-29/9 20/9
-29/9 49/9
-29/9 -17/18
-29/9 10/19
-29/9 -43/31
-29/9 62/39
-29/9 41/72
-29/9 -69/74
-28/9 0
-28/9 1
-28/9 -28/9
-28/9 10/9
-28/9 19/9
-28/9 47/9
-28/9 19/18
-28/9 -9/29
-28/9 19/37
-28/9 7/57
-28/9 57/71
-26/9 0
-26/9 1
-26/9 -26/9
-26/9 8/9
-26/9 17/9
-26/9 43/9
-26/9 17/18
-26/9 17/35
-26/9 -28/41
-25/9 0
-25/9 1
-25/9 -25/9
-25/9 7/9
-25/9 8/9
-25/9 16/9
-25/9 41/9
-25/9 61/14
-25/9 8/17
-25/9 -41/47
-23/9 0
-23/9 1
-23/9 -23/9
-23/9 5/9
-23/9 7/9
-23/9 14/9
-23/9 37/9
-23/9 7/16
-23/9 57/49
-22/9 0
-22/9 1
-22/9 -22/9
-22/9 4/9
-22/9 13/9
-22/9 35/9
-22/9 13/18
-22/9 -13/19
-22/9 13/31
-22/9 -15/76
-22/9 -9/76
-22/9 29/80
-20/9 0
-20/9 1
-20/9 -20/9
-20/9 2/9
-20/9 11/9
-20/9 31/9
-20/9 11/18
-20/9 11/29
-20/9 77/34
-20/9 -34/43
-19/9 0
-19/9 1
-19/9 -19/9
-19/9 1/9
-19/9 5/9
-19/9 10/9
-19/9 29/9
-19/9 5/14
-19/9 78/35
-19/9 22/37
-19/9 -77/38
-19/9 49/41
-19/9 -29/59
-19/9 23/62
-19/9 -31/69
-19/9 79/74
-17/9 0
-17/9 1
-17/9 -17/9
-17/9 -1/9
-17/9 4/9
-17/9 8/9
-17/9 25/9
-17/9 -11/13
-17/9 4/13
-17/9 -69/32
-17/9 29/43
-17/9 80/57
-17/9 -67/62
-17/9 -4/77
-16/9 0
-16/9 1
-16/9 -16/9
-16/9 -2/9
-16/9 7/9
-16/9 23/9
-16/9 7/18
-16/9 7/25
-14/9 0
-14/9 1
-14/9 -52/5
