101	97	51	86	69	92	72	50	37	60	1460	0
101	69	69	9	82	60	34	86	15	89	82	0
101	33	95	96	51	6	34	8	52	54	529	0
101	58	61	41	26	50	83	46	14	9	10064	0
101	81	90	27	12	25	90	63	49	29	1387	0
101	13	19	1	64	93	34	99	7	3	11438	0
101	47	64	27	73	74	80	14	38	17	11866	0
101	97	92	35	95	96	27	62	93	55	5770	0
101	34	5	27	67	48	85	20	66	70	11961	0
101	49	85	79	74	44	97	44	94	10	2303	0
101	70	65	81	31	78	93	62	61	49	11666	0
101	46	30	12	89	98	88	76	56	1	830	0
101	64	71	72	84	29	29	53	74	12	10568	0
101	48	97	79	13	2	20	34	93	76	10279	0
101	68	17	91	23	46	46	32	71	39	3188	0
101	34	94	6	16	55	85	90	2	73	9003	0
101	45	92	36	35	13	32	6	89	39	5296	0
101	10	96	20	45	96	97	75	81	21	11008	0
101	26	31	4	100	97	90	59	95	99	10164	0
101	51	10	43	93	99	0	30	85	31	10231	0
101	61	13	87	6	63	57	38	85	75	10381	0
101	19	32	32	85	99	13	44	20	86	3678	0
101	60	45	41	5	70	41	41	18	57	10765	0
101	77	6	57	57	54	10	45	43	8	10816	0
101	7	9	56	0	51	37	33	46	17	9976	0
101	30	32	46	10	49	85	5	92	68	5922	0
101	78	2	2	78	45	68	98	6	39	2807	0
101	75	16	74	33	10	95	68	19	65	5136	0
101	89	57	99	85	72	100	43	47	26	1421	0
101	72	71	96	18	62	82	66	54	7	9876	0
101	38	18	47	4	17	67	90	32	44	2088	0
101	59	28	94	45	44	67	76	17	71	5107	0
101	46	58	64	23	28	57	4	28	15	11624	0
101	12	14	60	13	81	80	28	26	32	9491	0
101	71	23	16	100	42	68	24	54	31	10947	0
101	27	68	32	34	63	50	39	99	21	4626	0
101	50	76	50	80	26	67	42	27	97	1021	0
101	37	71	68	36	76	79	84	94	83	5564	0
101	40	26	81	82	71	40	80	85	39	9294	0
101	48	13	84	9	87	4	67	64	67	10077	0
101	94	55	22	91	22	94	34	69	88	2790	1
101	48	2	51	79	82	32	92	50	19	10196	0
101	63	2	98	17	3	20	42	58	22	970	0
101	2	42	26	73	1	88	9	6	28	1286	0
101	42	100	6	12	60	78	74	89	10	2403	0
101	99	55	50	33	8	26	56	88	64	10747	0
101	28	16	14	14	62	12	82	88	69	5189	0
101	69	69	97	18	48	63	9	1	67	10651	0
101	7	79	49	73	49	92	59	82	38	3957	0
101	53	39	3	23	16	51	44	73	10	9700	0
101	95	1	76	87	2	94	82	13	2	9824	0
101	51	81	87	11	22	34	12	95	3	10899	0
101	84	30	85	0	86	22	22	77	42	13557	0
101	75	82	53	72	26	88	63	47	42	9948	0
101	83	42	7	0	23	27	74	42	68	11541	0
101	16	81	26	40	25	0	24	41	98	335	0
101	1	26	36	15	60	99	39	96	6	10985	0
101	83	65	20	63	2	74	7	75	93	8841	0
101	52	79	52	58	30	71	85	95	96	10234	0
101	90	55	24	49	88	38	87	38	53	2794	0
101	16	19	38	90	26	100	52	91	11	11251	0
101	39	61	37	70	15	68	48	55	25	10447	1
101	88	70	6	63	54	80	6	50	21	10857	0
101	32	35	31	29	67	100	84	73	93	3581	0
101	36	100	67	94	3	96	8	48	26	5416	0
101	3	94	44	6	71	99	2	79	82	1434	0
101	42	64	70	87	40	4	13	95	87	3038	1
101	31	29	2	70	27	2	46	96	22	2374	0
101	91	6	55	95	22	7	42	80	78	4679	0
101	52	82	20	32	23	3	1	62	57	12729	0
101	9	51	54	24	52	78	66	21	52	3425	0
101	85	12	41	72	27	40	46	16	24	334	0
101	67	61	94	31	100	31	4	35	3	11292	0
101	86	50	96	11	15	65	95	51	95	10219	0
101	5	67	43	22	69	58	70	92	83	191	0
101	77	68	3	84	69	91	52	33	40	10126	0
101	60	2	45	53	62	29	28	80	60	8704	0
101	55	38	69	81	45	32	90	25	18	3618	0
101	20	56	3	42	29	72	97	66	84	2365	0
101	13	78	31	65	20	38	97	44	45	1123	0
101	96	63	0	66	29	27	6	74	12	11044	0
101	3	58	17	44	41	70	77	48	55	852	0
101	87	94	49	77	37	35	80	80	90	1587	0
101	96	81	75	74	55	10	58	7	9	1235	0
101	41	70	47	26	30	84	4	3	33	9537	0
101	88	84	90	58	53	43	60	74	63	10559	0
101	77	2	41	42	19	88	79	6	22	11995	0
101	72	16	10	41	81	31	58	10	76	3307	0
101	61	37	52	5	79	25	4	51	57	10692	0
101	18	59	87	92	40	67	38	86	20	1642	0
101	70	9	19	30	50	67	65	22	76	3089	0
101	77	40	48	98	26	15	9	2	64	10399	0
101	35	2	36	86	73	21	38	25	70	3241	0
101	28	88	42	7	73	94	35	38	70	11869	0
101	38	51	73	45	81	79	79	37	38	10600	0
101	94	97	47	60	96	6	46	67	83	11868	0
101	26	99	100	55	18	71	89	50	65	2875	0
101	46	82	60	70	44	44	34	26	63	382	0
101	46	0	65	18	48	91	26	52	13	1142	0
101	97	56	68	97	53	10	29	25	11	9902	0
101	49	94	40	89	94	64	34	33	30	5427	0
101	26	24	58	94	34	34	92	80	6	4842	0
101	28	69	66	70	85	26	12	79	43	9350	0
101	62	96	41	45	19	30	71	91	4	5347	0
101	88	0	90	61	22	3	28	92	65	3625	0
101	15	2	60	2	8	36	82	54	87	11304	0
101	52	80	97	77	71	15	69	70	90	9838	0
101	31	47	12	47	57	29	86	24	88	3409	0
101	3	30	58	28	98	92	42	23	53	12046	0
101	41	20	79	59	14	11	61	16	38	9119	0
101	14	1	81	41	50	72	95	86	17	3358	0
101	25	39	28	42	39	27	29	26	70	9383	0
101	95	41	36	0	66	83	83	94	87	8297	0
101	36	35	30	8	75	58	0	1	9	2968	0
101	45	11	82	84	79	74	42	9	10	10872	0
101	53	3	14	27	9	97	37	68	72	2933	0
101	83	76	28	1	9	76	16	24	92	459	0
101	74	50	84	6	48	61	65	61	93	4826	0
