# height=30 primes=[7, 11, 13, 17, 19, 23, 29, 31, 37, 41, 43] params=1111
# u v
-23/7 9/7
-23/7 16/7
-23/7 8/15
-22/7 0
-22/7 1
-22/7 -22/7
-22/7 8/7
-22/7 15/7
-22/7 15/14
-22/7 15/29
-20/7 0
-20/7 1
-20/7 -20/7
-20/7 6/7
-20/7 13/7
-20/7 13/14
-20/7 13/27
-19/7 0
-19/7 1
-19/7 -19/7
-19/7 5/7
-19/7 6/7
-19/7 12/7
-19/7 6/13
-18/7 0
-18/7 1
-18/7 -18/7
-18/7 4/7
-18/7 11/7
-18/7 29/7
-18/7 11/14
-18/7 11/25
-17/7 0
-17/7 1
-17/7 -17/7
-17/7 3/7
-17/7 5/7
-17/7 10/7
-17/7 27/7
-17/7 5/12
-16/7 0
-16/7 1
-16/7 -16/7
-16/7 2/7
-16/7 9/7
-16/7 25/7
-16/7 9/14
-16/7 9/23
-15/7 0
-15/7 1
-15/7 -15/7
-15/7 1/7
-15/7 4/7
-15/7 8/7
-15/7 23/7
-15/7 4/11
-13/7 0
-13/7 1
-13/7 -13/7
-13/7 -1/7
-13/7 3/7
-13/7 6/7
-13/7 19/7
-13/7 -9/8
-13/7 3/10
-12/7 0
-12/7 1
-12/7 -12/7
-12/7 -2/7
-12/7 5/7
-12/7 17/7
-12/7 5/14
-12/7 5/19
-11/7 0
-11/7 1
-11/7 -11/7
-11/7 -3/7
-11/7 2/7
-11/7 4/7
-11/7 15/7
-11/7 2/9
-11/7 -14/29
-10/7 0
-10/7 1
-10/7 -10/7
-10/7 -4/7
-10/7 3/7
-10/7 13/7
-10/7 3/14
-10/7 3/17
-9/7 0
-9/7 1
-9/7 -9/7
-9/7 -5/7
-9/7 1/7
-9/7 2/7
-9/7 11/7
-9/7 1/8
-8/7 0
-8/7 1
-8/7 -8/7
-8/7 -6/7
-8/7 1/7
-8/7 9/7
-8/7 1/14
-8/7 1/15
-6/7 0
-6/7 1
-6/7 -8/7
-6/7 -6/7
-6/7 -1/7
-6/7 5/7
-6/7 -1/13
-6/7 -1/14
-6/7 -3/23
-5/7 0
-5/7 1
-5/7 -1/6
-5/7 -9/7
-5/7 -5/7
-5/7 -2/7
-5/7 -1/7
-5/7 3/7
-4/7 0
-4/7 1
-4/7 -10/7
-4/7 -4/7
-4/7 -3/7
-4/7 1/7
-4/7 -3/11
-4/7 -3/14
-3/7 0
-3/7 1
-3/7 -2/5
-3/7 -11/7
-3/7 -4/7
-3/7 -3/7
-3/7 -2/7
-3/7 -1/7
-2/7 0
-2/7 1
-2/7 -12/7
-2/7 -5/7
-2/7 -3/7
-2/7 -2/7
-2/7 -5/9
-2/7 -5/14
-1/7 0
-1/7 1
-1/7 -3/4
-1/7 -13/7
-1/7 -6/7
-1/7 -5/7
-1/7 -3/7
-1/7 -1/7
-1/7 -3/28
1/7 0
1/7 1
1/7 -4/3
1/7 -15/7
1/7 -9/7
1/7 -8/7
1/7 -4/7
1/7 1/7
1/7 -13/17
1/7 4/21
2/7 0
2/7 1
2/7 -9/5
2/7 -16/7
2/7 -11/7
2/7 -9/7
2/7 2/7
2/7 -9/14
3/7 0
3/7 1
3/7 -5/2
3/7 -17/7
3/7 -13/7
3/7 -10/7
3/7 -5/7
3/7 3/7
3/7 15/14
4/7 0
4/7 1
4/7 -11/3
4/7 -18/7
4/7 -15/7
4/7 -11/7
4/7 4/7
4/7 -11/14
5/7 -6
5/7 0
5/7 1
5/7 -19/7
5/7 -17/7
5/7 -12/7
5/7 -6/7
5/7 5/7
5/7 30/7
6/7 -13
6/7 0
6/7 1
6/7 -20/7
6/7 -19/7
6/7 -13/7
6/7 6/7
6/7 -13/14
8/7 0
8/7 1
8/7 15
8/7 -23/7
8/7 -22/7
8/7 -15/7
8/7 8/7
8/7 -15/14
9/7 0
9/7 1
9/7 8
9/7 -25/7
9/7 -23/7
9/7 -16/7
9/7 -8/7
9/7 9/7
10/7 0
10/7 1
10/7 17/3
10/7 -27/7
10/7 -24/7
10/7 -17/7
10/7 10/7
10/7 -17/14
11/7 0
11/7 1
11/7 9/2
11/7 -29/7
11/7 -25/7
11/7 -18/7
11/7 -9/7
11/7 11/7
12/7 0
12/7 1
12/7 19/5
12/7 -26/7
12/7 -19/7
12/7 12/7
12/7 -19/14
13/7 0
13/7 1
13/7 10/3
13/7 -27/7
13/7 -20/7
13/7 -10/7
13/7 13/7
15/7 0
15/7 1
15/7 11/4
15/7 -29/7
15/7 -22/7
15/7 -11/7
15/7 15/7
16/7 0
16/7 1
16/7 -30/7
16/7 -23/7
16/7 16/7
16/7 23/9
16/7 -23/14
17/7 0
17/7 1
17/7 12/5
17/7 -24/7
17/7 -12/7
17/7 17/7
18/7 0
18/7 1
18/7 -25/7
18/7 18/7
18/7 29/8
18/7 25/11
18/7 -25/14
19/7 0
19/7 1
19/7 13/6
19/7 -26/7
19/7 -13/7
19/7 19/7
20/7 0
20/7 1
20/7 -27/7
20/7 20/7
20/7 27/13
20/7 -27/14
22/7 0
22/7 1
22/7 -29/7
22/7 22/7
22/7 -29/14
22/7 29/15
23/7 0
23/7 1
23/7 -30/7
23/7 -15/7
23/7 23/7
23/7 15/8
24/7 0
24/7 1
24/7 24/7
25/7 0
25/7 1
25/7 -16/7
25/7 25/7
25/7 16/9
26/7 0
26/7 1
26/7 26/7
26/7 14/25
27/7 0
27/7 1
27/7 -17/7
27/7 27/7
27/7 17/10
29/7 0
29/7 1
29/7 -18/7
29/7 29/7
29/7 18/11
30/7 -6
30/7 0
30/7 1
30/7 5/7
30/7 30/7
30/7 -20/13
30/7 -28/15
-29/8 0
-29/8 1
-29/8 25/4
-29/8 -29/8
-29/8 13/8
-29/8 21/8
-29/8 21/16
-29/8 12/23
-27/8 0
-27/8 1
-27/8 23/4
-27/8 -27/8
-27/8 11/8
-27/8 19/8
-27/8 19/16
-25/8 0
-25/8 1
-25/8 21/4
-25/8 -25/8
-25/8 9/8
-25/8 17/8
-25/8 17/16
-23/8 0
-23/8 1
-23/8 19/4
-23/8 -23/8
-23/8 7/8
-23/8 15/8
-23/8 15/16
-21/8 0
-21/8 1
-21/8 17/4
-21/8 -21/8
-21/8 5/8
-21/8 13/8
-21/8 13/16
-21/8 13/29
-19/8 0
-19/8 1
-19/8 15/4
-19/8 -19/8
-19/8 3/8
-19/8 11/8
-19/8 11/16
-19/8 11/27
-17/8 0
-17/8 1
-17/8 13/4
-17/8 -17/8
-17/8 1/8
-17/8 9/8
-17/8 9/16
-17/8 9/25
-15/8 0
-15/8 1
-15/8 11/4
-15/8 -15/8
-15/8 -1/8
-15/8 7/8
-15/8 7/16
-15/8 7/23
-13/8 0
-13/8 1
-13/8 9/4
-13/8 -13/8
-13/8 -3/8
-13/8 5/8
-13/8 5/16
-13/8 5/21
-11/8 0
-11/8 1
-11/8 7/4
-11/8 -11/8
-11/8 -5/8
-11/8 3/8
-11/8 3/16
-11/8 3/19
-9/8 0
-9/8 1
-9/8 5/4
-9/8 -13/7
-9/8 -9/8
-9/8 -7/8
-9/8 1/8
-9/8 1/16
-9/8 1/17
-7/8 0
-7/8 1
-7/8 3/4
-7/8 -9/8
-7/8 -7/8
-7/8 -1/8
-7/8 -1/15
-7/8 -1/16
-5/8 0
-5/8 1
-5/8 1/4
-5/8 -11/8
-5/8 -5/8
-5/8 -3/8
-5/8 -3/13
-5/8 -3/16
-3/8 0
-3/8 1
-3/8 -1/4
-3/8 -13/8
-3/8 -5/8
-3/8 -3/8
-3/8 -5/11
-3/8 -5/16
-1/8 0
-1/8 1
-1/8 -3/4
-1/8 -15/8
-1/8 -7/8
-1/8 -1/8
-1/8 -7/9
-1/8 -7/16
1/8 0
1/8 1
1/8 -5/4
1/8 -9/7
1/8 -17/8
1/8 -9/8
1/8 1/8
1/8 -9/16
3/8 0
3/8 1
3/8 -7/4
3/8 -11/5
3/8 -19/8
3/8 -11/8
3/8 3/8
3/8 7/15
3/8 -11/16
5/8 0
5/8 1
5/8 -13/3
5/8 -9/4
5/8 -21/8
5/8 -13/8
5/8 5/8
5/8 -13/16
7/8 -15
7/8 0
7/8 1
7/8 -11/4
7/8 -23/8
7/8 -15/8
7/8 7/8
7/8 -15/16
9/8 0
9/8 1
9/8 17
9/8 -13/4
9/8 -25/8
9/8 -17/8
9/8 9/8
9/8 -17/16
11/8 0
11/8 1
11/8 19/3
11/8 -15/4
11/8 -27/8
11/8 -19/8
11/8 11/8
11/8 -19/16
13/8 0
13/8 1
13/8 -17/4
13/8 21/5
13/8 -29/8
13/8 -21/8
13/8 13/8
13/8 -21/16
15/8 0
15/8 1
15/8 -19/4
15/8 23/7
15/8 -23/8
15/8 15/8
15/8 -23/16
17/8 0
17/8 1
17/8 -21/4
17/8 -25/8
17/8 17/8
17/8 25/9
17/8 -25/16
19/8 0
19/8 1
19/8 -23/4
19/8 -27/8
19/8 19/8
19/8 27/11
19/8 -27/16
21/8 0
21/8 1
21/8 -25/4
21/8 -29/8
21/8 21/8
21/8 29/13
21/8 -29/16
23/8 0
23/8 1
23/8 -27/4
23/8 23/8
25/8 0
25/8 1
25/8 -29/4
25/8 25/8
27/8 0
27/8 1
27/8 27/8
29/8 0
29/8 1
29/8 18/7
29/8 29/8
-29/9 0
-29/9 1
-29/9 19/6
-29/9 -29/9
-29/9 10/9
-29/9 11/9
-29/9 20/9
-29/9 -17/18
-29/9 10/19
-28/9 0
-28/9 1
-28/9 -28/9
-28/9 10/9
-28/9 19/9
-28/9 19/18
-28/9 -9/29
-26/9 0
-26/9 1
-26/9 -26/9
-26/9 8/9
-26/9 17/9
-26/9 17/18
-25/9 0
-25/9 1
-25/9 -25/9
-25/9 7/9
-25/9 8/9
-25/9 16/9
-25/9 8/17
-23/9 0
-23/9 1
-23/9 -23/9
-23/9 5/9
-23/9 7/9
-23/9 14/9
-23/9 7/16
-22/9 0
-22/9 1
-22/9 -22/9
-22/9 4/9
-22/9 13/9
-22/9 13/18
-22/9 -13/19
-20/9 0
-20/9 1
-20/9 -20/9
-20/9 2/9
-20/9 11/9
-20/9 11/18
-20/9 11/29
-19/9 0
-19/9 1
-19/9 -19/9
-19/9 1/9
-19/9 5/9
-19/9 10/9
-19/9 29/9
-19/9 5/14
-17/9 0
-17/9 1
-17/9 -17/9
-17/9 -1/9
-17/9 4/9
-17/9 8/9
-17/9 25/9
-17/9 -11/13
-17/9 4/13
-16/9 0
-16/9 1
-16/9 -16/9
-16/9 -2/9
-16/9 7/9
-16/9 23/9
-16/9 7/18
-16/9 7/25
-14/9 0
-14/9 1
-14/9 -14/9
-14/9 -4/9
-14/9 5/9
-14/9 19/9
-14/9 5/18
-14/9 5/23
-13/9 0
-13/9 1
-13/9 -13/9
-13/9 -5/9
-13/9 2/9
-13/9 4/9
-13/9 17/9
-13/9 2/11
-11/9 0
-11/9 1
-11/9 -11/9
-11/9 -7/9
-11/9 1/9
-11/9 2/9
-11/9 13/9
-11/9 1/10
-10/9 0
-10/9 1
-10/9 -10/9
-10/9 -8/9
-10/9 1/9
-10/9 11/9
-10/9 1/18
-10/9 1/19
-8/9 0
-8/9 1
-8/9 -10/9
-8/9 -8/9
-8/9 -1/9
-8/9 7/9
-8/9 -1/17
-8/9 -1/18
-7/9 0
-7/9 1
-7/9 -1/8
-7/9 -11/9
-7/9 -7/9
-7/9 -2/9
-7/9 -1/9
-7/9 5/9
-5/9 0
-5/9 1
-5/9 -2/7
-5/9 -13/9
-5/9 -5/9
-5/9 -4/9
-5/9 -2/9
-5/9 1/9
-4/9 0
-4/9 1
-4/9 -14/9
-4/9 -5/9
-4/9 -4/9
-4/9 -1/9
-4/9 -5/13
-4/9 -5/18
-2/9 0
-2/9 1
-2/9 -16/9
-2/9 -7/9
-2/9 -5/9
-2/9 -2/9
-2/9 -7/11
-2/9 -7/18
-1/9 0
-1/9 1
-1/9 -4/5
-1/9 -17/9
-1/9 -8/9
-1/9 -7/9
-1/9 -4/9
-1/9 -1/9
1/9 0
1/9 1
1/9 -5/4
1/9 -19/9
1/9 -11/9
1/9 -10/9
1/9 -5/9
1/9 1/9
2/9 0
2/9 1
2/9 -11/7
2/9 -20/9
2/9 -13/9
2/9 -11/9
2/9 2/9
2/9 -11/18
4/9 0
4/9 1
4/9 -13/5
4/9 -22/9
4/9 -17/9
4/9 -13/9
4/9 4/9
4/9 -13/18
5/9 0
5/9 1
5/9 -7/2
5/9 -23/9
5/9 -19/9
5/9 -14/9
5/9 -7/9
5/9 5/9
7/9 -8
7/9 0
7/9 1
7/9 -25/9
7/9 -23/9
7/9 -16/9
7/9 -8/9
7/9 7/9
8/9 -17
8/9 0
8/9 1
8/9 -26/9
8/9 -25/9
8/9 -17/9
8/9 8/9
8/9 -17/18
10/9 0
10/9 1
10/9 19
10/9 -29/9
10/9 -28/9
10/9 -19/9
10/9 10/9
10/9 -19/18
11/9 0
11/9 1
11/9 10
11/9 -29/9
11/9 -20/9
11/9 -10/9
11/9 11/9
13/9 0
13/9 1
13/9 11/2
13/9 -22/9
13/9 -11/9
13/9 13/9
13/9 -12/23
14/9 0
14/9 1
14/9 23/5
14/9 -23/9
14/9 14/9
14/9 -23/18
16/9 0
16/9 1
16/9 25/7
16/9 -25/9
16/9 16/9
16/9 -25/18
17/9 0
17/9 1
17/9 13/4
17/9 -26/9
17/9 -13/9
17/9 17/9
17/9 19/29
19/9 0
19/9 1
19/9 14/5
19/9 -28/9
19/9 -14/9
19/9 19/9
20/9 0
20/9 1
20/9 -29/9
20/9 20/9
20/9 29/11
20/9 -29/18
22/9 0
22/9 1
22/9 22/9
23/9 0
23/9 1
23/9 16/7
23/9 -16/9
23/9 23/9
25/9 0
25/9 1
25/9 17/8
25/9 -17/9
25/9 25/9
26/9 0
26/9 1
26/9 26/9
28/9 0
28/9 1
28/9 28/9
29/9 0
29/9 1
29/9 15/4
29/9 -19/9
29/9 29/9
29/9 19/10
-29/10 0
-29/10 1
-29/10 24/5
-29/10 -29/10
-29/10 9/10
-29/10 19/10
-29/10 19/20
-27/10 0
-27/10 1
-27/10 22/5
-27/10 -27/10
-27/10 7/10
-27/10 17/10
-27/10 17/20
-23/10 0
-23/10 1
-23/10 18/5
-23/10 -23/10
-23/10 3/10
-23/10 13/10
-23/10 13/20
-21/10 0
-21/10 1
-21/10 16/5
-21/10 -21/10
-21/10 1/10
-21/10 11/10
-21/10 11/20
-19/10 0
-19/10 1
-19/10 14/5
-19/10 -19/10
-19/10 -1/10
-19/10 9/10
-19/10 -14/17
-19/10 9/20
-19/10 9/29
-17/10 0
-17/10 1
-17/10 12/5
-17/10 -17/10
-17/10 -3/10
-17/10 7/10
-17/10 7/20
-17/10 7/27
-13/10 0
-13/10 1
-13/10 8/5
-13/10 -13/10
-13/10 -7/10
-13/10 3/10
-13/10 -17/15
-13/10 3/20
-13/10 3/23
-11/10 0
-11/10 1
-11/10 6/5
-11/10 -11/10
-11/10 -9/10
-11/10 1/10
-11/10 1/20
-11/10 1/21
-9/10 0
-9/10 1
-9/10 4/5
-9/10 -11/10
-9/10 -9/10
-9/10 -1/10
-9/10 -1/19
-9/10 -1/20
-7/10 0
-7/10 1
-7/10 2/5
-7/10 -13/10
-7/10 -7/10
-7/10 -3/10
-7/10 -3/17
-7/10 -3/20
-3/10 0
-3/10 1
-3/10 -2/5
-3/10 -17/10
-3/10 -7/10
-3/10 -3/10
-3/10 -7/13
-3/10 -7/20
-1/10 0
-1/10 1
-1/10 -4/5
-1/10 -19/10
-1/10 -9/10
-1/10 -1/10
-1/10 -9/11
-1/10 -9/20
1/10 0
1/10 1
1/10 -6/5
1/10 -11/9
1/10 -21/10
1/10 -11/10
1/10 1/10
1/10 -11/20
3/10 0
3/10 1
3/10 -3/2
3/10 -8/5
3/10 1/5
3/10 -13/7
3/10 -23/10
3/10 -13/10
3/10 3/10
3/10 -13/20
7/10 0
7/10 1
7/10 -15/2
7/10 -17/3
7/10 -12/5
7/10 29/5
7/10 -27/10
7/10 -17/10
7/10 7/10
7/10 -17/20
9/10 -19
9/10 0
9/10 1
9/10 -14/5
9/10 -29/10
9/10 -19/10
9/10 9/10
9/10 -19/20
11/10 0
11/10 1
11/10 21
11/10 -16/5
11/10 -21/10
11/10 11/10
11/10 -21/20
13/10 0
13/10 1
13/10 23/3
13/10 -18/5
13/10 -23/10
13/10 13/10
13/10 -23/20
17/10 0
17/10 1
17/10 -22/5
17/10 27/7
17/10 -27/10
17/10 17/10
17/10 -27/20
19/10 0
19/10 1
19/10 10/3
19/10 -24/5
19/10 29/9
19/10 -29/10
19/10 19/10
19/10 -29/20
19/10 16/29
21/10 0
21/10 1
21/10 -26/5
21/10 21/10
23/10 0
23/10 1
23/10 -28/5
23/10 23/10
23/10 -26/29
27/10 0
27/10 1
27/10 27/10
29/10 0
29/10 1
29/10 29/10
-30/11 0
-30/11 1
-30/11 -30/11
-30/11 8/11
-30/11 19/11
-30/11 19/22
-29/11 0
-29/11 1
-29/11 -29/11
-29/11 7/11
-29/11 9/11
-29/11 18/11
-29/11 9/20
-29/11 23/30
-28/11 0
-28/11 1
-28/11 -28/11
-28/11 6/11
-28/11 17/11
-28/11 17/22
-28/11 20/29
-27/11 0
-27/11 1
-27/11 -27/11
-27/11 5/11
-27/11 8/11
-27/11 16/11
-27/11 8/19
-27/11 -12/29
-26/11 0
-26/11 1
-26/11 -26/11
-26/11 4/11
-26/11 15/11
-26/11 -24/19
-26/11 15/22
-26/11 29/24
-25/11 0
-25/11 1
-25/11 -25/11
-25/11 3/11
-25/11 7/11
-25/11 14/11
-25/11 7/18
-24/11 0
-24/11 1
-24/11 -24/11
-24/11 2/11
-24/11 13/11
-24/11 13/22
-23/11 0
-23/11 1
-23/11 -23/11
-23/11 1/11
-23/11 6/11
-23/11 12/11
-23/11 6/17
-21/11 0
-21/11 1
-21/11 -21/11
-21/11 -1/11
-21/11 5/11
-21/11 10/11
-21/11 5/16
-20/11 0
-20/11 1
-20/11 -20/11
-20/11 -2/11
-20/11 9/11
-20/11 29/11
-20/11 9/22
-20/11 -13/29
-19/11 0
-19/11 1
-19/11 -19/11
-19/11 -3/11
-19/11 4/11
-19/11 8/11
-19/11 27/11
-19/11 4/15
-18/11 0
-18/11 1
-18/11 -18/11
-18/11 -4/11
-18/11 7/11
-18/11 25/11
-18/11 7/22
-18/11 7/29
-17/11 0
-17/11 1
-17/11 -17/11
-17/11 -5/11
-17/11 3/11
-17/11 6/11
-17/11 23/11
-17/11 3/14
-16/11 0
-16/11 1
-16/11 -16/11
-16/11 -6/11
-16/11 5/11
-16/11 21/11
-16/11 5/22
-16/11 5/27
-15/11 0
-15/11 1
-15/11 -15/11
-15/11 -7/11
-15/11 2/11
-15/11 4/11
-15/11 19/11
-15/11 2/13
-15/11 -10/21
-14/11 0
-14/11 1
-14/11 -14/11
-14/11 -8/11
-14/11 3/11
-14/11 17/11
-14/11 3/22
-14/11 3/25
-13/11 0
-13/11 1
-13/11 -13/11
-13/11 -9/11
-13/11 1/11
-13/11 2/11
-13/11 15/11
-13/11 1/12
-12/11 0
-12/11 1
-12/11 -12/11
-12/11 -10/11
-12/11 1/11
-12/11 13/11
-12/11 1/22
-12/11 1/23
-10/11 0
-10/11 1
-10/11 -12/11
-10/11 -10/11
-10/11 -1/11
-10/11 9/11
-10/11 -1/21
-10/11 -1/22
-9/11 0
-9/11 1
-9/11 -1/10
-9/11 -13/11
-9/11 -9/11
-9/11 -2/11
-9/11 -1/11
-9/11 7/11
-8/11 0
-8/11 1
-8/11 -14/11
-8/11 -8/11
-8/11 -3/11
-8/11 5/11
-8/11 -3/19
-8/11 -3/22
-7/11 0
-7/11 1
-7/11 -2/9
-7/11 -15/11
-7/11 -7/11
-7/11 -4/11
-7/11 -2/11
-7/11 3/11
-6/11 0
-6/11 1
-6/11 -16/11
-6/11 -6/11
-6/11 -5/11
-6/11 1/11
-6/11 -5/17
-6/11 -5/22
-5/11 0
-5/11 1
-5/11 -3/8
-5/11 -17/11
-5/11 -6/11
-5/11 -5/11
-5/11 -3/11
-5/11 -1/11
-4/11 0
-4/11 1
-4/11 -18/11
-4/11 -7/11
-4/11 -4/11
-4/11 -3/11
-4/11 -7/15
-4/11 -7/22
-3/11 0
-3/11 1
-3/11 -4/7
-3/11 -19/11
-3/11 -8/11
-3/11 -5/11
-3/11 -4/11
-3/11 -3/11
-2/11 0
-2/11 1
-2/11 -20/11
-2/11 -9/11
-2/11 -7/11
-2/11 -2/11
-2/11 -9/13
-2/11 -9/22
-1/11 0
-1/11 1
-1/11 -5/6
-1/11 -21/11
-1/11 -10/11
-1/11 -9/11
-1/11 -5/11
-1/11 -1/11
1/11 0
1/11 1
1/11 -6/5
1/11 -23/11
1/11 -13/11
1/11 -12/11
1/11 -6/11
1/11 1/11
2/11 0
2/11 1
2/11 -13/9
2/11 -24/11
2/11 -15/11
2/11 -13/11
2/11 2/11
2/11 -13/22
2/11 -14/27
3/11 0
3/11 1
3/11 -7/4
3/11 -25/11
3/11 -17/11
3/11 -14/11
3/11 -7/11
3/11 3/11
4/11 0
4/11 1
4/11 -15/7
4/11 -26/11
4/11 -19/11
4/11 -15/11
4/11 4/11
4/11 -15/22
5/11 0
5/11 1
5/11 -8/3
5/11 -27/11
5/11 -21/11
5/11 -16/11
5/11 -8/11
5/11 5/11
6/11 0
6/11 1
6/11 -17/5
6/11 -28/11
6/11 -23/11
6/11 -17/11
6/11 6/11
6/11 -17/22
7/11 0
7/11 1
7/11 -9/2
7/11 -29/11
7/11 -25/11
7/11 -18/11
7/11 -9/11
7/11 7/11
8/11 0
8/11 1
8/11 -19/3
8/11 -30/11
8/11 -27/11
8/11 -19/11
8/11 8/11
8/11 -19/22
9/11 -10
9/11 0
9/11 1
9/11 -29/11
9/11 -20/11
9/11 -10/11
9/11 9/11
9/11 23/13
9/11 -18/19
10/11 -21
10/11 0
10/11 1
10/11 -21/11
10/11 10/11
10/11 -21/22
12/11 0
12/11 1
12/11 23
12/11 -23/11
12/11 12/11
12/11 -23/22
13/11 0
13/11 1
13/11 12
13/11 -24/11
13/11 -12/11
13/11 13/11
14/11 0
14/11 1
14/11 25/3
14/11 -25/11
14/11 14/11
14/11 -25/22
15/11 0
15/11 1
15/11 13/2
15/11 -26/11
15/11 -13/11
15/11 15/11
15/11 -23/18
16/11 0
16/11 1
16/11 27/5
16/11 -27/11
16/11 16/11
16/11 -27/22
17/11 0
17/11 1
17/11 14/3
17/11 -28/11
17/11 -14/11
17/11 17/11
18/11 0
18/11 1
18/11 29/7
18/11 -29/11
18/11 18/11
18/11 -29/22
19/11 0
19/11 1
19/11 15/4
19/11 -30/11
19/11 -15/11
19/11 19/11
20/11 0
20/11 1
20/11 20/11
21/11 0
21/11 1
21/11 16/5
21/11 -16/11
21/11 21/11
23/11 0
23/11 1
23/11 17/6
23/11 -17/11
23/11 23/11
24/11 0
24/11 1
24/11 24/11
25/11 0
25/11 1
25/11 18/7
25/11 -18/11
25/11 25/11
25/11 -14/29
26/11 0
26/11 1
26/11 26/11
27/11 0
27/11 1
27/11 19/8
27/11 -19/11
27/11 27/11
28/11 0
28/11 1
28/11 28/11
29/11 0
29/11 1
29/11 20/9
29/11 -20/11
29/11 29/11
29/11 27/26
30/11 0
30/11 1
30/11 30/11
-29/12 0
-29/12 1
-29/12 23/6
-29/12 -29/12
-29/12 5/12
-29/12 17/12
-29/12 -18/13
-29/12 17/24
-25/12 0
-25/12 1
-25/12 19/6
-25/12 -25/12
-25/12 1/12
-25/12 13/12
-25/12 13/24
-23/12 0
-23/12 1
-23/12 17/6
-23/12 -23/12
-23/12 -1/12
-23/12 11/12
-23/12 11/24
-19/12 0
-19/12 1
-19/12 13/6
-19/12 -19/12
-19/12 -5/12
-19/12 7/12
-19/12 7/24
-17/12 0
-17/12 1
-17/12 11/6
-17/12 -17/12
-17/12 -7/12
-17/12 5/12
-17/12 5/24
-17/12 5/29
-13/12 0
-13/12 1
-13/12 7/6
-13/12 -13/12
-13/12 -11/12
-13/12 1/12
-13/12 1/24
-13/12 1/25
-11/12 0
-11/12 1
-11/12 5/6
-11/12 -13/12
-11/12 -11/12
-11/12 -1/12
-11/12 -1/23
-11/12 -1/24
-7/12 0
-7/12 1
-7/12 1/6
-7/12 -17/12
-7/12 -7/12
-7/12 -5/12
-7/12 -5/19
-7/12 -5/24
-5/12 0
-5/12 1
-5/12 -1/6
-5/12 -19/12
-5/12 -7/12
-5/12 -5/12
-5/12 -7/17
-5/12 -7/24
-1/12 0
-1/12 1
-1/12 -5/6
-1/12 -23/12
-1/12 -11/12
-1/12 -1/12
-1/12 -11/13
-1/12 -11/24
1/12 0
1/12 1
1/12 -7/6
1/12 -13/11
1/12 -25/12
1/12 -13/12
1/12 1/12
1/12 -13/24
5/12 0
5/12 1
5/12 -5/3
5/12 1/4
5/12 -11/6
5/12 -17/7
5/12 -29/12
5/12 -17/12
5/12 5/12
5/12 -17/24
7/12 0
7/12 1
7/12 -19/5
7/12 -13/6
7/12 -19/12
7/12 7/12
7/12 -19/24
11/12 -23
11/12 0
11/12 1
11/12 -17/6
11/12 -23/12
11/12 11/12
11/12 -23/24
13/12 0
13/12 1
13/12 25
13/12 -19/6
13/12 -25/12
13/12 13/12
13/12 -25/24
17/12 0
17/12 1
17/12 29/5
17/12 -23/6
17/12 -29/12
17/12 17/12
17/12 -29/24
19/12 0
19/12 1
19/12 -25/6
19/12 19/12
23/12 0
23/12 1
23/12 -29/6
23/12 23/12
25/12 0
25/12 1
25/12 25/12
25/12 21/29
29/12 0
29/12 1
29/12 29/12
29/12 -8/13
29/12 -5/13
29/12 -28/25
-30/13 0
-30/13 1
-30/13 -30/13
-30/13 4/13
-30/13 17/13
-30/13 -4/17
-30/13 16/21
-30/13 17/26
-29/13 0
-29/13 1
-29/13 -29/13
-29/13 3/13
-29/13 8/13
-29/13 16/13
-29/13 -19/18
-29/13 8/21
-28/13 0
-28/13 1
-28/13 -28/13
-28/13 2/13
-28/13 15/13
-28/13 15/26
-27/13 0
-27/13 1
-27/13 -27/13
-27/13 1/13
-27/13 7/13
-27/13 14/13
-27/13 7/20
-25/13 0
-25/13 1
-25/13 -25/13
-25/13 -1/13
-25/13 6/13
-25/13 12/13
-25/13 6/19
-24/13 0
-24/13 1
-24/13 -24/13
-24/13 -2/13
-24/13 11/13
-24/13 11/26
-23/13 0
-23/13 1
-23/13 -23/13
-23/13 -3/13
-23/13 5/13
-23/13 10/13
-23/13 5/18
-22/13 0
-22/13 1
-22/13 -22/13
-22/13 -4/13
-22/13 9/13
-22/13 -29/19
-22/13 9/26
-21/13 0
-21/13 1
-21/13 -21/13
-21/13 -5/13
-21/13 4/13
-21/13 8/13
-21/13 29/13
-21/13 4/17
-20/13 0
-20/13 1
-20/13 30/7
-20/13 -20/13
-20/13 -6/13
-20/13 7/13
-20/13 27/13
-20/13 7/26
-19/13 0
-19/13 1
-19/13 -1/5
-19/13 -19/13
-19/13 -7/13
-19/13 3/13
-19/13 6/13
-19/13 25/13
-19/13 3/16
-18/13 0
-18/13 1
-18/13 -29/12
-18/13 -18/13
-18/13 -8/13
-18/13 5/13
-18/13 23/13
-18/13 5/26
-17/13 0
-17/13 1
-17/13 -17/13
-17/13 -9/13
-17/13 2/13
-17/13 4/13
-17/13 21/13
-17/13 2/15
-16/13 0
-16/13 1
-16/13 -16/13
-16/13 -10/13
-16/13 3/13
-16/13 19/13
-16/13 3/26
-16/13 3/29
-15/13 0
-15/13 1
-15/13 -15/13
-15/13 -11/13
-15/13 1/13
-15/13 2/13
-15/13 17/13
-15/13 1/14
-14/13 0
-14/13 1
-14/13 -14/13
-14/13 -12/13
-14/13 1/13
-14/13 15/13
-14/13 -23/22
-14/13 1/26
-14/13 1/27
-12/13 0
-12/13 1
-12/13 -14/13
-12/13 -12/13
-12/13 -1/13
