103	53	89	OK	10474	10474	0	-136
103	72	71	OK	8804	12964	20	274
103	62	56	OK	10525	10525	0	-85
103	23	44	OK	10447	10863	2	45
103	58	35	OK	9184	12512	16	238
103	64	29	DEGEN	0	0	0	0
103	41	26	OK	10659	10659	0	49
103	92	26	OK	10354	11186	4	160
103	11	29	OK	12946	8786	-20	256
103	4	35	OK	8631	13207	22	309
103	71	44	OK	10586	10586	0	-24
103	6	56	OK	10580	10580	0	-30
103	15	71	OK	10975	10559	-2	157
103	98	89	OK	10678	10678	0	68
103	49	7	OK	10683	10683	0	73
103	74	31	OK	10798	10798	0	188
103	70	58	OK	10656	10656	0	46
103	37	88	OK	10764	10764	0	154
103	78	18	OK	10621	10621	0	11
103	90	54	OK	10510	10510	0	-100
103	73	93	OK	10560	10560	0	-50
103	27	32	OK	10645	10645	0	35
103	55	77	OK	10806	10806	0	196
103	54	22	OK	10586	10586	0	-24
103	24	73	OK	9401	12313	14	247
103	68	24	OK	10488	10488	0	-122
103	83	81	OK	10627	10627	0	17
103	69	38	OK	12512	9184	-16	238
103	26	101	OK	9311	12223	14	157
103	57	64	OK	10557	10557	0	-53
103	59	30	OK	10651	10651	0	41
103	32	102	OK	7567	14639	34	493
103	79	74	OK	9391	12303	14	237
103	97	49	OK	9982	11646	8	204
103	86	27	OK	14641	7569	-34	495
103	46	8	OK	10524	10524	0	-86
103	80	95	OK	10654	10654	0	44
103	85	82	OK	10517	10517	0	-93
103	61	72	OK	10635	10635	0	25
103	8	65	OK	12751	9007	-18	269
103	29	61	OK	10771	10771	0	161
103	21	60	OK	10677	10677	0	67
103	87	62	OK	10720	10720	0	110
103	21	67	OK	12964	8804	-20	274
103	29	75	OK	13223	8647	-22	325
103	8	86	OK	11447	10199	-6	213
103	61	100	OK	10619	10619	0	9
103	85	14	OK	10469	10469	0	-141
103	80	34	OK	10525	10525	0	-85
103	46	57	OK	9007	12751	18	269
103	86	83	OK	8786	12946	20	256
103	97	9	OK	10756	10756	0	146
103	79	41	OK	9088	12416	16	142
103	32	76	OK	10627	10627	0	17
103	59	11	OK	13456	8464	-24	350
103	57	52	OK	9532	12028	12	170
103	26	96	OK	11399	10151	-6	165
103	69	40	OK	10478	10478	0	-132
103	83	90	OK	10706	10706	0	96
103	68	40	OK	10492	10492	0	-118
103	24	96	OK	10670	10670	0	60
103	54	52	OK	8828	12988	20	298
103	55	11	OK	11023	10607	-2	205
103	27	76	OK	12028	9532	-12	170
103	73	41	OK	12512	9184	-16	238
103	90	9	OK	10565	10565	0	-45
103	78	83	OK	10573	10573	0	-37
103	37	57	OK	8836	12996	20	306
103	70	34	OK	10429	10429	0	-181
103	74	14	OK	9166	12494	16	220
103	49	100	OK	10779	10779	0	169
103	98	86	OK	10742	10742	0	132
103	15	75	OK	10636	10636	0	26
103	6	67	OK	7561	14633	34	487
103	71	62	OK	10538	10538	0	-72
103	4	60	OK	10755	10755	0	145
103	11	61	OK	10472	10472	0	-138
103	92	65	OK	12512	9184	-16	238
103	41	72	OK	12050	9554	-12	192
103	64	82	OK	10000	11664	8	222
103	58	95	OK	9088	12416	16	142
103	23	8	OK	10808	10808	0	198
103	62	27	OK	10602	10602	0	-8
103	72	49	OK	10459	10459	0	-151
103	53	74	OK	10684	10684	0	74
103	5	102	OK	10609	11025	2	207
103	31	30	OK	8456	13448	24	342
103	28	64	OK	10731	10731	0	121
103	99	101	OK	10596	10596	0	-14
103	38	38	OK	10451	10451	0	-159
103	51	81	OK	10814	10814	0	204
103	35	24	OK	10750	10750	0	140
103	93	73	OK	10151	11399	6	165
103	19	22	OK	10780	10780	0	170
103	19	77	OK	12671	8927	-18	189
103	93	32	OK	12946	8786	-20	256
103	35	93	OK	10372	11204	4	178
103	51	54	OK	10428	10428	0	-182
103	38	18	OK	9968	11632	8	190
103	99	88	OK	10650	10650	0	40
103	28	58	OK	10563	10563	0	-47
103	31	31	OK	10606	10606	0	-4
103	5	7	OK	13454	8462	-24	348
103	53	89	OK	10474	10474	0	-136
103	72	71	OK	12964	8804	-20	274
103	62	56	OK	10525	10525	0	-85
103	23	44	OK	10447	10863	2	45
103	58	35	OK	12512	9184	-16	238
103	64	29	DEGEN	0	0	0	0
103	41	26	OK	10659	10659	0	49
103	92	26	OK	11186	10354	-4	160
103	11	29	OK	8786	12946	20	256
103	4	35	OK	13207	8631	-22	309
103	71	44	OK	10586	10586	0	-24
103	6	56	OK	10580	10580	0	-30
103	15	71	OK	10975	10559	-2	157
103	98	89	OK	10678	10678	0	68
103	49	7	OK	10683	10683	0	73
103	74	31	OK	10798	10798	0	188
103	70	58	OK	10656	10656	0	46
103	37	88	OK	10764	10764	0	154
103	78	18	OK	10621	10621	0	11
103	90	54	OK	10510	10510	0	-100
103	73	93	OK	10560	10560	0	-50
103	27	32	OK	10645	10645	0	35
103	55	77	OK	10806	10806	0	196
103	54	22	OK	10586	10586	0	-24
103	24	73	OK	9401	12313	14	247
103	68	24	OK	10488	10488	0	-122
103	83	81	OK	10627	10627	0	17
103	69	38	OK	9184	12512	16	238
103	26	101	OK	12223	9311	-14	157
103	57	64	OK	10557	10557	0	-53
103	59	30	OK	10651	10651	0	41
103	32	102	OK	7567	14639	34	493
103	79	74	OK	12303	9391	-14	237
103	97	49	OK	9982	11646	8	204
103	86	27	OK	7569	14641	34	495
103	46	8	OK	10524	10524	0	-86
103	80	95	OK	10654	10654	0	44
103	85	82	OK	10517	10517	0	-93
103	61	72	OK	10635	10635	0	25
103	8	65	OK	9007	12751	18	269
103	29	61	OK	10771	10771	0	161
103	21	60	OK	10677	10677	0	67
103	87	62	OK	10720	10720	0	110
103	21	67	OK	12964	8804	-20	274
103	29	75	OK	13223	8647	-22	325
103	8	86	OK	11447	10199	-6	213
103	61	100	OK	10619	10619	0	9
103	85	14	OK	10469	10469	0	-141
103	80	34	OK	10525	10525	0	-85
103	46	57	OK	9007	12751	18	269
103	86	83	OK	8786	12946	20	256
103	97	9	OK	10756	10756	0	146
103	79	41	OK	9088	12416	16	142
103	32	76	OK	10627	10627	0	17
103	59	11	OK	13456	8464	-24	350
103	57	52	OK	12028	9532	-12	170
103	26	96	OK	11399	10151	-6	165
103	69	40	OK	10478	10478	0	-132
103	83	90	OK	10706	10706	0	96
103	68	40	OK	10492	10492	0	-118
103	24	96	OK	10670	10670	0	60
103	54	52	OK	12988	8828	-20	298
103	55	11	OK	10607	11023	2	205
103	27	76	OK	9532	12028	12	170
103	73	41	OK	12512	9184	-16	238
103	90	9	OK	10565	10565	0	-45
103	78	83	OK	10573	10573	0	-37
103	37	57	OK	12996	8836	-20	306
103	70	34	OK	10429	10429	0	-181
103	74	14	OK	12494	9166	-16	220
103	49	100	OK	10779	10779	0	169
103	98	86	OK	10742	10742	0	132
103	15	75	OK	10636	10636	0	26
103	6	67	OK	14633	7561	-34	487
103	71	62	OK	10538	10538	0	-72
103	4	60	OK	10755	10755	0	145
103	11	61	OK	10472	10472	0	-138
103	92	65	OK	9184	12512	16	238
103	41	72	OK	9554	12050	12	192
103	64	82	OK	10000	11664	8	222
103	58	95	OK	9088	12416	16	142
103	23	8	OK	10808	10808	0	198
103	62	27	OK	10602	10602	0	-8
103	72	49	OK	10459	10459	0	-151
103	53	74	OK	10684	10684	0	74
103	5	102	OK	10609	11025	2	207
103	31	30	OK	8456	13448	24	342
103	28	64	OK	10731	10731	0	121
103	99	101	OK	10596	10596	0	-14
103	38	38	OK	10451	10451	0	-159
103	51	81	OK	10814	10814	0	204
103	35	24	OK	10750	10750	0	140
103	93	73	OK	11399	10151	-6	165
103	19	22	OK	10780	10780	0	170
103	19	77	OK	12671	8927	-18	189
103	93	32	OK	12946	8786	-20	256
103	35	93	OK	11204	10372	-4	178
103	51	54	OK	10428	10428	0	-182
103	38	18	OK	11632	9968	-8	190
103	99	88	OK	10650	10650	0	40
103	28	58	OK	10563	10563	0	-47
103	31	31	OK	10606	10606	0	-4
103	5	7	OK	13454	8462	-24	348
103	53	89	OK	10474	10474	0	-136
103	72	71	OK	12964	8804	-20	274
103	62	56	OK	10525	10525	0	-85
103	23	44	OK	10447	10863	2	45
103	58	35	OK	9184	12512	16	238
103	64	29	DEGEN	0	0	0	0
