85 -115 133 -124
85 -78 116 66
85 -62 113 -117
85 -43 144 -64
85 33 123 138
85 62 114 141
85 63 93 -127
85 73 103 113
85 102 111 51
87 -121 124 115
87 -81 116 116
87 -71 146 73
87 -45 121 -125
87 -38 123 51
87 114 129 12
88 -127 100 -32
88 -44 145 54
88 -25 121 64
88 -25 144 -102
88 -8 130 138
88 9 139 76
88 21 113 -117
88 39 126 135
88 40 144 -11
88 54 116 41
88 103 110 89
88 149 119 -119
92 -148 146 49
92 -134 144 -85
92 -108 110 59
92 -77 135 143
92 -66 124 122
92 -43 104 -95
92 -38 131 148
92 -37 95 18
92 -24 112 -89
93 -66 121 -44
93 39 119 -49
93 108 122 136
91 -94 108 -81
91 41 115 -53
91 86 115 142
91 92 110 -83
96 -109 115 12
96 -18 100 -118
96 51 118 -121
96 57 125 132
96 67 99 -57
96 132 128 -76
90 -38 91 126
90 -35 145 90
90 -21 150 145
90 72 124 -44
103 -121 146 -44
103 -18 143 47
103 103 123 33
103 138 139 58
100 -108 114 111
100 -73 109 -34
100 -67 102 -142
100 -48 121 -9
100 0 131 118
100 12 146 -138
100 57 109 -28
97 -96 136 23
97 -88 122 90
97 -45 100 150
97 -26 144 -71
97 -10 119 30
97 13 105 -71
97 123 135 3
95 -103 106 37
95 7 149 146
95 12 124 -24
95 34 134 -11
95 37 136 2
95 40 149 51
95 83 120 -1
102 -66 144 31
102 -1 144 96
102 119 109 -59
99 -115 123 95
99 -107 143 7
99 -79 148 24
99 -14 114 -21
99 21 132 64
99 54 116 8
99 56 105 -33
99 56 145 -93
99 77 120 -108
94 -143 135 82
94 -108 127 -141
94 -78 145 17
94 -73 138 -108
94 -44 129 139
94 -22 146 -32
94 -15 117 -95
94 11 127 39
94 32 109 48
94 118 125 -141
94 130 119 -87
101 -78 139 -32
101 -36 117 3
101 -32 127 44
101 6 111 31
101 42 138 -76
101 92 105 20
104 -124 120 -33
104 -88 132 89
104 -64 123 -31
104 -53 105 -28
104 18 149 94
104 23 121 -120
104 37 135 -48
104 74 126 -138
104 76 113 94
104 117 107 -136
105 -131 147 62
105 -7 132 -22
105 92 124 -83
98 -92 140 130
108 -134 150 -149
108 -71 129 96
108 11 146 98
108 25 108 72
108 27 146 115
108 79 119 -74
108 84 131 112
112 -141 131 -89
112 -138 117 57
112 -99 135 -144
112 -78 113 -54
112 79 147 -68
112 139 131 106
107 -75 109 -72
107 -36 142 67
107 -25 137 -135
107 24 146 -66
107 31 139 -66
107 101 130 -135
110 -147 137 -77
110 -128 131 106
110 -63 121 -119
110 -53 134 -129
110 73 122 93
117 -138 132 -49
117 -75 136 103
117 -47 122 31
117 101 147 -133
117 144 144 96
89 -109 143 -106
89 -95 94 61
89 -89 122 -149
89 99 121 119
115 -138 116 146
115 -53 121 36
115 -9 144 -11
115 -8 124 -144
115 137 121 -19
115 147 124 146
113 -142 140 -132
113 39 131 66
113 63 135 -142
114 -104 150 -133
114 -67 130 131
114 -13 127 -31
114 50 132 141
106 -63 125 2
106 -14 107 4
106 59 139 20
106 117 123 129
106 122 123 104
106 136 120 2
111 -124 135 37
111 -105 130 55
111 -94 143 -101
111 -83 143 79
111 -29 127 24
111 102 140 72
116 -149 131 -65
116 -121 137 -57
