torsion_coset	m_residue	m_modulus	n_residue	n_modulus
1	24697	32760	56783	65520
1	14617	32760	31583	65520
1	4537	32760	21503	65520
1	2017	32760	51743	65520
1	7057	32760	11423	65520
1	2017	32760	1343	65520
1	19657	32760	56783	65520
1	17137	32760	21503	65520
1	32257	32760	31583	65520
1	22177	32760	21503	65520
1	9577	32760	46703	65520
1	12097	32760	61823	65520
1	5041	32760	43679	65520
1	27721	32760	18479	65520
1	17641	32760	8399	65520
1	15121	32760	38639	65520
1	20161	32760	63839	65520
1	15121	32760	53759	65520
1	1	32760	43679	65520
1	30241	32760	8399	65520
1	12601	32760	18479	65520
1	2521	32760	8399	65520
1	22681	32760	33599	65520
1	25201	32760	48719	65520
1	11593	32760	4367	65520
1	1513	32760	44687	65520
1	24193	32760	34607	65520
1	21673	32760	64847	65520
1	26713	32760	24527	65520
1	21673	32760	14447	65520
1	6553	32760	4367	65520
1	4033	32760	34607	65520
1	19153	32760	44687	65520
1	9073	32760	34607	65520
1	29233	32760	59807	65520
1	31753	32760	9407	65520
1	31249	32760	17471	65520
1	21169	32760	57791	65520
1	11089	32760	47711	65520
1	8569	32760	12431	65520
1	13609	32760	37631	65520
1	8569	32760	27551	65520
1	26209	32760	17471	65520
1	23689	32760	47711	65520
1	6049	32760	57791	65520
1	28729	32760	47711	65520
1	16129	32760	7391	65520
1	18649	32760	22511	65520
1	18145	32760	30575	65520
1	8065	32760	5375	65520
1	30745	32760	60815	65520
1	28225	32760	25535	65520
1	505	32760	50735	65520
1	28225	32760	40655	65520
1	13105	32760	30575	65520
1	10585	32760	60815	65520
1	25705	32760	5375	65520
1	15625	32760	60815	65520
1	3025	32760	20495	65520
1	5545	32760	35615	65520
1	24697	32760	13103	65520
1	14617	32760	53423	65520
1	4537	32760	43343	65520
1	2017	32760	8063	65520
1	7057	32760	33263	65520
1	2017	32760	23183	65520
1	19657	32760	13103	65520
1	17137	32760	43343	65520
1	32257	32760	53423	65520
1	22177	32760	43343	65520
1	9577	32760	3023	65520
1	12097	32760	18143	65520
1	5041	32760	65519	65520
1	27721	32760	40319	65520
1	17641	32760	30239	65520
1	15121	32760	60479	65520
1	20161	32760	20159	65520
1	15121	32760	10079	65520
1	1	32760	65519	65520
1	30241	32760	30239	65520
1	12601	32760	40319	65520
1	2521	32760	30239	65520
1	22681	32760	55439	65520
1	25201	32760	5039	65520
1	11593	32760	26207	65520
1	1513	32760	1007	65520
1	24193	32760	56447	65520
1	21673	32760	21167	65520
1	26713	32760	46367	65520
1	21673	32760	36287	65520
1	6553	32760	26207	65520
1	4033	32760	56447	65520
1	19153	32760	1007	65520
1	9073	32760	56447	65520
1	29233	32760	16127	65520
1	31753	32760	31247	65520
1	31249	32760	39311	65520
1	21169	32760	14111	65520
1	11089	32760	4031	65520
1	8569	32760	34271	65520
1	13609	32760	59471	65520
1	8569	32760	49391	65520
1	26209	32760	39311	65520
1	23689	32760	4031	65520
1	6049	32760	14111	65520
1	28729	32760	4031	65520
1	16129	32760	29231	65520
1	18649	32760	44351	65520
1	18145	32760	52415	65520
1	8065	32760	27215	65520
1	30745	32760	17135	65520
1	28225	32760	47375	65520
1	505	32760	7055	65520
1	28225	32760	62495	65520
1	13105	32760	52415	65520
1	10585	32760	17135	65520
1	25705	32760	27215	65520
1	15625	32760	17135	65520
1	3025	32760	42335	65520
1	5545	32760	57455	65520
1	3024	32760	42336	65520
1	18144	32760	52416	65520
1	25704	32760	27216	65520
1	30744	32760	52416	65520
1	504	32760	22176	65520
1	23184	32760	12096	65520
1	13104	32760	52416	65520
1	10584	32760	17136	65520
1	28224	32760	62496	65520
1	16128	32760	29232	65520
1	31248	32760	39312	65520
1	6048	32760	14112	65520
1	11088	32760	39312	65520
1	13608	32760	9072	65520
1	3528	32760	64512	65520
1	26208	32760	39312	65520
1	23688	32760	4032	65520
1	8568	32760	49392	65520
1	9576	32760	3024	65520
1	24696	32760	13104	65520
1	32256	32760	53424	65520
1	4536	32760	13104	65520
1	7056	32760	48384	65520
1	29736	32760	38304	65520
1	19656	32760	13104	65520
1	17136	32760	43344	65520
1	2016	32760	23184	65520
1	29232	32760	16128	65520
1	11592	32760	26208	65520
1	19152	32760	1008	65520
1	24192	32760	26208	65520
1	26712	32760	61488	65520
1	16632	32760	51408	65520
1	6552	32760	26208	65520
1	4032	32760	56448	65520
1	21672	32760	36288	65520
1	22680	32760	55440	65520
1	5040	32760	0	65520
1	12600	32760	40320	65520
1	17640	32760	0	65520
1	20160	32760	35280	65520
1	10080	32760	25200	65520
1	0	32760	0	65520
1	30240	32760	30240	65520
1	15120	32760	10080	65520
