p	u	t	w	a	b	c	d	flags	r0	r1	r2	r3
29	0	19	0	0	22	5	5	qgcd+root0+rootrep+rad0	0	0	22	22
29	0	27	6	25	25	16	13	qgcd+rootrep+rad0	22	5	5	0
29	0	27	6	25	25	13	16	qgcd+rootrep+rad0	22	5	5	0
29	0	27	6	25	4	16	16	qgcd+rootrep+rad0	22	0	0	7
29	0	27	6	25	4	16	13	qgcd+rootrep+rad0	7	0	0	0
29	0	27	6	25	4	13	16	qgcd+rootrep+rad0	7	0	0	0
29	0	27	6	25	4	13	13	qgcd+rootrep+rad0	22	0	0	7
29	0	27	6	4	25	16	16	qgcd+rootrep+rad0	22	0	0	7
29	0	27	6	4	25	16	13	qgcd+rootrep+rad0	7	0	0	0
29	0	27	6	4	25	13	16	qgcd+rootrep+rad0	7	0	0	0
29	0	27	6	4	25	13	13	qgcd+rootrep+rad0	22	0	0	7
29	0	27	6	4	4	16	13	qgcd+rootrep+rad0	22	5	5	0
29	0	27	6	4	4	13	16	qgcd+rootrep+rad0	22	5	5	0
29	1	0	0	0	0	8	13	t0+qgcd+root0+rootrep+rad0	0	0	0	22
29	1	0	0	0	0	21	16	t0+qgcd+root0+rootrep+rad0	0	0	0	22
29	1	0	1	0	1	1	1	t0+qgcd+root0+rootrep+rad0	0	0	4	4
29	1	0	1	0	1	1	28	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	1	0	1	0	1	28	1	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	1	0	1	0	1	28	28	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	1	0	1	0	28	1	1	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	1	0	1	0	28	1	28	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	1	0	1	0	28	28	1	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	1	0	1	0	28	28	28	t0+qgcd+root0+rootrep+rad0	0	0	4	4
29	1	24	7	0	10	22	9	root0+rad0	0	0	16	4
29	1	24	7	0	19	7	20	root0+rad0	0	0	16	4
29	2	0	8	0	8	23	24	t0+qgcd+root0+rad0	0	0	7	20
29	2	0	8	0	21	6	5	t0+qgcd+root0+rad0	0	0	7	20
29	2	1	21	23	3	15	9	qrep	6	22	28	1
29	2	1	21	6	26	14	20	qrep	6	22	28	1
29	2	16	27	26	3	15	14	qgcd+rootrep+rad0	24	0	0	0
29	2	16	27	26	3	14	15	qgcd+rootrep+rad0	24	0	0	0
29	2	16	27	3	26	15	14	qgcd+rootrep+rad0	24	0	0	0
29	2	16	27	3	26	14	15	qgcd+rootrep+rad0	24	0	0	0
29	3	0	2	0	27	12	17	t0+qgcd+root0+rootrep+rad0	0	0	20	0
29	3	0	2	0	27	17	12	t0+qgcd+root0+rootrep+rad0	0	0	20	0
29	3	0	2	0	2	12	17	t0+qgcd+root0+rootrep+rad0	0	0	20	0
29	3	0	2	0	2	17	12	t0+qgcd+root0+rootrep+rad0	0	0	20	0
29	3	0	5	0	23	23	20	t0+qgcd+root0+rootrep+rad0	0	0	13	13
29	3	0	5	0	23	23	9	t0+qgcd+root0+rootrep+rad0	0	0	9	9
29	3	0	5	0	23	6	20	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	3	0	5	0	23	6	9	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	3	0	5	0	6	23	20	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	3	0	5	0	6	23	9	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	3	0	5	0	6	6	20	t0+qgcd+root0+rootrep+rad0	0	0	9	9
29	3	0	5	0	6	6	9	t0+qgcd+root0+rootrep+rad0	0	0	13	13
29	3	2	10	26	26	20	9	qgcd+rootrep+rad0	25	9	9	0
29	3	2	10	26	26	9	20	qgcd+rootrep+rad0	25	9	9	0
29	3	2	10	26	3	20	20	qgcd+rootrep+rad0	25	0	0	6
29	3	2	10	26	3	20	9	qgcd+rootrep+rad0	4	0	0	0
29	3	2	10	26	3	9	20	qgcd+rootrep+rad0	4	0	0	0
29	3	2	10	26	3	9	9	qgcd+rootrep+rad0	25	0	0	6
29	3	2	10	3	26	20	20	qgcd+rootrep+rad0	25	0	0	6
29	3	2	10	3	26	20	9	qgcd+rootrep+rad0	4	0	0	0
29	3	2	10	3	26	9	20	qgcd+rootrep+rad0	4	0	0	0
29	3	2	10	3	26	9	9	qgcd+rootrep+rad0	25	0	0	6
29	3	2	10	3	3	20	9	qgcd+rootrep+rad0	25	9	9	0
29	3	2	10	3	3	9	20	qgcd+rootrep+rad0	25	9	9	0
29	3	16	22	1	25	4	16	qrep+qgcd+rootrep+rad0	5	6	0	0
29	3	16	22	1	25	4	13	qrep+qgcd+rootrep+rad0	24	22	0	0
29	3	16	22	1	4	25	16	qrep+qgcd+rootrep+rad0	5	6	0	0
29	3	16	22	1	4	25	13	qrep+qgcd+rootrep+rad0	24	22	0	0
29	3	16	22	28	25	4	16	qrep+qgcd+rootrep+rad0	24	22	0	0
29	3	16	22	28	25	4	13	qrep+qgcd+rootrep+rad0	5	6	0	0
29	3	16	22	28	4	25	16	qrep+qgcd+rootrep+rad0	24	22	0	0
29	3	16	22	28	4	25	13	qrep+qgcd+rootrep+rad0	5	6	0	0
29	4	0	4	0	18	7	17	t0+qgcd+root0+rad0	0	0	25	23
29	4	0	4	0	11	22	12	t0+qgcd+root0+rad0	0	0	25	23
29	4	0	8	0	10	16	16	t0+qgcd+root0+rootrep+rad0	0	0	1	16
29	4	0	8	0	19	13	13	t0+qgcd+root0+rootrep+rad0	0	0	1	16
29	4	0	10	0	27	2	12	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	4	0	10	0	27	2	17	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	4	0	10	0	2	27	12	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	4	0	10	0	2	27	17	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	4	17	9	10	19	7	22	qgcd+rootrep+rad0	28	0	0	0
29	4	17	9	10	19	22	7	qgcd+rootrep+rad0	28	0	0	0
29	4	17	9	19	10	7	22	qgcd+rootrep+rad0	28	0	0	0
29	4	17	9	19	10	22	7	qgcd+rootrep+rad0	28	0	0	0
29	5	0	15	0	18	11	26	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	5	0	15	0	18	11	3	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	5	0	15	0	11	18	26	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	5	0	15	0	11	18	3	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	5	2	15	0	1	1	18	qgcd+root0+rootrep+rad0	0	0	9	9
29	5	2	15	0	1	1	11	qgcd+root0+rootrep+rad0	0	0	24	24
29	5	2	15	0	1	28	18	qgcd+root0+rootrep+rad0	0	0	0	0
29	5	2	15	0	1	28	11	qgcd+root0+rootrep+rad0	0	0	0	0
29	5	2	15	0	28	1	18	qgcd+root0+rootrep+rad0	0	0	0	0
29	5	2	15	0	28	1	11	qgcd+root0+rootrep+rad0	0	0	0	0
29	5	2	15	0	28	28	18	qgcd+root0+rootrep+rad0	0	0	24	24
29	5	2	15	0	28	28	11	qgcd+root0+rootrep+rad0	0	0	9	9
29	5	9	16	25	24	12	12	qgcd+rootrep	9	13	1	4
29	5	9	16	25	24	17	17	qgcd+rootrep	9	23	13	7
29	5	9	16	4	5	12	12	qgcd+rootrep	9	23	13	7
29	5	9	16	4	5	17	17	qgcd+rootrep	9	13	1	4
29	6	0	12	0	10	15	15	t0+qgcd+root0+rootrep+rad0	0	0	5	28
29	6	0	12	0	10	15	14	t0+qgcd+root0+rootrep+rad0	0	0	28	0
29	6	0	12	0	10	14	15	t0+qgcd+root0+rootrep+rad0	0	0	28	0
29	6	0	12	0	10	14	14	t0+qgcd+root0+rootrep+rad0	0	0	6	23
29	6	0	12	0	19	15	15	t0+qgcd+root0+rootrep+rad0	0	0	6	23
29	6	0	12	0	19	15	14	t0+qgcd+root0+rootrep+rad0	0	0	28	0
29	6	0	12	0	19	14	15	t0+qgcd+root0+rootrep+rad0	0	0	28	0
29	6	0	12	0	19	14	14	t0+qgcd+root0+rootrep+rad0	0	0	5	28
29	6	0	21	0	18	8	21	t0+qgcd+root0+rootrep+rad0	0	0	24	0
29	6	0	21	0	18	21	8	t0+qgcd+root0+rootrep+rad0	0	0	24	0
29	6	0	21	0	11	8	21	t0+qgcd+root0+rootrep+rad0	0	0	24	0
29	6	0	21	0	11	21	8	t0+qgcd+root0+rootrep+rad0	0	0	24	0
29	6	18	26	1	28	18	11	qgcd+rootrep+rad0	5	0	0	0
29	6	18	26	1	28	11	18	qgcd+rootrep+rad0	5	0	0	0
29	6	18	26	28	1	18	11	qgcd+rootrep+rad0	5	0	0	0
29	6	18	26	28	1	11	18	qgcd+rootrep+rad0	5	0	0	0
29	7	0	10	0	8	9	9	t0+qgcd+root0+rootrep+rad0	0	0	23	20
29	7	0	10	0	21	20	20	t0+qgcd+root0+rootrep+rad0	0	0	23	20
29	7	0	28	0	23	23	25	t0+qgcd+root0+rootrep+rad0	0	0	28	28
29	7	0	28	0	23	23	4	t0+qgcd+root0+rootrep+rad0	0	0	23	23
29	7	0	28	0	23	6	25	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	7	0	28	0	23	6	4	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	7	0	28	0	6	23	25	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	7	0	28	0	6	23	4	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	7	0	28	0	6	6	25	t0+qgcd+root0+rootrep+rad0	0	0	23	23
29	7	0	28	0	6	6	4	t0+qgcd+root0+rootrep+rad0	0	0	28	28
29	7	26	21	10	10	24	5	qgcd+rootrep+rad0	23	7	7	0
29	7	26	21	10	10	5	24	qgcd+rootrep+rad0	23	7	7	0
29	7	26	21	10	19	24	24	qgcd+rootrep+rad0	23	0	0	20
29	7	26	21	10	19	24	5	qgcd+rootrep+rad0	6	0	0	0
29	7	26	21	10	19	5	24	qgcd+rootrep+rad0	6	0	0	0
29	7	26	21	10	19	5	5	qgcd+rootrep+rad0	23	0	0	20
29	7	26	21	19	10	24	24	qgcd+rootrep+rad0	23	0	0	20
29	7	26	21	19	10	24	5	qgcd+rootrep+rad0	6	0	0	0
29	7	26	21	19	10	5	24	qgcd+rootrep+rad0	6	0	0	0
29	7	26	21	19	10	5	5	qgcd+rootrep+rad0	23	0	0	20
29	7	26	21	19	19	24	5	qgcd+rootrep+rad0	23	7	7	0
29	7	26	21	19	19	5	24	qgcd+rootrep+rad0	23	7	7	0
29	7	28	7	23	7	7	5	qgcd+rootrep	9	6	16	16
29	7	28	7	23	7	22	5	qgcd+rootrep+rad0	20	9	0	0
29	7	28	7	23	22	7	5	qgcd+rootrep+rad0	20	9	0	0
29	7	28	7	23	22	22	5	qgcd+rootrep	9	28	25	25
29	7	28	7	6	7	7	24	qgcd+rootrep	9	28	25	25
29	7	28	7	6	7	22	24	qgcd+rootrep+rad0	20	9	0	0
29	7	28	7	6	22	7	24	qgcd+rootrep+rad0	20	9	0	0
29	7	28	7	6	22	22	24	qgcd+rootrep	9	6	16	16
29	8	0	9	0	23	10	10	t0+qgcd+root0+rootrep+rad0	0	0	25	25
29	8	0	9	0	23	10	19	t0+qgcd+root0+rootrep+rad0	0	0	16	0
29	8	0	9	0	23	19	10	t0+qgcd+root0+rootrep+rad0	0	0	16	0
29	8	0	9	0	23	19	19	t0+qgcd+root0+rootrep+rad0	0	0	23	13
29	8	0	9	0	6	10	10	t0+qgcd+root0+rootrep+rad0	0	0	23	13
29	8	0	9	0	6	10	19	t0+qgcd+root0+rootrep+rad0	0	0	16	0
29	8	0	9	0	6	19	10	t0+qgcd+root0+rootrep+rad0	0	0	16	0
29	8	0	9	0	6	19	19	t0+qgcd+root0+rootrep+rad0	0	0	25	25
29	8	0	23	0	27	2	16	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	8	0	23	0	27	2	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	8	0	23	0	2	27	16	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	8	0	23	0	2	27	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	8	4	21	27	2	23	20	qrep+qgcd+rootrep+rad0	16	0	0	9
29	8	4	21	27	2	23	9	qrep+qgcd+rootrep+rad0	13	0	0	4
29	8	4	21	27	2	6	20	qrep+qgcd+rootrep+rad0	13	0	0	4
29	8	4	21	27	2	6	9	qrep+qgcd+rootrep+rad0	16	0	0	9
29	8	4	21	2	27	23	20	qrep+qgcd+rootrep+rad0	16	0	0	9
29	8	4	21	2	27	23	9	qrep+qgcd+rootrep+rad0	13	0	0	4
29	8	4	21	2	27	6	20	qrep+qgcd+rootrep+rad0	13	0	0	4
29	8	4	21	2	27	6	9	qrep+qgcd+rootrep+rad0	16	0	0	9
29	8	15	6	0	0	16	13	qgcd+root0+rootrep+rad0	0	0	0	0
29	8	15	6	0	0	13	16	qgcd+root0+rootrep+rad0	0	0	0	0
29	8	23	13	1	1	26	3	qgcd+rootrep+rad0	20	13	13	0
29	8	23	13	1	1	3	26	qgcd+rootrep+rad0	20	13	13	0
29	8	23	13	1	28	26	26	qgcd+rootrep+rad0	20	0	0	28
29	8	23	13	1	28	26	3	qgcd+rootrep+rad0	9	0	0	0
29	8	23	13	1	28	3	26	qgcd+rootrep+rad0	9	0	0	0
29	8	23	13	1	28	3	3	qgcd+rootrep+rad0	20	0	0	28
29	8	23	13	28	1	26	26	qgcd+rootrep+rad0	20	0	0	28
29	8	23	13	28	1	26	3	qgcd+rootrep+rad0	9	0	0	0
29	8	23	13	28	1	3	26	qgcd+rootrep+rad0	9	0	0	0
29	8	23	13	28	1	3	3	qgcd+rootrep+rad0	20	0	0	28
29	8	23	13	28	28	26	3	qgcd+rootrep+rad0	20	13	13	0
29	8	23	13	28	28	3	26	qgcd+rootrep+rad0	20	13	13	0
29	8	25	18	1	27	2	20	qrep+qgcd+rootrep+rad0	7	24	0	0
29	8	25	18	1	27	2	9	qrep+qgcd+rootrep+rad0	22	28	0	0
29	8	25	18	1	2	27	20	qrep+qgcd+rootrep+rad0	7	24	0	0
29	8	25	18	1	2	27	9	qrep+qgcd+rootrep+rad0	22	28	0	0
29	8	25	18	28	27	2	20	qrep+qgcd+rootrep+rad0	22	28	0	0
29	8	25	18	28	27	2	9	qrep+qgcd+rootrep+rad0	7	24	0	0
29	8	25	18	28	2	27	20	qrep+qgcd+rootrep+rad0	22	28	0	0
29	8	25	18	28	2	27	9	qrep+qgcd+rootrep+rad0	7	24	0	0
29	9	0	16	0	26	3	24	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	9	0	16	0	26	3	5	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	9	0	16	0	3	26	24	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	9	0	16	0	3	26	5	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	9	27	11	26	3	25	4	qgcd+rootrep+rad0	28	0	0	0
29	9	27	11	26	3	4	25	qgcd+rootrep+rad0	28	0	0	0
29	9	27	11	3	26	25	4	qgcd+rootrep+rad0	28	0	0	0
29	9	27	11	3	26	4	25	qgcd+rootrep+rad0	28	0	0	0
29	10	4	2	0	25	20	13	root0+rad0	0	0	13	22
29	10	4	2	0	25	9	13	root0+rad0	0	0	24	7
29	10	4	2	0	4	20	16	root0+rad0	0	0	24	7
29	10	4	2	0	4	9	16	root0+rad0	0	0	13	22
29	10	5	5	27	18	11	12	qrep+qgcd+rootrep+rad0	4	20	0	0
29	10	5	5	27	18	11	17	qrep+qgcd+rootrep+rad0	25	1	0	0
29	10	5	5	27	11	18	12	qrep+qgcd+rootrep+rad0	4	20	0	0
29	10	5	5	27	11	18	17	qrep+qgcd+rootrep+rad0	25	1	0	0
29	10	5	5	2	18	11	12	qrep+qgcd+rootrep+rad0	25	1	0	0
29	10	5	5	2	18	11	17	qrep+qgcd+rootrep+rad0	4	20	0	0
29	10	5	5	2	11	18	12	qrep+qgcd+rootrep+rad0	25	1	0	0
29	10	5	5	2	11	18	17	qrep+qgcd+rootrep+rad0	4	20	0	0
29	11	0	16	0	27	18	6	t0+qgcd+root0+rad0	0	0	24	6
29	11	0	16	0	2	11	23	t0+qgcd+root0+rad0	0	0	24	6
29	11	6	15	25	25	16	13	qgcd+rootrep+rad0	22	5	5	0
29	11	6	15	25	25	13	16	qgcd+rootrep+rad0	22	5	5	0
29	11	6	15	25	4	16	16	qgcd+rootrep+rad0	22	0	0	7
29	11	6	15	25	4	16	13	qgcd+rootrep+rad0	7	0	0	0
29	11	6	15	25	4	13	16	qgcd+rootrep+rad0	7	0	0	0
29	11	6	15	25	4	13	13	qgcd+rootrep+rad0	22	0	0	7
29	11	6	15	4	25	16	16	qgcd+rootrep+rad0	22	0	0	7
29	11	6	15	4	25	16	13	qgcd+rootrep+rad0	7	0	0	0
29	11	6	15	4	25	13	16	qgcd+rootrep+rad0	7	0	0	0
29	11	6	15	4	25	13	13	qgcd+rootrep+rad0	22	0	0	7
29	11	6	15	4	4	16	13	qgcd+rootrep+rad0	22	5	5	0
29	11	6	15	4	4	13	16	qgcd+rootrep+rad0	22	5	5	0
29	11	9	18	0	18	26	13	qrep+root0+rad0	0	0	5	16
29	11	9	18	0	11	3	16	qrep+root0+rad0	0	0	5	16
29	11	23	17	0	25	4	20	qgcd+root0+rootrep+rad0	0	0	0	0
29	11	23	17	0	25	4	9	qgcd+root0+rootrep+rad0	0	0	0	0
29	11	23	17	0	4	25	20	qgcd+root0+rootrep+rad0	0	0	0	0
29	11	23	17	0	4	25	9	qgcd+root0+rootrep+rad0	0	0	0	0
29	12	0	9	0	10	24	12	t0+qgcd+root0+rad0	0	0	9	5
29	12	0	9	0	19	5	17	t0+qgcd+root0+rad0	0	0	9	5
29	12	0	14	0	8	25	5	t0+qgcd+root0+rad0	0	0	22	6
29	12	0	14	0	21	4	24	t0+qgcd+root0+rad0	0	0	22	6
29	12	20	27	8	8	24	5	qgcd+rootrep+rad0	24	4	4	0
29	12	20	27	8	8	5	24	qgcd+rootrep+rad0	24	4	4	0
29	12	20	27	8	21	24	24	qgcd+rootrep+rad0	24	0	0	22
29	12	20	27	8	21	24	5	qgcd+rootrep+rad0	5	0	0	0
29	12	20	27	8	21	5	24	qgcd+rootrep+rad0	5	0	0	0
29	12	20	27	8	21	5	5	qgcd+rootrep+rad0	24	0	0	22
29	12	20	27	21	8	24	24	qgcd+rootrep+rad0	24	0	0	22
29	12	20	27	21	8	24	5	qgcd+rootrep+rad0	5	0	0	0
29	12	20	27	21	8	5	24	qgcd+rootrep+rad0	5	0	0	0
29	12	20	27	21	8	5	5	qgcd+rootrep+rad0	24	0	0	22
29	12	20	27	21	21	24	5	qgcd+rootrep+rad0	24	4	4	0
29	12	20	27	21	21	5	24	qgcd+rootrep+rad0	24	4	4	0
29	12	21	26	18	18	23	6	qgcd+rootrep+rad0	23	9	9	0
29	12	21	26	18	18	6	23	qgcd+rootrep+rad0	23	9	9	0
29	12	21	26	18	11	23	23	qgcd+rootrep+rad0	23	0	0	28
29	12	21	26	18	11	23	6	qgcd+rootrep+rad0	6	0	0	0
29	12	21	26	18	11	6	23	qgcd+rootrep+rad0	6	0	0	0
29	12	21	26	18	11	6	6	qgcd+rootrep+rad0	23	0	0	28
29	12	21	26	11	18	23	23	qgcd+rootrep+rad0	23	0	0	28
29	12	21	26	11	18	23	6	qgcd+rootrep+rad0	6	0	0	0
29	12	21	26	11	18	6	23	qgcd+rootrep+rad0	6	0	0	0
29	12	21	26	11	18	6	6	qgcd+rootrep+rad0	23	0	0	28
29	12	21	26	11	11	23	6	qgcd+rootrep+rad0	23	9	9	0
29	12	21	26	11	11	6	23	qgcd+rootrep+rad0	23	9	9	0
29	13	0	4	0	10	19	7	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	13	0	4	0	10	19	22	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	13	0	4	0	19	10	7	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	13	0	4	0	19	10	22	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	13	0	25	0	27	8	22	t0+qgcd+root0+rad0	0	0	16	7
29	13	0	25	0	2	21	7	t0+qgcd+root0+rad0	0	0	16	7
29	13	27	19	0	18	8	13	root0+rad0	0	0	28	28
29	13	27	19	0	11	21	16	root0+rad0	0	0	28	28
29	14	0	13	0	18	19	22	t0+qgcd+root0+rad0	0	0	5	1
29	14	0	13	0	11	10	7	t0+qgcd+root0+rad0	0	0	5	1
29	14	22	9	23	23	23	6	qrep+qgcd+rootrep+rad0	9	0	0	0
29	14	22	9	23	23	6	23	qrep+qgcd+rootrep+rad0	9	0	0	0
29	14	22	9	23	23	6	6	qrep+qgcd+rootrep+rad0	20	0	0	0
29	14	22	9	23	6	23	23	qrep+qgcd+rootrep+rad0	9	0	0	0
29	14	22	9	23	6	23	6	qrep+qgcd+rootrep+rad0	20	0	0	0
29	14	22	9	23	6	6	23	qrep+qgcd+rootrep+rad0	20	0	0	0
29	14	22	9	23	6	6	6	qrep+qgcd+rootrep+rad0	9	0	0	0
29	14	22	9	6	23	23	23	qrep+qgcd+rootrep+rad0	9	0	0	0
29	14	22	9	6	23	23	6	qrep+qgcd+rootrep+rad0	20	0	0	0
29	14	22	9	6	23	6	23	qrep+qgcd+rootrep+rad0	20	0	0	0
29	14	22	9	6	23	6	6	qrep+qgcd+rootrep+rad0	9	0	0	0
29	14	22	9	6	6	23	23	qrep+qgcd+rootrep+rad0	20	0	0	0
29	14	22	9	6	6	23	6	qrep+qgcd+rootrep+rad0	9	0	0	0
29	14	22	9	6	6	6	23	qrep+qgcd+rootrep+rad0	9	0	0	0
29	15	22	13	26	15	14	17	qrep+qgcd+rootrep+rad0	20	24	0	0
29	15	22	13	26	14	15	17	qrep+qgcd+rootrep+rad0	20	24	0	0
29	15	22	13	3	15	14	12	qrep+qgcd+rootrep+rad0	20	24	0	0
29	15	22	13	3	14	15	12	qrep+qgcd+rootrep+rad0	20	24	0	0
29	15	24	28	8	21	10	19	qgcd+rootrep+rad0	20	0	0	0
29	15	24	28	8	21	19	10	qgcd+rootrep+rad0	20	0	0	0
29	15	24	28	21	8	10	19	qgcd+rootrep+rad0	20	0	0	0
29	15	24	28	21	8	19	10	qgcd+rootrep+rad0	20	0	0	0
29	15	25	12	18	3	16	16	qgcd+rootrep	20	25	7	7
29	15	25	12	18	3	13	13	qgcd+rootrep	20	4	4	28
29	15	25	12	11	26	16	16	qgcd+rootrep	20	4	4	28
29	15	25	12	11	26	13	13	qgcd+rootrep	20	25	7	7
29	16	0	5	0	26	26	7	t0+qgcd+root0+rootrep+rad0	0	0	16	16
29	16	0	5	0	26	3	7	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	16	0	5	0	26	3	22	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	16	0	5	0	3	26	7	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	16	0	5	0	3	26	22	t0+qgcd+root0+rootrep+rad0	0	0	0	0
29	16	0	5	0	3	3	22	t0+qgcd+root0+rootrep+rad0	0	0	16	16
29	16	0	20	0	23	25	25	t0+qgcd+root0+rootrep+rad0	0	0	4	4
29	16	0	20	0	23	25	4	t0+qgcd+root0+rootrep+rad0	0	0	24	0
29	16	0	20	0	23	4	25	t0+qgcd+root0+rootrep+rad0	0	0	24	0
29	16	0	20	0	23	4	4	t0+qgcd+root0+rootrep+rad0	0	0	28	5
29	16	0	20	0	6	25	25	t0+qgcd+root0+rootrep+rad0	0	0	28	5
29	16	0	20	0	6	25	4	t0+qgcd+root0+rootrep+rad0	0	0	24	0
29	16	0	20	0	6	4	25	t0+qgcd+root0+rootrep+rad0	0	0	24	0
29	16	0	20	0	6	4	4	t0+qgcd+root0+rootrep+rad0	0	0	4	4
29	16	0	21	0	15	20	5	t0+qgcd+root0+rad0	0	0	1	28
29	16	0	21	0	14	9	24	t0+qgcd+root0+rad0	0	0	1	28
29	16	7	23	0	27	25	9	root0+rad0	0	0	6	13
29	16	7	23	0	2	4	20	root0+rad0	0	0	6	13
29	16	23	27	7	22	24	5	qgcd+rootrep+rad0	7	0	0	0
29	16	23	27	7	22	5	24	qgcd+rootrep+rad0	7	0	0	0
29	16	23	27	22	7	24	5	qgcd+rootrep+rad0	7	0	0	0
29	16	23	27	22	7	5	24	qgcd+rootrep+rad0	7	0	0	0
29	16	25	20	0	10	4	7	root0+rad0	0	0	20	28
29	16	25	20	0	10	4	22	root0+rad0	0	0	24	24
29	16	25	20	0	19	25	7	root0+rad0	0	0	24	24
29	16	25	20	0	19	25	22	root0+rad0	0	0	20	28
