p	u	t	w	a	b	c	d	flags	r0	r1	r2	r3
23	0	0	0	0	0	0	12	t0+qrep+qgcd+root0+rootrep+rad0	0	0	0	0
23	0	0	0	0	0	0	11	t0+qrep+qgcd+root0+rootrep+rad0	0	0	0	0
23	0	0	16	0	18	2	3	t0+qrep+qgcd+root0+rad0	0	0	12	9
23	0	0	16	0	18	2	20	t0+qrep+qgcd+root0+rad0	0	0	2	12
23	0	0	16	0	5	21	3	t0+qrep+qgcd+root0+rad0	0	0	2	12
23	0	0	16	0	5	21	20	t0+qrep+qgcd+root0+rad0	0	0	12	9
23	0	0	18	0	16	7	6	t0+qrep+qgcd+root0+rootrep+rad0	0	0	0	0
23	0	0	18	0	16	7	17	t0+qrep+qgcd+root0+rootrep+rad0	0	0	0	0
23	0	0	18	0	7	16	6	t0+qrep+qgcd+root0+rootrep+rad0	0	0	0	0
23	0	0	18	0	7	16	17	t0+qrep+qgcd+root0+rootrep+rad0	0	0	0	0
23	0	5	19	1	1	22	14	rootrep+rad0	9	0	0	0
23	0	5	19	1	22	1	14	rootrep+rad0	9	0	0	0
23	0	5	19	1	22	22	9	rootrep+rad0	9	0	0	0
23	0	5	19	22	1	1	14	rootrep+rad0	9	0	0	0
23	0	5	19	22	1	22	9	rootrep+rad0	9	0	0	0
23	0	5	19	22	22	1	9	rootrep+rad0	9	0	0	0
23	1	0	1	0	1	1	1	t0+qgcd+root0+rootrep+rad0	0	0	4	4
23	1	0	1	0	1	1	22	t0+qgcd+root0+rootrep+rad0	0	0	0	0
23	1	0	1	0	1	22	1	t0+qgcd+root0+rootrep+rad0	0	0	0	0
23	1	0	1	0	1	22	22	t0+qgcd+root0+rootrep+rad0	0	0	0	0
23	1	0	1	0	22	1	1	t0+qgcd+root0+rootrep+rad0	0	0	0	0
23	1	0	1	0	22	1	22	t0+qgcd+root0+rootrep+rad0	0	0	0	0
23	1	0	1	0	22	22	1	t0+qgcd+root0+rootrep+rad0	0	0	0	0
23	1	0	1	0	22	22	22	t0+qgcd+root0+rootrep+rad0	0	0	4	4
23	1	1	13	0	18	2	15	root0+rad0	0	0	9	3
23	1	1	13	0	18	21	8	root0+rad0	0	0	4	16
23	1	1	13	0	5	2	15	root0+rad0	0	0	4	16
23	1	1	13	0	5	21	8	root0+rad0	0	0	9	3
23	1	4	12	18	13	15	15	qgcd+rootrep	3	2	1	6
23	1	4	12	18	10	8	15	qgcd+rootrep+rad0	3	9	6	0
23	1	4	12	18	10	15	8	qgcd+rootrep+rad0	3	9	6	0
23	1	4	12	5	13	8	15	qgcd+rootrep+rad0	3	9	6	0
23	1	4	12	5	13	15	8	qgcd+rootrep+rad0	3	9	6	0
23	1	4	12	5	10	8	8	qgcd+rootrep	3	2	1	6
23	1	6	9	0	2	3	17	root0+rad0	0	0	12	3
23	1	6	9	0	2	20	17	root0+rad0	0	0	16	12
23	1	6	9	0	21	3	6	root0+rad0	0	0	16	12
23	1	6	9	0	21	20	6	root0+rad0	0	0	12	3
23	1	12	1	1	12	9	9	qrep+qgcd+rootrep	6	12	3	3
23	1	12	1	1	11	9	14	qrep+qgcd+rootrep+rad0	6	6	13	0
23	1	12	1	1	11	14	9	qrep+qgcd+rootrep+rad0	6	6	13	0
23	1	12	1	22	12	9	14	qrep+qgcd+rootrep+rad0	6	6	13	0
23	1	12	1	22	12	14	9	qrep+qgcd+rootrep+rad0	6	6	13	0
23	1	12	1	22	11	14	14	qrep+qgcd+rootrep	6	12	3	3
23	2	0	3	0	18	18	13	t0+qgcd+root0+rootrep+rad0	0	0	1	1
23	2	0	3	0	18	5	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
23	2	0	3	0	18	5	10	t0+qgcd+root0+rootrep+rad0	0	0	0	0
23	2	0	3	0	5	18	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
23	2	0	3	0	5	18	10	t0+qgcd+root0+rootrep+rad0	0	0	0	0
23	2	0	3	0	5	5	10	t0+qgcd+root0+rootrep+rad0	0	0	1	1
23	2	10	12	6	6	6	6	rootrep	8	18	18	18
23	2	10	12	6	6	17	17	rootrep+rad0	8	0	0	0
23	2	10	12	6	17	6	17	rootrep+rad0	8	0	0	0
23	2	10	12	6	17	17	6	rootrep+rad0	8	0	0	0
