family	family_name	m	n	a	b	c	d	tuple_height	curve_key	bad11	bad13
1	filip1	-1635	367	4874685521161	-3859067008320	-1116938164080	4976005172400	4976005172400	1247550862378401002246400,14892398174703874949222400,23762558930216690178787921,24760627475751553721760000	1	1
2	filip2	-1915	371	12772750798122626465	-1093892479125136201	-5646372230524624865	29145021082088023225	29145021082088023225	1196600755886536539264723626800712401,31881519365639627438082229148976268225,163143162950942191361384375389918396225,849432253875355328220669006988139400625	1	1
2	filip2	1915	371	5646372230524624865	2474512034518796041	-12772750798122626465	-65929427974137007225	65929427974137007225	6123209808978351249561264120157273681,31881519365639627438082229148976268225,163143162950942191361384375389918396225,4346689472996919360621128995279702200625	1	1
3	adam	-1174	371	280849139186	170762242035	-1709937445260	-1039678286850	1709937445260	29159743304819920941225,78876238981517200742596,1080930940147350882922500,2923886066702295496467600	1	1
2	filip2	-795	373	184800998610768135	-5364486218478409	-11433690465657735	24369393887930025	184800998610768135	28777712388244780498363199171281,130729277664472593021426165330225,593867358465081259869379296500625,34151409087537126162235174731378225	1	1
2	filip2	795	373	11433690465657735	86705374190964169	-184800998610768135	-393878804009546025	393878804009546025	130729277664472593021426165330225,7517821913595115423955725841860561,34151409087537126162235174731378225,155140512247990369819999326593300625	1	1
1	filip1	-791	375	220600241761	-205330944000	-185094000000	390424944000	390424944000	34259788836000000000000,42160796563931136000000,48664466665011648381121,152431636897403136000000	1	1
1	filip1	-1961	377	10551797212609	-7419750294528	-1765938043584	9185688338112	10551797212609	3118537173777285483565056,55052694433148342746742784,84376870244926796431724544,111340424416023061948586881	1	1
3	adam	-949	388	115884048852	112916581008	-675502084257	-658204356628	675502084257	12750154266536226296064,13429112778332722517904,433232975084079407530384,456303065835551127242049	1	1
1	filip1	1769	390	15771787619641	12863457498840	-2323644476400	-10539813022440	15771787619641	5399323652704230156960000,111087658547995807943553600,165468538824463028601345600,248749284719061120888968881	1	1
1	filip1	-1027	391	649721438809	-649712801088	-399430354128	1049143155216	1049143155216	159544607798819486640384,422126723897615053983744,422137948048037131338481,1100701360136583868006656	1	1
1	filip1	1845	391	18303859446601	14427022783680	-2522793340080	-11904229443600	18303859446601	6364486236752002534406400,141710678645873165580960000,208138986400821816074342400,335031270640924665970453201	1	1
2	filip2	-1814	397	10691988784307781950	-917559215932830769	-4192575359451272078	19157006806157701636	19157006806157701636	841914914743271162133145913593131361,17577688144677963270058698492382438084,114318624163763400970730027328745802500,366990909771172504264363539037997076496	1	1
2	filip2	1814	397	4192575359451272078	2339977699763059225	-10691988784307781950	-48854578475401300900	48854578475401300900	5475495635388417740614705930857600625,17577688144677963270058698492382438084,114318624163763400970730027328745802500,2386769838009144098247437297412340810000	1	1
3	adam	-1881	397	411137520948	133201355042	-2990234311218	-968783537997	2990234311218	17742600985024938821764,169034061131267138818704,938541543493984742772009,8941501235985386880643524	1	1
3	adam	-1738	403	1248295341150	464203088115	-8633710403340	-3210614426734	8633710403340	215484507015502454253225,1558241258736794883322500,10308044997152491453906756,74540955328741345483155600	1	1
1	filip1	-1378	407	2261074593969	-2115154413944	-886578626648	3001733040592	3001733040592	786021661229053775715904,4473878194826786101635136,5112458319492078211172961,9010401246981693519710464	1	1
3	adam	-956	407	117272717892	123952993263	-683886427632	-722843055748	722843055748	13752890361776616923664,15364344538857323387169,467700645899258773127424,522502083243106235839504	1	1
1	filip1	-1326	409	1913305867729	-1824170779704	-813615974808	2637786754512	2637786754512	661970954462772090636864,3327599033525899298327616,3660739343486221643617441,6957918962278950152358144	1	1
2	filip2	-629	415	61263027582660035	-243730953253225	-369413902641635	559906854847201	61263027582660035	59404777573725750210972900625,136466631464923382431235473225,313495686104884609949057534401,3753158548593764251544606386201225	1	1
2	filip2	629	415	369413902641635	40419962554537225	-61263027582660035	-92854082769863041	92854082769863041	136466631464923382431235473225,1633773372910191431682433910700625,3753158548593764251544606386201225,8621880687032576468255825897767681	1	1
2	filip2	-980	419	586826166256032220	-24585537854613121	-57503167297185820	134494281506544400	586826166256032220	604448671600614744425540585360641,3306614249208140763303291609072400,18088711757961611001740029171360000,344364949402752368135689537678128400	1	1
2	filip2	980	419	57503167297185820	250898126184977041	-586826166256032220	-1372528980742032400	1372528980742032400	3306614249208140763303291609072400,62949869723132661914066837697115681,344364949402752368135689537678128400,1883835802976762346748516082649760000	1	1
1	filip1	-1639	420	4727758784281	-4091623332720	-1409747169600	5501370502320	5501370502320	1987387082195211164160000,16741381496858719822598400,22351703122346159092686961,30265077403796609125382400	1	1
1	filip1	1917	421	21708023500969	17646281935632	-3177538363944	-14468743571688	21708023500969	10096750054335912199235136,209344540543262823195169344,311391266151812244591239424,471238284318622399543938961	1	1
3	adam	-1955	421	484194202895	161501290236	-3482613891900	-1161613735920	3482613891900	26082666747892708935696,234444026117124426381025,1349346471478019498246400,12128599520054864885610000	1	1
1	filip1	-1838	425	7715722842961	-6238479497400	-1876400415000	8114879912400	8114879912400	3520878517412172225000000,38918626439480156606760000,59532378989390176267247521,65851275992673031673760000	1	1
1	filip1	-1266	425	1550849299561	-1522210168200	-769250085000	2291460253200	2291460253200	591745693272507225000000,2317123796171472291240000,2405133549948844314792721,5250790091995408110240000	1	1
1	filip1	-1111	428	887358348009	-887277005648	-556009602368	1443286608016	1443286608016	309146677925421471207424,787260484751681023899904,787404837781261554264081,2083076232878330835456256	1	1
1	filip1	-1605	437	4266740540881	-3827385000960	-1431992504640	5259377505600	5259377505600	2050602533345140421529600,14648875945573579200921600,18205074843197488432256161,27661051746411278031360000	1	1
1	filip1	-1403	438	2389309056121	-2289003198600	-1038946529520	3327949728120	3327949728120	1079409891201652231430400,5239535643201031041960000,5708797765661823927566641,11075249392893981918734400	1	1
1	filip1	-1136	439	969265847169	-969099566144	-610379784128	1579479350272	1579479350272	372563480872143880720384,939153969100489031028736,939476282488239265314561,2494755017935659266473984	1	1
1	filip1	-1633	444	4574349945529	-4100084953968	-1531066206528	5631151160496	5631151160496	2344163728772040349814784,16810696629754776678945024,20924677424161165267089841,31709863392355447550966016	1	1
1	filip1	-1774	445	6531454260241	-5577294530520	-1867491396600	7444785927120	7444785927120	3487524116375018491560000,31106214280168307211470400,42659894753620308553378081,55424837500643997951494400	1	1
3	adam	-1221	454	326108594526	264802378100	-1915320703725	-1555253328750	1915320703725	70120299447415359610000,106346815423723077164676,2418812916587955576562500,3668453398117629228875625	1	1
2	filip2	-1616	455	7248232275033720880	-576785119212327025	-2048537917905759280	7275686319419136256	7275686319419136256	332681073744778297808164715545350625,4196507601097663347329639393306118400,52536871112840509166515941097747974400,52935611418582777608327838529093697536	1	1
2	filip2	1616	455	2048537917905759280	2040807973477935025	-7248232275033720880	-25743172211987896576	25743172211987896576	4164897184611115948420330538121750625,4196507601097663347329639393306118400,52536871112840509166515941097747974400,662710915536065811887226438716872523776	1	1
3	adam	-1804	455	1493729056820	630886121775	-9917478028656	-4188710946420	9917478028656	398017298648300129150625,2231226495188366788512400,17545299392658732110816400,98356370448874499957166336	1	1
1	filip1	-1963	459	10004777759089	-8152459481088	-2488017886848	10640477367936	10640477367936	6190233005275587331375104,66462595590781622229663744,100095578008761912522109921,113219758617558226320900096	1	1
2	filip2	-485	459	13599009680719815	-8265462493038921	-8733658625542215	9228375671869225	13599009680719815	68317870223833175180381620844241,76276792987507932048002747106225,85162917541147769927005502100625,184933064296311244706136533634225	1	1
2	filip2	485	459	8733658625542215	12869990605052361	-13599009680719815	-14369323954573225	14369323954573225	76276792987507932048002747106225,165636658174136037181139551674321,184933064296311244706136533634225,206477470911471905563391886900625	1	1
1	filip1	-1664	461	4903182061969	-4440639250944	-1701691350528	6142330601472	6142330601472	2895753452461808565878784,19719276957024489404891136,24041194332814574556156961,37728225217779381288566784	1	1
2	filip2	-1818	461	12948958014688475298	-1080200207591508025	-4259878475924862450	16799260453864208100	16799260453864208100	1166832488480737031444204093639400625,18146564629647928912036898051420002500,167675513666164899651430274579956188804,282215151796765879124731394240105610000	1	1
2	filip2	1818	461	4259878475924862450	3283536658290091921	-12948958014688475298	-51065522062263878724	51065522062263878724	10781612986334863877670433358629470241,18146564629647928912036898051420002500,167675513666164899651430274579956188804,2607687543491558941448298449756979868176	1	1
3	adam	-1815	463	384017496720	165056412716	-2536434657900	-1090197215745	2536434657900	27243619378674526496656,147469437787095210758400,1188529969218150075905025,6433500773796290032410000	1	1
3	adam	-1419	466	600556834086	390100124180	-3617171048205	-2349584244150	3617171048205	152178106885251420672400,360668510967399331455396,5520546120357926809222500,13083926391972458433722025	1	1
1	filip1	-1629	470	4447505605921	-4113824928120	-1668246519600	5782071447720	5782071447720	2783046450157513184160000,16923555539221523166734400,19780306114698721350258241,33432350226538856693198400	1	1
3	adam	-1472	471	694699317312	431468100063	-4214271373312	-2617425434688	4214271373312	186164721371974980603969,482607141473758862905344,6850915906151665753657344,17760083207917010465849344	1	1
3	adam	-1860	473	1692493490820	723958182959	-11194819311600	-4788544884420	11194819311600	524115450673296917995681,2864534216468069424272400,22930162110104951158736400,125323979419372297894560000	1	1
3	adam	-1869	484	1735218662100	763418049680	-11383879848705	-5008394354964	11383879848705	582807118577214948102400,3010983805300113976410000,25084014014835261631441296,129592720409751773690177025	1	1
1	filip1	-1706	487	5367483469089	-4938276359768	-1972879891064	6911156250832	6911156250832	3892255064564700507052096,24386573405443489369013824,28809878790943686018489921,47764080723414226500692224	1	1
1	filip1	-1924	493	8977771741849	-7769467347408	-2676692803824	10446160151232	10446160151232	7164684366043186549022976,60364622862439103764318464,80600385448742427497938801,109122261905187361111117824	1	1
2	filip2	-687	493	109120227527396811	-2928660837112609	-4081115608714731	5687071852306329	109120227527396811	8577054298837127705400146786881,16655504611695009343753736402361,32342786253294939970796453456241,11907224055630848748939590252969721	1	1
2	filip2	687	493	4081115608714731	78306073029121729	-109120227527396811	-152060033085845049	152060033085845049	16655504611695009343753736402361,6131841073242145474768509099949441,11907224055630848748939590252969721,23122253662068290975022606437812401	1	1
1	filip1	-1542	499	3449589292249	-3348216463368	-1601879209224	4950095672592	4950095672592	2566017000944107566682176,11210553485568517685903424,11899666285198956731478001,24503447167814044859998464	1	1
1	filip1	1611	506	13443390909529	14613281981496	-3492829798128	-11120452183368	14613281981496	12199859998690885232304384,123664456762574118295823424,180724759146406953863001841,213548010270715660086398016	1	1
3	adam	-1113	506	207502370922	251615026388	-1217379175677	-1476180209658	1476180209658	43057233938251271130084,63310121504233936326544,1482012057372012028408329,2179108011385936836476964	1	1
1	filip1	-1510	507	3138492153241	-3080681240520	-1557233687880	4637914928400	4637914928400	2424976758668345258894400,9490596905691846089870400,9850132995955328626804081,21510254883075577126560000	1	1
1	filip1	1513	512	11062069788961	12706295040000	-3212653363200	-9493641676800	12706295040000	10321141632080271114240000,90129232287473915658240000,122369388015843663077459521,161449933643528601600000000	1	1
2	filip2	-1219	517	2154362320282538575	-92554756908665689	-218228720834939023	514547022626287561	2154362320282538575	8566383026422199087607102365844721,47623774597253749231804292128194529,264758638493577283248622793063328721,4641277007053163319932816046363030625	1	1
2	filip2	1219	517	218228720834939023	913704117790051225	-2154362320282538575	-5079627985347030025	5079627985347030025	47623774597253749231804292128194529,834855214866495803470967588124000625,4641277007053163319932816046363030625,25802620469520727078370929088251500625	1	1
1	filip1	-1247	521	1384771158169	-1369737700848	-982966036008	2352703736856	2352703736856	966222227945280752576064,1876181369124365139919104,1917591160496713615432561,5535214873416186492764736	1	1
1	filip1	-1265	522	1469862839641	-1458138064680	-1024425396720	2482563461400	2482563461400	1049447393444929386758400,2126166615668735863502400,2160496767357504081008881,6163121339878349289960000	1	1
1	filip1	-1669	530	4760648335881	-4590284947880	-2135953487600	6726238435480	6726238435480	4562297301190603353760000,21070715902733694316494400,22663772577926534592046161,45242283490928438122830400	1	1
1	filip1	1649	531	15029430921961	16645166942400	-4054396168080	-12590770774320	16645166942400	16438128287741787610886400,158527508691470652371462400,225883793837997474472085521,277061582540365764917760000	1	1
2	filip2	-1220	531	2227384242765453420	-87987392627102721	-202155591346639020	464462940570432400	2227384242765453420	7741781261315930267045086685603841,40866883112709313023680250186560400,215725823163333019475905122969760000,4961240564919832335971934218189696400	1	1
2	filip2	1220	531	202155591346639020	969459863039717841	-2227384242765453420	-5117530651928160400	5117530651928160400	40866883112709313023680250186560400,939852426044988474390609072893701281,4961240564919832335971934218189696400,26189119973424262393950322528128160000	1	1
1	filip1	-1439	533	2521181879329	-2518282164528	-1481505953304	3999788117832	3999788117832	2194859889675193828516416,6341745060179828861462784,6356358068656908317490241,15998304987550053116380224	1	1
3	adam	-1566	539	890269325946	628058466035	-5301589033260	-3740112995850	5301589033260	394457436758237248621225,792579472720345188794916,13988445221726062117222500,28106846277582701386227600	1	1
2	filip2	-1289	541	2977078406460855629	-131969910630710161	-314434777824372269	749180089862506201	2977078406460855629	17416057311877626764306327188645921,98869229505462350815587663896208361,561270807046392866600380724763452401,8862995838215507518971282658780985641	1	1
2	filip2	1289	541	314434777824372269	1249495281532446001	-2977078406460855629	-7093260750329099641	7093260750329099641	98869229505462350815587663896208361,1561238458571846492557141305980892001,8862995838215507518971282658780985641,50314348072159341632797088073706328881	1	1
1	filip1	-1504	543	3028271677249	-3016854968448	-1704632932224	4721487900672	4721487900672	2905773433622592177586176,9101413900649383075528704,9170429351228471624208001,22292447996192089738051584	1	1
1	filip1	1671	544	15977615834401	17839505097600	-4381350236160	-13458154861440	17839505097600	19196229891899287771545600,181121932274501105598873600,255284207751701563455028801,318247942127296385525760000	1	1
1	filip1	-1491	551	2907505829881	-2903654510400	-1702035782160	4605690292560	4605690292560	2896925803753002974265600,8431209515766263708160000,8453590150792002512474161,21212383070981418391353600	1	1
1	filip1	-1136	555	937103377681	-851301837120	-813205713600	1664507550720	1664507550720	661303532631685224960000,724714817883887009894400,878162740461138928937761,2770585386403893372518400	1	1
1	filip1	-1885	557	7915945433841	-7406664811520	-3106560466880	10513225278400	10513225278400	9650717934381683576934400,54858683630208597124710400,62662192111548177708013281,110527905754388757506560000	1	1
1	filip1	-1613	560	4048502143921	-4006259974080	-2130584601600	6136844575680	6136844575680	4539390744575030722560000,16050118979915482271846400,16390369609332933397254241,37660861346053039247462400	1	1
1	filip1	-1177	565	1080662123401	-996294530880	-919781715600	1916076246480	1916076246480	845998404352079283360000,992602792261399273574400,1167830624953558151806801,3671348182324885712390400	1	1
3	adam	-1683	568	1188453479400	809742685760	-7109165003985	-4843769203944	7109165003985	655683217141818106777600,1412421672697966224360000,23462100101076291465155136,50540227053885045065880225	1	1
1	filip1	-1563	569	3524566928689	-3514827409968	-2012008849368	5526836259336	5526836259336	4048179609935143313999424,12354011721862359145761024,12422572034808210411258721,30545919037511149047160896	1	1
1	filip1	-1179	572	1087509008569	-993910336848	-936600844608	1930511181456	1930511181456	877221142120418962673664,987857757693304826575104,1182675843718729315427761,3726873421726640958279936	1	1
2	filip2	-1108	575	1499467392478609100	-22339763805255625	-43047753558649100	82951149466057744	1499467392478609100	499065046874609282270371594140625,1853109086446186253033416930810000,6880893197740251947505532742369536,2248402461106599142158001070602810000	1	1
2	filip2	1108	575	43047753558649100	778153204580505625	-1499467392478609100	-2889408471071824144	2889408471071824144	1853109086446186253033416930810000,605522409798910240404531780656640625,2248402461106599142158001070602810000,8348681312701616421197006355661332736	1	1
1	filip1	1751	580	19518556116361	22072863521520	-5492175393600	-16580688127920	22072863521520	30163990554065314920960000,274919218795347234283526400,380974032867533402971882321,487211304039648295503110400	1	1
1	filip1	-1363	581	1969607344329	-1937070760688	-1439179171304	3376249931992	3376249931992	2071236687115268177060416,3752243131912386966233344,3879353090834735968460241,11399063603275984625088064	1	1
2	filip2	-894	581	499954479602130294	-1125358202156881	-1731618300737094	2664486679619556	499954479602130294	1266431083161767444200535648161,2998501939447620918983707564836,7099489265870046459172897637136,249954481674236916216334542952526436	1	1
2	filip2	894	581	1731618300737094	324914488421518681	-499954479602130294	-769293123518596356	769293123518596356	2998501939447620918983707564836,105569424786217197016778654431979761,249954481674236916216334542952526436,591811909892998349836261756456478736	1	1
1	filip1	1610	583	14981691443161	18056421555480	-4800225155880	-13256196399600	18056421555480	23042161547143170298574400,175726742984768002880160000,224451078498083526893671921,326034359389202782718030400	1	1
2	filip2	-1008	583	938669253427526544	-2662757425259569	-4603875616915344	7960045663551744	938669253427526544	7090277105774969189167026065761,21195670696027639300541662638336,63362326965828924437876965441536,881099967330190052571082209824583936	1	1
2	filip2	-993	583	868852377760483479	-1536757837459009	-2617496625380439	4458274698117969	868852377760483479	2361624650991689925217755262081,6851288583877986222181483832721,19876213283878867619710640684961,754904454340045886375094287831943441	1	1
2	filip2	993	583	2617496625380439	510111718262197249	-868852377760483479	-1479880636562881809	1479880636562881809	6851288583877986222181483832721,260213965108411302353274961383168001,754904454340045886375094287831943441,2190046698473760275308336978903112481	1	1
2	filip2	1008	583	4603875616915344	542900967012150769	-938669253427526544	-1622947868704882944	1622947868704882944	21195670696027639300541662638336,294741459982728417479934887187291361,881099967330190052571082209824583936,2633959784533721966805586748742107136	1	1
3	adam	-1999	583	584181587088	310668062892	-3652456802028	-1942378370977	3652456802028	96514645301067667403664,341268126692654528319744,3772833736039264235934529,13340440690680604784912784	1	1
3	adam	-1402	583	548257235526	552562645635	-3195511906860	-3220605947350	3220605947350	300585996306611836496676,305325477351150584553225,10211296346884033315059600,10372302668106190972022500	1	1
3	adam	-1221	590	286831202790	397788142100	-1703645135181	-2362678211190	2362678211190	82272138893958103784100,158235405995369792410000,2902406746625887763902761,5582248329631978241216100	1	1
1	filip1	1612	595	15301467300681	18687304439440	-5038036312400	-13649268127040	18687304439440	25381809885060990393760000,186302520403830029579161600,234134901553809888463063761,349215347212313932627513600	1	1
1	filip1	1495	596	12119178150121	15583159266480	-4441684802880	-11141474463600	15583159266480	19728563888135144456294400,124132453223050907724960000,146874479034370263612314641,242834852724481491651590400	1	1
1	filip1	-1921	598	8404705433569	-8042817765528	-3635377946928	11678195712456	11678195712456	13215972817010440384637184,64686917609492810785118784,70639073425064272272077761,136380255098425701433551936	1	1
3	adam	-1958	603	2167746980850	1261779589395	-13303755313420	-7743711357954	13303755313420	1592087732213814796466025,4699126972984290266722500,59965065595305782719066116,176989905439350882432096400	1	1
1	filip1	1873	609	25197056790889	28107266771472	-6896585601864	-21210681169608	28107266771472	47562892963837831120274496,449892995678763394862873664,634891670923285471073410321,790018445362694026273046784	1	1
3	adam	-1947	614	2124196170162	1286993845748	-12941113044717	-7840675489218	12941113044717	1656353158993226817679504,4512209369330908459106244,61476192127223923634251524,167472406836144502041610089	1	1
1	filip1	-1451	615	2532111570121	-2494681316160	-1835202164400	4329883480560	4329883480560	3367966984218444627360000,6223434869197789877145600,6411589003540635899954641,18747890955226379897913600	1	1
2	filip2	-1451	619	6167316353720648489	-260201957969802601	-609940292430021929	1429763108749534441	6167316353720648489	67705058931318919308297398906365201,372027160329620666066245395420881041,2044222547141133048396207134245182481,38035791006870155031468215478697983121	1	1
2	filip2	1451	619	609940292430021929	2630991607824315241	-6167316353720648489	-14456827187800744681	14456827187800744681	372027160329620666066245395420881041,6922116840441975410865860190544888081,38035791006870155031468215478697983121,208999852337934787917894076738149791761	1	1
1	filip1	1819	625	23389420460121	27162835960000	-6946306250000	-20216529710000	27162835960000	48251170518789062500000000,408708073515312684100000000,547064989460326851351334641,737819657389869121600000000	1	1
1	filip1	1955	626	29568918428361	32610472794520	-7909397895920	-24701074898600	32610472794520	62558575075983723152646400,610143101146247000281960000,874320937023066750289146321,1063442935882129058142030400	1	1
3	adam	-1274	627	334384031982	483527834163	-1996297456972	-2886697011198	2886697011198	111812680844539198848324,233799166410361629910569,3985203536712874191408784,8333019634459466137395204	1	1
1	filip1	1644	629	17077167797209	21370334568816	-5913744145968	-15456590422848	21370334568816	34972369823970789690657024,238906187499676515440431104,291629659974032089348189681,456691199583132132639641856	1	1
1	filip1	-1718	631	5133065703129	-5123557308008	-2974208520104	8097765828112	8097765828112	8845916321059225772170816,26250839488442183780928064,26348363512639215160390641,65573811406938425129484544	1	1
1	filip1	-1704	637	4945895779969	-4943082432288	-2951024844768	7894107277056	7894107277056	8708547634437998496973824,24434063932394250104914944,24461885066315162861640961,62316929701668494744027136	1	1
1	filip1	-1369	637	1982117647129	-1869067706688	-1626497444208	3495565150896	3495565150896	2645493936015156072747264,3493414092183939599929344,3928790367060202961942641,12218975724158575249602816	1	1
1	filip1	1559	639	14707248010009	19251401024016	-5596744883688	-13654656140328	19251401024016	31323553293087804648481344,186449634310597154027947584,216303144027913690564180081,370616441387484293408768256	1	1
1	filip1	1593	640	15735256299361	20334485445120	-5828065689600	-14506419755520	20334485445120	33966349682292723548160000,210436214123340936570470400,247598290806580032449008321,413491298317797124531814400	1	1
1	filip1	1951	646	30074946987969	34001155622056	-8457738364208	-25543417257848	34001155622056	71533338237395815655467264,652466165208527039717591104,904502436329145625430744961,1156078583635270336313667136	1	1
1	filip1	-1586	651	3635546837521	-3610500293400	-2513834963640	6124335257040	6124335257040	6319366224418920122049600,13035712368641486083560000,13217200807808944373425441,37507482340623202869561600	1	1
1	filip1	1989	652	32240285870809	36180883909872	-8932198526784	-27248685383088	36180883909872	79784170521882259965382656,742490855106513625316415744,1039436033031486439438314481,1309056360499634581819056384	1	1
1	filip1	-1835	671	6688332164761	-6673052485440	-3846751046160	10519803531600	10519803531600	14797493611133054450745600,44529629473436961411993600,44733787146176564450187121,110666266343463832198560000	1	1
1	filip1	1472	673	13034764316161	18232132089600	-5720384567040	-12511747522560	18232132089600	32722799594829408254361600,156543826068286297708953600,169905080777864141965777921,332410640532622062428160000	1	1
3	adam	-1947	674	2126584555062	1515706865108	-12648159325197	-9014878752198	12648159325197	2297367300935520907851664,4522361869828244509823844,81268038916830969489831204,159975934315567830399088809	1	1
1	filip1	-1411	676	2232218271721	-2061144212400	-1895691819840	3956836032240	3956836032240	3593647475808291017625600,4248315464310016313760000,4982798412605088188301841,15656551386032786319417600	1	1
2	filip2	-728	685	156072874327468280	-89985531581533225	-95634258381541880	101637576790894144	156072874327468280	8097395894011113429715841778900625,9145911376187513325024286193934400,10330197015924903963023435013492736,24358742100837707314108914406158400	1	1
2	filip2	728	685	95634258381541880	146854284222961225	-156072874327468280	-165870149650214464	165870149650214464	9145911376187513325024286193934400,21566180794638278163987507853500625,24358742100837707314108914406158400,27512906544984541474049121194807296	1	1
1	filip1	1710	697	21176369964841	27621105734520	-7998301078920	-19622804655600	27621105734520	63972820149052836068366400,385054462551837034611360000,448438644887820015576155281,762925481997533628719630400	1	1
1	filip1	-1634	701	4063945541929	-3988350788904	-2996606541288	6984957330192	6984957330192	8979650763290030048698944,15906942015351159169521216,16515653367764593497041041,48789628904602952514756864	1	1
3	adam	-1906	707	1937227726742	1566020418963	-11381627961132	-9200705493798	11381627961132	2452419952609050049995369,3752851265257977021934564,84652981583604699016464804,129541455045621767302721424	1	1
3	adam	-1727	712	1266789385400	1254982962240	-7383504054465	-7314690110904	7383504054465	1574982235512685265817600,1604755346962109733160000,53504691418556771819697216,54516132122301093686436225	1	1
2	filip2	-1927	721	29180263711475751175	-1692005821412680081	-4522184768186178247	12086338485845721889	29180263711475751175	2862883699694398239695807851254166561,20450155077615078689467345731655993009,146079577994435457254970441843533728321,851487790271268581015862560030513880625	1	1
2	filip2	1927	721	4522184768186178247	10917991767500787025	-29180263711475751175	-77989414940379712225	77989414940379712225	20450155077615078689467345731655993009,119202544235214959521191633994408350625,851487790271268581015862560030513880625,6082348842742722272146775464373814450625	1	1
3	adam	-1920	721	1990099816320	1646107197119	-11673203097600	-9655467265920	11673203097600	2709668904406970321900161,3960497278916897738342400,93228048123252639993446400,136263670557818235125760000	1	1
1	filip1	1813	725	26286323826361	33867180118800	-9674430885000	-24192749233800	33867180118800	93594612948641883225000000,585289115489530487062440000,690970820304314004078502321,1146985889199241982113440000	1	1
2	filip2	-1943	736	31102363191063215648	-1761936814876902400	-4651417433839431200	12279489230910346225	31102363191063215648	3104421339618563838458865019125760000,21635684143825399324672863939533440000,150785855772043166231746043749371750625,967356996068804014567904821754152059904	1	1
2	filip2	1943	736	4651417433839431200	11781440714679632896	-31102363191063215648	-82108548478581288049	82108548478581288049	21635684143825399324672863939533440000,138802345313510939139478156361325346816,967356996068804014567904821754152059904,6741813733259533552386334974639910226401	1	1
1	filip1	1484	737	14738942191689	21580350657712	-7161061879664	-14419288778048	21580350657712	51280807244376900816752896,207915888864740985006690304,217236416929950142820672721,465711534509810750985074944	1	1
2	filip2	-1204	737	2855220105070879700	-198132734377369	-323679528073748	528779039078416	2855220105070879700	39256580431853059536099362161,104768436894044219667326767504,279607272168692995250597069056,8152281848400965313957760931872090000	1	1
2	filip2	1204	737	323679528073748	1747755163984417225	-2855220105070879700	-4664430130943472400	4664430130943472400	104768436894044219667326767504,3054648113234197145048842622876700625,8152281848400965313957760931872090000,21756908446453339079656964169561760000	1	1
1	filip1	-1921	738	7936542592969	-7936211025288	-4950907638768	12887118664056	12887118664056	24511486447611333176557824,62983445437902808175482944,62988708330011098008234961,166077827461460502186371136	1	1
3	adam	-1740	739	1288433005860	1355187792959	-7512925820400	-7902176764260	7902176764260	1660059610589434794339600,1836533954185085449975681,56444054382833013056160000,62444397613610643613347600	1	1
1	filip1	1864	743	29284299781009	37651022541792	-10730613635808	-26920408905984	37651022541792	115146069000988584859812864,724708415665382663751008256,857570213664003765357058081,1417599498442529316386571264	1	1
1	filip1	1879	747	30164952861169	38716564799952	-11013432561144	-27703132238808	38716564799952	121295696778866887298588736,767463535840883150341260864,909924381116547839388046561,1498972389908882249779202304	1	1
1	filip1	1623	749	19454777313049	27358337211072	-8638867863024	-18719469348048	27358337211072	74630037954788852426424576,350418532672508614161410304,378488360300326068145676401,748478614954726859079389184	1	1
1	filip1	1851	749	28875587707201	37488228960000	-10799493650400	-26688735309600	37488228960000	116629063105029917420160000,712288592425889807852160000,833799565436257504107254401,1405367310557382681600000000	1	1
3	adam	-1732	765	1238974223220	1413083699775	-7243372030576	-8261262224820	8261262224820	1535057125803602387168400,1996805542569802335050625,52466438373330685478891776,68248453547237896224032400	1	1
1	filip1	1469	775	15187084437721	22931327390400	-7919687490000	-15011639900400	22931327390400	62721449939262500100000000,225349332499281321920160000,230647533718467382727673841,525845775885709274012160000	1	1
1	filip1	-1705	782	4775269487121	-4543541819960	-3849457966640	8392999786600	8392999786600	14818326636928163352889600,20643772269725429054401600,22803198674628858384868641,70442445417867645539560000	1	1
1	filip1	1909	788	33287326413289	43767730752912	-12787902051648	-30979828701264	43767730752912	163530438882543127659515904,959749786359660696955197696,1108046099744847521235797521,1915614255259398826396479744	1	1
1	filip1	1457	792	15241661059249	23346599623776	-8221657137408	-15124942486368	23346599623776	67595646085091908992958464,228763885215939817865831424,232308231845027348688444001,545063713992897664744498176	1	1
2	filip2	-1447	798	7876289287288583826	-58194133202098404	-105522444540647106	191342076754782409	7876289287288583826	3386557139143571843771228899347216,11134986301833944225593421226175236,36611790336833042702378652935843281,62035932937056907763333824748628798276	1	1
2	filip2	1447	798	105522444540647106	4343661956638762884	-7876289287288583826	-14281943106148597489	14281943106148597489	11134986301833944225593421226175236,18867399193550886012679300229975997456,62035932937056907763333824748628798276,203973898887265449003207002881737105121	1	1
1	filip1	1268	799	10623408053449	17314381302192	-6692883725424	-10621497576768	17314381302192	44794692562045441023979776,112816210773288496053325824,112856798670085071240795601,299787799877695937624004864	1	1
1	filip1	1356	803	12762134642569	20302078879632	-7550981630544	-12751097249088	20302078879632	57017323584812924913735936,162590481055699561116831744,162872080635059777386919761,412174406834799724344455424	1	1
1	filip1	-1642	809	4089563819289	-3686987528168	-3580759796264	7267747324432	7267747324432	12821840718540602788357696,13593877032866378593436224,16724532232037632648465521,52820151171788494664122624	1	1
