p	u	t	w	a	b	c	d	flags	r0	r1	r2	r3
13	0	0	0	0	0	0	7	t0+qrep+qgcd+root0+rootrep+rad0	0	0	0	0
13	0	0	0	0	0	0	6	t0+qrep+qgcd+root0+rootrep+rad0	0	0	0	0
13	0	7	10	11	11	3	10	qgcd+rootrep+rad0	3	12	12	0
13	0	7	10	11	11	10	3	qgcd+rootrep+rad0	3	12	12	0
13	0	7	10	11	2	3	3	qgcd+rootrep+rad0	3	0	0	12
13	0	7	10	11	2	3	10	qgcd+rootrep+rad0	10	0	0	0
13	0	7	10	11	2	10	3	qgcd+rootrep+rad0	10	0	0	0
13	0	7	10	11	2	10	10	qgcd+rootrep+rad0	3	0	0	12
13	0	7	10	2	11	3	3	qgcd+rootrep+rad0	3	0	0	12
13	0	7	10	2	11	3	10	qgcd+rootrep+rad0	10	0	0	0
13	0	7	10	2	11	10	3	qgcd+rootrep+rad0	10	0	0	0
13	0	7	10	2	11	10	10	qgcd+rootrep+rad0	3	0	0	12
13	0	7	10	2	2	3	10	qgcd+rootrep+rad0	3	12	12	0
13	0	7	10	2	2	10	3	qgcd+rootrep+rad0	3	12	12	0
13	0	10	0	0	1	11	11	root0+rootrep+rad0	0	0	1	3
13	0	10	0	0	1	11	2	root0+rootrep+rad0	0	0	10	0
13	0	10	0	0	1	2	11	root0+rootrep+rad0	0	0	10	0
13	0	10	0	0	1	2	2	root0+rootrep+rad0	0	0	9	9
13	0	10	0	0	12	11	11	root0+rootrep+rad0	0	0	9	9
13	0	10	0	0	12	11	2	root0+rootrep+rad0	0	0	10	0
13	0	10	0	0	12	2	11	root0+rootrep+rad0	0	0	10	0
13	0	10	0	0	12	2	2	root0+rootrep+rad0	0	0	1	3
13	1	0	1	0	1	1	1	t0+qgcd+root0+rootrep+rad0	0	0	4	4
13	1	0	1	0	1	1	12	t0+qgcd+root0+rootrep+rad0	0	0	0	0
13	1	0	1	0	1	12	1	t0+qgcd+root0+rootrep+rad0	0	0	0	0
13	1	0	1	0	1	12	12	t0+qgcd+root0+rootrep+rad0	0	0	0	0
13	1	0	1	0	12	1	1	t0+qgcd+root0+rootrep+rad0	0	0	0	0
13	1	0	1	0	12	1	12	t0+qgcd+root0+rootrep+rad0	0	0	0	0
13	1	0	1	0	12	12	1	t0+qgcd+root0+rootrep+rad0	0	0	0	0
13	1	0	1	0	12	12	12	t0+qgcd+root0+rootrep+rad0	0	0	4	4
13	1	1	2	11	11	7	6	qgcd+rootrep+rad0	12	4	4	0
13	1	1	2	11	11	6	7	qgcd+rootrep+rad0	12	4	4	0
13	1	1	2	11	2	7	7	qgcd+rootrep+rad0	12	0	0	3
13	1	1	2	11	2	7	6	qgcd+rootrep+rad0	1	0	0	0
13	1	1	2	11	2	6	7	qgcd+rootrep+rad0	1	0	0	0
13	1	1	2	11	2	6	6	qgcd+rootrep+rad0	12	0	0	3
13	1	1	2	2	11	7	7	qgcd+rootrep+rad0	12	0	0	3
13	1	1	2	2	11	7	6	qgcd+rootrep+rad0	1	0	0	0
13	1	1	2	2	11	6	7	qgcd+rootrep+rad0	1	0	0	0
13	1	1	2	2	11	6	6	qgcd+rootrep+rad0	12	0	0	3
13	1	1	2	2	2	7	6	qgcd+rootrep+rad0	12	4	4	0
13	1	1	2	2	2	6	7	qgcd+rootrep+rad0	12	4	4	0
13	1	2	4	1	12	11	2	rootrep+rad0	4	0	0	0
13	1	2	4	1	12	2	11	rootrep+rad0	4	0	0	0
13	1	2	4	12	1	11	2	rootrep+rad0	4	0	0	0
13	1	2	4	12	1	2	11	rootrep+rad0	4	0	0	0
13	2	0	1	0	1	8	8	t0+qgcd+root0+rootrep+rad0	0	0	3	12
13	2	0	1	0	12	5	5	t0+qgcd+root0+rootrep+rad0	0	0	3	12
13	2	0	4	0	1	1	4	t0+qgcd+root0+rootrep+rad0	0	0	10	10
13	2	0	4	0	1	12	9	t0+qgcd+root0+rootrep+rad0	0	0	0	0
