family	n	d	parameter	status	jacobian_order
5	0	1	0	boundary	0
5	1	1	1	boundary	0
5	2	1	2	good_allowed	1536
5	4	1	4	good_allowed	1536
5	5	1	5	boundary	0
5	10	1	10	boundary	0
5	12	1	12	good_allowed	1536
5	15	1	15	boundary	0
5	19	1	19	good_allowed	1536
5	21	1	21	good_allowed	1536
5	23	1	23	boundary	0
5	26	1	26	boundary	0
5	28	1	28	good_allowed	1536
5	29	1	29	boundary	0
5	30	1	30	good_allowed	1536
5	34	1	34	good_allowed	1536
5	36	1	36	boundary	0
5	1	0	infinity	boundary	0
6	0	1	0	boundary	0
6	1	1	1	boundary	0
6	2	1	2	good_allowed	1536
6	3	1	3	boundary	0
6	8	1	8	good_allowed	1536
6	12	1	12	good_allowed	1536
6	14	1	14	good_allowed	1536
6	19	1	19	good_allowed	1536
6	22	1	22	good_allowed	1536
6	25	1	25	boundary	0
6	32	1	32	good_allowed	1536
6	34	1	34	good_allowed	1536
6	36	1	36	boundary	0
6	1	0	infinity	boundary	0
