family	n	d	parameter	status	jacobian_order
5	0	1	0	boundary	0
5	1	1	1	boundary	0
5	6	1	6	good_allowed	33792
5	8	1	8	good_allowed	25344
5	9	1	9	good_allowed	29568
5	11	1	11	boundary	0
5	16	1	16	good_allowed	25344
5	17	1	17	good_allowed	29568
5	18	1	18	good_allowed	33792
5	21	1	21	good_allowed	25344
5	23	1	23	good_allowed	25344
5	28	1	28	good_allowed	33792
5	29	1	29	good_allowed	29568
5	30	1	30	good_allowed	29568
5	31	1	31	good_allowed	29568
5	35	1	35	good_allowed	25344
5	36	1	36	boundary	0
5	39	1	39	good_allowed	29568
5	43	1	43	good_allowed	29568
5	48	1	48	good_allowed	29568
5	49	1	49	good_allowed	29568
5	52	1	52	good_allowed	33792
5	54	1	54	good_allowed	29568
5	57	1	57	good_allowed	29568
5	59	1	59	good_allowed	29568
5	60	1	60	good_allowed	29568
5	63	1	63	good_allowed	29568
5	64	1	64	good_allowed	29568
5	65	1	65	good_allowed	33792
5	66	1	66	good_allowed	25344
5	68	1	68	good_allowed	29568
5	73	1	73	good_allowed	33792
5	75	1	75	good_allowed	29568
5	76	1	76	boundary	0
5	77	1	77	good_allowed	33792
5	83	1	83	good_allowed	25344
5	87	1	87	good_allowed	29568
5	91	1	91	good_allowed	29568
5	92	1	92	good_allowed	29568
5	94	1	94	good_allowed	25344
5	96	1	96	good_allowed	29568
5	97	1	97	good_allowed	29568
5	100	1	100	good_allowed	29568
5	101	1	101	good_allowed	29568
5	103	1	103	good_allowed	29568
5	105	1	105	good_allowed	25344
5	106	1	106	good_allowed	33792
5	107	1	107	good_allowed	29568
5	108	1	108	good_allowed	29568
5	114	1	114	good_allowed	29568
5	116	1	116	boundary	0
5	118	1	118	good_allowed	29568
5	124	1	124	good_allowed	25344
5	126	1	126	good_allowed	29568
5	127	1	127	good_allowed	29568
5	129	1	129	good_allowed	29568
5	130	1	130	good_allowed	29568
5	133	1	133	good_allowed	29568
5	138	1	138	good_allowed	25344
5	140	1	140	good_allowed	29568
5	143	1	143	good_allowed	29568
5	144	1	144	good_allowed	29568
5	145	1	145	good_allowed	29568
5	146	1	146	good_allowed	29568
5	150	1	150	good_allowed	29568
5	151	1	151	good_allowed	33792
5	153	1	153	good_allowed	33792
5	154	1	154	good_allowed	33792
5	155	1	155	good_allowed	33792
5	156	1	156	good_allowed	29568
5	159	1	159	good_allowed	29568
5	160	1	160	good_allowed	29568
5	162	1	162	good_allowed	29568
5	165	1	165	good_allowed	25344
5	166	1	166	boundary	0
5	1	0	infinity	boundary	0
6	0	1	0	boundary	0
6	1	1	1	boundary	0
6	5	1	5	good_allowed	29568
6	7	1	7	good_allowed	29568
6	8	1	8	good_allowed	29568
6	11	1	11	good_allowed	33792
6	12	1	12	good_allowed	25344
6	13	1	13	good_allowed	29568
6	14	1	14	good_allowed	25344
6	17	1	17	good_allowed	33792
6	19	1	19	good_allowed	29568
6	20	1	20	good_allowed	29568
6	21	1	21	good_allowed	29568
6	23	1	23	good_allowed	29568
6	24	1	24	good_allowed	29568
6	25	1	25	good_allowed	25344
6	27	1	27	good_allowed	29568
6	30	1	30	good_allowed	25344
6	33	1	33	boundary	0
6	34	1	34	good_allowed	29568
6	37	1	37	good_allowed	33792
6	39	1	39	good_allowed	25344
6	41	1	41	good_allowed	29568
6	44	1	44	good_allowed	29568
6	48	1	48	good_allowed	25344
6	49	1	49	good_allowed	29568
6	53	1	53	good_allowed	29568
6	57	1	57	boundary	0
6	59	1	59	good_allowed	33792
6	61	1	61	good_allowed	29568
6	64	1	64	good_allowed	29568
6	66	1	66	good_allowed	29568
6	67	1	67	good_allowed	29568
6	73	1	73	good_allowed	33792
6	75	1	75	good_allowed	29568
6	76	1	76	good_allowed	33792
6	77	1	77	good_allowed	29568
6	80	1	80	good_allowed	29568
6	81	1	81	boundary	0
6	87	1	87	good_allowed	25344
6	88	1	88	good_allowed	33792
6	89	1	89	good_allowed	29568
6	90	1	90	good_allowed	29568
6	93	1	93	good_allowed	33792
6	95	1	95	good_allowed	33792
6	98	1	98	good_allowed	29568
6	99	1	99	good_allowed	29568
6	104	1	104	good_allowed	29568
6	107	1	107	good_allowed	29568
6	109	1	109	good_allowed	33792
6	110	1	110	good_allowed	29568
6	111	1	111	good_allowed	25344
6	113	1	113	good_allowed	29568
6	115	1	115	good_allowed	29568
6	119	1	119	good_allowed	29568
6	120	1	120	good_allowed	29568
6	121	1	121	good_allowed	29568
6	123	1	123	good_allowed	29568
6	124	1	124	good_allowed	29568
6	126	1	126	boundary	0
6	135	1	135	good_allowed	29568
6	138	1	138	good_allowed	29568
6	139	1	139	good_allowed	29568
6	142	1	142	good_allowed	29568
6	143	1	143	good_allowed	25344
6	147	1	147	good_allowed	25344
6	148	1	148	good_allowed	29568
6	151	1	151	good_allowed	33792
6	152	1	152	good_allowed	29568
6	154	1	154	good_allowed	29568
6	158	1	158	good_allowed	33792
6	160	1	160	good_allowed	25344
6	161	1	161	good_allowed	29568
6	164	1	164	good_allowed	25344
6	166	1	166	boundary	0
6	1	0	infinity	boundary	0
