family	n	d	parameter	status	jacobian_order
5	0	1	0	boundary	0
5	1	1	1	boundary	0
5	2	1	2	good_allowed	25344
5	3	1	3	good_allowed	29568
5	4	1	4	good_allowed	29568
5	6	1	6	good_allowed	25344
5	8	1	8	good_allowed	29568
5	15	1	15	good_allowed	25344
5	17	1	17	good_allowed	29568
5	19	1	19	good_allowed	29568
5	21	1	21	good_allowed	25344
5	23	1	23	good_allowed	29568
5	27	1	27	good_allowed	29568
5	29	1	29	good_allowed	25344
5	30	1	30	boundary	0
5	33	1	33	good_allowed	29568
5	34	1	34	good_allowed	25344
5	36	1	36	good_allowed	25344
5	37	1	37	good_allowed	29568
5	39	1	39	good_allowed	25344
5	41	1	41	good_allowed	29568
5	42	1	42	good_allowed	29568
5	48	1	48	good_allowed	25344
5	49	1	49	good_allowed	25344
5	56	1	56	good_allowed	25344
5	57	1	57	good_allowed	25344
5	59	1	59	good_allowed	29568
5	61	1	61	good_allowed	29568
5	64	1	64	good_allowed	29568
5	65	1	65	good_allowed	25344
5	68	1	68	good_allowed	29568
5	73	1	73	good_allowed	25344
5	77	1	77	good_allowed	25344
5	79	1	79	good_allowed	25344
5	81	1	81	good_allowed	29568
5	82	1	82	good_allowed	25344
5	86	1	86	good_allowed	29568
5	88	1	88	good_allowed	29568
5	89	1	89	boundary	0
5	90	1	90	good_allowed	25344
5	91	1	91	good_allowed	29568
5	95	1	95	good_allowed	25344
5	97	1	97	good_allowed	25344
5	98	1	98	good_allowed	29568
5	102	1	102	good_allowed	25344
5	104	1	104	good_allowed	25344
5	105	1	105	good_allowed	29568
5	113	1	113	good_allowed	29568
5	114	1	114	good_allowed	25344
5	118	1	118	good_allowed	29568
5	119	1	119	good_allowed	25344
5	122	1	122	good_allowed	25344
5	124	1	124	good_allowed	29568
5	126	1	126	good_allowed	29568
5	127	1	127	good_allowed	29568
5	131	1	131	good_allowed	25344
5	132	1	132	good_allowed	29568
5	136	1	136	good_allowed	29568
5	137	1	137	good_allowed	25344
5	138	1	138	good_allowed	29568
5	139	1	139	good_allowed	29568
5	141	1	141	good_allowed	25344
5	142	1	142	good_allowed	29568
5	143	1	143	good_allowed	25344
5	146	1	146	good_allowed	25344
5	148	1	148	good_allowed	25344
5	149	1	149	good_allowed	29568
5	153	1	153	good_allowed	25344
5	156	1	156	boundary	0
5	1	0	infinity	boundary	0
6	0	1	0	boundary	0
6	1	1	1	boundary	0
6	2	1	2	good_allowed	23040
6	5	1	5	good_allowed	26880
6	6	1	6	good_allowed	26880
6	8	1	8	good_allowed	23040
6	9	1	9	good_allowed	26880
6	11	1	11	good_allowed	26880
6	13	1	13	good_allowed	26880
6	19	1	19	good_allowed	23040
6	20	1	20	good_allowed	26880
6	25	1	25	good_allowed	23040
6	29	1	29	good_allowed	26880
6	31	1	31	good_allowed	23040
6	32	1	32	good_allowed	23040
6	33	1	33	good_allowed	26880
6	34	1	34	good_allowed	26880
6	35	1	35	good_allowed	26880
6	38	1	38	good_allowed	26880
6	44	1	44	good_allowed	23040
6	47	1	47	good_allowed	26880
6	49	1	49	good_allowed	23040
6	51	1	51	good_allowed	23040
6	54	1	54	good_allowed	23040
6	55	1	55	good_allowed	26880
6	56	1	56	boundary	0
6	57	1	57	good_allowed	23040
6	58	1	58	good_allowed	23040
6	59	1	59	good_allowed	23040
6	61	1	61	good_allowed	26880
6	62	1	62	good_allowed	26880
6	63	1	63	good_allowed	26880
6	65	1	65	good_allowed	26880
6	74	1	74	good_allowed	26880
6	76	1	76	good_allowed	23040
6	77	1	77	good_allowed	26880
6	79	1	79	good_allowed	23040
6	81	1	81	good_allowed	23040
6	87	1	87	good_allowed	26880
6	88	1	88	good_allowed	26880
6	91	1	91	good_allowed	26880
6	95	1	95	good_allowed	23040
6	97	1	97	good_allowed	26880
6	98	1	98	good_allowed	26880
6	100	1	100	good_allowed	26880
6	102	1	102	good_allowed	23040
6	104	1	104	good_allowed	26880
6	111	1	111	good_allowed	23040
6	112	1	112	good_allowed	23040
6	113	1	113	good_allowed	23040
6	117	1	117	good_allowed	23040
6	119	1	119	good_allowed	23040
6	122	1	122	good_allowed	23040
6	124	1	124	good_allowed	23040
6	126	1	126	good_allowed	23040
6	131	1	131	good_allowed	26880
6	132	1	132	good_allowed	23040
6	137	1	137	good_allowed	23040
6	138	1	138	good_allowed	26880
6	139	1	139	good_allowed	26880
6	141	1	141	good_allowed	23040
6	143	1	143	boundary	0
6	145	1	145	good_allowed	26880
6	146	1	146	good_allowed	23040
6	147	1	147	good_allowed	26880
6	148	1	148	good_allowed	23040
6	149	1	149	good_allowed	26880
6	150	1	150	good_allowed	23040
6	156	1	156	boundary	0
6	1	0	infinity	boundary	0
