p	A	B	C	rho	sigma	pairing	a	b	c	d	mc	nc	U1	U0	V1	V0	M	N	G1	G0	W1	W0	ordD	ordH	relrankMN
53	7	10	25	33	5	1	25	13	6	1	52	43	12	36	10	18	11	35	44	29	14	23	12	24	2
53	7	10	25	33	5	1	25	13	6	1	52	43	12	36	10	18	21	7	38	13	35	37	12	24	2
53	7	10	25	33	5	1	25	13	6	1	52	43	12	36	10	18	23	38	7	40	8	17	12	24	2
53	7	10	25	33	5	1	25	13	6	1	52	43	12	36	10	18	25	19	52	25	44	1	12	24	2
53	7	10	25	33	5	1	25	13	6	1	52	43	12	36	10	18	28	2	13	43	36	11	12	24	2
53	7	10	25	33	5	1	25	13	6	1	52	43	12	36	10	18	40	36	36	25	39	19	12	24	2
53	7	10	25	33	5	1	25	13	6	1	52	43	12	36	10	18	40	51	43	17	14	34	12	24	2
53	7	10	25	33	5	1	25	13	6	1	52	43	12	36	10	18	44	11	28	43	1	50	12	24	2
53	7	10	25	33	5	1	25	13	6	1	52	43	12	36	10	18	48	29	50	7	31	47	12	24	2
53	7	10	25	33	5	1	25	13	6	1	52	43	12	36	10	18	51	6	36	46	40	24	12	24	2
53	7	10	25	33	5	2	25	6	13	1	52	43	12	36	10	18	11	35	44	29	14	23	12	24	2
53	7	10	25	33	5	2	25	6	13	1	52	43	12	36	10	18	21	7	38	13	35	37	12	24	2
53	7	10	25	33	5	2	25	6	13	1	52	43	12	36	10	18	23	38	7	40	8	17	12	24	2
53	7	10	25	33	5	2	25	6	13	1	52	43	12	36	10	18	25	19	52	25	44	1	12	24	2
53	7	10	25	33	5	2	25	6	13	1	52	43	12	36	10	18	28	2	13	43	36	11	12	24	2
53	7	10	25	33	5	2	25	6	13	1	52	43	12	36	10	18	40	36	36	25	39	19	12	24	2
53	7	10	25	33	5	2	25	6	13	1	52	43	12	36	10	18	40	51	43	17	14	34	12	24	2
53	7	10	25	33	5	2	25	6	13	1	52	43	12	36	10	18	44	11	28	43	1	50	12	24	2
53	7	10	25	33	5	2	25	6	13	1	52	43	12	36	10	18	48	29	50	7	31	47	12	24	2
53	7	10	25	33	5	2	25	6	13	1	52	43	12	36	10	18	51	6	36	46	40	24	12	24	2
53	7	10	25	33	5	3	13	6	25	1	52	43	12	36	10	18	11	35	44	29	14	23	12	24	2
53	7	10	25	33	5	3	13	6	25	1	52	43	12	36	10	18	21	7	38	13	35	37	12	24	2
53	7	10	25	33	5	3	13	6	25	1	52	43	12	36	10	18	23	38	7	40	8	17	12	24	2
53	7	10	25	33	5	3	13	6	25	1	52	43	12	36	10	18	25	19	52	25	44	1	12	24	2
53	7	10	25	33	5	3	13	6	25	1	52	43	12	36	10	18	28	2	13	43	36	11	12	24	2
53	7	10	25	33	5	3	13	6	25	1	52	43	12	36	10	18	40	36	36	25	39	19	12	24	2
53	7	10	25	33	5	3	13	6	25	1	52	43	12	36	10	18	40	51	43	17	14	34	12	24	2
53	7	10	25	33	5	3	13	6	25	1	52	43	12	36	10	18	44	11	28	43	1	50	12	24	2
53	7	10	25	33	5	3	13	6	25	1	52	43	12	36	10	18	48	29	50	7	31	47	12	24	2
53	7	10	25	33	5	3	13	6	25	1	52	43	12	36	10	18	51	6	36	46	40	24	12	24	2
53	7	10	25	20	48	1	28	40	47	52	25	2	37	49	4	2	7	17	22	43	48	12	12	24	2
53	7	10	25	20	48	1	28	40	47	52	25	2	37	49	4	2	9	36	31	7	16	30	12	24	2
53	7	10	25	20	48	1	28	40	47	52	25	2	37	49	4	2	11	37	35	37	30	50	12	24	2
53	7	10	25	20	48	1	28	40	47	52	25	2	37	49	4	2	12	45	32	16	23	3	12	24	2
53	7	10	25	20	48	1	28	40	47	52	25	2	37	49	4	2	15	20	13	25	20	38	12	24	2
53	7	10	25	20	48	1	28	40	47	52	25	2	37	49	4	2	21	46	41	24	27	12	12	24	2
53	7	10	25	20	48	1	28	40	47	52	25	2	37	49	4	2	26	1	41	7	50	23	12	24	2
53	7	10	25	20	48	1	28	40	47	52	25	2	37	49	4	2	26	29	38	25	3	30	12	24	2
53	7	10	25	20	48	1	28	40	47	52	25	2	37	49	4	2	32	13	18	40	17	33	12	24	2
53	7	10	25	20	48	1	28	40	47	52	25	2	37	49	4	2	33	5	26	40	19	4	12	24	2
53	7	10	25	20	48	1	28	40	47	52	25	2	37	49	4	2	41	50	2	9	6	48	12	24	2
53	7	10	25	20	48	1	28	40	47	52	25	2	37	49	4	2	42	28	5	44	45	5	12	24	2
53	7	10	25	20	48	1	28	40	47	52	25	2	37	49	4	2	44	12	8	47	16	3	12	24	2
53	7	10	25	20	48	1	28	40	47	52	25	2	37	49	4	2	49	31	19	7	40	47	12	24	2
53	7	10	25	20	48	1	28	40	47	52	25	2	37	49	4	2	51	45	29	43	32	47	12	24	2
53	7	10	25	20	48	1	28	40	47	52	25	2	37	49	4	2	52	10	8	40	13	20	12	24	2
53	7	10	25	20	48	2	28	47	40	52	25	2	37	49	4	2	7	17	22	43	48	12	12	24	2
53	7	10	25	20	48	2	28	47	40	52	25	2	37	49	4	2	9	36	31	7	16	30	12	24	2
53	7	10	25	20	48	2	28	47	40	52	25	2	37	49	4	2	11	37	35	37	30	50	12	24	2
53	7	10	25	20	48	2	28	47	40	52	25	2	37	49	4	2	12	45	32	16	23	3	12	24	2
53	7	10	25	20	48	2	28	47	40	52	25	2	37	49	4	2	15	20	13	25	20	38	12	24	2
53	7	10	25	20	48	2	28	47	40	52	25	2	37	49	4	2	21	46	41	24	27	12	12	24	2
53	7	10	25	20	48	2	28	47	40	52	25	2	37	49	4	2	26	1	41	7	50	23	12	24	2
53	7	10	25	20	48	2	28	47	40	52	25	2	37	49	4	2	26	29	38	25	3	30	12	24	2
53	7	10	25	20	48	2	28	47	40	52	25	2	37	49	4	2	32	13	18	40	17	33	12	24	2
53	7	10	25	20	48	2	28	47	40	52	25	2	37	49	4	2	33	5	26	40	19	4	12	24	2
53	7	10	25	20	48	2	28	47	40	52	25	2	37	49	4	2	41	50	2	9	6	48	12	24	2
53	7	10	25	20	48	2	28	47	40	52	25	2	37	49	4	2	42	28	5	44	45	5	12	24	2
53	7	10	25	20	48	2	28	47	40	52	25	2	37	49	4	2	44	12	8	47	16	3	12	24	2
53	7	10	25	20	48	2	28	47	40	52	25	2	37	49	4	2	49	31	19	7	40	47	12	24	2
53	7	10	25	20	48	2	28	47	40	52	25	2	37	49	4	2	51	45	29	43	32	47	12	24	2
53	7	10	25	20	48	2	28	47	40	52	25	2	37	49	4	2	52	10	8	40	13	20	12	24	2
