u	t	w	u0	t0	w0
28	77	110	6	0	0
28	80	1	6	3	1
28	80	12	6	3	1
28	80	23	6	3	1
28	80	34	6	3	1
28	80	45	6	3	1
28	80	56	6	3	1
28	80	67	6	3	1
28	80	78	6	3	1
28	80	89	6	3	1
28	80	100	6	3	1
28	80	111	6	3	1
28	88	110	6	0	0
28	91	1	6	3	1
28	91	12	6	3	1
28	91	23	6	3	1
28	91	34	6	3	1
28	91	45	6	3	1
28	91	56	6	3	1
28	91	67	6	3	1
28	91	78	6	3	1
28	91	89	6	3	1
28	91	100	6	3	1
28	91	111	6	3	1
28	99	110	6	0	0
28	102	1	6	3	1
28	102	12	6	3	1
28	102	23	6	3	1
28	102	34	6	3	1
28	102	45	6	3	1
28	102	56	6	3	1
28	102	67	6	3	1
28	102	78	6	3	1
28	102	89	6	3	1
28	102	100	6	3	1
28	102	111	6	3	1
28	110	110	6	0	0
28	113	1	6	3	1
28	113	12	6	3	1
28	113	23	6	3	1
28	113	34	6	3	1
28	113	45	6	3	1
28	113	56	6	3	1
28	113	67	6	3	1
28	113	78	6	3	1
28	113	89	6	3	1
28	113	100	6	3	1
28	113	111	6	3	1
29	28	22	7	6	0
31	0	1	9	0	1
31	0	12	9	0	1
31	0	23	9	0	1
31	0	34	9	0	1
31	0	45	9	0	1
31	0	56	9	0	1
31	0	67	9	0	1
31	0	78	9	0	1
31	0	89	9	0	1
31	0	100	9	0	1
31	0	111	9	0	1
31	11	1	9	0	1
31	11	12	9	0	1
31	11	23	9	0	1
31	11	34	9	0	1
31	11	45	9	0	1
31	11	56	9	0	1
31	11	67	9	0	1
31	11	78	9	0	1
31	11	89	9	0	1
31	11	100	9	0	1
31	11	111	9	0	1
31	22	1	9	0	1
31	22	12	9	0	1
31	22	23	9	0	1
31	22	34	9	0	1
31	22	45	9	0	1
31	22	56	9	0	1
31	22	67	9	0	1
31	22	78	9	0	1
31	22	89	9	0	1
31	22	100	9	0	1
31	22	111	9	0	1
31	29	32	9	7	10
31	33	1	9	0	1
31	33	12	9	0	1
31	33	23	9	0	1
31	33	34	9	0	1
31	33	45	9	0	1
31	33	56	9	0	1
31	33	67	9	0	1
31	33	78	9	0	1
31	33	89	9	0	1
31	33	100	9	0	1
31	33	111	9	0	1
31	44	1	9	0	1
31	44	12	9	0	1
31	44	23	9	0	1
31	44	34	9	0	1
31	44	45	9	0	1
31	44	56	9	0	1
31	44	67	9	0	1
31	44	78	9	0	1
31	44	89	9	0	1
31	44	100	9	0	1
31	44	111	9	0	1
31	55	1	9	0	1
31	55	12	9	0	1
31	55	23	9	0	1
31	55	34	9	0	1
31	55	45	9	0	1
31	55	56	9	0	1
31	55	67	9	0	1
31	55	78	9	0	1
31	55	89	9	0	1
31	55	100	9	0	1
31	55	111	9	0	1
31	66	1	9	0	1
31	66	12	9	0	1
31	66	23	9	0	1
31	66	34	9	0	1
31	66	45	9	0	1
31	66	56	9	0	1
31	66	67	9	0	1
31	66	78	9	0	1
31	66	89	9	0	1
31	66	100	9	0	1
31	66	111	9	0	1
31	77	1	9	0	1
31	77	12	9	0	1
31	77	23	9	0	1
31	77	34	9	0	1
31	77	45	9	0	1
31	77	56	9	0	1
31	77	67	9	0	1
31	77	78	9	0	1
31	77	89	9	0	1
31	77	100	9	0	1
31	77	111	9	0	1
31	88	1	9	0	1
31	88	12	9	0	1
31	88	23	9	0	1
31	88	34	9	0	1
31	88	45	9	0	1
31	88	56	9	0	1
31	88	67	9	0	1
31	88	78	9	0	1
31	88	89	9	0	1
31	88	100	9	0	1
31	88	111	9	0	1
31	99	1	9	0	1
31	99	12	9	0	1
31	99	23	9	0	1
31	99	34	9	0	1
31	99	45	9	0	1
31	99	56	9	0	1
31	99	67	9	0	1
31	99	78	9	0	1
31	99	89	9	0	1
31	99	100	9	0	1
31	99	111	9	0	1
31	110	1	9	0	1
31	110	12	9	0	1
31	110	23	9	0	1
31	110	34	9	0	1
31	110	45	9	0	1
31	110	56	9	0	1
31	110	67	9	0	1
31	110	78	9	0	1
31	110	89	9	0	1
31	110	100	9	0	1
31	110	111	9	0	1
32	0	39	10	0	6
32	5	6	10	5	6
32	5	17	10	5	6
32	5	28	10	5	6
32	5	39	10	5	6
32	5	50	10	5	6
32	5	61	10	5	6
32	5	72	10	5	6
32	5	83	10	5	6
32	5	94	10	5	6
32	5	105	10	5	6
32	5	116	10	5	6
32	11	39	10	0	6
32	16	6	10	5	6
32	16	17	10	5	6
32	16	28	10	5	6
32	16	39	10	5	6
32	16	50	10	5	6
32	16	61	10	5	6
32	16	72	10	5	6
32	16	83	10	5	6
32	16	94	10	5	6
32	16	105	10	5	6
32	16	116	10	5	6
32	22	39	10	0	6
32	27	6	10	5	6
32	27	17	10	5	6
32	27	28	10	5	6
32	27	39	10	5	6
32	27	50	10	5	6
32	27	61	10	5	6
32	27	72	10	5	6
32	27	83	10	5	6
32	27	94	10	5	6
32	27	105	10	5	6
32	27	116	10	5	6
32	33	39	10	0	6
32	38	6	10	5	6
32	38	17	10	5	6
32	38	28	10	5	6
32	38	39	10	5	6
32	38	50	10	5	6
32	38	61	10	5	6
32	38	72	10	5	6
32	38	83	10	5	6
32	38	94	10	5	6
32	38	105	10	5	6
32	38	116	10	5	6
32	44	39	10	0	6
32	49	6	10	5	6
32	49	17	10	5	6
32	49	28	10	5	6
32	49	39	10	5	6
32	49	50	10	5	6
32	49	61	10	5	6
32	49	72	10	5	6
32	49	83	10	5	6
32	49	94	10	5	6
32	49	105	10	5	6
32	49	116	10	5	6
32	55	39	10	0	6
32	60	6	10	5	6
32	60	17	10	5	6
32	60	28	10	5	6
32	60	39	10	5	6
32	60	50	10	5	6
32	60	61	10	5	6
32	60	72	10	5	6
32	60	83	10	5	6
32	60	94	10	5	6
32	60	105	10	5	6
32	60	116	10	5	6
32	66	39	10	0	6
32	71	6	10	5	6
32	71	17	10	5	6
32	71	28	10	5	6
32	71	39	10	5	6
32	71	50	10	5	6
32	71	61	10	5	6
32	71	72	10	5	6
32	71	83	10	5	6
32	71	94	10	5	6
32	71	105	10	5	6
32	71	116	10	5	6
32	77	39	10	0	6
32	82	6	10	5	6
32	82	17	10	5	6
32	82	28	10	5	6
32	82	39	10	5	6
32	82	50	10	5	6
32	82	61	10	5	6
32	82	72	10	5	6
32	82	83	10	5	6
32	82	94	10	5	6
32	82	105	10	5	6
32	82	116	10	5	6
32	88	39	10	0	6
32	93	6	10	5	6
32	93	17	10	5	6
32	93	28	10	5	6
32	93	39	10	5	6
32	93	50	10	5	6
32	93	61	10	5	6
32	93	72	10	5	6
32	93	83	10	5	6
32	93	94	10	5	6
32	93	105	10	5	6
32	93	116	10	5	6
32	99	39	10	0	6
32	104	6	10	5	6
32	104	17	10	5	6
32	104	28	10	5	6
32	104	39	10	5	6
32	104	50	10	5	6
32	104	61	10	5	6
32	104	72	10	5	6
32	104	83	10	5	6
32	104	94	10	5	6
32	104	105	10	5	6
32	104	116	10	5	6
32	110	39	10	0	6
32	115	6	10	5	6
32	115	17	10	5	6
32	115	28	10	5	6
32	115	39	10	5	6
32	115	50	10	5	6
32	115	61	10	5	6
32	115	72	10	5	6
32	115	83	10	5	6
32	115	94	10	5	6
32	115	105	10	5	6
32	115	116	10	5	6
33	0	0	0	0	0
33	11	0	0	0	0
33	22	0	0	0	0
33	33	0	0	0	0
33	44	0	0	0	0
33	55	0	0	0	0
33	66	0	0	0	0
33	77	0	0	0	0
33	88	0	0	0	0
33	99	0	0	0	0
33	110	0	0	0	0
34	0	1	1	0	1
34	0	12	1	0	1
34	0	23	1	0	1
34	0	34	1	0	1
34	0	39	1	0	6
34	0	45	1	0	1
34	0	56	1	0	1
34	0	67	1	0	1
34	0	78	1	0	1
34	0	89	1	0	1
34	0	100	1	0	1
34	0	111	1	0	1
34	7	115	1	7	5
34	11	1	1	0	1
34	11	12	1	0	1
34	11	23	1	0	1
34	11	34	1	0	1
34	11	39	1	0	6
34	11	45	1	0	1
34	11	56	1	0	1
34	11	67	1	0	1
34	11	78	1	0	1
34	11	89	1	0	1
34	11	100	1	0	1
34	11	111	1	0	1
34	18	71	1	7	5
34	22	1	1	0	1
34	22	12	1	0	1
34	22	23	1	0	1
34	22	34	1	0	1
34	22	39	1	0	6
34	22	45	1	0	1
34	22	56	1	0	1
34	22	67	1	0	1
34	22	78	1	0	1
34	22	89	1	0	1
34	22	100	1	0	1
34	22	111	1	0	1
34	29	27	1	7	5
34	33	1	1	0	1
34	33	12	1	0	1
34	33	23	1	0	1
34	33	34	1	0	1
34	33	39	1	0	6
34	33	45	1	0	1
34	33	56	1	0	1
34	33	67	1	0	1
34	33	78	1	0	1
34	33	89	1	0	1
34	33	100	1	0	1
34	33	111	1	0	1
34	40	104	1	7	5
34	44	1	1	0	1
34	44	12	1	0	1
34	44	23	1	0	1
34	44	34	1	0	1
34	44	39	1	0	6
34	44	45	1	0	1
34	44	56	1	0	1
34	44	67	1	0	1
34	44	78	1	0	1
34	44	89	1	0	1
34	44	100	1	0	1
34	44	111	1	0	1
34	51	60	1	7	5
34	55	1	1	0	1
34	55	12	1	0	1
34	55	23	1	0	1
34	55	34	1	0	1
34	55	39	1	0	6
34	55	45	1	0	1
34	55	56	1	0	1
34	55	67	1	0	1
34	55	78	1	0	1
34	55	89	1	0	1
34	55	100	1	0	1
34	55	111	1	0	1
34	62	16	1	7	5
34	66	1	1	0	1
34	66	12	1	0	1
34	66	23	1	0	1
34	66	34	1	0	1
34	66	39	1	0	6
34	66	45	1	0	1
34	66	56	1	0	1
34	66	67	1	0	1
34	66	78	1	0	1
34	66	89	1	0	1
34	66	100	1	0	1
34	66	111	1	0	1
34	73	93	1	7	5
34	77	1	1	0	1
34	77	12	1	0	1
34	77	23	1	0	1
34	77	34	1	0	1
34	77	39	1	0	6
34	77	45	1	0	1
34	77	56	1	0	1
34	77	67	1	0	1
34	77	78	1	0	1
34	77	89	1	0	1
34	77	100	1	0	1
34	77	111	1	0	1
34	84	49	1	7	5
34	88	1	1	0	1
34	88	12	1	0	1
34	88	23	1	0	1
34	88	34	1	0	1
34	88	39	1	0	6
34	88	45	1	0	1
34	88	56	1	0	1
34	88	67	1	0	1
34	88	78	1	0	1
34	88	89	1	0	1
34	88	100	1	0	1
34	88	111	1	0	1
34	95	5	1	7	5
34	99	1	1	0	1
34	99	12	1	0	1
34	99	23	1	0	1
34	99	34	1	0	1
34	99	39	1	0	6
34	99	45	1	0	1
34	99	56	1	0	1
34	99	67	1	0	1
34	99	78	1	0	1
34	99	89	1	0	1
34	99	100	1	0	1
34	99	111	1	0	1
34	106	82	1	7	5
34	110	1	1	0	1
34	110	12	1	0	1
34	110	23	1	0	1
34	110	34	1	0	1
34	110	39	1	0	6
34	110	45	1	0	1
34	110	56	1	0	1
34	110	67	1	0	1
34	110	78	1	0	1
34	110	89	1	0	1
34	110	100	1	0	1
34	110	111	1	0	1
34	117	38	1	7	5
35	31	70	2	9	4
36	0	6	3	0	6
36	0	17	3	0	6
36	0	28	3	0	6
36	0	39	3	0	6
36	0	50	3	0	6
36	0	61	3	0	6
36	0	72	3	0	6
36	0	83	3	0	6
36	0	94	3	0	6
36	0	105	3	0	6
36	0	116	3	0	6
36	11	6	3	0	6
36	11	17	3	0	6
36	11	28	3	0	6
36	11	39	3	0	6
36	11	50	3	0	6
36	11	61	3	0	6
36	11	72	3	0	6
36	11	83	3	0	6
36	11	94	3	0	6
36	11	105	3	0	6
36	11	116	3	0	6
36	22	6	3	0	6
36	22	17	3	0	6
36	22	28	3	0	6
36	22	39	3	0	6
36	22	50	3	0	6
36	22	61	3	0	6
36	22	72	3	0	6
36	22	83	3	0	6
36	22	94	3	0	6
36	22	105	3	0	6
36	22	116	3	0	6
36	33	6	3	0	6
36	33	17	3	0	6
36	33	28	3	0	6
36	33	39	3	0	6
36	33	50	3	0	6
36	33	61	3	0	6
36	33	72	3	0	6
36	33	83	3	0	6
36	33	94	3	0	6
36	33	105	3	0	6
36	33	116	3	0	6
36	44	6	3	0	6
36	44	17	3	0	6
36	44	28	3	0	6
36	44	39	3	0	6
36	44	50	3	0	6
36	44	61	3	0	6
36	44	72	3	0	6
36	44	83	3	0	6
36	44	94	3	0	6
36	44	105	3	0	6
36	44	116	3	0	6
36	55	6	3	0	6
36	55	17	3	0	6
36	55	28	3	0	6
36	55	39	3	0	6
36	55	50	3	0	6
36	55	61	3	0	6
36	55	72	3	0	6
36	55	83	3	0	6
36	55	94	3	0	6
36	55	105	3	0	6
36	55	116	3	0	6
36	66	6	3	0	6
36	66	17	3	0	6
36	66	28	3	0	6
36	66	39	3	0	6
36	66	50	3	0	6
36	66	61	3	0	6
36	66	72	3	0	6
36	66	83	3	0	6
36	66	94	3	0	6
36	66	105	3	0	6
36	66	116	3	0	6
36	77	6	3	0	6
36	77	17	3	0	6
36	77	28	3	0	6
36	77	39	3	0	6
36	77	50	3	0	6
36	77	61	3	0	6
36	77	72	3	0	6
36	77	83	3	0	6
36	77	94	3	0	6
36	77	105	3	0	6
36	77	116	3	0	6
36	88	6	3	0	6
36	88	17	3	0	6
36	88	28	3	0	6
36	88	39	3	0	6
36	88	50	3	0	6
36	88	61	3	0	6
36	88	72	3	0	6
36	88	83	3	0	6
36	88	94	3	0	6
36	88	105	3	0	6
36	88	116	3	0	6
36	92	53	3	4	9
36	99	6	3	0	6
36	99	17	3	0	6
36	99	28	3	0	6
36	99	39	3	0	6
36	99	50	3	0	6
36	99	61	3	0	6
36	99	72	3	0	6
36	99	83	3	0	6
36	99	94	3	0	6
36	99	105	3	0	6
36	99	116	3	0	6
36	110	6	3	0	6
36	110	17	3	0	6
36	110	28	3	0	6
36	110	39	3	0	6
36	110	50	3	0	6
36	110	61	3	0	6
36	110	72	3	0	6
36	110	83	3	0	6
36	110	94	3	0	6
36	110	105	3	0	6
36	110	116	3	0	6
37	0	10	4	0	10
37	0	21	4	0	10
37	0	32	4	0	10
37	0	43	4	0	10
37	0	54	4	0	10
37	0	65	4	0	10
37	0	76	4	0	10
37	0	87	4	0	10
37	0	98	4	0	10
37	0	109	4	0	10
37	0	120	4	0	10
37	5	10	4	5	10
37	5	21	4	5	10
37	5	32	4	5	10
37	5	43	4	5	10
37	5	54	4	5	10
37	5	65	4	5	10
37	5	76	4	5	10
37	5	87	4	5	10
37	5	98	4	5	10
37	5	109	4	5	10
37	5	120	4	5	10
37	9	76	4	9	10
37	11	10	4	0	10
37	11	21	4	0	10
37	11	32	4	0	10
37	11	43	4	0	10
37	11	54	4	0	10
37	11	65	4	0	10
37	11	76	4	0	10
37	11	87	4	0	10
37	11	98	4	0	10
37	11	109	4	0	10
37	11	120	4	0	10
37	16	10	4	5	10
37	16	21	4	5	10
37	16	32	4	5	10
37	16	43	4	5	10
37	16	54	4	5	10
37	16	65	4	5	10
37	16	76	4	5	10
37	16	87	4	5	10
37	16	98	4	5	10
37	16	109	4	5	10
37	16	120	4	5	10
37	20	21	4	9	10
37	22	10	4	0	10
37	22	21	4	0	10
37	22	32	4	0	10
37	22	43	4	0	10
37	22	54	4	0	10
37	22	65	4	0	10
37	22	76	4	0	10
37	22	87	4	0	10
37	22	98	4	0	10
37	22	109	4	0	10
37	22	120	4	0	10
37	27	10	4	5	10
37	27	21	4	5	10
37	27	32	4	5	10
37	27	43	4	5	10
37	27	54	4	5	10
37	27	65	4	5	10
37	27	76	4	5	10
37	27	87	4	5	10
37	27	98	4	5	10
37	27	109	4	5	10
37	27	120	4	5	10
37	31	87	4	9	10
37	32	98	4	10	10
37	33	10	4	0	10
37	33	21	4	0	10
37	33	32	4	0	10
37	33	43	4	0	10
37	33	54	4	0	10
37	33	65	4	0	10
37	33	76	4	0	10
37	33	87	4	0	10
37	33	98	4	0	10
37	33	109	4	0	10
37	33	120	4	0	10
37	38	10	4	5	10
37	38	21	4	5	10
37	38	32	4	5	10
37	38	43	4	5	10
37	38	54	4	5	10
37	38	65	4	5	10
37	38	76	4	5	10
37	38	87	4	5	10
37	38	98	4	5	10
37	38	109	4	5	10
37	38	120	4	5	10
37	42	32	4	9	10
37	44	10	4	0	10
37	44	21	4	0	10
37	44	32	4	0	10
37	44	43	4	0	10
37	44	54	4	0	10
37	44	65	4	0	10
37	44	76	4	0	10
37	44	87	4	0	10
37	44	98	4	0	10
37	44	109	4	0	10
37	44	120	4	0	10
37	49	10	4	5	10
37	49	21	4	5	10
37	49	32	4	5	10
37	49	43	4	5	10
37	49	54	4	5	10
37	49	65	4	5	10
37	49	76	4	5	10
37	49	87	4	5	10
37	49	98	4	5	10
37	49	109	4	5	10
37	49	120	4	5	10
37	53	98	4	9	10
37	55	10	4	0	10
37	55	21	4	0	10
37	55	32	4	0	10
37	55	43	4	0	10
37	55	54	4	0	10
37	55	65	4	0	10
37	55	76	4	0	10
37	55	87	4	0	10
37	55	98	4	0	10
37	55	109	4	0	10
37	55	120	4	0	10
37	60	10	4	5	10
37	60	21	4	5	10
37	60	32	4	5	10
37	60	43	4	5	10
37	60	54	4	5	10
37	60	65	4	5	10
37	60	76	4	5	10
37	60	87	4	5	10
37	60	98	4	5	10
37	60	109	4	5	10
37	60	120	4	5	10
37	64	43	4	9	10
37	66	10	4	0	10
37	66	21	4	0	10
37	66	32	4	0	10
37	66	43	4	0	10
37	66	54	4	0	10
37	66	65	4	0	10
37	66	76	4	0	10
37	66	87	4	0	10
37	66	98	4	0	10
37	66	109	4	0	10
37	66	120	4	0	10
37	71	10	4	5	10
37	71	21	4	5	10
37	71	32	4	5	10
37	71	43	4	5	10
37	71	54	4	5	10
37	71	65	4	5	10
37	71	76	4	5	10
37	71	87	4	5	10
37	71	98	4	5	10
37	71	109	4	5	10
37	71	120	4	5	10
37	75	109	4	9	10
37	77	10	4	0	10
37	77	21	4	0	10
37	77	32	4	0	10
37	77	43	4	0	10
37	77	54	4	0	10
37	77	65	4	0	10
37	77	76	4	0	10
37	77	87	4	0	10
37	77	98	4	0	10
37	77	109	4	0	10
37	77	120	4	0	10
37	82	10	4	5	10
37	82	21	4	5	10
37	82	32	4	5	10
37	82	43	4	5	10
37	82	54	4	5	10
37	82	65	4	5	10
37	82	76	4	5	10
37	82	87	4	5	10
37	82	98	4	5	10
37	82	109	4	5	10
37	82	120	4	5	10
37	86	54	4	9	10
37	88	10	4	0	10
37	88	21	4	0	10
37	88	32	4	0	10
37	88	43	4	0	10
37	88	54	4	0	10
37	88	65	4	0	10
37	88	76	4	0	10
37	88	87	4	0	10
37	88	98	4	0	10
37	88	109	4	0	10
37	88	120	4	0	10
37	93	10	4	5	10
37	93	21	4	5	10
37	93	32	4	5	10
37	93	43	4	5	10
37	93	54	4	5	10
37	93	65	4	5	10
37	93	76	4	5	10
37	93	87	4	5	10
37	93	98	4	5	10
37	93	109	4	5	10
37	93	120	4	5	10
37	97	120	4	9	10
37	99	10	4	0	10
37	99	21	4	0	10
37	99	32	4	0	10
37	99	43	4	0	10
37	99	54	4	0	10
37	99	65	4	0	10
37	99	76	4	0	10
37	99	87	4	0	10
37	99	98	4	0	10
37	99	109	4	0	10
37	99	120	4	0	10
37	104	10	4	5	10
37	104	21	4	5	10
37	104	32	4	5	10
37	104	43	4	5	10
37	104	54	4	5	10
37	104	65	4	5	10
37	104	76	4	5	10
37	104	87	4	5	10
37	104	98	4	5	10
37	104	109	4	5	10
37	104	120	4	5	10
37	108	65	4	9	10
37	110	10	4	0	10
37	110	21	4	0	10
37	110	32	4	0	10
37	110	43	4	0	10
37	110	54	4	0	10
37	110	65	4	0	10
37	110	76	4	0	10
37	110	87	4	0	10
37	110	98	4	0	10
37	110	109	4	0	10
37	110	120	4	0	10
37	115	10	4	5	10
37	115	21	4	5	10
37	115	32	4	5	10
37	115	43	4	5	10
37	115	54	4	5	10
37	115	65	4	5	10
37	115	76	4	5	10
37	115	87	4	5	10
37	115	98	4	5	10
37	115	109	4	5	10
37	115	120	4	5	10
37	119	10	4	9	10
38	0	4	5	0	4
38	0	15	5	0	4
38	0	26	5	0	4
38	0	37	5	0	4
38	0	48	5	0	4
38	0	59	5	0	4
38	0	70	5	0	4
38	0	81	5	0	4
38	0	92	5	0	4
38	0	103	5	0	4
38	0	114	5	0	4
38	2	114	5	2	4
38	9	3	5	9	3
38	9	14	5	9	3
38	9	25	5	9	3
38	9	36	5	9	3
38	9	47	5	9	3
38	9	58	5	9	3
38	9	69	5	9	3
38	9	80	5	9	3
38	9	91	5	9	3
38	9	102	5	9	3
38	9	113	5	9	3
38	11	4	5	0	4
38	11	15	5	0	4
38	11	26	5	0	4
38	11	37	5	0	4
38	11	48	5	0	4
38	11	59	5	0	4
38	11	70	5	0	4
38	11	81	5	0	4
38	11	92	5	0	4
38	11	103	5	0	4
38	11	114	5	0	4
38	13	15	5	2	4
38	20	3	5	9	3
38	20	14	5	9	3
38	20	25	5	9	3
38	20	36	5	9	3
38	20	47	5	9	3
38	20	58	5	9	3
38	20	69	5	9	3
38	20	80	5	9	3
38	20	91	5	9	3
38	20	102	5	9	3
38	20	113	5	9	3
38	22	4	5	0	4
38	22	15	5	0	4
38	22	26	5	0	4
38	22	37	5	0	4
38	22	48	5	0	4
38	22	59	5	0	4
38	22	70	5	0	4
38	22	81	5	0	4
38	22	92	5	0	4
38	22	103	5	0	4
38	22	114	5	0	4
38	24	37	5	2	4
38	31	3	5	9	3
38	31	14	5	9	3
38	31	25	5	9	3
38	31	36	5	9	3
38	31	47	5	9	3
38	31	58	5	9	3
38	31	69	5	9	3
38	31	80	5	9	3
38	31	91	5	9	3
38	31	102	5	9	3
38	31	113	5	9	3
38	33	4	5	0	4
38	33	15	5	0	4
38	33	26	5	0	4
38	33	37	5	0	4
38	33	48	5	0	4
38	33	59	5	0	4
38	33	70	5	0	4
38	33	81	5	0	4
38	33	92	5	0	4
38	33	103	5	0	4
38	33	114	5	0	4
38	35	59	5	2	4
38	42	3	5	9	3
38	42	14	5	9	3
38	42	25	5	9	3
38	42	36	5	9	3
38	42	47	5	9	3
38	42	58	5	9	3
38	42	69	5	9	3
38	42	80	5	9	3
38	42	91	5	9	3
38	42	102	5	9	3
38	42	113	5	9	3
38	44	4	5	0	4
38	44	15	5	0	4
38	44	26	5	0	4
38	44	37	5	0	4
38	44	48	5	0	4
38	44	59	5	0	4
38	44	70	5	0	4
38	44	81	5	0	4
38	44	92	5	0	4
38	44	103	5	0	4
38	44	114	5	0	4
38	46	81	5	2	4
38	53	3	5	9	3
38	53	14	5	9	3
38	53	25	5	9	3
38	53	36	5	9	3
38	53	47	5	9	3
38	53	58	5	9	3
38	53	69	5	9	3
38	53	80	5	9	3
38	53	91	5	9	3
38	53	102	5	9	3
38	53	113	5	9	3
38	55	4	5	0	4
38	55	15	5	0	4
38	55	26	5	0	4
38	55	37	5	0	4
38	55	48	5	0	4
38	55	59	5	0	4
38	55	70	5	0	4
38	55	81	5	0	4
38	55	92	5	0	4
38	55	103	5	0	4
38	55	114	5	0	4
38	57	103	5	2	4
38	64	3	5	9	3
38	64	14	5	9	3
38	64	25	5	9	3
38	64	36	5	9	3
38	64	47	5	9	3
38	64	58	5	9	3
38	64	69	5	9	3
38	64	80	5	9	3
38	64	91	5	9	3
38	64	102	5	9	3
38	64	113	5	9	3
38	66	4	5	0	4
38	66	15	5	0	4
38	66	26	5	0	4
38	66	37	5	0	4
38	66	48	5	0	4
38	66	59	5	0	4
38	66	70	5	0	4
38	66	81	5	0	4
38	66	92	5	0	4
38	66	103	5	0	4
38	66	114	5	0	4
38	68	4	5	2	4
38	75	3	5	9	3
38	75	14	5	9	3
38	75	25	5	9	3
38	75	36	5	9	3
38	75	47	5	9	3
38	75	58	5	9	3
38	75	69	5	9	3
38	75	80	5	9	3
38	75	91	5	9	3
38	75	102	5	9	3
38	75	113	5	9	3
38	77	4	5	0	4
38	77	15	5	0	4
38	77	26	5	0	4
38	77	37	5	0	4
38	77	48	5	0	4
38	77	59	5	0	4
38	77	70	5	0	4
38	77	81	5	0	4
38	77	92	5	0	4
38	77	103	5	0	4
38	77	114	5	0	4
38	79	26	5	2	4
38	86	3	5	9	3
38	86	14	5	9	3
38	86	25	5	9	3
38	86	36	5	9	3
38	86	47	5	9	3
38	86	58	5	9	3
38	86	69	5	9	3
38	86	80	5	9	3
38	86	91	5	9	3
38	86	102	5	9	3
38	86	113	5	9	3
38	88	4	5	0	4
38	88	15	5	0	4
38	88	26	5	0	4
38	88	37	5	0	4
38	88	48	5	0	4
38	88	59	5	0	4
38	88	70	5	0	4
38	88	81	5	0	4
38	88	92	5	0	4
38	88	103	5	0	4
38	88	114	5	0	4
38	90	48	5	2	4
38	97	3	5	9	3
38	97	14	5	9	3
38	97	25	5	9	3
38	97	36	5	9	3
38	97	47	5	9	3
38	97	58	5	9	3
38	97	69	5	9	3
38	97	80	5	9	3
38	97	91	5	9	3
38	97	102	5	9	3
38	97	113	5	9	3
38	99	4	5	0	4
38	99	15	5	0	4
38	99	26	5	0	4
38	99	37	5	0	4
38	99	48	5	0	4
38	99	59	5	0	4
38	99	70	5	0	4
38	99	81	5	0	4
38	99	92	5	0	4
38	99	103	5	0	4
38	99	114	5	0	4
38	101	70	5	2	4
38	108	3	5	9	3
38	108	14	5	9	3
38	108	25	5	9	3
38	108	36	5	9	3
38	108	47	5	9	3
38	108	58	5	9	3
38	108	69	5	9	3
38	108	80	5	9	3
38	108	91	5	9	3
38	108	102	5	9	3
38	108	113	5	9	3
38	110	4	5	0	4
38	110	15	5	0	4
38	110	26	5	0	4
38	110	37	5	0	4
38	110	48	5	0	4
38	110	59	5	0	4
38	110	70	5	0	4
38	110	81	5	0	4
38	110	92	5	0	4
38	110	103	5	0	4
38	110	114	5	0	4
38	112	92	5	2	4
38	119	3	5	9	3
38	119	14	5	9	3
38	119	25	5	9	3
38	119	36	5	9	3
38	119	47	5	9	3
38	119	58	5	9	3
38	119	69	5	9	3
38	119	80	5	9	3
38	119	91	5	9	3
38	119	102	5	9	3
38	119	113	5	9	3
39	0	11	6	0	0
39	3	1	6	3	1
39	3	12	6	3	1
39	3	23	6	3	1
39	3	34	6	3	1
39	3	45	6	3	1
39	3	56	6	3	1
39	3	67	6	3	1
39	3	78	6	3	1
39	3	89	6	3	1
39	3	100	6	3	1
39	3	111	6	3	1
39	11	11	6	0	0
39	14	1	6	3	1
39	14	12	6	3	1
39	14	23	6	3	1
39	14	34	6	3	1
39	14	45	6	3	1
39	14	56	6	3	1
39	14	67	6	3	1
39	14	78	6	3	1
39	14	89	6	3	1
39	14	100	6	3	1
39	14	111	6	3	1
39	22	11	6	0	0
39	25	1	6	3	1
39	25	12	6	3	1
39	25	23	6	3	1
39	25	34	6	3	1
39	25	45	6	3	1
39	25	56	6	3	1
39	25	67	6	3	1
39	25	78	6	3	1
39	25	89	6	3	1
39	25	100	6	3	1
39	25	111	6	3	1
39	33	11	6	0	0
39	36	1	6	3	1
39	36	12	6	3	1
39	36	23	6	3	1
39	36	34	6	3	1
39	36	45	6	3	1
39	36	56	6	3	1
39	36	67	6	3	1
39	36	78	6	3	1
39	36	89	6	3	1
39	36	100	6	3	1
39	36	111	6	3	1
39	44	11	6	0	0
39	47	1	6	3	1
39	47	12	6	3	1
39	47	23	6	3	1
39	47	34	6	3	1
39	47	45	6	3	1
39	47	56	6	3	1
39	47	67	6	3	1
39	47	78	6	3	1
39	47	89	6	3	1
39	47	100	6	3	1
39	47	111	6	3	1
39	55	11	6	0	0
39	58	1	6	3	1
39	58	12	6	3	1
39	58	23	6	3	1
39	58	34	6	3	1
39	58	45	6	3	1
39	58	56	6	3	1
39	58	67	6	3	1
39	58	78	6	3	1
39	58	89	6	3	1
39	58	100	6	3	1
39	58	111	6	3	1
39	66	11	6	0	0
39	69	1	6	3	1
39	69	12	6	3	1
39	69	23	6	3	1
39	69	34	6	3	1
39	69	45	6	3	1
