torsion_coset	m_residue	m_modulus	n_residue	n_modulus
1	62	160	224	240
1	132	160	134	240
1	72	160	164	240
1	92	160	194	240
1	2	160	104	240
1	42	160	164	240
1	22	160	134	240
1	32	160	104	240
1	52	160	14	240
1	2	160	14	240
1	122	160	194	240
1	142	160	104	240
1	22	160	164	240
1	112	160	224	240
1	142	160	74	240
1	102	160	14	240
1	102	160	134	240
1	132	160	14	240
1	62	160	194	240
1	82	160	134	240
1	42	160	44	240
1	32	160	224	240
1	92	160	74	240
1	22	160	14	240
1	122	160	164	240
1	102	160	44	240
1	72	160	44	240
1	42	160	74	240
1	82	160	224	240
1	2	160	224	240
1	112	160	104	240
1	62	160	74	240
1	142	160	194	240
1	12	160	194	240
1	82	160	104	240
1	152	160	164	240
1	152	160	44	240
1	52	160	134	240
1	122	160	44	240
1	12	160	74	240
1	132	160	118	240
1	92	160	178	240
1	22	160	118	240
1	52	160	238	240
1	2	160	238	240
1	122	160	178	240
1	142	160	58	240
1	102	160	238	240
1	102	160	118	240
1	132	160	238	240
1	62	160	178	240
1	82	160	118	240
1	92	160	58	240
1	22	160	238	240
1	42	160	58	240
1	62	160	58	240
1	142	160	178	240
1	12	160	178	240
1	52	160	118	240
1	12	160	58	240
1	158	160	64	240
1	68	160	214	240
1	8	160	4	240
1	28	160	34	240
1	98	160	184	240
1	138	160	4	240
1	118	160	214	240
1	128	160	184	240
1	148	160	94	240
1	98	160	94	240
1	58	160	34	240
1	78	160	184	240
1	118	160	4	240
1	48	160	64	240
1	78	160	154	240
1	38	160	94	240
1	38	160	214	240
1	68	160	94	240
1	158	160	34	240
1	18	160	214	240
1	138	160	124	240
1	128	160	64	240
1	28	160	154	240
1	118	160	94	240
1	58	160	4	240
1	38	160	124	240
1	8	160	124	240
1	138	160	154	240
1	18	160	64	240
1	98	160	64	240
1	48	160	184	240
1	158	160	154	240
1	78	160	34	240
1	108	160	34	240
1	18	160	184	240
1	88	160	4	240
1	88	160	124	240
1	148	160	214	240
1	58	160	124	240
1	108	160	154	240
1	94	160	96	240
1	4	160	6	240
1	104	160	36	240
1	124	160	66	240
1	34	160	216	240
1	74	160	36	240
1	54	160	6	240
1	64	160	216	240
1	84	160	126	240
1	34	160	126	240
1	154	160	66	240
1	14	160	216	240
1	54	160	36	240
1	144	160	96	240
1	14	160	186	240
1	134	160	126	240
1	134	160	6	240
1	4	160	126	240
1	94	160	66	240
1	114	160	6	240
1	74	160	156	240
1	64	160	96	240
1	124	160	186	240
1	54	160	126	240
1	154	160	36	240
1	134	160	156	240
1	104	160	156	240
1	74	160	186	240
1	114	160	96	240
1	34	160	96	240
1	144	160	216	240
1	94	160	186	240
1	14	160	66	240
1	44	160	66	240
1	114	160	216	240
1	24	160	36	240
1	24	160	156	240
1	84	160	6	240
1	154	160	156	240
1	44	160	186	240
1	41	160	208	240
1	121	160	148	240
1	41	160	88	240
1	61	160	238	240
1	121	160	28	240
1	101	160	178	240
1	1	160	148	240
1	41	160	148	240
1	1	160	208	240
1	21	160	238	240
1	61	160	58	240
1	101	160	58	240
1	121	160	88	240
1	21	160	178	240
1	1	160	28	240
1	141	160	238	240
1	81	160	208	240
1	61	160	118	240
1	101	160	118	240
1	81	160	28	240
1	21	160	58	240
1	21	160	118	240
1	121	160	208	240
1	81	160	148	240
1	81	160	88	240
1	141	160	178	240
1	61	160	178	240
1	101	160	238	240
1	41	160	28	240
1	141	160	58	240
1	141	160	118	240
1	1	160	88	240
1	126	160	208	240
1	36	160	118	240
1	136	160	148	240
1	156	160	178	240
1	66	160	88	240
1	106	160	148	240
1	86	160	118	240
1	96	160	88	240
1	116	160	238	240
1	66	160	238	240
1	26	160	178	240
1	46	160	88	240
1	86	160	148	240
1	16	160	208	240
1	46	160	58	240
1	6	160	238	240
1	6	160	118	240
1	36	160	238	240
1	126	160	178	240
1	146	160	118	240
1	106	160	28	240
1	96	160	208	240
1	156	160	58	240
1	86	160	238	240
1	26	160	148	240
1	6	160	28	240
1	136	160	28	240
1	106	160	58	240
1	146	160	208	240
1	66	160	208	240
1	16	160	88	240
1	126	160	58	240
1	46	160	178	240
1	76	160	178	240
1	146	160	88	240
1	56	160	148	240
1	56	160	28	240
1	116	160	118	240
1	26	160	28	240
1	76	160	58	240
1	30	160	144	240
1	100	160	54	240
1	40	160	84	240
1	60	160	114	240
1	130	160	24	240
1	10	160	84	240
1	150	160	54	240
1	0	160	24	240
1	20	160	174	240
1	130	160	174	240
1	90	160	114	240
1	110	160	24	240
1	150	160	84	240
1	80	160	144	240
1	110	160	234	240
1	70	160	174	240
1	70	160	54	240
1	100	160	174	240
1	30	160	114	240
1	50	160	54	240
1	10	160	204	240
1	0	160	144	240
1	60	160	234	240
1	150	160	174	240
1	90	160	84	240
1	70	160	204	240
1	40	160	204	240
1	10	160	234	240
1	50	160	144	240
1	130	160	144	240
1	80	160	24	240
1	30	160	234	240
1	110	160	114	240
1	140	160	114	240
1	50	160	24	240
1	120	160	84	240
1	120	160	204	240
1	20	160	54	240
1	90	160	204	240
1	140	160	234	240
1	158	160	128	240
1	68	160	38	240
1	8	160	68	240
1	28	160	98	240
1	98	160	8	240
1	138	160	68	240
1	118	160	38	240
1	128	160	8	240
1	148	160	158	240
1	98	160	158	240
1	58	160	98	240
1	78	160	8	240
1	118	160	68	240
1	48	160	128	240
1	78	160	218	240
1	38	160	158	240
1	38	160	38	240
1	68	160	158	240
1	158	160	98	240
1	18	160	38	240
1	138	160	188	240
1	128	160	128	240
1	28	160	218	240
1	118	160	158	240
1	58	160	68	240
1	38	160	188	240
1	8	160	188	240
1	138	160	218	240
1	18	160	128	240
1	98	160	128	240
1	48	160	8	240
1	158	160	218	240
1	78	160	98	240
1	108	160	98	240
1	18	160	8	240
1	88	160	68	240
1	88	160	188	240
1	148	160	38	240
1	58	160	188	240
1	108	160	218	240
1	73	160	16	240
1	153	160	196	240
1	73	160	136	240
1	153	160	76	240
1	33	160	196	240
1	73	160	196	240
1	33	160	16	240
1	153	160	136	240
1	33	160	76	240
1	113	160	16	240
1	113	160	76	240
1	153	160	16	240
1	113	160	196	240
1	113	160	136	240
1	73	160	76	240
1	33	160	136	240
1	158	160	112	240
1	68	160	22	240
1	8	160	52	240
1	28	160	82	240
1	98	160	232	240
1	138	160	52	240
1	118	160	22	240
1	128	160	232	240
1	148	160	142	240
1	98	160	142	240
1	58	160	82	240
1	78	160	232	240
1	118	160	52	240
1	48	160	112	240
1	78	160	202	240
1	38	160	142	240
1	38	160	22	240
1	68	160	142	240
1	158	160	82	240
1	18	160	22	240
1	138	160	172	240
1	128	160	112	240
1	28	160	202	240
1	118	160	142	240
1	58	160	52	240
1	38	160	172	240
1	8	160	172	240
1	138	160	202	240
1	18	160	112	240
1	98	160	112	240
1	48	160	232	240
1	158	160	202	240
1	78	160	82	240
1	108	160	82	240
1	18	160	232	240
1	88	160	52	240
1	88	160	172	240
1	148	160	22	240
1	58	160	172	240
1	108	160	202	240
1	105	160	208	240
1	25	160	148	240
1	105	160	88	240
1	125	160	238	240
1	25	160	28	240
1	5	160	178	240
1	65	160	148	240
1	105	160	148	240
1	65	160	208	240
1	85	160	238	240
1	125	160	58	240
1	5	160	58	240
1	25	160	88	240
1	85	160	178	240
1	65	160	28	240
1	45	160	238	240
1	145	160	208	240
1	125	160	118	240
1	5	160	118	240
1	145	160	28	240
1	85	160	58	240
1	85	160	118	240
1	25	160	208	240
1	145	160	148	240
1	145	160	88	240
1	45	160	178	240
1	125	160	178	240
1	5	160	238	240
1	105	160	28	240
1	45	160	58	240
1	45	160	118	240
1	65	160	88	240
1	30	160	64	240
1	100	160	214	240
1	40	160	4	240
1	60	160	34	240
1	130	160	184	240
1	10	160	4	240
1	150	160	214	240
1	0	160	184	240
1	20	160	94	240
1	130	160	94	240
1	90	160	34	240
1	110	160	184	240
1	150	160	4	240
1	80	160	64	240
1	110	160	154	240
1	70	160	94	240
1	70	160	214	240
1	100	160	94	240
1	30	160	34	240
1	50	160	214	240
1	10	160	124	240
1	0	160	64	240
1	60	160	154	240
1	150	160	94	240
1	90	160	4	240
1	70	160	124	240
1	40	160	124	240
1	10	160	154	240
1	50	160	64	240
1	130	160	64	240
1	80	160	184	240
1	30	160	154	240
1	110	160	34	240
1	140	160	34	240
1	50	160	184	240
1	120	160	4	240
1	120	160	124	240
1	20	160	214	240
1	90	160	124	240
1	140	160	154	240
1	100	160	22	240
1	60	160	82	240
1	150	160	22	240
1	20	160	142	240
1	130	160	142	240
1	90	160	82	240
1	110	160	202	240
1	70	160	142	240
1	70	160	22	240
