u_num	u_den	t_num	t_den	w_num	w_den
137094	187175	-249951	27529	-152749	69613
-240487	230680	-186507	126589	208445	205438
-175177	218176	-178126	139299	216855	75253
-256534	90081	-99541	164201	-92561	242700
-109183	59805	77767	247815	-114953	158150
257860	38307	13775	140343	-236661	147605
-131685	87218	-63713	141147	242422	245483
-231931	39733	151931	216244	-98431	135996
-108179	155869	-179061	115592	185921	42248
116785	63111	66079	250766	-257216	162249
-60463	172371	219167	215681	-100295	63489
192649	191044	-153555	212611	-88405	191761
127847	181028	-168640	15031	59744	85801
111061	25697	43453	140320	-195939	166391
-1790	5803	-234498	85097	190575	107113
220765	131438	-223387	229081	-653	163261
-196156	6313	-42389	251760	113335	119062
-148147	223452	134017	33713	8248	254411
-177467	10381	-249951	112496	-29701	248123
-10784	53171	-220691	240954	215991	249328
-102226	227251	-4901	258424	-184860	195277
-88724	11711	51243	43640	6571	34897
-199361	217836	63713	38255	1798	181589
-12347	217696	-24505	143783	-191951	207869
212425	260118	178126	253125	-103865	171889
-78293	54960	112723	108930	-77850	54937
95275	169077	-247078	35863	-254128	160731
9157	26679	-37145	112661	-213197	192110
-217333	153346	-182555	51269	-12956	81239
-141982	201607	197561	124757	134993	246073
-140586	92879	-99541	17230	-158909	122259
135153	82343	-129285	237931	-98217	223396
106599	207869	-646	184409	243915	185209
-165597	57995	-99807	53050	-227341	200159
13276	130085	-107134	13083	-189261	11705
13099	232641	140777	26083	-174037	248896
74603	43899	132733	233158	167820	226979
156355	169491	178126	82955	155525	206298
-58385	69536	-231530	91873	-206469	64112
64085	39322	-236854	201183	-206483	102346
43514	179733	86273	185463	-99201	185297
-164821	228848	-208725	187546	-121651	58056
4756	135373	-87203	49292	35206	257731
-219775	145572	-52635	69518	-25457	255755
172508	50145	189037	84454	25231	117956
33807	69809	-193192	217343	-84829	177178
52486	133643	55982	17417	-202860	80771
79449	138841	240787	167657	243977	254675
152585	91499	7871	106719	-230393	204664
198711	21581	-126293	44686	53962	135249
225963	16256	-202337	203397	43850	94539
231599	23093	-154261	153191	-104514	158579
223918	88765	50439	194159	-185854	42557
-30352	91867	-112557	198217	148285	55834
-118851	194338	18791	234359	45494	217571
171049	234374	-108376	175727	-233105	100588
-198488	3167	-231863	72949	61643	224852
-177427	47001	-79097	33625	-204350	193977
-139467	84908	-124146	95801	-25541	260822
-250953	117901	-225277	254699	-136223	22274
195528	151049	83317	170032	-226136	164069
-27673	22991	242121	8935	-202052	141155
177819	5107	79603	201291	-36257	80263
141499	239563	-259811	107001	14246	9341
179651	79736	14858	257505	200961	222418
152117	24543	-151931	210978	-234243	230872
-248865	230788	242121	42448	-124427	156404
-49256	169239	-253460	218919	-191000	70569
145637	117475	225446	257911	149953	207068
-12579	49550	-83317	99831	-75257	142658
214516	193403	-220666	45829	-2721	61859
-132463	50151	-61132	258915	79201	218563
12170	97263	158757	54935	127711	153251
82730	58759	-204782	7547	-193689	172723
187581	48613	-225446	87643	-136896	64973
136749	16271	-93119	45185	107395	228831
47147	153460	-88856	169979	-201984	239477
203809	84714	-211419	83345	231608	143525
-152098	122651	49215	96446	61023	97802
-90265	71118	194327	154746	150706	38395
142957	5822	181424	25463	-64279	260310
-118108	128787	-259182	249259	51896	64093
-52952	241117	141933	117212	201365	180893
-21087	235328	19437	198023	37576	4171
135763	165014	-174724	234133	174777	208210
51361	152533	13547	207358	8629	109932
71986	257585	-178296	252191	222985	254658
-62699	6416	-238119	55232	-230009	79617
-28381	80111	-225446	200867	38407	11446
-42589	182190	-175491	71296	-42917	143538
-135633	79181	16169	133091	-7830	127241
163576	77689	-122797	238801	-39929	193467
-150573	1964	111078	229985	216981	237205
-203348	105693	-256387	198654	-81043	161926
75330	124537	-121923	54103	-72440	134733
157737	14995	-34307	50123	173181	72482
-16689	62485	241273	141741	-225911	146337
-39859	44397	-118337	16164	-72575	20461
111311	53862	125512	239667	240612	219529
195782	167251	83317	227177	10922	96391
20290	33161	-132940	43647	248085	220724
67708	161973	-104006	174015	258729	84394
40767	236927	114173	176889	40141	90835
137479	28053	65631	44069	200987	151046
120535	105657	-120988	102001	65324	55467
-1869	227797	-52635	216652	175691	15023
-33057	108553	178126	129111	103451	154004
11827	168681	-254541	13238	17816	83335
149687	90340	-260245	193356	248828	213557
22019	210333	-149483	9721	83115	108802
171509	18714	-252817	55239	-145405	140984
-80336	3101	213807	76244	173302	25019
214387	137480	15781	17333	210531	111736
210475	217779	-207587	244581	166664	156051
-70475	163817	225997	223216	9251	53415
-61385	163291	-109939	160687	-31497	243940
147519	154387	186238	68635	-58580	241011
-18252	44377	-228038	149737	-81435	182794
59523	240169	229333	167236	196577	18946
135459	145424	130951	30643	244163	170262
-137465	213791	72979	211509	-124203	64880
-70967	130103	242947	16795	177853	130888
171344	125897	-74307	234568	226709	146906
-141637	194399	238612	138455	-8039	56588
-231886	6021	-66079	8922	-142058	205099
-241677	25796	-81685	227232	89183	130421
-227099	153854	99541	141481	-52867	234472
6898	136029	202536	63781	52308	131821
148210	242989	-208870	223103	-114944	223283
-252216	253687	232190	151733	-152719	198790
231411	148171	120497	196805	41055	177383
78186	242137	185194	209191	158473	60834
-69377	184125	-210067	197578	102355	184952
111906	184655	-125229	255628	-157277	185217
-9236	117311	-238032	186335	-135703	62026
150322	45511	89063	105124	-127971	63113
245389	78528	-209423	69607	-196369	12722
157918	225133	181424	29353	98693	71735
-63467	243037	200013	12812	142245	233659
171535	19083	-199203	211411	-101379	15047
240785	28137	93119	186008	103619	84300
-123808	215129	-70794	8083	-244603	174566
-163853	19765	-159367	161170	-185610	160321
-3623	104422	-237209	670	-253105	228322
-43792	197089	230299	5438	-240512	253309
-241881	154130	-200434	72895	50949	164225
46463	187987	-66079	260184	100823	205285
237780	48973	-83148	16465	10157	53929
242323	22397	14534	170395	216017	97131
-200931	48652	17081	124180	-105841	171472
-139719	34511	93119	141734	-183034	168371
-4716	36017	9579	8003	-56011	192366
-153030	174643	12245	172138	181904	124057
-127579	36902	252092	112511	-68834	253777
61133	218256	-193502	26677	98519	77105
-79371	138304	-186093	209575	-198753	166234
-59054	143389	235973	254952	-195669	154573
-145766	67035	-164611	12292	90221	85920
-206252	182703	108373	4075	27673	158575
200283	256582	-215475	25391	111229	88762
-107918	161199	49538	50273	240678	116735
235093	220465	160051	11603	145504	76113
-22928	243275	-132158	181117	224889	186104
-52742	155823	-120497	74487	185008	174359
27647	80593	56202	28319	106957	118852
12091	6563	-188065	224278	-63911	93903
-170708	228303	165416	126721	-173221	178723
-214061	152362	-120497	238398	-170591	34226
76316	4239	-93461	107643	2551	48044
-101314	216123	-84337	246401	241639	22279
-7969	245131	-7565	31321	533	205002
222104	192311	128225	66133	85793	183058
-211701	201700	-257108	184225	-53747	259491
-117574	40453	-185393	160070	-102833	110155
-31387	19445	65977	120775	-222593	260668
-118046	122251	108779	153550	-122765	93088
91151	7253	166634	29677	-72148	259775
-24241	8699	-193843	69566	-9027	27133
227638	34943	-83317	175962	-106754	108143
72203	113378	218399	246247	128547	85780
-79599	151561	-46023	133582	197840	133781
253701	95681	177973	137723	144912	130159
-2173	43696	-249719	41034	-39987	116096
157819	52916	99541	248060	-93697	203169
194917	144949	112723	68054	-51364	16395
221131	161848	-65849	157537	-20723	135002
-122633	69233	158516	221037	28436	3941
144331	172899	-18821	255168	5137	201174
251208	248207	-48701	241381	-135221	61796
-178034	182577	-214799	152343	-83211	151115
48905	122024	-99541	167512	-55295	153927
-32861	74337	24429	156080	127313	232442
-111229	101142	-191951	152033	-75960	121573
-237278	243747	167479	38591	-81859	248179
-234401	236590	-148382	95255	166457	143835
114253	137691	-217558	237675	25240	11793
-48980	15761	104873	113196	192779	115771
241265	228336	157947	233050	-26413	122118
138167	4397	88711	218165	122543	140669
-64327	115290	110200	192001	-232198	237833
15469	36792	145452	14489	134093	202417
-158678	55541	-46808	40905	-40820	18501
75271	119839	211375	83569	4809	9007
90853	9472	-159239	82077	-122241	132295
-163841	222531	192153	57212	102768	150001
-219391	85229	61778	228535	17987	254010
-253437	46258	79373	158178	-82501	256390
-149051	79675	32279	52770	-120017	140805
105025	69313	-92781	215719	106079	47712
-107524	178291	132158	260197	-104061	220672
252138	247493	-173394	43859	26881	86553
231191	223631	-4508	31247	-9748	166949
22359	192782	120497	12938	221010	171307
-73659	154718	-3887	115079	-118537	131943
203510	8709	-30758	25953	-210469	232854
208302	156251	198237	253514	-88835	90001
-113743	75594	-228259	251679	-186611	147055
-242673	185750	-93288	255259	11017	242695
-250983	215524	-165416	186787	-252885	115517
145609	53060	181288	139355	56391	15706
-106719	45361	-232319	177681	238577	44645
-73630	75533	-165416	219919	-146117	201732
-255848	19501	89063	171096	-176611	14507
194021	238742	144495	87302	-100829	219717
-25459	160500	87647	154820	-195273	158803
98391	128171	-66079	19221	209917	95707
-65411	137166	257703	204500	216393	165670
-86281	109062	125077	248927	-15613	5459
197636	46879	-83317	248606	-248313	40754
-191511	48038	144739	139632	-205099	255313
3169	54481	-11339	3376	-53981	190680
75701	30109	-43095	167413	-55624	113103
-196913	207685	63882	126899	107447	135521
-52493	206009	29716	116865	-76845	17063
-257901	225130	89063	168412	213463	94647
-105240	76837	205504	161699	93013	139021
-196356	195311	-218348	93661	-158225	221252
-141635	176361	-167127	73636	216333	206146
217355	75124	667	128411	-257968	149135
127409	256095	154513	241898	-139130	44227
224227	90286	-120497	53114	-236859	64907
-140907	61862	91466	41761	-10361	161303
-255177	109882	251459	130418	-259662	92605
-166501	67484	221309	146145	-30255	229357
55837	134474	-34789	89257	261243	30775
129262	129539	236333	234964	-102478	206989
38298	56077	-121771	215239	-25090	210913
71308	85873	107593	138728	-248219	162694
254015	2143	154597	119013	-102613	251025
-260672	158671	151931	72965	-93692	4383
-60707	57207	-52345	155274	43964	186141
-204433	20906	218348	184727	-217092	197545
-27571	97558	-112404	181349	-26827	191298
-136428	13303	132327	138013	219110	159741
-49475	37361	-150917	214372	138242	228061
162047	87625	224094	115829	-168115	201754
-258249	181175	-137228	109731	136979	120696
-222342	159839	-123018	115607	70163	200495
-15388	6037	1377	230416	152374	130523
180025	47968	261307	75775	150499	114238
39667	162726	-233579	135583	217135	157041
-119232	166597	112723	249499	13017	253865
-6929	15421	-221425	103423	-216719	94617
-1909	91458	-5971	104155	30098	97689
27283	75656	-235538	211467	214428	68591
-124660	185267	103385	88772	-39647	28841
88850	59453	-161395	167536	-224572	17761
-46375	128071	108699	122371	241119	160288
220804	50851	-137547	21314	211388	45841
67489	192354	90712	254135	-208965	115172
-178874	232311	257108	19693	-216563	159132
49010	125173	30073	4571	163879	152481
200768	35523	-37349	221746	-219169	213841
216875	202639	-219572	203913	163428	237577
-134453	220992	-161194	19709	83237	159722
85861	71884	170183	116940	-234973	208464
-184451	46140	253828	34973	-168841	217671
216351	66085	-106981	64483	40811	108682
69044	42037	87420	232379	209028	234775
204242	179015	-221559	208729	-5283	125278
163179	211391	-24242	215687	256480	74939
64191	123449	10697	40461	92711	4540
-106822	68879	28223	158198	254213	602
15055	208999	231155	46051	-164137	245625
-83295	41456	-165044	98435	13169	241133
-227300	53901	-235773	219785	-251623	249368
-76928	38697	-215441	107187	236981	128523
169227	146246	185009	152194	-64457	119862
-48052	91255	41441	102897	-2243	204599
104937	243949	138073	72389	175864	64981
12268	22445	201279	7640	-94665	210884
-226467	38345	132158	165201	-57511	102184
132745	192011	-176958	194101	198784	76275
221293	225705	-46835	95781	-6460	154443
-89115	136993	216021	138583	47463	207440
61194	255617	102486	130187	66214	80343
-172735	89597	-102771	41521	-113203	199470
3139	122514	-132158	41863	-82050	32789
-208261	163051	-183027	88403	29971	232532
108208	52605	93119	17653	207871	21435
-143291	131609	78242	68829	-120267	248405
-41741	175453	-20111	82188	224841	99895
156547	191449	-22134	4855	-128643	63221
134418	100741	119306	59403	-117994	107817
-190819	929	-48841	221909	-154037	31189
-225991	153437	-150887	128346	37679	140298
2876	233591	-237291	36122	111066	160961
-36693	42017	84847	241244	-10018	192935
-234431	256903	-206011	101691	-19739	90191
109984	239973	-215137	7290	57446	10259
-256711	166746	120497	148339	3549	7508
-29075	180501	-112385	166536	88371	215429
20223	32605	2907	254126	-63253	29644
88202	248227	-102921	16684	-143840	186223
-229465	223989	181424	212793	-140431	62705
-145127	57903	109174	90261	58954	226683
-49993	79561	83317	203703	-173039	88873
-14154	90011	-233727	97909	203697	42934
-111847	212122	68107	102231	-29335	139543
68757	253169	116467	227537	157612	71431
-109006	193541	-239134	92311	-48842	535
63251	172226	147706	8991	103645	122887
-67591	11447	221559	157999	-243011	224358
10875	241817	152269	163105	-79715	193802
-212012	35493	-219181	220289	-222076	146389
-109591	11931	-80275	157667	81547	97465
-78865	200047	172753	219462	-128474	190093
-156337	38826	-66079	49534	62061	242309
-99713	243392	161335	162779	58733	193255
60517	50885	-151931	246603	153652	188919
-164035	191557	-54946	248943	174513	227542
-100886	72453	-218348	212373	225451	171044
-120976	247495	160381	13517	106963	68630
36827	109210	198237	53369	-246229	90719
152213	100913	34307	154045	148312	247309
-8511	76580	-151931	242984	-18983	90681
21251	142815	109478	102473	-166165	222523
47701	37052	-42311	54942	207659	238226
-237977	40659	-244205	246641	220439	54305
224905	72448	-108376	188927	217717	35110
4732	187281	-17799	243850	-46158	21925
152198	15649	-99541	34572	239389	179420
172422	228989	-148366	98853	1674	257651
135026	143647	87754	97913	-119523	199079
-631	176252	97083	184609	169251	125978
-241003	182148	-62031	160634	54419	68110
-5778	100559	212602	166151	-64787	48207
-73158	34061	188294	144355	-102359	247594
149709	110426	-226780	93139	-141905	218003
210399	213328	83317	142907	228723	220435
134525	184959	-181844	51079	-248087	48194
-207032	57791	-113737	92900	-244843	26064
-143369	217749	-163761	60134	259603	221911
-46942	14899	-166083	140656	-224369	30114
50934	91699	-205959	203690	-95225	66679
-210191	157028	118541	254343	-252641	6152
96135	8444	-84071	17192	22776	147493
248335	209761	-204625	256417	-98987	155405
-6451	159807	77653	70904	-154571	219993
-239669	97116	12427	107873	157759	183758
220089	216611	193843	18984	-190292	111523
-4079	207521	-38019	27814	-172153	88828
-176482	65833	230299	191955	162341	47779
-163241	162373	95016	15973	-231907	6294
-114974	14711	-114751	247516	-165692	17109
-115724	132505	-230299	237409	49606	173089
-158751	117703	-132277	114159	-76851	206794
-44519	212018	-125077	202816	190991	202876
40039	22261	178126	66939	-18505	188642
-27685	215983	2873	230886	-55645	222076
170281	216428	45461	168455	223621	119337
-84456	132391	-215441	44124	-186235	13304
96969	173950	226219	125249	95737	68923
-135144	183211	-83317	222184	-9045	183472
133713	255980	-78166	173577	3313	3491
178445	252789	246233	27083	-204871	220722
130385	38542	144349	41258	99027	123485
-227797	198350	111197	141200	58308	55181
161930	130721	-196765	36238	207551	190308
216056	208891	-244205	200428	-10316	257661
126304	221073	-13547	152208	10622	255479
-35177	206552	-47311	38739	65951	132336
-51409	203446	-192850	224883	-253938	2749
149437	27452	68727	233756	-65196	208751
-249881	78107	-253460	115111	-126248	212015
46295	192999	-61009	145448	134260	244903
119652	29143	162893	203248	83143	31752
-239585	124383	191301	170372	-118273	96865
-230057	172867	199082	211709	-45762	167587
-82128	103369	68727	213391	-254678	28401
-188168	244535	-20677	120905	-83122	59219
-165791	124765	-129029	138154	-200875	234029
-249979	93695	82156	59	-95008	98645
117392	72465	-213785	100363	248006	206053
26622	80449	-73015	112006	143521	113648
-61433	142754	-225446	193221	-217507	91944
108366	178091	-243466	32883	43011	126778
-148576	63737	154628	94759	139409	153092
54907	135494	195415	207752	11087	238107
-146343	114464	-225446	6397	-183945	35111
123401	243293	74867	205682	-124394	224691
-74909	144263	115596	2897	56383	52659
-138323	134426	203949	1475	-178219	230315
149145	259009	-28101	251102	-15731	36398
206336	221501	-222053	196766	197873	92120
-155075	1868	36859	167259	13137	81694
-19443	58189	-253518	82463	236975	135236
109639	175424	-108779	19743	-171101	256400
-138341	39365	-89063	83801	131023	46704
156340	29981	-221559	136393	9553	205170
231551	124424	28101	225035	31494	226489
-88813	114645	-69037	143138	-34123	38853
-254190	172529	72211	56130	107545	216031
-3797	105033	119975	6238	94947	85156
-85421	57870	73853	246352	-248757	69451
209648	131579	96968	235283	232403	83869
145505	210894	13124	145117	-116661	108631
-43739	253035	206907	85708	-135209	98777
-246384	52757	215441	168187	55361	99718
-210502	217947	-94302	156931	-79209	36925
146628	206917	54587	195237	106753	165691
153044	122763	-207638	34695	-236595	190769
-80798	101423	195431	256400	112009	87123
204972	88697	-122873	240852	-17081	240776
-178814	255107	93119	99003	209003	105608
232379	162506	2873	191586	-43981	156914
-48419	87063	-100555	153848	-73812	236029
116607	212101	47120	77079	62066	12613
259976	16069	-135337	122141	-72803	113972
-192273	70102	-163507	76490	56130	6163
207861	217223	-199082	149949	-40583	60756
-241279	28409	-2197	182385	212147	241064
-186215	60036	-242121	131561	43885	103967
74443	70812	143650	219591	189499	149153
-46639	140858	-180880	233797	201299	184361
-48027	179654	-99541	91873	-146304	197929
-147073	181847	-229333	62213	20373	233039
235451	192046	-41837	83316	-151322	195501
116010	92843	-198237	131816	22920	22787
76104	48187	224599	231577	-189355	184427
-34872	182173	-120497	56755	223694	162455
56220	223831	121210	217329	54120	100337
175927	34090	158677	251151	-217429	212798
-128545	3083	171361	84078	-55046	237459
-91901	31156	-210703	60472	83861	77864
176829	66502	551	122934	77348	113809
-99012	45299	103428	142097	-16021	200509
-100437	191407	99541	68592	-118021	126023
-126417	237715	63829	73103	242843	34004
-161895	13667	125229	12092	-20882	78073
200941	154623	-117249	85991	143927	230610
-154159	9630	-111435	153383	-84619	241612
111695	54121	168963	65551	-132595	53484
-76471	160625	-162023	252502	-57690	61177
-95959	63548	-164548	220093	-30299	172152
143295	181777	41354	25455	-220928	123203
-79355	108428	172615	121786	192469	223810
69106	34299	57071	152585	-169193	233796
-228103	148457	24321	16765	-201460	109489
157954	202053	116899	78732	164327	37118
84627	175946	132158	138163	-219337	54381
-109228	41831	192829	168225	102059	40724
106747	37728	152076	190595	-78203	168513
-224647	251577	-24795	139471	-148745	34037
205093	145161	-165155	133249	55163	201863
175963	54311	59653	184798	-157309	61736
-130985	170949	-151931	198335	-200993	163736
24418	32245	148277	96191	-206014	46297
-119248	77647	-37337	259926	222385	90631
241402	119789	72067	69387	-135939	158786
-197416	226521	-179423	218648	98760	38321
-225791	185038	66079	148353	-51083	138137
30101	258350	167276	149987	20362	145287
-228061	71473	151931	239102	249693	250400
132092	68377	-41743	42844	-21143	39920
64970	108967	89063	253893	183759	162752
-148444	17565	-127534	33045	-51360	166691
205943	159085	175542	14567	-154805	4721
-155069	130630	-234639	139157	121666	246933
210149	119879	-116272	51899	-197253	100459
243017	71460	199082	219085	-134367	204514
-241033	67110	-236555	88112	215150	187299
159659	42043	-9367	246898	77587	158570
-246229	27331	-116899	55210	-1720	52001
-34950	76639	99541	96557	217856	145089
-197509	256057	-255918	157823	-153595	168203
-161273	225447	-60333	95960	-171775	36126
-69121	24132	-240584	216113	67061	12469
136393	69842	184667	157669	-114110	146327
204135	164551	-108667	68152	-156364	43405
241442	64183	199082	32783	45379	112614
-221447	152156	54587	72557	-183824	234259
58211	132398	-98716	111893	74995	161974
196568	141957	158137	239193	-111355	258826
257646	109517	221559	88667	163629	70880
-193711	142353	61009	193318	-137303	37902
153061	191030	-128060	125473	-217039	5790
-2066	19433	43702	240191	201232	141793
119309	102298	51794	66879	-45953	197027
-221431	5139	-211234	239201	-74963	49684
70898	220955	-33124	136593	-253944	156407
-216453	61018	-225446	239201	203251	138473
-225213	29879	109871	105681	202263	254105
170200	14357	109089	135046	48007	150521
102289	135463	-124729	55733	-74426	183063
254929	134091	252655	152402	245433	186955
42523	198453	147407	257490	172679	258642
-80106	78493	217094	15731	-185616	239231
-56190	167623	240994	22349	203820	153427
-199318	157427	-132158	84895	-27301	168794
-128607	21440	-33800	169459	-134003	169154
-47756	43039	-36022	54477	-47431	229173
73179	196723	-118469	238023	237355	237449
28042	171517	-99541	135598	-120475	141734
69214	141733	-215441	67871	13988	191249
-134224	158855	150195	256129	-194141	168787
-243587	124622	155142	62209	-119987	88420
69399	153490	197967	227393	148159	99602
-171335	255297	213817	71450	118280	113027
151972	79595	-256128	4259	-95435	250777
94543	49568	-245939	6481	114409	11051
-93215	29889	129623	55105	146149	35047
191287	128560	-144739	178114	166750	216889
208876	147865	-4278	233407	-74457	20717
-217758	129959	-102573	37795	41353	247727
43625	67563	4901	146002	76981	167723
