u_num	u_den	t_num	t_den	w_num	w_den
258353	192158	-102979	116153	-137497	227213
-160676	159889	-46585	221267	-260903	3785
-150919	204097	-54587	56493	20123	209172
-50779	235380	-212083	129575	-130406	28513
215137	30280	31217	193162	-226385	79821
8315	156751	-47743	124438	63982	38897
-258455	48674	84303	365	140263	80524
-245525	163159	-73853	57084	-96340	113159
-30535	67334	-17081	139025	1755	23567
60077	51993	-68076	168151	142547	202985
-5791	215409	173333	209791	-34108	2989
202091	221321	191130	47191	149971	129123
206365	246162	175243	15484	-133048	95857
129895	232253	30039	58502	-212480	174387
-97307	135088	-147715	57489	-158506	67151
114908	25471	-112723	118880	71448	197447
253789	12205	91936	115081	-184727	132659
-190169	6718	-103385	166384	72004	172449
171989	255390	-117793	118159	-16899	243748
70277	204638	120497	89754	-242365	166828
155415	76223	-121771	170117	15483	186077
236846	128341	54587	36259	-75011	216933
-184123	245723	140777	71436	99529	184934
203464	211235	-53737	180602	46311	160357
-73979	126184	-223345	200306	-185258	2083
221461	186345	235755	72836	-242615	234134
-212956	215909	66079	76699	38629	87002
-237700	204467	38811	114116	-95424	84995
-227834	136545	-132158	168781	63501	111899
-62683	109149	-163592	66089	228755	38583
-181358	15973	-10309	44378	-20807	223673
-27849	3415	249951	44329	13367	10984
206147	184458	-52649	166305	-57236	150549
167308	46843	-196707	170684	141184	166893
91559	157109	26741	178357	117897	132947
115904	14049	256695	74344	11087	119274
-214469	245425	177422	132191	92885	197289
50187	79487	-256041	255406	-75465	106108
-32651	228725	118465	141096	-151975	65856
-21265	108869	108779	163417	-84731	68259
25197	41474	206856	22801	24278	13873
-125243	42622	164013	21653	-168215	5912
-121445	261246	-180044	29681	212099	51076
-205030	105641	12337	258992	-173971	101701
-216453	65080	14365	51541	-185177	35214
-58171	180835	124961	211425	-176116	122549
-249842	37883	66079	202660	-2891	42871
-4582	68135	173972	86539	-136194	2419
-116543	19553	-93119	218506	-106663	82188
-134303	201662	45356	114097	-202826	40279
-224053	21677	167141	142496	-258589	47631
21949	57146	117793	248029	-21245	16108
-59377	256793	-122525	119557	62243	238929
-126295	224017	-52877	199279	-169481	172773
-171537	31847	257218	199125	199643	172025
-246200	247069	136045	58603	159727	91138
-54130	228853	249951	210739	226128	208619
240593	230558	-73853	213185	-140388	164855
133293	160387	-199082	218391	-86527	194426
-191054	207739	-213745	84977	113797	134418
-166642	154157	61285	157259	-157063	196439
143894	35791	9464	83273	14342	211933
-126921	108983	-80997	117548	-216317	32431
74915	23117	178126	160385	260405	200006
76567	73374	112723	255188	-139619	99877
-51514	142353	122284	118367	9166	185461
-181636	261007	-226993	7550	131053	253771
52557	181739	26255	62616	150092	78015
-247147	98574	-195500	61033	-141828	59273
20091	238759	-102631	22409	-167019	30773
236726	123065	-28072	72581	-102556	43821
-50029	155790	-126768	67883	89627	16578
-150237	34781	186069	165817	-240491	50175
232894	87599	132158	144477	107057	260750
22221	148855	187340	232751	-103553	148774
39277	166132	-138880	128171	253394	44519
-241308	73675	66700	131507	44452	233859
-125146	160709	-254479	241218	172751	175794
163019	201164	-49731	177253	67237	57463
-54743	221569	26129	251650	69017	247077
-19681	121005	188355	162667	134213	74523
-198739	5384	79261	37320	88984	238695
-249709	21283	-260429	186436	-206961	33107
-53102	34107	151931	85751	-97556	233791
-50659	157277	93119	50812	-85849	147570
-178633	19947	-60233	203109	2197	142609
-55112	222601	226062	247483	-92326	184715
255671	27986	-64090	66789	10452	61835
202409	70790	232713	225892	-98279	239640
-17762	149741	-195871	202716	90665	1944
203758	129383	240994	51807	-69929	74858
-79934	133625	244205	195031	142341	61547
-177768	190657	247080	146411	-105537	191234
154790	157019	171366	32171	137894	59677
-148355	52908	-38114	157617	135901	255434
-90922	53307	-99541	67566	254176	53593
225607	54837	-125511	145558	-172091	236947
-96255	227254	-30659	144709	-30869	169207
144613	15091	95961	173180	-214394	48613
18089	75201	193843	179847	167989	225297
48003	8285	-56695	25031	-162390	175319
-191428	210849	41819	140939	-101995	217601
-142273	126014	-221559	565	253163	211170
-198997	202152	-161414	105419	131163	45109
41298	118603	-215927	223932	-243427	21480
141404	183151	257579	249716	213469	135526
-11277	73727	-163761	70105	70119	71363
-68382	115873	238612	24465	-207031	143580
-103535	191469	-232169	40662	-225553	62726
-77962	183809	-238119	3125	-30634	170581
42127	96087	140505	34613	45156	236851
-156968	73915	-249951	191894	-191445	258017
14365	84081	74936	234177	-156281	69557
-251829	197396	-154071	42820	112173	190016
256165	201247	29003	217918	-203801	231664
-121865	123489	142129	218571	-242778	176221
162875	69203	36765	31157	-124354	105195
-61933	32970	105450	126943	190561	242159
-80852	115439	-94302	38465	30189	258473
-226726	162895	171999	170977	191009	152378
187248	220505	-57698	168923	245193	201323
152027	197135	-108779	251491	-37072	92143
-230267	140513	-181608	191209	-233327	159605
-173578	193431	-234099	21586	-191511	246638
217807	245662	225446	154203	-152003	50506
-224018	85407	69966	191003	-250023	103403
118971	34942	-107168	107697	-73259	140655
10537	78571	22591	12011	-32925	125618
-26740	43767	163761	35990	-242533	192612
14067	25280	-60333	164908	132961	128862
260817	260501	93119	108265	-4075	223118
49586	167381	225446	238269	115545	231164
-32063	93606	43771	165769	12766	42561
-205685	89783	163277	237240	195478	19429
170201	125778	241063	238976	121785	124283
126113	125743	-55216	81997	72319	244089
125197	260545	56905	147014	-116344	257093
11889	39580	-148580	250113	33239	200282
-119621	85125	151931	93458	48557	218136
172741	51508	41743	19128	261163	113699
-31840	179207	163761	98255	-251320	63123
108679	44426	-132158	81177	38050	125751
-3293	62941	47299	139977	-81734	69073
96764	83063	-125736	101159	-102233	149467
-120930	3037	-190247	59690	137265	105736
-91337	254548	147706	116513	-178888	235563
-182386	187259	-60233	121445	-73583	198388
155428	110379	-258819	53123	43446	45247
220545	206653	-175577	83150	196085	20538
-52615	242939	-215441	248801	34676	257779
-259021	28632	-83317	135724	-185701	95633
-94811	21683	-224939	127018	-121389	179314
-11658	38881	235248	65581	-53503	162529
115459	249445	-102051	241232	-177500	243379
157888	39269	-4901	181476	87563	12763
126011	43345	-14297	74992	-174937	8781
100926	36833	-249613	79434	189857	228088
-184583	249449	66433	192063	80448	244217
3587	66752	176902	61169	221432	232291
-242833	168154	-247986	18803	-217344	87889
115942	45003	150887	57502	-204276	131669
181435	233419	162409	228559	-259893	50993
-252500	134391	-134419	139452	223779	247813
209321	249651	-89063	40192	-249443	33018
-99211	37974	132158	68929	-104121	233254
124364	185233	126208	82019	-42696	253871
140952	257149	-45150	229219	-134012	91731
-31459	26531	-197809	127845	-43843	86136
134937	91721	-139403	130861	205117	59406
34171	257131	-102245	233762	-10259	79967
-148873	196733	43415	125201	226616	18737
170345	137952	193843	168100	-180107	225833
-252779	250638	-221559	107815	-157903	177197
-62475	167897	-64325	60152	-74671	170822
145309	196285	-230347	74396	-190319	86851
-197089	66852	97682	31151	-156366	101443
54925	194121	213991	169113	180374	69637
14785	223939	-216711	116438	10192	97131
-139746	183353	-50065	116019	-178165	178979
-236589	71894	-121601	210193	-173468	116921
-24938	229275	66079	237676	-96229	67008
52144	209425	-160888	171439	254407	52006
-218063	71818	6137	163957	170354	59405
-157441	50488	185368	179319	82505	39379
-259335	247861	-249951	36629	2465	202602
148457	77768	-217736	193073	-2677	202109
40961	14006	163761	23411	-246581	136995
