family	n	d	parameter	status	jacobian_order
5	0	1	0	boundary	0
5	1	1	1	boundary	0
5	2	1	2	good_allowed	2304
5	3	1	3	good_allowed	1920
5	4	1	4	good_allowed	2304
5	5	1	5	good_allowed	1536
5	6	1	6	good_allowed	2688
5	7	1	7	good_allowed	2304
5	8	1	8	good_allowed	1920
5	9	1	9	good_allowed	1920
5	10	1	10	good_allowed	1920
5	11	1	11	good_allowed	2304
5	12	1	12	good_allowed	1920
5	13	1	13	good_allowed	1920
5	14	1	14	boundary	0
5	15	1	15	good_allowed	2304
5	16	1	16	good_allowed	2304
5	17	1	17	good_allowed	2688
5	18	1	18	good_allowed	1920
5	19	1	19	good_allowed	1920
5	20	1	20	good_allowed	1920
5	21	1	21	good_allowed	1536
5	22	1	22	good_allowed	2304
5	23	1	23	good_allowed	2304
5	24	1	24	good_allowed	1920
5	25	1	25	good_allowed	1920
5	26	1	26	good_allowed	1536
5	27	1	27	good_allowed	1920
5	28	1	28	good_allowed	1920
5	29	1	29	good_allowed	1920
5	30	1	30	good_allowed	2304
5	31	1	31	good_allowed	1920
5	32	1	32	boundary	0
5	33	1	33	good_allowed	2304
5	34	1	34	good_allowed	1920
5	35	1	35	good_allowed	2304
5	36	1	36	good_allowed	2688
5	37	1	37	good_allowed	2304
5	38	1	38	good_allowed	2688
5	39	1	39	boundary	0
5	40	1	40	boundary	0
5	41	1	41	good_allowed	1536
5	42	1	42	boundary	0
5	1	0	infinity	boundary	0
6	0	1	0	boundary	0
6	1	1	1	boundary	0
6	2	1	2	good_allowed	1920
6	3	1	3	boundary	0
6	4	1	4	good_allowed	2304
6	5	1	5	good_allowed	1920
6	6	1	6	good_allowed	2304
6	7	1	7	good_allowed	1920
6	8	1	8	good_allowed	2304
6	9	1	9	good_allowed	2304
6	10	1	10	good_allowed	1920
6	11	1	11	good_allowed	2304
6	12	1	12	good_allowed	2304
6	13	1	13	good_allowed	1920
6	14	1	14	good_allowed	1920
6	15	1	15	good_allowed	1536
6	16	1	16	boundary	0
6	17	1	17	good_allowed	1920
6	18	1	18	good_allowed	2304
6	19	1	19	good_allowed	1536
6	20	1	20	good_allowed	1920
6	21	1	21	good_allowed	2304
6	22	1	22	good_allowed	1920
6	23	1	23	good_allowed	1536
6	24	1	24	good_allowed	2304
6	25	1	25	good_allowed	2688
6	26	1	26	good_allowed	1920
6	27	1	27	good_allowed	2304
6	28	1	28	good_allowed	1920
6	29	1	29	boundary	0
6	30	1	30	good_allowed	2688
6	31	1	31	good_allowed	2688
6	32	1	32	good_allowed	1920
6	33	1	33	good_allowed	2688
6	34	1	34	good_allowed	1536
6	35	1	35	boundary	0
6	36	1	36	good_allowed	2304
6	37	1	37	good_allowed	1920
6	38	1	38	good_allowed	1920
6	39	1	39	good_allowed	1920
6	40	1	40	good_allowed	1920
6	41	1	41	good_allowed	2304
6	42	1	42	boundary	0
6	1	0	infinity	boundary	0
