p	A	B	R	S	rho_zero	sigma_zero	branch_collision	smooth_slice_sheets	open_presentations	target_presentations	target_halves	half_boundary_points
53	1	1	0	0	1	1	-1	0	0	0	0	0
53	1	2	42	42	0	0	1	0	0	0	0	0
53	1	3	13	13	0	0	1	0	0	0	0	0
53	1	4	24	24	0	0	1	0	0	0	0	0
53	1	5	40	40	0	0	1	0	0	0	0	0
53	1	6	9	9	0	0	1	0	0	0	0	0
53	1	7	7	7	0	0	1	0	0	0	0	0
53	1	8	38	38	0	0	1	0	0	0	0	0
53	1	9	9	9	0	0	1	0	0	0	0	0
53	1	10	36	36	0	0	1	0	0	0	0	0
53	1	11	6	6	0	0	1	0	0	0	0	0
53	1	12	43	43	0	0	1	0	0	0	0	0
53	1	13	24	24	0	0	1	0	0	0	0	0
53	1	14	25	25	0	0	1	0	0	0	0	0
53	1	15	7	7	0	0	1	0	0	0	0	0
53	1	16	36	36	0	0	1	0	0	0	0	0
53	1	17	11	11	0	0	1	0	0	0	0	0
53	1	18	13	13	0	0	1	0	0	0	0	0
53	1	19	25	25	0	0	1	0	0	0	0	0
53	1	20	38	38	0	0	1	0	0	0	0	0
53	1	21	40	40	0	0	1	0	0	0	0	0
53	1	22	43	43	0	0	1	0	0	0	0	0
53	1	23	49	49	0	0	1	0	0	0	0	0
53	1	24	6	6	0	0	1	0	0	0	0	0
53	1	25	11	11	0	0	1	0	0	0	0	0
53	1	26	42	42	0	0	1	0	0	0	0	0
53	1	27	42	42	0	0	1	0	0	0	0	0
53	1	28	11	11	0	0	1	0	0	0	0	0
53	1	29	6	6	0	0	1	0	0	0	0	0
53	1	30	49	49	0	0	1	0	0	0	0	0
53	1	31	43	43	0	0	1	0	0	0	0	0
53	1	32	40	40	0	0	1	0	0	0	0	0
53	1	33	38	38	0	0	1	0	0	0	0	0
53	1	34	25	25	0	0	1	0	0	0	0	0
53	1	35	13	13	0	0	1	0	0	0	0	0
53	1	36	11	11	0	0	1	0	0	0	0	0
53	1	37	36	36	0	0	1	0	0	0	0	0
53	1	38	7	7	0	0	1	0	0	0	0	0
53	1	39	25	25	0	0	1	0	0	0	0	0
53	1	40	24	24	0	0	1	0	0	0	0	0
53	1	41	43	43	0	0	1	0	0	0	0	0
53	1	42	6	6	0	0	1	0	0	0	0	0
53	1	43	36	36	0	0	1	0	0	0	0	0
53	1	44	9	9	0	0	1	0	0	0	0	0
53	1	45	38	38	0	0	1	0	0	0	0	0
53	1	46	7	7	0	0	1	0	0	0	0	0
53	1	47	9	9	0	0	1	0	0	0	0	0
53	1	48	40	40	0	0	1	0	0	0	0	0
53	1	49	24	24	0	0	1	0	0	0	0	0
53	1	50	13	13	0	0	1	0	0	0	0	0
53	1	51	42	42	0	0	1	0	0	0	0	0
53	1	52	0	0	1	1	-1	0	0	0	0	0
53	2	1	42	42	0	0	1	0	0	0	0	0
53	2	2	15	40	0	0	1	0	0	0	0	0
53	2	8	6	4	0	0	0	4	12	0	0	0
53	2	10	6	4	0	0	0	4	12	0	0	0
53	2	11	1	37	0	0	0	4	12	0	0	0
53	2	12	1	37	0	0	0	4	12	0	0	0
53	2	13	15	40	0	0	1	0	0	0	0	0
53	2	14	9	16	0	0	0	4	12	0	0	0
53	2	17	9	16	0	0	0	4	12	0	0	0
53	2	18	49	17	0	0	0	4	12	0	0	0
53	2	21	11	24	0	0	0	4	12	0	0	0
53	2	24	11	24	0	0	0	4	12	0	0	0
53	2	25	49	17	0	0	0	4	12	0	0	0
53	2	26	42	42	0	0	1	0	0	0	0	0
53	2	27	42	42	0	0	1	0	0	0	0	0
53	2	28	49	17	0	0	0	4	12	0	0	0
53	2	29	11	24	0	0	0	4	12	0	0	0
53	2	32	11	24	0	0	0	4	12	0	0	0
53	2	35	49	17	0	0	0	4	12	0	0	0
53	2	36	9	16	0	0	0	4	12	0	0	0
53	2	39	9	16	0	0	0	4	12	0	0	0
53	2	40	15	40	0	0	1	0	0	0	0	0
53	2	41	1	37	0	0	0	4	12	0	0	0
53	2	42	1	37	0	0	0	4	12	0	0	0
53	2	43	6	4	0	0	0	4	12	0	0	0
53	2	45	6	4	0	0	0	4	12	0	0	0
53	2	51	15	40	0	0	1	0	0	0	0	0
53	2	52	42	42	0	0	1	0	0	0	0	0
53	3	1	13	13	0	0	1	0	0	0	0	0
