family	n	d	parameter	status	jacobian_order
5	0	1	0	boundary	0
5	1	1	1	boundary	0
5	7	1	7	good_allowed	768
5	9	1	9	good_allowed	768
5	10	1	10	boundary	0
5	14	1	14	good_allowed	768
5	15	1	15	good_allowed	768
5	18	1	18	boundary	0
5	19	1	19	boundary	0
5	20	1	20	good_allowed	768
5	22	1	22	good_allowed	768
5	24	1	24	good_allowed	768
5	28	1	28	boundary	0
5	29	1	29	good_allowed	768
5	30	1	30	boundary	0
5	1	0	infinity	boundary	0
6	0	1	0	boundary	0
6	1	1	1	boundary	0
6	2	1	2	boundary	0
6	3	1	3	good_allowed	768
6	6	1	6	good_allowed	768
6	7	1	7	boundary	0
6	9	1	9	boundary	0
6	11	1	11	good_allowed	768
6	16	1	16	boundary	0
6	17	1	17	good_allowed	768
6	18	1	18	good_allowed	768
6	19	1	19	good_allowed	768
6	21	1	21	good_allowed	768
6	26	1	26	good_allowed	768
6	30	1	30	boundary	0
6	1	0	infinity	boundary	0
