u	t	w	source
49724	78384	139160	target_22224_direct_contact_deep13_padic_tangent_p11
49724	93025	65955	target_22224_direct_contact_deep13_padic_tangent_p11
49724	107666	153801	target_22224_direct_contact_deep13_padic_tangent_p11
49724	122307	80596	target_22224_direct_contact_deep13_padic_tangent_p11
49724	136948	7391	target_22224_direct_contact_deep13_padic_tangent_p11
49724	151589	95237	target_22224_direct_contact_deep13_padic_tangent_p11
51825	8424	144462	target_22224_direct_contact_deep13_padic_tangent_p11
51825	23065	71257	target_22224_direct_contact_deep13_padic_tangent_p11
51825	37706	159103	target_22224_direct_contact_deep13_padic_tangent_p11
51825	52347	85898	target_22224_direct_contact_deep13_padic_tangent_p11
51825	66988	12693	target_22224_direct_contact_deep13_padic_tangent_p11
51825	81629	100539	target_22224_direct_contact_deep13_padic_tangent_p11
51825	96270	27334	target_22224_direct_contact_deep13_padic_tangent_p11
51825	110911	115180	target_22224_direct_contact_deep13_padic_tangent_p11
51825	125552	41975	target_22224_direct_contact_deep13_padic_tangent_p11
51825	140193	129821	target_22224_direct_contact_deep13_padic_tangent_p11
51825	154834	56616	target_22224_direct_contact_deep13_padic_tangent_p11
54025	5784	18567	target_22224_direct_contact_deep13_padic_tangent_p11
54025	20425	106413	target_22224_direct_contact_deep13_padic_tangent_p11
54025	35066	33208	target_22224_direct_contact_deep13_padic_tangent_p11
54025	49707	121054	target_22224_direct_contact_deep13_padic_tangent_p11
54025	64348	47849	target_22224_direct_contact_deep13_padic_tangent_p11
54025	78989	135695	target_22224_direct_contact_deep13_padic_tangent_p11
54025	93630	62490	target_22224_direct_contact_deep13_padic_tangent_p11
54025	108271	150336	target_22224_direct_contact_deep13_padic_tangent_p11
54025	122912	77131	target_22224_direct_contact_deep13_padic_tangent_p11
54025	137553	3926	target_22224_direct_contact_deep13_padic_tangent_p11
54025	152194	91772	target_22224_direct_contact_deep13_padic_tangent_p11
54806	4464	33593	target_22224_direct_contact_deep13_padic_tangent_p11
54806	19105	121439	target_22224_direct_contact_deep13_padic_tangent_p11
54806	33746	48234	target_22224_direct_contact_deep13_padic_tangent_p11
54806	48387	136080	target_22224_direct_contact_deep13_padic_tangent_p11
54806	63028	62875	target_22224_direct_contact_deep13_padic_tangent_p11
54806	77669	150721	target_22224_direct_contact_deep13_padic_tangent_p11
54806	92310	77516	target_22224_direct_contact_deep13_padic_tangent_p11
54806	106951	4311	target_22224_direct_contact_deep13_padic_tangent_p11
54806	121592	92157	target_22224_direct_contact_deep13_padic_tangent_p11
54806	136233	18952	target_22224_direct_contact_deep13_padic_tangent_p11
54806	150874	106798	target_22224_direct_contact_deep13_padic_tangent_p11
54828	1538	19238	target_22224_direct_contact_deep13_padic_tangent_p11
54828	16179	107084	target_22224_direct_contact_deep13_padic_tangent_p11
54828	30820	33879	target_22224_direct_contact_deep13_padic_tangent_p11
54828	45461	121725	target_22224_direct_contact_deep13_padic_tangent_p11
54828	60102	48520	target_22224_direct_contact_deep13_padic_tangent_p11
54828	74743	136366	target_22224_direct_contact_deep13_padic_tangent_p11
54828	89384	63161	target_22224_direct_contact_deep13_padic_tangent_p11
54828	104025	151007	target_22224_direct_contact_deep13_padic_tangent_p11
54828	118666	77802	target_22224_direct_contact_deep13_padic_tangent_p11
54828	133307	4597	target_22224_direct_contact_deep13_padic_tangent_p11
54828	147948	92443	target_22224_direct_contact_deep13_padic_tangent_p11
59085	11306	153526	target_22224_direct_contact_deep13_padic_tangent_p11
59085	25947	80321	target_22224_direct_contact_deep13_padic_tangent_p11
59085	40588	7116	target_22224_direct_contact_deep13_padic_tangent_p11
59085	55229	94962	target_22224_direct_contact_deep13_padic_tangent_p11
59085	69870	21757	target_22224_direct_contact_deep13_padic_tangent_p11
59085	84511	109603	target_22224_direct_contact_deep13_padic_tangent_p11
59085	99152	36398	target_22224_direct_contact_deep13_padic_tangent_p11
59085	113793	124244	target_22224_direct_contact_deep13_padic_tangent_p11
59085	128434	51039	target_22224_direct_contact_deep13_padic_tangent_p11
59085	143075	138885	target_22224_direct_contact_deep13_padic_tangent_p11
59085	157716	65680	target_22224_direct_contact_deep13_padic_tangent_p11
60647	2781	43724	target_22224_direct_contact_deep13_padic_tangent_p11
60647	17422	131570	target_22224_direct_contact_deep13_padic_tangent_p11
60647	32063	58365	target_22224_direct_contact_deep13_padic_tangent_p11
60647	46704	146211	target_22224_direct_contact_deep13_padic_tangent_p11
60647	61345	73006	target_22224_direct_contact_deep13_padic_tangent_p11
60647	75986	160852	target_22224_direct_contact_deep13_padic_tangent_p11
60647	90627	87647	target_22224_direct_contact_deep13_padic_tangent_p11
60647	105268	14442	target_22224_direct_contact_deep13_padic_tangent_p11
60647	119909	102288	target_22224_direct_contact_deep13_padic_tangent_p11
60647	134550	29083	target_22224_direct_contact_deep13_padic_tangent_p11
60647	149191	116929	target_22224_direct_contact_deep13_padic_tangent_p11
63749	10965	106270	target_22224_direct_contact_deep13_padic_tangent_p11
63749	25606	33065	target_22224_direct_contact_deep13_padic_tangent_p11
63749	40247	120911	target_22224_direct_contact_deep13_padic_tangent_p11
63749	54888	47706	target_22224_direct_contact_deep13_padic_tangent_p11
63749	69529	135552	target_22224_direct_contact_deep13_padic_tangent_p11
63749	84170	62347	target_22224_direct_contact_deep13_padic_tangent_p11
63749	98811	150193	target_22224_direct_contact_deep13_padic_tangent_p11
63749	113452	76988	target_22224_direct_contact_deep13_padic_tangent_p11
63749	128093	3783	target_22224_direct_contact_deep13_padic_tangent_p11
63749	142734	91629	target_22224_direct_contact_deep13_padic_tangent_p11
63749	157375	18424	target_22224_direct_contact_deep13_padic_tangent_p11
64365	5179	139160	target_22224_direct_contact_deep13_padic_tangent_p11
64365	19820	65955	target_22224_direct_contact_deep13_padic_tangent_p11
64365	34461	153801	target_22224_direct_contact_deep13_padic_tangent_p11
64365	49102	80596	target_22224_direct_contact_deep13_padic_tangent_p11
64365	63743	7391	target_22224_direct_contact_deep13_padic_tangent_p11
64365	78384	95237	target_22224_direct_contact_deep13_padic_tangent_p11
64365	93025	22032	target_22224_direct_contact_deep13_padic_tangent_p11
64365	107666	109878	target_22224_direct_contact_deep13_padic_tangent_p11
64365	122307	36673	target_22224_direct_contact_deep13_padic_tangent_p11
64365	136948	124519	target_22224_direct_contact_deep13_padic_tangent_p11
64365	151589	51314	target_22224_direct_contact_deep13_padic_tangent_p11
66466	8424	100539	target_22224_direct_contact_deep13_padic_tangent_p11
66466	23065	27334	target_22224_direct_contact_deep13_padic_tangent_p11
66466	37706	115180	target_22224_direct_contact_deep13_padic_tangent_p11
66466	52347	41975	target_22224_direct_contact_deep13_padic_tangent_p11
66466	66988	129821	target_22224_direct_contact_deep13_padic_tangent_p11
66466	81629	56616	target_22224_direct_contact_deep13_padic_tangent_p11
66466	96270	144462	target_22224_direct_contact_deep13_padic_tangent_p11
66466	110911	71257	target_22224_direct_contact_deep13_padic_tangent_p11
66466	125552	159103	target_22224_direct_contact_deep13_padic_tangent_p11
66466	140193	85898	target_22224_direct_contact_deep13_padic_tangent_p11
66466	154834	12693	target_22224_direct_contact_deep13_padic_tangent_p11
68666	5784	135695	target_22224_direct_contact_deep13_padic_tangent_p11
68666	20425	62490	target_22224_direct_contact_deep13_padic_tangent_p11
68666	35066	150336	target_22224_direct_contact_deep13_padic_tangent_p11
68666	49707	77131	target_22224_direct_contact_deep13_padic_tangent_p11
68666	64348	3926	target_22224_direct_contact_deep13_padic_tangent_p11
68666	78989	91772	target_22224_direct_contact_deep13_padic_tangent_p11
68666	93630	18567	target_22224_direct_contact_deep13_padic_tangent_p11
68666	108271	106413	target_22224_direct_contact_deep13_padic_tangent_p11
68666	122912	33208	target_22224_direct_contact_deep13_padic_tangent_p11
68666	137553	121054	target_22224_direct_contact_deep13_padic_tangent_p11
68666	152194	47849	target_22224_direct_contact_deep13_padic_tangent_p11
69447	4464	150721	target_22224_direct_contact_deep13_padic_tangent_p11
69447	19105	77516	target_22224_direct_contact_deep13_padic_tangent_p11
69447	33746	4311	target_22224_direct_contact_deep13_padic_tangent_p11
69447	48387	92157	target_22224_direct_contact_deep13_padic_tangent_p11
69447	63028	18952	target_22224_direct_contact_deep13_padic_tangent_p11
69447	77669	106798	target_22224_direct_contact_deep13_padic_tangent_p11
69447	92310	33593	target_22224_direct_contact_deep13_padic_tangent_p11
69447	106951	121439	target_22224_direct_contact_deep13_padic_tangent_p11
69447	121592	48234	target_22224_direct_contact_deep13_padic_tangent_p11
69447	136233	136080	target_22224_direct_contact_deep13_padic_tangent_p11
69447	150874	62875	target_22224_direct_contact_deep13_padic_tangent_p11
69469	1538	136366	target_22224_direct_contact_deep13_padic_tangent_p11
69469	16179	63161	target_22224_direct_contact_deep13_padic_tangent_p11
69469	30820	151007	target_22224_direct_contact_deep13_padic_tangent_p11
69469	45461	77802	target_22224_direct_contact_deep13_padic_tangent_p11
69469	60102	4597	target_22224_direct_contact_deep13_padic_tangent_p11
69469	74743	92443	target_22224_direct_contact_deep13_padic_tangent_p11
69469	89384	19238	target_22224_direct_contact_deep13_padic_tangent_p11
69469	104025	107084	target_22224_direct_contact_deep13_padic_tangent_p11
69469	118666	33879	target_22224_direct_contact_deep13_padic_tangent_p11
69469	133307	121725	target_22224_direct_contact_deep13_padic_tangent_p11
69469	147948	48520	target_22224_direct_contact_deep13_padic_tangent_p11
73726	11306	109603	target_22224_direct_contact_deep13_padic_tangent_p11
73726	25947	36398	target_22224_direct_contact_deep13_padic_tangent_p11
73726	40588	124244	target_22224_direct_contact_deep13_padic_tangent_p11
73726	55229	51039	target_22224_direct_contact_deep13_padic_tangent_p11
73726	69870	138885	target_22224_direct_contact_deep13_padic_tangent_p11
73726	84511	65680	target_22224_direct_contact_deep13_padic_tangent_p11
73726	99152	153526	target_22224_direct_contact_deep13_padic_tangent_p11
73726	113793	80321	target_22224_direct_contact_deep13_padic_tangent_p11
73726	128434	7116	target_22224_direct_contact_deep13_padic_tangent_p11
73726	143075	94962	target_22224_direct_contact_deep13_padic_tangent_p11
73726	157716	21757	target_22224_direct_contact_deep13_padic_tangent_p11
75288	2781	160852	target_22224_direct_contact_deep13_padic_tangent_p11
75288	17422	87647	target_22224_direct_contact_deep13_padic_tangent_p11
75288	32063	14442	target_22224_direct_contact_deep13_padic_tangent_p11
75288	46704	102288	target_22224_direct_contact_deep13_padic_tangent_p11
75288	61345	29083	target_22224_direct_contact_deep13_padic_tangent_p11
75288	75986	116929	target_22224_direct_contact_deep13_padic_tangent_p11
75288	90627	43724	target_22224_direct_contact_deep13_padic_tangent_p11
75288	105268	131570	target_22224_direct_contact_deep13_padic_tangent_p11
75288	119909	58365	target_22224_direct_contact_deep13_padic_tangent_p11
75288	134550	146211	target_22224_direct_contact_deep13_padic_tangent_p11
75288	149191	73006	target_22224_direct_contact_deep13_padic_tangent_p11
78390	10965	62347	target_22224_direct_contact_deep13_padic_tangent_p11
78390	25606	150193	target_22224_direct_contact_deep13_padic_tangent_p11
78390	40247	76988	target_22224_direct_contact_deep13_padic_tangent_p11
78390	54888	3783	target_22224_direct_contact_deep13_padic_tangent_p11
78390	69529	91629	target_22224_direct_contact_deep13_padic_tangent_p11
78390	84170	18424	target_22224_direct_contact_deep13_padic_tangent_p11
78390	98811	106270	target_22224_direct_contact_deep13_padic_tangent_p11
78390	113452	33065	target_22224_direct_contact_deep13_padic_tangent_p11
78390	128093	120911	target_22224_direct_contact_deep13_padic_tangent_p11
78390	142734	47706	target_22224_direct_contact_deep13_padic_tangent_p11
78390	157375	135552	target_22224_direct_contact_deep13_padic_tangent_p11
78925	121	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	1210	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	1452	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	2541	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	2783	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	3872	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	4114	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	5203	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	5445	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	6534	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	6776	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	7865	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	8107	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	9196	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	9438	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	10527	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	10769	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	11858	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	12100	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	13189	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	13431	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	14520	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	14762	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	15851	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	16093	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	17182	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	17424	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	18513	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	18755	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	19844	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	20086	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	21175	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	21417	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	22506	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	22748	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	23837	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	24079	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	25168	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	25410	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	26499	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	26741	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	27830	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	28072	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	29161	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	29403	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	30492	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	30734	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	31823	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	32065	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	33154	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	33396	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	34485	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	34727	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	35816	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	36058	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	37147	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	37389	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	38478	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	38720	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	39809	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	40051	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	41140	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	41382	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	42471	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	42713	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	43802	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	44044	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	45133	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	45375	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	46464	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	46706	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	47795	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	48037	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	49126	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	49368	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	50457	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	50699	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	51788	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	52030	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	53119	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	53361	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	54450	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	54692	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	55781	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	56023	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	57112	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	57354	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	58443	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	58685	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	59774	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	60016	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	61105	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	61347	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	62436	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	62678	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	63767	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	64009	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	65098	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	65340	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	66429	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	66671	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	67760	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	68002	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	69091	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	69333	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	70422	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	70664	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	71753	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	71995	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	73084	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	73326	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	74415	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	74657	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	75746	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	75988	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	77077	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	77319	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	78408	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	78650	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	79739	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	79981	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	81070	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	81312	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	82401	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	82643	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	83732	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	83974	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	85063	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	85305	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	86394	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	86636	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	87725	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	87967	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	89056	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	89298	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	90387	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	90629	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	91718	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	91960	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	93049	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	93291	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	94380	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	94622	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	95711	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	95953	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	97042	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	97284	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	98373	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	98615	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	99704	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	99946	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	101035	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	101277	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	102366	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	102608	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	103697	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	103939	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	105028	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	105270	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	106359	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	106601	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	107690	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	107932	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	109021	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	109263	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	110352	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	110594	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	111683	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	111925	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	113014	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	113256	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	114345	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	114587	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	115676	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	115918	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	117007	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	117249	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	118338	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	118580	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	119669	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	119911	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	121000	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	121242	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	122331	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	122573	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	123662	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	123904	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	124993	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	125235	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	126324	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	126566	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	127655	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	127897	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	128986	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	129228	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	130317	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	130559	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	131648	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	131890	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	132979	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	133221	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	134310	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	134552	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	135641	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	135883	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	136972	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	137214	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	138303	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	138545	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	139634	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	139876	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	140965	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	141207	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	142296	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	142538	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	143627	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	143869	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	144958	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	145200	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	146289	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	146531	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	147620	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	147862	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	148951	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	149193	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	150282	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
78925	150524	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
