u	t	w	source
24743	64348	135695	target_22224_direct_contact_deep13_padic_tangent_p11
24743	78989	62490	target_22224_direct_contact_deep13_padic_tangent_p11
24743	93630	150336	target_22224_direct_contact_deep13_padic_tangent_p11
24743	108271	77131	target_22224_direct_contact_deep13_padic_tangent_p11
24743	122912	3926	target_22224_direct_contact_deep13_padic_tangent_p11
24743	137553	91772	target_22224_direct_contact_deep13_padic_tangent_p11
24743	152194	18567	target_22224_direct_contact_deep13_padic_tangent_p11
25524	4464	121439	target_22224_direct_contact_deep13_padic_tangent_p11
25524	19105	48234	target_22224_direct_contact_deep13_padic_tangent_p11
25524	33746	136080	target_22224_direct_contact_deep13_padic_tangent_p11
25524	48387	62875	target_22224_direct_contact_deep13_padic_tangent_p11
25524	63028	150721	target_22224_direct_contact_deep13_padic_tangent_p11
25524	77669	77516	target_22224_direct_contact_deep13_padic_tangent_p11
25524	92310	4311	target_22224_direct_contact_deep13_padic_tangent_p11
25524	106951	92157	target_22224_direct_contact_deep13_padic_tangent_p11
25524	121592	18952	target_22224_direct_contact_deep13_padic_tangent_p11
25524	136233	106798	target_22224_direct_contact_deep13_padic_tangent_p11
25524	150874	33593	target_22224_direct_contact_deep13_padic_tangent_p11
25546	1538	107084	target_22224_direct_contact_deep13_padic_tangent_p11
25546	16179	33879	target_22224_direct_contact_deep13_padic_tangent_p11
25546	30820	121725	target_22224_direct_contact_deep13_padic_tangent_p11
25546	45461	48520	target_22224_direct_contact_deep13_padic_tangent_p11
25546	60102	136366	target_22224_direct_contact_deep13_padic_tangent_p11
25546	74743	63161	target_22224_direct_contact_deep13_padic_tangent_p11
25546	89384	151007	target_22224_direct_contact_deep13_padic_tangent_p11
25546	104025	77802	target_22224_direct_contact_deep13_padic_tangent_p11
25546	118666	4597	target_22224_direct_contact_deep13_padic_tangent_p11
25546	133307	92443	target_22224_direct_contact_deep13_padic_tangent_p11
25546	147948	19238	target_22224_direct_contact_deep13_padic_tangent_p11
29803	11306	80321	target_22224_direct_contact_deep13_padic_tangent_p11
29803	25947	7116	target_22224_direct_contact_deep13_padic_tangent_p11
29803	40588	94962	target_22224_direct_contact_deep13_padic_tangent_p11
29803	55229	21757	target_22224_direct_contact_deep13_padic_tangent_p11
29803	69870	109603	target_22224_direct_contact_deep13_padic_tangent_p11
29803	84511	36398	target_22224_direct_contact_deep13_padic_tangent_p11
29803	99152	124244	target_22224_direct_contact_deep13_padic_tangent_p11
29803	113793	51039	target_22224_direct_contact_deep13_padic_tangent_p11
29803	128434	138885	target_22224_direct_contact_deep13_padic_tangent_p11
29803	143075	65680	target_22224_direct_contact_deep13_padic_tangent_p11
29803	157716	153526	target_22224_direct_contact_deep13_padic_tangent_p11
31365	2781	131570	target_22224_direct_contact_deep13_padic_tangent_p11
31365	17422	58365	target_22224_direct_contact_deep13_padic_tangent_p11
31365	32063	146211	target_22224_direct_contact_deep13_padic_tangent_p11
31365	46704	73006	target_22224_direct_contact_deep13_padic_tangent_p11
31365	61345	160852	target_22224_direct_contact_deep13_padic_tangent_p11
31365	75986	87647	target_22224_direct_contact_deep13_padic_tangent_p11
31365	90627	14442	target_22224_direct_contact_deep13_padic_tangent_p11
31365	105268	102288	target_22224_direct_contact_deep13_padic_tangent_p11
31365	119909	29083	target_22224_direct_contact_deep13_padic_tangent_p11
31365	134550	116929	target_22224_direct_contact_deep13_padic_tangent_p11
31365	149191	43724	target_22224_direct_contact_deep13_padic_tangent_p11
34467	10965	33065	target_22224_direct_contact_deep13_padic_tangent_p11
34467	25606	120911	target_22224_direct_contact_deep13_padic_tangent_p11
34467	40247	47706	target_22224_direct_contact_deep13_padic_tangent_p11
34467	54888	135552	target_22224_direct_contact_deep13_padic_tangent_p11
34467	69529	62347	target_22224_direct_contact_deep13_padic_tangent_p11
34467	84170	150193	target_22224_direct_contact_deep13_padic_tangent_p11
34467	98811	76988	target_22224_direct_contact_deep13_padic_tangent_p11
34467	113452	3783	target_22224_direct_contact_deep13_padic_tangent_p11
34467	128093	91629	target_22224_direct_contact_deep13_padic_tangent_p11
34467	142734	18424	target_22224_direct_contact_deep13_padic_tangent_p11
34467	157375	106270	target_22224_direct_contact_deep13_padic_tangent_p11
35002	484	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	847	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	1815	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	2178	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	3146	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	3509	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	4477	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	4840	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	5808	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	6171	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	7139	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	7502	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	8470	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	8833	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	9801	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	10164	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	11132	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	11495	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	12463	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	12826	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	13794	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	14157	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	15125	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	15488	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	16456	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	16819	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	17787	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	18150	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	19118	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	19481	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	20449	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	20812	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	21780	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	22143	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	23111	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	23474	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	24442	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	24805	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	25773	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	26136	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	27104	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	27467	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	28435	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	28798	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	29766	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	30129	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	31097	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	31460	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	32428	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	32791	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	33759	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	34122	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	35090	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	35453	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	36421	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	36784	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	37752	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	38115	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	39083	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	39446	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	40414	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	40777	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	41745	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	42108	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	43076	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	43439	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	44407	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	44770	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	45738	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	46101	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	47069	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	47432	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	48400	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	48763	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	49731	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	50094	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	51062	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	51425	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	52393	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	52756	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	53724	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	54087	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	55055	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	55418	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	56386	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	56749	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	57717	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	58080	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	59048	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	59411	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	60379	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	60742	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	61710	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	62073	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	63041	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	63404	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	64372	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	64735	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	65703	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	66066	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	67034	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	67397	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	68365	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	68728	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	69696	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	70059	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	71027	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	71390	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	72358	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	72721	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	73689	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	74052	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	75020	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	75383	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	76351	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	76714	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	77682	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	78045	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	79013	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	79376	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	80344	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	80707	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	81675	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	82038	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	83006	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	83369	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	84337	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	84700	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	85668	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	86031	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	86999	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	87362	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	88330	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	88693	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	89661	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	90024	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	90992	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	91355	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	92323	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	92686	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	93654	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	94017	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	94985	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	95348	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	96316	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	96679	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	97647	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	98010	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	98978	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	99341	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	100309	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	100672	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	101640	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	102003	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	102971	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	103334	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	104302	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	104665	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	105633	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	105996	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	106964	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	107327	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	108295	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	108658	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	109626	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	109989	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	110957	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	111320	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	112288	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	112651	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	113619	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	113982	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	114950	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	115313	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	116281	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	116644	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	117612	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	117975	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	118943	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	119306	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	120274	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	120637	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	121605	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	121968	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	122936	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	123299	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	124267	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	124630	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	125598	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	125961	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	126929	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	127292	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	128260	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	128623	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	129591	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	129954	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	130922	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	131285	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	132253	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	132616	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	133584	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	133947	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	134915	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	135278	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	136246	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	136609	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	137577	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	137940	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	138908	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	139271	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	140239	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	140602	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	141570	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	141933	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	142901	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	143264	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	144232	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	144595	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	145563	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	145926	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	146894	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	147257	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	148225	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	148588	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	149556	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	149919	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	150887	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	151250	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	152218	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	152581	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	153549	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	153912	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	154880	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	155243	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	156211	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	156574	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	157542	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	157905	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	158873	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	159236	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	160204	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35002	160567	88814	target_22224_direct_contact_nearmiss_fixedbranch_p11
35083	5179	65955	target_22224_direct_contact_deep13_padic_tangent_p11
35083	19820	153801	target_22224_direct_contact_deep13_padic_tangent_p11
35083	34461	80596	target_22224_direct_contact_deep13_padic_tangent_p11
35083	49102	7391	target_22224_direct_contact_deep13_padic_tangent_p11
35083	63743	95237	target_22224_direct_contact_deep13_padic_tangent_p11
35083	78384	22032	target_22224_direct_contact_deep13_padic_tangent_p11
35083	93025	109878	target_22224_direct_contact_deep13_padic_tangent_p11
35083	107666	36673	target_22224_direct_contact_deep13_padic_tangent_p11
35083	122307	124519	target_22224_direct_contact_deep13_padic_tangent_p11
35083	136948	51314	target_22224_direct_contact_deep13_padic_tangent_p11
35083	151589	139160	target_22224_direct_contact_deep13_padic_tangent_p11
37184	8424	27334	target_22224_direct_contact_deep13_padic_tangent_p11
37184	23065	115180	target_22224_direct_contact_deep13_padic_tangent_p11
37184	37706	41975	target_22224_direct_contact_deep13_padic_tangent_p11
37184	52347	129821	target_22224_direct_contact_deep13_padic_tangent_p11
37184	66988	56616	target_22224_direct_contact_deep13_padic_tangent_p11
37184	81629	144462	target_22224_direct_contact_deep13_padic_tangent_p11
37184	96270	71257	target_22224_direct_contact_deep13_padic_tangent_p11
37184	110911	159103	target_22224_direct_contact_deep13_padic_tangent_p11
37184	125552	85898	target_22224_direct_contact_deep13_padic_tangent_p11
37184	140193	12693	target_22224_direct_contact_deep13_padic_tangent_p11
37184	154834	100539	target_22224_direct_contact_deep13_padic_tangent_p11
39384	5784	62490	target_22224_direct_contact_deep13_padic_tangent_p11
39384	20425	150336	target_22224_direct_contact_deep13_padic_tangent_p11
39384	35066	77131	target_22224_direct_contact_deep13_padic_tangent_p11
39384	49707	3926	target_22224_direct_contact_deep13_padic_tangent_p11
39384	64348	91772	target_22224_direct_contact_deep13_padic_tangent_p11
39384	78989	18567	target_22224_direct_contact_deep13_padic_tangent_p11
39384	93630	106413	target_22224_direct_contact_deep13_padic_tangent_p11
39384	108271	33208	target_22224_direct_contact_deep13_padic_tangent_p11
39384	122912	121054	target_22224_direct_contact_deep13_padic_tangent_p11
39384	137553	47849	target_22224_direct_contact_deep13_padic_tangent_p11
39384	152194	135695	target_22224_direct_contact_deep13_padic_tangent_p11
40165	4464	77516	target_22224_direct_contact_deep13_padic_tangent_p11
40165	19105	4311	target_22224_direct_contact_deep13_padic_tangent_p11
40165	33746	92157	target_22224_direct_contact_deep13_padic_tangent_p11
40165	48387	18952	target_22224_direct_contact_deep13_padic_tangent_p11
40165	63028	106798	target_22224_direct_contact_deep13_padic_tangent_p11
40165	77669	33593	target_22224_direct_contact_deep13_padic_tangent_p11
40165	92310	121439	target_22224_direct_contact_deep13_padic_tangent_p11
40165	106951	48234	target_22224_direct_contact_deep13_padic_tangent_p11
40165	121592	136080	target_22224_direct_contact_deep13_padic_tangent_p11
40165	136233	62875	target_22224_direct_contact_deep13_padic_tangent_p11
40165	150874	150721	target_22224_direct_contact_deep13_padic_tangent_p11
40187	1538	63161	target_22224_direct_contact_deep13_padic_tangent_p11
40187	16179	151007	target_22224_direct_contact_deep13_padic_tangent_p11
40187	30820	77802	target_22224_direct_contact_deep13_padic_tangent_p11
40187	45461	4597	target_22224_direct_contact_deep13_padic_tangent_p11
40187	60102	92443	target_22224_direct_contact_deep13_padic_tangent_p11
40187	74743	19238	target_22224_direct_contact_deep13_padic_tangent_p11
40187	89384	107084	target_22224_direct_contact_deep13_padic_tangent_p11
40187	104025	33879	target_22224_direct_contact_deep13_padic_tangent_p11
40187	118666	121725	target_22224_direct_contact_deep13_padic_tangent_p11
40187	133307	48520	target_22224_direct_contact_deep13_padic_tangent_p11
40187	147948	136366	target_22224_direct_contact_deep13_padic_tangent_p11
44444	11306	36398	target_22224_direct_contact_deep13_padic_tangent_p11
44444	25947	124244	target_22224_direct_contact_deep13_padic_tangent_p11
44444	40588	51039	target_22224_direct_contact_deep13_padic_tangent_p11
44444	55229	138885	target_22224_direct_contact_deep13_padic_tangent_p11
44444	69870	65680	target_22224_direct_contact_deep13_padic_tangent_p11
44444	84511	153526	target_22224_direct_contact_deep13_padic_tangent_p11
44444	99152	80321	target_22224_direct_contact_deep13_padic_tangent_p11
44444	113793	7116	target_22224_direct_contact_deep13_padic_tangent_p11
44444	128434	94962	target_22224_direct_contact_deep13_padic_tangent_p11
44444	143075	21757	target_22224_direct_contact_deep13_padic_tangent_p11
44444	157716	109603	target_22224_direct_contact_deep13_padic_tangent_p11
46006	2781	87647	target_22224_direct_contact_deep13_padic_tangent_p11
46006	17422	14442	target_22224_direct_contact_deep13_padic_tangent_p11
46006	32063	102288	target_22224_direct_contact_deep13_padic_tangent_p11
46006	46704	29083	target_22224_direct_contact_deep13_padic_tangent_p11
46006	61345	116929	target_22224_direct_contact_deep13_padic_tangent_p11
46006	75986	43724	target_22224_direct_contact_deep13_padic_tangent_p11
46006	90627	131570	target_22224_direct_contact_deep13_padic_tangent_p11
46006	105268	58365	target_22224_direct_contact_deep13_padic_tangent_p11
46006	119909	146211	target_22224_direct_contact_deep13_padic_tangent_p11
46006	134550	73006	target_22224_direct_contact_deep13_padic_tangent_p11
46006	149191	160852	target_22224_direct_contact_deep13_padic_tangent_p11
49108	10965	150193	target_22224_direct_contact_deep13_padic_tangent_p11
49108	25606	76988	target_22224_direct_contact_deep13_padic_tangent_p11
49108	40247	3783	target_22224_direct_contact_deep13_padic_tangent_p11
49108	54888	91629	target_22224_direct_contact_deep13_padic_tangent_p11
49108	69529	18424	target_22224_direct_contact_deep13_padic_tangent_p11
49108	84170	106270	target_22224_direct_contact_deep13_padic_tangent_p11
49108	98811	33065	target_22224_direct_contact_deep13_padic_tangent_p11
49108	113452	120911	target_22224_direct_contact_deep13_padic_tangent_p11
49108	128093	47706	target_22224_direct_contact_deep13_padic_tangent_p11
49108	142734	135552	target_22224_direct_contact_deep13_padic_tangent_p11
49108	157375	62347	target_22224_direct_contact_deep13_padic_tangent_p11
49724	5179	22032	target_22224_direct_contact_deep13_padic_tangent_p11
49724	19820	109878	target_22224_direct_contact_deep13_padic_tangent_p11
49724	34461	36673	target_22224_direct_contact_deep13_padic_tangent_p11
49724	49102	124519	target_22224_direct_contact_deep13_padic_tangent_p11
49724	63743	51314	target_22224_direct_contact_deep13_padic_tangent_p11
