p	A	B	R	S	rho_zero	sigma_zero	branch_collision	smooth_slice_sheets	open_presentations	target_presentations	target_halves	half_boundary_points
61	2	47	41	20	0	0	0	4	12	0	0	0
61	2	48	36	0	0	1	-1	0	0	0	0	0
61	2	49	14	34	0	0	0	4	12	0	0	0
61	2	51	49	52	0	0	0	4	12	0	0	0
61	2	54	36	0	0	1	-1	0	0	0	0	0
61	2	57	58	27	0	0	0	4	12	0	0	0
61	2	58	49	52	0	0	0	4	12	0	0	0
61	2	60	48	48	0	0	1	0	0	0	0	0
61	3	1	41	41	0	0	1	0	0	0	0	0
61	3	2	49	52	0	0	0	4	12	0	0	0
61	3	4	47	34	0	0	0	4	12	6	96	0
61	3	5	47	34	0	0	0	4	12	0	0	0
61	3	9	46	25	0	0	1	0	0	0	0	0
61	3	10	49	52	0	0	0	4	12	0	0	0
61	3	20	41	41	0	0	1	0	0	0	0	0
61	3	21	5	22	0	0	0	4	12	0	0	0
61	3	30	5	22	0	0	0	4	12	0	0	0
61	3	31	5	22	0	0	0	4	12	0	0	0
61	3	40	5	22	0	0	0	4	12	0	0	0
61	3	41	41	41	0	0	1	0	0	0	0	0
61	3	51	49	52	0	0	0	4	12	0	0	0
61	3	52	46	25	0	0	1	0	0	0	0	0
61	3	56	47	34	0	0	0	4	12	6	96	0
61	3	57	47	34	0	0	0	4	12	0	0	0
61	3	59	49	52	0	0	0	4	12	0	0	0
61	3	60	41	41	0	0	1	0	0	0	0	0
61	4	1	56	56	0	0	1	0	0	0	0	0
61	4	2	58	27	0	0	0	4	12	0	0	0
61	4	3	47	34	0	0	0	4	12	6	96	0
61	4	5	47	34	0	0	0	4	12	0	0	0
61	4	15	56	56	0	0	1	0	0	0	0	0
61	4	23	58	27	0	0	0	4	12	0	0	0
61	4	38	58	27	0	0	0	4	12	0	0	0
61	4	46	56	56	0	0	1	0	0	0	0	0
61	4	56	47	34	0	0	0	4	12	6	96	0
61	4	58	47	34	0	0	0	4	12	0	0	0
61	4	59	58	27	0	0	0	4	12	0	0	0
61	4	60	56	56	0	0	1	0	0	0	0	0
61	5	1	45	45	0	0	1	0	0	0	0	0
61	5	3	47	34	0	0	0	4	12	0	0	0
61	5	4	47	34	0	0	0	4	12	0	0	0
61	5	8	12	13	0	0	0	4	12	0	0	0
61	5	12	45	45	0	0	1	0	0	0	0	0
61	5	16	46	9	0	0	1	0	0	0	0	0
61	5	17	58	4	0	0	0	4	12	0	0	0
61	5	24	34	14	0	0	0	4	12	0	0	0
61	5	28	58	4	0	0	0	4	12	0	0	0
61	5	29	12	13	0	0	0	4	12	0	0	0
61	5	30	34	14	0	0	0	4	12	0	0	0
61	5	31	34	14	0	0	0	4	12	0	0	0
61	5	32	12	13	0	0	0	4	12	0	0	0
61	5	33	58	4	0	0	0	4	12	0	0	0
61	5	37	34	14	0	0	0	4	12	0	0	0
61	5	44	58	4	0	0	0	4	12	0	0	0
61	5	45	46	9	0	0	1	0	0	0	0	0
61	5	49	45	45	0	0	1	0	0	0	0	0
61	5	53	12	13	0	0	0	4	12	0	0	0
61	5	57	47	34	0	0	0	4	12	0	0	0
61	5	58	47	34	0	0	0	4	12	0	0	0
61	5	60	45	45	0	0	1	0	0	0	0	0
61	6	1	12	12	0	0	1	0	0	0	0	0
61	6	10	12	12	0	0	1	0	0	0	0	0
61	6	20	52	49	0	0	0	4	12	6	78	0
61	6	30	52	49	0	0	0	4	12	6	78	0
61	6	31	52	49	0	0	0	4	12	0	0	0
61	6	41	52	49	0	0	0	4	12	0	0	0
61	6	51	12	12	0	0	1	0	0	0	0	0
61	6	60	12	12	0	0	1	0	0	0	0	0
61	7	1	52	52	0	0	1	0	0	0	0	0
61	7	2	36	0	0	1	-1	0	0	0	0	0
61	7	13	36	0	0	1	-1	0	0	0	0	0
61	7	21	56	4	0	0	0	4	12	0	0	0
61	7	22	56	4	0	0	0	4	12	0	0	0
61	7	23	41	1	0	0	0	4	12	0	0	0
61	7	25	41	1	0	0	0	4	12	0	0	0
61	7	26	52	52	0	0	1	0	0	0	0	0
61	7	35	52	52	0	0	1	0	0	0	0	0
61	7	36	41	1	0	0	0	4	12	0	0	0
61	7	38	41	1	0	0	0	4	12	0	0	0
61	7	39	56	4	0	0	0	4	12	0	0	0
61	7	40	56	4	0	0	0	4	12	0	0	0
61	7	48	36	0	0	1	-1	0	0	0	0	0
61	7	59	36	0	0	1	-1	0	0	0	0	0
61	7	60	52	52	0	0	1	0	0	0	0	0
61	8	1	42	42	0	0	1	0	0	0	0	0
61	8	5	12	13	0	0	0	4	12	0	0	0
61	8	9	19	34	0	0	0	4	12	0	0	0
61	8	11	19	34	0	0	0	4	12	0	0	0
61	8	15	27	58	0	0	0	4	12	0	0	0
61	8	22	1	41	0	0	0	4	12	0	0	0
61	8	23	42	42	0	0	1	0	0	0	0	0
61	8	26	1	41	0	0	0	4	12	0	0	0
61	8	29	12	13	0	0	0	4	12	0	0	0
61	8	30	27	58	0	0	0	4	12	0	0	0
61	8	31	27	58	0	0	0	4	12	0	0	0
61	8	32	12	13	0	0	0	4	12	0	0	0
61	8	35	1	41	0	0	0	4	12	0	0	0
61	8	38	42	42	0	0	1	0	0	0	0	0
61	8	39	1	41	0	0	0	4	12	0	0	0
61	8	46	27	58	0	0	0	4	12	0	0	0
61	8	50	19	34	0	0	0	4	12	0	0	0
61	8	52	19	34	0	0	0	4	12	0	0	0
61	8	56	12	13	0	0	0	4	12	0	0	0
61	8	60	42	42	0	0	1	0	0	0	0	0
61	9	1	15	15	0	0	1	0	0	0	0	0
61	9	3	46	25	0	0	1	0	0	0	0	0
61	9	8	19	34	0	0	0	4	12	0	0	0
61	9	9	46	25	0	0	1	0	0	0	0	0
61	9	11	19	34	0	0	0	4	12	0	0	0
61	9	27	15	15	0	0	1	0	0	0	0	0
61	9	34	15	15	0	0	1	0	0	0	0	0
61	9	50	19	34	0	0	0	4	12	0	0	0
61	9	52	46	25	0	0	1	0	0	0	0	0
61	9	53	19	34	0	0	0	4	12	0	0	0
61	9	58	46	25	0	0	1	0	0	0	0	0
61	9	60	15	15	0	0	1	0	0	0	0	0
61	10	1	12	12	0	0	1	0	0	0	0	0
61	10	2	49	52	0	0	0	4	12	0	0	0
61	10	3	49	52	0	0	0	4	12	0	0	0
61	10	6	12	12	0	0	1	0	0	0	0	0
61	10	55	12	12	0	0	1	0	0	0	0	0
61	10	58	49	52	0	0	0	4	12	0	0	0
61	10	59	49	52	0	0	0	4	12	0	0	0
61	10	60	12	12	0	0	1	0	0	0	0	0
61	11	1	57	57	0	0	1	0	0	0	0	0
61	11	8	19	34	0	0	0	4	12	0	0	0
61	11	9	19	34	0	0	0	4	12	0	0	0
61	11	11	57	57	0	0	1	0	0	0	0	0
61	11	23	34	19	0	0	0	4	12	0	0	0
61	11	27	34	19	0	0	0	4	12	0	0	0
61	11	34	34	19	0	0	0	4	12	0	0	0
61	11	38	34	19	0	0	0	4	12	0	0	0
61	11	50	57	57	0	0	1	0	0	0	0	0
61	11	52	19	34	0	0	0	4	12	0	0	0
61	11	53	19	34	0	0	0	4	12	0	0	0
61	11	60	57	57	0	0	1	0	0	0	0	0
61	12	1	45	45	0	0	1	0	0	0	0	0
61	12	2	14	34	0	0	0	4	12	0	0	0
61	12	5	45	45	0	0	1	0	0	0	0	0
61	12	15	34	47	0	0	0	4	12	0	0	0
61	12	18	4	58	0	0	0	4	12	0	0	0
61	12	19	9	46	0	0	1	0	0	0	0	0
61	12	20	34	47	0	0	0	4	12	0	0	0
61	12	21	13	12	0	0	0	4	12	0	0	0
61	12	23	13	12	0	0	0	4	12	0	0	0
61	12	24	4	58	0	0	0	4	12	0	0	0
61	12	28	14	34	0	0	0	4	12	0	0	0
61	12	33	14	34	0	0	0	4	12	0	0	0
61	12	37	4	58	0	0	0	4	12	0	0	0
61	12	38	13	12	0	0	0	4	12	6	96	0
61	12	40	13	12	0	0	0	4	12	6	96	0
61	12	41	34	47	0	0	0	4	12	6	96	0
61	12	42	9	46	0	0	1	0	0	0	0	0
61	12	43	4	58	0	0	0	4	12	0	0	0
61	12	46	34	47	0	0	0	4	12	6	96	0
61	12	56	45	45	0	0	1	0	0	0	0	0
61	12	59	14	34	0	0	0	4	12	0	0	0
61	12	60	45	45	0	0	1	0	0	0	0	0
61	13	1	58	58	0	0	1	0	0	0	0	0
61	13	2	36	0	0	1	-1	0	0	0	0	0
61	13	7	36	0	0	1	-1	0	0	0	0	0
61	13	13	16	36	0	0	1	0	0	0	0	0
61	13	14	58	58	0	0	1	0	0	0	0	0
61	13	16	52	20	0	0	0	4	12	0	0	0
61	13	22	52	20	0	0	0	4	12	0	0	0
61	13	28	20	41	0	0	0	4	12	0	0	0
61	13	30	20	41	0	0	0	4	12	0	0	0
61	13	31	20	41	0	0	0	4	12	0	0	0
61	13	33	20	41	0	0	0	4	12	0	0	0
61	13	39	52	20	0	0	0	4	12	0	0	0
61	13	45	52	20	0	0	0	4	12	0	0	0
61	13	47	58	58	0	0	1	0	0	0	0	0
61	13	48	16	36	0	0	1	0	0	0	0	0
61	13	54	36	0	0	1	-1	0	0	0	0	0
61	13	59	36	0	0	1	-1	0	0	0	0	0
61	13	60	58	58	0	0	1	0	0	0	0	0
61	14	1	58	58	0	0	1	0	0	0	0	0
61	14	2	41	20	0	0	0	4	12	0	0	0
61	14	13	58	58	0	0	1	0	0	0	0	0
61	14	14	36	16	0	0	1	0	0	0	0	0
61	14	19	20	52	0	0	0	4	12	0	0	0
61	14	24	41	20	0	0	0	4	12	0	0	0
61	14	25	20	52	0	0	0	4	12	0	0	0
61	14	26	0	36	1	0	-1	0	0	0	0	0
61	14	30	0	36	1	0	-1	0	0	0	0	0
61	14	31	0	36	1	0	-1	0	0	0	0	0
61	14	35	0	36	1	0	-1	0	0	0	0	0
61	14	36	20	52	0	0	0	4	12	0	0	0
61	14	37	41	20	0	0	0	4	12	0	0	0
61	14	42	20	52	0	0	0	4	12	0	0	0
61	14	47	36	16	0	0	1	0	0	0	0	0
61	14	48	58	58	0	0	1	0	0	0	0	0
61	14	59	41	20	0	0	0	4	12	0	0	0
61	14	60	58	58	0	0	1	0	0	0	0	0
61	15	1	56	56	0	0	1	0	0	0	0	0
61	15	4	56	56	0	0	1	0	0	0	0	0
61	15	8	27	58	0	0	0	4	12	0	0	0
61	15	12	34	47	0	0	0	4	12	0	0	0
61	15	20	34	47	0	0	0	4	12	0	0	0
61	15	30	27	58	0	0	0	4	12	0	0	0
61	15	31	27	58	0	0	0	4	12	0	0	0
61	15	41	34	47	0	0	0	4	12	0	0	0
61	15	49	34	47	0	0	0	4	12	0	0	0
61	15	53	27	58	0	0	0	4	12	0	0	0
61	15	57	56	56	0	0	1	0	0	0	0	0
61	15	60	56	56	0	0	1	0	0	0	0	0
61	16	1	5	5	0	0	1	0	0	0	0	0
61	16	2	27	25	0	0	0	4	12	0	0	0
61	16	5	46	9	0	0	1	0	0	0	0	0
61	16	13	52	20	0	0	0	4	12	0	0	0
61	16	16	46	9	0	0	1	0	0	0	0	0
61	16	19	5	5	0	0	1	0	0	0	0	0
61	16	21	27	25	0	0	0	4	12	0	0	0
61	16	22	52	20	0	0	0	4	12	0	0	0
61	16	39	52	20	0	0	0	4	12	0	0	0
61	16	40	27	25	0	0	0	4	12	0	0	0
61	16	42	5	5	0	0	1	0	0	0	0	0
61	16	45	46	9	0	0	1	0	0	0	0	0
61	16	48	52	20	0	0	0	4	12	0	0	0
61	16	56	46	9	0	0	1	0	0	0	0	0
61	16	59	27	25	0	0	0	4	12	0	0	0
61	16	60	5	5	0	0	1	0	0	0	0	0
61	17	1	1	1	0	0	1	0	0	0	0	0
61	17	5	58	4	0	0	0	4	12	0	0	0
61	17	18	1	1	0	0	1	0	0	0	0	0
61	17	25	42	16	0	0	0	4	12	0	0	0
61	17	28	58	4	0	0	0	4	12	0	0	0
61	17	30	42	16	0	0	0	4	12	0	0	0
61	17	31	42	16	0	0	0	4	12	6	60	0
61	17	33	58	4	0	0	0	4	12	0	0	0
61	17	36	42	16	0	0	0	4	12	6	60	0
61	17	43	1	1	0	0	1	0	0	0	0	0
61	17	56	58	4	0	0	0	4	12	0	0	0
61	17	60	1	1	0	0	1	0	0	0	0	0
61	18	1	1	1	0	0	1	0	0	0	0	0
61	18	2	16	42	0	0	0	4	12	6	60	0
61	18	12	4	58	0	0	0	4	12	0	0	0
61	18	17	1	1	0	0	1	0	0	0	0	0
61	18	22	16	42	0	0	0	4	12	0	0	0
61	18	24	4	58	0	0	0	4	12	0	0	0
61	18	37	4	58	0	0	0	4	12	0	0	0
61	18	39	16	42	0	0	0	4	12	6	60	0
61	18	44	1	1	0	0	1	0	0	0	0	0
61	18	49	4	58	0	0	0	4	12	0	0	0
61	18	59	16	42	0	0	0	4	12	0	0	0
61	18	60	1	1	0	0	1	0	0	0	0	0
61	19	1	5	5	0	0	1	0	0	0	0	0
61	19	12	9	46	0	0	1	0	0	0	0	0
61	19	14	20	52	0	0	0	4	12	0	0	0
61	19	16	5	5	0	0	1	0	0	0	0	0
61	19	19	9	46	0	0	1	0	0	0	0	0
61	19	25	20	52	0	0	0	4	12	0	0	0
61	19	29	25	27	0	0	0	4	12	0	0	0
61	19	30	25	27	0	0	0	4	12	0	0	0
61	19	31	25	27	0	0	0	4	12	0	0	0
61	19	32	25	27	0	0	0	4	12	0	0	0
61	19	36	20	52	0	0	0	4	12	0	0	0
61	19	42	9	46	0	0	1	0	0	0	0	0
61	19	45	5	5	0	0	1	0	0	0	0	0
61	19	47	20	52	0	0	0	4	12	0	0	0
61	19	49	9	46	0	0	1	0	0	0	0	0
61	19	60	5	5	0	0	1	0	0	0	0	0
61	20	1	41	41	0	0	1	0	0	0	0	0
61	20	2	22	5	0	0	0	4	12	0	0	0
61	20	3	41	41	0	0	1	0	0	0	0	0
61	20	6	52	49	0	0	0	4	12	6	78	0
61	20	12	34	47	0	0	0	4	12	0	0	0
61	20	15	34	47	0	0	0	4	12	0	0	0
61	20	27	25	46	0	0	1	0	0	0	0	0
61	20	29	22	5	0	0	0	4	12	0	0	0
61	20	30	52	49	0	0	0	4	12	6	78	0
61	20	31	52	49	0	0	0	4	12	0	0	0
61	20	32	22	5	0	0	0	4	12	0	0	0
61	20	34	25	46	0	0	1	0	0	0	0	0
61	20	46	34	47	0	0	0	4	12	0	0	0
61	20	49	34	47	0	0	0	4	12	0	0	0
61	20	55	52	49	0	0	0	4	12	0	0	0
61	20	58	41	41	0	0	1	0	0	0	0	0
61	20	59	22	5	0	0	0	4	12	0	0	0
61	20	60	41	41	0	0	1	0	0	0	0	0
61	21	1	60	60	0	0	1	0	0	0	0	0
61	21	2	27	25	0	0	0	4	12	0	0	0
61	21	3	5	22	0	0	0	4	12	0	0	0
61	21	7	56	4	0	0	0	4	12	0	0	0
61	21	12	13	12	0	0	0	4	12	0	0	0
61	21	16	27	25	0	0	0	4	12	0	0	0
61	21	22	56	4	0	0	0	4	12	0	0	0
61	21	23	13	12	0	0	0	4	12	0	0	0
61	21	29	60	60	0	0	1	0	0	0	0	0
61	21	30	5	22	0	0	0	4	12	0	0	0
61	21	31	5	22	0	0	0	4	12	0	0	0
61	21	32	60	60	0	0	1	0	0	0	0	0
61	21	38	13	12	0	0	0	4	12	0	0	0
61	21	39	56	4	0	0	0	4	12	0	0	0
61	21	45	27	25	0	0	0	4	12	0	0	0
61	21	49	13	12	0	0	0	4	12	0	0	0
61	21	54	56	4	0	0	0	4	12	0	0	0
61	21	58	5	22	0	0	0	4	12	0	0	0
61	21	59	27	25	0	0	0	4	12	0	0	0
61	21	60	60	60	0	0	1	0	0	0	0	0
61	22	1	9	9	0	0	1	0	0	0	0	0
61	22	2	16	42	0	0	0	4	12	0	0	0
61	22	7	56	4	0	0	0	4	12	0	0	0
61	22	8	1	41	0	0	0	4	12	0	0	0
61	22	13	52	20	0	0	0	4	12	0	0	0
61	22	16	52	20	0	0	0	4	12	0	0	0
61	22	18	16	42	0	0	0	4	12	0	0	0
61	22	21	56	4	0	0	0	4	12	0	0	0
61	22	25	9	9	0	0	1	0	0	0	0	0
61	22	26	1	41	0	0	0	4	12	0	0	0
61	22	35	1	41	0	0	0	4	12	0	0	0
61	22	36	9	9	0	0	1	0	0	0	0	0
61	22	40	56	4	0	0	0	4	12	0	0	0
61	22	43	16	42	0	0	0	4	12	0	0	0
61	22	45	52	20	0	0	0	4	12	0	0	0
61	22	48	52	20	0	0	0	4	12	0	0	0
61	22	53	1	41	0	0	0	4	12	0	0	0
61	22	54	56	4	0	0	0	4	12	0	0	0
61	22	59	16	42	0	0	0	4	12	0	0	0
61	22	60	9	9	0	0	1	0	0	0	0	0
61	23	1	42	42	0	0	1	0	0	0	0	0
61	23	2	58	27	0	0	0	4	12	0	0	0
61	23	4	58	27	0	0	0	4	12	0	0	0
61	23	7	41	1	0	0	0	4	12	0	0	0
61	23	8	42	42	0	0	1	0	0	0	0	0
61	23	11	34	19	0	0	0	4	12	0	0	0
61	23	12	13	12	0	0	0	4	12	0	0	0
61	23	21	13	12	0	0	0	4	12	0	0	0
61	23	25	41	1	0	0	0	4	12	0	0	0
61	23	27	34	19	0	0	0	4	12	0	0	0
61	23	34	34	19	0	0	0	4	12	0	0	0
61	23	36	41	1	0	0	0	4	12	0	0	0
61	23	40	13	12	0	0	0	4	12	0	0	0
61	23	49	13	12	0	0	0	4	12	0	0	0
61	23	50	34	19	0	0	0	4	12	0	0	0
61	23	53	42	42	0	0	1	0	0	0	0	0
61	23	54	41	1	0	0	0	4	12	0	0	0
61	23	57	58	27	0	0	0	4	12	0	0	0
61	23	59	58	27	0	0	0	4	12	0	0	0
61	23	60	42	42	0	0	1	0	0	0	0	0
61	24	1	16	16	0	0	1	0	0	0	0	0
61	24	2	41	20	0	0	0	4	12	0	0	0
61	24	5	34	14	0	0	0	4	12	0	0	0
61	24	12	4	58	0	0	0	4	12	0	0	0
61	24	14	41	20	0	0	0	4	12	0	0	0
61	24	18	4	58	0	0	0	4	12	0	0	0
61	24	28	16	16	0	0	1	0	0	0	0	0
61	24	30	34	14	0	0	0	4	12	0	0	0
61	24	31	34	14	0	0	0	4	12	0	0	0
61	24	33	16	16	0	0	1	0	0	0	0	0
61	24	43	4	58	0	0	0	4	12	0	0	0
61	24	47	41	20	0	0	0	4	12	0	0	0
61	24	49	4	58	0	0	0	4	12	0	0	0
61	24	56	34	14	0	0	0	4	12	0	0	0
61	24	59	41	20	0	0	0	4	12	0	0	0
61	24	60	16	16	0	0	1	0	0	0	0	0
61	25	1	9	9	0	0	1	0	0	0	0	0
61	25	7	41	1	0	0	0	4	12	0	0	0
61	25	14	20	52	0	0	0	4	12	0	0	0
61	25	17	42	16	0	0	0	4	12	0	0	0
61	25	19	20	52	0	0	0	4	12	0	0	0
61	25	22	9	9	0	0	1	0	0	0	0	0
61	25	23	41	1	0	0	0	4	12	0	0	0
61	25	26	4	56	0	0	0	4	12	0	0	0
61	25	29	4	56	0	0	0	4	12	0	0	0
61	25	30	42	16	0	0	0	4	12	0	0	0
61	25	31	42	16	0	0	0	4	12	0	0	0
61	25	32	4	56	0	0	0	4	12	0	0	0
61	25	35	4	56	0	0	0	4	12	0	0	0
61	25	38	41	1	0	0	0	4	12	0	0	0
61	25	39	9	9	0	0	1	0	0	0	0	0
61	25	42	20	52	0	0	0	4	12	0	0	0
61	25	44	42	16	0	0	0	4	12	0	0	0
61	25	47	20	52	0	0	0	4	12	0	0	0
61	25	54	41	1	0	0	0	4	12	0	0	0
61	25	60	9	9	0	0	1	0	0	0	0	0
61	26	1	52	52	0	0	1	0	0	0	0	0
61	26	7	52	52	0	0	1	0	0	0	0	0
61	26	8	1	41	0	0	0	4	12	0	0	0
61	26	14	0	36	1	0	-1	0	0	0	0	0
61	26	22	1	41	0	0	0	4	12	0	0	0
61	26	25	4	56	0	0	0	4	12	0	0	0
61	26	29	4	56	0	0	0	4	12	0	0	0
61	26	30	0	36	1	0	-1	0	0	0	0	0
61	26	31	0	36	1	0	-1	0	0	0	0	0
61	26	32	4	56	0	0	0	4	12	0	0	0
61	26	36	4	56	0	0	0	4	12	0	0	0
61	26	39	1	41	0	0	0	4	12	0	0	0
61	26	47	0	36	1	0	-1	0	0	0	0	0
61	26	53	1	41	0	0	0	4	12	0	0	0
61	26	54	52	52	0	0	1	0	0	0	0	0
61	26	60	52	52	0	0	1	0	0	0	0	0
61	27	1	15	15	0	0	1	0	0	0	0	0
61	27	9	15	15	0	0	1	0	0	0	0	0
61	27	11	34	19	0	0	0	4	12	0	0	0
61	27	20	25	46	0	0	1	0	0	0	0	0
61	27	23	34	19	0	0	0	4	12	0	0	0
61	27	27	25	46	0	0	1	0	0	0	0	0
61	27	34	25	46	0	0	1	0	0	0	0	0
61	27	38	34	19	0	0	0	4	12	0	0	0
61	27	41	25	46	0	0	1	0	0	0	0	0
61	27	50	34	19	0	0	0	4	12	0	0	0
61	27	52	15	15	0	0	1	0	0	0	0	0
61	27	60	15	15	0	0	1	0	0	0	0	0
61	28	1	16	16	0	0	1	0	0	0	0	0
61	28	2	14	34	0	0	0	4	12	0	0	0
61	28	5	58	4	0	0	0	4	12	0	0	0
61	28	12	14	34	0	0	0	4	12	0	0	0
61	28	13	20	41	0	0	0	4	12	0	0	0
61	28	17	58	4	0	0	0	4	12	0	0	0
61	28	24	16	16	0	0	1	0	0	0	0	0
61	28	30	20	41	0	0	0	4	12	0	0	0
61	28	31	20	41	0	0	0	4	12	0	0	0
61	28	37	16	16	0	0	1	0	0	0	0	0
61	28	44	58	4	0	0	0	4	12	0	0	0
61	28	48	20	41	0	0	0	4	12	0	0	0
61	28	49	14	34	0	0	0	4	12	0	0	0
61	28	56	58	4	0	0	0	4	12	0	0	0
61	28	59	14	34	0	0	0	4	12	0	0	0
61	28	60	16	16	0	0	1	0	0	0	0	0
61	29	1	60	60	0	0	1	0	0	0	0	0
61	29	2	22	5	0	0	0	4	12	0	0	0
61	29	5	12	13	0	0	0	4	12	0	0	0
61	29	8	12	13	0	0	0	4	12	0	0	0
61	29	19	25	27	0	0	0	4	12	0	0	0
61	29	20	22	5	0	0	0	4	12	0	0	0
61	29	21	60	60	0	0	1	0	0	0	0	0
61	29	25	4	56	0	0	0	4	12	0	0	0
61	29	26	4	56	0	0	0	4	12	0	0	0
61	29	30	25	27	0	0	0	4	12	0	0	0
61	29	31	25	27	0	0	0	4	12	0	0	0
61	29	35	4	56	0	0	0	4	12	0	0	0
61	29	36	4	56	0	0	0	4	12	0	0	0
61	29	40	60	60	0	0	1	0	0	0	0	0
61	29	41	22	5	0	0	0	4	12	0	0	0
61	29	42	25	27	0	0	0	4	12	0	0	0
61	29	53	12	13	0	0	0	4	12	6	96	0
61	29	56	12	13	0	0	0	4	12	6	96	0
61	29	59	22	5	0	0	0	4	12	0	0	0
61	29	60	60	60	0	0	1	0	0	0	0	0
61	30	1	48	48	0	0	1	0	0	0	0	0
61	30	2	48	48	0	0	1	0	0	0	0	0
61	30	3	5	22	0	0	0	4	12	0	0	0
61	30	5	34	14	0	0	0	4	12	0	0	0
