m	n	torsion_coset
4900	-1960	1
8340	3240	1
-5020	2200	1
-6300	-5040	1
5460	4200	1
5140	680	1
8660	9040	1
-8460	9960	1
-5760	7320	1
3200	4840	1
-560	2240	1
0	0	1
-4080	-6120	1
1520	9880	1
6240	-4320	1
2800	-8680	1
-7280	-280	1
-2240	7280	1
-7200	-8520	1
-3760	8080	1
9680	-3680	1
6960	5160	1
-8160	-9960	1
3360	-2520	1
-6720	5880	1
6160	-3640	1
7820	7780	1
-4180	3460	1
2120	8500	1
-4360	9460	1
-9640	-740	1
8840	2620	1
-2	-1	1
