p	A	B	R	S	rho_zero	sigma_zero	branch_collision	smooth_slice_sheets	open_presentations	target_presentations	target_halves	half_boundary_points
43	2	21	13	13	0	0	1	0	0	0	0	0
43	2	22	13	13	0	0	1	0	0	0	0	0
43	2	27	15	21	0	0	0	4	12	0	0	0
43	2	30	23	10	0	0	0	4	12	0	0	0
43	2	32	40	35	0	0	1	0	0	0	0	0
43	2	35	0	4	1	0	-1	0	0	0	0	0
43	2	36	16	25	0	0	0	4	12	0	0	0
43	2	38	23	10	0	0	0	4	12	0	0	0
43	2	39	15	21	0	0	0	4	12	6	78	0
43	2	40	16	25	0	0	0	4	12	0	0	0
43	2	41	40	35	0	0	1	0	0	0	0	0
43	2	42	13	13	0	0	1	0	0	0	0	0
43	3	1	31	31	0	0	1	0	0	0	0	0
43	3	2	16	25	0	0	0	4	12	0	0	0
43	3	7	16	25	0	0	0	4	12	6	78	0
43	3	14	31	31	0	0	1	0	0	0	0	0
43	3	16	35	24	0	0	0	4	12	0	0	0
43	3	17	35	24	0	0	0	4	12	0	0	0
43	3	26	35	24	0	0	0	4	12	0	0	0
43	3	27	35	24	0	0	0	4	12	0	0	0
43	3	29	31	31	0	0	1	0	0	0	0	0
43	3	36	16	25	0	0	0	4	12	0	0	0
43	3	41	16	25	0	0	0	4	12	6	78	0
43	3	42	31	31	0	0	1	0	0	0	0	0
43	4	1	6	6	0	0	1	0	0	0	0	0
43	4	2	15	21	0	0	0	4	12	0	0	0
43	4	11	6	6	0	0	1	0	0	0	0	0
43	4	16	15	21	0	0	0	4	12	0	0	0
43	4	21	35	40	0	0	1	0	0	0	0	0
43	4	22	35	40	0	0	1	0	0	0	0	0
43	4	27	15	21	0	0	0	4	12	0	0	0
43	4	32	6	6	0	0	1	0	0	0	0	0
43	4	41	15	21	0	0	0	4	12	0	0	0
43	4	42	6	6	0	0	1	0	0	0	0	0
43	5	1	11	11	0	0	1	0	0	0	0	0
43	5	2	23	10	0	0	0	4	12	0	0	0
43	5	8	24	35	0	0	0	4	12	0	0	0
43	5	13	23	10	0	0	0	4	12	0	0	0
43	5	14	24	35	0	0	0	4	12	0	0	0
43	5	17	11	11	0	0	1	0	0	0	0	0
43	5	26	11	11	0	0	1	0	0	0	0	0
43	5	29	24	35	0	0	0	4	12	0	0	0
43	5	30	23	10	0	0	0	4	12	0	0	0
43	5	35	24	35	0	0	0	4	12	0	0	0
43	5	41	23	10	0	0	0	4	12	0	0	0
43	5	42	11	11	0	0	1	0	0	0	0	0
43	6	1	40	40	0	0	1	0	0	0	0	0
43	6	7	40	40	0	0	1	0	0	0	0	0
43	6	14	25	16	0	0	0	4	12	6	78	0
43	6	21	25	16	0	0	0	4	12	6	78	0
43	6	22	25	16	0	0	0	4	12	0	0	0
43	6	29	25	16	0	0	0	4	12	0	0	0
43	6	36	40	40	0	0	1	0	0	0	0	0
43	6	42	40	40	0	0	1	0	0	0	0	0
43	7	1	40	40	0	0	1	0	0	0	0	0
43	7	2	16	25	0	0	0	4	12	0	0	0
43	7	3	16	25	0	0	0	4	12	6	78	0
43	7	6	40	40	0	0	1	0	0	0	0	0
43	7	37	40	40	0	0	1	0	0	0	0	0
43	7	40	16	25	0	0	0	4	12	0	0	0
43	7	41	16	25	0	0	0	4	12	6	78	0
43	7	42	40	40	0	0	1	0	0	0	0	0
43	8	1	17	17	0	0	1	0	0	0	0	0
43	8	2	0	4	1	0	-1	0	0	0	0	0
43	8	5	24	35	0	0	0	4	12	0	0	0
43	8	8	0	4	1	0	-1	0	0	0	0	0
43	8	11	21	15	0	0	0	4	12	0	0	0
43	8	14	24	35	0	0	0	4	12	0	0	0
43	8	16	17	17	0	0	1	0	0	0	0	0
43	8	21	21	15	0	0	0	4	12	0	0	0
43	8	22	21	15	0	0	0	4	12	0	0	0
43	8	27	17	17	0	0	1	0	0	0	0	0
43	8	29	24	35	0	0	0	4	12	0	0	0
43	8	32	21	15	0	0	0	4	12	0	0	0
43	8	35	0	4	1	0	-1	0	0	0	0	0
43	8	38	24	35	0	0	0	4	12	0	0	0
43	8	41	0	4	1	0	-1	0	0	0	0	0
43	8	42	17	17	0	0	1	0	0	0	0	0
43	9	1	10	10	0	0	1	0	0	0	0	0
43	9	19	10	10	0	0	1	0	0	0	0	0
43	9	24	10	10	0	0	1	0	0	0	0	0
43	9	42	10	10	0	0	1	0	0	0	0	0
43	10	1	9	9	0	0	1	0	0	0	0	0
43	10	13	9	9	0	0	1	0	0	0	0	0
43	10	17	10	23	0	0	0	4	12	0	0	0
43	10	21	10	23	0	0	0	4	12	0	0	0
43	10	22	10	23	0	0	0	4	12	0	0	0
43	10	26	10	23	0	0	0	4	12	0	0	0
43	10	30	9	9	0	0	1	0	0	0	0	0
43	10	42	9	9	0	0	1	0	0	0	0	0
43	11	1	6	6	0	0	1	0	0	0	0	0
43	11	2	40	35	0	0	1	0	0	0	0	0
43	11	4	6	6	0	0	1	0	0	0	0	0
43	11	8	21	15	0	0	0	4	12	0	0	0
43	11	21	21	15	0	0	0	4	12	0	0	0
43	11	22	21	15	0	0	0	4	12	0	0	0
43	11	35	21	15	0	0	0	4	12	0	0	0
43	11	39	6	6	0	0	1	0	0	0	0	0
43	11	41	40	35	0	0	1	0	0	0	0	0
43	11	42	6	6	0	0	1	0	0	0	0	0
43	12	1	36	36	0	0	1	0	0	0	0	0
43	12	12	40	10	0	0	1	0	0	0	0	0
43	12	18	36	36	0	0	1	0	0	0	0	0
43	12	20	40	10	0	0	1	0	0	0	0	0
43	12	23	40	10	0	0	1	0	0	0	0	0
43	12	25	36	36	0	0	1	0	0	0	0	0
43	12	31	40	10	0	0	1	0	0	0	0	0
43	12	42	36	36	0	0	1	0	0	0	0	0
43	13	1	9	9	0	0	1	0	0	0	0	0
43	13	2	23	10	0	0	0	4	12	0	0	0
43	13	5	23	10	0	0	0	4	12	0	0	0
43	13	10	9	9	0	0	1	0	0	0	0	0
43	13	33	9	9	0	0	1	0	0	0	0	0
43	13	38	23	10	0	0	0	4	12	0	0	0
43	13	41	23	10	0	0	0	4	12	0	0	0
43	13	42	9	9	0	0	1	0	0	0	0	0
43	14	1	31	31	0	0	1	0	0	0	0	0
43	14	3	31	31	0	0	1	0	0	0	0	0
43	14	5	24	35	0	0	0	4	12	0	0	0
43	14	6	25	16	0	0	0	4	12	6	78	0
43	14	8	24	35	0	0	0	4	12	0	0	0
43	14	21	25	16	0	0	0	4	12	6	78	0
43	14	22	25	16	0	0	0	4	12	0	0	0
43	14	35	24	35	0	0	0	4	12	6	78	0
43	14	37	25	16	0	0	0	4	12	0	0	0
43	14	38	24	35	0	0	0	4	12	6	78	0
43	14	40	31	31	0	0	1	0	0	0	0	0
43	14	42	31	31	0	0	1	0	0	0	0	0
43	15	1	21	21	0	0	1	0	0	0	0	0
43	15	18	10	40	0	0	1	0	0	0	0	0
43	15	20	21	21	0	0	1	0	0	0	0	0
43	15	23	21	21	0	0	1	0	0	0	0	0
43	15	25	10	40	0	0	1	0	0	0	0	0
43	15	42	21	21	0	0	1	0	0	0	0	0
43	16	1	17	17	0	0	1	0	0	0	0	0
43	16	2	15	21	0	0	0	4	12	6	78	0
43	16	3	35	24	0	0	0	4	12	0	0	0
43	16	4	15	21	0	0	0	4	12	0	0	0
43	16	8	17	17	0	0	1	0	0	0	0	0
43	16	16	4	0	0	1	-1	0	0	0	0	0
43	16	17	35	24	0	0	0	4	12	6	78	0
43	16	21	4	0	0	1	-1	0	0	0	0	0
43	16	22	4	0	0	1	-1	0	0	0	0	0
43	16	26	35	24	0	0	0	4	12	0	0	0
43	16	27	4	0	0	1	-1	0	0	0	0	0
43	16	35	17	17	0	0	1	0	0	0	0	0
43	16	39	15	21	0	0	0	4	12	6	78	0
43	16	40	35	24	0	0	0	4	12	6	78	0
43	16	41	15	21	0	0	0	4	12	0	0	0
43	16	42	17	17	0	0	1	0	0	0	0	0
43	17	1	11	11	0	0	1	0	0	0	0	0
43	17	3	35	24	0	0	0	4	12	0	0	0
43	17	5	11	11	0	0	1	0	0	0	0	0
43	17	10	10	23	0	0	0	4	12	0	0	0
43	17	16	35	24	0	0	0	4	12	6	78	0
43	17	21	10	23	0	0	0	4	12	0	0	0
43	17	22	10	23	0	0	0	4	12	0	0	0
43	17	27	35	24	0	0	0	4	12	0	0	0
43	17	33	10	23	0	0	0	4	12	0	0	0
43	17	38	11	11	0	0	1	0	0	0	0	0
43	17	40	35	24	0	0	0	4	12	6	78	0
43	17	42	11	11	0	0	1	0	0	0	0	0
43	18	1	36	36	0	0	1	0	0	0	0	0
43	18	12	36	36	0	0	1	0	0	0	0	0
43	18	15	10	40	0	0	1	0	0	0	0	0
43	18	18	10	40	0	0	1	0	0	0	0	0
43	18	25	10	40	0	0	1	0	0	0	0	0
43	18	28	10	40	0	0	1	0	0	0	0	0
43	18	31	36	36	0	0	1	0	0	0	0	0
43	18	42	36	36	0	0	1	0	0	0	0	0
43	19	1	10	10	0	0	1	0	0	0	0	0
43	19	9	10	10	0	0	1	0	0	0	0	0
43	19	34	10	10	0	0	1	0	0	0	0	0
43	19	42	10	10	0	0	1	0	0	0	0	0
43	20	1	21	21	0	0	1	0	0	0	0	0
43	20	12	40	10	0	0	1	0	0	0	0	0
43	20	15	21	21	0	0	1	0	0	0	0	0
43	20	28	21	21	0	0	1	0	0	0	0	0
43	20	31	40	10	0	0	1	0	0	0	0	0
43	20	42	21	21	0	0	1	0	0	0	0	0
43	21	1	13	13	0	0	1	0	0	0	0	0
43	21	2	13	13	0	0	1	0	0	0	0	0
43	21	4	35	40	0	0	1	0	0	0	0	0
43	21	6	25	16	0	0	0	4	12	6	78	0
43	21	8	21	15	0	0	0	4	12	0	0	0
43	21	10	10	23	0	0	0	4	12	0	0	0
43	21	11	21	15	0	0	0	4	12	0	0	0
43	21	14	25	16	0	0	0	4	12	6	78	0
43	21	16	4	0	0	1	-1	0	0	0	0	0
43	21	17	10	23	0	0	0	4	12	0	0	0
43	21	21	35	40	0	0	1	0	0	0	0	0
43	21	22	35	40	0	0	1	0	0	0	0	0
43	21	26	10	23	0	0	0	4	12	0	0	0
43	21	27	4	0	0	1	-1	0	0	0	0	0
43	21	29	25	16	0	0	0	4	12	6	78	0
43	21	32	21	15	0	0	0	4	12	0	0	0
43	21	33	10	23	0	0	0	4	12	0	0	0
43	21	35	21	15	0	0	0	4	12	0	0	0
43	21	37	25	16	0	0	0	4	12	6	78	0
43	21	39	35	40	0	0	1	0	0	0	0	0
43	21	41	13	13	0	0	1	0	0	0	0	0
43	21	42	13	13	0	0	1	0	0	0	0	0
43	22	1	13	13	0	0	1	0	0	0	0	0
43	22	2	13	13	0	0	1	0	0	0	0	0
43	22	4	35	40	0	0	1	0	0	0	0	0
43	22	6	25	16	0	0	0	4	12	0	0	0
43	22	8	21	15	0	0	0	4	12	0	0	0
43	22	10	10	23	0	0	0	4	12	0	0	0
43	22	11	21	15	0	0	0	4	12	0	0	0
43	22	14	25	16	0	0	0	4	12	0	0	0
43	22	16	4	0	0	1	-1	0	0	0	0	0
43	22	17	10	23	0	0	0	4	12	0	0	0
43	22	21	35	40	0	0	1	0	0	0	0	0
43	22	22	35	40	0	0	1	0	0	0	0	0
43	22	26	10	23	0	0	0	4	12	0	0	0
43	22	27	4	0	0	1	-1	0	0	0	0	0
43	22	29	25	16	0	0	0	4	12	0	0	0
43	22	32	21	15	0	0	0	4	12	6	78	0
43	22	33	10	23	0	0	0	4	12	0	0	0
43	22	35	21	15	0	0	0	4	12	6	78	0
43	22	37	25	16	0	0	0	4	12	0	0	0
43	22	39	35	40	0	0	1	0	0	0	0	0
43	22	41	13	13	0	0	1	0	0	0	0	0
43	22	42	13	13	0	0	1	0	0	0	0	0
43	23	1	21	21	0	0	1	0	0	0	0	0
43	23	12	40	10	0	0	1	0	0	0	0	0
43	23	15	21	21	0	0	1	0	0	0	0	0
43	23	28	21	21	0	0	1	0	0	0	0	0
43	23	31	40	10	0	0	1	0	0	0	0	0
43	23	42	21	21	0	0	1	0	0	0	0	0
43	24	1	10	10	0	0	1	0	0	0	0	0
43	24	9	10	10	0	0	1	0	0	0	0	0
43	24	34	10	10	0	0	1	0	0	0	0	0
43	24	42	10	10	0	0	1	0	0	0	0	0
43	25	1	36	36	0	0	1	0	0	0	0	0
43	25	12	36	36	0	0	1	0	0	0	0	0
43	25	15	10	40	0	0	1	0	0	0	0	0
43	25	18	10	40	0	0	1	0	0	0	0	0
43	25	25	10	40	0	0	1	0	0	0	0	0
43	25	28	10	40	0	0	1	0	0	0	0	0
43	25	31	36	36	0	0	1	0	0	0	0	0
43	25	42	36	36	0	0	1	0	0	0	0	0
43	26	1	11	11	0	0	1	0	0	0	0	0
43	26	3	35	24	0	0	0	4	12	0	0	0
43	26	5	11	11	0	0	1	0	0	0	0	0
43	26	10	10	23	0	0	0	4	12	0	0	0
43	26	16	35	24	0	0	0	4	12	0	0	0
43	26	21	10	23	0	0	0	4	12	0	0	0
43	26	22	10	23	0	0	0	4	12	0	0	0
43	26	27	35	24	0	0	0	4	12	0	0	0
43	26	33	10	23	0	0	0	4	12	0	0	0
43	26	38	11	11	0	0	1	0	0	0	0	0
43	26	40	35	24	0	0	0	4	12	0	0	0
43	26	42	11	11	0	0	1	0	0	0	0	0
43	27	1	17	17	0	0	1	0	0	0	0	0
43	27	2	15	21	0	0	0	4	12	0	0	0
43	27	3	35	24	0	0	0	4	12	0	0	0
43	27	4	15	21	0	0	0	4	12	0	0	0
43	27	8	17	17	0	0	1	0	0	0	0	0
43	27	16	4	0	0	1	-1	0	0	0	0	0
43	27	17	35	24	0	0	0	4	12	0	0	0
43	27	21	4	0	0	1	-1	0	0	0	0	0
43	27	22	4	0	0	1	-1	0	0	0	0	0
43	27	26	35	24	0	0	0	4	12	0	0	0
43	27	27	4	0	0	1	-1	0	0	0	0	0
43	27	35	17	17	0	0	1	0	0	0	0	0
43	27	39	15	21	0	0	0	4	12	0	0	0
43	27	40	35	24	0	0	0	4	12	0	0	0
43	27	41	15	21	0	0	0	4	12	0	0	0
43	27	42	17	17	0	0	1	0	0	0	0	0
43	28	1	21	21	0	0	1	0	0	0	0	0
43	28	18	10	40	0	0	1	0	0	0	0	0
43	28	20	21	21	0	0	1	0	0	0	0	0
43	28	23	21	21	0	0	1	0	0	0	0	0
43	28	25	10	40	0	0	1	0	0	0	0	0
43	28	42	21	21	0	0	1	0	0	0	0	0
43	29	1	31	31	0	0	1	0	0	0	0	0
43	29	3	31	31	0	0	1	0	0	0	0	0
43	29	5	24	35	0	0	0	4	12	0	0	0
43	29	6	25	16	0	0	0	4	12	0	0	0
43	29	8	24	35	0	0	0	4	12	0	0	0
43	29	21	25	16	0	0	0	4	12	6	78	0
43	29	22	25	16	0	0	0	4	12	0	0	0
43	29	35	24	35	0	0	0	4	12	0	0	0
43	29	37	25	16	0	0	0	4	12	6	78	0
43	29	38	24	35	0	0	0	4	12	0	0	0
43	29	40	31	31	0	0	1	0	0	0	0	0
43	29	42	31	31	0	0	1	0	0	0	0	0
43	30	1	9	9	0	0	1	0	0	0	0	0
43	30	2	23	10	0	0	0	4	12	0	0	0
43	30	5	23	10	0	0	0	4	12	0	0	0
43	30	10	9	9	0	0	1	0	0	0	0	0
43	30	33	9	9	0	0	1	0	0	0	0	0
43	30	38	23	10	0	0	0	4	12	0	0	0
43	30	41	23	10	0	0	0	4	12	0	0	0
43	30	42	9	9	0	0	1	0	0	0	0	0
43	31	1	36	36	0	0	1	0	0	0	0	0
43	31	12	40	10	0	0	1	0	0	0	0	0
43	31	18	36	36	0	0	1	0	0	0	0	0
43	31	20	40	10	0	0	1	0	0	0	0	0
43	31	23	40	10	0	0	1	0	0	0	0	0
43	31	25	36	36	0	0	1	0	0	0	0	0
43	31	31	40	10	0	0	1	0	0	0	0	0
43	31	42	36	36	0	0	1	0	0	0	0	0
43	32	1	6	6	0	0	1	0	0	0	0	0
43	32	2	40	35	0	0	1	0	0	0	0	0
43	32	4	6	6	0	0	1	0	0	0	0	0
43	32	8	21	15	0	0	0	4	12	0	0	0
43	32	21	21	15	0	0	0	4	12	0	0	0
43	32	22	21	15	0	0	0	4	12	6	78	0
43	32	35	21	15	0	0	0	4	12	6	78	0
43	32	39	6	6	0	0	1	0	0	0	0	0
43	32	41	40	35	0	0	1	0	0	0	0	0
43	32	42	6	6	0	0	1	0	0	0	0	0
43	33	1	9	9	0	0	1	0	0	0	0	0
43	33	13	9	9	0	0	1	0	0	0	0	0
43	33	17	10	23	0	0	0	4	12	0	0	0
43	33	21	10	23	0	0	0	4	12	0	0	0
43	33	22	10	23	0	0	0	4	12	0	0	0
43	33	26	10	23	0	0	0	4	12	0	0	0
43	33	30	9	9	0	0	1	0	0	0	0	0
43	33	42	9	9	0	0	1	0	0	0	0	0
43	34	1	10	10	0	0	1	0	0	0	0	0
43	34	19	10	10	0	0	1	0	0	0	0	0
43	34	24	10	10	0	0	1	0	0	0	0	0
43	34	42	10	10	0	0	1	0	0	0	0	0
43	35	1	17	17	0	0	1	0	0	0	0	0
43	35	2	0	4	1	0	-1	0	0	0	0	0
43	35	5	24	35	0	0	0	4	12	0	0	0
43	35	8	0	4	1	0	-1	0	0	0	0	0
43	35	11	21	15	0	0	0	4	12	0	0	0
43	35	14	24	35	0	0	0	4	12	6	78	0
43	35	16	17	17	0	0	1	0	0	0	0	0
43	35	21	21	15	0	0	0	4	12	0	0	0
43	35	22	21	15	0	0	0	4	12	6	78	0
43	35	27	17	17	0	0	1	0	0	0	0	0
43	35	29	24	35	0	0	0	4	12	0	0	0
43	35	32	21	15	0	0	0	4	12	6	78	0
43	35	35	0	4	1	0	-1	0	0	0	0	0
43	35	38	24	35	0	0	0	4	12	6	78	0
43	35	41	0	4	1	0	-1	0	0	0	0	0
43	35	42	17	17	0	0	1	0	0	0	0	0
43	36	1	40	40	0	0	1	0	0	0	0	0
43	36	2	16	25	0	0	0	4	12	0	0	0
43	36	3	16	25	0	0	0	4	12	0	0	0
43	36	6	40	40	0	0	1	0	0	0	0	0
43	36	37	40	40	0	0	1	0	0	0	0	0
43	36	40	16	25	0	0	0	4	12	6	78	0
43	36	41	16	25	0	0	0	4	12	6	78	0
43	36	42	40	40	0	0	1	0	0	0	0	0
43	37	1	40	40	0	0	1	0	0	0	0	0
43	37	7	40	40	0	0	1	0	0	0	0	0
43	37	14	25	16	0	0	0	4	12	0	0	0
43	37	21	25	16	0	0	0	4	12	6	78	0
43	37	22	25	16	0	0	0	4	12	0	0	0
43	37	29	25	16	0	0	0	4	12	6	78	0
43	37	36	40	40	0	0	1	0	0	0	0	0
43	37	42	40	40	0	0	1	0	0	0	0	0
43	38	1	11	11	0	0	1	0	0	0	0	0
43	38	2	23	10	0	0	0	4	12	0	0	0
43	38	8	24	35	0	0	0	4	12	0	0	0
43	38	13	23	10	0	0	0	4	12	0	0	0
43	38	14	24	35	0	0	0	4	12	6	78	0
43	38	17	11	11	0	0	1	0	0	0	0	0
43	38	26	11	11	0	0	1	0	0	0	0	0
43	38	29	24	35	0	0	0	4	12	0	0	0
43	38	30	23	10	0	0	0	4	12	0	0	0
43	38	35	24	35	0	0	0	4	12	6	78	0
43	38	41	23	10	0	0	0	4	12	0	0	0
43	38	42	11	11	0	0	1	0	0	0	0	0
43	39	1	6	6	0	0	1	0	0	0	0	0
43	39	2	15	21	0	0	0	4	12	6	78	0
43	39	11	6	6	0	0	1	0	0	0	0	0
43	39	16	15	21	0	0	0	4	12	6	78	0
43	39	21	35	40	0	0	1	0	0	0	0	0
43	39	22	35	40	0	0	1	0	0	0	0	0
43	39	27	15	21	0	0	0	4	12	0	0	0
43	39	32	6	6	0	0	1	0	0	0	0	0
43	39	41	15	21	0	0	0	4	12	0	0	0
43	39	42	6	6	0	0	1	0	0	0	0	0
43	40	1	31	31	0	0	1	0	0	0	0	0
43	40	2	16	25	0	0	0	4	12	0	0	0
43	40	7	16	25	0	0	0	4	12	0	0	0
43	40	14	31	31	0	0	1	0	0	0	0	0
43	40	16	35	24	0	0	0	4	12	6	78	0
43	40	17	35	24	0	0	0	4	12	6	78	0
43	40	26	35	24	0	0	0	4	12	0	0	0
43	40	27	35	24	0	0	0	4	12	0	0	0
43	40	29	31	31	0	0	1	0	0	0	0	0
43	40	36	16	25	0	0	0	4	12	6	78	0
43	40	41	16	25	0	0	0	4	12	6	78	0
43	40	42	31	31	0	0	1	0	0	0	0	0
43	41	1	13	13	0	0	1	0	0	0	0	0
43	41	2	40	35	0	0	1	0	0	0	0	0
43	41	3	16	25	0	0	0	4	12	6	78	0
43	41	4	15	21	0	0	0	4	12	0	0	0
43	41	5	23	10	0	0	0	4	12	0	0	0
43	41	7	16	25	0	0	0	4	12	6	78	0
43	41	8	0	4	1	0	-1	0	0	0	0	0
43	41	11	40	35	0	0	1	0	0	0	0	0
43	41	13	23	10	0	0	0	4	12	0	0	0
43	41	16	15	21	0	0	0	4	12	0	0	0
43	41	21	13	13	0	0	1	0	0	0	0	0
43	41	22	13	13	0	0	1	0	0	0	0	0
43	41	27	15	21	0	0	0	4	12	0	0	0
43	41	30	23	10	0	0	0	4	12	0	0	0
43	41	32	40	35	0	0	1	0	0	0	0	0
43	41	35	0	4	1	0	-1	0	0	0	0	0
43	41	36	16	25	0	0	0	4	12	6	78	0
43	41	38	23	10	0	0	0	4	12	0	0	0
43	41	39	15	21	0	0	0	4	12	0	0	0
43	41	40	16	25	0	0	0	4	12	6	78	0
43	41	41	40	35	0	0	1	0	0	0	0	0
43	41	42	13	13	0	0	1	0	0	0	0	0
43	42	1	0	0	1	1	-1	0	0	0	0	0
43	42	2	13	13	0	0	1	0	0	0	0	0
43	42	3	31	31	0	0	1	0	0	0	0	0
43	42	4	6	6	0	0	1	0	0	0	0	0
43	42	5	11	11	0	0	1	0	0	0	0	0
43	42	6	40	40	0	0	1	0	0	0	0	0
43	42	7	40	40	0	0	1	0	0	0	0	0
43	42	8	17	17	0	0	1	0	0	0	0	0
43	42	9	10	10	0	0	1	0	0	0	0	0
43	42	10	9	9	0	0	1	0	0	0	0	0
43	42	11	6	6	0	0	1	0	0	0	0	0
43	42	12	36	36	0	0	1	0	0	0	0	0
43	42	13	9	9	0	0	1	0	0	0	0	0
43	42	14	31	31	0	0	1	0	0	0	0	0
43	42	15	21	21	0	0	1	0	0	0	0	0
43	42	16	17	17	0	0	1	0	0	0	0	0
43	42	17	11	11	0	0	1	0	0	0	0	0
43	42	18	36	36	0	0	1	0	0	0	0	0
43	42	19	10	10	0	0	1	0	0	0	0	0
43	42	20	21	21	0	0	1	0	0	0	0	0
43	42	21	13	13	0	0	1	0	0	0	0	0
43	42	22	13	13	0	0	1	0	0	0	0	0
43	42	23	21	21	0	0	1	0	0	0	0	0
43	42	24	10	10	0	0	1	0	0	0	0	0
43	42	25	36	36	0	0	1	0	0	0	0	0
43	42	26	11	11	0	0	1	0	0	0	0	0
43	42	27	17	17	0	0	1	0	0	0	0	0
43	42	28	21	21	0	0	1	0	0	0	0	0
43	42	29	31	31	0	0	1	0	0	0	0	0
43	42	30	9	9	0	0	1	0	0	0	0	0
43	42	31	36	36	0	0	1	0	0	0	0	0
43	42	32	6	6	0	0	1	0	0	0	0	0
43	42	33	9	9	0	0	1	0	0	0	0	0
43	42	34	10	10	0	0	1	0	0	0	0	0
43	42	35	17	17	0	0	1	0	0	0	0	0
43	42	36	40	40	0	0	1	0	0	0	0	0
43	42	37	40	40	0	0	1	0	0	0	0	0
43	42	38	11	11	0	0	1	0	0	0	0	0
43	42	39	6	6	0	0	1	0	0	0	0	0
43	42	40	31	31	0	0	1	0	0	0	0	0
43	42	41	13	13	0	0	1	0	0	0	0	0
43	42	42	0	0	1	1	-1	0	0	0	0	0
