p	A	B	R	S	rho_zero	sigma_zero	branch_collision	smooth_slice_sheets	open_presentations	target_presentations	target_halves	half_boundary_points
37	1	1	0	0	1	1	-1	0	0	0	0	0
37	1	2	30	30	0	0	1	0	0	0	0	0
37	1	3	3	3	0	0	1	0	0	0	0	0
37	1	4	21	21	0	0	1	0	0	0	0	0
37	1	5	26	26	0	0	1	0	0	0	0	0
37	1	6	33	33	0	0	1	0	0	0	0	0
37	1	7	7	7	0	0	1	0	0	0	0	0
37	1	8	36	36	0	0	1	0	0	0	0	0
37	1	9	21	21	0	0	1	0	0	0	0	0
37	1	10	34	34	0	0	1	0	0	0	0	0
37	1	11	34	34	0	0	1	0	0	0	0	0
37	1	12	3	3	0	0	1	0	0	0	0	0
37	1	13	12	12	0	0	1	0	0	0	0	0
37	1	14	36	36	0	0	1	0	0	0	0	0
37	1	15	26	26	0	0	1	0	0	0	0	0
37	1	16	7	7	0	0	1	0	0	0	0	0
37	1	17	12	12	0	0	1	0	0	0	0	0
37	1	18	30	30	0	0	1	0	0	0	0	0
37	1	19	30	30	0	0	1	0	0	0	0	0
37	1	20	12	12	0	0	1	0	0	0	0	0
37	1	21	7	7	0	0	1	0	0	0	0	0
37	1	22	26	26	0	0	1	0	0	0	0	0
37	1	23	36	36	0	0	1	0	0	0	0	0
37	1	24	12	12	0	0	1	0	0	0	0	0
37	1	25	3	3	0	0	1	0	0	0	0	0
37	1	26	34	34	0	0	1	0	0	0	0	0
37	1	27	34	34	0	0	1	0	0	0	0	0
37	1	28	21	21	0	0	1	0	0	0	0	0
37	1	29	36	36	0	0	1	0	0	0	0	0
37	1	30	7	7	0	0	1	0	0	0	0	0
37	1	31	33	33	0	0	1	0	0	0	0	0
37	1	32	26	26	0	0	1	0	0	0	0	0
37	1	33	21	21	0	0	1	0	0	0	0	0
37	1	34	3	3	0	0	1	0	0	0	0	0
37	1	35	30	30	0	0	1	0	0	0	0	0
37	1	36	0	0	1	1	-1	0	0	0	0	0
37	2	1	30	30	0	0	1	0	0	0	0	0
37	2	7	3	33	0	0	0	4	12	0	0	0
37	2	8	3	33	0	0	0	4	12	0	0	0
37	2	10	11	28	0	0	0	4	12	0	0	0
37	2	13	11	28	0	0	0	4	12	0	0	0
37	2	15	1	25	0	0	0	4	12	0	0	0
37	2	16	1	25	0	0	0	4	12	0	0	0
37	2	18	30	30	0	0	1	0	0	0	0	0
37	2	19	30	30	0	0	1	0	0	0	0	0
37	2	21	1	25	0	0	0	4	12	0	0	0
37	2	22	1	25	0	0	0	4	12	0	0	0
37	2	24	11	28	0	0	0	4	12	0	0	0
37	2	27	11	28	0	0	0	4	12	0	0	0
37	2	29	3	33	0	0	0	4	12	0	0	0
37	2	30	3	33	0	0	0	4	12	0	0	0
37	2	36	30	30	0	0	1	0	0	0	0	0
37	3	1	3	3	0	0	1	0	0	0	0	0
37	3	8	26	25	0	0	0	4	12	0	0	0
37	3	12	3	3	0	0	1	0	0	0	0	0
37	3	17	26	25	0	0	0	4	12	0	0	0
37	3	20	26	25	0	0	0	4	12	0	0	0
37	3	25	3	3	0	0	1	0	0	0	0	0
37	3	29	26	25	0	0	0	4	12	0	0	0
37	3	36	3	3	0	0	1	0	0	0	0	0
37	4	1	21	21	0	0	1	0	0	0	0	0
37	4	9	21	21	0	0	1	0	0	0	0	0
37	4	28	21	21	0	0	1	0	0	0	0	0
37	4	36	21	21	0	0	1	0	0	0	0	0
37	5	1	26	26	0	0	1	0	0	0	0	0
37	5	7	25	1	0	0	0	4	12	0	0	0
37	5	15	26	26	0	0	1	0	0	0	0	0
37	5	18	25	1	0	0	0	4	12	0	0	0
37	5	19	25	1	0	0	0	4	12	0	0	0
37	5	22	26	26	0	0	1	0	0	0	0	0
37	5	30	25	1	0	0	0	4	12	0	0	0
37	5	36	26	26	0	0	1	0	0	0	0	0
37	6	1	33	33	0	0	1	0	0	0	0	0
37	6	6	33	33	0	0	1	0	0	0	0	0
37	6	31	33	33	0	0	1	0	0	0	0	0
37	6	36	33	33	0	0	1	0	0	0	0	0
37	7	1	7	7	0	0	1	0	0	0	0	0
37	7	2	3	33	0	0	0	4	12	0	0	0
37	7	5	25	1	0	0	0	4	12	0	0	0
37	7	8	3	33	0	0	0	4	12	0	0	0
37	7	16	7	7	0	0	1	0	0	0	0	0
37	7	18	25	1	0	0	0	4	12	0	0	0
37	7	19	25	1	0	0	0	4	12	0	0	0
37	7	21	7	7	0	0	1	0	0	0	0	0
37	7	29	3	33	0	0	0	4	12	0	0	0
37	7	32	25	1	0	0	0	4	12	0	0	0
37	7	35	3	33	0	0	0	4	12	0	0	0
37	7	36	7	7	0	0	1	0	0	0	0	0
37	8	1	36	36	0	0	1	0	0	0	0	0
37	8	2	3	33	0	0	0	4	12	0	0	0
37	8	3	26	25	0	0	0	4	12	0	0	0
37	8	7	3	33	0	0	0	4	12	0	0	0
37	8	14	36	36	0	0	1	0	0	0	0	0
37	8	17	26	25	0	0	0	4	12	0	0	0
37	8	20	26	25	0	0	0	4	12	0	0	0
37	8	23	36	36	0	0	1	0	0	0	0	0
37	8	30	3	33	0	0	0	4	12	0	0	0
37	8	34	26	25	0	0	0	4	12	0	0	0
37	8	35	3	33	0	0	0	4	12	0	0	0
37	8	36	36	36	0	0	1	0	0	0	0	0
37	9	1	21	21	0	0	1	0	0	0	0	0
37	9	4	21	21	0	0	1	0	0	0	0	0
37	9	33	21	21	0	0	1	0	0	0	0	0
37	9	36	21	21	0	0	1	0	0	0	0	0
37	10	1	34	34	0	0	1	0	0	0	0	0
37	10	2	11	28	0	0	0	4	12	0	0	0
37	10	10	1	27	0	0	1	0	0	0	0	0
37	10	11	34	34	0	0	1	0	0	0	0	0
37	10	13	11	28	0	0	0	4	12	0	0	0
37	10	24	11	28	0	0	0	4	12	6	96	0
37	10	26	34	34	0	0	1	0	0	0	0	0
37	10	27	1	27	0	0	1	0	0	0	0	0
37	10	35	11	28	0	0	0	4	12	6	96	0
37	10	36	34	34	0	0	1	0	0	0	0	0
37	11	1	34	34	0	0	1	0	0	0	0	0
37	11	10	34	34	0	0	1	0	0	0	0	0
37	11	11	27	1	0	0	1	0	0	0	0	0
37	11	17	28	11	0	0	0	4	12	0	0	0
37	11	18	28	11	0	0	0	4	12	0	0	0
37	11	19	28	11	0	0	0	4	12	0	0	0
37	11	20	28	11	0	0	0	4	12	0	0	0
37	11	26	27	1	0	0	1	0	0	0	0	0
37	11	27	34	34	0	0	1	0	0	0	0	0
37	11	36	34	34	0	0	1	0	0	0	0	0
37	12	1	3	3	0	0	1	0	0	0	0	0
37	12	3	3	3	0	0	1	0	0	0	0	0
37	12	13	25	26	0	0	0	4	12	0	0	0
37	12	14	25	26	0	0	0	4	12	0	0	0
37	12	23	25	26	0	0	0	4	12	0	0	0
37	12	24	25	26	0	0	0	4	12	0	0	0
37	12	34	3	3	0	0	1	0	0	0	0	0
37	12	36	3	3	0	0	1	0	0	0	0	0
37	13	1	12	12	0	0	1	0	0	0	0	0
37	13	2	11	28	0	0	0	4	12	0	0	0
37	13	10	11	28	0	0	0	4	12	0	0	0
37	13	12	25	26	0	0	0	4	12	0	0	0
37	13	14	25	26	0	0	0	4	12	0	0	0
37	13	17	12	12	0	0	1	0	0	0	0	0
37	13	20	12	12	0	0	1	0	0	0	0	0
37	13	23	25	26	0	0	0	4	12	0	0	0
37	13	25	25	26	0	0	0	4	12	0	0	0
37	13	27	11	28	0	0	0	4	12	0	0	0
37	13	35	11	28	0	0	0	4	12	0	0	0
