p	exponent	base_a	base_b	base_c	base_d	base_u	base_t	base_w	flags	a	b	c	d	u	t	w	y0	y1	y2	y3
13	5	7	7	7	6	3	3	2	rootrep+rad0	59144	31597	55257	185061	330567	82774	99868	161579	118144	225134	37050
