p	u	t	w	pairing	a	b	c	d	ordD3	ordD4	D4div2
19	12	2	18	1	10	5	8	4	3	4	1
19	12	2	18	2	10	8	5	4	3	4	1
19	12	2	18	3	10	4	5	8	3	4	1
19	12	2	18	1	9	14	11	15	3	4	1
19	12	2	18	2	9	11	14	15	3	4	1
19	12	2	18	3	9	15	14	11	3	4	1
19	17	11	1	1	9	5	16	6	3	4	1
19	17	11	1	2	9	16	5	6	3	4	1
19	17	11	1	3	9	6	5	16	3	4	1
19	17	11	1	1	10	14	3	13	3	4	1
19	17	11	1	2	10	3	14	13	3	4	1
19	17	11	1	3	10	13	14	3	3	4	1
