m	n	k	torsion_coset
-2998	-2755	-1693	1
-2998	-2755	827	1
-2998	-2755	2267	1
-2998	-1963	755	1
-2998	-1963	1835	1
-2998	-1963	-325	1
-2998	-1675	2627	1
-2998	-1675	-1333	1
-2998	-1675	1187	1
-2998	-1675	-2773	1
-2998	-883	35	1
-2998	-883	1115	1
-2998	-883	-2845	1
-2998	-883	2195	1
-2998	1205	467	1
-2998	1205	1547	1
-2998	1997	-2125	1
-2998	1997	1475	1
-2998	1997	1835	1
-2998	2285	827	1
-2998	2285	1907	1
-2998	2285	-2773	1
-2995	-1516	-1873	1
-2995	-1516	1007	1
-2995	-1516	-2953	1
-2995	-1516	2087	1
-2995	-436	-1513	1
-2995	-436	1367	1
-2995	-436	-2593	1
-2995	-436	2447	1
-2995	644	-2233	1
-2995	644	2807	1
-2995	644	-1153	1
-2995	644	1727	1
-2995	2444	287	1
-2995	2444	2807	1
-2995	2444	-1873	1
-2995	2444	-793	1
-2994	-2751	-1509	1
-2994	-2751	1371	1
-2994	-2751	-2589	1
-2994	-2751	2451	1
-2994	-2247	507	1
-2994	-2247	-573	1
-2994	-1959	-2229	1
-2994	-1959	867	1
-2994	-1959	1371	1
-2994	-1959	1947	1
-2994	-1959	-213	1
-2994	-1959	-2589	1
-2994	-1959	2451	1
-2994	-1455	-2157	1
-2994	-1455	2883	1
-2994	-1455	-1077	1
-2994	-1455	1803	1
-2994	-1167	867	1
-2994	-1167	-213	1
-2994	-375	-1797	1
-2994	-375	-717	1
-2994	-375	2163	1
-2994	129	2811	1
-2994	129	-1869	1
-2994	129	-789	1
-2994	921	-2373	1
-2994	921	-1869	1
-2994	921	1227	1
-2994	921	1587	1
-2994	921	-789	1
-2994	921	-2949	1
-2994	921	2091	1
-2994	1209	-1509	1
-2994	1209	-429	1
-2994	1713	-2373	1
-2994	1713	507	1
-2994	1713	1587	1
-2994	2001	-2013	1
-2994	2001	-1509	1
-2994	2001	1587	1
-2994	2001	1947	1
-2994	2001	-429	1
-2994	2001	-2589	1
-2994	2001	2451	1
-2994	2505	3	1
-2994	2505	-1077	1
-2994	2793	-2013	1
-2994	2793	867	1
-2994	2793	1947	1
-2991	-2808	-2193	1
-2991	-2808	2847	1
-2991	-2808	687	1
-2991	-2808	1767	1
-2991	-2592	255	1
-2991	-2592	831	1
-2991	-2592	1335	1
-2991	-2592	-609	1
-2991	-2592	1911	1
-2991	-2592	-249	1
-2991	-2592	-2625	1
-2991	-2592	2415	1
-2991	-2304	-2265	1
-2991	-2304	2775	1
-2991	-2304	-1185	1
-2991	-2304	1335	1
-2991	-2304	1695	1
-2991	-2016	183	1
-2991	-2016	759	1
-2991	-2016	-1401	1
-2991	-2016	1263	1
-2991	-2016	-897	1
-2991	-2016	-321	1
-2991	-1512	111	1
-2991	-1512	-2265	1
-2991	-1512	2775	1
-2991	-1512	615	1
-2991	-1512	1191	1
-2991	-1512	1695	1
-2991	-1512	-2769	1
-2991	-1512	-249	1
-2991	-1512	2271	1
-2991	-1224	-1905	1
-2991	-1224	-825	1
-2991	-1224	1695	1
-2991	-1224	-2985	1
-2991	-1224	2055	1
-2991	-1008	-1833	1
-2991	-1008	-753	1
-2991	-1008	1767	1
-2991	-1008	-2913	1
-2991	-1008	2127	1
-2991	-432	-2409	1
-2991	-432	111	1
-2991	-432	2631	1
-2991	-432	471	1
-2991	-432	-1905	1
-2991	-432	975	1
-2991	-432	1551	1
-2991	-432	-2985	1
-2991	-432	2055	1
-2991	-216	39	1
-2991	-216	2559	1
-2991	-216	-2337	1
-2991	-216	183	1
-2991	-216	2703	1
-2991	-216	543	1
-2991	-216	-1401	1
-2991	-216	1119	1
-2991	-216	1623	1
-2991	-216	-2841	1
-2991	72	-1473	1
-2991	72	-393	1
-2991	72	2127	1
-2991	72	-2553	1
-2991	72	2487	1
-2991	576	-1545	1
-2991	576	975	1
-2991	576	-2985	1
-2991	576	-465	1
-2991	864	-2481	1
-2991	864	399	1
-2991	864	2919	1
-2991	864	-1977	1
-2991	864	543	1
-2991	864	903	1
-2991	864	-1041	1
-2991	864	1479	1
-2991	864	1983	1
-2991	1152	-2193	1
-2991	1152	2847	1
-2991	1152	-1113	1
-2991	1152	-33	1
-2991	1152	2487	1
-2991	1368	-2049	1
-2991	1368	-1545	1
-2991	1368	975	1
-2991	1368	1551	1
-2991	1368	-609	1
-2991	1368	1911	1
-2991	1368	-2985	1
-2991	1368	-465	1
-2991	1368	-2625	1
-2991	1368	2415	1
-2991	1656	-1185	1
-2991	1656	1335	1
-2991	1656	-2625	1
-2991	1656	-105	1
-2991	1944	-2121	1
-2991	1944	759	1
-2991	1944	-1617	1
-2991	1944	903	1
-2991	1944	1263	1
-2991	1944	-681	1
-2991	1944	1839	1
-2991	1944	-2697	1
-2991	1944	2343	1
-2991	2448	-2265	1
-2991	2448	2775	1
-2991	2448	-1689	1
-2991	2448	-1185	1
-2991	2448	1335	1
-2991	2448	1911	1
-2991	2448	-2769	1
-2991	2448	-249	1
-2991	2448	2271	1
-2991	2448	-2625	1
-2991	2448	-105	1
-2991	2736	-2265	1
-2991	2736	255	1
-2991	2736	-825	1
-2991	2736	1695	1
-2991	2952	-2193	1
-2991	2952	327	1
-2991	2952	-753	1
-2991	2952	1767	1
-2990	-2771	-2305	2
-2990	-2771	2735	2
-2990	-2771	287	2
-2990	-2771	575	2
-2990	-2771	-1225	2
-2990	-2771	1295	2
-2990	-2771	1367	2
-2990	-2771	-433	2
-2990	-2771	2087	2
-2990	-2771	-2665	2
-2990	-2771	-145	2
-2990	-2483	143	2
-2990	-2483	719	2
-2990	-2483	1223	2
-2990	-2483	-721	2
-2990	-2483	1799	2
-2990	-2483	-361	2
-2990	-2483	-2737	2
-2990	-2483	2303	2
-2990	-2483	-2521	2
-2990	-2483	2519	2
-2990	-2267	-2449	2
-2990	-2267	2591	2
-2990	-2267	-2233	2
-2990	-2267	287	2
-2990	-2267	-2161	2
-2990	-2267	2879	2
-2990	-2267	719	2
-2990	-2267	791	2
-2990	-2267	-1441	2
-2990	-2267	1079	2
-2990	-2267	-793	2
-2990	-2267	1727	2
-2990	-2267	1799	2
-2990	-2267	-649	2
-2990	-2267	1871	2
-2990	-2267	-2953	2
-2990	-2267	2087	2
-2990	-2267	-289	2
-2990	-1691	-2305	2
-2990	-1691	215	2
-2990	-1691	-1945	2
-2990	-1691	647	2
-2990	-1691	935	2
-2990	-1691	-865	2
-2990	-1691	1655	2
-2990	-1691	1727	2
-2990	-1691	-2953	2
-2990	-1691	-73	2
-2990	-1691	2447	2
-2990	-1475	215	2
-2990	-1475	-2233	2
-2990	-1475	287	2
-2990	-1475	-1873	2
-2990	-1475	1007	2
-2990	-1475	1295	2
-2990	-1475	-865	2
-2990	-1475	-793	2
-2990	-1475	1727	2
-2990	-1475	-505	2
-2990	-1187	71	2
-2990	-1187	-2089	2
-2990	-1187	2951	2
-2990	-1187	-1873	2
-2990	-1187	647	2
-2990	-1187	-1801	2
-2990	-1187	1079	2
-2990	-1187	1151	2
-2990	-1187	-1081	2
-2990	-1187	1439	2
-2990	-1187	-433	2
-2990	-1187	2087	2
-2990	-1187	-2881	2
-2990	-1187	2159	2
-2990	-1187	-2809	2
-2990	-1187	-289	2
-2990	-1187	2231	2
-2990	-1187	-2593	2
-2990	-1187	2447	2
-2990	-683	-2377	2
-2990	-683	143	2
-2990	-683	2663	2
-2990	-683	719	2
-2990	-683	-1441	2
-2990	-683	1079	2
-2990	-683	-1297	2
-2990	-683	-1081	2
-2990	-683	1583	2
-2990	-683	-577	2
-2990	-683	-2881	2
-2990	-395	575	2
-2990	-395	-1873	2
-2990	-395	647	2
-2990	-395	-1513	2
-2990	-395	1367	2
-2990	-395	1655	2
-2990	-395	-505	2
-2990	-395	-433	2
-2990	-395	2087	2
-2990	-395	-2665	2
-2990	-395	-145	2
-2990	-107	-2449	2
-2990	-107	71	2
-2990	-107	2591	2
-2990	-107	-2233	2
-2990	-107	2807	2
-2990	-107	431	2
-2990	-107	-1729	2
-2990	-107	-1513	2
-2990	-107	1007	2
-2990	-107	-1441	2
-2990	-107	1439	2
-2990	-107	1511	2
-2990	-107	-721	2
-2990	-107	1799	2
-2990	-107	-2953	2
-2990	-107	-73	2
-2990	-107	2447	2
-2990	-107	-2521	2
-2990	-107	2519	2
-2990	109	-1873	2
-2990	109	1007	2
-2990	109	-865	2
-2990	109	-505	2
-2990	109	-2953	2
-2990	109	2087	2
-2990	109	-2665	2
-2990	109	2375	2
-2990	397	-2017	2
-2990	397	503	2
-2990	397	1079	2
-2990	397	-1081	2
-2990	397	1439	2
-2990	397	-937	2
-2990	397	-721	2
-2990	397	1943	2
-2990	397	-217	2
-2990	397	-2521	2
-2990	685	-2305	2
-2990	685	215	2
-2990	685	935	2
-2990	685	-1513	2
-2990	685	1007	2
-2990	685	-1153	2
-2990	685	1727	2
-2990	685	2015	2
-2990	685	-145	2
-2990	685	-73	2
-2990	685	2447	2
-2990	1189	-2305	2
-2990	1189	2735	2
-2990	1189	-1513	2
-2990	1189	1367	2
-2990	1189	-505	2
-2990	1189	-2665	2
-2990	1189	-145	2
-2990	1189	-2593	2
-2990	1189	2447	2
-2990	1477	143	2
-2990	1477	-2161	2
-2990	1477	-1657	2
-2990	1477	863	2
-2990	1477	1439	2
-2990	1477	-721	2
-2990	1477	1799	2
-2990	1477	-577	2
-2990	1477	-361	2
-2990	1477	-2737	2
-2990	1477	2303	2
-2990	1693	-2161	2
-2990	1693	2879	2
-2990	1693	-2089	2
-2990	1693	719	2
-2990	1693	1007	2
-2990	1693	-1081	2
-2990	1693	1511	2
-2990	1693	-793	2
-2990	1693	1727	2
-2990	1693	-649	2
-2990	1693	1871	2
-2990	1693	-289	2
-2990	1693	-73	2
-2990	1693	-1	2
-2990	1693	2519	2
-2990	2269	-2305	2
-2990	2269	215	2
-2990	2269	-2233	2
-2990	2269	2807	2
-2990	2269	-1945	2
-2990	2269	-1153	2
-2990	2269	1727	2
-2990	2269	-2953	2
-2990	2269	-145	2
-2990	2485	-2233	2
-2990	2485	287	2
-2990	2485	-1873	2
-2990	2485	-1585	2
-2990	2485	935	2
-2990	2485	1295	2
-2990	2485	-865	2
-2990	2485	-2665	2
-2990	2485	2375	2
-2990	2485	-73	2
-2990	2773	71	2
-2990	2773	287	2
-2990	2773	359	2
-2990	2773	2879	2
-2990	2773	-1801	2
-2990	2773	-1729	2
-2990	2773	1079	2
-2990	2773	1367	2
-2990	2773	-721	2
-2990	2773	1871	2
-2990	2773	-433	2
-2990	2773	2087	2
-2990	2773	-2809	2
-2990	2773	-289	2
-2990	2773	2231	2
-2988	-2913	-1509	1
-2988	-2913	-1149	1
-2988	-2913	2451	1
-2988	-2409	507	1
-2988	-2409	-1653	1
-2988	-2409	867	1
-2988	-2409	-1293	1
-2988	-2121	2667	1
-2988	-2121	291	1
-2988	-2121	2811	1
-2988	-2121	651	1
-2988	-2121	867	1
-2988	-2121	-1149	1
-2988	-2121	1947	1
-2988	-2121	-2733	1
-2988	-2121	2451	1
-2988	-1329	867	1
-2988	-1329	-1293	1
-2988	-1329	1227	1
-2988	-1329	-933	1
-2988	-1329	-2733	1
-2988	-825	-2445	1
-2988	-825	75	1
-2988	-825	795	1
-2988	-825	1875	1
-2988	-825	-285	1
-2988	-33	291	1
-2988	-33	-1869	1
-2988	-33	-1509	1
-2988	-33	-789	1
-2988	255	75	1
-2988	255	-2085	1
-2988	255	435	1
-2988	255	1155	1
-2988	255	-2805	1
-2988	255	2235	1
-2988	759	-2373	1
-2988	759	2667	1
-2988	759	-1869	1
-2988	759	-1293	1
-2988	759	1587	1
-2988	759	-789	1
-2988	759	2091	1
-2988	759	-69	1
-2988	759	2451	1
-2988	1047	651	1
-2988	1047	-1509	1
-2988	1047	-1149	1
-2988	1047	-429	1
-2988	1551	-2373	1
-2988	1551	2667	1
-2988	1551	507	1
-2988	1551	-1653	1
-2988	1551	867	1
-2988	1551	1587	1
-2988	1839	291	1
-2988	1839	2811	1
-2988	1839	-2013	1
-2988	1839	-1509	1
-2988	1839	-933	1
-2988	1839	1947	1
-2988	1839	-429	1
-2988	1839	-2733	1
-2988	1839	2451	1
-2988	2631	-2013	1
-2988	2631	867	1
-2988	2631	-1293	1
-2988	2631	1227	1
-2988	2631	1947	1
-2986	-2287	-1765	1
-2986	-2287	1835	1
-2986	-2287	-325	1
-2986	-2287	2195	1
-2986	-1999	107	1
-2986	-1999	1187	1
-2986	-1999	-2773	1
-2986	-1207	35	1
-2986	-1207	2555	1
-2986	-1207	-1405	1
-2986	-1207	2195	1
-2986	881	467	1
-2986	881	2987	1
-2986	881	-973	1
-2986	1673	-2125	1
-2986	1673	2915	1
-2986	1673	-1045	1
-2986	1673	1835	1
-2986	1961	827	1
-2986	1961	-613	1
-2986	1961	-2773	1
-2986	2753	-1765	1
-2986	2753	-685	1
-2986	2753	2195	1
-2985	-2970	-2193	1
-2985	-2970	2847	1
-2985	-2970	-1833	1
-2985	-2970	1767	1
-2985	-2466	-2265	1
-2985	-2466	2775	1
-2985	-2466	-1185	1
-2985	-2466	1695	1
-2985	-2178	183	1
-2985	-2178	759	1
-2985	-2178	-1401	1
-2985	-2178	1263	1
-2985	-2178	-321	1
-2985	-1962	327	1
-2985	-1962	2847	1
-2985	-1962	-1833	1
-2985	-1962	831	1
-2985	-1962	-1329	1
-2985	-1962	-753	1
-2985	-1962	-249	1
-2985	-1386	-1905	1
-2985	-1386	-825	1
-2985	-1386	-2985	1
-2985	-1386	2055	1
-2985	-1170	-1833	1
-2985	-1170	-753	1
-2985	-1170	-2913	1
-2985	-1170	2127	1
-2985	-882	111	1
-2985	-882	687	1
-2985	-882	-1473	1
-2985	-882	1191	1
-2985	-882	-969	1
-2985	-882	-393	1
-2985	-378	39	1
-2985	-378	-2337	1
-2985	-378	2703	1
-2985	-378	543	1
-2985	-378	1119	1
-2985	-378	1623	1
-2985	-378	-2841	1
-2985	-378	-321	1
-2985	-378	2199	1
-2985	-90	-1473	1
-2985	-90	-393	1
-2985	-90	-2553	1
-2985	-90	2487	1
-2985	198	471	1
-2985	198	1047	1
-2985	198	-1113	1
-2985	198	1551	1
-2985	198	-609	1
-2985	198	-33	1
-2985	414	-1905	1
-2985	414	615	1
-2985	414	-1545	1
-2985	414	-465	1
-2985	414	2055	1
-2985	702	-2481	1
-2985	702	39	1
-2985	702	2559	1
-2985	702	399	1
-2985	702	-1977	1
-2985	702	903	1
-2985	702	1479	1
-2985	702	1983	1
-2985	990	-2193	1
-2985	990	2847	1
-2985	990	-1113	1
-2985	990	-33	1
-2985	1494	-1545	1
-2985	1494	975	1
-2985	1494	-1185	1
-2985	1494	-105	1
-2985	1494	2415	1
-2985	1782	-2121	1
-2985	1782	399	1
-2985	1782	2919	1
-2985	1782	759	1
-2985	1782	-1617	1
-2985	1782	1263	1
-2985	1782	1839	1
-2985	1782	-2697	1
-2985	1782	2343	1
-2985	1998	327	1
-2985	1998	2847	1
-2985	1998	-2049	1
-2985	1998	471	1
-2985	1998	2991	1
-2985	1998	831	1
-2985	1998	-1113	1
-2985	1998	1407	1
-2985	1998	1911	1
-2985	1998	-2553	1
-2985	2574	255	1
-2985	2574	2775	1
-2985	2574	-1185	1
-2985	2574	1335	1
-2985	2574	-825	1
-2985	2790	327	1
-2985	2790	2847	1
-2985	2790	-1113	1
-2985	2790	1407	1
-2985	2790	-753	1
-2983	-2848	-865	1
-2983	-2848	-505	1
-2983	-1840	-1513	1
-2983	-1840	1007	1
-2983	-1840	-2953	1
-2983	-1840	-433	1
-2983	-1048	575	1
-2983	-1048	-1585	1
-2983	-1048	-505	1
-2983	-760	-1153	1
-2983	-760	1367	1
-2983	-760	-2593	1
-2983	-760	-73	1
-2983	32	935	1
-2983	32	-1225	1
-2983	32	-145	1
-2983	320	-2233	1
-2983	320	287	1
-2983	320	-793	1
-2983	320	1727	1
-2983	1112	215	1
-2983	1112	1295	1
-2983	1112	-865	1
-2983	2120	287	1
-2983	2120	-793	1
-2983	2912	-2305	1
-2983	2912	215	1
-2983	2912	2735	1
-2983	2912	575	1
-2983	2912	1655	1
-2980	-2161	107	1
-2980	-2161	-2053	1
-2980	-2161	467	1
-2980	-2161	1187	1
-2980	-2161	-2773	1
-2980	-2161	2267	1
-2980	719	-2053	1
-2980	719	1547	1
-2980	719	1907	1
-2980	719	-253	1
-2980	1799	107	1
-2980	1799	-1693	1
-2980	1799	1907	1
-2980	1799	-2773	1
-2980	1799	2267	1
-2977	-2002	-1873	1
-2977	-2002	647	1
-2977	-2002	-1513	1
-2977	-2002	-433	1
-2977	-2002	2087	1
-2977	-1210	575	1
-2977	-1210	-505	1
-2977	-922	-1513	1
-2977	-922	1007	1
-2977	-922	-1153	1
-2977	-922	-73	1
-2977	-922	2447	1
-2977	-130	935	1
-2977	-130	-145	1
-2977	158	287	1
-2977	158	2807	1
-2977	158	-1153	1
-2977	158	1367	1
-2977	158	-793	1
-2977	950	215	1
-2977	950	1295	1
-2977	1958	287	1
-2977	1958	-1873	1
-2977	1958	647	1
-2977	2750	-2305	1
-2977	2750	2735	1
-2977	2750	575	1
-2977	2750	1655	1
-2976	-2733	507	1
-2976	-2733	867	1
-2976	-2733	-1293	1
-2976	-1941	2883	1
-2976	-1941	-1077	1
-2976	-1941	1443	1
-2976	-1941	-717	1
-2976	-1941	-2877	1
-2976	-1941	2163	1
-2976	-1653	867	1
-2976	-1653	1227	1
-2976	-1653	-933	1
-2976	-1653	-2733	1
-2976	-1149	75	1
-2976	-1149	-1725	1
-2976	-1149	1875	1
-2976	-1149	-285	1
-2976	-1149	2235	1
-2976	-861	-2517	1
-2976	-861	2523	1
-2976	-861	-717	1
-2976	-861	1803	1
-2976	-861	-357	1
-2976	-357	291	1
-2976	-357	-1869	1
-2976	-357	651	1
-2976	-357	-1509	1
-2976	-69	75	1
-2976	-69	2595	1
-2976	-69	435	1
-2976	-69	-1365	1
-2976	-69	2235	1
-2976	723	651	1
-2976	723	-1509	1
-2976	723	1011	1
-2976	723	-1149	1
-2976	723	-2949	1
-2976	1227	2667	1
-2976	1227	507	1
-2976	1227	867	1
-2976	1227	-933	1
-2976	2019	-2517	1
-2976	2019	1083	1
-2976	2019	-1077	1
-2976	2019	1443	1
-2976	2019	-717	1
-2976	2307	867	1
-2976	2307	1227	1
-2976	2307	-573	1
-2976	2811	-2085	1
-2976	2811	2955	1
-2976	2811	-1005	1
-2976	2811	1875	1
-2976	2811	-285	1
-2976	2811	2235	1
-2973	-2790	2775	1
-2973	-2790	-1185	1
-2973	-2790	-825	1
-2973	-2286	327	1
-2973	-2286	831	1
-2973	-2286	-1329	1
-2973	-2286	1191	1
-2973	-2286	-753	1
-2973	-2286	-2769	1
-2973	-1998	-2409	1
-2973	-1998	2775	1
-2973	-1998	-1905	1
-2973	-1998	615	1
-2973	-1998	1191	1
-2973	-1998	-825	1
-2973	-1998	-2769	1
-2973	-1998	2271	1
-2973	-1710	-825	1
-2973	-1710	-2985	1
-2973	-1710	-465	1
-2973	-1494	-753	1
-2973	-1494	-2913	1
-2973	-1494	-393	1
-2973	-1206	-2409	1
-2973	-1206	687	1
-2973	-1206	1191	1
-2973	-1206	-969	1
-2973	-1206	1551	1
-2973	-1206	-393	1
-2973	-918	-2409	1
-2973	-918	2631	1
-2973	-918	-2049	1
-2973	-918	-1545	1
-2973	-918	975	1
-2973	-918	1551	1
-2973	-918	-2985	1
-2973	-918	-465	1
-2973	-414	-393	1
-2973	-414	-2553	1
-2973	-414	-33	1
-2973	-126	-2049	1
-2973	-126	1047	1
-2973	-126	1551	1
-2973	-126	-609	1
-2973	-126	1911	1
-2973	-126	-33	1
-2973	90	615	1
-2973	90	-1545	1
-2973	90	-465	1
-2973	666	-2193	1
-2973	666	327	1
-2973	666	-33	1
-2973	882	-2049	1
-2973	882	2991	1
-2973	882	-1545	1
-2973	882	-969	1
-2973	882	1911	1
-2973	882	-465	1
-2973	882	2415	1
-2973	1170	975	1
-2973	1170	-1185	1
-2973	1170	-105	1
-2973	1674	327	1
-2973	1674	-2049	1
-2973	1674	2991	1
-2973	1674	831	1
-2973	1674	1407	1
-2973	1674	1911	1
-2973	1674	-2553	1
-2973	1674	2487	1
-2973	1962	2775	1
-2973	1962	-1689	1
-2973	1962	-1185	1
-2973	1962	-609	1
-2973	1962	-2769	1
-2973	1962	2271	1
-2973	1962	-105	1
-2973	2250	255	1
-2973	2250	1335	1
-2973	2250	-825	1
-2973	2466	327	1
-2973	2466	1407	1
-2973	2466	-753	1
-2973	2754	-2193	1
-2973	2754	2847	1
-2973	2754	687	1
-2973	2754	-1689	1
-2973	2754	1191	1
-2973	2754	1767	1
-2973	2754	-2769	1
-2973	2754	2271	1
-2970	-2895	-2013	1
-2970	-2895	867	1
-2970	-2895	1947	1
-2970	-2607	-2229	1
-2970	-2607	2811	1
-2970	-2607	-1653	1
-2970	-2607	-1149	1
-2970	-2607	1947	1
-2970	-2607	-2733	1
-2970	-2607	2307	1
-2970	-2607	-69	1
-2970	-2103	363	1
-2970	-2103	-717	1
-2970	-1815	-1653	1
-2970	-1815	1227	1
-2970	-1815	-2733	1
-2970	-1815	2307	1
-2970	-1311	795	1
-2970	-1311	-645	1
-2970	-1311	-2805	1
-2970	-1023	723	1
-2970	-1023	-357	1
-2970	-231	-2445	1
-2970	-231	1155	1
-2970	-231	-2805	1
-2970	-231	-285	1
-2970	273	-2373	1
-2970	273	147	1
-2970	273	1587	1
-2970	273	-789	1
-2970	273	1731	1
-2970	273	-429	1
-2970	1065	-2373	1
-2970	1065	147	1
-2970	1065	-2013	1
-2970	1065	1587	1
-2970	1353	-2013	1
-2970	1353	507	1
-2970	1353	1947	1
-2970	1353	-429	1
-2970	1353	2091	1
-2970	1353	-69	1
-2970	1857	3	1
-2970	1857	2523	1
-2970	1857	-1437	1
-2970	2145	-2013	1
-2970	2145	507	1
-2970	2145	-1653	1
-2970	2145	1947	1
-2970	2649	2955	1
-2970	2649	-1005	1
-2970	2649	-645	1
-2970	2937	363	1
-2970	2937	2883	1
-2970	2937	-1077	1
-2968	-2773	-2485	1
-2968	-2773	-1765	1
-2968	-2773	-685	1
-2968	-2773	-2845	1
-2968	-2773	2195	1
-2968	-2485	107	1
-2968	-2485	2627	1
-2968	-2485	467	1
-2968	-2485	-1333	1
-2968	-2485	2267	1
-2968	-1693	-2485	1
-2968	-1693	2555	1
-2968	-1693	-2125	1
-2968	-1693	-1405	1
-2968	-1693	-325	1
-2968	395	-2053	1
-2968	395	2987	1
-2968	395	-973	1
-2968	395	1907	1
-2968	395	-253	1
-2968	395	2267	1
-2968	1187	2915	1
-2968	1187	-1045	1
-2968	1187	1475	1
-2968	1187	-685	1
-2968	1187	-2845	1
-2968	1187	2195	1
-2968	1475	107	1
-2968	1475	2627	1
-2968	1475	-1693	1
-2968	1475	-613	1
-2968	1475	2267	1
-2968	2267	-2485	1
-2968	2267	2555	1
-2968	2267	-685	1
-2968	2267	1835	1
-2968	2267	-325	1
-2967	-2952	-2265	1
-2967	-2952	255	1
-2967	-2952	-825	1
-2967	-2952	1695	1
-2967	-2664	-2337	1
-2967	-2664	2703	1
-2967	-2664	-1761	1
-2967	-2664	1119	1
-2967	-2664	-1257	1
-2967	-2664	1263	1
-2967	-2664	1623	1
-2967	-2664	-2841	1
-2967	-2664	-321	1
-2967	-2664	2199	1
-2967	-2448	327	1
-2967	-2448	-1833	1
-2967	-2448	687	1
-2967	-2448	-1689	1
-2967	-2448	1191	1
-2967	-2448	-2769	1
-2967	-2448	-249	1
-2967	-2448	2271	1
-2967	-2160	-2409	1
-2967	-2160	111	1
-2967	-2160	2631	1
-2967	-2160	-2265	1
-2967	-2160	255	1
-2967	-2160	-1905	1
-2967	-2160	-1329	1
-2967	-2160	-825	1
-2967	-2160	1695	1
-2967	-2160	2271	1
-2967	-1872	-1905	1
-2967	-1872	615	1
-2967	-1872	-465	1
-2967	-1872	2055	1
-2967	-1368	-2409	1
-2967	-1368	111	1
-2967	-1368	2631	1
-2967	-1368	687	1
-2967	-1368	-1473	1
-2967	-1368	1047	1
-2967	-1368	-1329	1
-2967	-1368	1551	1
-2967	-1368	-2913	1
-2967	-1080	2631	1
-2967	-1080	-2049	1
-2967	-1080	471	1
-2967	-1080	2991	1
-2967	-1080	-1905	1
-2967	-1080	615	1
-2967	-1080	-1545	1
-2967	-1080	-969	1
-2967	-1080	-465	1
-2967	-1080	2055	1
-2967	-864	-2481	1
-2967	-864	2703	1
-2967	-864	-1977	1
-2967	-864	543	1
-2967	-864	1119	1
-2967	-864	-897	1
-2967	-864	-2841	1
-2967	-864	2199	1
-2967	-288	-2049	1
-2967	-288	471	1
-2967	-288	2991	1
-2967	-288	1047	1
-2967	-288	-1113	1
-2967	-288	1407	1
-2967	-288	-969	1
-2967	-288	1911	1
-2967	-288	-2553	1
-2967	-72	615	1
-2967	-72	-465	1
-2967	216	-2481	1
-2967	216	2559	1
-2967	216	-2121	1
-2967	216	-1617	1
-2967	216	903	1
-2967	216	1479	1
-2967	216	-537	1
-2967	720	-2049	1
-2967	720	2991	1
-2967	720	-969	1
-2967	720	1911	1
-2967	720	-465	1
-2967	720	-2625	1
-2967	720	-105	1
-2967	1008	975	1
-2967	1008	-105	1
-2967	1296	-2121	1
-2967	1296	2919	1
-2967	1296	-1761	1
-2967	1296	-1257	1
-2967	1296	1263	1
-2967	1296	1839	1
-2967	1296	-2697	1
-2967	1296	-177	1
-2967	1512	327	1
-2967	1512	-2049	1
-2967	1512	2991	1
-2967	1512	-1689	1
-2967	1512	1407	1
-2967	1512	1911	1
-2967	1512	-2553	1
-2967	1512	2487	1
-2967	1800	-2265	1
-2967	1800	255	1
-2967	1800	-1689	1
-2967	1800	-609	1
-2967	1800	2271	1
-2967	1800	-105	1
-2967	2088	255	1
-2967	2088	1335	1
-2967	2592	-2193	1
-2967	2592	2847	1
-2967	2592	687	1
-2967	2592	-1689	1
-2967	2592	-1329	1
-2967	2592	1767	1
-2967	2592	2271	1
-2967	2880	2631	1
-2967	2880	255	1
-2967	2880	-1905	1
-2967	2880	615	1
-2967	2880	-1329	1
-2967	2880	-249	1
-2966	-2891	-2497	2
-2966	-2891	2543	2
-2966	-2891	2759	2
-2966	-2891	-1777	2
-2966	-2891	743	2
-2966	-2891	-1201	2
-2966	-2891	-841	2
-2966	-2891	2039	2
-2966	-2891	-337	2
-2966	-2891	2183	2
-2966	-2603	-2425	2
-2966	-2603	2615	2
-2966	-2603	-2353	2
-2966	-2603	167	2
-2966	-2603	2687	2
-2966	-2603	-2065	2
-2966	-2603	-1345	2
-2966	-2603	-1273	2
-2966	-2603	1607	2
-2966	-2603	-553	2
-2966	-2603	-265	2
-2966	-2387	23	2
-2966	-2387	311	2
-2966	-2387	-1777	2
-2966	-2387	815	2
-2966	-2387	-1489	2
-2966	-2387	1031	2
-2966	-2387	-1345	2
-2966	-2387	1175	2
-2966	-2387	-985	2
-2966	-2387	-769	2
-2966	-2387	-697	2
-2966	-2387	1823	2
-2966	-2387	-2857	2
-2966	-2387	2183	2
-2966	-2387	-2785	2
-2966	-2099	-2425	2
-2966	-2099	167	2
-2966	-2099	455	2
-2966	-2099	2975	2
-2966	-2099	1175	2
-2966	-2099	1247	2
-2966	-2099	-913	2
-2966	-2099	1967	2
-2966	-2099	-2785	2
-2966	-2099	2255	2
-2966	-1811	23	2
-2966	-1811	2543	2
-2966	-1811	-2137	2
-2966	-1811	2903	2
-2966	-1811	-1417	2
-2966	-1811	1103	2
-2966	-1811	-841	2
-2966	-1811	-481	2
-2966	-1811	-2857	2
-2966	-1811	-2641	2
-2966	-1811	2399	2
-2966	-1307	-2497	2
-2966	-1307	2543	2
-2966	-1307	-2425	2
-2966	-1307	383	2
-2966	-1307	671	2
