torsion_coset	m_residue	m_modulus	n_residue	n_modulus
1	42	48	1	16
1	36	48	5	16
1	36	48	10	16
1	18	48	5	16
1	12	48	13	16
1	30	48	12	16
1	6	48	4	16
1	0	48	9	16
1	6	48	1	16
1	36	48	13	16
1	30	48	6	16
1	0	48	1	16
1	42	48	9	16
1	24	48	9	16
1	0	48	0	16
1	12	48	5	16
1	6	48	14	16
1	24	48	1	16
1	30	48	5	16
1	6	48	9	16
1	18	48	13	16
1	30	48	13	16
2	18	48	1	16
2	42	48	13	16
2	0	48	9	16
2	42	48	5	16
2	18	48	9	16
2	0	48	14	16
2	12	48	5	16
2	24	48	1	16
2	0	48	1	16
2	30	48	9	16
2	18	48	2	16
2	36	48	5	16
2	12	48	4	16
2	42	48	10	16
2	24	48	9	16
2	18	48	8	16
2	6	48	13	16
2	36	48	13	16
2	30	48	1	16
2	12	48	13	16
2	6	48	5	16
2	42	48	0	16
