torsion_coset	m_residue	m_modulus	n_residue	n_modulus
1	2520	10080	7560	10080
1	7560	10080	2520	10080
1	7560	10080	7560	10080
1	2520	10080	2520	10080
1	5880	10080	840	10080
1	840	10080	5880	10080
1	840	10080	840	10080
1	5880	10080	5880	10080
1	5040	10080	0	10080
1	5040	10080	5040	10080
1	0	10080	0	10080
1	0	10080	5040	10080
1	8400	10080	3360	10080
1	8400	10080	8400	10080
1	3360	10080	3360	10080
1	3360	10080	8400	10080
3	2521	10080	2521	10080
3	7561	10080	7561	10080
3	5881	10080	5881	10080
3	841	10080	841	10080
3	5041	10080	5041	10080
3	1	10080	1	10080
3	8401	10080	8401	10080
3	3361	10080	3361	10080
