prime	torsion_coset	m	n	ord_g1	ord_g2	state	t
13	1	0	0	8	4	3	inf
13	1	1	3	8	4	3	inf
13	1	2	1	8	4	3	inf
13	1	3	0	8	4	3	inf
13	1	4	2	8	4	3	inf
13	1	5	1	8	4	3	inf
13	1	6	3	8	4	3	inf
13	1	7	2	8	4	3	inf
13	2	0	2	8	4	3	inf
13	2	1	1	8	4	3	inf
13	2	2	3	8	4	3	inf
13	2	3	2	8	4	3	inf
13	2	4	0	8	4	3	inf
13	2	5	3	8	4	3	inf
13	2	6	1	8	4	3	inf
13	2	7	0	8	4	3	inf
19	1	0	0	5	10	3	inf
19	1	0	2	5	10	3	inf
19	1	1	4	5	10	3	inf
19	1	1	6	5	10	3	inf
19	1	2	0	5	10	3	inf
19	1	2	8	5	10	3	inf
19	1	3	2	5	10	3	inf
19	1	3	4	5	10	3	inf
19	1	4	6	5	10	3	inf
19	1	4	8	5	10	3	inf
19	2	0	5	5	10	3	inf
19	2	0	7	5	10	3	inf
19	2	1	1	5	10	3	inf
19	2	1	9	5	10	3	inf
19	2	2	3	5	10	3	inf
19	2	2	5	5	10	3	inf
19	2	3	7	5	10	3	inf
19	2	3	9	5	10	3	inf
19	2	4	1	5	10	3	inf
19	2	4	3	5	10	3	inf
37	1	0	0	9	9	3	inf
37	1	0	2	9	9	3	inf
37	1	1	4	9	9	3	inf
37	1	1	6	9	9	3	inf
37	1	2	1	9	9	3	inf
37	1	2	8	9	9	3	inf
37	1	3	3	9	9	3	inf
37	1	3	5	9	9	3	inf
37	1	4	0	9	9	3	inf
37	1	4	7	9	9	3	inf
37	1	5	2	9	9	3	inf
37	1	5	4	9	9	3	inf
37	1	6	6	9	9	3	inf
37	1	6	8	9	9	3	inf
37	1	7	1	9	9	3	inf
37	1	7	3	9	9	3	inf
37	1	8	5	9	9	3	inf
37	1	8	7	9	9	3	inf
67	1	0	0	16	2	3	inf
67	1	1	0	16	2	3	1
67	1	8	1	16	2	3	66
67	1	9	1	16	2	3	66
67	1	15	0	16	2	3	inf
67	2	0	0	16	2	3	66
67	2	1	0	16	2	3	66
67	2	7	1	16	2	3	inf
67	2	8	1	16	2	3	inf
67	2	9	1	16	2	3	1
61	1	0	0	18	3	3	inf
61	1	0	1	18	3	2	8
61	1	1	1	18	3	2	8
61	1	3	2	18	3	3	35
61	1	4	2	18	3	3	35
61	1	5	0	18	3	3	inf
61	1	6	0	18	3	2	8
61	1	6	2	18	3	3	inf
61	1	7	0	18	3	2	8
61	1	9	1	18	3	3	35
61	1	10	1	18	3	3	35
61	1	11	2	18	3	3	inf
61	1	12	1	18	3	3	inf
61	1	12	2	18	3	2	8
61	1	13	2	18	3	2	8
61	1	15	0	18	3	3	35
61	1	16	0	18	3	3	35
61	1	17	1	18	3	3	inf
61	2	0	1	18	3	2	53
61	2	1	1	18	3	2	53
61	2	3	2	18	3	3	26
61	2	4	2	18	3	3	26
61	2	6	0	18	3	2	53
61	2	7	0	18	3	2	53
61	2	9	1	18	3	3	26
61	2	10	1	18	3	3	26
61	2	12	2	18	3	2	53
61	2	13	2	18	3	2	53
61	2	15	0	18	3	3	26
61	2	16	0	18	3	3	26
73	1	0	0	40	4	3	inf
73	1	0	1	40	4	2	41
73	1	0	3	40	4	2	32
73	1	1	1	40	4	2	41
73	1	1	3	40	4	2	32
73	1	2	1	40	4	2	48
73	1	2	3	40	4	2	25
73	1	9	0	40	4	2	48
73	1	9	1	40	4	3	inf
73	1	9	2	40	4	2	25
73	1	10	0	40	4	2	41
73	1	10	2	40	4	2	32
73	1	10	3	40	4	3	inf
73	1	11	0	40	4	2	41
73	1	11	2	40	4	2	32
73	1	12	0	40	4	2	48
73	1	12	2	40	4	2	25
73	1	19	0	40	4	3	inf
73	1	19	1	40	4	2	25
73	1	19	3	40	4	2	48
73	1	20	1	40	4	2	32
73	1	20	2	40	4	3	inf
73	1	20	3	40	4	2	41
73	1	21	1	40	4	2	32
73	1	21	3	40	4	2	41
73	1	22	1	40	4	2	25
73	1	22	3	40	4	2	48
73	1	29	0	40	4	2	25
73	1	29	2	40	4	2	48
73	1	29	3	40	4	3	inf
73	1	30	0	40	4	2	32
73	1	30	1	40	4	3	inf
73	1	30	2	40	4	2	41
73	1	31	0	40	4	2	32
73	1	31	2	40	4	2	41
73	1	32	0	40	4	2	25
73	1	32	2	40	4	2	48
73	1	39	1	40	4	2	48
73	1	39	2	40	4	3	inf
73	1	39	3	40	4	2	25
73	2	0	1	40	4	2	32
73	2	0	2	40	4	3	inf
73	2	0	3	40	4	2	41
73	2	1	1	40	4	2	32
73	2	1	3	40	4	2	41
73	2	2	1	40	4	2	25
73	2	2	3	40	4	2	48
73	2	9	0	40	4	2	25
73	2	9	2	40	4	2	48
73	2	9	3	40	4	3	inf
73	2	10	0	40	4	2	32
73	2	10	1	40	4	3	inf
73	2	10	2	40	4	2	41
73	2	11	0	40	4	2	32
73	2	11	2	40	4	2	41
73	2	12	0	40	4	2	25
73	2	12	2	40	4	2	48
73	2	19	1	40	4	2	48
73	2	19	2	40	4	3	inf
73	2	19	3	40	4	2	25
73	2	20	0	40	4	3	inf
73	2	20	1	40	4	2	41
73	2	20	3	40	4	2	32
73	2	21	1	40	4	2	41
73	2	21	3	40	4	2	32
73	2	22	1	40	4	2	48
73	2	22	3	40	4	2	25
73	2	29	0	40	4	2	48
73	2	29	1	40	4	3	inf
73	2	29	2	40	4	2	25
73	2	30	0	40	4	2	41
73	2	30	2	40	4	2	32
73	2	30	3	40	4	3	inf
73	2	31	0	40	4	2	41
73	2	31	2	40	4	2	32
73	2	32	0	40	4	2	48
73	2	32	2	40	4	2	25
73	2	39	0	40	4	3	inf
73	2	39	1	40	4	2	25
73	2	39	3	40	4	2	48
29	1	0	0	7	14	3	inf
29	1	0	2	7	14	3	10
29	1	0	9	7	14	3	19
29	1	0	10	7	14	3	inf
29	1	1	0	7	14	3	10
29	1	1	7	7	14	3	19
29	1	1	8	7	14	3	inf
29	1	1	12	7	14	3	inf
29	1	2	5	7	14	3	19
29	1	2	6	7	14	3	inf
29	1	2	10	7	14	3	inf
29	1	2	12	7	14	3	10
29	1	3	3	7	14	3	19
29	1	3	4	7	14	3	inf
29	1	3	8	7	14	3	inf
29	1	3	10	7	14	3	10
29	1	4	1	7	14	3	19
29	1	4	2	7	14	3	inf
29	1	4	6	7	14	3	inf
29	1	4	8	7	14	3	10
29	1	5	0	7	14	3	inf
29	1	5	4	7	14	3	inf
29	1	5	6	7	14	3	10
29	1	5	13	7	14	3	19
29	1	6	2	7	14	3	inf
29	1	6	4	7	14	3	10
29	1	6	11	7	14	3	19
29	1	6	12	7	14	3	inf
29	2	0	2	7	14	3	19
29	2	0	3	7	14	3	inf
29	2	0	7	7	14	3	inf
29	2	0	9	7	14	3	10
29	2	1	0	7	14	3	19
29	2	1	1	7	14	3	inf
29	2	1	5	7	14	3	inf
29	2	1	7	7	14	3	10
29	2	2	3	7	14	3	inf
29	2	2	5	7	14	3	10
29	2	2	12	7	14	3	19
29	2	2	13	7	14	3	inf
29	2	3	1	7	14	3	inf
29	2	3	3	7	14	3	10
29	2	3	10	7	14	3	19
29	2	3	11	7	14	3	inf
29	2	4	1	7	14	3	10
29	2	4	8	7	14	3	19
29	2	4	9	7	14	3	inf
29	2	4	13	7	14	3	inf
29	2	5	6	7	14	3	19
29	2	5	7	7	14	3	inf
29	2	5	11	7	14	3	inf
29	2	5	13	7	14	3	10
29	2	6	4	7	14	3	19
29	2	6	5	7	14	3	inf
29	2	6	9	7	14	3	inf
29	2	6	11	7	14	3	10
53	1	0	0	7	14	3	inf
53	1	0	2	7	14	3	inf
53	1	0	5	7	14	2	52
53	1	0	7	7	14	2	52
53	1	0	12	7	14	2	1
53	1	1	2	7	14	2	1
53	1	1	4	7	14	3	inf
53	1	1	6	7	14	3	inf
53	1	1	9	7	14	2	52
53	1	1	11	7	14	2	52
53	1	2	1	7	14	2	52
53	1	2	6	7	14	2	1
53	1	2	8	7	14	3	inf
53	1	2	10	7	14	3	inf
53	1	2	13	7	14	2	52
53	1	3	0	7	14	3	inf
53	1	3	3	7	14	2	52
53	1	3	5	7	14	2	52
53	1	3	10	7	14	2	1
53	1	3	12	7	14	3	inf
53	1	4	0	7	14	2	1
53	1	4	2	7	14	3	inf
53	1	4	4	7	14	3	inf
53	1	4	7	7	14	2	52
53	1	4	9	7	14	2	52
53	1	5	4	7	14	2	1
53	1	5	6	7	14	3	inf
53	1	5	8	7	14	3	inf
53	1	5	11	7	14	2	52
53	1	5	13	7	14	2	52
53	1	6	1	7	14	2	52
53	1	6	3	7	14	2	52
53	1	6	8	7	14	2	1
53	1	6	10	7	14	3	inf
53	1	6	12	7	14	3	inf
53	2	0	0	7	14	2	52
53	2	0	5	7	14	2	1
53	2	0	7	7	14	3	inf
53	2	0	9	7	14	3	inf
53	2	0	12	7	14	2	52
53	2	1	2	7	14	2	52
53	2	1	4	7	14	2	52
53	2	1	9	7	14	2	1
53	2	1	11	7	14	3	inf
53	2	1	13	7	14	3	inf
53	2	2	1	7	14	3	inf
53	2	2	3	7	14	3	inf
53	2	2	6	7	14	2	52
53	2	2	8	7	14	2	52
53	2	2	13	7	14	2	1
53	2	3	3	7	14	2	1
53	2	3	5	7	14	3	inf
53	2	3	7	7	14	3	inf
53	2	3	10	7	14	2	52
53	2	3	12	7	14	2	52
53	2	4	0	7	14	2	52
53	2	4	2	7	14	2	52
53	2	4	7	7	14	2	1
53	2	4	9	7	14	3	inf
53	2	4	11	7	14	3	inf
53	2	5	1	7	14	3	inf
53	2	5	4	7	14	2	52
53	2	5	6	7	14	2	52
53	2	5	11	7	14	2	1
53	2	5	13	7	14	3	inf
53	2	6	1	7	14	2	1
53	2	6	3	7	14	3	inf
53	2	6	5	7	14	3	inf
53	2	6	8	7	14	2	52
53	2	6	10	7	14	2	52
71	1	0	0	36	18	3	inf
71	1	0	1	36	18	2	50
71	1	0	2	36	18	2	25
71	1	0	10	36	18	2	21
71	1	0	11	36	18	2	46
71	1	1	0	36	18	2	25
71	1	1	1	36	18	2	50
71	1	1	9	36	18	3	inf
71	1	1	10	36	18	2	21
71	1	2	3	36	18	2	21
71	1	2	4	36	18	2	46
71	1	2	11	36	18	3	inf
71	1	2	12	36	18	2	50
71	1	2	13	36	18	2	25
71	1	3	2	36	18	3	inf
71	1	3	3	36	18	2	21
71	1	3	11	36	18	2	25
71	1	3	12	36	18	2	50
71	1	4	4	36	18	3	inf
71	1	4	5	36	18	2	50
71	1	4	6	36	18	2	25
71	1	4	14	36	18	2	21
71	1	4	15	36	18	2	46
71	1	5	4	36	18	2	25
71	1	5	5	36	18	2	50
71	1	5	13	36	18	3	inf
71	1	5	14	36	18	2	21
71	1	6	7	36	18	2	21
71	1	6	8	36	18	2	46
71	1	6	15	36	18	3	inf
71	1	6	16	36	18	2	50
71	1	6	17	36	18	2	25
71	1	7	6	36	18	3	inf
71	1	7	7	36	18	2	21
71	1	7	15	36	18	2	25
71	1	7	16	36	18	2	50
71	1	8	0	36	18	2	21
71	1	8	1	36	18	2	46
71	1	8	8	36	18	3	inf
71	1	8	9	36	18	2	50
71	1	8	10	36	18	2	25
71	1	9	0	36	18	2	21
71	1	9	8	36	18	2	25
71	1	9	9	36	18	2	50
71	1	9	17	36	18	3	inf
71	1	10	1	36	18	3	inf
71	1	10	2	36	18	2	50
71	1	10	3	36	18	2	25
71	1	10	11	36	18	2	21
71	1	10	12	36	18	2	46
71	1	11	1	36	18	2	25
71	1	11	2	36	18	2	50
71	1	11	10	36	18	3	inf
71	1	11	11	36	18	2	21
71	1	12	4	36	18	2	21
71	1	12	5	36	18	2	46
71	1	12	12	36	18	3	inf
71	1	12	13	36	18	2	50
71	1	12	14	36	18	2	25
71	1	13	3	36	18	3	inf
71	1	13	4	36	18	2	21
71	1	13	12	36	18	2	25
71	1	13	13	36	18	2	50
71	1	14	5	36	18	3	inf
71	1	14	6	36	18	2	50
71	1	14	7	36	18	2	25
71	1	14	15	36	18	2	21
71	1	14	16	36	18	2	46
71	1	15	5	36	18	2	25
71	1	15	6	36	18	2	50
71	1	15	14	36	18	3	inf
71	1	15	15	36	18	2	21
71	1	16	0	36	18	2	25
71	1	16	8	36	18	2	21
71	1	16	9	36	18	2	46
71	1	16	16	36	18	3	inf
71	1	16	17	36	18	2	50
71	1	17	7	36	18	3	inf
71	1	17	8	36	18	2	21
71	1	17	16	36	18	2	25
71	1	17	17	36	18	2	50
71	1	18	1	36	18	2	21
71	1	18	2	36	18	2	46
71	1	18	9	36	18	3	inf
71	1	18	10	36	18	2	50
71	1	18	11	36	18	2	25
71	1	19	0	36	18	3	inf
71	1	19	1	36	18	2	21
71	1	19	9	36	18	2	25
71	1	19	10	36	18	2	50
71	1	20	2	36	18	3	inf
71	1	20	3	36	18	2	50
71	1	20	4	36	18	2	25
71	1	20	12	36	18	2	21
71	1	20	13	36	18	2	46
71	1	21	2	36	18	2	25
71	1	21	3	36	18	2	50
71	1	21	11	36	18	3	inf
71	1	21	12	36	18	2	21
71	1	22	5	36	18	2	21
71	1	22	6	36	18	2	46
71	1	22	13	36	18	3	inf
71	1	22	14	36	18	2	50
71	1	22	15	36	18	2	25
71	1	23	4	36	18	3	inf
71	1	23	5	36	18	2	21
71	1	23	13	36	18	2	25
71	1	23	14	36	18	2	50
71	1	24	6	36	18	3	inf
71	1	24	7	36	18	2	50
71	1	24	8	36	18	2	25
71	1	24	16	36	18	2	21
71	1	24	17	36	18	2	46
71	1	25	6	36	18	2	25
71	1	25	7	36	18	2	50
71	1	25	15	36	18	3	inf
71	1	25	16	36	18	2	21
71	1	26	0	36	18	2	50
71	1	26	1	36	18	2	25
71	1	26	9	36	18	2	21
71	1	26	10	36	18	2	46
71	1	26	17	36	18	3	inf
71	1	27	0	36	18	2	50
71	1	27	8	36	18	3	inf
71	1	27	9	36	18	2	21
71	1	27	17	36	18	2	25
71	1	28	2	36	18	2	21
71	1	28	3	36	18	2	46
71	1	28	10	36	18	3	inf
71	1	28	11	36	18	2	50
71	1	28	12	36	18	2	25
71	1	29	1	36	18	3	inf
71	1	29	2	36	18	2	21
71	1	29	10	36	18	2	25
71	1	29	11	36	18	2	50
71	1	30	3	36	18	3	inf
71	1	30	4	36	18	2	50
71	1	30	5	36	18	2	25
71	1	30	13	36	18	2	21
71	1	30	14	36	18	2	46
71	1	31	3	36	18	2	25
71	1	31	4	36	18	2	50
71	1	31	12	36	18	3	inf
71	1	31	13	36	18	2	21
71	1	32	6	36	18	2	21
71	1	32	7	36	18	2	46
71	1	32	14	36	18	3	inf
71	1	32	15	36	18	2	50
71	1	32	16	36	18	2	25
71	1	33	5	36	18	3	inf
71	1	33	6	36	18	2	21
71	1	33	14	36	18	2	25
71	1	33	15	36	18	2	50
71	1	34	0	36	18	2	46
71	1	34	7	36	18	3	inf
71	1	34	8	36	18	2	50
71	1	34	9	36	18	2	25
71	1	34	17	36	18	2	21
71	1	35	7	36	18	2	25
71	1	35	8	36	18	2	50
71	1	35	16	36	18	3	inf
71	1	35	17	36	18	2	21
71	2	0	1	36	18	2	21
71	2	0	2	36	18	2	46
71	2	0	9	36	18	3	inf
71	2	0	10	36	18	2	50
71	2	0	11	36	18	2	25
71	2	1	0	36	18	3	inf
71	2	1	1	36	18	2	21
71	2	1	9	36	18	2	25
71	2	1	10	36	18	2	50
71	2	2	2	36	18	3	inf
71	2	2	3	36	18	2	50
71	2	2	4	36	18	2	25
71	2	2	12	36	18	2	21
71	2	2	13	36	18	2	46
71	2	3	2	36	18	2	25
71	2	3	3	36	18	2	50
71	2	3	11	36	18	3	inf
71	2	3	12	36	18	2	21
71	2	4	5	36	18	2	21
71	2	4	6	36	18	2	46
71	2	4	13	36	18	3	inf
71	2	4	14	36	18	2	50
71	2	4	15	36	18	2	25
71	2	5	4	36	18	3	inf
71	2	5	5	36	18	2	21
71	2	5	13	36	18	2	25
71	2	5	14	36	18	2	50
71	2	6	6	36	18	3	inf
71	2	6	7	36	18	2	50
71	2	6	8	36	18	2	25
71	2	6	16	36	18	2	21
71	2	6	17	36	18	2	46
71	2	7	6	36	18	2	25
71	2	7	7	36	18	2	50
71	2	7	15	36	18	3	inf
71	2	7	16	36	18	2	21
71	2	8	0	36	18	2	50
71	2	8	1	36	18	2	25
71	2	8	9	36	18	2	21
71	2	8	10	36	18	2	46
71	2	8	17	36	18	3	inf
71	2	9	0	36	18	2	50
