u	t	w	u0	t0	w0
15	14	127	2	1	10
15	14	140	2	1	10
15	14	153	2	1	10
15	14	166	2	1	10
15	26	40	2	0	1
15	26	108	2	0	4
15	27	10	2	1	10
15	27	23	2	1	10
15	27	36	2	1	10
15	27	49	2	1	10
15	27	62	2	1	10
15	27	75	2	1	10
15	27	88	2	1	10
15	27	101	2	1	10
15	27	114	2	1	10
15	27	127	2	1	10
15	27	140	2	1	10
15	27	153	2	1	10
15	27	166	2	1	10
15	39	40	2	0	1
15	39	108	2	0	4
15	40	10	2	1	10
15	40	23	2	1	10
15	40	36	2	1	10
15	40	49	2	1	10
15	40	62	2	1	10
15	40	75	2	1	10
15	40	88	2	1	10
15	40	101	2	1	10
15	40	114	2	1	10
15	40	127	2	1	10
15	40	140	2	1	10
15	40	153	2	1	10
15	40	166	2	1	10
15	52	40	2	0	1
15	52	108	2	0	4
15	53	10	2	1	10
15	53	23	2	1	10
15	53	36	2	1	10
15	53	49	2	1	10
15	53	62	2	1	10
15	53	75	2	1	10
15	53	88	2	1	10
15	53	101	2	1	10
15	53	114	2	1	10
15	53	127	2	1	10
15	53	140	2	1	10
15	53	153	2	1	10
15	53	166	2	1	10
15	65	40	2	0	1
15	65	108	2	0	4
15	66	10	2	1	10
15	66	23	2	1	10
15	66	36	2	1	10
15	66	49	2	1	10
15	66	62	2	1	10
15	66	75	2	1	10
15	66	88	2	1	10
15	66	101	2	1	10
15	66	114	2	1	10
15	66	127	2	1	10
15	66	140	2	1	10
15	66	153	2	1	10
15	66	166	2	1	10
15	78	40	2	0	1
15	78	108	2	0	4
15	79	10	2	1	10
15	79	23	2	1	10
15	79	36	2	1	10
15	79	49	2	1	10
15	79	62	2	1	10
15	79	75	2	1	10
15	79	88	2	1	10
15	79	101	2	1	10
15	79	114	2	1	10
15	79	127	2	1	10
15	79	140	2	1	10
15	79	153	2	1	10
15	79	166	2	1	10
15	91	40	2	0	1
15	91	108	2	0	4
15	92	10	2	1	10
15	92	23	2	1	10
15	92	36	2	1	10
15	92	49	2	1	10
15	92	62	2	1	10
15	92	75	2	1	10
15	92	88	2	1	10
15	92	101	2	1	10
15	92	114	2	1	10
15	92	127	2	1	10
15	92	140	2	1	10
15	92	153	2	1	10
15	92	166	2	1	10
15	104	40	2	0	1
15	104	108	2	0	4
15	105	10	2	1	10
15	105	23	2	1	10
15	105	36	2	1	10
15	105	49	2	1	10
15	105	62	2	1	10
15	105	75	2	1	10
15	105	88	2	1	10
15	105	101	2	1	10
15	105	114	2	1	10
15	105	127	2	1	10
15	105	140	2	1	10
15	105	153	2	1	10
15	105	166	2	1	10
15	117	40	2	0	1
15	117	108	2	0	4
15	118	10	2	1	10
15	118	23	2	1	10
15	118	36	2	1	10
15	118	49	2	1	10
15	118	62	2	1	10
15	118	75	2	1	10
15	118	88	2	1	10
15	118	101	2	1	10
15	118	114	2	1	10
15	118	127	2	1	10
15	118	140	2	1	10
15	118	153	2	1	10
15	118	166	2	1	10
15	130	40	2	0	1
15	130	108	2	0	4
15	131	10	2	1	10
15	131	23	2	1	10
15	131	36	2	1	10
15	131	49	2	1	10
15	131	62	2	1	10
15	131	75	2	1	10
15	131	88	2	1	10
15	131	101	2	1	10
15	131	114	2	1	10
15	131	127	2	1	10
15	131	140	2	1	10
15	131	153	2	1	10
15	131	166	2	1	10
15	143	40	2	0	1
15	143	108	2	0	4
15	144	10	2	1	10
15	144	23	2	1	10
15	144	36	2	1	10
15	144	49	2	1	10
15	144	62	2	1	10
15	144	75	2	1	10
15	144	88	2	1	10
15	144	101	2	1	10
15	144	114	2	1	10
15	144	127	2	1	10
15	144	140	2	1	10
15	144	153	2	1	10
15	144	166	2	1	10
15	156	40	2	0	1
15	156	108	2	0	4
15	157	10	2	1	10
15	157	23	2	1	10
15	157	36	2	1	10
15	157	49	2	1	10
15	157	62	2	1	10
15	157	75	2	1	10
15	157	88	2	1	10
15	157	101	2	1	10
15	157	114	2	1	10
15	157	127	2	1	10
15	157	140	2	1	10
15	157	153	2	1	10
15	157	166	2	1	10
16	0	6	3	0	6
16	0	19	3	0	6
16	0	32	3	0	6
16	0	45	3	0	6
16	0	58	3	0	6
16	0	71	3	0	6
16	0	84	3	0	6
16	0	97	3	0	6
16	0	106	3	0	2
16	0	110	3	0	6
16	0	123	3	0	6
16	0	136	3	0	6
16	0	149	3	0	6
16	0	162	3	0	6
16	13	6	3	0	6
16	13	19	3	0	6
16	13	32	3	0	6
16	13	45	3	0	6
16	13	58	3	0	6
16	13	71	3	0	6
16	13	84	3	0	6
16	13	97	3	0	6
16	13	106	3	0	2
16	13	110	3	0	6
16	13	123	3	0	6
16	13	136	3	0	6
16	13	149	3	0	6
16	13	162	3	0	6
16	26	6	3	0	6
16	26	19	3	0	6
16	26	32	3	0	6
16	26	45	3	0	6
16	26	58	3	0	6
16	26	71	3	0	6
16	26	84	3	0	6
16	26	97	3	0	6
16	26	106	3	0	2
16	26	110	3	0	6
16	26	123	3	0	6
16	26	136	3	0	6
16	26	149	3	0	6
16	26	162	3	0	6
16	39	6	3	0	6
16	39	19	3	0	6
16	39	32	3	0	6
16	39	45	3	0	6
16	39	58	3	0	6
16	39	71	3	0	6
16	39	84	3	0	6
16	39	97	3	0	6
16	39	106	3	0	2
16	39	110	3	0	6
16	39	123	3	0	6
16	39	136	3	0	6
16	39	149	3	0	6
16	39	162	3	0	6
16	52	6	3	0	6
16	52	19	3	0	6
16	52	32	3	0	6
16	52	45	3	0	6
16	52	58	3	0	6
16	52	71	3	0	6
16	52	84	3	0	6
16	52	97	3	0	6
16	52	106	3	0	2
16	52	110	3	0	6
16	52	123	3	0	6
16	52	136	3	0	6
16	52	149	3	0	6
16	52	162	3	0	6
16	65	6	3	0	6
16	65	19	3	0	6
16	65	32	3	0	6
16	65	45	3	0	6
16	65	58	3	0	6
16	65	71	3	0	6
16	65	84	3	0	6
16	65	97	3	0	6
16	65	106	3	0	2
16	65	110	3	0	6
16	65	123	3	0	6
16	65	136	3	0	6
16	65	149	3	0	6
16	65	162	3	0	6
16	78	6	3	0	6
16	78	19	3	0	6
16	78	32	3	0	6
16	78	45	3	0	6
16	78	58	3	0	6
16	78	71	3	0	6
16	78	84	3	0	6
16	78	97	3	0	6
16	78	106	3	0	2
16	78	110	3	0	6
16	78	123	3	0	6
16	78	136	3	0	6
16	78	149	3	0	6
16	78	162	3	0	6
16	91	6	3	0	6
16	91	19	3	0	6
16	91	32	3	0	6
16	91	45	3	0	6
16	91	58	3	0	6
16	91	71	3	0	6
16	91	84	3	0	6
16	91	97	3	0	6
16	91	106	3	0	2
16	91	110	3	0	6
16	91	123	3	0	6
16	91	136	3	0	6
16	91	149	3	0	6
16	91	162	3	0	6
16	104	6	3	0	6
16	104	19	3	0	6
16	104	32	3	0	6
16	104	45	3	0	6
16	104	58	3	0	6
16	104	71	3	0	6
16	104	84	3	0	6
16	104	97	3	0	6
16	104	106	3	0	2
16	104	110	3	0	6
16	104	123	3	0	6
16	104	136	3	0	6
16	104	149	3	0	6
16	104	162	3	0	6
16	117	6	3	0	6
16	117	19	3	0	6
16	117	32	3	0	6
16	117	45	3	0	6
16	117	58	3	0	6
16	117	71	3	0	6
16	117	84	3	0	6
16	117	97	3	0	6
16	117	106	3	0	2
16	117	110	3	0	6
16	117	123	3	0	6
16	117	136	3	0	6
16	117	149	3	0	6
16	117	162	3	0	6
16	130	6	3	0	6
16	130	19	3	0	6
16	130	32	3	0	6
16	130	45	3	0	6
16	130	58	3	0	6
16	130	71	3	0	6
16	130	84	3	0	6
16	130	97	3	0	6
16	130	106	3	0	2
16	130	110	3	0	6
16	130	123	3	0	6
16	130	136	3	0	6
16	130	149	3	0	6
16	130	162	3	0	6
16	143	6	3	0	6
16	143	19	3	0	6
16	143	32	3	0	6
16	143	45	3	0	6
16	143	58	3	0	6
16	143	71	3	0	6
16	143	84	3	0	6
16	143	97	3	0	6
16	143	106	3	0	2
16	143	110	3	0	6
16	143	123	3	0	6
16	143	136	3	0	6
16	143	149	3	0	6
16	143	162	3	0	6
16	156	6	3	0	6
16	156	19	3	0	6
16	156	32	3	0	6
16	156	45	3	0	6
16	156	58	3	0	6
16	156	71	3	0	6
16	156	84	3	0	6
16	156	97	3	0	6
16	156	106	3	0	2
16	156	110	3	0	6
16	156	123	3	0	6
16	156	136	3	0	6
16	156	149	3	0	6
16	156	162	3	0	6
17	0	10	4	0	10
17	0	23	4	0	10
17	0	36	4	0	10
17	0	49	4	0	10
17	0	62	4	0	10
17	0	75	4	0	10
17	0	88	4	0	10
17	0	101	4	0	10
17	0	114	4	0	10
17	0	127	4	0	10
17	0	140	4	0	10
17	0	153	4	0	10
17	0	166	4	0	10
17	9	0	4	9	0
17	9	13	4	9	0
17	9	26	4	9	0
17	9	39	4	9	0
17	9	52	4	9	0
17	9	65	4	9	0
17	9	78	4	9	0
17	9	91	4	9	0
17	9	104	4	9	0
17	9	117	4	9	0
17	9	130	4	9	0
17	9	143	4	9	0
17	9	156	4	9	0
17	13	10	4	0	10
17	13	23	4	0	10
17	13	36	4	0	10
17	13	49	4	0	10
17	13	62	4	0	10
17	13	75	4	0	10
17	13	88	4	0	10
17	13	101	4	0	10
17	13	114	4	0	10
17	13	127	4	0	10
17	13	140	4	0	10
17	13	153	4	0	10
17	13	166	4	0	10
17	22	0	4	9	0
17	22	13	4	9	0
17	22	26	4	9	0
17	22	39	4	9	0
17	22	52	4	9	0
17	22	65	4	9	0
17	22	78	4	9	0
17	22	91	4	9	0
17	22	104	4	9	0
17	22	117	4	9	0
17	22	130	4	9	0
17	22	143	4	9	0
17	22	156	4	9	0
17	26	10	4	0	10
17	26	23	4	0	10
17	26	36	4	0	10
17	26	49	4	0	10
17	26	62	4	0	10
17	26	75	4	0	10
17	26	88	4	0	10
17	26	101	4	0	10
17	26	114	4	0	10
17	26	127	4	0	10
17	26	140	4	0	10
17	26	153	4	0	10
17	26	166	4	0	10
17	35	0	4	9	0
17	35	13	4	9	0
17	35	26	4	9	0
17	35	39	4	9	0
17	35	52	4	9	0
17	35	65	4	9	0
17	35	78	4	9	0
17	35	91	4	9	0
17	35	104	4	9	0
17	35	117	4	9	0
17	35	130	4	9	0
17	35	143	4	9	0
17	35	156	4	9	0
17	39	10	4	0	10
17	39	23	4	0	10
17	39	36	4	0	10
17	39	49	4	0	10
17	39	62	4	0	10
17	39	75	4	0	10
17	39	88	4	0	10
17	39	101	4	0	10
17	39	114	4	0	10
17	39	127	4	0	10
17	39	140	4	0	10
17	39	153	4	0	10
17	39	166	4	0	10
17	48	0	4	9	0
17	48	13	4	9	0
17	48	26	4	9	0
17	48	39	4	9	0
17	48	52	4	9	0
17	48	65	4	9	0
17	48	78	4	9	0
17	48	91	4	9	0
17	48	104	4	9	0
17	48	117	4	9	0
17	48	130	4	9	0
17	48	143	4	9	0
17	48	156	4	9	0
17	52	10	4	0	10
17	52	23	4	0	10
17	52	36	4	0	10
17	52	49	4	0	10
17	52	62	4	0	10
17	52	75	4	0	10
17	52	88	4	0	10
17	52	101	4	0	10
17	52	114	4	0	10
17	52	127	4	0	10
17	52	140	4	0	10
17	52	153	4	0	10
17	52	166	4	0	10
17	61	0	4	9	0
17	61	13	4	9	0
17	61	26	4	9	0
17	61	39	4	9	0
17	61	52	4	9	0
17	61	65	4	9	0
17	61	78	4	9	0
17	61	91	4	9	0
17	61	104	4	9	0
17	61	117	4	9	0
17	61	130	4	9	0
17	61	143	4	9	0
17	61	156	4	9	0
17	65	10	4	0	10
17	65	23	4	0	10
17	65	36	4	0	10
17	65	49	4	0	10
17	65	62	4	0	10
17	65	75	4	0	10
17	65	88	4	0	10
17	65	101	4	0	10
17	65	114	4	0	10
17	65	127	4	0	10
17	65	140	4	0	10
17	65	153	4	0	10
17	65	166	4	0	10
17	74	0	4	9	0
17	74	13	4	9	0
17	74	26	4	9	0
17	74	39	4	9	0
17	74	52	4	9	0
17	74	65	4	9	0
17	74	78	4	9	0
17	74	91	4	9	0
17	74	104	4	9	0
17	74	117	4	9	0
17	74	130	4	9	0
17	74	143	4	9	0
17	74	156	4	9	0
17	78	10	4	0	10
17	78	23	4	0	10
17	78	36	4	0	10
17	78	49	4	0	10
17	78	62	4	0	10
17	78	75	4	0	10
17	78	88	4	0	10
17	78	101	4	0	10
17	78	114	4	0	10
17	78	127	4	0	10
17	78	140	4	0	10
17	78	153	4	0	10
17	78	166	4	0	10
17	87	0	4	9	0
17	87	13	4	9	0
17	87	26	4	9	0
17	87	39	4	9	0
17	87	52	4	9	0
17	87	65	4	9	0
17	87	78	4	9	0
17	87	91	4	9	0
17	87	104	4	9	0
17	87	117	4	9	0
17	87	130	4	9	0
17	87	143	4	9	0
17	87	156	4	9	0
17	91	10	4	0	10
17	91	23	4	0	10
17	91	36	4	0	10
17	91	49	4	0	10
17	91	62	4	0	10
17	91	75	4	0	10
17	91	88	4	0	10
17	91	101	4	0	10
17	91	114	4	0	10
17	91	127	4	0	10
17	91	140	4	0	10
17	91	153	4	0	10
17	91	166	4	0	10
17	100	0	4	9	0
17	100	13	4	9	0
17	100	26	4	9	0
17	100	39	4	9	0
17	100	52	4	9	0
17	100	65	4	9	0
17	100	78	4	9	0
17	100	91	4	9	0
17	100	104	4	9	0
17	100	117	4	9	0
17	100	130	4	9	0
17	100	143	4	9	0
17	100	156	4	9	0
17	104	10	4	0	10
17	104	23	4	0	10
17	104	36	4	0	10
17	104	49	4	0	10
17	104	62	4	0	10
17	104	75	4	0	10
17	104	88	4	0	10
17	104	101	4	0	10
17	104	114	4	0	10
17	104	127	4	0	10
17	104	140	4	0	10
17	104	153	4	0	10
17	104	166	4	0	10
17	113	0	4	9	0
17	113	13	4	9	0
17	113	26	4	9	0
17	113	39	4	9	0
17	113	52	4	9	0
17	113	65	4	9	0
17	113	78	4	9	0
17	113	91	4	9	0
17	113	104	4	9	0
17	113	117	4	9	0
17	113	130	4	9	0
17	113	143	4	9	0
17	113	156	4	9	0
17	117	10	4	0	10
17	117	23	4	0	10
17	117	36	4	0	10
17	117	49	4	0	10
17	117	62	4	0	10
17	117	75	4	0	10
17	117	88	4	0	10
17	117	101	4	0	10
17	117	114	4	0	10
17	117	127	4	0	10
17	117	140	4	0	10
17	117	153	4	0	10
17	117	166	4	0	10
17	126	0	4	9	0
17	126	13	4	9	0
17	126	26	4	9	0
17	126	39	4	9	0
17	126	52	4	9	0
17	126	65	4	9	0
17	126	78	4	9	0
17	126	91	4	9	0
17	126	104	4	9	0
17	126	117	4	9	0
17	126	130	4	9	0
17	126	143	4	9	0
17	126	156	4	9	0
17	130	10	4	0	10
17	130	23	4	0	10
17	130	36	4	0	10
17	130	49	4	0	10
17	130	62	4	0	10
17	130	75	4	0	10
17	130	88	4	0	10
17	130	101	4	0	10
17	130	114	4	0	10
17	130	127	4	0	10
17	130	140	4	0	10
17	130	153	4	0	10
17	130	166	4	0	10
17	139	0	4	9	0
17	139	13	4	9	0
17	139	26	4	9	0
17	139	39	4	9	0
17	139	52	4	9	0
17	139	65	4	9	0
17	139	78	4	9	0
17	139	91	4	9	0
17	139	104	4	9	0
17	139	117	4	9	0
17	139	130	4	9	0
17	139	143	4	9	0
17	139	156	4	9	0
17	143	10	4	0	10
17	143	23	4	0	10
17	143	36	4	0	10
17	143	49	4	0	10
17	143	62	4	0	10
17	143	75	4	0	10
17	143	88	4	0	10
17	143	101	4	0	10
17	143	114	4	0	10
17	143	127	4	0	10
17	143	140	4	0	10
17	143	153	4	0	10
17	143	166	4	0	10
17	152	0	4	9	0
17	152	13	4	9	0
17	152	26	4	9	0
17	152	39	4	9	0
17	152	52	4	9	0
17	152	65	4	9	0
17	152	78	4	9	0
17	152	91	4	9	0
17	152	104	4	9	0
17	152	117	4	9	0
17	152	130	4	9	0
17	152	143	4	9	0
17	152	156	4	9	0
17	156	10	4	0	10
17	156	23	4	0	10
17	156	36	4	0	10
17	156	49	4	0	10
17	156	62	4	0	10
17	156	75	4	0	10
17	156	88	4	0	10
17	156	101	4	0	10
17	156	114	4	0	10
17	156	127	4	0	10
17	156	140	4	0	10
17	156	153	4	0	10
17	156	166	4	0	10
17	165	0	4	9	0
17	165	13	4	9	0
17	165	26	4	9	0
17	165	39	4	9	0
17	165	52	4	9	0
17	165	65	4	9	0
17	165	78	4	9	0
17	165	91	4	9	0
17	165	104	4	9	0
17	165	117	4	9	0
17	165	130	4	9	0
17	165	143	4	9	0
17	165	156	4	9	0
18	0	6	5	0	6
18	0	19	5	0	6
18	0	32	5	0	6
18	0	45	5	0	6
18	0	58	5	0	6
18	0	71	5	0	6
18	0	84	5	0	6
18	0	97	5	0	6
18	0	110	5	0	6
18	0	123	5	0	6
18	0	136	5	0	6
18	0	149	5	0	6
18	0	162	5	0	6
18	2	70	5	2	5
18	13	6	5	0	6
18	13	19	5	0	6
18	13	32	5	0	6
18	13	45	5	0	6
18	13	58	5	0	6
18	13	71	5	0	6
18	13	84	5	0	6
18	13	97	5	0	6
18	13	110	5	0	6
18	13	123	5	0	6
18	13	136	5	0	6
18	13	149	5	0	6
18	13	162	5	0	6
18	15	96	5	2	5
18	26	6	5	0	6
18	26	19	5	0	6
18	26	32	5	0	6
18	26	45	5	0	6
18	26	58	5	0	6
18	26	71	5	0	6
18	26	84	5	0	6
18	26	97	5	0	6
18	26	110	5	0	6
18	26	123	5	0	6
18	26	136	5	0	6
18	26	149	5	0	6
18	26	162	5	0	6
18	28	122	5	2	5
18	39	6	5	0	6
18	39	19	5	0	6
18	39	32	5	0	6
18	39	45	5	0	6
18	39	58	5	0	6
18	39	71	5	0	6
18	39	84	5	0	6
18	39	97	5	0	6
18	39	110	5	0	6
18	39	123	5	0	6
18	39	136	5	0	6
18	39	149	5	0	6
18	39	162	5	0	6
18	41	148	5	2	5
18	52	6	5	0	6
18	52	19	5	0	6
18	52	32	5	0	6
18	52	45	5	0	6
18	52	58	5	0	6
18	52	71	5	0	6
18	52	84	5	0	6
18	52	97	5	0	6
18	52	110	5	0	6
18	52	123	5	0	6
18	52	136	5	0	6
18	52	149	5	0	6
18	52	162	5	0	6
18	54	5	5	2	5
18	56	19	5	4	6
18	57	18	5	5	5
18	65	6	5	0	6
18	65	19	5	0	6
18	65	32	5	0	6
18	65	45	5	0	6
18	65	58	5	0	6
18	65	71	5	0	6
18	65	84	5	0	6
18	65	97	5	0	6
18	65	110	5	0	6
18	65	123	5	0	6
18	65	136	5	0	6
18	65	149	5	0	6
18	65	162	5	0	6
18	67	31	5	2	5
18	78	6	5	0	6
18	78	19	5	0	6
18	78	32	5	0	6
18	78	45	5	0	6
18	78	58	5	0	6
18	78	71	5	0	6
18	78	84	5	0	6
18	78	97	5	0	6
18	78	110	5	0	6
18	78	123	5	0	6
18	78	136	5	0	6
18	78	149	5	0	6
18	78	162	5	0	6
18	80	57	5	2	5
18	91	6	5	0	6
18	91	19	5	0	6
18	91	32	5	0	6
18	91	45	5	0	6
18	91	58	5	0	6
18	91	71	5	0	6
18	91	84	5	0	6
18	91	97	5	0	6
18	91	110	5	0	6
18	91	123	5	0	6
18	91	136	5	0	6
18	91	149	5	0	6
18	91	162	5	0	6
18	93	83	5	2	5
18	104	6	5	0	6
18	104	19	5	0	6
18	104	32	5	0	6
18	104	45	5	0	6
18	104	58	5	0	6
18	104	71	5	0	6
18	104	84	5	0	6
18	104	97	5	0	6
18	104	110	5	0	6
18	104	123	5	0	6
18	104	136	5	0	6
18	104	149	5	0	6
18	104	162	5	0	6
18	106	109	5	2	5
18	117	6	5	0	6
18	117	19	5	0	6
18	117	32	5	0	6
18	117	45	5	0	6
18	117	58	5	0	6
18	117	71	5	0	6
18	117	84	5	0	6
18	117	97	5	0	6
18	117	110	5	0	6
18	117	123	5	0	6
18	117	136	5	0	6
18	117	149	5	0	6
18	117	162	5	0	6
18	119	135	5	2	5
18	130	6	5	0	6
18	130	19	5	0	6
18	130	32	5	0	6
18	130	45	5	0	6
18	130	58	5	0	6
18	130	71	5	0	6
18	130	84	5	0	6
18	130	97	5	0	6
18	130	110	5	0	6
18	130	123	5	0	6
18	130	136	5	0	6
18	130	149	5	0	6
18	130	162	5	0	6
18	132	161	5	2	5
18	143	6	5	0	6
18	143	19	5	0	6
18	143	32	5	0	6
18	143	45	5	0	6
18	143	58	5	0	6
18	143	71	5	0	6
18	143	84	5	0	6
18	143	97	5	0	6
18	143	110	5	0	6
18	143	123	5	0	6
18	143	136	5	0	6
18	143	149	5	0	6
18	143	162	5	0	6
18	145	18	5	2	5
18	156	6	5	0	6
18	156	19	5	0	6
18	156	32	5	0	6
18	156	45	5	0	6
18	156	58	5	0	6
18	156	71	5	0	6
18	156	84	5	0	6
18	156	97	5	0	6
18	156	110	5	0	6
18	156	123	5	0	6
18	156	136	5	0	6
18	156	149	5	0	6
18	156	162	5	0	6
18	158	44	5	2	5
19	3	9	6	3	9
19	3	22	6	3	9
19	3	35	6	3	9
19	3	48	6	3	9
19	3	61	6	3	9
19	3	74	6	3	9
19	3	87	6	3	9
19	3	100	6	3	9
19	3	113	6	3	9
19	3	126	6	3	9
19	3	139	6	3	9
19	3	152	6	3	9
19	3	165	6	3	9
19	5	74	6	5	9
19	10	17	6	10	4
19	16	9	6	3	9
19	16	22	6	3	9
19	16	35	6	3	9
19	16	48	6	3	9
19	16	61	6	3	9
19	16	74	6	3	9
19	16	87	6	3	9
19	16	100	6	3	9
19	16	113	6	3	9
19	16	126	6	3	9
19	16	139	6	3	9
19	16	152	6	3	9
19	16	165	6	3	9
19	18	9	6	5	9
19	23	134	6	10	4
19	29	9	6	3	9
19	29	22	6	3	9
19	29	35	6	3	9
19	29	48	6	3	9
19	29	61	6	3	9
19	29	74	6	3	9
19	29	87	6	3	9
19	29	100	6	3	9
19	29	113	6	3	9
19	29	126	6	3	9
19	29	139	6	3	9
19	29	152	6	3	9
19	29	165	6	3	9
19	31	113	6	5	9
19	36	82	6	10	4
19	42	9	6	3	9
19	42	22	6	3	9
19	42	35	6	3	9
19	42	48	6	3	9
19	42	61	6	3	9
19	42	74	6	3	9
19	42	87	6	3	9
19	42	100	6	3	9
19	42	113	6	3	9
19	42	126	6	3	9
19	42	139	6	3	9
19	42	152	6	3	9
19	42	165	6	3	9
19	44	48	6	5	9
19	49	30	6	10	4
19	55	9	6	3	9
19	55	22	6	3	9
19	55	35	6	3	9
19	55	48	6	3	9
19	55	61	6	3	9
19	55	74	6	3	9
19	55	87	6	3	9
19	55	100	6	3	9
19	55	113	6	3	9
19	55	126	6	3	9
19	55	139	6	3	9
19	55	152	6	3	9
19	55	165	6	3	9
19	56	75	6	4	10
19	57	152	6	5	9
19	62	147	6	10	4
19	68	9	6	3	9
19	68	22	6	3	9
19	68	35	6	3	9
19	68	48	6	3	9
19	68	61	6	3	9
19	68	74	6	3	9
19	68	87	6	3	9
19	68	100	6	3	9
19	68	113	6	3	9
19	68	126	6	3	9
19	68	139	6	3	9
19	68	152	6	3	9
19	68	165	6	3	9
19	70	87	6	5	9
19	75	95	6	10	4
19	81	9	6	3	9
19	81	22	6	3	9
19	81	35	6	3	9
19	81	48	6	3	9
19	81	61	6	3	9
19	81	74	6	3	9
19	81	87	6	3	9
19	81	100	6	3	9
19	81	113	6	3	9
19	81	126	6	3	9
19	81	139	6	3	9
19	81	152	6	3	9
19	81	165	6	3	9
19	83	22	6	5	9
19	88	43	6	10	4
19	94	9	6	3	9
19	94	22	6	3	9
19	94	35	6	3	9
19	94	48	6	3	9
19	94	61	6	3	9
19	94	74	6	3	9
19	94	87	6	3	9
19	94	100	6	3	9
19	94	113	6	3	9
19	94	126	6	3	9
19	94	139	6	3	9
19	94	152	6	3	9
19	94	165	6	3	9
19	96	126	6	5	9
19	101	160	6	10	4
19	107	9	6	3	9
19	107	22	6	3	9
19	107	35	6	3	9
19	107	48	6	3	9
19	107	61	6	3	9
19	107	74	6	3	9
19	107	87	6	3	9
19	107	100	6	3	9
19	107	113	6	3	9
19	107	126	6	3	9
19	107	139	6	3	9
19	107	152	6	3	9
19	107	165	6	3	9
19	109	61	6	5	9
19	114	108	6	10	4
19	120	9	6	3	9
19	120	22	6	3	9
19	120	35	6	3	9
19	120	48	6	3	9
19	120	61	6	3	9
19	120	74	6	3	9
19	120	87	6	3	9
19	120	100	6	3	9
19	120	113	6	3	9
19	120	126	6	3	9
19	120	139	6	3	9
19	120	152	6	3	9
19	120	165	6	3	9
19	122	165	6	5	9
19	127	56	6	10	4
19	133	9	6	3	9
19	133	22	6	3	9
19	133	35	6	3	9
19	133	48	6	3	9
19	133	61	6	3	9
19	133	74	6	3	9
19	133	87	6	3	9
19	133	100	6	3	9
19	133	113	6	3	9
19	133	126	6	3	9
19	133	139	6	3	9
19	133	152	6	3	9
19	133	165	6	3	9
19	135	100	6	5	9
19	140	4	6	10	4
19	146	9	6	3	9
19	146	22	6	3	9
19	146	35	6	3	9
19	146	48	6	3	9
19	146	61	6	3	9
19	146	74	6	3	9
19	146	87	6	3	9
19	146	100	6	3	9
19	146	113	6	3	9
19	146	126	6	3	9
19	146	139	6	3	9
19	146	152	6	3	9
19	146	165	6	3	9
19	148	35	6	5	9
19	153	121	6	10	4
19	159	9	6	3	9
19	159	22	6	3	9
19	159	35	6	3	9
19	159	48	6	3	9
19	159	61	6	3	9
19	159	74	6	3	9
19	159	87	6	3	9
19	159	100	6	3	9
19	159	113	6	3	9
19	159	126	6	3	9
19	159	139	6	3	9
19	159	152	6	3	9
19	159	165	6	3	9
19	161	139	6	5	9
19	166	69	6	10	4
21	0	135	8	0	5
21	2	63	8	2	11
21	4	63	8	4	11
21	11	1	8	11	1
21	11	14	8	11	1
21	11	27	8	11	1
21	11	40	8	11	1
21	11	53	8	11	1
21	11	66	8	11	1
21	11	79	8	11	1
21	11	92	8	11	1
21	11	105	8	11	1
21	11	118	8	11	1
21	11	131	8	11	1
21	11	144	8	11	1
21	11	157	8	11	1
21	13	135	8	0	5
21	15	50	8	2	11
21	17	102	8	4	11
21	24	1	8	11	1
21	24	14	8	11	1
21	24	27	8	11	1
21	24	40	8	11	1
21	24	53	8	11	1
21	24	66	8	11	1
21	24	79	8	11	1
21	24	92	8	11	1
21	24	105	8	11	1
21	24	118	8	11	1
21	24	131	8	11	1
21	24	144	8	11	1
21	24	157	8	11	1
21	26	135	8	0	5
21	28	37	8	2	11
21	30	141	8	4	11
21	37	1	8	11	1
21	37	14	8	11	1
21	37	27	8	11	1
21	37	40	8	11	1
21	37	53	8	11	1
21	37	66	8	11	1
21	37	79	8	11	1
21	37	92	8	11	1
21	37	105	8	11	1
21	37	118	8	11	1
21	37	131	8	11	1
21	37	144	8	11	1
21	37	157	8	11	1
21	39	135	8	0	5
21	41	24	8	2	11
21	43	11	8	4	11
21	50	1	8	11	1
21	50	14	8	11	1
21	50	27	8	11	1
21	50	40	8	11	1
21	50	53	8	11	1
21	50	66	8	11	1
21	50	79	8	11	1
21	50	92	8	11	1
21	50	105	8	11	1
21	50	118	8	11	1
21	50	131	8	11	1
21	50	144	8	11	1
21	50	157	8	11	1
21	52	135	8	0	5
21	54	11	8	2	11
21	56	50	8	4	11
21	63	1	8	11	1
21	63	14	8	11	1
21	63	27	8	11	1
21	63	40	8	11	1
21	63	53	8	11	1
21	63	66	8	11	1
21	63	79	8	11	1
21	63	92	8	11	1
21	63	105	8	11	1
21	63	118	8	11	1
21	63	131	8	11	1
21	63	144	8	11	1
21	63	157	8	11	1
21	65	135	8	0	5
21	67	167	8	2	11
21	69	89	8	4	11
21	76	1	8	11	1
21	76	14	8	11	1
21	76	27	8	11	1
21	76	40	8	11	1
21	76	53	8	11	1
21	76	66	8	11	1
21	76	79	8	11	1
21	76	92	8	11	1
21	76	105	8	11	1
21	76	118	8	11	1
21	76	131	8	11	1
21	76	144	8	11	1
21	76	157	8	11	1
