p	u	t	w	a	b	c	d	flags	r0	r1	r2	r3
31	0	0	0	0	0	0	16	t0+qrep+qgcd+root0+rootrep+rad0	0	0	0	0
31	0	0	0	0	0	0	15	t0+qrep+qgcd+root0+rootrep+rad0	0	0	0	0
31	0	0	1	0	8	2	2	t0+qrep+qgcd+root0+rootrep+rad0	0	0	14	5
31	0	0	1	0	8	29	29	t0+qrep+qgcd+root0+rootrep+rad0	0	0	10	28
31	0	0	1	0	23	2	2	t0+qrep+qgcd+root0+rootrep+rad0	0	0	10	28
31	0	0	1	0	23	29	29	t0+qrep+qgcd+root0+rootrep+rad0	0	0	14	5
31	0	0	14	0	1	10	20	t0+qrep+qgcd+root0+rad0	0	0	14	16
31	0	0	14	0	1	10	11	t0+qrep+qgcd+root0+rad0	0	0	8	5
31	0	0	14	0	30	21	20	t0+qrep+qgcd+root0+rad0	0	0	8	5
31	0	0	14	0	30	21	11	t0+qrep+qgcd+root0+rad0	0	0	14	16
31	0	0	16	0	1	9	19	t0+qrep+qgcd+root0+rad0	0	0	14	19
31	0	0	16	0	1	22	12	t0+qrep+qgcd+root0+rad0	0	0	20	9
31	0	0	16	0	30	9	19	t0+qrep+qgcd+root0+rad0	0	0	20	9
31	0	0	16	0	30	22	12	t0+qrep+qgcd+root0+rad0	0	0	14	19
31	0	0	18	0	25	18	5	t0+qrep+qgcd+root0+rad0	0	0	2	20
31	0	0	18	0	25	13	26	t0+qrep+qgcd+root0+rad0	0	0	18	9
31	0	0	18	0	6	18	5	t0+qrep+qgcd+root0+rad0	0	0	18	9
31	0	0	18	0	6	13	26	t0+qrep+qgcd+root0+rad0	0	0	2	20
31	0	8	0	0	10	17	27	root0+rad0	0	0	18	7
31	0	8	0	0	21	14	4	root0+rad0	0	0	18	7
31	1	0	1	0	1	1	1	t0+qgcd+root0+rootrep+rad0	0	0	4	4
31	1	0	1	0	1	1	30	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	1	0	1	0	1	30	1	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	1	0	1	0	1	30	30	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	1	0	1	0	30	1	1	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	1	0	1	0	30	1	30	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	1	0	1	0	30	30	1	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	1	0	1	0	30	30	30	t0+qgcd+root0+rootrep+rad0	0	0	4	4
31	1	6	30	1	14	17	26	rootrep+rad0	19	5	0	0
31	1	6	30	1	17	14	26	rootrep+rad0	19	5	0	0
31	1	6	30	30	14	17	5	rootrep+rad0	19	5	0	0
31	1	6	30	30	17	14	5	rootrep+rad0	19	5	0	0
31	1	8	12	0	8	12	20	root0+rad0	0	0	4	28
31	1	8	12	0	23	19	11	root0+rad0	0	0	4	28
31	1	16	1	1	15	4	27	qrep+qgcd+rootrep+rad0	8	8	2	0
31	1	16	1	1	15	27	4	qrep+qgcd+rootrep+rad0	8	8	2	0
31	1	16	1	30	16	4	27	qrep+qgcd+rootrep+rad0	8	8	2	0
31	1	16	1	30	16	27	4	qrep+qgcd+rootrep+rad0	8	8	2	0
31	1	23	19	0	0	0	8	root0+rootrep+rad0	0	0	0	0
31	1	23	19	0	0	0	23	root0+rootrep+rad0	0	0	0	0
31	2	0	1	0	10	27	7	t0+qgcd+root0+rad0	0	0	1	9
31	2	0	1	0	21	4	24	t0+qgcd+root0+rad0	0	0	1	9
31	2	0	3	0	8	8	17	t0+qgcd+root0+rootrep+rad0	0	0	25	25
31	2	0	3	0	8	23	14	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	2	0	3	0	8	23	17	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	2	0	3	0	23	8	14	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	2	0	3	0	23	8	17	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	2	0	3	0	23	23	14	t0+qgcd+root0+rootrep+rad0	0	0	25	25
31	2	0	4	0	28	7	12	t0+qgcd+root0+rad0	0	0	14	4
31	2	0	4	0	3	24	19	t0+qgcd+root0+rad0	0	0	14	4
31	2	22	4	0	1	1	9	root0+rootrep+rad0	0	0	20	20
31	2	22	4	0	1	30	9	root0+rootrep+rad0	0	0	0	0
31	2	22	4	0	1	30	22	root0+rootrep+rad0	0	0	0	0
31	2	22	4	0	30	1	9	root0+rootrep+rad0	0	0	0	0
31	2	22	4	0	30	1	22	root0+rootrep+rad0	0	0	0	0
31	2	22	4	0	30	30	22	root0+rootrep+rad0	0	0	20	20
31	3	0	0	0	0	14	22	t0+qgcd+root0+rootrep+rad0	0	0	0	18
31	3	0	0	0	0	17	9	t0+qgcd+root0+rootrep+rad0	0	0	0	18
31	3	14	1	0	14	5	11	qrep+root0+rad0	0	0	7	5
31	3	14	1	0	17	26	20	qrep+root0+rad0	0	0	7	5
31	3	21	17	0	8	8	10	root0+rootrep+rad0	0	0	18	18
31	3	21	17	0	8	23	10	root0+rootrep+rad0	0	0	0	0
31	3	21	17	0	8	23	21	root0+rootrep+rad0	0	0	0	0
31	3	21	17	0	23	8	10	root0+rootrep+rad0	0	0	0	0
31	3	21	17	0	23	8	21	root0+rootrep+rad0	0	0	0	0
31	3	21	17	0	23	23	21	root0+rootrep+rad0	0	0	18	18
31	4	0	10	0	2	2	18	t0+qgcd+root0+rootrep+rad0	0	0	10	10
31	4	0	10	0	2	29	18	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	4	0	10	0	2	29	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	4	0	10	0	29	2	18	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	4	0	10	0	29	2	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	4	0	10	0	29	29	13	t0+qgcd+root0+rootrep+rad0	0	0	10	10
31	4	2	13	8	8	25	10	qrep+qgcd+rootrep	4	20	20	28
31	4	2	13	8	23	25	21	qrep+qgcd+rootrep+rad0	4	0	0	9
31	4	2	13	8	23	6	10	qrep+qgcd+rootrep+rad0	4	0	0	9
31	4	2	13	23	8	25	21	qrep+qgcd+rootrep+rad0	4	0	0	9
31	4	2	13	23	8	6	10	qrep+qgcd+rootrep+rad0	4	0	0	9
31	4	2	13	23	23	6	21	qrep+qgcd+rootrep	4	20	20	28
31	4	6	5	0	1	3	7	root0+rad0	0	0	1	19
31	4	6	5	0	30	28	24	root0+rad0	0	0	1	19
31	5	0	15	0	25	25	3	t0+qgcd+root0+rootrep+rad0	0	0	25	25
31	5	0	15	0	25	6	28	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	5	0	15	0	25	6	3	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	5	0	15	0	6	25	28	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	5	0	15	0	6	25	3	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	5	0	15	0	6	6	28	t0+qgcd+root0+rootrep+rad0	0	0	25	25
31	5	0	28	0	8	8	17	t0+qgcd+root0+rootrep+rad0	0	0	25	25
31	5	0	28	0	8	23	14	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	5	0	28	0	8	23	17	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	5	0	28	0	23	8	14	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	5	0	28	0	23	8	17	t0+qgcd+root0+rootrep+rad0	0	0	0	0
31	5	0	28	0	23	23	14	t0+qgcd+root0+rootrep+rad0	0	0	25	25
31	5	2	15	0	1	1	6	qgcd+root0+rootrep+rad0	0	0	14	14
31	5	2	15	0	1	30	25	qgcd+root0+rootrep+rad0	0	0	0	0
31	5	2	15	0	1	30	6	qgcd+root0+rootrep+rad0	0	0	0	0
31	5	2	15	0	30	1	25	qgcd+root0+rootrep+rad0	0	0	0	0
31	5	2	15	0	30	1	6	qgcd+root0+rootrep+rad0	0	0	0	0
31	5	2	15	0	30	30	25	qgcd+root0+rootrep+rad0	0	0	14	14
31	5	18	20	4	7	24	11	qrep+qgcd+rootrep+rad0	14	4	0	0
31	5	18	20	4	24	7	11	qrep+qgcd+rootrep+rad0	14	4	0	0
31	5	18	20	27	7	24	20	qrep+qgcd+rootrep+rad0	14	4	0	0
31	5	18	20	27	24	7	20	qrep+qgcd+rootrep+rad0	14	4	0	0
31	5	19	3	0	2	2	12	root0+rootrep+rad0	0	0	7	7
