p	A	B	C	rho	sigma	pairing	a	b	c	d	mc	nc	U1	U0	V1	V0	M	N	G1	G0	W1	W0	ordD	ordH	relrankMN
43	2	16	39	31	35	1	25	28	36	37	5	17	36	23	37	42	1	8	4	40	24	41	12	24	2
43	2	16	39	31	35	1	25	28	36	37	5	17	36	23	37	42	4	13	36	34	7	15	12	24	2
43	2	16	39	31	35	1	25	28	36	37	5	17	36	23	37	42	15	19	40	21	17	36	12	24	2
43	2	16	39	31	35	1	25	28	36	37	5	17	36	23	37	42	17	29	11	13	2	33	12	24	2
43	2	16	39	31	35	1	25	28	36	37	5	17	36	23	37	42	23	19	40	5	30	16	12	24	2
43	2	16	39	31	35	1	25	28	36	37	5	17	36	23	37	42	28	0	33	18	15	8	12	24	2
43	2	16	39	31	35	1	25	28	36	37	5	17	36	23	37	42	33	14	31	24	10	19	12	24	2
43	2	16	39	31	35	1	25	28	36	37	5	17	36	23	37	42	39	2	0	6	2	6	12	24	2
43	2	16	39	31	35	1	25	28	36	37	5	17	36	23	37	42	40	7	18	38	24	32	12	24	2
43	2	16	39	31	35	1	25	28	36	37	5	17	36	23	37	42	42	42	40	30	26	28	12	24	2
43	2	16	39	31	35	2	25	36	28	37	5	17	36	23	37	42	1	8	4	40	24	41	12	24	2
43	2	16	39	31	35	2	25	36	28	37	5	17	36	23	37	42	4	13	36	34	7	15	12	24	2
43	2	16	39	31	35	2	25	36	28	37	5	17	36	23	37	42	15	19	40	21	17	36	12	24	2
43	2	16	39	31	35	2	25	36	28	37	5	17	36	23	37	42	17	29	11	13	2	33	12	24	2
43	2	16	39	31	35	2	25	36	28	37	5	17	36	23	37	42	23	19	40	5	30	16	12	24	2
43	2	16	39	31	35	2	25	36	28	37	5	17	36	23	37	42	28	0	33	18	15	8	12	24	2
43	2	16	39	31	35	2	25	36	28	37	5	17	36	23	37	42	33	14	31	24	10	19	12	24	2
43	2	16	39	31	35	2	25	36	28	37	5	17	36	23	37	42	39	2	0	6	2	6	12	24	2
43	2	16	39	31	35	2	25	36	28	37	5	17	36	23	37	42	40	7	18	38	24	32	12	24	2
43	2	16	39	31	35	2	25	36	28	37	5	17	36	23	37	42	42	42	40	30	26	28	12	24	2
43	2	16	39	31	35	3	28	36	25	37	5	17	36	23	37	42	1	8	4	40	24	41	12	24	2
43	2	16	39	31	35	3	28	36	25	37	5	17	36	23	37	42	4	13	36	34	7	15	12	24	2
43	2	16	39	31	35	3	28	36	25	37	5	17	36	23	37	42	15	19	40	21	17	36	12	24	2
43	2	16	39	31	35	3	28	36	25	37	5	17	36	23	37	42	17	29	11	13	2	33	12	24	2
43	2	16	39	31	35	3	28	36	25	37	5	17	36	23	37	42	23	19	40	5	30	16	12	24	2
43	2	16	39	31	35	3	28	36	25	37	5	17	36	23	37	42	28	0	33	18	15	8	12	24	2
