p	exponent	base_a	base_b	base_c	base_d	base_u	base_t	base_w	flags	a	b	c	d	u	t	w	y0	y1	y2	y3
13	5	7	7	8	5	5	4	6	qrep+rootrep+rad0	259253	282770	281055	17399	172268	313993	186647	329166	20623	56464	78598
