level	modulus	z	contact_incidences	full_cover_possible
5	371293	32812	2	0
5	371293	32825	2	0
5	371293	32838	2	0
5	371293	32851	2	0
5	371293	32864	2	0
5	371293	32877	2	0
5	371293	32890	2	0
5	371293	32903	2	0
5	371293	32916	2	0
5	371293	32929	2	0
5	371293	32942	2	0
5	371293	32955	2	0
5	371293	32968	2	0
5	371293	32981	2	0
5	371293	32994	2	0
5	371293	33007	2	0
5	371293	33020	2	0
5	371293	33033	2	0
5	371293	33046	2	0
5	371293	33059	2	0
5	371293	33072	2	0
5	371293	33085	2	0
5	371293	33098	2	0
5	371293	33111	2	0
5	371293	33124	2	0
5	371293	33137	2	0
5	371293	33150	2	0
5	371293	33163	2	0
5	371293	33176	2	0
5	371293	33189	2	0
5	371293	33202	2	0
5	371293	33215	2	0
5	371293	33228	2	0
5	371293	33241	2	0
5	371293	33254	2	0
5	371293	33267	2	0
5	371293	33280	2	0
5	371293	33293	2	0
5	371293	33306	2	0
5	371293	33319	2	0
5	371293	33332	2	0
5	371293	33345	2	0
5	371293	33358	2	0
5	371293	33371	2	0
5	371293	33384	2	0
5	371293	33397	2	0
5	371293	33410	2	0
5	371293	33423	2	0
5	371293	33436	2	0
5	371293	33449	2	0
5	371293	33462	2	0
5	371293	33475	2	0
5	371293	33488	2	0
5	371293	33501	2	0
5	371293	33514	2	0
5	371293	33527	2	0
5	371293	33540	2	0
5	371293	33553	2	0
5	371293	33566	2	0
5	371293	33579	2	0
5	371293	33592	2	0
5	371293	33605	2	0
5	371293	33618	2	0
5	371293	33631	2	0
5	371293	33644	2	0
5	371293	33657	2	0
5	371293	33670	2	0
5	371293	33683	2	0
5	371293	33696	2	0
5	371293	33709	2	0
5	371293	33722	2	0
5	371293	33735	2	0
5	371293	33748	2	0
5	371293	33761	2	0
5	371293	33774	2	0
5	371293	33787	2	0
5	371293	33800	2	0
5	371293	33813	2	0
5	371293	33826	2	0
5	371293	33839	2	0
5	371293	33852	2	0
5	371293	33865	2	0
5	371293	33878	2	0
5	371293	33891	2	0
5	371293	33904	2	0
5	371293	33917	2	0
5	371293	33930	2	0
5	371293	33943	2	0
5	371293	33956	2	0
5	371293	33969	2	0
5	371293	33982	2	0
5	371293	33995	2	0
5	371293	34008	2	0
5	371293	34021	2	0
5	371293	34034	2	0
5	371293	34047	2	0
5	371293	34060	2	0
5	371293	34073	2	0
5	371293	34086	2	0
5	371293	34099	2	0
5	371293	34112	2	0
5	371293	34125	2	0
5	371293	34138	2	0
5	371293	34151	2	0
5	371293	34164	2	0
5	371293	34177	2	0
5	371293	34190	2	0
5	371293	34203	2	0
5	371293	34216	2	0
5	371293	34229	2	0
5	371293	34242	2	0
5	371293	34255	2	0
5	371293	34268	2	0
5	371293	34281	2	0
5	371293	34294	2	0
5	371293	34307	2	0
5	371293	34320	2	0
5	371293	34333	2	0
5	371293	34346	2	0
5	371293	34359	2	0
5	371293	34372	2	0
5	371293	34385	2	0
5	371293	34398	2	0
5	371293	34411	2	0
5	371293	34424	2	0
5	371293	34437	2	0
5	371293	34450	2	0
5	371293	34463	2	0
5	371293	34476	2	0
5	371293	34489	2	0
5	371293	34502	2	0
5	371293	34515	2	0
5	371293	34528	2	0
5	371293	34541	2	0
5	371293	34554	2	0
5	371293	34567	2	0
5	371293	34580	2	0
5	371293	34593	2	0
5	371293	34606	2	0
5	371293	34619	2	0
5	371293	34632	2	0
5	371293	34645	2	0
5	371293	34658	2	0
5	371293	34671	2	0
5	371293	34684	2	0
5	371293	34697	2	0
5	371293	34710	2	0
5	371293	34723	2	0
5	371293	34736	2	0
5	371293	34749	2	0
5	371293	34762	2	0
5	371293	34775	2	0
5	371293	34788	2	0
5	371293	34801	2	0
5	371293	34814	2	0
5	371293	34827	2	0
5	371293	34840	2	0
5	371293	34853	2	0
5	371293	34866	2	0
5	371293	34879	2	0
5	371293	34892	2	0
5	371293	34905	2	0
5	371293	34918	2	0
5	371293	34931	2	0
5	371293	34944	2	0
5	371293	34957	2	0
5	371293	34970	2	0
5	371293	34983	2	0
5	371293	34996	2	0
5	371293	35009	2	0
5	371293	35022	2	0
5	371293	35035	2	0
5	371293	35048	2	0
5	371293	35061	2	0
5	371293	35074	2	0
5	371293	35087	2	0
5	371293	35100	2	0
5	371293	35113	2	0
5	371293	35126	2	0
5	371293	35139	2	0
5	371293	35152	2	0
5	371293	35165	2	0
5	371293	35178	2	0
5	371293	35191	2	0
5	371293	35204	2	0
5	371293	35217	2	0
5	371293	35230	2	0
5	371293	35243	2	0
5	371293	35256	2	0
5	371293	35269	2	0
5	371293	35282	2	0
5	371293	35295	2	0
5	371293	35308	2	0
5	371293	35321	2	0
5	371293	35334	2	0
5	371293	35347	2	0
5	371293	35360	2	0
5	371293	35373	2	0
5	371293	35386	2	0
5	371293	35399	2	0
5	371293	35412	2	0
5	371293	35425	2	0
5	371293	35438	2	0
5	371293	35451	2	0
5	371293	35464	2	0
5	371293	35477	2	0
5	371293	35490	2	0
5	371293	35503	2	0
5	371293	35516	2	0
5	371293	35529	2	0
5	371293	35542	2	0
5	371293	35555	2	0
5	371293	35568	2	0
5	371293	35581	2	0
5	371293	35594	2	0
5	371293	35607	2	0
5	371293	35620	2	0
5	371293	35633	2	0
5	371293	35646	2	0
5	371293	35659	2	0
5	371293	35672	2	0
5	371293	35685	2	0
5	371293	35698	2	0
5	371293	35711	2	0
5	371293	35724	2	0
5	371293	35737	2	0
5	371293	35750	2	0
5	371293	35763	2	0
5	371293	35776	2	0
5	371293	35789	2	0
5	371293	35802	2	0
5	371293	35815	2	0
5	371293	35828	2	0
5	371293	35841	2	0
5	371293	35854	2	0
5	371293	35867	2	0
5	371293	35880	2	0
5	371293	35893	2	0
5	371293	35906	2	0
5	371293	35919	2	0
5	371293	35932	2	0
5	371293	35945	2	0
5	371293	35958	2	0
5	371293	35971	2	0
5	371293	35984	2	0
5	371293	35997	2	0
5	371293	36010	2	0
5	371293	36023	2	0
5	371293	36036	2	0
5	371293	36049	2	0
5	371293	36062	2	0
5	371293	36075	2	0
5	371293	36088	2	0
5	371293	36101	2	0
5	371293	36114	2	0
5	371293	36127	2	0
5	371293	36140	2	0
5	371293	36153	2	0
5	371293	36166	2	0
5	371293	36179	2	0
5	371293	36192	2	0
5	371293	36205	2	0
5	371293	36218	2	0
5	371293	36231	2	0
5	371293	36244	2	0
5	371293	36257	2	0
5	371293	36270	2	0
5	371293	36283	2	0
5	371293	36296	2	0
5	371293	36309	2	0
5	371293	36322	2	0
5	371293	36335	2	0
5	371293	36348	2	0
5	371293	36361	2	0
5	371293	36374	2	0
5	371293	36387	2	0
5	371293	36400	2	0
5	371293	36413	2	0
5	371293	36426	2	0
5	371293	36439	2	0
5	371293	36452	2	0
5	371293	36465	2	0
5	371293	36478	2	0
5	371293	36491	2	0
5	371293	36504	2	0
5	371293	36517	2	0
5	371293	36530	2	0
5	371293	36543	2	0
5	371293	36556	2	0
5	371293	36569	2	0
5	371293	36582	2	0
5	371293	36595	2	0
5	371293	36608	2	0
5	371293	36621	2	0
5	371293	36634	2	0
5	371293	36647	2	0
5	371293	36660	2	0
5	371293	36673	2	0
5	371293	36686	2	0
5	371293	36699	2	0
5	371293	36712	2	0
5	371293	36725	2	0
5	371293	36738	2	0
5	371293	36751	2	0
5	371293	36764	2	0
5	371293	36777	2	0
5	371293	36790	2	0
5	371293	36803	2	0
5	371293	36816	2	0
5	371293	36829	2	0
5	371293	36842	2	0
5	371293	36855	2	0
5	371293	36868	2	0
5	371293	36881	2	0
5	371293	36894	2	0
5	371293	36907	2	0
5	371293	36920	2	0
5	371293	36933	2	0
5	371293	36946	2	0
5	371293	36959	2	0
5	371293	36972	2	0
5	371293	36985	2	0
5	371293	36998	2	0
5	371293	37011	2	0
5	371293	37024	2	0
5	371293	37037	2	0
5	371293	37050	2	0
5	371293	37063	2	0
5	371293	37076	2	0
5	371293	37089	2	0
5	371293	37102	2	0
5	371293	37115	2	0
5	371293	37128	2	0
5	371293	37141	2	0
5	371293	37154	2	0
5	371293	37167	2	0
5	371293	37180	2	0
5	371293	37193	2	0
5	371293	37206	2	0
5	371293	37219	2	0
5	371293	37232	2	0
5	371293	37245	2	0
5	371293	37258	2	0
5	371293	37271	2	0
5	371293	37284	2	0
5	371293	37297	2	0
5	371293	37310	2	0
5	371293	37323	2	0
5	371293	37336	2	0
5	371293	37349	2	0
5	371293	37362	2	0
5	371293	37375	2	0
5	371293	37388	2	0
5	371293	37401	2	0
5	371293	37414	2	0
5	371293	37427	2	0
5	371293	37440	2	0
5	371293	37453	2	0
5	371293	37466	2	0
5	371293	37479	2	0
5	371293	37492	2	0
5	371293	37505	2	0
5	371293	37518	2	0
5	371293	37531	2	0
5	371293	37544	2	0
5	371293	37557	2	0
5	371293	37570	2	0
5	371293	37583	2	0
5	371293	37596	2	0
5	371293	37609	2	0
5	371293	37622	2	0
5	371293	37635	2	0
5	371293	37648	2	0
5	371293	37661	2	0
5	371293	37674	2	0
5	371293	37687	2	0
5	371293	37700	2	0
5	371293	37713	2	0
5	371293	37726	2	0
5	371293	37739	2	0
5	371293	37752	2	0
5	371293	37765	2	0
5	371293	37778	2	0
5	371293	37791	2	0
5	371293	37804	2	0
5	371293	37817	2	0
5	371293	37830	2	0
5	371293	37843	2	0
5	371293	37856	2	0
5	371293	37869	2	0
5	371293	37882	2	0
5	371293	37895	2	0
5	371293	37908	2	0
5	371293	37921	2	0
5	371293	37934	2	0
5	371293	37947	2	0
5	371293	37960	2	0
5	371293	37973	2	0
5	371293	37986	2	0
5	371293	37999	2	0
5	371293	38012	2	0
5	371293	38025	2	0
5	371293	38038	2	0
5	371293	38051	2	0
5	371293	38064	2	0
5	371293	38077	2	0
5	371293	38090	2	0
5	371293	38103	2	0
5	371293	38116	2	0
5	371293	38129	2	0
5	371293	38142	2	0
5	371293	38155	2	0
5	371293	38168	2	0
5	371293	38181	2	0
5	371293	38194	2	0
5	371293	38207	2	0
5	371293	38220	2	0
5	371293	38233	2	0
5	371293	38246	2	0
5	371293	38259	2	0
5	371293	38272	2	0
5	371293	38285	2	0
5	371293	38298	2	0
5	371293	38311	2	0
5	371293	38324	2	0
5	371293	38337	2	0
5	371293	38350	2	0
5	371293	38363	2	0
5	371293	38376	2	0
5	371293	38389	2	0
5	371293	38402	2	0
5	371293	38415	2	0
5	371293	38428	2	0
5	371293	38441	2	0
5	371293	38454	2	0
5	371293	38467	2	0
5	371293	38480	2	0
5	371293	38493	2	0
5	371293	38506	2	0
5	371293	38519	2	0
5	371293	38532	2	0
5	371293	38545	2	0
5	371293	38558	2	0
5	371293	38571	2	0
5	371293	38584	2	0
5	371293	38597	2	0
5	371293	38610	2	0
5	371293	38623	2	0
5	371293	38636	2	0
5	371293	38649	2	0
5	371293	38662	2	0
5	371293	38675	2	0
5	371293	38688	2	0
5	371293	38701	2	0
5	371293	38714	2	0
5	371293	38727	2	0
5	371293	38740	2	0
5	371293	38753	2	0
5	371293	38766	2	0
5	371293	38779	2	0
5	371293	38792	2	0
5	371293	38805	2	0
5	371293	38818	2	0
5	371293	38831	2	0
5	371293	38844	2	0
5	371293	38857	2	0
5	371293	38870	2	0
5	371293	38883	2	0
5	371293	38896	2	0
5	371293	38909	2	0
5	371293	38922	2	0
5	371293	38935	2	0
5	371293	38948	2	0
5	371293	38961	2	0
5	371293	38974	2	0
5	371293	38987	2	0
5	371293	39000	2	0
5	371293	39013	2	0
5	371293	39026	2	0
5	371293	39039	2	0
5	371293	39052	2	0
5	371293	39065	2	0
5	371293	39078	2	0
5	371293	39091	2	0
5	371293	39104	2	0
5	371293	39117	2	0
5	371293	39130	2	0
5	371293	39143	2	0
5	371293	39156	2	0
5	371293	39169	2	0
5	371293	39182	2	0
5	371293	39195	2	0
5	371293	39208	2	0
5	371293	39221	2	0
5	371293	39234	2	0
5	371293	39247	2	0
5	371293	39260	2	0
5	371293	39273	2	0
5	371293	39286	2	0
5	371293	39299	2	0
5	371293	39312	2	0
5	371293	39325	2	0
5	371293	39338	2	0
5	371293	39351	2	0
5	371293	39364	2	0
5	371293	39377	2	0
5	371293	39390	2	0
5	371293	39403	2	0
5	371293	39416	2	0
5	371293	39429	2	0
5	371293	39442	2	0
5	371293	39455	2	0
5	371293	39468	2	0
5	371293	39481	2	0
5	371293	39494	2	0
5	371293	39507	2	0
5	371293	39520	2	0
5	371293	39533	2	0
5	371293	39546	2	0
5	371293	39559	2	0
5	371293	39572	2	0
5	371293	39585	2	0
5	371293	39598	2	0
5	371293	39611	2	0
5	371293	39624	2	0
5	371293	39637	2	0
5	371293	39650	2	0
5	371293	39663	2	0
5	371293	39676	2	0
5	371293	39689	2	0
5	371293	39702	2	0
5	371293	39715	2	0
5	371293	39728	2	0
5	371293	39741	2	0
5	371293	39754	2	0
5	371293	39767	2	0
5	371293	39780	2	0
5	371293	39793	2	0
5	371293	39806	2	0
5	371293	39819	2	0
5	371293	39832	2	0
5	371293	39845	2	0
5	371293	39858	2	0
5	371293	39871	2	0
5	371293	39884	2	0
5	371293	39897	2	0
5	371293	39910	2	0
5	371293	39923	2	0
5	371293	39936	2	0
5	371293	39949	2	0
5	371293	39962	2	0
5	371293	39975	2	0
5	371293	39988	2	0
5	371293	40001	2	0
5	371293	40014	2	0
5	371293	40027	2	0
5	371293	40040	2	0
5	371293	40053	2	0
5	371293	40066	2	0
5	371293	40079	2	0
5	371293	40092	2	0
5	371293	40105	2	0
5	371293	40118	2	0
5	371293	40131	2	0
5	371293	40144	2	0
5	371293	40157	2	0
5	371293	40170	2	0
5	371293	40183	2	0
5	371293	40196	2	0
5	371293	40209	2	0
5	371293	40222	2	0
5	371293	40235	2	0
5	371293	40248	2	0
5	371293	40261	2	0
5	371293	40274	2	0
5	371293	40287	2	0
5	371293	40300	2	0
5	371293	40313	2	0
5	371293	40326	2	0
5	371293	40339	2	0
5	371293	40352	2	0
5	371293	40365	2	0
5	371293	40378	2	0
5	371293	40391	2	0
5	371293	40404	2	0
5	371293	40417	2	0
5	371293	40430	2	0
5	371293	40443	2	0
5	371293	40456	2	0
5	371293	40469	2	0
5	371293	40482	2	0
5	371293	40495	2	0
5	371293	40508	2	0
5	371293	40521	2	0
5	371293	40534	2	0
5	371293	40547	2	0
5	371293	40560	2	0
5	371293	40573	2	0
5	371293	40586	2	0
5	371293	40599	2	0
5	371293	40612	2	0
5	371293	40625	2	0
5	371293	40638	2	0
5	371293	40651	2	0
5	371293	40664	2	0
5	371293	40677	2	0
5	371293	40690	2	0
5	371293	40703	2	0
5	371293	40716	2	0
5	371293	40729	2	0
5	371293	40742	2	0
5	371293	40755	2	0
5	371293	40768	2	0
5	371293	40781	2	0
5	371293	40794	2	0
5	371293	40807	2	0
5	371293	40820	2	0
5	371293	40833	2	0
5	371293	40846	2	0
5	371293	40859	2	0
5	371293	40872	2	0
5	371293	40885	2	0
5	371293	40898	2	0
5	371293	40911	2	0
5	371293	40924	2	0
5	371293	40937	2	0
5	371293	40950	2	0
5	371293	40963	2	0
5	371293	40976	2	0
5	371293	40989	2	0
5	371293	41002	2	0
5	371293	41015	2	0
5	371293	41028	2	0
5	371293	41041	2	0
5	371293	41054	2	0
5	371293	41067	2	0
5	371293	41080	2	0
5	371293	41093	2	0
5	371293	41106	2	0
5	371293	41119	2	0
5	371293	41132	2	0
5	371293	41145	2	0
5	371293	41158	2	0
5	371293	41171	2	0
5	371293	41184	2	0
5	371293	41197	2	0
5	371293	41210	2	0
5	371293	41223	2	0
5	371293	41236	2	0
5	371293	41249	2	0
5	371293	41262	2	0
5	371293	41275	2	0
5	371293	41288	2	0
5	371293	41301	2	0
5	371293	41314	2	0
5	371293	41327	2	0
5	371293	41340	2	0
5	371293	41353	2	0
5	371293	41366	2	0
5	371293	41379	2	0
5	371293	41392	2	0
5	371293	41405	2	0
5	371293	41418	2	0
5	371293	41431	2	0
5	371293	41444	2	0
5	371293	41457	2	0
5	371293	41470	2	0
5	371293	41483	2	0
5	371293	41496	2	0
5	371293	41509	2	0
5	371293	41522	2	0
5	371293	41535	2	0
5	371293	41548	2	0
5	371293	41561	2	0
5	371293	41574	2	0
5	371293	41587	2	0
5	371293	41600	2	0
5	371293	41613	2	0
5	371293	41626	2	0
5	371293	41639	2	0
5	371293	41652	2	0
5	371293	41665	2	0
5	371293	41678	2	0
5	371293	41691	2	0
5	371293	41704	2	0
5	371293	41717	2	0
5	371293	41730	2	0
5	371293	41743	2	0
5	371293	41756	2	0
5	371293	41769	2	0
5	371293	41782	2	0
5	371293	41795	2	0
5	371293	41808	2	0
5	371293	41821	2	0
5	371293	41834	2	0
5	371293	41847	2	0
5	371293	41860	2	0
5	371293	41873	2	0
5	371293	41886	2	0
5	371293	41899	2	0
5	371293	41912	2	0
5	371293	41925	2	0
5	371293	41938	2	0
5	371293	41951	2	0
5	371293	41964	2	0
5	371293	41977	2	0
5	371293	41990	2	0
5	371293	42003	2	0
5	371293	42016	2	0
5	371293	42029	2	0
5	371293	42042	2	0
5	371293	42055	2	0
5	371293	42068	2	0
5	371293	42081	2	0
5	371293	42094	2	0
5	371293	42107	2	0
5	371293	42120	2	0
5	371293	42133	2	0
5	371293	42146	2	0
5	371293	42159	2	0
5	371293	42172	2	0
5	371293	42185	2	0
5	371293	42198	2	0
5	371293	42211	2	0
5	371293	42224	2	0
5	371293	42237	2	0
5	371293	42250	2	0
5	371293	42263	2	0
5	371293	42276	2	0
5	371293	42289	2	0
5	371293	42302	2	0
5	371293	42315	2	0
5	371293	42328	2	0
5	371293	42341	2	0
5	371293	42354	2	0
5	371293	42367	2	0
5	371293	42380	2	0
5	371293	42393	2	0
5	371293	42406	2	0
5	371293	42419	2	0
5	371293	42432	2	0
5	371293	42445	2	0
5	371293	42458	2	0
5	371293	42471	2	0
5	371293	42484	2	0
5	371293	42497	2	0
5	371293	42510	2	0
5	371293	42523	2	0
5	371293	42536	2	0
5	371293	42549	2	0
5	371293	42562	2	0
5	371293	42575	2	0
5	371293	42588	2	0
5	371293	42601	2	0
5	371293	42614	2	0
5	371293	42627	2	0
5	371293	42640	2	0
5	371293	42653	2	0
5	371293	42666	2	0
5	371293	42679	2	0
5	371293	42692	2	0
5	371293	42705	2	0
5	371293	42718	2	0
5	371293	42731	2	0
5	371293	42744	2	0
5	371293	42757	2	0
5	371293	42770	2	0
5	371293	42783	2	0
5	371293	42796	2	0
5	371293	42809	2	0
5	371293	42822	2	0
5	371293	42835	2	0
5	371293	42848	2	0
5	371293	42861	2	0
5	371293	42874	2	0
5	371293	42887	2	0
5	371293	42900	2	0
5	371293	42913	2	0
5	371293	42926	2	0
5	371293	42939	2	0
5	371293	42952	2	0
5	371293	42965	2	0
5	371293	42978	2	0
5	371293	42991	2	0
5	371293	43004	2	0
5	371293	43017	2	0
5	371293	43030	2	0
5	371293	43043	2	0
5	371293	43056	2	0
5	371293	43069	2	0
5	371293	43082	2	0
5	371293	43095	2	0
5	371293	43108	2	0
5	371293	43121	2	0
5	371293	43134	2	0
5	371293	43147	2	0
5	371293	43160	2	0
5	371293	43173	2	0
5	371293	43186	2	0
5	371293	43199	2	0
5	371293	43212	2	0
5	371293	43225	2	0
5	371293	43238	2	0
5	371293	43251	2	0
5	371293	43264	2	0
5	371293	43277	2	0
5	371293	43290	2	0
5	371293	43303	2	0
5	371293	43316	2	0
5	371293	43329	2	0
5	371293	43342	2	0
5	371293	43355	2	0
5	371293	43368	2	0
5	371293	43381	2	0
5	371293	43394	2	0
5	371293	43407	2	0
5	371293	43420	2	0
5	371293	43433	2	0
5	371293	43446	2	0
5	371293	43459	2	0
5	371293	43472	2	0
5	371293	43485	2	0
5	371293	43498	2	0
5	371293	43511	2	0
5	371293	43524	2	0
5	371293	43537	2	0
5	371293	43550	2	0
5	371293	43563	2	0
5	371293	43576	2	0
5	371293	43589	2	0
5	371293	43602	2	0
5	371293	43615	2	0
5	371293	43628	2	0
5	371293	43641	2	0
5	371293	43654	2	0
5	371293	43667	2	0
5	371293	43680	2	0
5	371293	43693	2	0
5	371293	43706	2	0
5	371293	43719	2	0
5	371293	43732	2	0
5	371293	43745	2	0
5	371293	43758	2	0
5	371293	43771	2	0
5	371293	43784	2	0
5	371293	43797	2	0
5	371293	43810	2	0
5	371293	43823	2	0
5	371293	43836	2	0
5	371293	43849	2	0
5	371293	43862	2	0
5	371293	43875	2	0
5	371293	43888	2	0
5	371293	43901	2	0
5	371293	43914	2	0
5	371293	43927	2	0
5	371293	43940	2	0
5	371293	43953	2	0
5	371293	43966	2	0
5	371293	43979	2	0
5	371293	43992	2	0
5	371293	44005	2	0
5	371293	44018	2	0
5	371293	44031	2	0
5	371293	44044	2	0
5	371293	44057	2	0
5	371293	44070	2	0
5	371293	44083	2	0
5	371293	44096	2	0
5	371293	44109	2	0
5	371293	44122	2	0
5	371293	44135	2	0
5	371293	44148	2	0
5	371293	44161	2	0
5	371293	44174	2	0
5	371293	44187	2	0
5	371293	44200	2	0
5	371293	44213	2	0
5	371293	44226	2	0
5	371293	44239	2	0
5	371293	44252	2	0
5	371293	44265	2	0
5	371293	44278	2	0
5	371293	44291	2	0
5	371293	44304	2	0
5	371293	44317	2	0
5	371293	44330	2	0
5	371293	44343	2	0
5	371293	44356	2	0
5	371293	44369	2	0
5	371293	44382	2	0
5	371293	44395	2	0
5	371293	44408	2	0
5	371293	44421	2	0
5	371293	44434	2	0
5	371293	44447	2	0
5	371293	44460	2	0
5	371293	44473	2	0
5	371293	44486	2	0
5	371293	44499	2	0
5	371293	44512	2	0
5	371293	44525	2	0
5	371293	44538	2	0
5	371293	44551	2	0
5	371293	44564	2	0
5	371293	44577	2	0
5	371293	44590	2	0
5	371293	44603	2	0
5	371293	44616	2	0
5	371293	44629	2	0
5	371293	44642	2	0
5	371293	44655	2	0
5	371293	44668	2	0
5	371293	44681	2	0
5	371293	44694	2	0
5	371293	44707	2	0
5	371293	44720	2	0
5	371293	44733	2	0
5	371293	44746	2	0
5	371293	44759	2	0
5	371293	44772	2	0
5	371293	44785	2	0
5	371293	44798	2	0
5	371293	44811	2	0
5	371293	44824	2	0
5	371293	44837	2	0
5	371293	44850	2	0
5	371293	44863	2	0
5	371293	44876	2	0
5	371293	44889	2	0
5	371293	44902	2	0
5	371293	44915	2	0
5	371293	44928	2	0
5	371293	44941	2	0
5	371293	44954	2	0
5	371293	44967	2	0
5	371293	44980	2	0
5	371293	44993	2	0
5	371293	45006	2	0
5	371293	45019	2	0
5	371293	45032	2	0
5	371293	45045	2	0
5	371293	45058	2	0
5	371293	45071	2	0
5	371293	45084	2	0
5	371293	45097	2	0
5	371293	45110	2	0
5	371293	45123	2	0
5	371293	45136	2	0
5	371293	45149	2	0
5	371293	45162	2	0
5	371293	45175	2	0
5	371293	45188	2	0
5	371293	45201	2	0
5	371293	45214	2	0
5	371293	45227	2	0
5	371293	45240	2	0
5	371293	45253	2	0
5	371293	45266	2	0
5	371293	45279	2	0
5	371293	45292	2	0
5	371293	45305	2	0
5	371293	45318	2	0
5	371293	45331	2	0
5	371293	45344	2	0
5	371293	45357	2	0
5	371293	45370	2	0
5	371293	45383	2	0
5	371293	45396	2	0
5	371293	45409	2	0
5	371293	45422	2	0
5	371293	45435	2	0
5	371293	45448	2	0
5	371293	45461	2	0
5	371293	45474	2	0
5	371293	45487	2	0
5	371293	45500	2	0
5	371293	45513	2	0
5	371293	45526	2	0
5	371293	45539	2	0
5	371293	45552	2	0
5	371293	45565	2	0
5	371293	45578	2	0
5	371293	45591	2	0
5	371293	45604	2	0
5	371293	45617	2	0
5	371293	45630	2	0
5	371293	45643	2	0
5	371293	45656	2	0
5	371293	45669	2	0
5	371293	45682	2	0
5	371293	45695	2	0
5	371293	45708	2	0
5	371293	45721	2	0
5	371293	45734	2	0
5	371293	45747	2	0
5	371293	45760	2	0
5	371293	45773	2	0
5	371293	45786	2	0
5	371293	45799	2	0
5	371293	45812	2	0
5	371293	45825	2	0
5	371293	45838	2	0
5	371293	45851	2	0
5	371293	45864	2	0
5	371293	45877	2	0
5	371293	45890	2	0
5	371293	45903	2	0
5	371293	45916	2	0
5	371293	45929	2	0
5	371293	45942	2	0
5	371293	45955	2	0
5	371293	45968	2	0
5	371293	45981	2	0
5	371293	45994	2	0
5	371293	46007	2	0
5	371293	46020	2	0
5	371293	46033	2	0
5	371293	46046	2	0
5	371293	46059	2	0
5	371293	46072	2	0
5	371293	46085	2	0
5	371293	46098	2	0
5	371293	46111	2	0
5	371293	46124	2	0
5	371293	46137	2	0
5	371293	46150	2	0
5	371293	46163	2	0
5	371293	46176	2	0
5	371293	46189	2	0
5	371293	46202	2	0
5	371293	46215	2	0
5	371293	46228	2	0
5	371293	46241	2	0
5	371293	46254	2	0
5	371293	46267	2	0
5	371293	46280	2	0
5	371293	46293	2	0
5	371293	46306	2	0
5	371293	46319	2	0
5	371293	46332	2	0
5	371293	46345	2	0
5	371293	46358	2	0
5	371293	46371	2	0
5	371293	46384	2	0
5	371293	46397	2	0
5	371293	46410	2	0
5	371293	46423	2	0
5	371293	46436	2	0
5	371293	46449	2	0
5	371293	46462	2	0
5	371293	46475	2	0
5	371293	46488	2	0
5	371293	46501	2	0
5	371293	46514	2	0
5	371293	46527	2	0
5	371293	46540	2	0
5	371293	46553	2	0
5	371293	46566	2	0
5	371293	46579	2	0
5	371293	46592	2	0
5	371293	46605	2	0
5	371293	46618	2	0
5	371293	46631	2	0
5	371293	46644	2	0
5	371293	46657	2	0
5	371293	46670	2	0
5	371293	46683	2	0
5	371293	46696	2	0
5	371293	46709	2	0
5	371293	46722	2	0
5	371293	46735	2	0
5	371293	46748	2	0
5	371293	46761	2	0
5	371293	46774	2	0
5	371293	46787	2	0
5	371293	46800	2	0
5	371293	46813	2	0
5	371293	46826	2	0
5	371293	46839	2	0
5	371293	46852	2	0
5	371293	46865	2	0
5	371293	46878	2	0
5	371293	46891	2	0
5	371293	46904	2	0
5	371293	46917	2	0
5	371293	46930	2	0
5	371293	46943	2	0
5	371293	46956	2	0
5	371293	46969	2	0
5	371293	46982	2	0
5	371293	46995	2	0
5	371293	47008	2	0
5	371293	47021	2	0
5	371293	47034	2	0
5	371293	47047	2	0
5	371293	47060	2	0
5	371293	47073	2	0
5	371293	47086	2	0
5	371293	47099	2	0
5	371293	47112	2	0
5	371293	47125	2	0
5	371293	47138	2	0
5	371293	47151	2	0
5	371293	47164	2	0
5	371293	47177	2	0
5	371293	47190	2	0
5	371293	47203	2	0
5	371293	47216	2	0
5	371293	47229	2	0
5	371293	47242	2	0
5	371293	47255	2	0
5	371293	47268	2	0
5	371293	47281	2	0
5	371293	47294	2	0
5	371293	47307	2	0
5	371293	47320	2	0
5	371293	47333	2	0
5	371293	47346	2	0
5	371293	47359	2	0
5	371293	47372	2	0
5	371293	47385	2	0
5	371293	47398	2	0
5	371293	47411	2	0
5	371293	47424	2	0
5	371293	47437	2	0
5	371293	47450	2	0
5	371293	47463	2	0
5	371293	47476	2	0
5	371293	47489	2	0
5	371293	47502	2	0
5	371293	47515	2	0
5	371293	47528	2	0
5	371293	47541	2	0
5	371293	47554	2	0
5	371293	47567	2	0
5	371293	47580	2	0
5	371293	47593	2	0
5	371293	47606	2	0
5	371293	47619	2	0
5	371293	47632	2	0
5	371293	47645	2	0
5	371293	47658	2	0
5	371293	47671	2	0
5	371293	47684	2	0
5	371293	47697	2	0
5	371293	47710	2	0
5	371293	47723	2	0
5	371293	47736	2	0
5	371293	47749	2	0
5	371293	47762	2	0
5	371293	47775	2	0
5	371293	47788	2	0
5	371293	47801	2	0
5	371293	47814	2	0
5	371293	47827	2	0
5	371293	47840	2	0
5	371293	47853	2	0
5	371293	47866	2	0
5	371293	47879	2	0
5	371293	47892	2	0
5	371293	47905	2	0
5	371293	47918	2	0
5	371293	47931	2	0
