level	modulus	z	contact_incidences	full_cover_possible
4	28561	9373	2	0
4	28561	9386	2	0
4	28561	9399	2	0
4	28561	9412	2	0
4	28561	9425	2	0
4	28561	9438	2	0
4	28561	9451	2	0
4	28561	9464	2	0
4	28561	9477	2	0
4	28561	9490	2	0
4	28561	9503	2	0
4	28561	9516	2	0
4	28561	9529	2	0
4	28561	9542	2	0
4	28561	9555	2	0
4	28561	9568	2	0
4	28561	9581	2	0
4	28561	9594	2	0
4	28561	9607	2	0
4	28561	9620	2	0
4	28561	9633	2	0
4	28561	9646	2	0
4	28561	9659	2	0
4	28561	9672	2	0
4	28561	9685	2	0
4	28561	9698	2	0
4	28561	9711	2	0
4	28561	9724	2	0
4	28561	9737	2	0
4	28561	9750	2	0
4	28561	9763	2	0
4	28561	9776	2	0
4	28561	9789	2	0
4	28561	9802	2	0
4	28561	9815	2	0
4	28561	9828	2	0
4	28561	9841	2	0
4	28561	9854	2	0
4	28561	9867	2	0
4	28561	9880	2	0
4	28561	9893	2	0
4	28561	9906	2	0
4	28561	9919	2	0
4	28561	9932	2	0
4	28561	9945	2	0
4	28561	9958	2	0
4	28561	9971	2	0
4	28561	9984	2	0
4	28561	9997	2	0
4	28561	10010	2	0
4	28561	10023	2	0
4	28561	10036	2	0
4	28561	10049	2	0
4	28561	10062	2	0
4	28561	10075	2	0
4	28561	10088	2	0
4	28561	10101	2	0
4	28561	10114	2	0
4	28561	10127	2	0
4	28561	10140	2	0
4	28561	10153	2	0
4	28561	10166	2	0
4	28561	10179	2	0
4	28561	10192	2	0
4	28561	10205	2	0
4	28561	10218	2	0
4	28561	10231	2	0
4	28561	10244	2	0
4	28561	10257	2	0
4	28561	10270	2	0
4	28561	10283	2	0
4	28561	10296	2	0
4	28561	10309	2	0
4	28561	10322	2	0
4	28561	10335	2	0
4	28561	10348	2	0
4	28561	10361	2	0
4	28561	10374	2	0
4	28561	10387	2	0
4	28561	10400	2	0
4	28561	10413	2	0
4	28561	10426	2	0
4	28561	10439	2	0
4	28561	10452	2	0
4	28561	10465	2	0
4	28561	10478	2	0
4	28561	10491	2	0
4	28561	10504	2	0
4	28561	10517	2	0
4	28561	10530	2	0
4	28561	10543	2	0
4	28561	10556	2	0
4	28561	10569	2	0
4	28561	10582	2	0
4	28561	10595	2	0
4	28561	10608	2	0
4	28561	10621	2	0
4	28561	10634	2	0
4	28561	10647	2	0
4	28561	10660	2	0
4	28561	10673	2	0
4	28561	10686	2	0
4	28561	10699	2	0
4	28561	10712	2	0
4	28561	10725	2	0
4	28561	10738	2	0
4	28561	10751	2	0
4	28561	10764	2	0
4	28561	10777	2	0
4	28561	10790	2	0
4	28561	10803	2	0
4	28561	10816	2	0
4	28561	10829	2	0
4	28561	10842	2	0
4	28561	10855	2	0
4	28561	10868	2	0
4	28561	10881	2	0
4	28561	10894	2	0
4	28561	10907	2	0
4	28561	10920	2	0
4	28561	10933	2	0
4	28561	10946	2	0
4	28561	10959	2	0
4	28561	10972	2	0
4	28561	10985	2	0
4	28561	10998	2	0
4	28561	11011	2	0
4	28561	11024	2	0
4	28561	11037	2	0
4	28561	11050	2	0
4	28561	11063	2	0
4	28561	11076	2	0
4	28561	11089	2	0
4	28561	11102	2	0
4	28561	11115	2	0
4	28561	11128	2	0
4	28561	11141	2	0
4	28561	11154	2	0
4	28561	11167	2	0
4	28561	11180	2	0
4	28561	11193	2	0
4	28561	11206	2	0
4	28561	11219	2	0
4	28561	11232	2	0
4	28561	11245	2	0
4	28561	11258	2	0
4	28561	11271	2	0
4	28561	11284	2	0
4	28561	11297	2	0
4	28561	11310	2	0
4	28561	11323	2	0
4	28561	11336	2	0
4	28561	11349	2	0
4	28561	11362	2	0
4	28561	11375	2	0
4	28561	11388	2	0
4	28561	11401	2	0
4	28561	11414	2	0
4	28561	11427	2	0
4	28561	11440	2	0
4	28561	11453	2	0
4	28561	11466	2	0
4	28561	11479	2	0
4	28561	11492	2	0
4	28561	11505	2	0
4	28561	11518	2	0
4	28561	11531	2	0
4	28561	11544	2	0
4	28561	11557	2	0
4	28561	11570	2	0
4	28561	11583	2	0
4	28561	11596	2	0
4	28561	11609	2	0
4	28561	11622	2	0
4	28561	11635	2	0
4	28561	11648	2	0
4	28561	11661	2	0
4	28561	11674	2	0
4	28561	11687	2	0
4	28561	11700	2	0
4	28561	11713	2	0
4	28561	11726	2	0
4	28561	11739	2	0
4	28561	11752	2	0
4	28561	11765	2	0
4	28561	11778	2	0
4	28561	11791	2	0
4	28561	11804	2	0
4	28561	11817	2	0
4	28561	11830	2	0
4	28561	11843	2	0
4	28561	11856	2	0
4	28561	11869	2	0
4	28561	11882	2	0
4	28561	11895	2	0
4	28561	11908	2	0
4	28561	11921	2	0
4	28561	11934	2	0
4	28561	11947	2	0
4	28561	11960	2	0
4	28561	11973	2	0
4	28561	11986	2	0
4	28561	11999	2	0
4	28561	12012	2	0
4	28561	12025	2	0
4	28561	12038	2	0
4	28561	12051	2	0
4	28561	12064	2	0
4	28561	12077	2	0
4	28561	12090	2	0
4	28561	12103	2	0
4	28561	12116	2	0
4	28561	12129	2	0
4	28561	12142	2	0
4	28561	12155	2	0
4	28561	12168	2	0
4	28561	12181	2	0
4	28561	12194	2	0
4	28561	12207	2	0
4	28561	12220	2	0
4	28561	12233	2	0
4	28561	12246	2	0
4	28561	12259	2	0
4	28561	12272	2	0
4	28561	12285	2	0
4	28561	12298	2	0
4	28561	12311	2	0
4	28561	12324	2	0
4	28561	12337	2	0
4	28561	12350	2	0
4	28561	12363	2	0
4	28561	12376	2	0
4	28561	12389	2	0
4	28561	12402	2	0
4	28561	12415	2	0
4	28561	12428	2	0
4	28561	12441	2	0
4	28561	12454	2	0
4	28561	12467	2	0
4	28561	12480	2	0
4	28561	12493	2	0
4	28561	12506	2	0
4	28561	12519	2	0
4	28561	12532	2	0
4	28561	12545	2	0
4	28561	12558	2	0
4	28561	12571	2	0
4	28561	12584	2	0
4	28561	12597	2	0
4	28561	12610	2	0
4	28561	12623	2	0
4	28561	12636	2	0
4	28561	12649	2	0
4	28561	12662	2	0
4	28561	12675	2	0
4	28561	12688	2	0
4	28561	12701	2	0
4	28561	12714	2	0
4	28561	12727	2	0
4	28561	12740	2	0
4	28561	12753	2	0
4	28561	12766	2	0
4	28561	12779	2	0
4	28561	12792	2	0
4	28561	12805	2	0
4	28561	12818	2	0
4	28561	12831	2	0
4	28561	12844	2	0
4	28561	12857	2	0
4	28561	12870	2	0
4	28561	12883	2	0
