p	A	B	R	S	rho_zero	sigma_zero	branch_collision	smooth_slice_sheets	open_presentations	target_presentations	target_halves	half_boundary_points
59	1	1	0	0	1	1	-1	0	0	0	0	0
59	1	2	17	17	0	0	1	0	0	0	0	0
59	1	3	53	53	0	0	1	0	0	0	0	0
59	1	4	3	3	0	0	1	0	0	0	0	0
59	1	5	49	49	0	0	1	0	0	0	0	0
59	1	6	16	16	0	0	1	0	0	0	0	0
59	1	7	41	41	0	0	1	0	0	0	0	0
59	1	8	15	15	0	0	1	0	0	0	0	0
59	1	9	12	12	0	0	1	0	0	0	0	0
59	1	10	16	16	0	0	1	0	0	0	0	0
59	1	11	21	21	0	0	1	0	0	0	0	0
59	1	12	49	49	0	0	1	0	0	0	0	0
59	1	13	12	12	0	0	1	0	0	0	0	0
59	1	14	45	45	0	0	1	0	0	0	0	0
59	1	15	3	3	0	0	1	0	0	0	0	0
59	1	16	21	21	0	0	1	0	0	0	0	0
59	1	17	41	41	0	0	1	0	0	0	0	0
59	1	18	25	25	0	0	1	0	0	0	0	0
59	1	19	22	22	0	0	1	0	0	0	0	0
59	1	20	53	53	0	0	1	0	0	0	0	0
59	1	21	45	45	0	0	1	0	0	0	0	0
59	1	22	15	15	0	0	1	0	0	0	0	0
59	1	23	25	25	0	0	1	0	0	0	0	0
59	1	24	5	5	0	0	1	0	0	0	0	0
59	1	25	1	1	0	0	1	0	0	0	0	0
59	1	26	1	1	0	0	1	0	0	0	0	0
59	1	27	5	5	0	0	1	0	0	0	0	0
59	1	28	22	22	0	0	1	0	0	0	0	0
59	1	29	17	17	0	0	1	0	0	0	0	0
59	1	30	17	17	0	0	1	0	0	0	0	0
59	1	31	22	22	0	0	1	0	0	0	0	0
59	1	32	5	5	0	0	1	0	0	0	0	0
59	1	33	1	1	0	0	1	0	0	0	0	0
59	1	34	1	1	0	0	1	0	0	0	0	0
59	1	35	5	5	0	0	1	0	0	0	0	0
59	1	36	25	25	0	0	1	0	0	0	0	0
59	1	37	15	15	0	0	1	0	0	0	0	0
59	1	38	45	45	0	0	1	0	0	0	0	0
59	1	39	53	53	0	0	1	0	0	0	0	0
59	1	40	22	22	0	0	1	0	0	0	0	0
59	1	41	25	25	0	0	1	0	0	0	0	0
59	1	42	41	41	0	0	1	0	0	0	0	0
59	1	43	21	21	0	0	1	0	0	0	0	0
59	1	44	3	3	0	0	1	0	0	0	0	0
59	1	45	45	45	0	0	1	0	0	0	0	0
59	1	46	12	12	0	0	1	0	0	0	0	0
59	1	47	49	49	0	0	1	0	0	0	0	0
