p	exponent	base_a	base_b	base_c	base_d	base_u	base_t	base_w	flags	a	b	c	d	u	t	w	y0	y1	y2	y3
13	5	7	7	8	5	5	4	6	qrep+rootrep+rad0	314854	163118	173233	281208	162804	3878	201857	56231	262800	260447	204672
