p	u	t	w	a	b	c	d	flags	r0	r1	r2	r3
43	4	18	23	20	26	17	6	qgcd+rootrep+rad0	21	14	0	0
43	4	25	6	36	3	17	26	qgcd+rootrep+rad0	6	31	6	0
43	4	25	6	36	3	26	17	qgcd+rootrep+rad0	6	31	6	0
43	4	25	6	7	40	17	26	qgcd+rootrep+rad0	6	31	6	0
43	4	25	6	7	40	26	17	qgcd+rootrep+rad0	6	31	6	0
43	4	41	20	1	4	18	37	qrep	41	41	23	31
43	4	41	20	1	39	18	6	qrep	41	31	35	16
43	4	41	20	42	4	25	37	qrep	41	31	35	16
43	4	41	20	42	39	25	6	qrep	41	41	23	31
43	5	7	13	4	6	37	34	rootrep+rad0	6	13	0	0
43	5	7	13	4	37	6	34	rootrep+rad0	6	13	0	0
43	5	7	13	4	37	37	9	rootrep	6	36	41	41
43	5	7	13	39	6	6	34	rootrep	6	36	41	41
43	5	7	13	39	6	37	9	rootrep+rad0	6	13	0	0
43	5	7	13	39	37	6	9	rootrep+rad0	6	13	0	0
43	5	24	20	36	28	14	29	qrep+qgcd+rootrep+rad0	17	23	24	0
43	5	24	20	36	28	29	14	qrep+qgcd+rootrep+rad0	17	23	24	0
43	5	24	20	7	15	14	29	qrep+qgcd+rootrep+rad0	17	23	24	0
43	5	24	20	7	15	29	14	qrep+qgcd+rootrep+rad0	17	23	24	0
43	5	37	4	21	19	9	34	qgcd+rootrep+rad0	17	24	36	0
43	5	37	4	21	19	34	9	qgcd+rootrep+rad0	17	24	36	0
43	5	37	4	22	24	9	34	qgcd+rootrep+rad0	17	24	36	0
43	5	37	4	22	24	34	9	qgcd+rootrep+rad0	17	24	36	0
43	5	38	18	41	7	23	20	qgcd+rootrep+rad0	10	4	13	0
43	5	38	18	41	7	20	23	qgcd+rootrep+rad0	10	4	13	0
43	5	38	18	2	36	23	20	qgcd+rootrep+rad0	10	4	13	0
43	5	38	18	2	36	20	23	qgcd+rootrep+rad0	10	4	13	0
43	5	39	28	10	25	25	25	qgcd+rootrep	31	40	4	4
43	5	39	28	10	25	18	18	qgcd+rootrep+rad0	31	17	0	0
43	5	39	28	10	18	25	18	qgcd+rootrep+rad0	31	17	0	0
43	5	39	28	10	18	18	25	qgcd+rootrep+rad0	31	17	0	0
43	5	39	28	33	25	25	18	qgcd+rootrep+rad0	31	17	0	0
43	5	39	28	33	25	18	25	qgcd+rootrep+rad0	31	17	0	0
43	5	39	28	33	18	25	25	qgcd+rootrep+rad0	31	17	0	0
43	5	39	28	33	18	18	18	qgcd+rootrep	31	40	4	4
43	6	0	21	0	36	36	25	t0+qgcd+root0+rootrep+rad0	0	0	36	36
43	6	0	21	0	36	7	25	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	6	0	21	0	36	7	18	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	6	0	21	0	7	36	25	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	6	0	21	0	7	36	18	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	6	0	21	0	7	7	18	t0+qgcd+root0+rootrep+rad0	0	0	36	36
43	6	13	31	0	17	9	9	root0+rootrep+rad0	0	0	15	25
43	6	13	31	0	17	9	34	root0+rootrep+rad0	0	0	41	0
43	6	13	31	0	17	34	9	root0+rootrep+rad0	0	0	41	0
43	6	13	31	0	26	9	34	root0+rootrep+rad0	0	0	41	0
43	6	13	31	0	26	34	9	root0+rootrep+rad0	0	0	41	0
43	6	13	31	0	26	34	34	root0+rootrep+rad0	0	0	15	25
43	6	16	9	10	14	29	27	qgcd+rootrep+rad0	13	41	0	0
43	6	16	9	10	29	14	27	qgcd+rootrep+rad0	13	41	0	0
43	6	16	9	33	14	29	16	qgcd+rootrep+rad0	13	41	0	0
43	6	16	9	33	29	14	16	qgcd+rootrep+rad0	13	41	0	0
43	6	32	36	36	36	23	35	rootrep	14	1	1	41
43	6	32	36	7	7	20	8	rootrep	14	1	1	41
43	6	40	24	10	25	38	9	qrep	16	11	9	21
43	6	40	24	10	18	38	34	qrep	16	24	15	35
43	6	40	24	33	25	5	9	qrep	16	24	15	35
43	6	40	24	33	18	5	34	qrep	16	11	9	21
43	7	0	36	0	41	41	9	t0+qgcd+root0+rootrep+rad0	0	0	17	17
43	7	0	36	0	41	41	34	t0+qgcd+root0+rootrep+rad0	0	0	4	4
43	7	0	36	0	41	2	9	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	7	0	36	0	41	2	34	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	7	0	36	0	2	41	9	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	7	0	36	0	2	41	34	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	7	0	36	0	2	2	9	t0+qgcd+root0+rootrep+rad0	0	0	4	4
43	7	0	36	0	2	2	34	t0+qgcd+root0+rootrep+rad0	0	0	17	17
43	7	7	9	0	1	1	31	qgcd+root0+rootrep+rad0	0	0	21	21
43	7	7	9	0	1	42	31	qgcd+root0+rootrep+rad0	0	0	0	0
43	7	7	9	0	1	42	12	qgcd+root0+rootrep+rad0	0	0	0	0
43	7	7	9	0	42	1	31	qgcd+root0+rootrep+rad0	0	0	0	0
43	7	7	9	0	42	1	12	qgcd+root0+rootrep+rad0	0	0	0	0
43	7	7	9	0	42	42	12	qgcd+root0+rootrep+rad0	0	0	21	21
43	7	17	11	36	33	33	16	qgcd+rootrep	23	25	25	25
43	7	17	11	7	10	10	27	qgcd+rootrep	23	25	25	25
43	7	17	17	1	14	17	17	rootrep	4	1	11	24
43	7	17	17	1	14	26	26	rootrep	4	13	41	9
43	7	17	17	42	29	17	17	rootrep	4	13	41	9
43	7	17	17	42	29	26	26	rootrep	4	1	11	24
43	7	25	2	10	10	31	9	qrep+rootrep	36	11	11	15
43	7	25	2	10	10	12	34	qrep+rootrep	36	14	14	9
43	7	25	2	33	33	31	9	qrep+rootrep	36	14	14	9
43	7	25	2	33	33	12	34	qrep+rootrep	36	11	11	15
43	7	25	13	24	14	26	26	qrep+rootrep	10	11	15	31
43	7	25	13	19	29	17	17	qrep+rootrep	10	11	15	31
43	7	25	17	35	38	5	30	qrep+qgcd+rootrep+rad0	23	16	0	0
43	7	25	17	35	5	38	30	qrep+qgcd+rootrep+rad0	23	16	0	0
43	7	25	17	8	38	5	13	qrep+qgcd+rootrep+rad0	23	16	0	0
43	7	25	17	8	5	38	13	qrep+qgcd+rootrep+rad0	23	16	0	0
43	7	31	37	31	31	29	32	rootrep	31	9	9	14
43	7	31	37	12	12	14	11	rootrep	31	9	9	14
43	8	0	32	0	1	10	14	t0+qgcd+root0+rad0	0	0	36	41
43	8	0	32	0	1	33	29	t0+qgcd+root0+rad0	0	0	31	14
43	8	0	32	0	42	10	14	t0+qgcd+root0+rad0	0	0	31	14
43	8	0	32	0	42	33	29	t0+qgcd+root0+rad0	0	0	36	41
43	8	4	38	1	1	35	25	qrep+rootrep	15	23	23	1
43	8	4	38	1	1	8	18	qrep+rootrep	15	41	41	35
43	8	4	38	42	42	35	25	qrep+rootrep	15	41	41	35
43	8	4	38	42	42	8	18	qrep+rootrep	15	23	23	1
43	8	4	42	17	11	6	9	qrep	36	31	15	16
43	8	4	42	26	32	37	34	qrep	36	31	15	16
43	8	11	3	0	21	13	13	root0+rootrep+rad0	0	0	31	14
43	8	11	3	0	21	13	30	root0+rootrep+rad0	0	0	25	0
43	8	11	3	0	21	30	13	root0+rootrep+rad0	0	0	25	0
43	8	11	3	0	22	13	30	root0+rootrep+rad0	0	0	25	0
43	8	11	3	0	22	30	13	root0+rootrep+rad0	0	0	25	0
43	8	11	3	0	22	30	30	root0+rootrep+rad0	0	0	31	14
43	8	16	40	21	35	6	6	rootrep	15	13	14	25
43	8	16	40	21	35	37	37	rootrep	15	21	41	16
43	8	16	40	22	8	6	6	rootrep	15	21	41	16
43	8	16	40	22	8	37	37	rootrep	15	13	14	25
43	8	18	22	24	25	27	27	qgcd+rootrep	4	14	24	13
43	8	18	22	24	18	16	27	qgcd+rootrep+rad0	4	17	23	0
43	8	18	22	24	18	27	16	qgcd+rootrep+rad0	4	17	23	0
43	8	18	22	19	25	16	27	qgcd+rootrep+rad0	4	17	23	0
43	8	18	22	19	25	27	16	qgcd+rootrep+rad0	4	17	23	0
43	8	18	22	19	18	16	16	qgcd+rootrep	4	14	24	13
43	8	18	39	1	7	7	10	rootrep	17	16	41	41
43	8	18	39	42	36	36	33	rootrep	17	16	41	41
43	8	29	19	1	37	37	13	qgcd+rootrep	38	6	17	17
43	8	29	19	42	6	6	30	qgcd+rootrep	38	6	17	17
43	9	0	1	0	41	20	14	t0+qgcd+root0+rad0	0	0	4	1
43	9	0	1	0	2	23	29	t0+qgcd+root0+rad0	0	0	4	1
43	9	0	2	0	40	40	5	t0+qgcd+root0+rootrep+rad0	0	0	21	21
43	9	0	2	0	40	3	38	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	9	0	2	0	40	3	5	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	9	0	2	0	3	40	38	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	9	0	2	0	3	40	5	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	9	0	2	0	3	3	38	t0+qgcd+root0+rootrep+rad0	0	0	21	21
43	9	6	2	40	31	12	5	rootrep+rad0	10	36	0	0
43	9	6	2	40	12	31	5	rootrep+rad0	10	36	0	0
43	9	6	2	40	12	12	38	rootrep	10	9	41	41
43	9	6	2	3	31	31	5	rootrep	10	9	41	41
43	9	6	2	3	31	12	38	rootrep+rad0	10	36	0	0
43	9	6	2	3	12	31	38	rootrep+rad0	10	36	0	0
43	9	10	6	0	23	16	16	root0+rootrep+rad0	0	0	36	41
43	9	10	6	0	23	16	27	root0+rootrep+rad0	0	0	23	0
43	9	10	6	0	23	27	16	root0+rootrep+rad0	0	0	23	0
43	9	10	6	0	20	16	27	root0+rootrep+rad0	0	0	23	0
43	9	10	6	0	20	27	16	root0+rootrep+rad0	0	0	23	0
43	9	10	6	0	20	27	27	root0+rootrep+rad0	0	0	36	41
43	9	38	2	40	5	5	9	rootrep	13	14	24	24
43	9	38	2	3	38	38	34	rootrep	13	14	24	24
43	10	0	12	0	15	15	27	t0+qgcd+root0+rootrep+rad0	0	0	1	1
43	10	0	12	0	15	28	16	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	10	0	12	0	15	28	27	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	10	0	12	0	28	15	16	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	10	0	12	0	28	15	27	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	10	0	12	0	28	28	16	t0+qgcd+root0+rootrep+rad0	0	0	1	1
43	10	0	28	0	25	11	32	t0+qgcd+root0+rootrep+rad0	0	0	25	0
43	10	0	28	0	25	32	11	t0+qgcd+root0+rootrep+rad0	0	0	25	0
43	10	0	28	0	25	32	32	t0+qgcd+root0+rootrep+rad0	0	0	36	13
43	10	0	28	0	18	11	11	t0+qgcd+root0+rootrep+rad0	0	0	36	13
43	10	0	28	0	18	11	32	t0+qgcd+root0+rootrep+rad0	0	0	25	0
43	10	0	28	0	18	32	11	t0+qgcd+root0+rootrep+rad0	0	0	25	0
43	10	0	36	0	35	8	14	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	10	0	36	0	35	8	29	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	10	0	36	0	8	35	14	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	10	0	36	0	8	35	29	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	10	17	40	0	15	8	6	root0+rad0	0	0	14	11
43	10	17	40	0	28	35	37	root0+rad0	0	0	14	11
43	10	21	40	10	24	19	37	rootrep+rad0	31	9	0	0
43	10	21	40	10	19	24	37	rootrep+rad0	31	9	0	0
43	10	21	40	10	19	19	6	rootrep	31	13	11	11
43	10	21	40	33	24	24	37	rootrep	31	13	11	11
43	10	21	40	33	24	19	6	rootrep+rad0	31	9	0	0
43	10	21	40	33	19	24	6	rootrep+rad0	31	9	0	0
43	10	29	5	0	41	41	28	qgcd+root0+rootrep+rad0	0	0	14	14
43	10	29	5	0	41	2	15	qgcd+root0+rootrep+rad0	0	0	0	0
43	10	29	5	0	41	2	28	qgcd+root0+rootrep+rad0	0	0	0	0
43	10	29	5	0	2	41	15	qgcd+root0+rootrep+rad0	0	0	0	0
43	10	29	5	0	2	41	28	qgcd+root0+rootrep+rad0	0	0	0	0
43	10	29	5	0	2	2	15	qgcd+root0+rootrep+rad0	0	0	14	14
43	10	38	5	21	20	20	35	qrep+rootrep	9	17	21	21
43	10	38	5	22	23	23	8	qrep+rootrep	9	17	21	21
43	10	38	30	15	12	4	29	qrep	25	41	38	9
43	10	38	30	15	12	39	14	qrep	25	23	11	6
43	10	38	30	28	31	4	29	qrep	25	23	11	6
43	10	38	30	28	31	39	14	qrep	25	41	38	9
43	11	0	19	0	40	24	14	t0+qgcd+root0+rad0	0	0	15	21
43	11	0	19	0	3	19	29	t0+qgcd+root0+rad0	0	0	15	21
43	11	0	23	0	21	21	6	t0+qgcd+root0+rootrep+rad0	0	0	4	4
43	11	0	23	0	21	22	6	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	11	0	23	0	21	22	37	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	11	0	23	0	22	21	6	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	11	0	23	0	22	21	37	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	11	0	23	0	22	22	37	t0+qgcd+root0+rootrep+rad0	0	0	4	4
43	11	8	3	0	0	0	16	root0+rootrep+rad0	0	0	0	0
43	11	8	3	0	0	0	27	root0+rootrep+rad0	0	0	0	0
43	11	15	37	1	42	23	27	qgcd+rootrep+rad0	24	0	0	40
43	11	15	37	1	42	20	16	qgcd+rootrep+rad0	24	0	0	40
43	11	15	37	42	1	23	27	qgcd+rootrep+rad0	24	0	0	40
43	11	15	37	42	1	20	16	qgcd+rootrep+rad0	24	0	0	40
43	11	16	25	21	35	34	27	qrep	17	40	9	24
43	11	16	25	22	8	9	16	qrep	17	40	9	24
43	11	16	38	1	42	40	30	qrep+rootrep+rad0	4	0	0	40
43	11	16	38	1	42	3	13	qrep+rootrep+rad0	4	0	0	40
43	11	16	38	42	1	40	30	qrep+rootrep+rad0	4	0	0	40
43	11	16	38	42	1	3	13	qrep+rootrep+rad0	4	0	0	40
43	12	0	11	0	41	41	35	t0+qgcd+root0+rootrep+rad0	0	0	31	31
43	12	0	11	0	41	2	35	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	12	0	11	0	41	2	8	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	12	0	11	0	2	41	35	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	12	0	11	0	2	41	8	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	12	0	11	0	2	2	8	t0+qgcd+root0+rootrep+rad0	0	0	31	31
43	12	6	25	36	36	5	27	qrep+qgcd+rootrep	36	36	36	38
43	12	6	25	36	7	38	27	qrep+qgcd+rootrep+rad0	36	0	0	17
43	12	6	25	36	7	5	16	qrep+qgcd+rootrep+rad0	36	0	0	17
43	12	6	25	7	36	38	27	qrep+qgcd+rootrep+rad0	36	0	0	17
43	12	6	25	7	36	5	16	qrep+qgcd+rootrep+rad0	36	0	0	17
43	12	6	25	7	7	38	16	qrep+qgcd+rootrep	36	36	36	38
43	12	7	40	0	1	1	29	root0+rootrep+rad0	0	0	17	17
43	12	7	40	0	1	42	14	root0+rootrep+rad0	0	0	0	0
43	12	7	40	0	1	42	29	root0+rootrep+rad0	0	0	0	0
43	12	7	40	0	42	1	14	root0+rootrep+rad0	0	0	0	0
43	12	7	40	0	42	1	29	root0+rootrep+rad0	0	0	0	0
43	12	7	40	0	42	42	14	root0+rootrep+rad0	0	0	17	17
43	12	12	12	1	9	9	9	rootrep	41	11	6	6
43	12	12	12	1	9	34	34	rootrep+rad0	41	38	0	0
43	12	12	12	1	34	9	34	rootrep+rad0	41	38	0	0
43	12	12	12	1	34	34	9	rootrep+rad0	41	38	0	0
43	12	12	12	42	9	9	34	rootrep+rad0	41	38	0	0
43	12	12	12	42	9	34	9	rootrep+rad0	41	38	0	0
43	12	12	12	42	34	9	9	rootrep+rad0	41	38	0	0
43	12	12	12	42	34	34	34	rootrep	41	11	6	6
43	12	28	41	41	17	26	37	rootrep+rad0	15	41	0	0
43	12	28	41	41	26	17	37	rootrep+rad0	15	41	0	0
43	12	28	41	41	26	26	6	rootrep	15	36	15	15
43	12	28	41	2	17	17	37	rootrep	15	36	15	15
43	12	28	41	2	17	26	6	rootrep+rad0	15	41	0	0
43	12	28	41	2	26	17	6	rootrep+rad0	15	41	0	0
43	12	36	42	1	41	2	8	rootrep+rad0	11	16	0	0
43	12	36	42	1	2	41	8	rootrep+rad0	11	16	0	0
43	12	36	42	42	41	2	35	rootrep+rad0	11	16	0	0
43	12	36	42	42	2	41	35	rootrep+rad0	11	16	0	0
43	13	0	5	0	36	23	20	t0+qgcd+root0+rootrep+rad0	0	0	1	0
43	13	0	5	0	36	20	23	t0+qgcd+root0+rootrep+rad0	0	0	1	0
43	13	0	5	0	36	20	20	t0+qgcd+root0+rootrep+rad0	0	0	25	9
43	13	0	5	0	7	23	23	t0+qgcd+root0+rootrep+rad0	0	0	25	9
43	13	0	5	0	7	23	20	t0+qgcd+root0+rootrep+rad0	0	0	1	0
43	13	0	5	0	7	20	23	t0+qgcd+root0+rootrep+rad0	0	0	1	0
43	13	0	8	0	1	33	18	t0+qgcd+root0+rad0	0	0	1	24
43	13	0	8	0	42	10	25	t0+qgcd+root0+rad0	0	0	1	24
43	13	15	42	24	26	11	37	qrep	10	17	4	17
43	13	15	42	19	17	32	6	qrep	10	17	4	17
43	13	23	0	11	34	16	27	qgcd+rootrep+rad0	17	40	11	0
43	13	23	0	11	34	27	16	qgcd+rootrep+rad0	17	40	11	0
43	13	23	0	32	9	16	27	qgcd+rootrep+rad0	17	40	11	0
43	13	23	0	32	9	27	16	qgcd+rootrep+rad0	17	40	11	0
43	13	37	10	1	41	2	22	qgcd+rootrep+rad0	41	17	0	0
43	13	37	10	1	2	41	22	qgcd+rootrep+rad0	41	17	0	0
43	13	37	10	42	41	2	21	qgcd+rootrep+rad0	41	17	0	0
43	13	37	10	42	2	41	21	qgcd+rootrep+rad0	41	17	0	0
43	13	42	16	35	25	5	5	qgcd+rootrep	31	23	15	15
43	13	42	16	8	18	38	38	qgcd+rootrep	31	23	15	15
43	14	0	19	0	10	10	29	t0+qgcd+root0+rootrep+rad0	0	0	41	41
43	14	0	19	0	10	33	14	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	14	0	19	0	10	33	29	t0+qgcd+root0+rootrep+rad0	0	0	0	0
43	14	0	19	0	33	10	14	t0+qgcd+root0+rootrep+rad0	0	0	0	0
