m	n	torsion_coset
-4243200	-6988802	1
0	-2	1
2358720	-6761666	1
8945040	6678670	1
-1679040	3649534	1
5281680	-1832306	1
-7542720	-7721282	1
-1365120	4386814	1
1084080	-9140882	1
-2538000	-6784850	1
8665920	-4544066	1
-9168000	6910078	1
3761280	3939838	1
3964080	8914990	1
0	1	2
0	1	4
-1801800	-4396391	4
