p	exponent	base_a	base_b	base_c	base_d	base_u	base_t	base_w	flags	a	b	c	d	u	t	w	y0	y1	y2	y3
11	5	0	5	2	8	4	9	10	qrep+root0+rad0	101519	59658	122025	12229	5185	54888	62347	24772	33792	131640	86101
