a	b	c	d	signs	primitive_a	primitive_b	primitive_c	primitive_d	rectangle	known_bank	local_contact	deep11	deep13
5160	7740	8256	8600	6	30	45	-48	-50	0	0	0	0	0
5161	5889	8337	9513	6	5161	5889	-8337	-9513	1	0	0	0	0
5166	5754	7626	8494	6	2583	2877	-3813	-4247	1	0	0	0	0
5166	6027	7116	8302	6	5166	6027	-7116	-8302	1	0	0	0	0
5170	5830	7990	9010	6	517	583	-799	-901	1	0	0	0	0
5175	5577	5819	8349	6	5175	5577	-5819	-8349	0	0	0	0	0
5180	5320	5698	5852	6	370	380	-407	-418	1	0	0	0	0
5180	6650	7400	9500	6	518	665	-740	-950	1	0	0	0	0
5184	5400	5760	8640	6	72	75	-80	-120	0	0	0	0	0
5184	5616	6912	7488	6	36	39	-48	-52	1	0	0	0	0
5184	5632	5832	6336	6	648	704	-729	-792	1	0	0	0	0
5184	5832	6408	7209	6	576	648	-712	-801	1	0	0	0	0
5187	6084	6916	8112	6	399	468	-532	-624	1	0	0	0	0
5190	7785	8304	8650	6	30	45	-48	-50	0	0	0	0	0
5192	5808	7788	8712	6	118	132	-177	-198	1	0	0	0	0
5203	6897	7353	9075	6	5203	6897	-7353	-9075	0	0	0	0	0
5206	5244	5343	5382	6	5206	5244	-5343	-5382	1	0	0	0	0
5208	5952	8463	9672	6	56	64	-91	-104	1	0	0	0	0
5220	5655	6960	7540	6	36	39	-48	-52	1	0	0	0	0
5220	5916	8220	9316	6	1305	1479	-2055	-2329	1	0	0	0	0
5220	6480	7105	8820	6	1044	1296	-1421	-1764	1	0	0	0	0
5220	7830	8352	8700	6	30	45	-48	-50	0	0	0	0	0
5232	5568	6540	6960	6	436	464	-545	-580	1	0	0	0	0
5236	5423	5936	6148	6	5236	5423	-5936	-6148	1	0	0	0	0
5236	5544	6426	6804	6	374	396	-459	-486	1	0	0	0	0
5236	5712	7161	7812	6	748	816	-1023	-1116	1	0	0	0	0
5240	5502	6240	6552	6	2620	2751	-3120	-3276	1	0	0	0	0
5244	5796	7524	8316	6	437	483	-627	-693	1	0	0	0	0
5244	6417	6992	8556	6	228	279	-304	-372	1	0	0	0	0
5250	7875	8400	8750	6	30	45	-48	-50	0	0	0	0	0
5253	5967	8343	9477	6	1751	1989	-2781	-3159	1	0	0	0	0
5256	5324	5346	7884	6	2628	2662	-2673	-3942	0	0	0	0	0
5256	5475	5840	8760	6	72	75	-80	-120	0	0	0	0	0
5256	5694	7008	7592	6	36	39	-48	-52	1	0	0	0	0
5264	5922	8064	9072	6	376	423	-576	-648	1	0	0	0	0
5264	6016	8554	9776	6	56	64	-91	-104	1	0	0	0	0
5270	5355	5580	5670	6	1054	1071	-1116	-1134	1	0	0	0	0
5278	5572	6409	6766	6	5278	5572	-6409	-6766	1	0	0	0	0
5280	7220	7260	8910	6	528	722	-726	-891	0	0	0	0	0
5280	7920	8448	8800	6	30	45	-48	-50	0	0	0	0	0
5292	5733	7056	7644	6	36	39	-48	-52	1	0	0	0	0
5300	5950	8056	9044	6	2650	2975	-4028	-4522	1	0	0	0	0
5301	5808	5952	7600	6	5301	5808	-5952	-7600	0	0	1	0	0
5310	5940	7965	8910	6	118	132	-177	-198	1	0	0	0	0
5310	7965	8496	8850	6	30	45	-48	-50	0	0	0	0	0
5320	6055	8512	9688	6	760	865	-1216	-1384	1	0	0	0	0
5320	6080	8645	9880	6	56	64	-91	-104	1	0	0	0	0
5328	5550	5920	8880	6	72	75	-80	-120	0	0	0	0	0
5328	5772	7104	7696	6	36	39	-48	-52	1	0	0	0	0
5330	5740	6955	7490	6	1066	1148	-1391	-1498	1	0	0	0	0
5332	6498	6708	9672	6	2666	3249	-3354	-4836	0	0	0	0	0
5340	8010	8544	8900	6	30	45	-48	-50	0	0	0	0	0
5346	5454	5742	5858	6	2673	2727	-2871	-2929	1	0	0	0	0
5346	5724	6831	7314	6	1782	1908	-2277	-2438	1	0	0	0	0
5346	5940	7821	8690	6	486	540	-711	-790	1	0	0	0	0
5346	6039	8316	9394	6	486	549	-756	-854	1	0	0	0	0
5360	5640	6432	6768	6	670	705	-804	-846	1	0	0	0	0
5360	6200	6968	8060	6	1340	1550	-1742	-2015	1	0	0	0	0
5363	5797	7093	7667	6	5363	5797	-7093	-7667	1	0	0	0	0
5364	5811	7152	7748	6	36	39	-48	-52	1	0	0	0	0
5365	5735	6815	7285	6	1073	1147	-1363	-1457	1	0	0	0	0
5370	8055	8592	8950	6	30	45	-48	-50	0	0	0	0	0
5372	6083	8432	9548	6	5372	6083	-8432	-9548	1	0	0	0	0
5376	6144	8736	9984	6	56	64	-91	-104	1	0	0	0	0
5376	6156	6384	10000	6	1344	1539	-1596	-2500	0	0	0	0	0
5382	5865	7332	7990	6	5382	5865	-7332	-7990	1	0	0	0	0
5390	6050	6300	9625	6	1078	1210	-1260	-1925	0	0	0	0	0
5400	5625	6000	9000	6	72	75	-80	-120	0	0	0	0	0
5400	5694	6240	8760	6	900	949	-1040	-1460	0	0	0	0	0
5400	5850	7200	7800	6	36	39	-48	-52	1	0	0	0	0
5400	8100	8640	9000	6	30	45	-48	-50	0	0	0	0	0
5404	5796	6948	7452	6	1351	1449	-1737	-1863	1	0	0	0	0
5406	6307	6732	7854	6	318	371	-396	-462	1	0	0	0	0
5408	5632	6253	6512	6	5408	5632	-6253	-6512	1	0	0	0	0
5412	6314	7146	8337	6	5412	6314	-7146	-8337	1	0	0	0	0
5412	6765	7440	9300	6	1804	2255	-2480	-3100	1	0	0	0	0
5418	5934	7518	8234	6	2709	2967	-3759	-4117	1	0	0	0	0
5428	5782	6808	7252	6	2714	2891	-3404	-3626	1	0	0	0	0
5428	6072	8142	9108	6	118	132	-177	-198	1	0	0	0	0
5428	6233	6608	7588	6	5428	6233	-6608	-7588	1	0	0	0	0
5430	8145	8688	9050	6	30	45	-48	-50	0	0	0	0	0
5436	5889	7248	7852	6	36	39	-48	-52	1	0	0	0	0
5445	6875	6889	9295	6	5445	6875	-6889	-9295	0	0	0	0	0
5448	5952	7491	8184	6	1816	1984	-2497	-2728	1	0	0	0	0
5460	8190	8736	9100	6	30	45	-48	-50	0	0	0	0	0
5472	5700	6080	9120	6	72	75	-80	-120	0	0	0	0	0
5472	5928	7296	7904	6	36	39	-48	-52	1	0	0	0	0
5472	6144	8322	9344	6	2736	3072	-4161	-4672	1	0	0	0	0
5472	6696	7296	8928	6	228	279	-304	-372	1	0	0	0	0
5490	6039	7740	8514	6	610	671	-860	-946	1	0	0	0	0
5490	8235	8784	9150	6	30	45	-48	-50	0	0	0	0	0
5504	5676	6144	6336	6	1376	1419	-1536	-1584	1	0	0	0	0
5508	5967	7344	7956	6	36	39	-48	-52	1	0	0	0	0
5508	6192	8415	9460	6	5508	6192	-8415	-9460	1	0	0	0	0
5520	8280	8832	9200	6	30	45	-48	-50	0	0	0	0	0
5525	5746	5780	6370	6	5525	5746	-5780	-6370	0	0	0	0	0
5530	6020	7505	8170	6	1106	1204	-1501	-1634	1	0	0	0	0
5540	5960	7202	7748	6	2770	2980	-3601	-3874	1	0	0	0	0
5544	5775	6160	9240	6	72	75	-80	-120	0	0	0	0	0
5544	6006	7392	8008	6	36	39	-48	-52	1	0	0	0	0
5544	7656	9025	9744	6	5544	7656	-9025	-9744	0	0	0	0	0
5544	8470	8820	9900	6	2772	4235	-4410	-4950	0	0	0	0	0
5546	6204	8319	9306	6	118	132	-177	-198	1	0	0	0	0
5548	5852	6716	7084	6	1387	1463	-1679	-1771	1	0	0	0	0
5550	5700	6105	6270	6	370	380	-407	-418	1	0	0	0	0
5550	8325	8880	9250	6	30	45	-48	-50	0	0	0	0	0
5561	6059	7571	8249	6	5561	6059	-7571	-8249	1	0	0	0	0
5564	6136	7918	8732	6	2782	3068	-3959	-4366	1	0	0	0	0
5580	6045	7440	8060	6	36	39	-48	-52	1	0	0	0	0
5580	8370	8928	9300	6	30	45	-48	-50	0	0	0	0	0
5586	6552	7448	8736	6	399	468	-532	-624	1	0	0	0	0
5600	5670	6084	8820	6	2800	2835	-3042	-4410	0	0	0	0	0
5608	6560	7010	8200	6	2804	3280	-3505	-4100	1	0	0	0	0
5610	5940	6885	7290	6	374	396	-459	-486	1	0	0	0	0
5610	8415	8976	9350	6	30	45	-48	-50	0	0	0	0	0
5611	6335	8711	9835	6	5611	6335	-8711	-9835	1	0	0	0	0
5616	5850	6240	9360	6	72	75	-80	-120	0	0	0	0	0
5616	6084	7488	8112	6	36	39	-48	-52	1	0	0	0	0
5625	6075	6275	6777	6	5625	6075	-6275	-6777	1	0	0	0	0
5626	5820	6351	6570	6	5626	5820	-6351	-6570	1	0	0	0	0
5632	6248	8192	9088	6	704	781	-1024	-1136	1	0	0	0	0
5640	6345	8640	9720	6	376	423	-576	-648	1	0	0	0	0
5640	8460	9024	9400	6	30	45	-48	-50	0	0	0	0	0
5642	6293	8372	9338	6	806	899	-1196	-1334	1	0	0	0	0
5652	6123	7536	8164	6	36	39	-48	-52	1	0	0	0	0
5656	6244	8080	8920	6	1414	1561	-2020	-2230	1	0	0	0	0
5656	6464	6839	7816	6	5656	6464	-6839	-7816	1	0	0	0	0
5664	6336	8496	9504	6	118	132	-177	-198	1	0	0	0	0
5668	6032	7085	7540	6	436	464	-545	-580	1	0	0	0	0
5670	8505	9072	9450	6	30	45	-48	-50	0	0	0	0	0
5680	6177	7680	8352	6	5680	6177	-7680	-8352	1	0	0	0	0
5681	6279	8151	9009	6	437	483	-627	-693	1	0	0	0	0
5684	6370	8584	9620	6	2842	3185	-4292	-4810	1	0	0	0	0
5687	6413	8789	9911	6	517	583	-799	-901	1	0	0	0	0
5688	5925	6320	9480	6	72	75	-80	-120	0	0	0	0	0
5688	6162	7584	8216	6	36	39	-48	-52	1	0	0	0	0
5696	6144	7476	8064	6	1424	1536	-1869	-2016	1	0	0	0	0
5698	6327	8316	9234	6	5698	6327	-8316	-9234	1	0	0	0	0
5700	6840	7390	8868	6	2850	3420	-3695	-4434	1	0	0	0	0
5700	6975	7600	9300	6	228	279	-304	-372	1	0	0	0	0
5700	8550	9120	9500	6	30	45	-48	-50	0	0	0	0	0
5704	6026	6944	7336	6	2852	3013	-3472	-3668	1	0	0	0	0
5720	6280	8008	8792	6	715	785	-1001	-1099	1	0	0	0	0
5724	5976	6678	6972	6	954	996	-1113	-1162	1	0	0	0	0
5724	6201	7632	8268	6	36	39	-48	-52	1	0	0	0	0
5724	6678	7128	8316	6	318	371	-396	-462	1	0	0	0	0
5730	8595	9168	9550	6	30	45	-48	-50	0	0	0	0	0
5733	5967	6615	6885	6	637	663	-735	-765	1	0	0	0	0
5733	6762	7722	9108	6	1911	2254	-2574	-3036	1	0	0	0	0
5738	6612	7701	8874	6	5738	6612	-7701	-8874	1	0	0	0	0
5742	5973	6612	6878	6	5742	5973	-6612	-6878	1	0	0	0	0
5742	6003	6732	7038	6	638	667	-748	-782	1	0	0	0	0
5760	5865	6144	6256	6	5760	5865	-6144	-6256	1	0	0	0	0
5760	6000	6400	9600	6	72	75	-80	-120	0	0	0	0	0
5760	6144	7260	7744	6	1440	1536	-1815	-1936	1	0	0	0	0
5760	6240	7680	8320	6	36	39	-48	-52	1	0	0	0	0
5760	6480	7120	8010	6	576	648	-712	-801	1	0	0	0	0
5760	8640	9216	9600	6	30	45	-48	-50	0	0	0	0	0
5772	6318	7992	8748	6	962	1053	-1332	-1458	1	0	0	0	0
5772	7353	7696	9804	6	5772	7353	-7696	-9804	1	0	0	0	0
5775	6363	6875	7575	6	5775	6363	-6875	-7575	1	0	0	0	0
5782	6468	8673	9702	6	118	132	-177	-198	1	0	0	0	0
5790	8685	9264	9650	6	30	45	-48	-50	0	0	0	0	0
5796	6072	6846	7172	6	2898	3036	-3423	-3586	1	0	0	0	0
5796	6279	7728	8372	6	36	39	-48	-52	1	0	0	0	0
5796	6384	8211	9044	6	828	912	-1173	-1292	1	0	0	0	0
5808	7942	7986	9801	6	528	722	-726	-891	0	0	0	0	0
5820	8730	9312	9700	6	30	45	-48	-50	0	0	0	0	0
5820	9180	9600	9894	6	970	1530	-1600	-1649	0	0	0	0	0
5824	7406	7514	8281	6	5824	7406	-7514	-8281	0	0	0	0	0
5825	6058	6250	6500	6	5825	6058	-6250	-6500	1	0	0	0	0
5832	6048	6642	6888	6	972	1008	-1107	-1148	1	0	0	0	0
5832	6075	6480	9720	6	72	75	-80	-120	0	0	0	0	0
5832	6318	7776	8424	6	36	39	-48	-52	1	0	0	0	0
5832	6336	6561	7128	6	648	704	-729	-792	1	0	0	0	0
5832	6336	7857	8536	6	5832	6336	-7857	-8536	1	0	0	0	0
5832	6480	8532	9480	6	486	540	-711	-790	1	0	0	0	0
5850	8775	9360	9750	6	30	45	-48	-50	0	0	0	0	0
5856	6144	6954	7296	6	976	1024	-1159	-1216	1	0	0	0	0
5868	6357	7824	8476	6	36	39	-48	-52	1	0	0	0	0
5874	6853	7308	8526	0	5874	6853	7308	8526	1	1	0	0	0
5880	8820	9408	9800	6	30	45	-48	-50	0	0	0	0	0
5886	7412	7533	9486	6	5886	7412	-7533	-9486	1	0	0	0	0
5890	6460	8215	9010	6	1178	1292	-1643	-1802	1	0	0	0	0
5895	6105	6681	6919	6	5895	6105	-6681	-6919	1	0	0	0	0
5900	6600	8850	9900	6	118	132	-177	-198	1	0	0	0	0
5904	6150	6560	9840	6	72	75	-80	-120	0	0	0	0	0
5904	6396	7872	8528	6	36	39	-48	-52	1	0	0	0	0
5910	8865	9456	9850	6	30	45	-48	-50	0	0	0	0	0
5916	6525	6800	7500	6	5916	6525	-6800	-7500	1	0	0	0	0
5920	6080	6512	6688	6	370	380	-407	-418	1	0	0	0	0
5928	6327	7488	7992	6	1976	2109	-2496	-2664	1	0	0	0	0
5928	7254	7904	9672	6	228	279	-304	-372	1	0	0	0	0
5934	6141	6708	6942	6	1978	2047	-2236	-2314	1	0	0	0	0
5940	6435	7920	8580	6	36	39	-48	-52	1	0	0	0	0
5940	8910	9504	9900	6	30	45	-48	-50	0	0	0	0	0
5967	6273	7137	7503	6	1989	2091	-2379	-2501	1	0	0	0	0
5970	8955	9552	9950	6	30	45	-48	-50	0	0	0	0	0
5976	6225	6640	9960	6	72	75	-80	-120	0	0	0	0	0
5976	6474	7968	8632	6	36	39	-48	-52	1	0	0	0	0
5984	6336	7344	7776	6	374	396	-459	-486	1	0	0	0	0
5984	6528	8184	8928	6	748	816	-1023	-1116	1	0	0	0	0
5984	6656	8789	9776	6	5984	6656	-8789	-9776	1	0	0	0	0
5985	7020	7980	9360	6	399	468	-532	-624	1	0	0	0	0
5986	6497	8036	8722	6	5986	6497	-8036	-8722	1	0	0	0	0
6000	7225	7260	8100	6	1200	1445	-1452	-1620	0	0	0	0	0
6000	9000	9600	10000	6	30	45	-48	-50	0	0	0	0	0
