p	exponent	base_a	base_b	base_c	base_d	base_u	base_t	base_w	flags	a	b	c	d	u	t	w	y0	y1	y2	y3
11	5	0	5	2	8	4	9	10	qrep+root0+rad0	156211	134832	8813	154844	88367	40588	80321	27698	159467	154047	112347
