T_key	T_mod13	component	radicand_valuations	radicand_units_mod13
138637	5	exceptional_plus5	0,0,0,0	12,12,1,3
138650	5	exceptional_plus5	0,0,0,0	12,12,1,3
138663	5	exceptional_plus5	0,0,0,0	12,12,1,3
138676	5	exceptional_plus5	0,0,0,0	12,12,1,3
138689	5	exceptional_plus5	0,0,0,0	12,12,1,3
138702	5	exceptional_plus5	0,0,0,0	12,12,1,3
138715	5	exceptional_plus5	0,0,0,0	12,12,1,3
138728	5	exceptional_plus5	0,0,0,0	12,12,1,3
138741	5	exceptional_plus5	0,0,0,0	12,12,1,3
138754	5	exceptional_plus5	0,0,0,0	12,12,1,3
138767	5	exceptional_plus5	0,0,0,0	12,12,1,3
138780	5	exceptional_plus5	0,0,0,0	12,12,1,3
138793	5	exceptional_plus5	0,0,0,0	12,12,1,3
138806	5	exceptional_plus5	0,0,0,0	12,12,1,3
138819	5	exceptional_plus5	0,0,0,0	12,12,1,3
138832	5	exceptional_plus5	0,0,0,0	12,12,1,3
138845	5	exceptional_plus5	0,0,0,0	12,12,1,3
138858	5	exceptional_plus5	0,0,0,0	12,12,1,3
138871	5	exceptional_plus5	0,0,0,0	12,12,1,3
138884	5	exceptional_plus5	0,0,0,0	12,12,1,3
138897	5	exceptional_plus5	0,0,0,0	12,12,1,3
138910	5	exceptional_plus5	0,0,0,0	12,12,1,3
138923	5	exceptional_plus5	0,0,0,0	12,12,1,3
138936	5	exceptional_plus5	0,0,0,0	12,12,1,3
138949	5	exceptional_plus5	0,0,0,0	12,12,1,3
138962	5	exceptional_plus5	0,0,0,0	12,12,1,3
138975	5	exceptional_plus5	0,0,0,0	12,12,1,3
138988	5	exceptional_plus5	0,0,0,0	12,12,1,3
139001	5	exceptional_plus5	0,0,0,0	12,12,1,3
139014	5	exceptional_plus5	0,0,0,0	12,12,1,3
139027	5	exceptional_plus5	0,0,0,0	12,12,1,3
139040	5	exceptional_plus5	0,0,0,0	12,12,1,3
139053	5	exceptional_plus5	0,0,0,0	12,12,1,3
139066	5	exceptional_plus5	0,0,0,0	12,12,1,3
139079	5	exceptional_plus5	0,0,0,0	12,12,1,3
139092	5	exceptional_plus5	0,0,0,0	12,12,1,3
139105	5	exceptional_plus5	0,0,0,0	12,12,1,3
139118	5	exceptional_plus5	0,0,0,0	12,12,1,3
139131	5	exceptional_plus5	0,0,0,0	12,12,1,3
139144	5	exceptional_plus5	0,0,0,0	12,12,1,3
139157	5	exceptional_plus5	0,0,0,0	12,12,1,3
139170	5	exceptional_plus5	0,0,0,0	12,12,1,3
139183	5	exceptional_plus5	0,0,0,0	12,12,1,3
139196	5	exceptional_plus5	0,0,0,0	12,12,1,3
139209	5	exceptional_plus5	0,0,0,0	12,12,1,3
139222	5	exceptional_plus5	0,0,0,0	12,12,1,3
139235	5	exceptional_plus5	0,0,0,0	12,12,1,3
139248	5	exceptional_plus5	0,0,0,0	12,12,1,3
139261	5	exceptional_plus5	0,0,0,0	12,12,1,3
139274	5	exceptional_plus5	0,0,0,0	12,12,1,3
139287	5	exceptional_plus5	0,0,0,0	12,12,1,3
139300	5	exceptional_plus5	0,0,0,0	12,12,1,3
139313	5	exceptional_plus5	0,0,0,0	12,12,1,3
139326	5	exceptional_plus5	0,0,0,0	12,12,1,3
139339	5	exceptional_plus5	0,0,0,0	12,12,1,3
139352	5	exceptional_plus5	0,0,0,0	12,12,1,3
139365	5	exceptional_plus5	0,0,0,0	12,12,1,3
139378	5	exceptional_plus5	0,0,0,0	12,12,1,3
139391	5	exceptional_plus5	0,0,0,0	12,12,1,3
139404	5	exceptional_plus5	0,0,0,0	12,12,1,3
139417	5	exceptional_plus5	0,0,0,0	12,12,1,3
139430	5	exceptional_plus5	0,0,0,0	12,12,1,3
139443	5	exceptional_plus5	0,0,0,0	12,12,1,3
139456	5	exceptional_plus5	0,0,0,0	12,12,1,3
139469	5	exceptional_plus5	0,0,0,0	12,12,1,3
139482	5	exceptional_plus5	0,0,0,0	12,12,1,3
139495	5	exceptional_plus5	0,0,0,0	12,12,1,3
139508	5	exceptional_plus5	0,0,0,0	12,12,1,3
139521	5	exceptional_plus5	0,0,0,0	12,12,1,3
139534	5	exceptional_plus5	0,0,0,0	12,12,1,3
139547	5	exceptional_plus5	0,0,0,0	12,12,1,3
139560	5	exceptional_plus5	0,0,0,0	12,12,1,3
139573	5	exceptional_plus5	0,0,0,0	12,12,1,3
139586	5	exceptional_plus5	0,0,0,0	12,12,1,3
139599	5	exceptional_plus5	0,0,0,0	12,12,1,3
139612	5	exceptional_plus5	0,0,0,0	12,12,1,3
139625	5	exceptional_plus5	0,0,0,0	12,12,1,3
139638	5	exceptional_plus5	0,0,0,0	12,12,1,3
139651	5	exceptional_plus5	0,0,0,0	12,12,1,3
139664	5	exceptional_plus5	0,0,0,0	12,12,1,3
139677	5	exceptional_plus5	0,0,0,0	12,12,1,3
139690	5	exceptional_plus5	0,0,0,0	12,12,1,3
139703	5	exceptional_plus5	0,0,0,0	12,12,1,3
139716	5	exceptional_plus5	0,0,0,0	12,12,1,3
139729	5	exceptional_plus5	0,0,0,0	12,12,1,3
139742	5	exceptional_plus5	0,0,0,0	12,12,1,3
139755	5	exceptional_plus5	0,0,0,0	12,12,1,3
139768	5	exceptional_plus5	0,0,0,0	12,12,1,3
139781	5	exceptional_plus5	0,0,0,0	12,12,1,3
139794	5	exceptional_plus5	0,0,0,0	12,12,1,3
139807	5	exceptional_plus5	0,0,0,0	12,12,1,3
139820	5	exceptional_plus5	0,0,0,0	12,12,1,3
139833	5	exceptional_plus5	0,0,0,0	12,12,1,3
139846	5	exceptional_plus5	0,0,0,0	12,12,1,3
139859	5	exceptional_plus5	0,0,0,0	12,12,1,3
139872	5	exceptional_plus5	0,0,0,0	12,12,1,3
139885	5	exceptional_plus5	0,0,0,0	12,12,1,3
139898	5	exceptional_plus5	0,0,0,0	12,12,1,3
139911	5	exceptional_plus5	0,0,0,0	12,12,1,3
139924	5	exceptional_plus5	0,0,0,0	12,12,1,3
139937	5	exceptional_plus5	0,0,0,0	12,12,1,3
139950	5	exceptional_plus5	0,0,0,0	12,12,1,3
139963	5	exceptional_plus5	0,0,0,0	12,12,1,3
139976	5	exceptional_plus5	0,0,0,0	12,12,1,3
139989	5	exceptional_plus5	0,0,0,0	12,12,1,3
140002	5	exceptional_plus5	0,0,0,0	12,12,1,3
140015	5	exceptional_plus5	0,0,0,0	12,12,1,3
140028	5	exceptional_plus5	0,0,0,0	12,12,1,3
140041	5	exceptional_plus5	0,0,0,0	12,12,1,3
140054	5	exceptional_plus5	0,0,0,0	12,12,1,3
140067	5	exceptional_plus5	0,0,0,0	12,12,1,3
140080	5	exceptional_plus5	0,0,0,0	12,12,1,3
140093	5	exceptional_plus5	0,0,0,0	12,12,1,3
140106	5	exceptional_plus5	0,0,0,0	12,12,1,3
140119	5	exceptional_plus5	0,0,0,0	12,12,1,3
140132	5	exceptional_plus5	0,0,0,0	12,12,1,3
140145	5	exceptional_plus5	0,0,0,0	12,12,1,3
140158	5	exceptional_plus5	0,0,0,0	12,12,1,3
140171	5	exceptional_plus5	0,0,0,0	12,12,1,3
140184	5	exceptional_plus5	0,0,0,0	12,12,1,3
140197	5	exceptional_plus5	0,0,0,0	12,12,1,3
140210	5	exceptional_plus5	0,0,0,0	12,12,1,3
140223	5	exceptional_plus5	0,0,0,0	12,12,1,3
140236	5	exceptional_plus5	0,0,0,0	12,12,1,3
140249	5	exceptional_plus5	0,0,0,0	12,12,1,3
140262	5	exceptional_plus5	0,0,0,0	12,12,1,3
140275	5	exceptional_plus5	0,0,0,0	12,12,1,3
140288	5	exceptional_plus5	0,0,0,0	12,12,1,3
140301	5	exceptional_plus5	0,0,0,0	12,12,1,3
140314	5	exceptional_plus5	0,0,0,0	12,12,1,3
140327	5	exceptional_plus5	0,0,0,0	12,12,1,3
140340	5	exceptional_plus5	0,0,0,0	12,12,1,3
140353	5	exceptional_plus5	0,0,0,0	12,12,1,3
140366	5	exceptional_plus5	0,0,0,0	12,12,1,3
140379	5	exceptional_plus5	0,0,0,0	12,12,1,3
140392	5	exceptional_plus5	0,0,0,0	12,12,1,3
140405	5	exceptional_plus5	0,0,0,0	12,12,1,3
140418	5	exceptional_plus5	0,0,0,0	12,12,1,3
140431	5	exceptional_plus5	0,0,0,0	12,12,1,3
140444	5	exceptional_plus5	0,0,0,0	12,12,1,3
140457	5	exceptional_plus5	0,0,0,0	12,12,1,3
140470	5	exceptional_plus5	0,0,0,0	12,12,1,3
140483	5	exceptional_plus5	0,0,0,0	12,12,1,3
140496	5	exceptional_plus5	0,0,0,0	12,12,1,3
140509	5	exceptional_plus5	0,0,0,0	12,12,1,3
140522	5	exceptional_plus5	0,0,0,0	12,12,1,3
140535	5	exceptional_plus5	0,0,0,0	12,12,1,3
140548	5	exceptional_plus5	0,0,0,0	12,12,1,3
140561	5	exceptional_plus5	0,0,0,0	12,12,1,3
140574	5	exceptional_plus5	0,0,0,0	12,12,1,3
140587	5	exceptional_plus5	0,0,0,0	12,12,1,3
140600	5	exceptional_plus5	0,0,0,0	12,12,1,3
140613	5	exceptional_plus5	0,0,0,0	12,12,1,3
140626	5	exceptional_plus5	0,0,0,0	12,12,1,3
140639	5	exceptional_plus5	0,0,0,0	12,12,1,3
140652	5	exceptional_plus5	0,0,0,0	12,12,1,3
140665	5	exceptional_plus5	0,0,0,0	12,12,1,3
140678	5	exceptional_plus5	0,0,0,0	12,12,1,3
140691	5	exceptional_plus5	0,0,0,0	12,12,1,3
140704	5	exceptional_plus5	0,0,0,0	12,12,1,3
140717	5	exceptional_plus5	0,0,0,0	12,12,1,3
140730	5	exceptional_plus5	0,0,0,0	12,12,1,3
140743	5	exceptional_plus5	0,0,0,0	12,12,1,3
140756	5	exceptional_plus5	0,0,0,0	12,12,1,3
140769	5	exceptional_plus5	0,0,0,0	12,12,1,3
140782	5	exceptional_plus5	0,0,0,0	12,12,1,3
140795	5	exceptional_plus5	0,0,0,0	12,12,1,3
140808	5	exceptional_plus5	0,0,0,0	12,12,1,3
140821	5	exceptional_plus5	0,0,0,0	12,12,1,3
140834	5	exceptional_plus5	0,0,0,0	12,12,1,3
140847	5	exceptional_plus5	0,0,0,0	12,12,1,3
140860	5	exceptional_plus5	0,0,0,0	12,12,1,3
140873	5	exceptional_plus5	0,0,0,0	12,12,1,3
140886	5	exceptional_plus5	0,0,0,0	12,12,1,3
140899	5	exceptional_plus5	0,0,0,0	12,12,1,3
140912	5	exceptional_plus5	0,0,0,0	12,12,1,3
140925	5	exceptional_plus5	0,0,0,0	12,12,1,3
140938	5	exceptional_plus5	0,0,0,0	12,12,1,3
140951	5	exceptional_plus5	0,0,0,0	12,12,1,3
140964	5	exceptional_plus5	0,0,0,0	12,12,1,3
140977	5	exceptional_plus5	0,0,0,0	12,12,1,3
140990	5	exceptional_plus5	0,0,0,0	12,12,1,3
141003	5	exceptional_plus5	0,0,0,0	12,12,1,3
141016	5	exceptional_plus5	0,0,0,0	12,12,1,3
141029	5	exceptional_plus5	0,0,0,0	12,12,1,3
141042	5	exceptional_plus5	0,0,0,0	12,12,1,3
141055	5	exceptional_plus5	0,0,0,0	12,12,1,3
141068	5	exceptional_plus5	0,0,0,0	12,12,1,3
141081	5	exceptional_plus5	0,0,0,0	12,12,1,3
141094	5	exceptional_plus5	0,0,0,0	12,12,1,3
141107	5	exceptional_plus5	0,0,0,0	12,12,1,3
141120	5	exceptional_plus5	0,0,0,0	12,12,1,3
141133	5	exceptional_plus5	0,0,0,0	12,12,1,3
141146	5	exceptional_plus5	0,0,0,0	12,12,1,3
141159	5	exceptional_plus5	0,0,0,0	12,12,1,3
141172	5	exceptional_plus5	0,0,0,0	12,12,1,3
141185	5	exceptional_plus5	0,0,0,0	12,12,1,3
141198	5	exceptional_plus5	0,0,0,0	12,12,1,3
141211	5	exceptional_plus5	0,0,0,0	12,12,1,3
141224	5	exceptional_plus5	0,0,0,0	12,12,1,3
141237	5	exceptional_plus5	0,0,0,0	12,12,1,3
141250	5	exceptional_plus5	0,0,0,0	12,12,1,3
141263	5	exceptional_plus5	0,0,0,0	12,12,1,3
141276	5	exceptional_plus5	0,0,0,0	12,12,1,3
141289	5	exceptional_plus5	0,0,0,0	12,12,1,3
141302	5	exceptional_plus5	0,0,0,0	12,12,1,3
141315	5	exceptional_plus5	0,0,0,0	12,12,1,3
141328	5	exceptional_plus5	0,0,0,0	12,12,1,3
141341	5	exceptional_plus5	0,0,0,0	12,12,1,3
141354	5	exceptional_plus5	0,0,0,0	12,12,1,3
141367	5	exceptional_plus5	0,0,0,0	12,12,1,3
141380	5	exceptional_plus5	0,0,0,0	12,12,1,3
141393	5	exceptional_plus5	0,0,0,0	12,12,1,3
141406	5	exceptional_plus5	0,0,0,0	12,12,1,3
141419	5	exceptional_plus5	0,0,0,0	12,12,1,3
141432	5	exceptional_plus5	0,0,0,0	12,12,1,3
141445	5	exceptional_plus5	0,0,0,0	12,12,1,3
141458	5	exceptional_plus5	0,0,0,0	12,12,1,3
141471	5	exceptional_plus5	0,0,0,0	12,12,1,3
141484	5	exceptional_plus5	0,0,0,0	12,12,1,3
141497	5	exceptional_plus5	0,0,0,0	12,12,1,3
141510	5	exceptional_plus5	0,0,0,0	12,12,1,3
141523	5	exceptional_plus5	0,0,0,0	12,12,1,3
141536	5	exceptional_plus5	0,0,0,0	12,12,1,3
141549	5	exceptional_plus5	0,0,0,0	12,12,1,3
141562	5	exceptional_plus5	0,0,0,0	12,12,1,3
141575	5	exceptional_plus5	0,0,0,0	12,12,1,3
141588	5	exceptional_plus5	0,0,0,0	12,12,1,3
141601	5	exceptional_plus5	0,0,0,0	12,12,1,3
141614	5	exceptional_plus5	0,0,0,0	12,12,1,3
141627	5	exceptional_plus5	0,0,0,0	12,12,1,3
141640	5	exceptional_plus5	0,0,0,0	12,12,1,3
141653	5	exceptional_plus5	0,0,0,0	12,12,1,3
141666	5	exceptional_plus5	0,0,0,0	12,12,1,3
141679	5	exceptional_plus5	0,0,0,0	12,12,1,3
141692	5	exceptional_plus5	0,0,0,0	12,12,1,3
141705	5	exceptional_plus5	0,0,0,0	12,12,1,3
141718	5	exceptional_plus5	0,0,0,0	12,12,1,3
141731	5	exceptional_plus5	0,0,0,0	12,12,1,3
141744	5	exceptional_plus5	0,0,0,0	12,12,1,3
141757	5	exceptional_plus5	0,0,0,0	12,12,1,3
141770	5	exceptional_plus5	0,0,0,0	12,12,1,3
141783	5	exceptional_plus5	0,0,0,0	12,12,1,3
141796	5	exceptional_plus5	0,0,0,0	12,12,1,3
141809	5	exceptional_plus5	0,0,0,0	12,12,1,3
141822	5	exceptional_plus5	0,0,0,0	12,12,1,3
141835	5	exceptional_plus5	0,0,0,0	12,12,1,3
141848	5	exceptional_plus5	0,0,0,0	12,12,1,3
141861	5	exceptional_plus5	0,0,0,0	12,12,1,3
141874	5	exceptional_plus5	0,0,0,0	12,12,1,3
141887	5	exceptional_plus5	0,0,0,0	12,12,1,3
141900	5	exceptional_plus5	0,0,0,0	12,12,1,3
141913	5	exceptional_plus5	0,0,0,0	12,12,1,3
141926	5	exceptional_plus5	0,0,0,0	12,12,1,3
141939	5	exceptional_plus5	0,0,0,0	12,12,1,3
141952	5	exceptional_plus5	0,0,0,0	12,12,1,3
141965	5	exceptional_plus5	0,0,0,0	12,12,1,3
141978	5	exceptional_plus5	0,0,0,0	12,12,1,3
141991	5	exceptional_plus5	0,0,0,0	12,12,1,3
142004	5	exceptional_plus5	0,0,0,0	12,12,1,3
142017	5	exceptional_plus5	0,0,0,0	12,12,1,3
142030	5	exceptional_plus5	0,0,0,0	12,12,1,3
142043	5	exceptional_plus5	0,0,0,0	12,12,1,3
142056	5	exceptional_plus5	0,0,0,0	12,12,1,3
142069	5	exceptional_plus5	0,0,0,0	12,12,1,3
142082	5	exceptional_plus5	0,0,0,0	12,12,1,3
142095	5	exceptional_plus5	0,0,0,0	12,12,1,3
142108	5	exceptional_plus5	0,0,0,0	12,12,1,3
142121	5	exceptional_plus5	0,0,0,0	12,12,1,3
142134	5	exceptional_plus5	0,0,0,0	12,12,1,3
142147	5	exceptional_plus5	0,0,0,0	12,12,1,3
142160	5	exceptional_plus5	0,0,0,0	12,12,1,3
142173	5	exceptional_plus5	0,0,0,0	12,12,1,3
142186	5	exceptional_plus5	0,0,0,0	12,12,1,3
142199	5	exceptional_plus5	0,0,0,0	12,12,1,3
142212	5	exceptional_plus5	0,0,0,0	12,12,1,3
142225	5	exceptional_plus5	0,0,0,0	12,12,1,3
142238	5	exceptional_plus5	0,0,0,0	12,12,1,3
142251	5	exceptional_plus5	0,0,0,0	12,12,1,3
142264	5	exceptional_plus5	0,0,0,0	12,12,1,3
142277	5	exceptional_plus5	0,0,0,0	12,12,1,3
142290	5	exceptional_plus5	0,0,0,0	12,12,1,3
142303	5	exceptional_plus5	0,0,0,0	12,12,1,3
142316	5	exceptional_plus5	0,0,0,0	12,12,1,3
142329	5	exceptional_plus5	0,0,0,0	12,12,1,3
142342	5	exceptional_plus5	0,0,0,0	12,12,1,3
142355	5	exceptional_plus5	0,0,0,0	12,12,1,3
142368	5	exceptional_plus5	0,0,0,0	12,12,1,3
142381	5	exceptional_plus5	0,0,0,0	12,12,1,3
142394	5	exceptional_plus5	0,0,0,0	12,12,1,3
142407	5	exceptional_plus5	0,0,0,0	12,12,1,3
142420	5	exceptional_plus5	0,0,0,0	12,12,1,3
142433	5	exceptional_plus5	0,0,0,0	12,12,1,3
142446	5	exceptional_plus5	0,0,0,0	12,12,1,3
142459	5	exceptional_plus5	0,0,0,0	12,12,1,3
142472	5	exceptional_plus5	0,0,0,0	12,12,1,3
142485	5	exceptional_plus5	0,0,0,0	12,12,1,3
142498	5	exceptional_plus5	0,0,0,0	12,12,1,3
142511	5	exceptional_plus5	0,0,0,0	12,12,1,3
142524	5	exceptional_plus5	0,0,0,0	12,12,1,3
142537	5	exceptional_plus5	0,0,0,0	12,12,1,3
142550	5	exceptional_plus5	0,0,0,0	12,12,1,3
142563	5	exceptional_plus5	0,0,0,0	12,12,1,3
142576	5	exceptional_plus5	0,0,0,0	12,12,1,3
142589	5	exceptional_plus5	0,0,0,0	12,12,1,3
142602	5	exceptional_plus5	0,0,0,0	12,12,1,3
142615	5	exceptional_plus5	0,0,0,0	12,12,1,3
142628	5	exceptional_plus5	0,0,0,0	12,12,1,3
142641	5	exceptional_plus5	0,0,0,0	12,12,1,3
142654	5	exceptional_plus5	0,0,0,0	12,12,1,3
142667	5	exceptional_plus5	0,0,0,0	12,12,1,3
142680	5	exceptional_plus5	0,0,0,0	12,12,1,3
142693	5	exceptional_plus5	0,0,0,0	12,12,1,3
142706	5	exceptional_plus5	0,0,0,0	12,12,1,3
142719	5	exceptional_plus5	0,0,0,0	12,12,1,3
142732	5	exceptional_plus5	0,0,0,0	12,12,1,3
142745	5	exceptional_plus5	0,0,0,0	12,12,1,3
142758	5	exceptional_plus5	0,0,0,0	12,12,1,3
142771	5	exceptional_plus5	0,0,0,0	12,12,1,3
142784	5	exceptional_plus5	0,0,0,0	12,12,1,3
142797	5	exceptional_plus5	0,0,0,0	12,12,1,3
142810	5	exceptional_plus5	0,0,0,0	12,12,1,3
142823	5	exceptional_plus5	0,0,0,0	12,12,1,3
142836	5	exceptional_plus5	0,0,0,0	12,12,1,3
142849	5	exceptional_plus5	0,0,0,0	12,12,1,3
142862	5	exceptional_plus5	0,0,0,0	12,12,1,3
142875	5	exceptional_plus5	0,0,0,0	12,12,1,3
142888	5	exceptional_plus5	0,0,0,0	12,12,1,3
142901	5	exceptional_plus5	0,0,0,0	12,12,1,3
142914	5	exceptional_plus5	0,0,0,0	12,12,1,3
142927	5	exceptional_plus5	0,0,0,0	12,12,1,3
142940	5	exceptional_plus5	0,0,0,0	12,12,1,3
142953	5	exceptional_plus5	0,0,0,0	12,12,1,3
142966	5	exceptional_plus5	0,0,0,0	12,12,1,3
142979	5	exceptional_plus5	0,0,0,0	12,12,1,3
142992	5	exceptional_plus5	0,0,0,0	12,12,1,3
143005	5	exceptional_plus5	0,0,0,0	12,12,1,3
143018	5	exceptional_plus5	0,0,0,0	12,12,1,3
143031	5	exceptional_plus5	0,0,0,0	12,12,1,3
143044	5	exceptional_plus5	0,0,0,0	12,12,1,3
143057	5	exceptional_plus5	0,0,0,0	12,12,1,3
143070	5	exceptional_plus5	0,0,0,0	12,12,1,3
143083	5	exceptional_plus5	0,0,0,0	12,12,1,3
143096	5	exceptional_plus5	0,0,0,0	12,12,1,3
143109	5	exceptional_plus5	0,0,0,0	12,12,1,3
143122	5	exceptional_plus5	0,0,0,0	12,12,1,3
143135	5	exceptional_plus5	0,0,0,0	12,12,1,3
143148	5	exceptional_plus5	0,0,0,0	12,12,1,3
143161	5	exceptional_plus5	0,0,0,0	12,12,1,3
143174	5	exceptional_plus5	0,0,0,0	12,12,1,3
143187	5	exceptional_plus5	0,0,0,0	12,12,1,3
143200	5	exceptional_plus5	0,0,0,0	12,12,1,3
143213	5	exceptional_plus5	0,0,0,0	12,12,1,3
143226	5	exceptional_plus5	0,0,0,0	12,12,1,3
143239	5	exceptional_plus5	0,0,0,0	12,12,1,3
143252	5	exceptional_plus5	0,0,0,0	12,12,1,3
143265	5	exceptional_plus5	0,0,0,0	12,12,1,3
143278	5	exceptional_plus5	0,0,0,0	12,12,1,3
143291	5	exceptional_plus5	0,0,0,0	12,12,1,3
143304	5	exceptional_plus5	0,0,0,0	12,12,1,3
143317	5	exceptional_plus5	0,0,0,0	12,12,1,3
143330	5	exceptional_plus5	0,0,0,0	12,12,1,3
143343	5	exceptional_plus5	0,0,0,0	12,12,1,3
143356	5	exceptional_plus5	0,0,0,0	12,12,1,3
143369	5	exceptional_plus5	0,0,0,0	12,12,1,3
143382	5	exceptional_plus5	0,0,0,0	12,12,1,3
143395	5	exceptional_plus5	0,0,0,0	12,12,1,3
143408	5	exceptional_plus5	0,0,0,0	12,12,1,3
143421	5	exceptional_plus5	0,0,0,0	12,12,1,3
143434	5	exceptional_plus5	0,0,0,0	12,12,1,3
143447	5	exceptional_plus5	0,0,0,0	12,12,1,3
143460	5	exceptional_plus5	0,0,0,0	12,12,1,3
143473	5	exceptional_plus5	0,0,0,0	12,12,1,3
143486	5	exceptional_plus5	0,0,0,0	12,12,1,3
143499	5	exceptional_plus5	0,0,0,0	12,12,1,3
143512	5	exceptional_plus5	0,0,0,0	12,12,1,3
143525	5	exceptional_plus5	0,0,0,0	12,12,1,3
143538	5	exceptional_plus5	0,0,0,0	12,12,1,3
143551	5	exceptional_plus5	0,0,0,0	12,12,1,3
143564	5	exceptional_plus5	0,0,0,0	12,12,1,3
143577	5	exceptional_plus5	0,0,0,0	12,12,1,3
143590	5	exceptional_plus5	0,0,0,0	12,12,1,3
143603	5	exceptional_plus5	0,0,0,0	12,12,1,3
143616	5	exceptional_plus5	0,0,0,0	12,12,1,3
143629	5	exceptional_plus5	0,0,0,0	12,12,1,3
143642	5	exceptional_plus5	0,0,0,0	12,12,1,3
143655	5	exceptional_plus5	0,0,0,0	12,12,1,3
143668	5	exceptional_plus5	0,0,0,0	12,12,1,3
143681	5	exceptional_plus5	0,0,0,0	12,12,1,3
143694	5	exceptional_plus5	0,0,0,0	12,12,1,3
143707	5	exceptional_plus5	0,0,0,0	12,12,1,3
143720	5	exceptional_plus5	0,0,0,0	12,12,1,3
143733	5	exceptional_plus5	0,0,0,0	12,12,1,3
143746	5	exceptional_plus5	0,0,0,0	12,12,1,3
143759	5	exceptional_plus5	0,0,0,0	12,12,1,3
143772	5	exceptional_plus5	0,0,0,0	12,12,1,3
143785	5	exceptional_plus5	0,0,0,0	12,12,1,3
143798	5	exceptional_plus5	0,0,0,0	12,12,1,3
143811	5	exceptional_plus5	0,0,0,0	12,12,1,3
143824	5	exceptional_plus5	0,0,0,0	12,12,1,3
143837	5	exceptional_plus5	0,0,0,0	12,12,1,3
143850	5	exceptional_plus5	0,0,0,0	12,12,1,3
143863	5	exceptional_plus5	0,0,0,0	12,12,1,3
143876	5	exceptional_plus5	0,0,0,0	12,12,1,3
143889	5	exceptional_plus5	0,0,0,0	12,12,1,3
143902	5	exceptional_plus5	0,0,0,0	12,12,1,3
143915	5	exceptional_plus5	0,0,0,0	12,12,1,3
143928	5	exceptional_plus5	0,0,0,0	12,12,1,3
143941	5	exceptional_plus5	0,0,0,0	12,12,1,3
143954	5	exceptional_plus5	0,0,0,0	12,12,1,3
143967	5	exceptional_plus5	0,0,0,0	12,12,1,3
143980	5	exceptional_plus5	0,0,0,0	12,12,1,3
143993	5	exceptional_plus5	0,0,0,0	12,12,1,3
144006	5	exceptional_plus5	0,0,0,0	12,12,1,3
144019	5	exceptional_plus5	0,0,0,0	12,12,1,3
144032	5	exceptional_plus5	0,0,0,0	12,12,1,3
144045	5	exceptional_plus5	0,0,0,0	12,12,1,3
144058	5	exceptional_plus5	0,0,0,0	12,12,1,3
144071	5	exceptional_plus5	0,0,0,0	12,12,1,3
144084	5	exceptional_plus5	0,0,0,0	12,12,1,3
144097	5	exceptional_plus5	0,0,0,0	12,12,1,3
144110	5	exceptional_plus5	0,0,0,0	12,12,1,3
144123	5	exceptional_plus5	0,0,0,0	12,12,1,3
144136	5	exceptional_plus5	0,0,0,0	12,12,1,3
144149	5	exceptional_plus5	0,0,0,0	12,12,1,3
144162	5	exceptional_plus5	0,0,0,0	12,12,1,3
144175	5	exceptional_plus5	0,0,0,0	12,12,1,3
144188	5	exceptional_plus5	0,0,0,0	12,12,1,3
144201	5	exceptional_plus5	0,0,0,0	12,12,1,3
144214	5	exceptional_plus5	0,0,0,0	12,12,1,3
144227	5	exceptional_plus5	0,0,0,0	12,12,1,3
144240	5	exceptional_plus5	0,0,0,0	12,12,1,3
144253	5	exceptional_plus5	0,0,0,0	12,12,1,3
144266	5	exceptional_plus5	0,0,0,0	12,12,1,3
144279	5	exceptional_plus5	0,0,0,0	12,12,1,3
144292	5	exceptional_plus5	0,0,0,0	12,12,1,3
144305	5	exceptional_plus5	0,0,0,0	12,12,1,3
144318	5	exceptional_plus5	0,0,0,0	12,12,1,3
144331	5	exceptional_plus5	0,0,0,0	12,12,1,3
144344	5	exceptional_plus5	0,0,0,0	12,12,1,3
144357	5	exceptional_plus5	0,0,0,0	12,12,1,3
144370	5	exceptional_plus5	0,0,0,0	12,12,1,3
144383	5	exceptional_plus5	0,0,0,0	12,12,1,3
144396	5	exceptional_plus5	0,0,0,0	12,12,1,3
144409	5	exceptional_plus5	0,0,0,0	12,12,1,3
144422	5	exceptional_plus5	0,0,0,0	12,12,1,3
144435	5	exceptional_plus5	0,0,0,0	12,12,1,3
144448	5	exceptional_plus5	0,0,0,0	12,12,1,3
144461	5	exceptional_plus5	0,0,0,0	12,12,1,3
144474	5	exceptional_plus5	0,0,0,0	12,12,1,3
144487	5	exceptional_plus5	0,0,0,0	12,12,1,3
144500	5	exceptional_plus5	0,0,0,0	12,12,1,3
144513	5	exceptional_plus5	0,0,0,0	12,12,1,3
144526	5	exceptional_plus5	0,0,0,0	12,12,1,3
144539	5	exceptional_plus5	0,0,0,0	12,12,1,3
144552	5	exceptional_plus5	0,0,0,0	12,12,1,3
144565	5	exceptional_plus5	0,0,0,0	12,12,1,3
144578	5	exceptional_plus5	0,0,0,0	12,12,1,3
144591	5	exceptional_plus5	0,0,0,0	12,12,1,3
144604	5	exceptional_plus5	0,0,0,0	12,12,1,3
144617	5	exceptional_plus5	0,0,0,0	12,12,1,3
144630	5	exceptional_plus5	0,0,0,0	12,12,1,3
144643	5	exceptional_plus5	0,0,0,0	12,12,1,3
144656	5	exceptional_plus5	0,0,0,0	12,12,1,3
144669	5	exceptional_plus5	0,0,0,0	12,12,1,3
