T_key	T_mod13	component	radicand_valuations	radicand_units_mod13
317660	5	exceptional_plus5	0,0,0,0	12,12,1,3
317673	5	exceptional_plus5	0,0,0,0	12,12,1,3
317686	5	exceptional_plus5	0,0,0,0	12,12,1,3
317699	5	exceptional_plus5	0,0,0,0	12,12,1,3
317712	5	exceptional_plus5	0,0,0,0	12,12,1,3
317725	5	exceptional_plus5	0,0,0,0	12,12,1,3
317738	5	exceptional_plus5	0,0,0,0	12,12,1,3
317751	5	exceptional_plus5	0,0,0,0	12,12,1,3
317764	5	exceptional_plus5	0,0,0,0	12,12,1,3
317777	5	exceptional_plus5	0,0,0,0	12,12,1,3
317790	5	exceptional_plus5	0,0,0,0	12,12,1,3
317803	5	exceptional_plus5	0,0,0,0	12,12,1,3
317816	5	exceptional_plus5	0,0,0,0	12,12,1,3
317829	5	exceptional_plus5	0,0,0,0	12,12,1,3
317842	5	exceptional_plus5	0,0,0,0	12,12,1,3
317855	5	exceptional_plus5	0,0,0,0	12,12,1,3
317868	5	exceptional_plus5	0,0,0,0	12,12,1,3
317881	5	exceptional_plus5	0,0,0,0	12,12,1,3
317894	5	exceptional_plus5	0,0,0,0	12,12,1,3
317907	5	exceptional_plus5	0,0,0,0	12,12,1,3
317920	5	exceptional_plus5	0,0,0,0	12,12,1,3
317933	5	exceptional_plus5	0,0,0,0	12,12,1,3
317946	5	exceptional_plus5	0,0,0,0	12,12,1,3
317959	5	exceptional_plus5	0,0,0,0	12,12,1,3
317972	5	exceptional_plus5	0,0,0,0	12,12,1,3
317985	5	exceptional_plus5	0,0,0,0	12,12,1,3
317998	5	exceptional_plus5	0,0,0,0	12,12,1,3
318011	5	exceptional_plus5	0,0,0,0	12,12,1,3
318024	5	exceptional_plus5	0,0,0,0	12,12,1,3
318037	5	exceptional_plus5	0,0,0,0	12,12,1,3
318050	5	exceptional_plus5	0,0,0,0	12,12,1,3
318063	5	exceptional_plus5	0,0,0,0	12,12,1,3
318076	5	exceptional_plus5	0,0,0,0	12,12,1,3
318089	5	exceptional_plus5	0,0,0,0	12,12,1,3
318102	5	exceptional_plus5	0,0,0,0	12,12,1,3
318115	5	exceptional_plus5	0,0,0,0	12,12,1,3
318128	5	exceptional_plus5	0,0,0,0	12,12,1,3
318141	5	exceptional_plus5	0,0,0,0	12,12,1,3
318154	5	exceptional_plus5	0,0,0,0	12,12,1,3
318167	5	exceptional_plus5	0,0,0,0	12,12,1,3
318180	5	exceptional_plus5	0,0,0,0	12,12,1,3
318193	5	exceptional_plus5	0,0,0,0	12,12,1,3
318206	5	exceptional_plus5	0,0,0,0	12,12,1,3
318219	5	exceptional_plus5	0,0,0,0	12,12,1,3
318232	5	exceptional_plus5	0,0,0,0	12,12,1,3
318245	5	exceptional_plus5	0,0,0,0	12,12,1,3
318258	5	exceptional_plus5	0,0,0,0	12,12,1,3
318271	5	exceptional_plus5	0,0,0,0	12,12,1,3
318284	5	exceptional_plus5	0,0,0,0	12,12,1,3
318297	5	exceptional_plus5	0,0,0,0	12,12,1,3
318310	5	exceptional_plus5	0,0,0,0	12,12,1,3
318323	5	exceptional_plus5	0,0,0,0	12,12,1,3
318336	5	exceptional_plus5	0,0,0,0	12,12,1,3
318349	5	exceptional_plus5	0,0,0,0	12,12,1,3
318362	5	exceptional_plus5	0,0,0,0	12,12,1,3
318375	5	exceptional_plus5	0,0,0,0	12,12,1,3
318388	5	exceptional_plus5	0,0,0,0	12,12,1,3
318401	5	exceptional_plus5	0,0,0,0	12,12,1,3
318414	5	exceptional_plus5	0,0,0,0	12,12,1,3
318427	5	exceptional_plus5	0,0,0,0	12,12,1,3
318440	5	exceptional_plus5	0,0,0,0	12,12,1,3
318453	5	exceptional_plus5	0,0,0,0	12,12,1,3
318466	5	exceptional_plus5	0,0,0,0	12,12,1,3
318479	5	exceptional_plus5	0,0,0,0	12,12,1,3
318492	5	exceptional_plus5	0,0,0,0	12,12,1,3
318505	5	exceptional_plus5	0,0,0,0	12,12,1,3
318518	5	exceptional_plus5	0,0,0,0	12,12,1,3
318531	5	exceptional_plus5	0,0,0,0	12,12,1,3
318544	5	exceptional_plus5	0,0,0,0	12,12,1,3
318557	5	exceptional_plus5	0,0,0,0	12,12,1,3
318570	5	exceptional_plus5	0,0,0,0	12,12,1,3
318583	5	exceptional_plus5	0,0,0,0	12,12,1,3
318596	5	exceptional_plus5	0,0,0,0	12,12,1,3
318609	5	exceptional_plus5	0,0,0,0	12,12,1,3
318622	5	exceptional_plus5	0,0,0,0	12,12,1,3
318635	5	exceptional_plus5	0,0,0,0	12,12,1,3
318648	5	exceptional_plus5	0,0,0,0	12,12,1,3
318661	5	exceptional_plus5	0,0,0,0	12,12,1,3
318674	5	exceptional_plus5	0,0,0,0	12,12,1,3
318687	5	exceptional_plus5	0,0,0,0	12,12,1,3
318700	5	exceptional_plus5	0,0,0,0	12,12,1,3
318713	5	exceptional_plus5	0,0,0,0	12,12,1,3
318726	5	exceptional_plus5	0,0,0,0	12,12,1,3
318739	5	exceptional_plus5	0,0,0,0	12,12,1,3
318752	5	exceptional_plus5	0,0,0,0	12,12,1,3
318765	5	exceptional_plus5	0,0,0,0	12,12,1,3
318778	5	exceptional_plus5	0,0,0,0	12,12,1,3
318791	5	exceptional_plus5	0,0,0,0	12,12,1,3
318804	5	exceptional_plus5	0,0,0,0	12,12,1,3
318817	5	exceptional_plus5	0,0,0,0	12,12,1,3
318830	5	exceptional_plus5	0,0,0,0	12,12,1,3
318843	5	exceptional_plus5	0,0,0,0	12,12,1,3
318856	5	exceptional_plus5	0,0,0,0	12,12,1,3
318869	5	exceptional_plus5	0,0,0,0	12,12,1,3
318882	5	exceptional_plus5	0,0,0,0	12,12,1,3
318895	5	exceptional_plus5	0,0,0,0	12,12,1,3
318908	5	exceptional_plus5	0,0,0,0	12,12,1,3
318921	5	exceptional_plus5	0,0,0,0	12,12,1,3
318934	5	exceptional_plus5	0,0,0,0	12,12,1,3
318947	5	exceptional_plus5	0,0,0,0	12,12,1,3
318960	5	exceptional_plus5	0,0,0,0	12,12,1,3
318973	5	exceptional_plus5	0,0,0,0	12,12,1,3
318986	5	exceptional_plus5	0,0,0,0	12,12,1,3
318999	5	exceptional_plus5	0,0,0,0	12,12,1,3
319012	5	exceptional_plus5	0,0,0,0	12,12,1,3
319025	5	exceptional_plus5	0,0,0,0	12,12,1,3
319038	5	exceptional_plus5	0,0,0,0	12,12,1,3
319051	5	exceptional_plus5	0,0,0,0	12,12,1,3
319064	5	exceptional_plus5	0,0,0,0	12,12,1,3
319077	5	exceptional_plus5	0,0,0,0	12,12,1,3
319090	5	exceptional_plus5	0,0,0,0	12,12,1,3
319103	5	exceptional_plus5	0,0,0,0	12,12,1,3
319116	5	exceptional_plus5	0,0,0,0	12,12,1,3
319129	5	exceptional_plus5	0,0,0,0	12,12,1,3
319142	5	exceptional_plus5	0,0,0,0	12,12,1,3
319155	5	exceptional_plus5	0,0,0,0	12,12,1,3
319168	5	exceptional_plus5	0,0,0,0	12,12,1,3
319181	5	exceptional_plus5	0,0,0,0	12,12,1,3
319194	5	exceptional_plus5	0,0,0,0	12,12,1,3
319207	5	exceptional_plus5	0,0,0,0	12,12,1,3
319220	5	exceptional_plus5	0,0,0,0	12,12,1,3
319233	5	exceptional_plus5	0,0,0,0	12,12,1,3
319246	5	exceptional_plus5	0,0,0,0	12,12,1,3
319259	5	exceptional_plus5	0,0,0,0	12,12,1,3
319272	5	exceptional_plus5	0,0,0,0	12,12,1,3
319285	5	exceptional_plus5	0,0,0,0	12,12,1,3
319298	5	exceptional_plus5	0,0,0,0	12,12,1,3
319311	5	exceptional_plus5	0,0,0,0	12,12,1,3
319324	5	exceptional_plus5	0,0,0,0	12,12,1,3
319337	5	exceptional_plus5	0,0,0,0	12,12,1,3
319350	5	exceptional_plus5	0,0,0,0	12,12,1,3
319363	5	exceptional_plus5	0,0,0,0	12,12,1,3
319376	5	exceptional_plus5	0,0,0,0	12,12,1,3
319389	5	exceptional_plus5	0,0,0,0	12,12,1,3
319402	5	exceptional_plus5	0,0,0,0	12,12,1,3
319415	5	exceptional_plus5	0,0,0,0	12,12,1,3
319428	5	exceptional_plus5	0,0,0,0	12,12,1,3
319441	5	exceptional_plus5	0,0,0,0	12,12,1,3
319454	5	exceptional_plus5	0,0,0,0	12,12,1,3
319467	5	exceptional_plus5	0,0,0,0	12,12,1,3
319480	5	exceptional_plus5	0,0,0,0	12,12,1,3
319493	5	exceptional_plus5	0,0,0,0	12,12,1,3
319506	5	exceptional_plus5	0,0,0,0	12,12,1,3
319519	5	exceptional_plus5	0,0,0,0	12,12,1,3
319532	5	exceptional_plus5	0,0,0,0	12,12,1,3
319545	5	exceptional_plus5	0,0,0,0	12,12,1,3
319558	5	exceptional_plus5	0,0,0,0	12,12,1,3
319571	5	exceptional_plus5	0,0,0,0	12,12,1,3
319584	5	exceptional_plus5	0,0,0,0	12,12,1,3
319597	5	exceptional_plus5	0,0,0,0	12,12,1,3
319610	5	exceptional_plus5	0,0,0,0	12,12,1,3
319623	5	exceptional_plus5	0,0,0,0	12,12,1,3
319636	5	exceptional_plus5	0,0,0,0	12,12,1,3
319649	5	exceptional_plus5	0,0,0,0	12,12,1,3
319662	5	exceptional_plus5	0,0,0,0	12,12,1,3
319675	5	exceptional_plus5	0,0,0,0	12,12,1,3
319688	5	exceptional_plus5	0,0,0,0	12,12,1,3
319701	5	exceptional_plus5	0,0,0,0	12,12,1,3
319714	5	exceptional_plus5	0,0,0,0	12,12,1,3
319727	5	exceptional_plus5	0,0,0,0	12,12,1,3
319740	5	exceptional_plus5	0,0,0,0	12,12,1,3
319753	5	exceptional_plus5	0,0,0,0	12,12,1,3
319766	5	exceptional_plus5	0,0,0,0	12,12,1,3
319779	5	exceptional_plus5	0,0,0,0	12,12,1,3
319792	5	exceptional_plus5	0,0,0,0	12,12,1,3
319805	5	exceptional_plus5	0,0,0,0	12,12,1,3
319818	5	exceptional_plus5	0,0,0,0	12,12,1,3
319831	5	exceptional_plus5	0,0,0,0	12,12,1,3
319844	5	exceptional_plus5	0,0,0,0	12,12,1,3
319857	5	exceptional_plus5	0,0,0,0	12,12,1,3
319870	5	exceptional_plus5	0,0,0,0	12,12,1,3
319883	5	exceptional_plus5	0,0,0,0	12,12,1,3
319896	5	exceptional_plus5	0,0,0,0	12,12,1,3
319909	5	exceptional_plus5	0,0,0,0	12,12,1,3
319922	5	exceptional_plus5	0,0,0,0	12,12,1,3
319935	5	exceptional_plus5	0,0,0,0	12,12,1,3
319948	5	exceptional_plus5	0,0,0,0	12,12,1,3
319961	5	exceptional_plus5	0,0,0,0	12,12,1,3
319974	5	exceptional_plus5	0,0,0,0	12,12,1,3
319987	5	exceptional_plus5	0,0,0,0	12,12,1,3
320000	5	exceptional_plus5	0,0,0,0	12,12,1,3
320013	5	exceptional_plus5	0,0,0,0	12,12,1,3
320026	5	exceptional_plus5	0,0,0,0	12,12,1,3
320039	5	exceptional_plus5	0,0,0,0	12,12,1,3
320052	5	exceptional_plus5	0,0,0,0	12,12,1,3
320065	5	exceptional_plus5	0,0,0,0	12,12,1,3
320078	5	exceptional_plus5	0,0,0,0	12,12,1,3
320091	5	exceptional_plus5	0,0,0,0	12,12,1,3
320104	5	exceptional_plus5	0,0,0,0	12,12,1,3
320117	5	exceptional_plus5	0,0,0,0	12,12,1,3
320130	5	exceptional_plus5	0,0,0,0	12,12,1,3
320143	5	exceptional_plus5	0,0,0,0	12,12,1,3
320156	5	exceptional_plus5	0,0,0,0	12,12,1,3
320169	5	exceptional_plus5	0,0,0,0	12,12,1,3
320182	5	exceptional_plus5	0,0,0,0	12,12,1,3
320195	5	exceptional_plus5	0,0,0,0	12,12,1,3
320208	5	exceptional_plus5	0,0,0,0	12,12,1,3
320221	5	exceptional_plus5	0,0,0,0	12,12,1,3
320234	5	exceptional_plus5	0,0,0,0	12,12,1,3
320247	5	exceptional_plus5	0,0,0,0	12,12,1,3
320260	5	exceptional_plus5	0,0,0,0	12,12,1,3
320273	5	exceptional_plus5	0,0,0,0	12,12,1,3
320286	5	exceptional_plus5	0,0,0,0	12,12,1,3
320299	5	exceptional_plus5	0,0,0,0	12,12,1,3
320312	5	exceptional_plus5	0,0,0,0	12,12,1,3
320325	5	exceptional_plus5	0,0,0,0	12,12,1,3
320338	5	exceptional_plus5	0,0,0,0	12,12,1,3
320351	5	exceptional_plus5	0,0,0,0	12,12,1,3
320364	5	exceptional_plus5	0,0,0,0	12,12,1,3
320377	5	exceptional_plus5	0,0,0,0	12,12,1,3
320390	5	exceptional_plus5	0,0,0,0	12,12,1,3
320403	5	exceptional_plus5	0,0,0,0	12,12,1,3
320416	5	exceptional_plus5	0,0,0,0	12,12,1,3
320429	5	exceptional_plus5	0,0,0,0	12,12,1,3
320442	5	exceptional_plus5	0,0,0,0	12,12,1,3
320455	5	exceptional_plus5	0,0,0,0	12,12,1,3
320468	5	exceptional_plus5	0,0,0,0	12,12,1,3
320481	5	exceptional_plus5	0,0,0,0	12,12,1,3
320494	5	exceptional_plus5	0,0,0,0	12,12,1,3
320507	5	exceptional_plus5	0,0,0,0	12,12,1,3
320520	5	exceptional_plus5	0,0,0,0	12,12,1,3
320533	5	exceptional_plus5	0,0,0,0	12,12,1,3
320546	5	exceptional_plus5	0,0,0,0	12,12,1,3
320559	5	exceptional_plus5	0,0,0,0	12,12,1,3
320572	5	exceptional_plus5	0,0,0,0	12,12,1,3
320585	5	exceptional_plus5	0,0,0,0	12,12,1,3
320598	5	exceptional_plus5	0,0,0,0	12,12,1,3
320611	5	exceptional_plus5	0,0,0,0	12,12,1,3
320624	5	exceptional_plus5	0,0,0,0	12,12,1,3
320637	5	exceptional_plus5	0,0,0,0	12,12,1,3
320650	5	exceptional_plus5	0,0,0,0	12,12,1,3
320663	5	exceptional_plus5	0,0,0,0	12,12,1,3
320676	5	exceptional_plus5	0,0,0,0	12,12,1,3
320689	5	exceptional_plus5	0,0,0,0	12,12,1,3
320702	5	exceptional_plus5	0,0,0,0	12,12,1,3
320715	5	exceptional_plus5	0,0,0,0	12,12,1,3
320728	5	exceptional_plus5	0,0,0,0	12,12,1,3
320741	5	exceptional_plus5	0,0,0,0	12,12,1,3
320754	5	exceptional_plus5	0,0,0,0	12,12,1,3
320767	5	exceptional_plus5	0,0,0,0	12,12,1,3
320780	5	exceptional_plus5	0,0,0,0	12,12,1,3
320793	5	exceptional_plus5	0,0,0,0	12,12,1,3
320806	5	exceptional_plus5	0,0,0,0	12,12,1,3
320819	5	exceptional_plus5	0,0,0,0	12,12,1,3
320832	5	exceptional_plus5	0,0,0,0	12,12,1,3
320845	5	exceptional_plus5	0,0,0,0	12,12,1,3
320858	5	exceptional_plus5	0,0,0,0	12,12,1,3
320871	5	exceptional_plus5	0,0,0,0	12,12,1,3
320884	5	exceptional_plus5	0,0,0,0	12,12,1,3
320897	5	exceptional_plus5	0,0,0,0	12,12,1,3
320910	5	exceptional_plus5	0,0,0,0	12,12,1,3
320923	5	exceptional_plus5	0,0,0,0	12,12,1,3
320936	5	exceptional_plus5	0,0,0,0	12,12,1,3
320949	5	exceptional_plus5	0,0,0,0	12,12,1,3
320962	5	exceptional_plus5	0,0,0,0	12,12,1,3
320975	5	exceptional_plus5	0,0,0,0	12,12,1,3
320988	5	exceptional_plus5	0,0,0,0	12,12,1,3
321001	5	exceptional_plus5	0,0,0,0	12,12,1,3
321014	5	exceptional_plus5	0,0,0,0	12,12,1,3
321027	5	exceptional_plus5	0,0,0,0	12,12,1,3
321040	5	exceptional_plus5	0,0,0,0	12,12,1,3
321053	5	exceptional_plus5	0,0,0,0	12,12,1,3
321066	5	exceptional_plus5	0,0,0,0	12,12,1,3
321079	5	exceptional_plus5	0,0,0,0	12,12,1,3
321092	5	exceptional_plus5	0,0,0,0	12,12,1,3
321105	5	exceptional_plus5	0,0,0,0	12,12,1,3
321118	5	exceptional_plus5	0,0,0,0	12,12,1,3
321131	5	exceptional_plus5	0,0,0,0	12,12,1,3
321144	5	exceptional_plus5	0,0,0,0	12,12,1,3
321157	5	exceptional_plus5	0,0,0,0	12,12,1,3
321170	5	exceptional_plus5	0,0,0,0	12,12,1,3
321183	5	exceptional_plus5	0,0,0,0	12,12,1,3
321196	5	exceptional_plus5	0,0,0,0	12,12,1,3
321209	5	exceptional_plus5	0,0,0,0	12,12,1,3
321222	5	exceptional_plus5	0,0,0,0	12,12,1,3
321235	5	exceptional_plus5	0,0,0,0	12,12,1,3
321248	5	exceptional_plus5	0,0,0,0	12,12,1,3
321261	5	exceptional_plus5	0,0,0,0	12,12,1,3
321274	5	exceptional_plus5	0,0,0,0	12,12,1,3
321287	5	exceptional_plus5	0,0,0,0	12,12,1,3
321300	5	exceptional_plus5	0,0,0,0	12,12,1,3
321313	5	exceptional_plus5	0,0,0,0	12,12,1,3
321326	5	exceptional_plus5	0,0,0,0	12,12,1,3
321339	5	exceptional_plus5	0,0,0,0	12,12,1,3
321352	5	exceptional_plus5	0,0,0,0	12,12,1,3
321365	5	exceptional_plus5	0,0,0,0	12,12,1,3
321378	5	exceptional_plus5	0,0,0,0	12,12,1,3
321391	5	exceptional_plus5	0,0,0,0	12,12,1,3
321404	5	exceptional_plus5	0,0,0,0	12,12,1,3
321417	5	exceptional_plus5	0,0,0,0	12,12,1,3
321430	5	exceptional_plus5	0,0,0,0	12,12,1,3
321443	5	exceptional_plus5	0,0,0,0	12,12,1,3
321456	5	exceptional_plus5	0,0,0,0	12,12,1,3
321469	5	exceptional_plus5	0,0,0,0	12,12,1,3
321482	5	exceptional_plus5	0,0,0,0	12,12,1,3
321495	5	exceptional_plus5	0,0,0,0	12,12,1,3
321508	5	exceptional_plus5	0,0,0,0	12,12,1,3
321521	5	exceptional_plus5	0,0,0,0	12,12,1,3
321534	5	exceptional_plus5	0,0,0,0	12,12,1,3
321547	5	exceptional_plus5	0,0,0,0	12,12,1,3
321560	5	exceptional_plus5	0,0,0,0	12,12,1,3
321573	5	exceptional_plus5	0,0,0,0	12,12,1,3
321586	5	exceptional_plus5	0,0,0,0	12,12,1,3
321599	5	exceptional_plus5	0,0,0,0	12,12,1,3
321612	5	exceptional_plus5	0,0,0,0	12,12,1,3
321625	5	exceptional_plus5	0,0,0,0	12,12,1,3
321638	5	exceptional_plus5	0,0,0,0	12,12,1,3
321651	5	exceptional_plus5	0,0,0,0	12,12,1,3
321664	5	exceptional_plus5	0,0,0,0	12,12,1,3
321677	5	exceptional_plus5	0,0,0,0	12,12,1,3
321690	5	exceptional_plus5	0,0,0,0	12,12,1,3
321703	5	exceptional_plus5	0,0,0,0	12,12,1,3
321716	5	exceptional_plus5	0,0,0,0	12,12,1,3
321729	5	exceptional_plus5	0,0,0,0	12,12,1,3
321742	5	exceptional_plus5	0,0,0,0	12,12,1,3
321755	5	exceptional_plus5	0,0,0,0	12,12,1,3
321768	5	exceptional_plus5	0,0,0,0	12,12,1,3
321781	5	exceptional_plus5	0,0,0,0	12,12,1,3
321794	5	exceptional_plus5	0,0,0,0	12,12,1,3
321807	5	exceptional_plus5	0,0,0,0	12,12,1,3
321820	5	exceptional_plus5	0,0,0,0	12,12,1,3
321833	5	exceptional_plus5	0,0,0,0	12,12,1,3
321846	5	exceptional_plus5	0,0,0,0	12,12,1,3
321859	5	exceptional_plus5	0,0,0,0	12,12,1,3
321872	5	exceptional_plus5	0,0,0,0	12,12,1,3
321885	5	exceptional_plus5	0,0,0,0	12,12,1,3
321898	5	exceptional_plus5	0,0,0,0	12,12,1,3
321911	5	exceptional_plus5	0,0,0,0	12,12,1,3
321924	5	exceptional_plus5	0,0,0,0	12,12,1,3
321937	5	exceptional_plus5	0,0,0,0	12,12,1,3
321950	5	exceptional_plus5	0,0,0,0	12,12,1,3
321963	5	exceptional_plus5	0,0,0,0	12,12,1,3
321976	5	exceptional_plus5	0,0,0,0	12,12,1,3
321989	5	exceptional_plus5	0,0,0,0	12,12,1,3
322002	5	exceptional_plus5	0,0,0,0	12,12,1,3
322015	5	exceptional_plus5	0,0,0,0	12,12,1,3
322028	5	exceptional_plus5	0,0,0,0	12,12,1,3
322041	5	exceptional_plus5	0,0,0,0	12,12,1,3
322054	5	exceptional_plus5	0,0,0,0	12,12,1,3
322067	5	exceptional_plus5	0,0,0,0	12,12,1,3
322080	5	exceptional_plus5	0,0,0,0	12,12,1,3
322093	5	exceptional_plus5	0,0,0,0	12,12,1,3
322106	5	exceptional_plus5	0,0,0,0	12,12,1,3
322119	5	exceptional_plus5	0,0,0,0	12,12,1,3
322132	5	exceptional_plus5	0,0,0,0	12,12,1,3
322145	5	exceptional_plus5	0,0,0,0	12,12,1,3
322158	5	exceptional_plus5	0,0,0,0	12,12,1,3
322171	5	exceptional_plus5	0,0,0,0	12,12,1,3
322184	5	exceptional_plus5	0,0,0,0	12,12,1,3
322197	5	exceptional_plus5	0,0,0,0	12,12,1,3
322210	5	exceptional_plus5	0,0,0,0	12,12,1,3
322223	5	exceptional_plus5	0,0,0,0	12,12,1,3
322236	5	exceptional_plus5	0,0,0,0	12,12,1,3
322249	5	exceptional_plus5	0,0,0,0	12,12,1,3
322262	5	exceptional_plus5	0,0,0,0	12,12,1,3
322275	5	exceptional_plus5	0,0,0,0	12,12,1,3
322288	5	exceptional_plus5	0,0,0,0	12,12,1,3
322301	5	exceptional_plus5	0,0,0,0	12,12,1,3
322314	5	exceptional_plus5	0,0,0,0	12,12,1,3
322327	5	exceptional_plus5	0,0,0,0	12,12,1,3
322340	5	exceptional_plus5	0,0,0,0	12,12,1,3
322353	5	exceptional_plus5	0,0,0,0	12,12,1,3
322366	5	exceptional_plus5	0,0,0,0	12,12,1,3
322379	5	exceptional_plus5	0,0,0,0	12,12,1,3
322392	5	exceptional_plus5	0,0,0,0	12,12,1,3
322405	5	exceptional_plus5	0,0,0,0	12,12,1,3
322418	5	exceptional_plus5	0,0,0,0	12,12,1,3
322431	5	exceptional_plus5	0,0,0,0	12,12,1,3
322444	5	exceptional_plus5	0,0,0,0	12,12,1,3
322457	5	exceptional_plus5	0,0,0,0	12,12,1,3
322470	5	exceptional_plus5	0,0,0,0	12,12,1,3
322483	5	exceptional_plus5	0,0,0,0	12,12,1,3
322496	5	exceptional_plus5	0,0,0,0	12,12,1,3
322509	5	exceptional_plus5	0,0,0,0	12,12,1,3
322522	5	exceptional_plus5	0,0,0,0	12,12,1,3
322535	5	exceptional_plus5	0,0,0,0	12,12,1,3
322548	5	exceptional_plus5	0,0,0,0	12,12,1,3
322561	5	exceptional_plus5	0,0,0,0	12,12,1,3
322574	5	exceptional_plus5	0,0,0,0	12,12,1,3
322587	5	exceptional_plus5	0,0,0,0	12,12,1,3
322600	5	exceptional_plus5	0,0,0,0	12,12,1,3
322613	5	exceptional_plus5	0,0,0,0	12,12,1,3
322626	5	exceptional_plus5	0,0,0,0	12,12,1,3
322639	5	exceptional_plus5	0,0,0,0	12,12,1,3
322652	5	exceptional_plus5	0,0,0,0	12,12,1,3
322665	5	exceptional_plus5	0,0,0,0	12,12,1,3
322678	5	exceptional_plus5	0,0,0,0	12,12,1,3
322691	5	exceptional_plus5	0,0,0,0	12,12,1,3
322704	5	exceptional_plus5	0,0,0,0	12,12,1,3
322717	5	exceptional_plus5	0,0,0,0	12,12,1,3
322730	5	exceptional_plus5	0,0,0,0	12,12,1,3
322743	5	exceptional_plus5	0,0,0,0	12,12,1,3
322756	5	exceptional_plus5	0,0,0,0	12,12,1,3
322769	5	exceptional_plus5	0,0,0,0	12,12,1,3
322782	5	exceptional_plus5	0,0,0,0	12,12,1,3
322795	5	exceptional_plus5	0,0,0,0	12,12,1,3
322808	5	exceptional_plus5	0,0,0,0	12,12,1,3
322821	5	exceptional_plus5	0,0,0,0	12,12,1,3
322834	5	exceptional_plus5	0,0,0,0	12,12,1,3
322847	5	exceptional_plus5	0,0,0,0	12,12,1,3
322860	5	exceptional_plus5	0,0,0,0	12,12,1,3
322873	5	exceptional_plus5	0,0,0,0	12,12,1,3
322886	5	exceptional_plus5	0,0,0,0	12,12,1,3
322899	5	exceptional_plus5	0,0,0,0	12,12,1,3
322912	5	exceptional_plus5	0,0,0,0	12,12,1,3
322925	5	exceptional_plus5	0,0,0,0	12,12,1,3
322938	5	exceptional_plus5	0,0,0,0	12,12,1,3
322951	5	exceptional_plus5	0,0,0,0	12,12,1,3
322964	5	exceptional_plus5	0,0,0,0	12,12,1,3
322977	5	exceptional_plus5	0,0,0,0	12,12,1,3
322990	5	exceptional_plus5	0,0,0,0	12,12,1,3
323003	5	exceptional_plus5	0,0,0,0	12,12,1,3
323016	5	exceptional_plus5	0,0,0,0	12,12,1,3
323029	5	exceptional_plus5	0,0,0,0	12,12,1,3
323042	5	exceptional_plus5	0,0,0,0	12,12,1,3
323055	5	exceptional_plus5	0,0,0,0	12,12,1,3
323068	5	exceptional_plus5	0,0,0,0	12,12,1,3
323081	5	exceptional_plus5	0,0,0,0	12,12,1,3
323094	5	exceptional_plus5	0,0,0,0	12,12,1,3
323107	5	exceptional_plus5	0,0,0,0	12,12,1,3
323120	5	exceptional_plus5	0,0,0,0	12,12,1,3
323133	5	exceptional_plus5	0,0,0,0	12,12,1,3
323146	5	exceptional_plus5	0,0,0,0	12,12,1,3
323159	5	exceptional_plus5	0,0,0,0	12,12,1,3
323172	5	exceptional_plus5	0,0,0,0	12,12,1,3
323185	5	exceptional_plus5	0,0,0,0	12,12,1,3
323198	5	exceptional_plus5	0,0,0,0	12,12,1,3
323211	5	exceptional_plus5	0,0,0,0	12,12,1,3
323224	5	exceptional_plus5	0,0,0,0	12,12,1,3
323237	5	exceptional_plus5	0,0,0,0	12,12,1,3
323250	5	exceptional_plus5	0,0,0,0	12,12,1,3
323263	5	exceptional_plus5	0,0,0,0	12,12,1,3
323276	5	exceptional_plus5	0,0,0,0	12,12,1,3
323289	5	exceptional_plus5	0,0,0,0	12,12,1,3
323302	5	exceptional_plus5	0,0,0,0	12,12,1,3
323315	5	exceptional_plus5	0,0,0,0	12,12,1,3
323328	5	exceptional_plus5	0,0,0,0	12,12,1,3
323341	5	exceptional_plus5	0,0,0,0	12,12,1,3
323354	5	exceptional_plus5	0,0,0,0	12,12,1,3
323367	5	exceptional_plus5	0,0,0,0	12,12,1,3
323380	5	exceptional_plus5	0,0,0,0	12,12,1,3
323393	5	exceptional_plus5	0,0,0,0	12,12,1,3
323406	5	exceptional_plus5	0,0,0,0	12,12,1,3
323419	5	exceptional_plus5	0,0,0,0	12,12,1,3
323432	5	exceptional_plus5	0,0,0,0	12,12,1,3
323445	5	exceptional_plus5	0,0,0,0	12,12,1,3
323458	5	exceptional_plus5	0,0,0,0	12,12,1,3
323471	5	exceptional_plus5	0,0,0,0	12,12,1,3
323484	5	exceptional_plus5	0,0,0,0	12,12,1,3
323497	5	exceptional_plus5	0,0,0,0	12,12,1,3
323510	5	exceptional_plus5	0,0,0,0	12,12,1,3
323523	5	exceptional_plus5	0,0,0,0	12,12,1,3
323536	5	exceptional_plus5	0,0,0,0	12,12,1,3
323549	5	exceptional_plus5	0,0,0,0	12,12,1,3
323562	5	exceptional_plus5	0,0,0,0	12,12,1,3
323575	5	exceptional_plus5	0,0,0,0	12,12,1,3
323588	5	exceptional_plus5	0,0,0,0	12,12,1,3
323601	5	exceptional_plus5	0,0,0,0	12,12,1,3
323614	5	exceptional_plus5	0,0,0,0	12,12,1,3
323627	5	exceptional_plus5	0,0,0,0	12,12,1,3
323640	5	exceptional_plus5	0,0,0,0	12,12,1,3
323653	5	exceptional_plus5	0,0,0,0	12,12,1,3
323666	5	exceptional_plus5	0,0,0,0	12,12,1,3
323679	5	exceptional_plus5	0,0,0,0	12,12,1,3
323692	5	exceptional_plus5	0,0,0,0	12,12,1,3
