p	u	t	w	pairing	a	b	c	d	ordD3	ordD4	D4div2
17	3	14	2	1	2	12	7	4	3	4	1
17	3	14	2	2	2	7	12	4	3	4	1
17	3	14	2	3	2	4	12	7	3	4	1
17	3	14	2	1	15	5	10	13	3	4	1
17	3	14	2	2	15	10	5	13	3	4	1
17	3	14	2	3	15	13	5	10	3	4	1
