p	u	t	w	a	b	c	d	flags	r0	r1	r2	r3
11	4	5	10	6	6	2	8	qgcd+rootrep	4	1	1	4
11	4	9	10	0	5	2	8	qrep+root0+rad0	0	0	9	5
11	4	9	10	0	6	9	3	qrep+root0+rad0	0	0	9	5
11	4	10	10	5	6	9	2	rootrep+rad0	1	0	0	0
11	4	10	10	5	6	2	9	rootrep+rad0	1	0	0	0
11	4	10	10	6	5	9	2	rootrep+rad0	1	0	0	0
11	4	10	10	6	5	2	9	rootrep+rad0	1	0	0	0
11	5	0	4	0	4	4	3	t0+qgcd+root0+rootrep+rad0	0	0	5	5
11	5	0	4	0	4	7	3	t0+qgcd+root0+rootrep+rad0	0	0	0	0
11	5	0	4	0	4	7	8	t0+qgcd+root0+rootrep+rad0	0	0	0	0
11	5	0	4	0	7	4	3	t0+qgcd+root0+rootrep+rad0	0	0	0	0
11	5	0	4	0	7	4	8	t0+qgcd+root0+rootrep+rad0	0	0	0	0
11	5	0	4	0	7	7	8	t0+qgcd+root0+rootrep+rad0	0	0	5	5
11	5	2	4	0	1	1	7	qgcd+root0+rootrep+rad0	0	0	5	5
11	5	2	4	0	1	10	4	qgcd+root0+rootrep+rad0	0	0	0	0
11	5	2	4	0	1	10	7	qgcd+root0+rootrep+rad0	0	0	0	0
11	5	2	4	0	10	1	4	qgcd+root0+rootrep+rad0	0	0	0	0
11	5	2	4	0	10	1	7	qgcd+root0+rootrep+rad0	0	0	0	0
11	5	2	4	0	10	10	4	qgcd+root0+rootrep+rad0	0	0	5	5
11	5	9	3	5	9	9	4	qgcd+rootrep	3	9	4	4
11	5	9	3	6	2	2	7	qgcd+rootrep	3	9	4	4
11	6	0	0	0	0	3	8	t0+qgcd+root0+rootrep+rad0	0	0	0	0
11	6	0	0	0	0	8	3	t0+qgcd+root0+rootrep+rad0	0	0	0	0
11	6	3	1	5	6	9	7	qrep+qgcd+rootrep+rad0	9	0	0	1
11	6	3	1	5	6	2	4	qrep+qgcd+rootrep+rad0	9	0	0	1
11	6	3	1	6	5	9	7	qrep+qgcd+rootrep+rad0	9	0	0	1
11	6	3	1	6	5	2	4	qrep+qgcd+rootrep+rad0	9	0	0	1
11	7	6	0	4	4	7	7	rootrep+rad0	3	0	0	0
11	7	6	0	4	7	4	7	rootrep+rad0	3	0	0	0
11	7	6	0	4	7	7	4	rootrep+rad0	3	0	0	0
11	7	6	0	7	4	4	7	rootrep+rad0	3	0	0	0
11	7	6	0	7	4	7	4	rootrep+rad0	3	0	0	0
11	7	6	0	7	7	4	4	rootrep+rad0	3	0	0	0
11	9	0	1	0	5	3	3	t0+qgcd+root0+rootrep+rad0	0	0	5	3
11	9	0	1	0	5	3	8	t0+qgcd+root0+rootrep+rad0	0	0	4	0
11	9	0	1	0	5	8	3	t0+qgcd+root0+rootrep+rad0	0	0	4	0
11	9	0	1	0	6	3	8	t0+qgcd+root0+rootrep+rad0	0	0	4	0
11	9	0	1	0	6	8	3	t0+qgcd+root0+rootrep+rad0	0	0	4	0
11	9	0	1	0	6	8	8	t0+qgcd+root0+rootrep+rad0	0	0	5	3
11	9	7	10	5	6	3	8	rootrep+rad0	5	0	0	0
11	9	7	10	5	6	8	3	rootrep+rad0	5	0	0	0
11	9	7	10	6	5	3	8	rootrep+rad0	5	0	0	0
11	9	7	10	6	5	8	3	rootrep+rad0	5	0	0	0
11	10	0	6	0	5	5	2	t0+qgcd+root0+rootrep+rad0	0	0	1	1
11	10	0	6	0	5	6	9	t0+qgcd+root0+rootrep+rad0	0	0	0	0
11	10	0	6	0	5	6	2	t0+qgcd+root0+rootrep+rad0	0	0	0	0
11	10	0	6	0	6	5	9	t0+qgcd+root0+rootrep+rad0	0	0	0	0
11	10	0	6	0	6	5	2	t0+qgcd+root0+rootrep+rad0	0	0	0	0
11	10	0	6	0	6	6	9	t0+qgcd+root0+rootrep+rad0	0	0	1	1
11	10	5	6	9	4	7	8	qrep+qgcd+rootrep+rad0	3	1	0	0
11	10	5	6	9	7	4	8	qrep+qgcd+rootrep+rad0	3	1	0	0
11	10	5	6	9	7	7	3	qrep+qgcd+rootrep	3	5	5	5
11	10	5	6	2	4	4	8	qrep+qgcd+rootrep	3	5	5	5
11	10	5	6	2	4	7	3	qrep+qgcd+rootrep+rad0	3	1	0	0
11	10	5	6	2	7	4	3	qrep+qgcd+rootrep+rad0	3	1	0	0
