prime	torsion_coset	m	n	k	ord_g1	ord_g2	ord_g3	state	t
83	1	23	12	53	92	92	92	2	18
83	1	23	12	54	92	92	92	2	74
83	1	23	12	59	92	92	92	3	47
83	1	23	12	63	92	92	92	3	47
83	1	23	12	68	92	92	92	2	74
83	1	23	12	69	92	92	92	2	18
83	1	23	12	84	92	92	92	3	0
83	1	23	13	2	92	92	92	3	47
83	1	23	13	7	92	92	92	2	74
83	1	23	13	8	92	92	92	2	18
83	1	23	13	23	92	92	92	3	0
83	1	23	13	36	92	92	92	3	inf
83	1	23	13	38	92	92	92	2	65
83	1	23	13	39	92	92	92	2	9
83	1	23	13	44	92	92	92	3	36
83	1	23	13	48	92	92	92	3	36
83	1	23	13	53	92	92	92	2	9
83	1	23	13	54	92	92	92	2	65
83	1	23	13	69	92	92	92	3	0
83	1	23	13	84	92	92	92	2	18
83	1	23	13	85	92	92	92	2	74
83	1	23	13	90	92	92	92	3	47
83	1	23	14	8	92	92	92	3	0
83	1	23	14	23	92	92	92	2	18
83	1	23	14	24	92	92	92	2	74
83	1	23	14	29	92	92	92	3	47
83	1	23	14	33	92	92	92	3	47
83	1	23	14	38	92	92	92	2	74
83	1	23	14	39	92	92	92	2	18
83	1	23	14	54	92	92	92	3	0
83	1	23	14	67	92	92	92	3	inf
83	1	23	14	69	92	92	92	2	65
83	1	23	14	70	92	92	92	2	9
83	1	23	14	75	92	92	92	3	36
83	1	23	14	79	92	92	92	3	36
83	1	23	14	84	92	92	92	2	9
83	1	23	14	85	92	92	92	2	65
83	1	23	15	6	92	92	92	3	inf
83	1	23	15	8	92	92	92	2	65
83	1	23	15	9	92	92	92	2	9
83	1	23	15	14	92	92	92	3	36
83	1	23	15	18	92	92	92	3	36
83	1	23	15	23	92	92	92	2	9
83	1	23	15	24	92	92	92	2	65
83	1	23	15	39	92	92	92	3	0
83	1	23	15	54	92	92	92	2	18
83	1	23	15	55	92	92	92	2	74
83	1	23	15	60	92	92	92	3	47
83	1	23	15	64	92	92	92	3	47
83	1	23	15	69	92	92	92	2	74
83	1	23	15	70	92	92	92	2	18
83	1	23	15	85	92	92	92	3	0
83	1	23	16	3	92	92	92	3	47
83	1	23	16	8	92	92	92	2	74
83	1	23	16	9	92	92	92	2	18
83	1	23	16	24	92	92	92	3	0
83	1	23	16	37	92	92	92	3	inf
83	1	23	16	39	92	92	92	2	65
83	1	23	16	40	92	92	92	2	9
83	1	23	16	45	92	92	92	3	36
83	1	23	16	49	92	92	92	3	36
83	1	23	16	54	92	92	92	2	9
83	1	23	16	55	92	92	92	2	65
83	1	23	16	70	92	92	92	3	0
83	1	23	16	85	92	92	92	2	18
83	1	23	16	86	92	92	92	2	74
83	1	23	16	91	92	92	92	3	47
83	1	23	17	9	92	92	92	3	0
83	1	23	17	24	92	92	92	2	18
83	1	23	17	25	92	92	92	2	74
83	1	23	17	30	92	92	92	3	47
83	1	23	17	34	92	92	92	3	47
83	1	23	17	39	92	92	92	2	74
83	1	23	17	40	92	92	92	2	18
83	1	23	17	55	92	92	92	3	0
83	1	23	17	68	92	92	92	3	inf
83	1	23	17	70	92	92	92	2	65
83	1	23	17	71	92	92	92	2	9
83	1	23	17	76	92	92	92	3	36
83	1	23	17	80	92	92	92	3	36
83	1	23	17	85	92	92	92	2	9
83	1	23	17	86	92	92	92	2	65
83	1	23	18	7	92	92	92	3	inf
83	1	23	18	9	92	92	92	2	65
83	1	23	18	10	92	92	92	2	9
83	1	23	18	15	92	92	92	3	36
83	1	23	18	19	92	92	92	3	36
83	1	23	18	24	92	92	92	2	9
83	1	23	18	25	92	92	92	2	65
83	1	23	18	40	92	92	92	3	0
83	1	23	18	55	92	92	92	2	18
83	1	23	18	56	92	92	92	2	74
83	1	23	18	61	92	92	92	3	47
83	1	23	18	65	92	92	92	3	47
83	1	23	18	70	92	92	92	2	74
83	1	23	18	71	92	92	92	2	18
83	1	23	18	86	92	92	92	3	0
83	1	23	19	0	92	92	92	3	47
83	1	23	19	4	92	92	92	3	47
83	1	23	19	9	92	92	92	2	74
83	1	23	19	10	92	92	92	2	18
83	1	23	19	25	92	92	92	3	0
83	1	23	19	38	92	92	92	3	inf
83	1	23	19	40	92	92	92	2	65
83	1	23	19	41	92	92	92	2	9
83	1	23	19	46	92	92	92	3	36
83	1	23	19	50	92	92	92	3	36
83	1	23	19	55	92	92	92	2	9
83	1	23	19	56	92	92	92	2	65
83	1	23	19	71	92	92	92	3	0
83	1	23	19	86	92	92	92	2	18
83	1	23	19	87	92	92	92	2	74
83	1	23	20	10	92	92	92	3	0
83	1	23	20	25	92	92	92	2	18
83	1	23	20	26	92	92	92	2	74
83	1	23	20	31	92	92	92	3	47
83	1	23	20	35	92	92	92	3	47
83	1	23	20	40	92	92	92	2	74
83	1	23	20	41	92	92	92	2	18
83	1	23	20	56	92	92	92	3	0
83	1	23	20	69	92	92	92	3	inf
83	1	23	20	71	92	92	92	2	65
83	1	23	20	72	92	92	92	2	9
83	1	23	20	77	92	92	92	3	36
83	1	23	20	81	92	92	92	3	36
83	1	23	20	86	92	92	92	2	9
83	1	23	20	87	92	92	92	2	65
83	1	23	21	8	92	92	92	3	inf
83	1	23	21	10	92	92	92	2	65
83	1	23	21	11	92	92	92	2	9
83	1	23	21	16	92	92	92	3	36
83	1	23	21	20	92	92	92	3	36
83	1	23	21	25	92	92	92	2	9
83	1	23	21	26	92	92	92	2	65
83	1	23	21	41	92	92	92	3	0
83	1	23	21	56	92	92	92	2	18
83	1	23	21	57	92	92	92	2	74
83	1	23	21	62	92	92	92	3	47
83	1	23	21	66	92	92	92	3	47
83	1	23	21	71	92	92	92	2	74
83	1	23	21	72	92	92	92	2	18
83	1	23	21	87	92	92	92	3	0
83	1	23	22	1	92	92	92	3	47
83	1	23	22	5	92	92	92	3	47
83	1	23	22	10	92	92	92	2	74
83	1	23	22	11	92	92	92	2	18
83	1	23	22	26	92	92	92	3	0
83	1	23	22	39	92	92	92	3	inf
83	1	23	22	41	92	92	92	2	65
83	1	23	22	42	92	92	92	2	9
83	1	23	22	47	92	92	92	3	36
83	1	23	22	51	92	92	92	3	36
83	1	23	22	56	92	92	92	2	9
83	1	23	22	57	92	92	92	2	65
83	1	23	22	72	92	92	92	3	0
83	1	23	22	87	92	92	92	2	18
83	1	23	22	88	92	92	92	2	74
83	1	23	23	11	92	92	92	3	0
83	1	23	23	26	92	92	92	2	18
83	1	23	23	27	92	92	92	2	74
83	1	23	23	32	92	92	92	3	47
83	1	23	23	36	92	92	92	3	47
83	1	23	23	41	92	92	92	2	74
83	1	23	23	42	92	92	92	2	18
83	1	23	23	57	92	92	92	3	0
83	1	23	23	70	92	92	92	3	inf
83	1	23	23	72	92	92	92	2	65
83	1	23	23	73	92	92	92	2	9
83	1	23	23	78	92	92	92	3	36
83	1	23	23	82	92	92	92	3	36
83	1	23	23	87	92	92	92	2	9
83	1	23	23	88	92	92	92	2	65
83	1	23	24	9	92	92	92	3	inf
83	1	23	24	11	92	92	92	2	65
83	1	23	24	12	92	92	92	2	9
83	1	23	24	17	92	92	92	3	36
83	1	23	24	21	92	92	92	3	36
83	1	23	24	26	92	92	92	2	9
83	1	23	24	27	92	92	92	2	65
83	1	23	24	42	92	92	92	3	0
83	1	23	24	57	92	92	92	2	18
83	1	23	24	58	92	92	92	2	74
83	1	23	24	63	92	92	92	3	47
83	1	23	24	67	92	92	92	3	47
83	1	23	24	72	92	92	92	2	74
83	1	23	24	73	92	92	92	2	18
83	1	23	24	88	92	92	92	3	0
83	1	23	25	2	92	92	92	3	47
83	1	23	25	6	92	92	92	3	47
83	1	23	25	11	92	92	92	2	74
83	1	23	25	12	92	92	92	2	18
83	1	23	25	27	92	92	92	3	0
83	1	23	25	40	92	92	92	3	inf
83	1	23	25	42	92	92	92	2	65
83	1	23	25	43	92	92	92	2	9
83	1	23	25	48	92	92	92	3	36
83	1	23	25	52	92	92	92	3	36
83	1	23	25	57	92	92	92	2	9
83	1	23	25	58	92	92	92	2	65
83	1	23	25	73	92	92	92	3	0
83	1	23	25	88	92	92	92	2	18
83	1	23	25	89	92	92	92	2	74
83	1	23	26	12	92	92	92	3	0
83	1	23	26	27	92	92	92	2	18
83	1	23	26	28	92	92	92	2	74
83	1	23	26	33	92	92	92	3	47
83	1	23	26	37	92	92	92	3	47
83	1	23	26	42	92	92	92	2	74
83	1	23	26	43	92	92	92	2	18
83	1	23	26	58	92	92	92	3	0
83	1	23	26	71	92	92	92	3	inf
83	1	23	26	73	92	92	92	2	65
83	1	23	26	74	92	92	92	2	9
83	1	23	26	79	92	92	92	3	36
83	1	23	26	83	92	92	92	3	36
83	1	23	26	88	92	92	92	2	9
83	1	23	26	89	92	92	92	2	65
83	1	23	27	10	92	92	92	3	inf
83	1	23	27	12	92	92	92	2	65
83	1	23	27	13	92	92	92	2	9
83	1	23	27	18	92	92	92	3	36
83	1	23	27	22	92	92	92	3	36
83	1	23	27	27	92	92	92	2	9
83	1	23	27	28	92	92	92	2	65
83	1	23	27	43	92	92	92	3	0
83	1	23	27	58	92	92	92	2	18
83	1	23	27	59	92	92	92	2	74
83	1	23	27	64	92	92	92	3	47
83	1	23	27	68	92	92	92	3	47
83	1	23	27	73	92	92	92	2	74
83	1	23	27	74	92	92	92	2	18
83	1	23	27	89	92	92	92	3	0
83	1	23	28	3	92	92	92	3	47
83	1	23	28	7	92	92	92	3	47
83	1	23	28	12	92	92	92	2	74
83	1	23	28	13	92	92	92	2	18
83	1	23	28	28	92	92	92	3	0
83	1	23	28	41	92	92	92	3	inf
83	1	23	28	43	92	92	92	2	65
83	1	23	28	44	92	92	92	2	9
83	1	23	28	49	92	92	92	3	36
83	1	23	28	53	92	92	92	3	36
83	1	23	28	58	92	92	92	2	9
83	1	23	28	59	92	92	92	2	65
83	1	23	28	74	92	92	92	3	0
83	1	23	28	89	92	92	92	2	18
83	1	23	28	90	92	92	92	2	74
83	1	23	29	13	92	92	92	3	0
83	1	23	29	28	92	92	92	2	18
83	1	23	29	29	92	92	92	2	74
83	1	23	29	34	92	92	92	3	47
83	1	23	29	38	92	92	92	3	47
83	1	23	29	43	92	92	92	2	74
83	1	23	29	44	92	92	92	2	18
83	1	23	29	59	92	92	92	3	0
83	1	23	29	72	92	92	92	3	inf
83	1	23	29	74	92	92	92	2	65
83	1	23	29	75	92	92	92	2	9
83	1	23	29	80	92	92	92	3	36
83	1	23	29	84	92	92	92	3	36
83	1	23	29	89	92	92	92	2	9
83	1	23	29	90	92	92	92	2	65
83	1	23	30	11	92	92	92	3	inf
83	1	23	30	13	92	92	92	2	65
83	1	23	30	14	92	92	92	2	9
83	1	23	30	19	92	92	92	3	36
83	1	23	30	23	92	92	92	3	36
83	1	23	30	28	92	92	92	2	9
83	1	23	30	29	92	92	92	2	65
83	1	23	30	44	92	92	92	3	0
83	1	23	30	59	92	92	92	2	18
83	1	23	30	60	92	92	92	2	74
83	1	23	30	65	92	92	92	3	47
83	1	23	30	69	92	92	92	3	47
83	1	23	30	74	92	92	92	2	74
83	1	23	30	75	92	92	92	2	18
83	1	23	30	90	92	92	92	3	0
83	1	23	31	4	92	92	92	3	47
83	1	23	31	8	92	92	92	3	47
83	1	23	31	13	92	92	92	2	74
83	1	23	31	14	92	92	92	2	18
83	1	23	31	29	92	92	92	3	0
83	1	23	31	42	92	92	92	3	inf
83	1	23	31	44	92	92	92	2	65
83	1	23	31	45	92	92	92	2	9
83	1	23	31	50	92	92	92	3	36
83	1	23	31	54	92	92	92	3	36
83	1	23	31	59	92	92	92	2	9
83	1	23	31	60	92	92	92	2	65
83	1	23	31	75	92	92	92	3	0
83	1	23	31	90	92	92	92	2	18
83	1	23	31	91	92	92	92	2	74
83	1	23	32	14	92	92	92	3	0
83	1	23	32	29	92	92	92	2	18
83	1	23	32	30	92	92	92	2	74
83	1	23	32	35	92	92	92	3	47
83	1	23	32	39	92	92	92	3	47
83	1	23	32	44	92	92	92	2	74
83	1	23	32	45	92	92	92	2	18
83	1	23	32	60	92	92	92	3	0
83	1	23	32	73	92	92	92	3	inf
83	1	23	32	75	92	92	92	2	65
83	1	23	32	76	92	92	92	2	9
83	1	23	32	81	92	92	92	3	36
83	1	23	32	85	92	92	92	3	36
83	1	23	32	90	92	92	92	2	9
83	1	23	32	91	92	92	92	2	65
83	1	23	33	12	92	92	92	3	inf
83	1	23	33	14	92	92	92	2	65
83	1	23	33	15	92	92	92	2	9
83	1	23	33	20	92	92	92	3	36
83	1	23	33	24	92	92	92	3	36
83	1	23	33	29	92	92	92	2	9
83	1	23	33	30	92	92	92	2	65
83	1	23	33	45	92	92	92	3	0
83	1	23	33	60	92	92	92	2	18
83	1	23	33	61	92	92	92	2	74
83	1	23	33	66	92	92	92	3	47
83	1	23	33	70	92	92	92	3	47
83	1	23	33	75	92	92	92	2	74
83	1	23	33	76	92	92	92	2	18
83	1	23	33	91	92	92	92	3	0
83	1	23	34	0	92	92	92	2	74
83	1	23	34	5	92	92	92	3	47
83	1	23	34	9	92	92	92	3	47
83	1	23	34	14	92	92	92	2	74
83	1	23	34	15	92	92	92	2	18
83	1	23	34	30	92	92	92	3	0
83	1	23	34	43	92	92	92	3	inf
83	1	23	34	45	92	92	92	2	65
83	1	23	34	46	92	92	92	2	9
83	1	23	34	51	92	92	92	3	36
83	1	23	34	55	92	92	92	3	36
83	1	23	34	60	92	92	92	2	9
83	1	23	34	61	92	92	92	2	65
83	1	23	34	76	92	92	92	3	0
83	1	23	34	91	92	92	92	2	18
83	1	23	35	0	92	92	92	2	65
83	1	23	35	15	92	92	92	3	0
83	1	23	35	30	92	92	92	2	18
83	1	23	35	31	92	92	92	2	74
83	1	23	35	36	92	92	92	3	47
83	1	23	35	40	92	92	92	3	47
83	1	23	35	45	92	92	92	2	74
83	1	23	35	46	92	92	92	2	18
83	1	23	35	61	92	92	92	3	0
83	1	23	35	74	92	92	92	3	inf
83	1	23	35	76	92	92	92	2	65
83	1	23	35	77	92	92	92	2	9
83	1	23	35	82	92	92	92	3	36
83	1	23	35	86	92	92	92	3	36
83	1	23	35	91	92	92	92	2	9
83	1	23	36	0	92	92	92	3	0
83	1	23	36	13	92	92	92	3	inf
83	1	23	36	15	92	92	92	2	65
83	1	23	36	16	92	92	92	2	9
83	1	23	36	21	92	92	92	3	36
83	1	23	36	25	92	92	92	3	36
83	1	23	36	30	92	92	92	2	9
83	1	23	36	31	92	92	92	2	65
83	1	23	36	46	92	92	92	3	0
83	1	23	36	61	92	92	92	2	18
83	1	23	36	62	92	92	92	2	74
83	1	23	36	67	92	92	92	3	47
83	1	23	36	71	92	92	92	3	47
83	1	23	36	76	92	92	92	2	74
83	1	23	36	77	92	92	92	2	18
83	1	23	37	0	92	92	92	2	18
83	1	23	37	1	92	92	92	2	74
83	1	23	37	6	92	92	92	3	47
83	1	23	37	10	92	92	92	3	47
83	1	23	37	15	92	92	92	2	74
83	1	23	37	16	92	92	92	2	18
83	1	23	37	31	92	92	92	3	0
83	1	23	37	44	92	92	92	3	inf
83	1	23	37	46	92	92	92	2	65
83	1	23	37	47	92	92	92	2	9
83	1	23	37	52	92	92	92	3	36
83	1	23	37	56	92	92	92	3	36
83	1	23	37	61	92	92	92	2	9
83	1	23	37	62	92	92	92	2	65
83	1	23	37	77	92	92	92	3	0
83	1	23	38	0	92	92	92	2	9
83	1	23	38	1	92	92	92	2	65
83	1	23	38	16	92	92	92	3	0
83	1	23	38	31	92	92	92	2	18
83	1	23	38	32	92	92	92	2	74
83	1	23	38	37	92	92	92	3	47
83	1	23	38	41	92	92	92	3	47
83	1	23	38	46	92	92	92	2	74
83	1	23	38	47	92	92	92	2	18
83	1	23	38	62	92	92	92	3	0
83	1	23	38	75	92	92	92	3	inf
83	1	23	38	77	92	92	92	2	65
83	1	23	38	78	92	92	92	2	9
83	1	23	38	83	92	92	92	3	36
83	1	23	38	87	92	92	92	3	36
83	1	23	39	1	92	92	92	3	0
83	1	23	39	14	92	92	92	3	inf
83	1	23	39	16	92	92	92	2	65
83	1	23	39	17	92	92	92	2	9
83	1	23	39	22	92	92	92	3	36
83	1	23	39	26	92	92	92	3	36
83	1	23	39	31	92	92	92	2	9
83	1	23	39	32	92	92	92	2	65
83	1	23	39	47	92	92	92	3	0
83	1	23	39	62	92	92	92	2	18
83	1	23	39	63	92	92	92	2	74
83	1	23	39	68	92	92	92	3	47
83	1	23	39	72	92	92	92	3	47
83	1	23	39	77	92	92	92	2	74
83	1	23	39	78	92	92	92	2	18
83	1	23	40	1	92	92	92	2	18
83	1	23	40	2	92	92	92	2	74
83	1	23	40	7	92	92	92	3	47
83	1	23	40	11	92	92	92	3	47
83	1	23	40	16	92	92	92	2	74
83	1	23	40	17	92	92	92	2	18
83	1	23	40	32	92	92	92	3	0
83	1	23	40	45	92	92	92	3	inf
83	1	23	40	47	92	92	92	2	65
83	1	23	40	48	92	92	92	2	9
83	1	23	40	53	92	92	92	3	36
83	1	23	40	57	92	92	92	3	36
83	1	23	40	62	92	92	92	2	9
83	1	23	40	63	92	92	92	2	65
83	1	23	40	78	92	92	92	3	0
83	1	23	41	1	92	92	92	2	9
83	1	23	41	2	92	92	92	2	65
83	1	23	41	17	92	92	92	3	0
83	1	23	41	32	92	92	92	2	18
83	1	23	41	33	92	92	92	2	74
83	1	23	41	38	92	92	92	3	47
83	1	23	41	42	92	92	92	3	47
83	1	23	41	47	92	92	92	2	74
83	1	23	41	48	92	92	92	2	18
83	1	23	41	63	92	92	92	3	0
83	1	23	41	76	92	92	92	3	inf
83	1	23	41	78	92	92	92	2	65
83	1	23	41	79	92	92	92	2	9
83	1	23	41	84	92	92	92	3	36
83	1	23	41	88	92	92	92	3	36
83	1	23	42	2	92	92	92	3	0
83	1	23	42	15	92	92	92	3	inf
83	1	23	42	17	92	92	92	2	65
83	1	23	42	18	92	92	92	2	9
83	1	23	42	23	92	92	92	3	36
83	1	23	42	27	92	92	92	3	36
83	1	23	42	32	92	92	92	2	9
83	1	23	42	33	92	92	92	2	65
83	1	23	42	48	92	92	92	3	0
83	1	23	42	63	92	92	92	2	18
83	1	23	42	64	92	92	92	2	74
83	1	23	42	69	92	92	92	3	47
83	1	23	42	73	92	92	92	3	47
83	1	23	42	78	92	92	92	2	74
83	1	23	42	79	92	92	92	2	18
83	1	23	43	2	92	92	92	2	18
83	1	23	43	3	92	92	92	2	74
83	1	23	43	8	92	92	92	3	47
83	1	23	43	12	92	92	92	3	47
83	1	23	43	17	92	92	92	2	74
83	1	23	43	18	92	92	92	2	18
83	1	23	43	33	92	92	92	3	0
83	1	23	43	46	92	92	92	3	inf
83	1	23	43	48	92	92	92	2	65
83	1	23	43	49	92	92	92	2	9
83	1	23	43	54	92	92	92	3	36
83	1	23	43	58	92	92	92	3	36
83	1	23	43	63	92	92	92	2	9
83	1	23	43	64	92	92	92	2	65
83	1	23	43	79	92	92	92	3	0
83	1	23	44	2	92	92	92	2	9
83	1	23	44	3	92	92	92	2	65
83	1	23	44	18	92	92	92	3	0
83	1	23	44	33	92	92	92	2	18
83	1	23	44	34	92	92	92	2	74
83	1	23	44	39	92	92	92	3	47
83	1	23	44	43	92	92	92	3	47
83	1	23	44	48	92	92	92	2	74
83	1	23	44	49	92	92	92	2	18
83	1	23	44	64	92	92	92	3	0
83	1	23	44	77	92	92	92	3	inf
83	1	23	44	79	92	92	92	2	65
83	1	23	44	80	92	92	92	2	9
83	1	23	44	85	92	92	92	3	36
83	1	23	44	89	92	92	92	3	36
83	1	23	45	3	92	92	92	3	0
83	1	23	45	16	92	92	92	3	inf
83	1	23	45	18	92	92	92	2	65
83	1	23	45	19	92	92	92	2	9
83	1	23	45	24	92	92	92	3	36
83	1	23	45	28	92	92	92	3	36
83	1	23	45	33	92	92	92	2	9
83	1	23	45	34	92	92	92	2	65
83	1	23	45	49	92	92	92	3	0
83	1	23	45	64	92	92	92	2	18
83	1	23	45	65	92	92	92	2	74
83	1	23	45	70	92	92	92	3	47
83	1	23	45	74	92	92	92	3	47
83	1	23	45	79	92	92	92	2	74
83	1	23	45	80	92	92	92	2	18
83	1	23	46	3	92	92	92	2	18
83	1	23	46	4	92	92	92	2	74
83	1	23	46	9	92	92	92	3	47
83	1	23	46	13	92	92	92	3	47
83	1	23	46	18	92	92	92	2	74
83	1	23	46	19	92	92	92	2	18
83	1	23	46	34	92	92	92	3	0
83	1	23	46	47	92	92	92	3	inf
83	1	23	46	49	92	92	92	2	65
83	1	23	46	50	92	92	92	2	9
83	1	23	46	55	92	92	92	3	36
83	1	23	46	59	92	92	92	3	36
83	1	23	46	64	92	92	92	2	9
83	1	23	46	65	92	92	92	2	65
83	1	23	46	80	92	92	92	3	0
83	1	23	47	3	92	92	92	2	9
83	1	23	47	4	92	92	92	2	65
83	1	23	47	19	92	92	92	3	0
83	1	23	47	34	92	92	92	2	18
83	1	23	47	35	92	92	92	2	74
83	1	23	47	40	92	92	92	3	47
83	1	23	47	44	92	92	92	3	47
83	1	23	47	49	92	92	92	2	74
83	1	23	47	50	92	92	92	2	18
83	1	23	47	65	92	92	92	3	0
83	1	23	47	78	92	92	92	3	inf
83	1	23	47	80	92	92	92	2	65
83	1	23	47	81	92	92	92	2	9
83	1	23	47	86	92	92	92	3	36
83	1	23	47	90	92	92	92	3	36
83	1	23	48	4	92	92	92	3	0
83	1	23	48	17	92	92	92	3	inf
83	1	23	48	19	92	92	92	2	65
83	1	23	48	20	92	92	92	2	9
83	1	23	48	25	92	92	92	3	36
83	1	23	48	29	92	92	92	3	36
83	1	23	48	34	92	92	92	2	9
83	1	23	48	35	92	92	92	2	65
83	1	23	48	50	92	92	92	3	0
83	1	23	48	65	92	92	92	2	18
83	1	23	48	66	92	92	92	2	74
83	1	23	48	71	92	92	92	3	47
83	1	23	48	75	92	92	92	3	47
83	1	23	48	80	92	92	92	2	74
83	1	23	48	81	92	92	92	2	18
83	1	23	49	4	92	92	92	2	18
83	1	23	49	5	92	92	92	2	74
83	1	23	49	10	92	92	92	3	47
83	1	23	49	14	92	92	92	3	47
83	1	23	49	19	92	92	92	2	74
83	1	23	49	20	92	92	92	2	18
83	1	23	49	35	92	92	92	3	0
83	1	23	49	48	92	92	92	3	inf
83	1	23	49	50	92	92	92	2	65
83	1	23	49	51	92	92	92	2	9
83	1	23	49	56	92	92	92	3	36
83	1	23	49	60	92	92	92	3	36
83	1	23	49	65	92	92	92	2	9
83	1	23	49	66	92	92	92	2	65
83	1	23	49	81	92	92	92	3	0
83	1	23	50	4	92	92	92	2	9
83	1	23	50	5	92	92	92	2	65
83	1	23	50	20	92	92	92	3	0
83	1	23	50	35	92	92	92	2	18
83	1	23	50	36	92	92	92	2	74
83	1	23	50	41	92	92	92	3	47
83	1	23	50	45	92	92	92	3	47
83	1	23	50	50	92	92	92	2	74
83	1	23	50	51	92	92	92	2	18
83	1	23	50	66	92	92	92	3	0
83	1	23	50	79	92	92	92	3	inf
83	1	23	50	81	92	92	92	2	65
83	1	23	50	82	92	92	92	2	9
83	1	23	50	87	92	92	92	3	36
83	1	23	50	91	92	92	92	3	36
83	1	23	51	5	92	92	92	3	0
83	1	23	51	18	92	92	92	3	inf
83	1	23	51	20	92	92	92	2	65
83	1	23	51	21	92	92	92	2	9
83	1	23	51	26	92	92	92	3	36
83	1	23	51	30	92	92	92	3	36
83	1	23	51	35	92	92	92	2	9
83	1	23	51	36	92	92	92	2	65
83	1	23	51	51	92	92	92	3	0
83	1	23	51	66	92	92	92	2	18
83	1	23	51	67	92	92	92	2	74
83	1	23	51	72	92	92	92	3	47
83	1	23	51	76	92	92	92	3	47
83	1	23	51	81	92	92	92	2	74
83	1	23	51	82	92	92	92	2	18
83	1	23	52	5	92	92	92	2	18
83	1	23	52	6	92	92	92	2	74
83	1	23	52	11	92	92	92	3	47
83	1	23	52	15	92	92	92	3	47
83	1	23	52	20	92	92	92	2	74
83	1	23	52	21	92	92	92	2	18
83	1	23	52	36	92	92	92	3	0
83	1	23	52	49	92	92	92	3	inf
83	1	23	52	51	92	92	92	2	65
83	1	23	52	52	92	92	92	2	9
83	1	23	52	57	92	92	92	3	36
83	1	23	52	61	92	92	92	3	36
83	1	23	52	66	92	92	92	2	9
83	1	23	52	67	92	92	92	2	65
83	1	23	52	82	92	92	92	3	0
83	1	23	53	0	92	92	92	3	36
83	1	23	53	5	92	92	92	2	9
83	1	23	53	6	92	92	92	2	65
83	1	23	53	21	92	92	92	3	0
83	1	23	53	36	92	92	92	2	18
83	1	23	53	37	92	92	92	2	74
83	1	23	53	42	92	92	92	3	47
83	1	23	53	46	92	92	92	3	47
83	1	23	53	51	92	92	92	2	74
83	1	23	53	52	92	92	92	2	18
83	1	23	53	67	92	92	92	3	0
83	1	23	53	80	92	92	92	3	inf
83	1	23	53	82	92	92	92	2	65
83	1	23	53	83	92	92	92	2	9
83	1	23	53	88	92	92	92	3	36
83	1	23	54	6	92	92	92	3	0
83	1	23	54	19	92	92	92	3	inf
83	1	23	54	21	92	92	92	2	65
83	1	23	54	22	92	92	92	2	9
83	1	23	54	27	92	92	92	3	36
83	1	23	54	31	92	92	92	3	36
83	1	23	54	36	92	92	92	2	9
83	1	23	54	37	92	92	92	2	65
83	1	23	54	52	92	92	92	3	0
83	1	23	54	67	92	92	92	2	18
83	1	23	54	68	92	92	92	2	74
83	1	23	54	73	92	92	92	3	47
83	1	23	54	77	92	92	92	3	47
83	1	23	54	82	92	92	92	2	74
83	1	23	54	83	92	92	92	2	18
83	1	23	55	6	92	92	92	2	18
83	1	23	55	7	92	92	92	2	74
83	1	23	55	12	92	92	92	3	47
83	1	23	55	16	92	92	92	3	47
83	1	23	55	21	92	92	92	2	74
83	1	23	55	22	92	92	92	2	18
83	1	23	55	37	92	92	92	3	0
83	1	23	55	50	92	92	92	3	inf
83	1	23	55	52	92	92	92	2	65
83	1	23	55	53	92	92	92	2	9
83	1	23	55	58	92	92	92	3	36
83	1	23	55	62	92	92	92	3	36
83	1	23	55	67	92	92	92	2	9
83	1	23	55	68	92	92	92	2	65
83	1	23	55	83	92	92	92	3	0
83	1	23	56	1	92	92	92	3	36
83	1	23	56	6	92	92	92	2	9
83	1	23	56	7	92	92	92	2	65
83	1	23	56	22	92	92	92	3	0
83	1	23	56	37	92	92	92	2	18
83	1	23	56	38	92	92	92	2	74
83	1	23	56	43	92	92	92	3	47
83	1	23	56	47	92	92	92	3	47
83	1	23	56	52	92	92	92	2	74
83	1	23	56	53	92	92	92	2	18
83	1	23	56	68	92	92	92	3	0
83	1	23	56	81	92	92	92	3	inf
83	1	23	56	83	92	92	92	2	65
83	1	23	56	84	92	92	92	2	9
83	1	23	56	89	92	92	92	3	36
83	1	23	57	7	92	92	92	3	0
83	1	23	57	20	92	92	92	3	inf
83	1	23	57	22	92	92	92	2	65
83	1	23	57	23	92	92	92	2	9
83	1	23	57	28	92	92	92	3	36
83	1	23	57	32	92	92	92	3	36
83	1	23	57	37	92	92	92	2	9
83	1	23	57	38	92	92	92	2	65
83	1	23	57	53	92	92	92	3	0
83	1	23	57	68	92	92	92	2	18
83	1	23	57	69	92	92	92	2	74
83	1	23	57	74	92	92	92	3	47
83	1	23	57	78	92	92	92	3	47
83	1	23	57	83	92	92	92	2	74
83	1	23	57	84	92	92	92	2	18
83	1	23	58	7	92	92	92	2	18
83	1	23	58	8	92	92	92	2	74
83	1	23	58	13	92	92	92	3	47
83	1	23	58	17	92	92	92	3	47
83	1	23	58	22	92	92	92	2	74
83	1	23	58	23	92	92	92	2	18
83	1	23	58	38	92	92	92	3	0
83	1	23	58	51	92	92	92	3	inf
83	1	23	58	53	92	92	92	2	65
83	1	23	58	54	92	92	92	2	9
83	1	23	58	59	92	92	92	3	36
83	1	23	58	63	92	92	92	3	36
83	1	23	58	68	92	92	92	2	9
