family	p	status	finite_cover	finite_smooth	finite_live	finite_singular	infinity_full	live_T	J_orders
F1	271	LIVE	38	36	14	2	0	[ 40, 55, 65, 92, 102, 109, 117, 154, 162, 169, 179, 206, 216, 231 ]	[ 76032, 72768, -1, 72576, 76032, 76032, 76608, 76608, 76032, 76032, 72576, -1, 72768, 76032 ]
F1	277	LIVE	34	34	10	0	0	[ 1, 47, 60, 117, 129, 148, 160, 217, 230, 276 ]	[ 82944, 77184, 82944, 85056, 73728, 73728, 85056, 82944, 77184, 82944 ]
F1	281	LIVE	30	30	17	0	1	[ 1, 2, 3, 5, 12, 21, 79, 91, 190, 202, 260, 269, 276, 278, 279, 280, -1 ]	[ 86016, 89856, 75840, 89856, 80256, 84864, 79104, 78912, 78912, 79104, 84864, 80256, 89856, 75840, 89856, 86016, -2 ]
F1	283	LIVE	38	36	19	2	1	[ 8, 50, 55, 77, 83, 92, 96, 98, 111, 172, 185, 187, 191, 200, 206, 228, 233, 275, -1 ]	[ 79872, 82944, -1, 76032, 79680, 78912, 71616, 82176, 77568, 77568, 82176, 71616, 78912, 79680, 76032, -1, 82944, 79872, -2 ]
F1	293	LIVE	41	40	15	1	0	[ 0, 34, 43, 64, 72, 130, 134, 135, 158, 159, 163, 221, 229, 250, 259 ]	[ -1, 79104, 88512, 86400, 86016, 86784, 92160, 94656, 94656, 92160, 86784, 86016, 86400, 88512, 79104 ]
F1	307	LIVE	34	32	21	2	1	[ 9, 24, 34, 51, 77, 90, 106, 121, 129, 143, 164, 178, 186, 201, 217, 230, 256, 273, 283, 298, -1 ]	[ 103488, -1, 92928, 96384, 90816, 91968, 102144, 95040, 88320, 87552, 87552, 88320, 95040, 102144, 91968, 90816, 96384, 92928, -1, 103488, -2 ]
F1	311	LIVE	43	40	23	3	0	[ 0, 1, 7, 28, 62, 76, 87, 91, 97, 105, 130, 150, 161, 181, 206, 214, 220, 224, 235, 249, 283, 304, 310 ]	[ -1, -1, 94464, 93312, 92928, 95424, 93120, 91776, 97152, 96768, 87552, 97728, 97728, 87552, 96768, 97152, 91776, 93120, 95424, 92928, 93312, 94464, -1 ]
F1	313	LIVE	42	42	16	0	0	[ 1, 30, 56, 57, 112, 117, 121, 143, 170, 192, 196, 201, 256, 257, 283, 312 ]	[ 96000, 107136, 96576, 82944, 93504, 94464, 93312, 99072, 99072, 93312, 94464, 93504, 82944, 96576, 107136, 96000 ]
F6	211	LIVE	21	20	6	1	1	[ 0, 1, 17, 194, 210, -1 ]	[ -1, 41472, 46080, 46080, 41472, -2 ]
F6	223	LIVE	32	32	18	0	0	[ 5, 28, 38, 52, 77, 82, 84, 101, 107, 116, 122, 139, 141, 146, 171, 185, 195, 218 ]	[ 45696, 48000, 48000, 57600, 53568, 48960, 52416, 51456, 46464, 46464, 51456, 52416, 48960, 53568, 57600, 48000, 48000, 45696 ]
F6	227	LIVE	27	24	15	3	0	[ 0, 16, 44, 48, 50, 55, 58, 84, 143, 169, 172, 177, 179, 183, 211 ]	[ -1, -1, 46464, 57408, 55296, 51456, 49920, 51456, 51456, 49920, 51456, 55296, 57408, 46464, -1 ]
F6	229	LIVE	25	24	17	1	0	[ 0, 7, 29, 33, 34, 37, 42, 71, 79, 150, 158, 187, 192, 195, 196, 200, 222 ]	[ -1, 56448, 52608, 51456, 52608, 48960, 49152, 48960, 55296, 55296, 48960, 49152, 48960, 52608, 51456, 52608, 56448 ]
F6	233	LIVE	27	26	15	1	0	[ 0, 2, 3, 39, 50, 73, 92, 114, 119, 141, 160, 183, 194, 230, 231 ]	[ -1, 58368, 57216, 60288, 54528, 54528, 57600, 48960, 48960, 57600, 54528, 54528, 60288, 57216, 58368 ]
F6	239	LIVE	28	26	11	2	1	[ 1, 39, 49, 62, 104, 135, 177, 190, 200, 238, -1 ]	[ 53760, 61440, -1, 56832, 63360, 63360, 56832, -1, 61440, 53760, -2 ]
F6	241	LIVE	35	26	22	9	1	[ 0, 2, 15, 36, 44, 49, 54, 59, 97, 106, 108, 133, 135, 144, 182, 187, 192, 197, 205, 226, 239, -1 ]	[ -1, 56832, -1, -1, 57408, -1, 61056, 61440, 56448, -1, 57600, 57600, -1, 56448, 61440, 61056, -1, 57408, -1, -1, 56832, -2 ]
F6	251	LIVE	38	36	22	2	0	[ 1, 2, 21, 37, 62, 97, 101, 106, 115, 120, 123, 128, 131, 136, 145, 150, 154, 189, 214, 230, 249, 250 ]	[ 72768, 61248, 62208, -1, 57600, 60096, 57600, 57600, 63168, 57600, 62784, 62784, 57600, 63168, 57600, 57600, 60096, 57600, -1, 62208, 61248, 72768 ]
F6	257	LIVE	35	32	11	3	0	[ 0, 7, 23, 59, 70, 128, 129, 187, 198, 234, 250 ]	[ -1, 68160, 64896, 65280, -1, 70272, 70272, -1, 65280, 64896, 68160 ]
F6	263	LIVE	35	34	8	1	1	[ 0, 70, 76, 80, 183, 187, 193, -1 ]	[ -1, 67392, 72384, 67200, 67200, 72384, 67392, -2 ]
F6	269	LIVE	26	26	9	0	1	[ 2, 11, 48, 68, 201, 221, 258, 267, -1 ]	[ 75648, 71232, 66432, 67584, 67584, 66432, 71232, 75648, -2 ]
F6	271	LIVE	37	34	21	3	0	[ 0, 2, 4, 13, 14, 24, 42, 47, 51, 67, 69, 202, 204, 220, 224, 229, 247, 257, 258, 267, 269 ]	[ -1, 67392, -1, 75648, 76032, 70464, 78144, 80448, 70272, 78336, 80640, 80640, 78336, 70272, 80448, 78144, 70464, 76032, 75648, -1, 67392 ]
F6	277	LIVE	34	32	10	2	0	[ 17, 30, 79, 99, 119, 158, 178, 198, 247, 260 ]	[ 87552, 75840, 74304, 73728, -1, -1, 73728, 74304, 75840, 87552 ]
F6	281	LIVE	36	34	16	2	0	[ 2, 21, 40, 54, 59, 69, 79, 120, 161, 202, 212, 222, 227, 241, 260, 279 ]	[ 74496, 78720, 83712, -1, 87552, 78336, 73728, 75840, 75840, 73728, 78336, 87552, -1, 83712, 78720, 74496 ]
F6	283	LIVE	40	38	21	2	1	[ 2, 6, 17, 19, 48, 60, 100, 108, 113, 114, 169, 170, 175, 183, 223, 235, 264, 266, 277, 281, -1 ]	[ 80256, -1, 80064, 74880, 80640, 76032, 83520, 80256, 71616, 82560, 82560, 71616, 80256, 83520, 76032, 80640, 74880, 80064, -1, 80256, -2 ]
F6	293	LIVE	33	32	26	1	1	[ 0, 1, 16, 21, 36, 38, 48, 72, 94, 103, 105, 125, 138, 155, 168, 188, 190, 199, 221, 245, 255, 257, 272, 277, 292, -1 ]	[ -1, 81408, 84672, 82176, 90816, 81600, 92160, 89856, 79296, 77184, 96000, 96000, 81408, 81408, 96000, 96000, 77184, 79296, 89856, 92160, 81600, 90816, 82176, 84672, 81408, -2 ]
F6	307	LIVE	40	38	15	2	1	[ 7, 19, 52, 59, 78, 96, 119, 188, 211, 229, 248, 255, 288, 300, -1 ]	[ 99456, 93312, 102144, 100992, 102144, 92160, -1, -1, 92160, 102144, 100992, 102144, 93312, 99456, -2 ]
F6	311	LIVE	42	40	27	2	1	[ 2, 12, 19, 22, 41, 42, 79, 90, 104, 106, 113, 144, 154, 157, 167, 198, 205, 207, 221, 232, 269, 270, 289, 292, 299, 309, -1 ]	[ 94272, 94464, 94464, 93504, 112896, 96576, 87552, -1, 99456, 89856, 98112, 96768, 92160, 92160, 96768, 98112, 89856, 99456, -1, 87552, 96576, 112896, 93504, 94464, 94464, 94272, -2 ]
F6	313	LIVE	32	32	13	0	1	[ 2, 15, 82, 105, 110, 126, 187, 203, 208, 231, 298, 311, -1 ]	[ 98304, 97920, 111360, 96768, 102144, 88704, 88704, 102144, 96768, 111360, 97920, 98304, -2 ]
N3	211	LIVE	34	30	20	4	0	[ 11, 16, 32, 46, 51, 54, 66, 74, 77, 99, 112, 134, 137, 145, 157, 160, 165, 179, 195, 200 ]	[ 48960, 42048, 51840, -1, 44544, 46464, -1, 49152, 43008, 41472, 41472, 43008, 49152, -1, 46464, 44544, -1, 51840, 42048, 48960 ]
N3	223	LIVE	38	34	16	4	0	[ 31, 34, 37, 46, 60, 62, 88, 90, 133, 135, 161, 163, 177, 186, 189, 192 ]	[ -1, 51456, 48000, 48000, 50112, -1, 52608, 46272, 46272, 52608, -1, 50112, 48000, 48000, 51456, -1 ]
N3	227	LIVE	28	24	14	4	0	[ 14, 24, 31, 41, 53, 80, 90, 137, 147, 174, 186, 196, 203, 213 ]	[ -1, 51648, 58368, 51456, 50496, 48000, -1, -1, 48000, 50496, 51456, 58368, 51648, -1 ]
N3	229	LIVE	39	38	13	1	0	[ 0, 31, 58, 72, 82, 90, 106, 123, 139, 147, 157, 171, 198 ]	[ -1, 50496, 55296, 52608, 52608, 54336, 49920, 49920, 54336, 52608, 52608, 55296, 50496 ]
N3	233	LIVE	28	24	12	4	0	[ 4, 14, 67, 80, 108, 110, 123, 125, 153, 166, 219, 229 ]	[ 58368, 50688, 51840, -1, -1, 58368, 58368, -1, -1, 51840, 50688, 58368 ]
N3	239	LIVE	28	24	17	4	1	[ 39, 40, 43, 46, 74, 111, 117, 118, 121, 122, 128, 165, 193, 196, 199, 200, -1 ]	[ 56448, 59136, 57600, 54336, -1, 60096, -1, 59136, 59136, -1, 60096, -1, 54336, 57600, 59136, 56448, -2 ]
N3	241	LIVE	30	28	15	2	1	[ 8, 16, 18, 26, 30, 56, 85, 156, 185, 211, 215, 223, 225, 233, -1 ]	[ 57984, 64320, 61440, 56448, 57984, -1, 56448, 56448, -1, 57984, 56448, 61440, 64320, 57984, -2 ]
N3	251	LIVE	26	22	6	4	0	[ 9, 58, 123, 128, 193, 242 ]	[ 61056, -1, -1, -1, -1, 61056 ]
N3	257	LIVE	34	30	18	4	0	[ 21, 33, 45, 46, 47, 59, 68, 105, 110, 147, 152, 189, 198, 210, 211, 212, 224, 236 ]	[ 65856, 62208, 66432, -1, 69120, 67200, 71616, -1, 67200, 67200, -1, 71616, 67200, 69120, -1, 66432, 62208, 65856 ]
N3	263	LIVE	32	28	15	4	1	[ 1, 12, 36, 40, 46, 49, 88, 175, 214, 217, 223, 227, 251, 262, -1 ]	[ 71424, 76032, 69312, -1, -1, 69120, 67008, 67008, 69120, -1, -1, 69312, 76032, 71424, -2 ]
N3	269	LIVE	35	32	13	3	0	[ 0, 1, 9, 13, 18, 117, 119, 150, 152, 251, 256, 260, 268 ]	[ -1, 75648, 67200, 73920, 73728, 69312, -1, -1, 69312, 73728, 73920, 67200, 75648 ]
N3	271	LIVE	36	36	10	0	0	[ 7, 89, 99, 111, 122, 149, 160, 172, 182, 264 ]	[ 82944, 80256, 67200, 65280, 71424, 71424, 65280, 67200, 80256, 82944 ]
N3	277	LIVE	40	38	10	2	0	[ 1, 5, 23, 25, 70, 207, 252, 254, 272, 276 ]	[ 75648, 82944, 82944, -1, 77184, 77184, -1, 82944, 82944, 75648 ]
N3	281	LIVE	35	34	17	1	0	[ 0, 14, 43, 63, 68, 69, 70, 80, 81, 200, 201, 211, 212, 213, 218, 238, 267 ]	[ -1, 70656, 76800, 79104, 73728, 79872, 79872, 76800, 81408, 81408, 76800, 79872, 79872, 73728, 79104, 76800, 70656 ]
N3	283	LIVE	34	30	14	4	0	[ 5, 11, 26, 49, 63, 131, 140, 143, 152, 220, 234, 257, 272, 278 ]	[ 74688, -1, 73728, 78912, 74880, -1, 82944, 82944, -1, 74880, 78912, 73728, -1, 74688 ]
N3	293	LIVE	32	28	18	4	0	[ 40, 47, 48, 67, 77, 81, 84, 116, 122, 171, 177, 209, 212, 216, 226, 245, 246, 253 ]	[ -1, -1, 91008, 86208, 85632, 89280, 86400, 91008, 81408, 81408, 91008, 86400, 89280, 85632, 86208, 91008, -1, -1 ]
N3	307	LIVE	52	50	18	2	0	[ 2, 28, 33, 40, 54, 68, 97, 103, 111, 196, 204, 210, 239, 253, 267, 274, 279, 305 ]	[ 97152, 96768, -1, 104832, 82944, 93888, 88704, 83904, 94464, 94464, 83904, 88704, 93888, 82944, 104832, -1, 96768, 97152 ]
N3	311	LIVE	46	42	21	4	1	[ 1, 17, 38, 50, 56, 59, 71, 78, 89, 149, 162, 222, 233, 240, 252, 255, 261, 273, 294, 310, -1 ]	[ 91968, 100992, -1, -1, 95424, 95040, 104832, 96000, 94080, 96768, 96768, 94080, 96000, 104832, 95040, 95424, -1, -1, 100992, 91968, -2 ]
N3	313	LIVE	32	32	19	0	1	[ 1, 6, 19, 43, 52, 59, 110, 119, 155, 158, 194, 203, 254, 261, 270, 294, 307, 312, -1 ]	[ 99072, 100608, 99840, 94272, 107136, 97152, 102144, 111360, 111360, 111360, 111360, 102144, 97152, 107136, 94272, 99840, 100608, 99072, -2 ]
N4	211	LIVE	27	26	7	1	0	[ 0, 38, 79, 98, 113, 132, 173 ]	[ -1, 43200, 41472, 44352, 44352, 41472, 43200 ]
N4	223	LIVE	30	28	14	2	0	[ 16, 17, 24, 33, 78, 80, 105, 118, 143, 145, 190, 199, 206, 207 ]	[ 47808, 49920, 45696, 48000, -1, 48000, 49920, 49920, 48000, -1, 48000, 45696, 49920, 47808 ]
N4	227	LIVE	27	26	12	1	1	[ 0, 16, 32, 72, 77, 90, 137, 150, 155, 195, 211, -1 ]	[ -1, 50112, 57600, 55488, 53376, 54528, 54528, 53376, 55488, 57600, 50112, -2 ]
N4	229	LIVE	28	28	13	0	1	[ 11, 26, 55, 73, 87, 100, 129, 142, 156, 174, 203, 218, -1 ]	[ 49920, 52224, 49920, 50496, 52416, 49920, 49920, 52416, 50496, 49920, 52224, 49920, -2 ]
N4	233	LIVE	30	30	14	0	0	[ 1, 39, 74, 94, 109, 114, 115, 118, 119, 124, 139, 159, 194, 232 ]	[ 54528, 57600, 57600, 48192, 57600, 57600, 53184, 53184, 57600, 57600, 48192, 57600, 57600, 54528 ]
N4	239	LIVE	37	36	12	1	1	[ 0, 1, 47, 58, 74, 97, 142, 165, 181, 192, 238, -1 ]	[ -1, 60288, 57216, 57408, 51840, 63360, 63360, 51840, 57408, 57216, 60288, -2 ]
N4	241	LIVE	28	26	15	2	1	[ 2, 36, 40, 44, 45, 51, 67, 174, 190, 196, 197, 201, 205, 239, -1 ]	[ 59904, 61440, 53760, 59328, 61440, 56832, -1, -1, 56832, 61440, 59328, 53760, 61440, 59904, -2 ]
N4	251	LIVE	34	34	19	0	1	[ 49, 54, 59, 68, 80, 101, 109, 112, 120, 131, 139, 142, 150, 171, 183, 192, 197, 202, -1 ]	[ 56448, 61248, 66240, 61440, 62976, 69504, 63360, 57600, 53760, 53760, 57600, 63360, 69504, 62976, 61440, 66240, 61248, 56448, -2 ]
N4	257	LIVE	34	34	12	0	0	[ 13, 15, 81, 84, 88, 126, 131, 169, 173, 176, 242, 244 ]	[ 58368, 64896, 64128, 67200, 70656, 69312, 69312, 70656, 67200, 64128, 64896, 58368 ]
N4	263	LIVE	32	28	23	4	1	[ 18, 27, 49, 67, 69, 89, 91, 99, 120, 129, 130, 133, 134, 143, 164, 172, 174, 194, 196, 214, 236, 245, -1 ]	[ 66816, 67008, 69312, 76032, 63360, 67968, -1, 72768, 73536, 74880, -1, -1, 74880, 73536, 72768, -1, 67968, 63360, 76032, 69312, 67008, 66816, -2 ]
N4	269	LIVE	32	28	22	4	0	[ 1, 3, 9, 26, 58, 59, 81, 82, 118, 121, 132, 137, 148, 151, 187, 188, 210, 211, 243, 260, 266, 268 ]	[ -1, 72192, 72576, 74496, 66432, 74496, 72576, -1, 74496, 72192, 69120, 69120, 72192, 74496, -1, 72576, 74496, 66432, 74496, 72576, 72192, -1 ]
N4	271	LIVE	44	44	16	0	0	[ 1, 21, 23, 33, 36, 102, 116, 135, 136, 155, 169, 235, 238, 248, 250, 270 ]	[ 71040, 82944, 71040, 73728, 72384, 73920, 72000, 73728, 73728, 72000, 73920, 72384, 73728, 71040, 82944, 71040 ]
N4	277	LIVE	33	30	18	3	1	[ 0, 6, 21, 27, 56, 70, 95, 122, 136, 141, 155, 182, 207, 221, 250, 256, 271, -1 ]	[ -1, 75456, 75648, 72576, 76416, -1, 76800, 77184, 80256, 80256, 77184, 76800, -1, 76416, 72576, 75648, 75456, -2 ]
N4	281	LIVE	37	36	9	1	0	[ 0, 43, 60, 68, 82, 199, 213, 221, 238 ]	[ -1, 77568, 81216, 75648, 80256, 80256, 75648, 81216, 77568 ]
N4	283	LIVE	35	34	7	1	0	[ 0, 18, 71, 124, 159, 212, 265 ]	[ -1, 78720, 82944, 80640, 80640, 82944, 78720 ]
N4	293	LIVE	41	40	17	1	0	[ 0, 22, 33, 45, 97, 101, 103, 108, 134, 159, 185, 190, 192, 196, 248, 260, 271 ]	[ -1, 81408, 82944, 93312, 82944, 81600, 85824, 88704, 82944, 82944, 88704, 85824, 81600, 82944, 93312, 82944, 81408 ]
N4	307	LIVE	42	40	16	2	0	[ 4, 9, 17, 36, 76, 77, 123, 130, 177, 184, 230, 231, 271, 290, 298, 303 ]	[ 96768, 102144, 93120, 93120, 93504, 88704, 98496, -1, -1, 98496, 88704, 93504, 93120, 93120, 102144, 96768 ]
N4	311	LIVE	36	34	17	2	1	[ 1, 23, 43, 63, 111, 129, 143, 153, 158, 168, 182, 200, 248, 268, 288, 310, -1 ]	[ 94080, 104832, 89664, 86208, 102336, -1, 112896, 99456, 99456, 112896, -1, 102336, 86208, 89664, 104832, 94080, -2 ]
N4	313	LIVE	47	38	20	9	1	[ 0, 2, 50, 58, 82, 90, 91, 108, 141, 143, 170, 172, 205, 222, 223, 231, 255, 263, 311, -1 ]	[ -1, 96768, 96768, -1, -1, 107328, -1, 99072, -1, 102144, 102144, -1, 99072, -1, 107328, -1, -1, 96768, 96768, -2 ]
N11	211	LIVE	27	24	13	3	0	[ 0, 4, 33, 37, 49, 72, 80, 131, 139, 162, 174, 178, 207 ]	[ -1, 45696, 55680, 41280, 44352, 48192, -1, -1, 48192, 44352, 41280, 55680, 45696 ]
N11	223	LIVE	19	16	13	3	0	[ 0, 1, 4, 14, 39, 56, 103, 120, 167, 184, 209, 219, 222 ]	[ -1, 55680, 49728, -1, 49920, 51840, 49920, 49920, 51840, 49920, -1, 49728, 55680 ]
N11	227	LIVE	26	26	17	0	1	[ 1, 9, 11, 12, 13, 79, 85, 96, 131, 142, 148, 214, 215, 216, 218, 226, -1 ]	[ 53760, 46464, 49920, 61440, 48000, 50880, 50496, 49920, 49920, 50496, 50880, 48000, 61440, 49920, 46464, 53760, -2 ]
N11	229	LIVE	26	26	13	0	1	[ 1, 8, 28, 47, 82, 107, 122, 147, 182, 201, 221, 228, -1 ]	[ 53760, 56448, 50688, 57408, 49920, 53760, 53760, 49920, 57408, 50688, 56448, 53760, -2 ]
N11	233	LIVE	61	0	62	61	1	[ 0, 1, 9, 12, 16, 17, 18, 21, 23, 31, 35, 37, 39, 40, 42, 43, 47, 52, 58, 63, 65, 67, 71, 75, 82, 83, 85, 86, 89, 102, 116, 117, 131, 144, 147, 148, 150, 151, 158, 162, 166, 168, 170, 175, 181, 186, 190, 191, 193, 194, 196, 198, 202, 210, 212, 215, 216, 217, 221, 224, 232, -1 ]	[ -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -2 ]
N11	239	LIVE	26	24	9	2	1	[ 1, 13, 109, 115, 124, 130, 226, 238, -1 ]	[ 61440, -1, 63360, 57600, 57600, 63360, -1, 61440, -2 ]
N11	241	LIVE	38	36	12	2	0	[ 13, 20, 45, 79, 97, 98, 143, 144, 162, 196, 221, 228 ]	[ 59328, -1, 59904, 59136, 58368, 56064, 56064, 58368, 59136, 59904, -1, 59328 ]
N11	251	LIVE	34	32	17	2	1	[ 1, 30, 56, 63, 96, 112, 117, 125, 126, 134, 139, 155, 188, 195, 221, 250, -1 ]	[ 61440, 62976, 57216, 63168, 61440, 57600, -1, 54720, 54720, -1, 57600, 61440, 63168, 57216, 62976, 61440, -2 ]
N11	257	LIVE	36	34	22	2	0	[ 18, 20, 32, 42, 44, 54, 57, 62, 73, 104, 118, 139, 153, 184, 195, 200, 203, 213, 215, 225, 237, 239 ]	[ 58368, 64128, 69120, 73728, 62208, 64896, 69120, 74880, 61440, -1, 62208, 62208, -1, 61440, 74880, 69120, 64896, 62208, 73728, 69120, 64128, 58368 ]
N11	263	LIVE	44	40	25	4	1	[ 1, 33, 46, 47, 54, 61, 65, 67, 75, 81, 89, 122, 141, 174, 182, 188, 196, 198, 202, 209, 216, 217, 230, 262, -1 ]	[ 71424, 69888, 68160, 82944, 63360, 71424, 72384, 67200, -1, 65472, -1, 82944, 82944, -1, 65472, -1, 67200, 72384, 71424, 63360, 82944, 68160, 69888, 71424, -2 ]
N11	269	LIVE	35	32	16	3	1	[ 0, 1, 7, 31, 43, 53, 99, 112, 157, 170, 216, 226, 238, 262, 268, -1 ]	[ -1, 78336, 72384, 68352, 76800, 76800, 82944, -1, -1, 82944, 76800, 76800, 68352, 72384, 78336, -2 ]
N11	271	LIVE	36	36	16	0	0	[ 1, 32, 46, 75, 76, 117, 119, 131, 140, 152, 154, 195, 196, 225, 239, 270 ]	[ 78336, 65280, 77184, 69504, 68352, 70272, 73344, 72960, 72960, 73344, 70272, 68352, 69504, 77184, 65280, 78336 ]
N11	277	LIVE	32	30	14	2	0	[ 1, 15, 25, 73, 102, 109, 118, 159, 168, 175, 204, 252, 262, 276 ]	[ 73728, 79104, 72576, 76992, -1, 70656, 73728, 73728, 70656, -1, 76992, 72576, 79104, 73728 ]
N11	281	LIVE	28	28	13	0	1	[ 1, 54, 85, 107, 129, 131, 150, 152, 174, 196, 227, 280, -1 ]	[ 71808, 70656, 89856, 76800, 82560, 81408, 81408, 82560, 76800, 89856, 70656, 71808, -2 ]
N11	283	LIVE	36	34	13	2	1	[ 1, 2, 81, 93, 105, 110, 173, 178, 190, 202, 281, 282, -1 ]	[ 87552, 82368, 87552, 81600, 81408, -1, -1, 81408, 81600, 87552, 82368, 87552, -2 ]
N11	293	LIVE	34	34	17	0	1	[ 1, 9, 45, 64, 66, 87, 101, 141, 152, 192, 206, 227, 229, 248, 284, 292, -1 ]	[ 92160, 83328, 86016, 81408, 86208, 83712, 85824, 91008, 91008, 85824, 83712, 86208, 81408, 86016, 83328, 92160, -2 ]
N11	307	LIVE	36	34	19	2	1	[ 1, 11, 26, 40, 44, 88, 117, 123, 151, 156, 184, 190, 219, 263, 267, 281, 296, 306, -1 ]	[ 96768, -1, 87360, 91776, 88320, 90624, 107520, 91776, 94464, 94464, 91776, 107520, 90624, 88320, 91776, 87360, -1, 96768, -2 ]
N11	311	LIVE	37	34	15	3	0	[ 0, 1, 14, 84, 89, 107, 131, 155, 156, 180, 204, 222, 227, 297, 310 ]	[ -1, 85248, 89472, 100800, 102144, 89856, 92352, -1, -1, 92352, 89856, 102144, 100800, 89472, 85248 ]
N11	313	LIVE	32	30	8	2	0	[ 8, 47, 70, 127, 186, 243, 266, 305 ]	[ 98304, -1, 98304, 103296, 103296, 98304, -1, 98304 ]
O4	211	LIVE	21	20	6	1	1	[ 0, 1, 62, 149, 210, -1 ]	[ -1, 41472, 46080, 46080, 41472, -2 ]
O4	223	LIVE	32	32	18	0	0	[ 8, 25, 30, 53, 68, 77, 84, 88, 89, 134, 135, 139, 146, 155, 170, 193, 198, 215 ]	[ 48000, 46464, 57600, 51456, 48960, 52416, 53568, 48000, 45696, 45696, 48000, 53568, 52416, 48960, 51456, 57600, 46464, 48000 ]
O4	227	LIVE	26	24	15	2	1	[ 33, 52, 59, 71, 90, 98, 100, 127, 129, 137, 156, 168, 175, 194, -1 ]	[ 51456, 57408, 55296, -1, 49920, 46464, 51456, 51456, 46464, 49920, -1, 55296, 57408, 51456, -2 ]
O4	229	LIVE	24	24	17	0	1	[ 29, 60, 79, 98, 99, 100, 101, 111, 118, 128, 129, 130, 131, 150, 169, 200, -1 ]	[ 55296, 49152, 52608, 56448, 48960, 48960, 52608, 51456, 51456, 52608, 48960, 48960, 56448, 52608, 49152, 55296, -2 ]
O4	233	LIVE	26	26	15	0	1	[ 6, 14, 38, 47, 78, 83, 116, 117, 150, 155, 186, 195, 219, 227, -1 ]	[ 60288, 54528, 57600, 48960, 57216, 54528, 58368, 58368, 54528, 57216, 48960, 57600, 54528, 60288, -2 ]
O4	239	LIVE	29	26	11	3	0	[ 0, 1, 27, 39, 49, 108, 131, 190, 200, 212, 238 ]	[ -1, 53760, 56832, -1, 61440, 63360, 63360, 61440, -1, 56832, 53760 ]
