p	u	t	w	a	b	c	d	flags	r0	r1	r2	r3
19	0	0	0	0	0	0	9	t0+qrep+qgcd+root0+rootrep+rad0	0	0	0	0
19	0	0	0	0	0	0	10	t0+qrep+qgcd+root0+rootrep+rad0	0	0	0	0
19	1	0	1	0	1	1	1	t0+qgcd+root0+rootrep+rad0	0	0	4	4
19	1	0	1	0	1	1	18	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	1	0	1	0	1	18	1	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	1	0	1	0	1	18	18	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	1	0	1	0	18	1	1	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	1	0	1	0	18	1	18	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	1	0	1	0	18	18	1	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	1	0	1	0	18	18	18	t0+qgcd+root0+rootrep+rad0	0	0	4	4
19	1	0	15	0	11	8	6	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	1	0	15	0	11	8	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	1	0	15	0	8	11	6	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	1	0	15	0	8	11	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	1	1	11	0	7	7	6	root0+rootrep+rad0	0	0	7	7
19	1	1	11	0	7	12	6	root0+rootrep+rad0	0	0	0	0
19	1	1	11	0	7	12	13	root0+rootrep+rad0	0	0	0	0
19	1	1	11	0	12	7	6	root0+rootrep+rad0	0	0	0	0
19	1	1	11	0	12	7	13	root0+rootrep+rad0	0	0	0	0
19	1	1	11	0	12	12	13	root0+rootrep+rad0	0	0	7	7
19	1	2	10	17	17	2	15	rootrep+rad0	6	0	0	0
19	1	2	10	17	2	17	15	rootrep+rad0	6	0	0	0
19	1	2	10	17	2	2	4	rootrep+rad0	6	0	0	0
19	1	2	10	2	17	17	15	rootrep+rad0	6	0	0	0
19	1	2	10	2	17	2	4	rootrep+rad0	6	0	0	0
19	1	2	10	2	2	17	4	rootrep+rad0	6	0	0	0
19	2	0	2	0	5	7	7	t0+qgcd+root0+rootrep+rad0	0	0	9	5
19	2	0	2	0	5	12	12	t0+qgcd+root0+rootrep+rad0	0	0	5	4
19	2	0	2	0	14	7	7	t0+qgcd+root0+rootrep+rad0	0	0	5	4
19	2	0	2	0	14	12	12	t0+qgcd+root0+rootrep+rad0	0	0	9	5
19	2	1	13	1	18	16	13	qrep+qgcd+rootrep+rad0	1	0	0	7
19	2	1	13	1	18	3	6	qrep+qgcd+rootrep+rad0	1	0	0	7
19	2	1	13	18	1	16	13	qrep+qgcd+rootrep+rad0	1	0	0	7
19	2	1	13	18	1	3	6	qrep+qgcd+rootrep+rad0	1	0	0	7
19	3	0	16	0	1	18	16	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	3	0	16	0	1	18	3	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	3	0	16	0	18	1	16	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	3	0	16	0	18	1	3	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	3	11	17	1	8	7	12	qrep+qgcd+rootrep+rad0	7	5	16	0
19	3	11	17	1	8	12	7	qrep+qgcd+rootrep+rad0	7	5	16	0
19	3	11	17	18	11	7	12	qrep+qgcd+rootrep+rad0	7	5	16	0
19	3	11	17	18	11	12	7	qrep+qgcd+rootrep+rad0	7	5	16	0
19	4	0	8	0	1	10	16	t0+qgcd+root0+rad0	0	0	16	5
19	4	0	8	0	18	9	3	t0+qgcd+root0+rad0	0	0	16	5
19	4	0	10	0	17	17	12	t0+qgcd+root0+rootrep+rad0	0	0	11	11
19	4	0	10	0	17	2	7	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	4	0	10	0	17	2	12	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	4	0	10	0	2	17	7	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	4	0	10	0	2	17	12	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	4	0	10	0	2	2	7	t0+qgcd+root0+rootrep+rad0	0	0	11	11
19	4	9	10	17	7	12	15	rootrep+rad0	7	11	0	0
19	4	9	10	17	12	7	15	rootrep+rad0	7	11	0	0
19	4	9	10	2	7	12	4	rootrep+rad0	7	11	0	0
19	4	9	10	2	12	7	4	rootrep+rad0	7	11	0	0
19	4	17	6	1	17	14	8	qrep	4	17	11	17
19	4	17	6	18	2	5	11	qrep	4	17	11	17
19	5	0	15	0	9	9	3	t0+qgcd+root0+rootrep+rad0	0	0	16	16
19	5	0	15	0	9	10	16	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	5	0	15	0	9	10	3	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	5	0	15	0	10	9	16	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	5	0	15	0	10	9	3	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	5	0	15	0	10	10	16	t0+qgcd+root0+rootrep+rad0	0	0	16	16
19	5	2	15	0	1	1	9	qgcd+root0+rootrep+rad0	0	0	1	1
19	5	2	15	0	1	18	9	qgcd+root0+rootrep+rad0	0	0	0	0
19	5	2	15	0	1	18	10	qgcd+root0+rootrep+rad0	0	0	0	0
19	5	2	15	0	18	1	9	qgcd+root0+rootrep+rad0	0	0	0	0
19	5	2	15	0	18	1	10	qgcd+root0+rootrep+rad0	0	0	0	0
19	5	2	15	0	18	18	10	qgcd+root0+rootrep+rad0	0	0	1	1
19	6	0	2	0	5	5	13	t0+qgcd+root0+rootrep+rad0	0	0	16	16
19	6	0	2	0	5	14	6	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	6	0	2	0	5	14	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	6	0	2	0	14	5	6	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	6	0	2	0	14	5	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	6	0	2	0	14	14	6	t0+qgcd+root0+rootrep+rad0	0	0	16	16
19	6	15	2	0	5	4	15	root0+rootrep+rad0	0	0	16	0
19	6	15	2	0	5	15	4	root0+rootrep+rad0	0	0	16	0
19	6	15	2	0	5	15	15	root0+rootrep+rad0	0	0	6	5
19	6	15	2	0	14	4	4	root0+rootrep+rad0	0	0	6	5
19	6	15	2	0	14	4	15	root0+rootrep+rad0	0	0	16	0
19	6	15	2	0	14	15	4	root0+rootrep+rad0	0	0	16	0
19	7	0	1	0	7	7	7	t0+qgcd+root0+rootrep+rad0	0	0	9	9
19	7	0	1	0	7	7	12	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	7	0	1	0	7	12	7	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	7	0	1	0	7	12	12	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	7	0	1	0	12	7	7	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	7	0	1	0	12	7	12	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	7	0	1	0	12	12	7	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	7	0	1	0	12	12	12	t0+qgcd+root0+rootrep+rad0	0	0	9	9
19	7	0	9	0	11	11	4	t0+qgcd+root0+rootrep+rad0	0	0	11	11
19	7	0	9	0	11	8	4	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	7	0	9	0	11	8	15	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	7	0	9	0	8	11	4	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	7	0	9	0	8	11	15	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	7	0	9	0	8	8	15	t0+qgcd+root0+rootrep+rad0	0	0	11	11
19	7	6	9	17	11	16	4	qrep	17	9	5	6
19	7	6	9	2	8	3	15	qrep	17	9	5	6
19	7	14	14	0	11	6	13	root0+rootrep+rad0	0	0	6	0
19	7	14	14	0	11	13	6	root0+rootrep+rad0	0	0	6	0
19	7	14	14	0	11	13	13	root0+rootrep+rad0	0	0	4	6
19	7	14	14	0	8	6	6	root0+rootrep+rad0	0	0	4	6
19	7	14	14	0	8	6	13	root0+rootrep+rad0	0	0	6	0
19	7	14	14	0	8	13	6	root0+rootrep+rad0	0	0	6	0
19	8	8	1	0	1	1	9	qgcd+root0+rootrep+rad0	0	0	1	1
19	8	8	1	0	1	18	9	qgcd+root0+rootrep+rad0	0	0	0	0
19	8	8	1	0	1	18	10	qgcd+root0+rootrep+rad0	0	0	0	0
19	8	8	1	0	18	1	9	qgcd+root0+rootrep+rad0	0	0	0	0
19	8	8	1	0	18	1	10	qgcd+root0+rootrep+rad0	0	0	0	0
19	8	8	1	0	18	18	10	qgcd+root0+rootrep+rad0	0	0	1	1
19	9	0	7	0	5	16	16	t0+qgcd+root0+rootrep+rad0	0	0	5	6
19	9	0	7	0	5	16	3	t0+qgcd+root0+rootrep+rad0	0	0	1	0
19	9	0	7	0	5	3	16	t0+qgcd+root0+rootrep+rad0	0	0	1	0
19	9	0	7	0	14	16	3	t0+qgcd+root0+rootrep+rad0	0	0	1	0
19	9	0	7	0	14	3	16	t0+qgcd+root0+rootrep+rad0	0	0	1	0
19	9	0	7	0	14	3	3	t0+qgcd+root0+rootrep+rad0	0	0	5	6
19	9	0	10	0	11	11	4	t0+qgcd+root0+rootrep+rad0	0	0	11	11
19	9	0	10	0	11	8	4	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	9	0	10	0	11	8	15	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	9	0	10	0	8	11	4	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	9	0	10	0	8	11	15	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	9	0	10	0	8	8	15	t0+qgcd+root0+rootrep+rad0	0	0	11	11
19	9	0	12	0	1	11	11	t0+qgcd+root0+rootrep+rad0	0	0	11	5
19	9	0	12	0	1	8	8	t0+qgcd+root0+rootrep+rad0	0	0	5	1
19	9	0	12	0	18	11	11	t0+qgcd+root0+rootrep+rad0	0	0	5	1
19	9	0	12	0	18	8	8	t0+qgcd+root0+rootrep+rad0	0	0	11	5
19	9	1	7	17	17	2	3	qgcd+rootrep+rad0	5	0	0	0
19	9	1	7	17	2	17	3	qgcd+rootrep+rad0	5	0	0	0
19	9	1	7	17	2	2	16	qgcd+rootrep+rad0	5	0	0	0
19	9	1	7	2	17	17	3	qgcd+rootrep+rad0	5	0	0	0
19	9	1	7	2	17	2	16	qgcd+rootrep+rad0	5	0	0	0
19	9	1	7	2	2	17	16	qgcd+rootrep+rad0	5	0	0	0
19	9	10	7	17	14	16	3	rootrep+rad0	5	6	9	0
19	9	10	7	17	14	3	16	rootrep+rad0	5	6	9	0
19	9	10	7	2	5	16	3	rootrep+rad0	5	6	9	0
19	9	10	7	2	5	3	16	rootrep+rad0	5	6	9	0
19	9	12	10	0	0	0	4	root0+rootrep+rad0	0	0	0	0
19	9	12	10	0	0	0	15	root0+rootrep+rad0	0	0	0	0
19	10	0	9	0	7	7	6	t0+qgcd+root0+rootrep+rad0	0	0	7	7
19	10	0	9	0	7	12	6	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	10	0	9	0	7	12	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	10	0	9	0	12	7	6	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	10	0	9	0	12	7	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	10	0	9	0	12	12	13	t0+qgcd+root0+rootrep+rad0	0	0	7	7
19	10	3	13	1	18	11	12	qgcd+rootrep+rad0	1	0	0	17
19	10	3	13	1	18	8	7	qgcd+rootrep+rad0	1	0	0	17
19	10	3	13	18	1	11	12	qgcd+rootrep+rad0	1	0	0	17
19	10	3	13	18	1	8	7	qgcd+rootrep+rad0	1	0	0	17
19	10	5	11	17	9	10	12	qrep+qgcd+rootrep+rad0	6	1	0	0
19	10	5	11	17	10	9	12	qrep+qgcd+rootrep+rad0	6	1	0	0
19	10	5	11	17	10	10	7	qrep+qgcd+rootrep	6	6	11	11
19	10	5	11	2	9	9	12	qrep+qgcd+rootrep	6	6	11	11
19	10	5	11	2	9	10	7	qrep+qgcd+rootrep+rad0	6	1	0	0
19	10	5	11	2	10	9	7	qrep+qgcd+rootrep+rad0	6	1	0	0
19	10	9	5	17	17	7	4	qgcd+rootrep	17	4	4	6
19	10	9	5	2	2	12	15	qgcd+rootrep	17	4	4	6
19	10	10	2	5	5	14	12	qgcd+rootrep+rad0	1	0	0	0
19	10	10	2	5	14	5	12	qgcd+rootrep+rad0	1	0	0	0
19	10	10	2	5	14	14	7	qgcd+rootrep+rad0	1	0	0	0
19	10	10	2	14	5	5	12	qgcd+rootrep+rad0	1	0	0	0
19	10	10	2	14	5	14	7	qgcd+rootrep+rad0	1	0	0	0
19	10	10	2	14	14	5	7	qgcd+rootrep+rad0	1	0	0	0
19	10	11	13	0	1	1	9	root0+rootrep+rad0	0	0	1	1
19	10	11	13	0	1	18	9	root0+rootrep+rad0	0	0	0	0
19	10	11	13	0	1	18	10	root0+rootrep+rad0	0	0	0	0
19	10	11	13	0	18	1	9	root0+rootrep+rad0	0	0	0	0
19	10	11	13	0	18	1	10	root0+rootrep+rad0	0	0	0	0
19	10	11	13	0	18	18	10	root0+rootrep+rad0	0	0	1	1
19	10	16	8	17	11	3	3	qgcd+rootrep	11	1	5	5
19	10	16	8	2	8	16	16	qgcd+rootrep	11	1	5	5
19	11	0	9	0	7	7	6	t0+qgcd+root0+rootrep+rad0	0	0	7	7
19	11	0	9	0	7	12	6	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	11	0	9	0	7	12	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	11	0	9	0	12	7	6	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	11	0	9	0	12	7	13	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	11	0	9	0	12	12	13	t0+qgcd+root0+rootrep+rad0	0	0	7	7
19	11	3	6	9	14	11	8	qgcd+rootrep+rad0	11	4	1	0
19	11	3	6	9	14	8	11	qgcd+rootrep+rad0	11	4	1	0
19	11	3	6	10	5	11	8	qgcd+rootrep+rad0	11	4	1	0
19	11	3	6	10	5	8	11	qgcd+rootrep+rad0	11	4	1	0
19	11	3	9	7	7	12	13	rootrep+rad0	6	0	0	0
19	11	3	9	7	12	7	13	rootrep+rad0	6	0	0	0
19	11	3	9	7	12	12	6	rootrep+rad0	6	0	0	0
19	11	3	9	12	7	7	13	rootrep+rad0	6	0	0	0
19	11	3	9	12	7	12	6	rootrep+rad0	6	0	0	0
19	11	3	9	12	12	7	6	rootrep+rad0	6	0	0	0
19	11	16	12	17	17	2	14	qgcd+rootrep+rad0	17	0	0	0
19	11	16	12	17	2	17	14	qgcd+rootrep+rad0	17	0	0	0
19	11	16	12	17	2	2	5	qgcd+rootrep+rad0	17	0	0	0
19	11	16	12	2	17	17	14	qgcd+rootrep+rad0	17	0	0	0
19	11	16	12	2	17	2	5	qgcd+rootrep+rad0	17	0	0	0
19	11	16	12	2	2	17	5	qgcd+rootrep+rad0	17	0	0	0
19	12	4	15	0	11	11	4	qgcd+root0+rootrep+rad0	0	0	11	11
19	12	4	15	0	11	8	4	qgcd+root0+rootrep+rad0	0	0	0	0
19	12	4	15	0	11	8	15	qgcd+root0+rootrep+rad0	0	0	0	0
19	12	4	15	0	8	11	4	qgcd+root0+rootrep+rad0	0	0	0	0
19	12	4	15	0	8	11	15	qgcd+root0+rootrep+rad0	0	0	0	0
19	12	4	15	0	8	8	15	qgcd+root0+rootrep+rad0	0	0	11	11
19	12	6	7	1	8	7	12	qrep+rootrep+rad0	7	5	16	0
19	12	6	7	1	8	12	7	qrep+rootrep+rad0	7	5	16	0
19	12	6	7	18	11	7	12	qrep+rootrep+rad0	7	5	16	0
19	12	6	7	18	11	12	7	qrep+rootrep+rad0	7	5	16	0
19	12	10	9	0	0	17	3	root0+rootrep+rad0	0	0	0	11
19	12	10	9	0	0	2	16	root0+rootrep+rad0	0	0	0	11
19	12	15	13	1	11	8	12	qgcd+rootrep+rad0	11	17	0	0
19	12	15	13	1	8	11	12	qgcd+rootrep+rad0	11	17	0	0
19	12	15	13	18	11	8	7	qgcd+rootrep+rad0	11	17	0	0
19	12	15	13	18	8	11	7	qgcd+rootrep+rad0	11	17	0	0
19	13	8	4	0	17	17	10	root0+rootrep+rad0	0	0	5	5
19	13	8	4	0	17	2	9	root0+rootrep+rad0	0	0	0	0
19	13	8	4	0	17	2	10	root0+rootrep+rad0	0	0	0	0
19	13	8	4	0	2	17	9	root0+rootrep+rad0	0	0	0	0
19	13	8	4	0	2	17	10	root0+rootrep+rad0	0	0	0	0
19	13	8	4	0	2	2	9	root0+rootrep+rad0	0	0	5	5
19	13	16	4	1	11	8	12	qrep+rootrep+rad0	11	17	0	0
19	13	16	4	1	8	11	12	qrep+rootrep+rad0	11	17	0	0
19	13	16	4	18	11	8	7	qrep+rootrep+rad0	11	17	0	0
19	13	16	4	18	8	11	7	qrep+rootrep+rad0	11	17	0	0
19	14	0	3	0	1	14	7	t0+qgcd+root0+rad0	0	0	6	9
19	14	0	3	0	18	5	12	t0+qgcd+root0+rad0	0	0	6	9
19	14	7	14	0	9	9	4	qrep+root0+rootrep+rad0	0	0	11	11
19	14	7	14	0	9	10	4	qrep+root0+rootrep+rad0	0	0	0	0
19	14	7	14	0	9	10	15	qrep+root0+rootrep+rad0	0	0	0	0
19	14	7	14	0	10	9	4	qrep+root0+rootrep+rad0	0	0	0	0
19	14	7	14	0	10	9	15	qrep+root0+rootrep+rad0	0	0	0	0
19	14	7	14	0	10	10	15	qrep+root0+rootrep+rad0	0	0	11	11
19	14	13	14	4	4	15	13	rootrep+rad0	4	0	0	0
19	14	13	14	4	15	4	13	rootrep+rad0	4	0	0	0
19	14	13	14	4	15	15	6	rootrep+rad0	4	0	0	0
19	14	13	14	15	4	4	13	rootrep+rad0	4	0	0	0
19	14	13	14	15	4	15	6	rootrep+rad0	4	0	0	0
19	14	13	14	15	15	4	6	rootrep+rad0	4	0	0	0
19	15	0	10	0	1	1	9	t0+qgcd+root0+rootrep+rad0	0	0	1	1
19	15	0	10	0	1	18	9	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	15	0	10	0	1	18	10	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	15	0	10	0	18	1	9	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	15	0	10	0	18	1	10	t0+qgcd+root0+rootrep+rad0	0	0	0	0
19	15	0	10	0	18	18	10	t0+qgcd+root0+rootrep+rad0	0	0	1	1
19	15	4	17	9	11	16	16	qgcd+rootrep	17	1	1	9
19	15	4	17	10	8	3	3	qgcd+rootrep	17	1	1	9
19	15	6	2	0	17	5	5	root0+rootrep+rad0	0	0	17	9
19	15	6	2	0	17	5	14	root0+rootrep+rad0	0	0	11	0
19	15	6	2	0	17	14	5	root0+rootrep+rad0	0	0	11	0
