p	A	B	C	rho	sigma	pairing	a	b	c	d	mc	nc	U1	U0	V1	V0	M	N	G1	G0	W1	W0	ordD	ordH	relrankMN
47	2	17	18	12	8	1	4	34	36	17	6	30	37	25	9	17	2	27	26	6	40	25	12	24	2
47	2	17	18	12	8	1	4	34	36	17	6	30	37	25	9	17	7	38	22	33	1	39	12	24	2
47	2	17	18	12	8	1	4	34	36	17	6	30	37	25	9	17	9	37	11	46	6	9	12	24	2
47	2	17	18	12	8	1	4	34	36	17	6	30	37	25	9	17	13	40	6	33	4	19	12	24	2
47	2	17	18	12	8	1	4	34	36	17	6	30	37	25	9	17	21	26	24	12	10	7	12	24	2
47	2	17	18	12	8	1	4	34	36	17	6	30	37	25	9	17	27	7	43	32	24	18	12	24	2
47	2	17	18	12	8	1	4	34	36	17	6	30	37	25	9	17	29	16	1	25	36	45	12	24	2
47	2	17	18	12	8	1	4	34	36	17	6	30	37	25	9	17	32	22	21	15	13	17	12	24	2
47	2	17	18	12	8	1	4	34	36	17	6	30	37	25	9	17	41	3	33	22	4	10	12	24	2
47	2	17	18	12	8	1	4	34	36	17	6	30	37	25	9	17	46	17	1	15	11	25	12	24	2
47	2	17	18	12	8	2	4	36	34	17	6	30	37	25	9	17	2	27	26	6	40	25	12	24	2
47	2	17	18	12	8	2	4	36	34	17	6	30	37	25	9	17	7	38	22	33	1	39	12	24	2
47	2	17	18	12	8	2	4	36	34	17	6	30	37	25	9	17	9	37	11	46	6	9	12	24	2
47	2	17	18	12	8	2	4	36	34	17	6	30	37	25	9	17	13	40	6	33	4	19	12	24	2
47	2	17	18	12	8	2	4	36	34	17	6	30	37	25	9	17	21	26	24	12	10	7	12	24	2
47	2	17	18	12	8	2	4	36	34	17	6	30	37	25	9	17	27	7	43	32	24	18	12	24	2
47	2	17	18	12	8	2	4	36	34	17	6	30	37	25	9	17	29	16	1	25	36	45	12	24	2
47	2	17	18	12	8	2	4	36	34	17	6	30	37	25	9	17	32	22	21	15	13	17	12	24	2
47	2	17	18	12	8	2	4	36	34	17	6	30	37	25	9	17	41	3	33	22	4	10	12	24	2
47	2	17	18	12	8	2	4	36	34	17	6	30	37	25	9	17	46	17	1	15	11	25	12	24	2
47	2	17	18	12	8	3	34	36	4	17	6	30	37	25	9	17	2	27	26	6	40	25	12	24	2
47	2	17	18	12	8	3	34	36	4	17	6	30	37	25	9	17	7	38	22	33	1	39	12	24	2
47	2	17	18	12	8	3	34	36	4	17	6	30	37	25	9	17	9	37	11	46	6	9	12	24	2
47	2	17	18	12	8	3	34	36	4	17	6	30	37	25	9	17	13	40	6	33	4	19	12	24	2
47	2	17	18	12	8	3	34	36	4	17	6	30	37	25	9	17	21	26	24	12	10	7	12	24	2
47	2	17	18	12	8	3	34	36	4	17	6	30	37	25	9	17	27	7	43	32	24	18	12	24	2
47	2	17	18	12	8	3	34	36	4	17	6	30	37	25	9	17	29	16	1	25	36	45	12	24	2
47	2	17	18	12	8	3	34	36	4	17	6	30	37	25	9	17	32	22	21	15	13	17	12	24	2
47	2	17	18	12	8	3	34	36	4	17	6	30	37	25	9	17	41	3	33	22	4	10	12	24	2
47	2	17	18	12	8	3	34	36	4	17	6	30	37	25	9	17	46	17	1	15	11	25	12	24	2
47	2	17	18	35	39	1	43	13	11	30	32	27	17	1	14	20	11	2	18	45	39	43	12	24	2
47	2	17	18	35	39	1	43	13	11	30	32	27	17	1	14	20	13	38	32	37	1	8	12	24	2
47	2	17	18	35	39	1	43	13	11	30	32	27	17	1	14	20	15	21	17	9	12	7	12	24	2
47	2	17	18	35	39	1	43	13	11	30	32	27	17	1	14	20	15	26	33	22	35	40	12	24	2
47	2	17	18	35	39	1	43	13	11	30	32	27	17	1	14	20	20	24	4	21	33	45	12	24	2
47	2	17	18	35	39	1	43	13	11	30	32	27	17	1	14	20	20	38	0	30	14	2	12	24	2
47	2	17	18	35	39	1	43	13	11	30	32	27	17	1	14	20	22	10	46	27	29	28	12	24	2
47	2	17	18	35	39	1	43	13	11	30	32	27	17	1	14	20	23	46	32	9	19	16	12	24	2
47	2	17	18	35	39	1	43	13	11	30	32	27	17	1	14	20	30	40	12	45	39	30	12	24	2
47	2	17	18	35	39	1	43	13	11	30	32	27	17	1	14	20	31	11	18	46	35	36	12	24	2
47	2	17	18	35	39	1	43	13	11	30	32	27	17	1	14	20	33	9	25	8	34	46	12	24	2
47	2	17	18	35	39	1	43	13	11	30	32	27	17	1	14	20	35	37	17	40	35	13	12	24	2
47	2	17	18	35	39	1	43	13	11	30	32	27	17	1	14	20	38	32	9	11	26	25	12	24	2
47	2	17	18	35	39	1	43	13	11	30	32	27	17	1	14	20	39	21	29	11	28	24	12	24	2
47	2	17	18	35	39	1	43	13	11	30	32	27	17	1	14	20	44	3	44	8	38	38	12	24	2
47	2	17	18	35	39	1	43	13	11	30	32	27	17	1	14	20	46	40	15	34	31	10	12	24	2
47	2	17	18	35	39	2	43	11	13	30	32	27	17	1	14	20	11	2	18	45	39	43	12	24	2
47	2	17	18	35	39	2	43	11	13	30	32	27	17	1	14	20	13	38	32	37	1	8	12	24	2
47	2	17	18	35	39	2	43	11	13	30	32	27	17	1	14	20	15	21	17	9	12	7	12	24	2
47	2	17	18	35	39	2	43	11	13	30	32	27	17	1	14	20	15	26	33	22	35	40	12	24	2
47	2	17	18	35	39	2	43	11	13	30	32	27	17	1	14	20	20	24	4	21	33	45	12	24	2
47	2	17	18	35	39	2	43	11	13	30	32	27	17	1	14	20	20	38	0	30	14	2	12	24	2
47	2	17	18	35	39	2	43	11	13	30	32	27	17	1	14	20	22	10	46	27	29	28	12	24	2
47	2	17	18	35	39	2	43	11	13	30	32	27	17	1	14	20	23	46	32	9	19	16	12	24	2
