t_num	t_den	p	r	boundary	jorder	jmod3	allowed
1	2	131	55	0	16128	0	1
1	2	131	56	0	16128	0	1
1	2	131	57	0	12544	1	0
1	2	131	58	0	14336	2	0
1	2	131	59	0	17024	2	0
1	2	131	60	1	0	-1	1
1	2	131	61	0	14336	2	0
1	2	131	62	0	12544	1	0
1	2	131	63	0	13440	0	1
1	2	131	64	0	13440	0	1
1	2	131	65	0	17024	2	0
1	2	131	66	0	16128	0	1
1	2	131	67	0	14336	2	0
1	2	131	68	0	17024	2	0
1	2	131	69	0	15232	1	0
1	2	131	70	0	13440	0	1
1	2	131	71	0	13440	0	1
1	2	131	72	0	13440	0	1
1	2	131	73	0	13440	0	1
1	2	131	74	0	14336	2	0
1	2	131	75	0	15232	1	0
1	2	131	76	0	13440	0	1
1	2	131	77	0	16128	0	1
1	2	131	78	1	0	-1	1
1	2	131	79	0	17024	2	0
1	2	131	80	0	13440	0	1
1	2	131	81	0	16128	0	1
1	2	131	82	0	15232	1	0
1	2	131	83	0	12544	1	0
1	2	131	84	0	15232	1	0
1	2	131	85	0	13440	0	1
1	2	131	86	0	15232	1	0
1	2	131	87	0	13440	0	1
1	2	131	88	0	14336	2	0
1	2	131	89	0	16128	0	1
1	2	131	90	0	16128	0	1
1	2	131	91	0	12544	1	0
1	2	131	92	0	16128	0	1
1	2	131	93	0	15232	1	0
1	2	131	94	0	15232	1	0
1	2	131	95	0	13440	0	1
1	2	131	96	0	15232	1	0
1	2	131	97	0	16128	0	1
1	2	131	98	0	13440	0	1
1	2	131	99	0	14336	2	0
1	2	131	100	0	16128	0	1
1	2	131	101	0	17024	2	0
1	2	131	102	0	16128	0	1
1	2	131	103	0	13440	0	1
1	2	131	104	0	16128	0	1
1	2	131	105	0	14336	2	0
1	2	131	106	0	16128	0	1
1	2	131	107	1	0	-1	1
1	2	131	108	0	14336	2	0
1	2	131	109	0	14336	2	0
1	2	131	110	0	16128	0	1
1	2	131	111	0	13440	0	1
1	2	131	112	0	12544	1	0
1	2	131	113	0	13440	0	1
1	2	131	114	0	16128	0	1
1	2	131	115	0	16128	0	1
1	2	131	116	0	15232	1	0
1	2	131	117	0	14336	2	0
1	2	131	118	0	13440	0	1
1	2	131	119	0	13440	0	1
1	2	131	120	0	13440	0	1
1	2	131	121	0	13440	0	1
1	2	131	122	0	14336	2	0
1	2	131	123	0	16128	0	1
1	2	131	124	0	16128	0	1
1	2	131	125	0	14336	2	0
1	2	131	126	0	16128	0	1
1	2	131	127	0	13440	0	1
1	2	131	128	0	13440	0	1
1	2	131	129	0	17024	2	0
1	2	131	130	1	0	-1	1
1	2	131	inf	1	0	-1	1
1	2	137	0	1	0	-1	1
1	2	137	1	1	0	-1	1
1	2	137	2	0	16384	1	0
1	2	137	3	0	18432	0	1
1	2	137	4	0	16384	1	0
1	2	137	5	0	18432	0	1
1	2	137	6	0	16384	1	0
1	2	137	7	0	18432	0	1
1	2	137	8	0	16384	1	0
1	2	137	9	0	18432	0	1
1	2	137	10	0	18432	0	1
1	2	137	11	0	20480	2	0
1	2	137	12	0	16384	1	0
1	2	137	13	0	18432	0	1
1	2	137	14	0	18432	0	1
1	2	137	15	0	18432	0	1
1	2	137	16	0	18432	0	1
1	2	137	17	1	0	-1	1
1	2	137	18	0	16384	1	0
1	2	137	19	0	18432	0	1
1	2	137	20	0	18432	0	1
1	2	137	21	0	20480	2	0
1	2	137	22	0	16384	1	0
1	2	137	23	0	16384	1	0
1	2	137	24	0	18432	0	1
1	2	137	25	0	20480	2	0
1	2	137	26	0	18432	0	1
1	2	137	27	0	18432	0	1
1	2	137	28	1	0	-1	1
1	2	137	29	0	16384	1	0
1	2	137	30	0	16384	1	0
1	2	137	31	0	16384	1	0
1	2	137	32	0	16384	1	0
1	2	137	33	0	16384	1	0
1	2	137	34	0	16384	1	0
1	2	137	35	0	16384	1	0
1	2	137	36	0	18432	0	1
1	2	137	37	0	16384	1	0
1	2	137	38	0	16384	1	0
1	2	137	39	0	18432	0	1
1	2	137	40	0	18432	0	1
1	2	137	41	0	16384	1	0
1	2	137	42	0	16384	1	0
1	2	137	43	0	18432	0	1
1	2	137	44	0	16384	1	0
1	2	137	45	0	18432	0	1
1	2	137	46	0	18432	0	1
1	2	137	47	0	16384	1	0
1	2	137	48	0	18432	0	1
1	2	137	49	0	18432	0	1
1	2	137	50	0	18432	0	1
1	2	137	51	0	18432	0	1
1	2	137	52	0	16384	1	0
1	2	137	53	0	20480	2	0
1	2	137	54	0	16384	1	0
1	2	137	55	0	18432	0	1
1	2	137	56	1	0	-1	1
1	2	137	57	0	18432	0	1
1	2	137	58	0	18432	0	1
1	2	137	59	0	18432	0	1
1	2	137	60	0	18432	0	1
1	2	137	61	0	18432	0	1
1	2	137	62	0	16384	1	0
1	2	137	63	0	18432	0	1
1	2	137	64	0	18432	0	1
1	2	137	65	0	16384	1	0
1	2	137	66	0	18432	0	1
1	2	137	67	0	18432	0	1
1	2	137	68	0	18432	0	1
1	2	137	69	0	16384	1	0
1	2	137	70	0	18432	0	1
1	2	137	71	0	18432	0	1
1	2	137	72	0	18432	0	1
1	2	137	73	0	16384	1	0
1	2	137	74	0	18432	0	1
1	2	137	75	0	18432	0	1
1	2	137	76	0	18432	0	1
1	2	137	77	0	20480	2	0
1	2	137	78	0	16384	1	0
1	2	137	79	0	18432	0	1
1	2	137	80	0	16384	1	0
1	2	137	81	0	16384	1	0
1	2	137	82	0	18432	0	1
1	2	137	83	0	20480	2	0
1	2	137	84	0	16384	1	0
1	2	137	85	0	18432	0	1
1	2	137	86	0	18432	0	1
1	2	137	87	0	18432	0	1
1	2	137	88	0	18432	0	1
1	2	137	89	0	20480	2	0
1	2	137	90	0	16384	1	0
1	2	137	91	0	16384	1	0
1	2	137	92	0	18432	0	1
1	2	137	93	1	0	-1	1
1	2	137	94	0	18432	0	1
1	2	137	95	0	18432	0	1
1	2	137	96	0	18432	0	1
1	2	137	97	0	18432	0	1
1	2	137	98	0	18432	0	1
1	2	137	99	0	16384	1	0
1	2	137	100	0	16384	1	0
1	2	137	101	0	18432	0	1
1	2	137	102	0	16384	1	0
1	2	137	103	0	16384	1	0
1	2	137	104	0	20480	2	0
1	2	137	105	0	18432	0	1
1	2	137	106	0	20480	2	0
1	2	137	107	0	18432	0	1
1	2	137	108	0	18432	0	1
1	2	137	109	0	16384	1	0
1	2	137	110	0	18432	0	1
1	2	137	111	0	18432	0	1
1	2	137	112	0	18432	0	1
1	2	137	113	0	18432	0	1
1	2	137	114	0	18432	0	1
1	2	137	115	1	0	-1	1
1	2	137	116	0	18432	0	1
1	2	137	117	0	20480	2	0
1	2	137	118	0	18432	0	1
1	2	137	119	0	16384	1	0
1	2	137	120	0	16384	1	0
1	2	137	121	0	20480	2	0
1	2	137	122	0	16384	1	0
1	2	137	123	0	18432	0	1
1	2	137	124	0	20480	2	0
1	2	137	125	0	18432	0	1
1	2	137	126	0	18432	0	1
1	2	137	127	0	16384	1	0
1	2	137	128	0	18432	0	1
1	2	137	129	1	0	-1	1
1	2	137	130	0	18432	0	1
1	2	137	131	0	18432	0	1
1	2	137	132	0	18432	0	1
1	2	137	133	0	16384	1	0
1	2	137	134	0	16384	1	0
1	2	137	135	0	18432	0	1
1	2	137	136	1	0	-1	1
1	2	137	inf	1	0	-1	1
1	2	139	0	1	0	-1	1
1	2	139	1	1	0	-1	1
1	2	139	2	0	20736	0	1
1	2	139	3	0	20736	0	1
1	2	139	4	0	19584	0	1
1	2	139	5	0	21888	0	1
1	2	139	6	0	20736	0	1
1	2	139	7	0	23040	0	1
1	2	139	8	0	17280	0	1
1	2	139	9	0	18432	0	1
1	2	139	10	0	23040	0	1
1	2	139	11	0	20736	0	1
1	2	139	12	0	19584	0	1
1	2	139	13	0	19584	0	1
1	2	139	14	0	23040	0	1
1	2	139	15	0	19584	0	1
1	2	139	16	0	20736	0	1
1	2	139	17	0	18432	0	1
1	2	139	18	0	23040	0	1
1	2	139	19	0	18432	0	1
1	2	139	20	0	23040	0	1
1	2	139	21	0	19584	0	1
1	2	139	22	0	18432	0	1
1	2	139	23	0	18432	0	1
1	2	139	24	0	21888	0	1
1	2	139	25	0	17280	0	1
1	2	139	26	0	20736	0	1
1	2	139	27	0	19584	0	1
1	2	139	28	0	21888	0	1
1	2	139	29	0	21888	0	1
1	2	139	30	0	19584	0	1
1	2	139	31	0	18432	0	1
1	2	139	32	1	0	-1	1
1	2	139	33	0	19584	0	1
1	2	139	34	0	19584	0	1
1	2	139	35	0	19584	0	1
1	2	139	36	0	21888	0	1
1	2	139	37	0	21888	0	1
1	2	139	38	0	20736	0	1
1	2	139	39	0	18432	0	1
1	2	139	40	0	19584	0	1
1	2	139	41	0	23040	0	1
1	2	139	42	0	17280	0	1
1	2	139	43	0	21888	0	1
1	2	139	44	1	0	-1	1
1	2	139	45	0	19584	0	1
1	2	139	46	0	21888	0	1
1	2	139	47	0	18432	0	1
1	2	139	48	0	17280	0	1
1	2	139	49	0	23040	0	1
1	2	139	50	0	18432	0	1
1	2	139	51	0	19584	0	1
1	2	139	52	0	17280	0	1
1	2	139	53	0	19584	0	1
1	2	139	54	0	21888	0	1
1	2	139	55	0	21888	0	1
1	2	139	56	0	23040	0	1
1	2	139	57	0	20736	0	1
1	2	139	58	0	19584	0	1
1	2	139	59	0	19584	0	1
1	2	139	60	0	17280	0	1
1	2	139	61	0	19584	0	1
1	2	139	62	0	18432	0	1
1	2	139	63	0	19584	0	1
1	2	139	64	0	19584	0	1
1	2	139	65	0	18432	0	1
1	2	139	66	0	20736	0	1
1	2	139	67	0	19584	0	1
1	2	139	68	0	20736	0	1
1	2	139	69	0	20736	0	1
1	2	139	70	0	20736	0	1
1	2	139	71	0	18432	0	1
1	2	139	72	0	23040	0	1
1	2	139	73	0	19584	0	1
1	2	139	74	0	18432	0	1
1	2	139	75	0	17280	0	1
1	2	139	76	0	17280	0	1
1	2	139	77	0	18432	0	1
1	2	139	78	0	23040	0	1
1	2	139	79	1	0	-1	1
1	2	139	80	0	19584	0	1
1	2	139	81	0	20736	0	1
1	2	139	82	0	18432	0	1
1	2	139	83	0	19584	0	1
1	2	139	84	0	17280	0	1
1	2	139	85	0	23040	0	1
1	2	139	86	0	20736	0	1
1	2	139	87	0	17280	0	1
1	2	139	88	0	18432	0	1
1	2	139	89	0	17280	0	1
1	2	139	90	0	18432	0	1
1	2	139	91	0	21888	0	1
1	2	139	92	0	20736	0	1
1	2	139	93	0	20736	0	1
1	2	139	94	0	23040	0	1
1	2	139	95	0	17280	0	1
1	2	139	96	0	17280	0	1
1	2	139	97	0	21888	0	1
1	2	139	98	0	19584	0	1
1	2	139	99	0	20736	0	1
1	2	139	100	0	20736	0	1
1	2	139	101	0	23040	0	1
1	2	139	102	0	19584	0	1
1	2	139	103	0	19584	0	1
1	2	139	104	0	20736	0	1
1	2	139	105	0	23040	0	1
1	2	139	106	0	19584	0	1
1	2	139	107	0	19584	0	1
1	2	139	108	0	21888	0	1
1	2	139	109	0	18432	0	1
1	2	139	110	0	19584	0	1
1	2	139	111	0	20736	0	1
1	2	139	112	0	21888	0	1
1	2	139	113	0	20736	0	1
1	2	139	114	0	18432	0	1
1	2	139	115	0	19584	0	1
1	2	139	116	0	20736	0	1
1	2	139	117	0	19584	0	1
1	2	139	118	0	20736	0	1
1	2	139	119	0	17280	0	1
1	2	139	120	0	19584	0	1
1	2	139	121	0	21888	0	1
1	2	139	122	0	23040	0	1
1	2	139	123	0	20736	0	1
1	2	139	124	0	21888	0	1
1	2	139	125	0	21888	0	1
1	2	139	126	1	0	-1	1
1	2	139	127	0	20736	0	1
1	2	139	128	0	23040	0	1
1	2	139	129	0	21888	0	1
1	2	139	130	0	21888	0	1
1	2	139	131	0	17280	0	1
1	2	139	132	0	17280	0	1
1	2	139	133	0	18432	0	1
1	2	139	134	0	20736	0	1
1	2	139	135	0	20736	0	1
1	2	139	136	0	21888	0	1
1	2	139	137	0	20736	0	1
1	2	139	138	1	0	-1	1
1	2	139	inf	1	0	-1	1
1	2	149	0	1	0	-1	1
1	2	149	1	1	0	-1	1
1	2	149	2	0	23040	0	1
1	2	149	3	0	23040	0	1
1	2	149	4	0	23040	0	1
1	2	149	5	0	23040	0	1
1	2	149	6	0	23040	0	1
1	2	149	7	0	25600	1	0
1	2	149	8	0	20480	2	0
1	2	149	9	0	23040	0	1
1	2	149	10	0	20480	2	0
1	2	149	11	0	25600	1	0
1	2	149	12	0	25600	1	0
1	2	149	13	0	23040	0	1
1	2	149	14	0	25600	1	0
1	2	149	15	0	20480	2	0
1	2	149	16	0	25600	1	0
1	2	149	17	0	23040	0	1
1	2	149	18	0	20480	2	0
1	2	149	19	0	25600	1	0
1	2	149	20	0	20480	2	0
1	2	149	21	0	25600	1	0
1	2	149	22	0	25600	1	0
1	2	149	23	0	23040	0	1
1	2	149	24	0	25600	1	0
1	2	149	25	0	23040	0	1
1	2	149	26	0	23040	0	1
1	2	149	27	0	23040	0	1
1	2	149	28	0	25600	1	0
1	2	149	29	0	25600	1	0
1	2	149	30	0	23040	0	1
1	2	149	31	0	23040	0	1
1	2	149	32	0	25600	1	0
1	2	149	33	0	20480	2	0
1	2	149	34	0	23040	0	1
1	2	149	35	0	25600	1	0
1	2	149	36	0	25600	1	0
1	2	149	37	0	20480	2	0
1	2	149	38	0	23040	0	1
1	2	149	39	0	25600	1	0
1	2	149	40	0	23040	0	1
1	2	149	41	0	23040	0	1
1	2	149	42	0	25600	1	0
1	2	149	43	0	25600	1	0
1	2	149	44	0	25600	1	0
1	2	149	45	0	25600	1	0
1	2	149	46	0	25600	1	0
1	2	149	47	0	20480	2	0
1	2	149	48	0	23040	0	1
1	2	149	49	0	25600	1	0
1	2	149	50	0	23040	0	1
1	2	149	51	0	23040	0	1
1	2	149	52	0	25600	1	0
1	2	149	53	0	25600	1	0
1	2	149	54	0	20480	2	0
1	2	149	55	0	23040	0	1
1	2	149	56	0	20480	2	0
1	2	149	57	0	23040	0	1
1	2	149	58	0	20480	2	0
1	2	149	59	0	23040	0	1
1	2	149	60	0	25600	1	0
1	2	149	61	0	25600	1	0
1	2	149	62	0	20480	2	0
1	2	149	63	0	25600	1	0
1	2	149	64	0	25600	1	0
1	2	149	65	0	23040	0	1
1	2	149	66	1	0	-1	1
1	2	149	67	0	25600	1	0
1	2	149	68	1	0	-1	1
1	2	149	69	0	20480	2	0
1	2	149	70	1	0	-1	1
1	2	149	71	0	25600	1	0
1	2	149	72	0	20480	2	0
1	2	149	73	0	25600	1	0
1	2	149	74	0	25600	1	0
1	2	149	75	0	23040	0	1
1	2	149	76	0	23040	0	1
1	2	149	77	0	25600	1	0
1	2	149	78	1	0	-1	1
1	2	149	79	0	25600	1	0
1	2	149	80	0	25600	1	0
1	2	149	81	0	25600	1	0
1	2	149	82	0	20480	2	0
1	2	149	83	0	25600	1	0
1	2	149	84	0	23040	0	1
1	2	149	85	0	25600	1	0
1	2	149	86	0	23040	0	1
1	2	149	87	0	25600	1	0
1	2	149	88	0	23040	0	1
1	2	149	89	0	20480	2	0
1	2	149	90	0	25600	1	0
1	2	149	91	0	25600	1	0
1	2	149	92	0	25600	1	0
1	2	149	93	0	25600	1	0
1	2	149	94	0	23040	0	1
1	2	149	95	0	25600	1	0
1	2	149	96	0	25600	1	0
1	2	149	97	0	25600	1	0
1	2	149	98	0	23040	0	1
1	2	149	99	0	23040	0	1
1	2	149	100	0	23040	0	1
1	2	149	101	0	25600	1	0
1	2	149	102	0	25600	1	0
1	2	149	103	1	0	-1	1
1	2	149	104	0	25600	1	0
1	2	149	105	0	25600	1	0
1	2	149	106	0	25600	1	0
1	2	149	107	0	25600	1	0
1	2	149	108	0	25600	1	0
1	2	149	109	0	25600	1	0
1	2	149	110	0	25600	1	0
1	2	149	111	0	23040	0	1
1	2	149	112	0	23040	0	1
1	2	149	113	0	25600	1	0
1	2	149	114	0	23040	0	1
1	2	149	115	0	25600	1	0
1	2	149	116	0	23040	0	1
1	2	149	117	0	20480	2	0
1	2	149	118	0	25600	1	0
1	2	149	119	0	25600	1	0
1	2	149	120	0	25600	1	0
1	2	149	121	0	23040	0	1
1	2	149	122	0	25600	1	0
1	2	149	123	0	25600	1	0
1	2	149	124	0	23040	0	1
1	2	149	125	0	23040	0	1
1	2	149	126	0	20480	2	0
1	2	149	127	0	23040	0	1
1	2	149	128	1	0	-1	1
1	2	149	129	0	25600	1	0
1	2	149	130	0	20480	2	0
1	2	149	131	0	25600	1	0
1	2	149	132	0	25600	1	0
1	2	149	133	0	23040	0	1
1	2	149	134	0	23040	0	1
1	2	149	135	0	20480	2	0
1	2	149	136	0	20480	2	0
1	2	149	137	0	20480	2	0
1	2	149	138	0	23040	0	1
1	2	149	139	0	23040	0	1
1	2	149	140	0	20480	2	0
1	2	149	141	0	25600	1	0
1	2	149	142	0	25600	1	0
1	2	149	143	0	23040	0	1
1	2	149	144	0	25600	1	0
1	2	149	145	0	20480	2	0
1	2	149	146	0	23040	0	1
1	2	149	147	0	25600	1	0
1	2	149	148	1	0	-1	1
1	2	149	inf	1	0	-1	1
1	2	151	0	1	0	-1	1
1	2	151	1	1	0	-1	1
1	2	151	2	0	21760	1	0
1	2	151	3	0	20480	2	0
1	2	151	4	0	25600	1	0
1	2	151	5	0	23040	0	1
1	2	151	6	0	24320	2	0
1	2	151	7	0	21760	1	0
1	2	151	8	0	26880	0	1
1	2	151	9	0	25600	1	0
1	2	151	10	1	0	-1	1
1	2	151	11	0	24320	2	0
1	2	151	12	0	21760	1	0
1	2	151	13	0	21760	1	0
1	2	151	14	0	26880	0	1
1	2	151	15	0	25600	1	0
1	2	151	16	0	24320	2	0
1	2	151	17	0	23040	0	1
1	2	151	18	0	23040	0	1
1	2	151	19	0	26880	0	1
1	2	151	20	0	23040	0	1
1	2	151	21	0	26880	0	1
1	2	151	22	0	25600	1	0
1	2	151	23	0	24320	2	0
1	2	151	24	0	21760	1	0
1	2	151	25	0	23040	0	1
1	2	151	26	0	25600	1	0
1	2	151	27	0	24320	2	0
1	2	151	28	0	24320	2	0
1	2	151	29	0	24320	2	0
1	2	151	30	0	26880	0	1
1	2	151	31	0	20480	2	0
1	2	151	32	0	23040	0	1
1	2	151	33	0	24320	2	0
1	2	151	34	0	24320	2	0
1	2	151	35	0	23040	0	1
1	2	151	36	0	26880	0	1
1	2	151	37	0	25600	1	0
1	2	151	38	0	25600	1	0
1	2	151	39	0	20480	2	0
1	2	151	40	0	24320	2	0
1	2	151	41	0	23040	0	1
1	2	151	42	0	23040	0	1
1	2	151	43	0	21760	1	0
1	2	151	44	1	0	-1	1
1	2	151	45	0	24320	2	0
1	2	151	46	0	24320	2	0
1	2	151	47	0	24320	2	0
1	2	151	48	0	25600	1	0
1	2	151	49	0	25600	1	0
1	2	151	50	0	26880	0	1
1	2	151	51	0	23040	0	1
1	2	151	52	0	28160	2	0
1	2	151	53	0	23040	0	1
1	2	151	54	0	26880	0	1
1	2	151	55	0	24320	2	0
1	2	151	56	0	25600	1	0
1	2	151	57	0	23040	0	1
1	2	151	58	0	26880	0	1
1	2	151	59	0	25600	1	0
1	2	151	60	0	25600	1	0
1	2	151	61	0	28160	2	0
1	2	151	62	0	25600	1	0
1	2	151	63	0	21760	1	0
1	2	151	64	0	25600	1	0
1	2	151	65	0	23040	0	1
1	2	151	66	0	21760	1	0
1	2	151	67	0	24320	2	0
1	2	151	68	0	23040	0	1
1	2	151	69	0	25600	1	0
1	2	151	70	0	23040	0	1
1	2	151	71	0	21760	1	0
1	2	151	72	0	23040	0	1
1	2	151	73	0	25600	1	0
1	2	151	74	0	26880	0	1
1	2	151	75	0	26880	0	1
1	2	151	76	0	21760	1	0
1	2	151	77	0	23040	0	1
1	2	151	78	0	24320	2	0
1	2	151	79	0	23040	0	1
1	2	151	80	0	23040	0	1
1	2	151	81	0	21760	1	0
1	2	151	82	0	23040	0	1
1	2	151	83	0	28160	2	0
1	2	151	84	0	25600	1	0
1	2	151	85	0	24320	2	0
1	2	151	86	0	23040	0	1
1	2	151	87	0	21760	1	0
1	2	151	88	0	21760	1	0
1	2	151	89	0	25600	1	0
1	2	151	90	0	23040	0	1
1	2	151	91	0	24320	2	0
1	2	151	92	0	21760	1	0
1	2	151	93	0	21760	1	0
1	2	151	94	0	26880	0	1
1	2	151	95	0	25600	1	0
1	2	151	96	0	23040	0	1
1	2	151	97	0	26880	0	1
1	2	151	98	0	26880	0	1
1	2	151	99	0	23040	0	1
1	2	151	100	0	26880	0	1
1	2	151	101	0	20480	2	0
1	2	151	102	0	24320	2	0
1	2	151	103	0	25600	1	0
1	2	151	104	0	25600	1	0
1	2	151	105	0	21760	1	0
1	2	151	106	0	25600	1	0
1	2	151	107	0	21760	1	0
1	2	151	108	0	21760	1	0
1	2	151	109	0	24320	2	0
1	2	151	110	0	21760	1	0
1	2	151	111	0	23040	0	1
1	2	151	112	0	25600	1	0
1	2	151	113	0	26880	0	1
1	2	151	114	0	24320	2	0
1	2	151	115	0	26880	0	1
1	2	151	116	0	25600	1	0
1	2	151	117	0	23040	0	1
1	2	151	118	0	23040	0	1
1	2	151	119	0	24320	2	0
1	2	151	120	0	25600	1	0
1	2	151	121	0	23040	0	1
1	2	151	122	0	25600	1	0
1	2	151	123	0	24320	2	0
1	2	151	124	0	24320	2	0
1	2	151	125	0	24320	2	0
1	2	151	126	0	24320	2	0
1	2	151	127	1	0	-1	1
1	2	151	128	0	21760	1	0
1	2	151	129	0	25600	1	0
1	2	151	130	0	26880	0	1
1	2	151	131	0	28160	2	0
1	2	151	132	0	23040	0	1
1	2	151	133	0	24320	2	0
1	2	151	134	0	21760	1	0
1	2	151	135	0	21760	1	0
1	2	151	136	1	0	-1	1
1	2	151	137	0	26880	0	1
1	2	151	138	0	26880	0	1
1	2	151	139	0	21760	1	0
1	2	151	140	0	23040	0	1
1	2	151	141	0	25600	1	0
1	2	151	142	0	24320	2	0
1	2	151	143	0	23040	0	1
1	2	151	144	0	21760	1	0
1	2	151	145	0	23040	0	1
1	2	151	146	0	26880	0	1
1	2	151	147	0	26880	0	1
1	2	151	148	0	26880	0	1
1	2	151	149	0	26880	0	1
1	2	151	150	1	0	-1	1
1	2	151	inf	1	0	-1	1
1	2	157	0	1	0	-1	1
1	2	157	1	1	0	-1	1
1	2	157	2	0	25344	0	1
1	2	157	3	0	29568	0	1
1	2	157	4	0	29568	0	1
1	2	157	5	0	23936	2	0
1	2	157	6	0	25344	0	1
1	2	157	7	0	26752	1	0
1	2	157	8	0	29568	0	1
1	2	157	9	0	23936	2	0
1	2	157	10	0	23936	2	0
1	2	157	11	0	30976	1	0
1	2	157	12	0	28160	2	0
1	2	157	13	0	30976	1	0
1	2	157	14	0	28160	2	0
1	2	157	15	0	25344	0	1
1	2	157	16	0	26752	1	0
1	2	157	17	0	29568	0	1
1	2	157	18	0	26752	1	0
1	2	157	19	0	29568	0	1
1	2	157	20	0	30976	1	0
1	2	157	21	0	25344	0	1
1	2	157	22	0	30976	1	0
1	2	157	23	0	29568	0	1
1	2	157	24	0	30976	1	0
1	2	157	25	0	28160	2	0
1	2	157	26	0	28160	2	0
1	2	157	27	0	29568	0	1
1	2	157	28	0	30976	1	0
1	2	157	29	0	25344	0	1
1	2	157	30	1	0	-1	1
1	2	157	31	0	28160	2	0
1	2	157	32	0	30976	1	0
1	2	157	33	0	29568	0	1
1	2	157	34	0	25344	0	1
1	2	157	35	0	23936	2	0
1	2	157	36	0	25344	0	1
1	2	157	37	0	29568	0	1
1	2	157	38	0	23936	2	0
1	2	157	39	0	25344	0	1
1	2	157	40	0	23936	2	0
1	2	157	41	0	29568	0	1
1	2	157	42	0	29568	0	1
1	2	157	43	0	28160	2	0
1	2	157	44	0	28160	2	0
1	2	157	45	0	26752	1	0
1	2	157	46	0	26752	1	0
1	2	157	47	0	23936	2	0
1	2	157	48	0	25344	0	1
1	2	157	49	0	25344	0	1
1	2	157	50	0	30976	1	0
1	2	157	51	0	30976	1	0
1	2	157	52	0	26752	1	0
1	2	157	53	0	28160	2	0
1	2	157	54	0	30976	1	0
1	2	157	55	0	30976	1	0
1	2	157	56	0	25344	0	1
1	2	157	57	0	25344	0	1
1	2	157	58	0	28160	2	0
1	2	157	59	0	29568	0	1
1	2	157	60	0	28160	2	0
1	2	157	61	0	29568	0	1
1	2	157	62	0	23936	2	0
1	2	157	63	0	23936	2	0
1	2	157	64	0	29568	0	1
1	2	157	65	0	25344	0	1
1	2	157	66	0	26752	1	0
1	2	157	67	0	28160	2	0
1	2	157	68	0	29568	0	1
1	2	157	69	0	26752	1	0
1	2	157	70	0	28160	2	0
1	2	157	71	0	23936	2	0
1	2	157	72	0	30976	1	0
1	2	157	73	0	25344	0	1
1	2	157	74	0	30976	1	0
1	2	157	75	0	28160	2	0
1	2	157	76	0	28160	2	0
1	2	157	77	0	25344	0	1
1	2	157	78	0	26752	1	0
1	2	157	79	0	25344	0	1
1	2	157	80	0	28160	2	0
1	2	157	81	0	29568	0	1
1	2	157	82	0	25344	0	1
1	2	157	83	0	28160	2	0
1	2	157	84	0	28160	2	0
1	2	157	85	0	28160	2	0
1	2	157	86	0	29568	0	1
1	2	157	87	0	30976	1	0
1	2	157	88	0	29568	0	1
1	2	157	89	1	0	-1	1
1	2	157	90	0	25344	0	1
1	2	157	91	0	29568	0	1
1	2	157	92	0	28160	2	0
1	2	157	93	0	30976	1	0
1	2	157	94	0	23936	2	0
1	2	157	95	0	25344	0	1
1	2	157	96	0	26752	1	0
1	2	157	97	0	25344	0	1
1	2	157	98	0	29568	0	1
1	2	157	99	0	26752	1	0
1	2	157	100	0	30976	1	0
1	2	157	101	0	28160	2	0
1	2	157	102	0	25344	0	1
1	2	157	103	0	23936	2	0
1	2	157	104	0	25344	0	1
1	2	157	105	0	29568	0	1
1	2	157	106	0	23936	2	0
1	2	157	107	0	28160	2	0
1	2	157	108	0	26752	1	0
1	2	157	109	0	28160	2	0
1	2	157	110	0	23936	2	0
1	2	157	111	0	28160	2	0
1	2	157	112	0	28160	2	0
1	2	157	113	0	29568	0	1
1	2	157	114	0	25344	0	1
1	2	157	115	0	23936	2	0
1	2	157	116	0	26752	1	0
1	2	157	117	0	30976	1	0
1	2	157	118	0	29568	0	1
1	2	157	119	0	25344	0	1
1	2	157	120	0	23936	2	0
1	2	157	121	0	28160	2	0
1	2	157	122	0	25344	0	1
1	2	157	123	0	28160	2	0
1	2	157	124	0	29568	0	1
1	2	157	125	0	23936	2	0
1	2	157	126	0	29568	0	1
1	2	157	127	0	29568	0	1
1	2	157	128	0	28160	2	0
1	2	157	129	0	30976	1	0
1	2	157	130	0	30976	1	0
1	2	157	131	0	25344	0	1
1	2	157	132	0	29568	0	1
1	2	157	133	0	28160	2	0
1	2	157	134	0	26752	1	0
1	2	157	135	0	28160	2	0
1	2	157	136	0	29568	0	1
1	2	157	137	0	25344	0	1
1	2	157	138	0	29568	0	1
1	2	157	139	0	29568	0	1
1	2	157	140	0	23936	2	0
1	2	157	141	0	25344	0	1
1	2	157	142	0	29568	0	1
1	2	157	143	0	25344	0	1
1	2	157	144	0	28160	2	0
1	2	157	145	0	30976	1	0
1	2	157	146	0	25344	0	1
1	2	157	147	0	23936	2	0
1	2	157	148	0	25344	0	1
1	2	157	149	0	29568	0	1
1	2	157	150	0	28160	2	0
1	2	157	151	0	28160	2	0
1	2	157	152	0	23936	2	0
1	2	157	153	0	25344	0	1
1	2	157	154	0	26752	1	0
1	2	157	155	0	26752	1	0
1	2	157	156	1	0	-1	1
1	2	157	inf	1	0	-1	1
1	2	163	0	1	0	-1	1
1	2	163	1	1	0	-1	1
1	2	163	2	0	23040	0	1
1	2	163	3	0	26496	0	1
1	2	163	4	0	20736	0	1
1	2	163	5	1	0	-1	1
