p	A	B	C	rho	sigma	pairing	a	b	c	d	mc	nc	U1	U0	V1	V0	M	N	G1	G0	W1	W0	ordD	ordH	relrankMN
59	2	7	38	45	5	1	21	44	45	11	49	28	40	57	50	53	1	43	33	55	55	10	12	24	2
59	2	7	38	45	5	1	21	44	45	11	49	28	40	57	50	53	9	42	9	56	29	12	12	24	2
59	2	7	38	45	5	1	21	44	45	11	49	28	40	57	50	53	10	7	44	23	2	28	12	24	2
59	2	7	38	45	5	1	21	44	45	11	49	28	40	57	50	53	17	33	20	45	45	42	12	24	2
59	2	7	38	45	5	1	21	44	45	11	49	28	40	57	50	53	22	46	33	11	40	56	12	24	2
59	2	7	38	45	5	1	21	44	45	11	49	28	40	57	50	53	27	16	56	14	46	55	12	24	2
59	2	7	38	45	5	1	21	44	45	11	49	28	40	57	50	53	32	41	8	20	41	30	12	24	2
59	2	7	38	45	5	1	21	44	45	11	49	28	40	57	50	53	38	10	3	56	43	26	12	24	2
59	2	7	38	45	5	1	21	44	45	11	49	28	40	57	50	53	39	49	16	48	6	7	12	24	2
59	2	7	38	45	5	1	21	44	45	11	49	28	40	57	50	53	45	6	14	19	9	1	12	24	2
59	2	7	38	45	5	1	21	44	45	11	49	28	40	57	50	53	46	50	46	3	56	18	12	24	2
59	2	7	38	45	5	1	21	44	45	11	49	28	40	57	50	53	47	40	14	11	50	44	12	24	2
59	2	7	38	45	5	1	21	44	45	11	49	28	40	57	50	53	50	8	10	15	43	45	12	24	2
59	2	7	38	45	5	1	21	44	45	11	49	28	40	57	50	53	51	45	1	20	8	7	12	24	2
59	2	7	38	45	5	1	21	44	45	11	49	28	40	57	50	53	55	15	7	44	58	21	12	24	2
59	2	7	38	45	5	1	21	44	45	11	49	28	40	57	50	53	56	20	10	19	39	14	12	24	2
59	2	7	38	45	5	2	21	45	44	11	49	28	40	57	50	53	1	43	33	55	55	10	12	24	2
59	2	7	38	45	5	2	21	45	44	11	49	28	40	57	50	53	9	42	9	56	29	12	12	24	2
59	2	7	38	45	5	2	21	45	44	11	49	28	40	57	50	53	10	7	44	23	2	28	12	24	2
59	2	7	38	45	5	2	21	45	44	11	49	28	40	57	50	53	17	33	20	45	45	42	12	24	2
59	2	7	38	45	5	2	21	45	44	11	49	28	40	57	50	53	22	46	33	11	40	56	12	24	2
59	2	7	38	45	5	2	21	45	44	11	49	28	40	57	50	53	27	16	56	14	46	55	12	24	2
59	2	7	38	45	5	2	21	45	44	11	49	28	40	57	50	53	32	41	8	20	41	30	12	24	2
59	2	7	38	45	5	2	21	45	44	11	49	28	40	57	50	53	38	10	3	56	43	26	12	24	2
59	2	7	38	45	5	2	21	45	44	11	49	28	40	57	50	53	39	49	16	48	6	7	12	24	2
59	2	7	38	45	5	2	21	45	44	11	49	28	40	57	50	53	45	6	14	19	9	1	12	24	2
59	2	7	38	45	5	2	21	45	44	11	49	28	40	57	50	53	46	50	46	3	56	18	12	24	2
59	2	7	38	45	5	2	21	45	44	11	49	28	40	57	50	53	47	40	14	11	50	44	12	24	2
59	2	7	38	45	5	2	21	45	44	11	49	28	40	57	50	53	50	8	10	15	43	45	12	24	2
59	2	7	38	45	5	2	21	45	44	11	49	28	40	57	50	53	51	45	1	20	8	7	12	24	2
59	2	7	38	45	5	2	21	45	44	11	49	28	40	57	50	53	55	15	7	44	58	21	12	24	2
59	2	7	38	45	5	2	21	45	44	11	49	28	40	57	50	53	56	20	10	19	39	14	12	24	2
59	2	7	38	45	5	3	44	45	21	11	49	28	40	57	50	53	1	43	33	55	55	10	12	24	2
59	2	7	38	45	5	3	44	45	21	11	49	28	40	57	50	53	9	42	9	56	29	12	12	24	2
59	2	7	38	45	5	3	44	45	21	11	49	28	40	57	50	53	10	7	44	23	2	28	12	24	2
59	2	7	38	45	5	3	44	45	21	11	49	28	40	57	50	53	17	33	20	45	45	42	12	24	2
59	2	7	38	45	5	3	44	45	21	11	49	28	40	57	50	53	22	46	33	11	40	56	12	24	2
59	2	7	38	45	5	3	44	45	21	11	49	28	40	57	50	53	27	16	56	14	46	55	12	24	2
59	2	7	38	45	5	3	44	45	21	11	49	28	40	57	50	53	32	41	8	20	41	30	12	24	2
59	2	7	38	45	5	3	44	45	21	11	49	28	40	57	50	53	38	10	3	56	43	26	12	24	2
59	2	7	38	45	5	3	44	45	21	11	49	28	40	57	50	53	39	49	16	48	6	7	12	24	2
59	2	7	38	45	5	3	44	45	21	11	49	28	40	57	50	53	45	6	14	19	9	1	12	24	2
59	2	7	38	45	5	3	44	45	21	11	49	28	40	57	50	53	46	50	46	3	56	18	12	24	2
59	2	7	38	45	5	3	44	45	21	11	49	28	40	57	50	53	47	40	14	11	50	44	12	24	2
59	2	7	38	45	5	3	44	45	21	11	49	28	40	57	50	53	50	8	10	15	43	45	12	24	2
59	2	7	38	45	5	3	44	45	21	11	49	28	40	57	50	53	51	45	1	20	8	7	12	24	2
59	2	7	38	45	5	3	44	45	21	11	49	28	40	57	50	53	55	15	7	44	58	21	12	24	2
59	2	7	38	45	5	3	44	45	21	11	49	28	40	57	50	53	56	20	10	19	39	14	12	24	2
59	2	7	38	14	54	1	38	15	14	48	49	42	49	46	41	39	1	18	42	54	17	11	12	24	2
59	2	7	38	14	54	1	38	15	14	48	49	42	49	46	41	39	6	47	2	9	39	52	12	24	2
59	2	7	38	14	54	1	38	15	14	48	49	42	49	46	41	39	8	21	58	45	35	4	12	24	2
59	2	7	38	14	54	1	38	15	14	48	49	42	49	46	41	39	9	54	5	15	51	38	12	24	2
59	2	7	38	14	54	1	38	15	14	48	49	42	49	46	41	39	10	21	44	23	54	38	12	24	2
59	2	7	38	14	54	1	38	15	14	48	49	42	49	46	41	39	12	48	16	16	44	19	12	24	2
59	2	7	38	14	54	1	38	15	14	48	49	42	49	46	41	39	29	29	53	22	16	17	12	24	2
59	2	7	38	14	54	1	38	15	14	48	49	42	49	46	41	39	31	16	12	16	47	15	12	24	2
59	2	7	38	14	54	1	38	15	14	48	49	42	49	46	41	39	33	2	16	28	26	32	12	24	2
59	2	7	38	14	54	1	38	15	14	48	49	42	49	46	41	39	37	5	3	34	25	8	12	24	2
59	2	7	38	14	54	1	38	15	14	48	49	42	49	46	41	39	40	11	3	55	23	16	12	24	2
59	2	7	38	14	54	1	38	15	14	48	49	42	49	46	41	39	43	5	19	32	58	48	12	24	2
59	2	7	38	14	54	1	38	15	14	48	49	42	49	46	41	39	47	36	9	55	50	22	12	24	2
59	2	7	38	14	54	1	38	15	14	48	49	42	49	46	41	39	48	1	1	9	26	10	12	24	2
59	2	7	38	14	54	1	38	15	14	48	49	42	49	46	41	39	56	33	20	23	45	33	12	24	2
59	2	7	38	14	54	1	38	15	14	48	49	42	49	46	41	39	57	19	37	42	31	57	12	24	2
59	2	7	38	14	54	2	38	14	15	48	49	42	49	46	41	39	1	18	42	54	17	11	12	24	2
59	2	7	38	14	54	2	38	14	15	48	49	42	49	46	41	39	6	47	2	9	39	52	12	24	2
59	2	7	38	14	54	2	38	14	15	48	49	42	49	46	41	39	8	21	58	45	35	4	12	24	2
59	2	7	38	14	54	2	38	14	15	48	49	42	49	46	41	39	9	54	5	15	51	38	12	24	2
59	2	7	38	14	54	2	38	14	15	48	49	42	49	46	41	39	10	21	44	23	54	38	12	24	2
59	2	7	38	14	54	2	38	14	15	48	49	42	49	46	41	39	12	48	16	16	44	19	12	24	2
59	2	7	38	14	54	2	38	14	15	48	49	42	49	46	41	39	29	29	53	22	16	17	12	24	2
59	2	7	38	14	54	2	38	14	15	48	49	42	49	46	41	39	31	16	12	16	47	15	12	24	2
59	2	7	38	14	54	2	38	14	15	48	49	42	49	46	41	39	33	2	16	28	26	32	12	24	2
59	2	7	38	14	54	2	38	14	15	48	49	42	49	46	41	39	37	5	3	34	25	8	12	24	2
59	2	7	38	14	54	2	38	14	15	48	49	42	49	46	41	39	40	11	3	55	23	16	12	24	2
59	2	7	38	14	54	2	38	14	15	48	49	42	49	46	41	39	43	5	19	32	58	48	12	24	2
59	2	7	38	14	54	2	38	14	15	48	49	42	49	46	41	39	47	36	9	55	50	22	12	24	2
59	2	7	38	14	54	2	38	14	15	48	49	42	49	46	41	39	48	1	1	9	26	10	12	24	2
59	2	7	38	14	54	2	38	14	15	48	49	42	49	46	41	39	56	33	20	23	45	33	12	24	2
59	2	7	38	14	54	2	38	14	15	48	49	42	49	46	41	39	57	19	37	42	31	57	12	24	2
59	2	7	38	14	54	3	15	14	38	48	49	42	49	46	41	39	1	18	42	54	17	11	12	24	2
59	2	7	38	14	54	3	15	14	38	48	49	42	49	46	41	39	6	47	2	9	39	52	12	24	2
59	2	7	38	14	54	3	15	14	38	48	49	42	49	46	41	39	8	21	58	45	35	4	12	24	2
59	2	7	38	14	54	3	15	14	38	48	49	42	49	46	41	39	9	54	5	15	51	38	12	24	2
59	2	7	38	14	54	3	15	14	38	48	49	42	49	46	41	39	10	21	44	23	54	38	12	24	2
59	2	7	38	14	54	3	15	14	38	48	49	42	49	46	41	39	12	48	16	16	44	19	12	24	2
59	2	7	38	14	54	3	15	14	38	48	49	42	49	46	41	39	29	29	53	22	16	17	12	24	2
59	2	7	38	14	54	3	15	14	38	48	49	42	49	46	41	39	31	16	12	16	47	15	12	24	2
59	2	7	38	14	54	3	15	14	38	48	49	42	49	46	41	39	33	2	16	28	26	32	12	24	2
59	2	7	38	14	54	3	15	14	38	48	49	42	49	46	41	39	37	5	3	34	25	8	12	24	2
59	2	7	38	14	54	3	15	14	38	48	49	42	49	46	41	39	40	11	3	55	23	16	12	24	2
59	2	7	38	14	54	3	15	14	38	48	49	42	49	46	41	39	43	5	19	32	58	48	12	24	2
59	2	7	38	14	54	3	15	14	38	48	49	42	49	46	41	39	47	36	9	55	50	22	12	24	2
59	2	7	38	14	54	3	15	14	38	48	49	42	49	46	41	39	48	1	1	9	26	10	12	24	2
59	2	7	38	14	54	3	15	14	38	48	49	42	49	46	41	39	56	33	20	23	45	33	12	24	2
59	2	7	38	14	54	3	15	14	38	48	49	42	49	46	41	39	57	19	37	42	31	57	12	24	2
59	2	38	7	45	5	1	21	45	44	11	49	28	40	57	50	53	1	43	33	55	55	10	12	24	2
59	2	38	7	45	5	1	21	45	44	11	49	28	40	57	50	53	9	42	9	56	29	12	12	24	2
59	2	38	7	45	5	1	21	45	44	11	49	28	40	57	50	53	10	7	44	23	2	28	12	24	2
59	2	38	7	45	5	1	21	45	44	11	49	28	40	57	50	53	17	33	20	45	45	42	12	24	2
59	2	38	7	45	5	1	21	45	44	11	49	28	40	57	50	53	22	46	33	11	40	56	12	24	2
59	2	38	7	45	5	1	21	45	44	11	49	28	40	57	50	53	27	16	56	14	46	55	12	24	2
59	2	38	7	45	5	1	21	45	44	11	49	28	40	57	50	53	32	41	8	20	41	30	12	24	2
59	2	38	7	45	5	1	21	45	44	11	49	28	40	57	50	53	38	10	3	56	43	26	12	24	2
59	2	38	7	45	5	1	21	45	44	11	49	28	40	57	50	53	39	49	16	48	6	7	12	24	2
59	2	38	7	45	5	1	21	45	44	11	49	28	40	57	50	53	45	6	14	19	9	1	12	24	2
59	2	38	7	45	5	1	21	45	44	11	49	28	40	57	50	53	46	50	46	3	56	18	12	24	2
59	2	38	7	45	5	1	21	45	44	11	49	28	40	57	50	53	47	40	14	11	50	44	12	24	2
59	2	38	7	45	5	1	21	45	44	11	49	28	40	57	50	53	50	8	10	15	43	45	12	24	2
59	2	38	7	45	5	1	21	45	44	11	49	28	40	57	50	53	51	45	1	20	8	7	12	24	2
59	2	38	7	45	5	1	21	45	44	11	49	28	40	57	50	53	55	15	7	44	58	21	12	24	2
59	2	38	7	45	5	1	21	45	44	11	49	28	40	57	50	53	56	20	10	19	39	14	12	24	2
59	2	38	7	45	5	2	21	44	45	11	49	28	40	57	50	53	1	43	33	55	55	10	12	24	2
59	2	38	7	45	5	2	21	44	45	11	49	28	40	57	50	53	9	42	9	56	29	12	12	24	2
59	2	38	7	45	5	2	21	44	45	11	49	28	40	57	50	53	10	7	44	23	2	28	12	24	2
59	2	38	7	45	5	2	21	44	45	11	49	28	40	57	50	53	17	33	20	45	45	42	12	24	2
59	2	38	7	45	5	2	21	44	45	11	49	28	40	57	50	53	22	46	33	11	40	56	12	24	2
59	2	38	7	45	5	2	21	44	45	11	49	28	40	57	50	53	27	16	56	14	46	55	12	24	2
59	2	38	7	45	5	2	21	44	45	11	49	28	40	57	50	53	32	41	8	20	41	30	12	24	2
59	2	38	7	45	5	2	21	44	45	11	49	28	40	57	50	53	38	10	3	56	43	26	12	24	2
59	2	38	7	45	5	2	21	44	45	11	49	28	40	57	50	53	39	49	16	48	6	7	12	24	2
59	2	38	7	45	5	2	21	44	45	11	49	28	40	57	50	53	45	6	14	19	9	1	12	24	2
59	2	38	7	45	5	2	21	44	45	11	49	28	40	57	50	53	46	50	46	3	56	18	12	24	2
59	2	38	7	45	5	2	21	44	45	11	49	28	40	57	50	53	47	40	14	11	50	44	12	24	2
59	2	38	7	45	5	2	21	44	45	11	49	28	40	57	50	53	50	8	10	15	43	45	12	24	2
59	2	38	7	45	5	2	21	44	45	11	49	28	40	57	50	53	51	45	1	20	8	7	12	24	2
59	2	38	7	45	5	2	21	44	45	11	49	28	40	57	50	53	55	15	7	44	58	21	12	24	2
59	2	38	7	45	5	2	21	44	45	11	49	28	40	57	50	53	56	20	10	19	39	14	12	24	2
59	2	38	7	45	5	3	45	44	21	11	49	28	40	57	50	53	1	43	33	55	55	10	12	24	2
59	2	38	7	45	5	3	45	44	21	11	49	28	40	57	50	53	9	42	9	56	29	12	12	24	2
59	2	38	7	45	5	3	45	44	21	11	49	28	40	57	50	53	10	7	44	23	2	28	12	24	2
59	2	38	7	45	5	3	45	44	21	11	49	28	40	57	50	53	17	33	20	45	45	42	12	24	2
59	2	38	7	45	5	3	45	44	21	11	49	28	40	57	50	53	22	46	33	11	40	56	12	24	2
59	2	38	7	45	5	3	45	44	21	11	49	28	40	57	50	53	27	16	56	14	46	55	12	24	2
59	2	38	7	45	5	3	45	44	21	11	49	28	40	57	50	53	32	41	8	20	41	30	12	24	2
59	2	38	7	45	5	3	45	44	21	11	49	28	40	57	50	53	38	10	3	56	43	26	12	24	2
59	2	38	7	45	5	3	45	44	21	11	49	28	40	57	50	53	39	49	16	48	6	7	12	24	2
59	2	38	7	45	5	3	45	44	21	11	49	28	40	57	50	53	45	6	14	19	9	1	12	24	2
59	2	38	7	45	5	3	45	44	21	11	49	28	40	57	50	53	46	50	46	3	56	18	12	24	2
59	2	38	7	45	5	3	45	44	21	11	49	28	40	57	50	53	47	40	14	11	50	44	12	24	2
59	2	38	7	45	5	3	45	44	21	11	49	28	40	57	50	53	50	8	10	15	43	45	12	24	2
59	2	38	7	45	5	3	45	44	21	11	49	28	40	57	50	53	51	45	1	20	8	7	12	24	2
59	2	38	7	45	5	3	45	44	21	11	49	28	40	57	50	53	55	15	7	44	58	21	12	24	2
59	2	38	7	45	5	3	45	44	21	11	49	28	40	57	50	53	56	20	10	19	39	14	12	24	2
59	2	38	7	14	54	1	38	14	15	48	49	42	49	46	41	39	1	18	42	54	17	11	12	24	2
59	2	38	7	14	54	1	38	14	15	48	49	42	49	46	41	39	6	47	2	9	39	52	12	24	2
59	2	38	7	14	54	1	38	14	15	48	49	42	49	46	41	39	8	21	58	45	35	4	12	24	2
59	2	38	7	14	54	1	38	14	15	48	49	42	49	46	41	39	9	54	5	15	51	38	12	24	2
59	2	38	7	14	54	1	38	14	15	48	49	42	49	46	41	39	10	21	44	23	54	38	12	24	2
59	2	38	7	14	54	1	38	14	15	48	49	42	49	46	41	39	12	48	16	16	44	19	12	24	2
59	2	38	7	14	54	1	38	14	15	48	49	42	49	46	41	39	29	29	53	22	16	17	12	24	2
59	2	38	7	14	54	1	38	14	15	48	49	42	49	46	41	39	31	16	12	16	47	15	12	24	2
59	2	38	7	14	54	1	38	14	15	48	49	42	49	46	41	39	33	2	16	28	26	32	12	24	2
59	2	38	7	14	54	1	38	14	15	48	49	42	49	46	41	39	37	5	3	34	25	8	12	24	2
59	2	38	7	14	54	1	38	14	15	48	49	42	49	46	41	39	40	11	3	55	23	16	12	24	2
59	2	38	7	14	54	1	38	14	15	48	49	42	49	46	41	39	43	5	19	32	58	48	12	24	2
59	2	38	7	14	54	1	38	14	15	48	49	42	49	46	41	39	47	36	9	55	50	22	12	24	2
59	2	38	7	14	54	1	38	14	15	48	49	42	49	46	41	39	48	1	1	9	26	10	12	24	2
59	2	38	7	14	54	1	38	14	15	48	49	42	49	46	41	39	56	33	20	23	45	33	12	24	2
59	2	38	7	14	54	1	38	14	15	48	49	42	49	46	41	39	57	19	37	42	31	57	12	24	2
59	2	38	7	14	54	2	38	15	14	48	49	42	49	46	41	39	1	18	42	54	17	11	12	24	2
59	2	38	7	14	54	2	38	15	14	48	49	42	49	46	41	39	6	47	2	9	39	52	12	24	2
59	2	38	7	14	54	2	38	15	14	48	49	42	49	46	41	39	8	21	58	45	35	4	12	24	2
59	2	38	7	14	54	2	38	15	14	48	49	42	49	46	41	39	9	54	5	15	51	38	12	24	2
59	2	38	7	14	54	2	38	15	14	48	49	42	49	46	41	39	10	21	44	23	54	38	12	24	2
59	2	38	7	14	54	2	38	15	14	48	49	42	49	46	41	39	12	48	16	16	44	19	12	24	2
59	2	38	7	14	54	2	38	15	14	48	49	42	49	46	41	39	29	29	53	22	16	17	12	24	2
59	2	38	7	14	54	2	38	15	14	48	49	42	49	46	41	39	31	16	12	16	47	15	12	24	2
59	2	38	7	14	54	2	38	15	14	48	49	42	49	46	41	39	33	2	16	28	26	32	12	24	2
59	2	38	7	14	54	2	38	15	14	48	49	42	49	46	41	39	37	5	3	34	25	8	12	24	2
59	2	38	7	14	54	2	38	15	14	48	49	42	49	46	41	39	40	11	3	55	23	16	12	24	2
59	2	38	7	14	54	2	38	15	14	48	49	42	49	46	41	39	43	5	19	32	58	48	12	24	2
59	2	38	7	14	54	2	38	15	14	48	49	42	49	46	41	39	47	36	9	55	50	22	12	24	2
59	2	38	7	14	54	2	38	15	14	48	49	42	49	46	41	39	48	1	1	9	26	10	12	24	2
59	2	38	7	14	54	2	38	15	14	48	49	42	49	46	41	39	56	33	20	23	45	33	12	24	2
59	2	38	7	14	54	2	38	15	14	48	49	42	49	46	41	39	57	19	37	42	31	57	12	24	2
59	2	38	7	14	54	3	14	15	38	48	49	42	49	46	41	39	1	18	42	54	17	11	12	24	2
59	2	38	7	14	54	3	14	15	38	48	49	42	49	46	41	39	6	47	2	9	39	52	12	24	2
59	2	38	7	14	54	3	14	15	38	48	49	42	49	46	41	39	8	21	58	45	35	4	12	24	2
59	2	38	7	14	54	3	14	15	38	48	49	42	49	46	41	39	9	54	5	15	51	38	12	24	2
59	2	38	7	14	54	3	14	15	38	48	49	42	49	46	41	39	10	21	44	23	54	38	12	24	2
59	2	38	7	14	54	3	14	15	38	48	49	42	49	46	41	39	12	48	16	16	44	19	12	24	2
59	2	38	7	14	54	3	14	15	38	48	49	42	49	46	41	39	29	29	53	22	16	17	12	24	2
59	2	38	7	14	54	3	14	15	38	48	49	42	49	46	41	39	31	16	12	16	47	15	12	24	2
59	2	38	7	14	54	3	14	15	38	48	49	42	49	46	41	39	33	2	16	28	26	32	12	24	2
59	2	38	7	14	54	3	14	15	38	48	49	42	49	46	41	39	37	5	3	34	25	8	12	24	2
59	2	38	7	14	54	3	14	15	38	48	49	42	49	46	41	39	40	11	3	55	23	16	12	24	2
59	2	38	7	14	54	3	14	15	38	48	49	42	49	46	41	39	43	5	19	32	58	48	12	24	2
59	2	38	7	14	54	3	14	15	38	48	49	42	49	46	41	39	47	36	9	55	50	22	12	24	2
59	2	38	7	14	54	3	14	15	38	48	49	42	49	46	41	39	48	1	1	9	26	10	12	24	2
59	2	38	7	14	54	3	14	15	38	48	49	42	49	46	41	39	56	33	20	23	45	33	12	24	2
59	2	38	7	14	54	3	14	15	38	48	49	42	49	46	41	39	57	19	37	42	31	57	12	24	2
59	7	2	38	45	5	1	44	21	45	11	49	28	40	57	50	53	1	43	33	55	55	10	12	24	2
59	7	2	38	45	5	1	44	21	45	11	49	28	40	57	50	53	9	42	9	56	29	12	12	24	2
59	7	2	38	45	5	1	44	21	45	11	49	28	40	57	50	53	10	7	44	23	2	28	12	24	2
59	7	2	38	45	5	1	44	21	45	11	49	28	40	57	50	53	17	33	20	45	45	42	12	24	2
59	7	2	38	45	5	1	44	21	45	11	49	28	40	57	50	53	22	46	33	11	40	56	12	24	2
59	7	2	38	45	5	1	44	21	45	11	49	28	40	57	50	53	27	16	56	14	46	55	12	24	2
59	7	2	38	45	5	1	44	21	45	11	49	28	40	57	50	53	32	41	8	20	41	30	12	24	2
59	7	2	38	45	5	1	44	21	45	11	49	28	40	57	50	53	38	10	3	56	43	26	12	24	2
59	7	2	38	45	5	1	44	21	45	11	49	28	40	57	50	53	39	49	16	48	6	7	12	24	2
59	7	2	38	45	5	1	44	21	45	11	49	28	40	57	50	53	45	6	14	19	9	1	12	24	2
59	7	2	38	45	5	1	44	21	45	11	49	28	40	57	50	53	46	50	46	3	56	18	12	24	2
59	7	2	38	45	5	1	44	21	45	11	49	28	40	57	50	53	47	40	14	11	50	44	12	24	2
59	7	2	38	45	5	1	44	21	45	11	49	28	40	57	50	53	50	8	10	15	43	45	12	24	2
59	7	2	38	45	5	1	44	21	45	11	49	28	40	57	50	53	51	45	1	20	8	7	12	24	2
59	7	2	38	45	5	1	44	21	45	11	49	28	40	57	50	53	55	15	7	44	58	21	12	24	2
59	7	2	38	45	5	1	44	21	45	11	49	28	40	57	50	53	56	20	10	19	39	14	12	24	2
59	7	2	38	45	5	2	44	45	21	11	49	28	40	57	50	53	1	43	33	55	55	10	12	24	2
59	7	2	38	45	5	2	44	45	21	11	49	28	40	57	50	53	9	42	9	56	29	12	12	24	2
59	7	2	38	45	5	2	44	45	21	11	49	28	40	57	50	53	10	7	44	23	2	28	12	24	2
59	7	2	38	45	5	2	44	45	21	11	49	28	40	57	50	53	17	33	20	45	45	42	12	24	2
59	7	2	38	45	5	2	44	45	21	11	49	28	40	57	50	53	22	46	33	11	40	56	12	24	2
59	7	2	38	45	5	2	44	45	21	11	49	28	40	57	50	53	27	16	56	14	46	55	12	24	2
59	7	2	38	45	5	2	44	45	21	11	49	28	40	57	50	53	32	41	8	20	41	30	12	24	2
59	7	2	38	45	5	2	44	45	21	11	49	28	40	57	50	53	38	10	3	56	43	26	12	24	2
59	7	2	38	45	5	2	44	45	21	11	49	28	40	57	50	53	39	49	16	48	6	7	12	24	2
59	7	2	38	45	5	2	44	45	21	11	49	28	40	57	50	53	45	6	14	19	9	1	12	24	2
59	7	2	38	45	5	2	44	45	21	11	49	28	40	57	50	53	46	50	46	3	56	18	12	24	2
59	7	2	38	45	5	2	44	45	21	11	49	28	40	57	50	53	47	40	14	11	50	44	12	24	2
59	7	2	38	45	5	2	44	45	21	11	49	28	40	57	50	53	50	8	10	15	43	45	12	24	2
59	7	2	38	45	5	2	44	45	21	11	49	28	40	57	50	53	51	45	1	20	8	7	12	24	2
59	7	2	38	45	5	2	44	45	21	11	49	28	40	57	50	53	55	15	7	44	58	21	12	24	2
59	7	2	38	45	5	2	44	45	21	11	49	28	40	57	50	53	56	20	10	19	39	14	12	24	2
59	7	2	38	45	5	3	21	45	44	11	49	28	40	57	50	53	1	43	33	55	55	10	12	24	2
59	7	2	38	45	5	3	21	45	44	11	49	28	40	57	50	53	9	42	9	56	29	12	12	24	2
59	7	2	38	45	5	3	21	45	44	11	49	28	40	57	50	53	10	7	44	23	2	28	12	24	2
59	7	2	38	45	5	3	21	45	44	11	49	28	40	57	50	53	17	33	20	45	45	42	12	24	2
59	7	2	38	45	5	3	21	45	44	11	49	28	40	57	50	53	22	46	33	11	40	56	12	24	2
59	7	2	38	45	5	3	21	45	44	11	49	28	40	57	50	53	27	16	56	14	46	55	12	24	2
59	7	2	38	45	5	3	21	45	44	11	49	28	40	57	50	53	32	41	8	20	41	30	12	24	2
59	7	2	38	45	5	3	21	45	44	11	49	28	40	57	50	53	38	10	3	56	43	26	12	24	2
59	7	2	38	45	5	3	21	45	44	11	49	28	40	57	50	53	39	49	16	48	6	7	12	24	2
59	7	2	38	45	5	3	21	45	44	11	49	28	40	57	50	53	45	6	14	19	9	1	12	24	2
59	7	2	38	45	5	3	21	45	44	11	49	28	40	57	50	53	46	50	46	3	56	18	12	24	2
59	7	2	38	45	5	3	21	45	44	11	49	28	40	57	50	53	47	40	14	11	50	44	12	24	2
59	7	2	38	45	5	3	21	45	44	11	49	28	40	57	50	53	50	8	10	15	43	45	12	24	2
59	7	2	38	45	5	3	21	45	44	11	49	28	40	57	50	53	51	45	1	20	8	7	12	24	2
59	7	2	38	45	5	3	21	45	44	11	49	28	40	57	50	53	55	15	7	44	58	21	12	24	2
59	7	2	38	45	5	3	21	45	44	11	49	28	40	57	50	53	56	20	10	19	39	14	12	24	2
59	7	2	38	14	54	1	15	38	14	48	49	42	49	46	41	39	1	18	42	54	17	11	12	24	2
59	7	2	38	14	54	1	15	38	14	48	49	42	49	46	41	39	6	47	2	9	39	52	12	24	2
59	7	2	38	14	54	1	15	38	14	48	49	42	49	46	41	39	8	21	58	45	35	4	12	24	2
59	7	2	38	14	54	1	15	38	14	48	49	42	49	46	41	39	9	54	5	15	51	38	12	24	2
59	7	2	38	14	54	1	15	38	14	48	49	42	49	46	41	39	10	21	44	23	54	38	12	24	2
59	7	2	38	14	54	1	15	38	14	48	49	42	49	46	41	39	12	48	16	16	44	19	12	24	2
