p	A	B	C	rho	sigma	pairing	a	b	c	d	mc	nc	U1	U0	V1	V0	M	N	G1	G0	W1	W0	ordD	ordH	relrankMN
59	7	2	38	14	54	1	15	38	14	48	49	42	49	46	41	39	29	29	53	22	16	17	12	24	2
59	7	2	38	14	54	1	15	38	14	48	49	42	49	46	41	39	31	16	12	16	47	15	12	24	2
59	7	2	38	14	54	1	15	38	14	48	49	42	49	46	41	39	33	2	16	28	26	32	12	24	2
59	7	2	38	14	54	1	15	38	14	48	49	42	49	46	41	39	37	5	3	34	25	8	12	24	2
59	7	2	38	14	54	1	15	38	14	48	49	42	49	46	41	39	40	11	3	55	23	16	12	24	2
59	7	2	38	14	54	1	15	38	14	48	49	42	49	46	41	39	43	5	19	32	58	48	12	24	2
59	7	2	38	14	54	1	15	38	14	48	49	42	49	46	41	39	47	36	9	55	50	22	12	24	2
59	7	2	38	14	54	1	15	38	14	48	49	42	49	46	41	39	48	1	1	9	26	10	12	24	2
59	7	2	38	14	54	1	15	38	14	48	49	42	49	46	41	39	56	33	20	23	45	33	12	24	2
59	7	2	38	14	54	1	15	38	14	48	49	42	49	46	41	39	57	19	37	42	31	57	12	24	2
59	7	2	38	14	54	2	15	14	38	48	49	42	49	46	41	39	1	18	42	54	17	11	12	24	2
59	7	2	38	14	54	2	15	14	38	48	49	42	49	46	41	39	6	47	2	9	39	52	12	24	2
59	7	2	38	14	54	2	15	14	38	48	49	42	49	46	41	39	8	21	58	45	35	4	12	24	2
59	7	2	38	14	54	2	15	14	38	48	49	42	49	46	41	39	9	54	5	15	51	38	12	24	2
59	7	2	38	14	54	2	15	14	38	48	49	42	49	46	41	39	10	21	44	23	54	38	12	24	2
59	7	2	38	14	54	2	15	14	38	48	49	42	49	46	41	39	12	48	16	16	44	19	12	24	2
59	7	2	38	14	54	2	15	14	38	48	49	42	49	46	41	39	29	29	53	22	16	17	12	24	2
59	7	2	38	14	54	2	15	14	38	48	49	42	49	46	41	39	31	16	12	16	47	15	12	24	2
59	7	2	38	14	54	2	15	14	38	48	49	42	49	46	41	39	33	2	16	28	26	32	12	24	2
59	7	2	38	14	54	2	15	14	38	48	49	42	49	46	41	39	37	5	3	34	25	8	12	24	2
