m	n	k	torsion_coset
705	378	-399	1
708	321	573	1
709	886	145	1
717	-162	-111	1
717	54	-39	1
720	-3	69	1
720	-3	789	1
720	-3	933	1
722	-937	649	2
722	-145	-431	2
722	143	-647	2
722	935	-71	2
723	-324	393	1
723	-324	-111	1
726	-957	-507	1
726	123	-147	1
734	-493	-455	2
734	299	409	2
734	299	553	2
734	587	-95	2
735	-432	-543	1
735	360	33	1
735	648	-183	1
736	-323	685	1
736	-323	-35	1
738	-489	429	1
738	-201	213	1
738	591	789	1
741	-594	-543	1
741	-594	-399	1
741	-306	-615	1
741	486	-183	1
741	486	-39	1
741	774	-255	1
744	-363	-507	1
745	706	73	1
748	-935	253	1
748	145	613	1
753	-630	465	1
753	450	825	1
758	-325	865	2
758	-37	577	2
758	-37	-935	2
758	-37	-143	2
758	971	361	2
759	0	-543	1
759	504	-687	1
762	-345	-291	1
762	735	69	1
763	-572	145	1
763	508	505	1
770	-889	-167	2
770	-673	193	2
770	-673	-599	2
770	-97	-959	2
770	407	553	2
770	407	-239	2
771	-828	969	1
774	-669	789	1
777	-990	-111	1
777	810	-615	1
777	810	-255	1
789	-810	-183	1
789	270	177	1
789	486	249	1
792	-867	789	1
792	-867	-867	1
792	-363	645	1
792	429	357	1
794	-1	289	2
794	575	-863	2
794	791	865	2
794	791	-791	2
794	791	-143	2
795	-972	897	1
795	-684	-255	1
805	166	-647	1
806	-853	-95	2
806	227	265	2
806	731	841	2
807	0	-255	1
807	792	825	1
810	-57	717	1
813	-954	-687	1
813	-666	-687	1
813	-162	825	1
813	-162	-111	1
813	126	-327	1
813	414	-327	1
813	630	-255	1
813	918	249	1
823	-320	-647	1
823	760	-287	1
825	-198	753	1
830	-973	793	2
830	-685	793	2
830	-685	-215	2
830	107	-791	2
830	395	145	2
830	395	-647	2
830	611	-575	2
831	-864	-183	1
831	-648	-615	1
831	-648	-111	1
831	432	249	1
831	432	-255	1
831	936	-399	1
841	-518	-215	1
842	-745	-743	2
842	-241	-23	2
842	47	625	2
842	335	-383	2
842	839	337	2
842	839	-959	2
843	-972	-255	1
843	-684	249	1
843	-684	753	1
843	108	105	1
843	396	609	1
844	-359	-35	1
844	721	325	1
849	-54	-255	1
849	234	-831	1
849	450	-903	1
849	450	-759	1
852	393	69	1
853	-50	-287	1
856	-683	325	1
856	109	-107	1
856	397	685	1
861	-882	-327	1
861	-666	-255	1
861	414	105	1
861	918	33	1
864	-723	573	1
864	357	933	1
866	-73	-935	2
866	-73	-431	2
866	-73	-143	2
866	431	577	2
867	-828	-255	1
867	252	105	1
878	-421	193	2
878	371	49	2
878	371	841	2
878	371	-959	2
878	659	553	2
882	-921	-3	1
882	375	429	1
888	-291	-147	1
892	-863	-107	1
892	217	253	1
897	-270	609	1
897	522	-975	1
898	55	-467	1
900	-903	69	1
900	177	429	1
902	-757	-359	2
902	35	217	2
903	-432	-975	1
914	-601	553	2
914	-601	-311	2
914	-313	-455	2
914	-25	697	2
914	191	265	2
914	191	769	2
914	191	-455	2
914	479	49	2
914	479	913	2
914	767	-95	2
915	-540	33	1
915	540	393	1
918	-309	933	1
921	-414	-903	1
921	666	-543	1
921	882	-471	1
925	-194	-287	1
925	886	73	1
931	-356	793	1
931	-68	145	1
933	-234	33	1
933	54	393	1
933	846	393	1
936	-3	789	1
938	-937	-791	2
938	-937	-431	2
938	-721	73	2
938	359	433	2
938	863	-503	2
939	-900	-399	1
939	-900	-39	1
939	180	321	1
939	180	-39	1
939	396	-975	1
950	-493	49	2
950	-205	-167	2
950	11	-95	2
950	587	409	2
950	803	337	2
950	803	481	2
950	803	-383	2
951	72	-615	1
957	-882	609	1
957	-306	-543	1
957	-306	-183	1
957	-90	-471	1
957	-90	-111	1
957	198	969	1
957	990	249	1
957	990	-111	1
969	-630	321	1
974	-901	1	2
974	-901	433	2
974	-613	145	2
974	-325	937	2
974	179	361	2
974	179	793	2
974	467	505	2
974	467	-647	2
975	0	-687	1
975	216	-615	1
978	951	69	1
982	-125	325	1
982	955	685	1
986	-961	553	2
986	-673	409	2
986	119	913	2
986	407	769	2
986	623	-167	2
987	-612	-111	1
987	-108	465	1
987	468	249	1
987	684	321	1
987	972	825	1
988	-287	325	1
988	793	685	1
990	-669	645	1
996	-831	-75	1
996	-327	-867	1
996	753	-507	1
997	-770	505	1
997	22	-647	1
1000	181	-467	1
