m	n	k	torsion_coset
-312	75	-789	1
-312	867	507	1
-309	-774	111	1
-309	-774	-969	1
-309	-774	-393	1
-309	-270	39	1
-309	-270	543	1
-309	-270	-537	1
-309	234	471	1
-309	234	615	1
-309	234	975	1
-309	234	-969	1
-309	810	399	1
-309	810	903	1
-309	810	-681	1
-309	810	-177	1
-306	-879	795	1
-306	-879	-285	1
-306	-87	-789	1
-306	417	147	1
-303	-936	111	1
-303	-936	-969	1
-303	-936	-393	1
-303	-720	-825	1
-303	72	111	1
-303	72	471	1
-303	72	975	1
-303	360	-465	1
-303	864	471	1
-303	864	-609	1
-303	864	-33	1
-302	-875	95	2
-302	-875	311	2
-302	-875	-985	2
-302	-875	-697	2
-302	-875	-409	2
-302	-659	383	2
-302	-659	599	2
-302	-659	-841	2
-302	-659	-337	2
-302	-659	-121	2
-302	-83	527	2
-302	-83	887	2
-302	-83	-481	2
-302	-83	-121	2
-302	133	455	2
-302	133	-985	2
-302	133	-913	2
-302	133	-193	2
-302	421	23	2
-302	421	239	2
-302	421	743	2
-302	421	959	2
-302	421	-481	2
-302	925	383	2
-302	925	455	2
-302	925	743	2
-302	925	-985	2
-302	925	-625	2
-302	925	-49	2
-301	-814	-73	1
-301	-22	-145	1
-301	986	-793	1
-298	-415	467	1
-298	377	395	1
-298	665	827	1
-295	-976	-73	1
-295	824	287	1
-295	824	-793	1
-294	-699	147	1
-294	-699	291	1
-294	-411	651	1
-294	93	147	1
-294	381	507	1
-294	381	651	1
-294	381	-933	1
-291	-756	39	1
-291	-756	-537	1
-291	-468	-33	1
-291	-252	471	1
-291	36	-465	1
-291	324	399	1
-291	324	-177	1
-291	828	831	1
-290	-935	575	2
-290	-935	935	2
-290	-935	-433	2
-290	-935	-73	2
-290	-431	287	2
-290	-431	575	2
-290	-431	-505	2
-290	-431	-433	2
-290	-143	359	2
-290	-143	719	2
-290	73	431	2
-290	73	791	2
-290	73	-73	2
-290	73	-1	2
-290	649	647	2
-290	649	935	2
-290	649	-865	2
-290	649	-145	2
-290	649	-73	2
-290	865	215	2
-290	865	-793	2
-290	865	-145	2
-290	865	-73	2
-288	-861	507	1
-288	-861	-789	1
-288	-861	-213	1
-288	-573	-789	1
-288	-573	-429	1
-288	-69	-573	1
-288	219	147	1
-288	219	867	1
-288	219	-429	1
-285	-918	543	1
-285	-918	-897	1
-285	-630	-33	1
-285	-126	-465	1
-285	-126	-105	1
-285	162	903	1
-285	162	-681	1
-285	162	-537	1
-285	378	-609	1
-285	378	-33	1
-285	954	255	1
-285	954	-105	1
-283	-508	215	1
-283	-508	-145	1
-283	500	287	1
-283	500	-793	1
-280	-901	467	1
-280	-901	827	1
-280	-901	-973	1
-280	179	827	1
-280	179	-613	1
-277	-670	215	1
-277	338	287	1
-277	338	-793	1
-276	-897	651	1
-276	-897	-429	1
-276	-897	-69	1
-276	-393	-573	1
-276	399	3	1
-276	399	363	1
-276	687	-933	1
-276	687	-213	1
-273	-954	-33	1
-273	-738	111	1
-273	-738	615	1
-273	-738	-969	1
-273	-738	-465	1
-273	-450	975	1
-273	-450	-465	1
-273	-450	-105	1
-273	54	-969	1
-273	54	-33	1
-273	342	471	1
-273	342	975	1
-273	342	-609	1
-273	342	-105	1
-273	630	255	1
-273	630	-105	1
-273	846	327	1
-273	846	-33	1
-270	-555	-933	1
-270	-267	147	1
-270	-267	651	1
-270	-267	-933	1
-270	525	-933	1
-270	525	-573	1
-268	-433	35	1
-268	-433	395	1
-268	-145	-613	1
-268	647	395	1
-268	647	755	1
-267	-900	111	1
-267	-900	615	1
-267	-900	-969	1
-267	-900	-465	1
-267	-612	975	1
-267	-612	-105	1
-267	-324	-537	1
-267	-108	-969	1
-267	180	471	1
-267	180	975	1
-267	180	-609	1
-267	180	-105	1
-267	468	255	1
-267	972	-609	1
-266	-839	95	2
-266	-839	527	2
-266	-839	815	2
-266	-839	-985	2
-266	-839	-193	2
-266	-551	383	2
-266	-551	959	2
-266	-551	-481	2
-266	-551	-121	2
-266	-263	455	2
-266	-263	815	2
-266	-263	-553	2
-266	-47	23	2
-266	-47	743	2
-266	-47	-985	2
-266	-47	-769	2
-266	-47	-265	2
-266	-47	-49	2
-266	241	167	2
-266	241	455	2
-266	241	887	2
-266	241	-625	2
-266	529	239	2
-266	529	743	2
-266	529	-121	2
-265	14	-793	1
-262	-307	467	1
-262	-307	-613	1
-262	485	-685	1
-258	-879	-933	1
-258	-591	651	1
-258	-591	-933	1
-258	201	-933	1
-258	201	-573	1
-258	705	75	1
-258	705	435	1
-255	-936	975	1
-255	-648	903	1
-255	-648	-681	1
-255	-648	-177	1
-255	-432	-969	1
-255	-432	-609	1
-255	648	-609	1
-255	648	-249	1
-254	-899	71	2
-254	-899	791	2
-254	-899	-721	2
-254	-899	-433	2
-254	-899	-1	2
-254	-611	215	2
-254	-611	431	2
-254	-611	503	2
-254	-611	935	2
-254	-611	-649	2
-254	-611	-577	2
-254	-611	-289	2
-254	-107	935	2
-254	-107	-793	2
-254	-107	-145	2
-254	181	359	2
-254	181	431	2
-254	181	-649	2
-254	181	-361	2
-254	181	-73	2
-254	469	71	2
-254	469	575	2
-254	469	791	2
-254	469	863	2
-254	469	-289	2
-254	469	-217	2
-254	685	143	2
-254	685	359	2
-254	685	863	2
-254	685	-721	2
-254	685	-217	2
-254	973	215	2
-254	973	-433	2
-252	-753	147	1
-252	-753	507	1
-252	-249	363	1
-252	831	723	1
-250	-631	467	1
-250	-631	827	1
-249	-810	399	1
-249	-810	903	1
-249	-810	-681	1
-249	-810	-537	1
-249	-810	-177	1
-249	-594	471	1
-249	-594	-609	1
-249	-306	471	1
-249	-306	831	1
-249	-306	-105	1
-249	198	327	1
-249	486	831	1
-249	486	-753	1
-249	486	-249	1
-249	774	255	1
-249	774	831	1
-249	990	399	1
-249	990	903	1
-249	990	-681	1
-247	320	215	1
-247	320	-865	1
-247	608	-793	1
-244	-1	755	1
-241	158	215	1
-241	158	-865	1
-241	446	-793	1
-240	-573	363	1
-240	-573	-357	1
-240	-285	507	1
-240	219	435	1
-240	507	3	1
-240	507	723	1
-237	-918	471	1
-237	-918	-609	1
-237	-918	-33	1
-237	-630	471	1
-237	-630	831	1
-237	-342	-105	1
-237	162	327	1
-237	162	831	1
-237	162	-753	1
-237	162	-249	1
-237	450	831	1
-237	666	759	1
-237	666	903	1
-237	666	-681	1
-234	-735	3	1
-234	-735	-357	1
-234	-447	-573	1
-234	345	3	1
-234	345	363	1
-234	849	-69	1
-232	-325	755	1
-232	-325	-685	1
-231	-792	831	1
-231	-504	-105	1
-231	-288	-33	1
-231	504	399	1
-231	504	759	1
-231	792	327	1
-231	792	-753	1
-230	-731	455	2
-230	-731	815	2
-230	-731	-553	2
-230	-731	-193	2
-230	-443	383	2
-230	-443	599	2
-230	-443	-697	2
-230	-443	-121	2
-230	-227	167	2
-230	-227	671	2
-230	-227	887	2
-230	-227	959	2
-230	-227	-841	2
-230	-227	-553	2
-230	-227	-121	2
-230	-227	-49	2
-230	349	167	2
-230	349	815	2
-230	349	-985	2
-230	349	-193	2
-230	565	95	2
-230	565	887	2
-230	565	-913	2
-230	565	-625	2
-230	853	239	2
-230	853	311	2
-230	853	527	2
-230	853	-769	2
-230	853	-481	2
-230	853	-193	2
-229	-166	215	1
-229	-166	-865	1
-229	914	575	1
-229	914	-505	1
-226	-487	395	1
-223	-328	215	1
-223	-40	647	1
-223	-40	-793	1
-223	-40	-433	1
-223	752	575	1
-222	-267	435	1
-222	21	3	1
-222	21	363	1
-222	813	795	1
-222	813	-645	1
-219	-612	327	1
-219	-612	-33	1
-219	-324	327	1
-219	-324	-249	1
-219	-36	255	1
-219	-36	-825	1
-219	180	759	1
-219	468	327	1
-219	468	687	1
-219	756	111	1
-219	756	687	1
-218	-791	287	2
-218	-791	359	2
-218	-791	647	2
-218	-791	-721	2
-218	-503	71	2
-218	-503	215	2
-218	-503	863	2
-218	-503	-937	2
-218	-503	-649	2
-218	-503	-145	2
-218	1	287	2
-218	1	575	2
-218	1	-433	2
-218	1	-145	2
-218	289	647	2
-218	289	719	2
-218	289	-721	2
-218	289	-361	2
-218	505	215	2
-218	505	287	2
-218	505	-793	2
-216	-933	-933	1
-216	-429	75	1
-216	-429	795	1
-216	-141	363	1
-216	363	-789	1
-216	363	-69	1
-216	651	435	1
-214	-811	395	1
-214	-811	-685	1
-213	-990	255	1
-213	-774	327	1
-213	-486	831	1
-213	-486	-753	1
-213	-486	-609	1
-213	-198	255	1
-213	-198	-825	1
-213	-198	-249	1
-213	306	687	1
-213	306	-753	1
-213	594	-393	1
-213	594	-249	1
-213	810	255	1
-211	-652	215	1
-211	-364	647	1
-211	-364	-433	1
-211	428	575	1
-211	428	-865	1
-211	716	-73	1
-208	-973	395	1
-208	-973	-685	1
-205	-526	647	1
-204	831	291	1
-204	831	651	1
-204	831	867	1
-204	831	-213	1
-201	-522	255	1
-201	-522	831	1
-201	-522	-825	1
-201	-522	-249	1
-201	-306	399	1
-201	-306	903	1
-201	-306	-681	1
-201	-306	-177	1
-201	-18	687	1
-201	486	255	1
-201	774	183	1
-201	774	759	1
-201	774	-897	1
-201	774	-321	1
-198	-915	75	1
-198	165	435	1
-198	165	-645	1
-198	669	867	1
-198	669	-213	1
-196	791	107	1
-196	791	-253	1
-195	-972	-609	1
-195	-468	399	1
-195	-468	903	1
-195	-468	-681	1
-195	-468	-177	1
-195	-180	687	1
-195	108	-753	1
-195	108	-249	1
-195	612	183	1
-195	612	759	1
-195	612	-897	1
-195	612	-321	1
-194	-911	383	2
-194	-911	743	2
-194	-911	-625	2
-194	-911	-409	2
-194	-407	95	2
-194	-407	815	2
-194	-407	887	2
-194	-407	-193	2
-194	-119	167	2
-194	-119	671	2
-194	-119	-841	2
-194	-119	-193	2
-194	169	743	2
-194	169	-769	2
-194	169	-265	2
-194	169	-49	2
-194	385	23	2
-194	385	239	2
-194	385	-697	2
-194	385	-481	2
-194	673	167	2
-194	673	455	2
-194	673	-913	2
-194	961	167	2
-194	961	527	2
-194	961	-841	2
-194	961	-481	2
-193	-850	647	1
-193	-850	-793	1
-193	-58	-865	1
-193	230	-433	1
-190	629	107	1
-187	-220	-865	1
-187	-220	-505	1
-187	68	-433	1
-187	860	-505	1
-187	860	-145	1
-186	-447	-69	1
-186	-159	-645	1
-186	633	291	1
-183	-504	687	1
-183	-504	-753	1
-183	-216	111	1
-183	-216	-753	1
-183	-216	-393	1
-183	576	-393	1
-183	792	111	1
-182	-683	287	2
-182	-683	791	2
-182	-683	-793	2
-182	-683	-721	2
-182	-683	-1	2
-182	-467	287	2
-182	-467	-433	2
-182	-467	-145	2
-182	-179	503	2
-182	-179	719	2
-182	-179	-361	2
-182	-179	-1	2
-182	325	143	2
-182	325	-505	2
-182	613	215	2
-182	613	647	2
-182	613	-865	2
-182	613	-793	2
-182	613	-73	2
-182	901	359	2
-182	901	863	2
-182	901	-1	2
-180	-321	435	1
-180	-321	795	1
-180	183	147	1
-180	183	651	1
-180	183	867	1
-180	183	-573	1
-180	975	867	1
-180	975	-933	1
-177	-954	399	1
-177	-954	759	1
-177	-954	-177	1
-177	-378	111	1
-177	-378	687	1
-177	-378	-393	1
-177	-378	-249	1
-177	-162	-825	1
-177	126	183	1
-177	126	759	1
-177	630	615	1
-177	630	-825	1
-177	918	-825	1
-177	918	-465	1
-175	-256	-433	1
-172	143	107	1
-172	143	467	1
-172	935	-325	1
-169	-706	575	1
-169	-706	-505	1
-169	374	935	1
-169	374	-145	1
-168	-933	-789	1
-168	-933	-69	1
-168	-645	795	1
-168	-141	651	1
-168	-141	-573	1
-168	-141	-69	1
-168	147	291	1
-168	147	-789	1
-168	147	-429	1
-168	651	-933	1
-168	939	291	1
-168	939	-789	1
-168	939	-213	1
-165	-990	327	1
-165	-990	-753	1
-165	-702	111	1
-165	-702	687	1
-165	-702	-393	1
-165	-486	255	1
-165	-486	-825	1
-165	-198	759	1
-165	90	687	1
-165	90	-393	1
-165	594	615	1
-165	594	-825	1
-165	594	-465	1
-165	882	-897	1
-162	-303	291	1
-162	-303	-573	1
-162	-303	-69	1
-162	-15	291	1
-162	777	291	1
-162	777	651	1
-162	777	-213	1
-160	-181	467	1
-160	899	827	1
-160	899	-973	1
-159	-864	687	1
-159	-864	-393	1
-159	-72	687	1
-159	-72	-393	1
-159	144	255	1
-159	144	-825	1
-159	144	-249	1
-159	720	-897	1
-159	936	687	1
-158	-803	95	2
-158	-803	455	2
-158	-803	671	2
-158	-803	-409	2
-158	-803	-337	2
-158	-299	95	2
-158	-299	-265	2
-158	-11	167	2
-158	-11	671	2
-158	-11	887	2
-158	-11	-913	2
-158	-11	-481	2
-158	-11	-409	2
-158	-11	-121	2
-158	205	167	2
-158	205	455	2
-158	205	-553	2
-158	205	-265	2
-158	781	95	2
-158	781	455	2
-158	781	-913	2
-158	997	383	2
-158	997	-625	2
-158	997	-409	2
-158	997	-337	2
-157	-742	-433	1
-157	-742	-73	1
-157	50	935	1
-151	-904	-73	1
-151	-112	-145	1
-151	896	-73	1
-150	-627	291	1
-150	-627	867	1
-150	-627	-69	1
-150	165	867	1
-150	453	291	1
-150	453	651	1
-150	957	723	1
-150	957	-717	1
-147	-972	255	1
-147	-684	183	1
-147	-684	-897	1
-147	-180	255	1
-147	-180	615	1
-147	-180	-249	1
-147	108	615	1
-147	396	543	1
-147	396	-537	1
-147	612	-969	1
-147	900	111	1
-147	900	615	1
-147	900	975	1
-147	900	-969	1
-146	-863	215	2
-146	-863	935	2
-146	-863	-865	2
-146	-863	-433	2
-146	-863	-73	2
-146	-647	215	2
-146	-647	503	2
-146	-647	791	2
-146	-647	-505	2
-146	-647	-289	2
-146	-647	-217	2
-146	-359	575	2
-146	-359	647	2
-146	-359	935	2
-146	-359	-793	2
-146	-359	-433	2
-146	-71	143	2
-146	-71	359	2
-146	-71	503	2
-146	-71	-361	2
-146	433	71	2
-146	433	143	2
-146	433	575	2
-146	433	863	2
-146	433	-937	2
-146	433	-649	2
-146	433	-145	2
-146	721	935	2
-146	721	-433	2
-146	721	-73	2
-146	937	575	2
-146	937	-505	2
-144	-789	291	1
-144	-789	-573	1
-144	-789	-213	1
-144	-501	-429	1
-144	3	-213	1
-144	291	147	1
-144	291	651	1
-144	291	-213	1
-144	795	3	1
-142	-667	107	1
-142	-667	-253	1
-142	125	35	1
-142	413	107	1
-142	413	467	1
-141	-846	183	1
-141	-846	-897	1
-141	-846	-321	1
-141	-558	687	1
-141	-342	111	1
-141	-342	615	1
-141	-342	-825	1
-141	-342	-249	1
-141	-54	-465	1
-141	234	39	1
-141	234	543	1
-141	234	-897	1
-141	234	-537	1
-141	738	111	1
-141	738	471	1
-141	738	975	1
-141	738	-465	1
-139	-436	-505	1
-136	-37	35	1
-136	-37	395	1
-136	251	-973	1
-133	-598	-505	1
-132	-825	-429	1
-132	-33	147	1
-132	-33	507	1
-132	471	3	1
-132	471	-717	1
-129	-666	111	1
-129	-666	615	1
-129	-666	-249	1
-129	-90	39	1
-129	-90	543	1
-129	-90	-537	1
-129	126	111	1
-129	126	687	1
-129	126	-969	1
-129	126	-393	1
-129	414	111	1
-129	414	471	1
-129	414	975	1
-129	918	-393	1
-126	-987	-789	1
-126	-483	867	1
-126	309	-717	1
-126	309	-357	1
-126	597	-933	1
-124	-361	35	1
-124	-361	395	1
-124	719	395	1
-124	719	755	1
-123	-828	111	1
-123	-828	615	1
-123	-540	-825	1
-123	-36	111	1
-123	-36	687	1
-123	-36	-969	1
-123	-36	-393	1
-123	252	471	1
-123	252	975	1
-123	540	-465	1
-123	756	-393	1
-122	-983	527	2
-122	-983	599	2
-122	-983	-481	2
-122	-767	95	2
-122	-767	-913	2
-122	-767	-265	2
-122	-479	-841	2
-122	-479	-337	2
-122	-479	-121	2
-122	25	95	2
-122	25	383	2
-122	25	671	2
-122	25	-985	2
-122	25	-409	2
-122	313	95	2
-122	313	455	2
-122	313	-913	2
-122	313	-553	2
-122	601	23	2
-122	601	239	2
-122	601	-481	2
-122	817	311	2
-122	817	527	2
-122	817	599	2
-122	817	-913	2
-122	817	-481	2
-122	817	-409	2
-122	817	-193	2
-121	-922	-505	1
-121	-922	-145	1
-121	86	-73	1
-121	878	935	1
-121	878	-145	1
-118	-523	-325	1
-118	-235	467	1
-118	557	35	1
-115	-76	-73	1
-114	-807	867	1
-114	-519	-789	1
-114	-519	-213	1
-114	-15	-717	1
-114	-15	-357	1
-111	-864	-825	1
-111	-864	-465	1
-111	-576	543	1
-111	-576	-897	1
-111	-72	975	1
-111	-72	-465	1
-111	216	-465	1
-111	216	-105	1
-111	432	-393	1
-111	432	-33	1
-110	-827	431	2
-110	-827	647	2
-110	-827	719	2
-110	-827	-433	2
-110	-827	-361	2
-110	-827	-73	2
-110	-251	287	2
-110	-251	575	2
-110	-251	-505	2
-110	-251	-433	2
-110	-35	575	2
-110	-35	647	2
-110	-35	-865	2
-110	-35	-433	2
-110	-35	-145	2
-110	253	287	2
-110	253	791	2
-110	253	-73	2
-110	253	-1	2
-110	757	-937	2
-110	757	-217	2
-108	-681	291	1
-108	-681	507	1
-108	-681	-789	1
-108	615	435	1
-108	615	-285	1
-106	-847	-325	1
-106	-559	467	1
-106	-559	-973	1
-106	233	35	1
-105	-738	39	1
-105	-738	-897	1
-105	-522	111	1
-105	-522	687	1
-105	54	975	1
-105	54	-105	1
-105	270	-33	1
-105	558	471	1
-105	558	-969	1
-103	-400	-73	1
-103	392	-145	1
-103	680	287	1
-103	680	-793	1
-100	-721	107	1
-100	-721	827	1
-97	-562	-73	1
-97	230	935	1
-97	518	287	1
-96	-501	723	1
-96	-213	-933	1
-96	291	-285	1
-93	-846	687	1
-93	-558	111	1
-93	-558	615	1
-93	-558	-969	1
-93	-558	-465	1
-93	-270	975	1
-93	-270	-105	1
-93	-54	-33	1
-93	234	-969	1
-93	522	471	1
-93	522	975	1
-93	522	-609	1
-93	522	-105	1
-90	-663	-357	1
-90	-375	147	1
-90	129	-285	1
-90	417	3	1
-87	-720	111	1
-87	-720	615	1
-87	-720	-969	1
-87	-720	-465	1
-87	-432	975	1
-87	-432	-105	1
-87	72	-969	1
-87	360	471	1
-87	360	975	1
-87	360	-609	1
-87	360	-105	1
-87	576	39	1
-87	576	543	1
-87	576	-537	1
-86	-947	23	2
-86	-947	671	2
-86	-947	-337	2
-86	-659	95	2
-86	-659	815	2
-86	-659	-985	2
-86	-659	-553	2
-86	-659	-193	2
-86	-371	383	2
-86	-371	743	2
-86	-371	959	2
-86	-371	-121	2
-86	133	23	2
-86	133	383	2
-86	133	-985	2
-86	133	-769	2
-86	421	167	2
-86	421	455	2
-86	421	-625	2
-86	421	-193	2
-86	637	455	2
-86	637	527	2
-86	637	-553	2
-86	637	-265	2
-85	-886	-73	1
-85	194	287	1
-82	-415	35	1
-82	-415	395	1
-79	824	-865	1
-78	-699	147	1
-78	-699	-933	1
-78	597	-429	1
-75	-756	-105	1
-75	-540	-33	1
-75	-252	471	1
-75	-252	-609	1
-75	252	39	1
-75	252	543	1
-75	252	903	1
-75	540	327	1
-75	828	831	1
-75	828	-753	1
-75	828	-249	1
-74	-719	71	2
-74	-719	287	2
-74	-719	431	2
-74	-719	-721	2
-74	-719	-433	2
-74	-431	215	2
-74	-431	431	2
-74	-431	503	2
-74	-431	-577	2
-74	-431	-289	2
-74	-431	-145	2
-74	-215	503	2
-74	-215	-721	2
-74	-215	-217	2
-74	-215	-1	2
-74	73	935	2
-74	73	-505	2
-74	73	-145	2
-74	361	431	2
-74	361	647	2
-74	361	791	2
-74	361	-361	2
-74	361	-73	2
-74	865	143	2
-74	865	359	2
-74	865	863	2
-74	865	-721	2
-74	865	-361	2
-72	-357	75	1
-72	-357	-285	1
-72	-69	-357	1
-72	435	651	1
-72	723	75	1
-72	723	435	1
-69	-702	-393	1
-69	-414	471	1
-69	-414	-969	1
-69	-414	-609	1
-69	-414	-33	1
-69	-126	831	1
-69	-126	975	1
-69	-126	-609	1
-69	90	39	1
-69	90	399	1
-69	90	903	1
-69	90	-537	1
-69	378	-33	1
-69	666	327	1
-69	666	831	1
-69	666	-753	1
-69	666	-609	1
-69	666	-249	1
-67	-580	935	1
-67	-580	-145	1
-67	500	215	1
-67	500	-865	1
-67	788	-793	1
-61	-742	935	1
-61	-742	-145	1
-61	-454	-793	1
-61	338	215	1
-61	338	-865	1
-61	626	-793	1
-61	626	-433	1
-60	-681	75	1
-60	-681	435	1
-60	-393	3	1
-60	-393	-357	1
-60	399	435	1
-60	399	795	1
-60	903	291	1
-60	903	-933	1
-60	903	-429	1
-57	-738	471	1
-57	-738	-609	1
-57	-738	-33	1
-57	-450	831	1
-57	-234	39	1
-57	-234	399	1
-57	-234	903	1
-57	342	327	1
-57	342	831	1
-57	342	-753	1
-57	342	-249	1
-57	558	975	1
-57	558	-105	1
-57	846	399	1
-57	846	759	1
-54	-51	651	1
-54	-51	-429	1
-54	741	-933	1
-54	741	-429	1
-54	741	-69	1
-52	863	107	1
-51	-612	831	1
-51	-396	399	1
-51	-396	903	1
-51	-108	-33	1
-51	396	975	1
-51	396	-105	1
-51	684	759	1
-51	972	327	1
-51	972	-753	1
-50	-551	815	2
-50	-551	887	2
-50	-551	-193	2
-50	-335	887	2
-50	-335	-985	2
-50	-335	-625	2
-50	-47	167	2
-50	-47	959	2
-50	-47	-841	2
-50	-47	-553	2
-50	-47	-49	2
-50	457	383	2
-50	457	959	2
-50	457	-697	2
-50	457	-121	2
-50	745	-625	2
-50	745	-265	2
-49	14	215	1
-46	701	-613	1
-43	-940	287	1
-43	-940	-793	1
-43	-148	-865	1
-43	140	647	1
-43	140	-433	1
-43	932	-505	1
-42	-879	3	1
-42	-375	-429	1
-42	-87	75	1
-42	417	507	1
-42	417	-429	1
-42	417	-69	1
-42	705	-69	1
-39	-936	831	1
-39	-936	975	1
-39	-936	-609	1
-39	-936	-105	1
-39	-720	903	1
-39	-720	-537	1
-39	-432	327	1
-39	-144	831	1
-39	-144	-753	1
-39	-144	-609	1
-39	360	-177	1
-39	648	687	1
-39	648	-753	1
-39	864	255	1
-39	864	-609	1
-39	864	-105	1
-38	-899	215	2
-38	-899	-793	2
-38	-899	-505	2
-38	-611	359	2
-38	-611	647	2
-38	-611	791	2
-38	-611	-721	2
-38	-611	-649	2
-38	-395	215	2
-38	-395	935	2
-38	-395	-145	2
-38	-395	-73	2
-38	181	575	2
-38	181	-793	2
-38	181	-433	2
-38	181	-145	2
-38	397	143	2
-38	397	431	2
-38	397	863	2
-38	397	935	2
-38	397	-865	2
-38	397	-649	2
-38	397	-577	2
-38	397	-145	2
-38	685	215	2
-38	685	287	2
-38	685	575	2
-38	685	-793	2
-36	-537	651	1
-36	-249	795	1
-36	543	-789	1
-33	-594	327	1
-33	-594	-33	1
-33	-306	327	1
-33	-306	-609	1
-33	-90	975	1
-33	486	327	1
-33	486	687	1
-33	702	255	1
-33	702	-609	1
-33	702	-249	1
-33	990	-825	1
-31	-184	647	1
-31	608	-865	1
-28	215	827	1
-25	-346	-433	1
-24	-69	507	1
-24	-69	-573	1
-24	-69	-213	1
-24	219	-789	1
-24	723	507	1
-24	723	-573	1
-21	-918	327	1
-21	-414	975	1
-21	-126	399	1
-21	-126	903	1
-21	-126	-681	1
-21	-126	-177	1
-21	162	687	1
-21	378	255	1
-21	378	831	1
-21	378	-609	1
-21	378	-249	1
-21	954	183	1
-21	954	759	1
-21	954	-897	1
-21	954	-321	1
-18	-735	75	1
-18	-735	435	1
-18	-231	507	1
-18	-231	-69	1
-18	561	507	1
-18	561	867	1
-18	849	291	1
-18	849	867	1
-16	-109	827	1
-16	-109	-253	1
-16	683	35	1
-16	683	-325	1
-16	971	107	1
-15	-792	-609	1
-15	-792	-249	1
-15	-288	399	1
-15	-288	903	1
-15	-288	-681	1
-15	-288	-177	1
-15	792	183	1
-15	792	759	1
-15	792	-321	1
-14	-731	95	2
-14	-731	743	2
-14	-731	-697	2
-14	-731	-625	2
-14	-515	959	2
-14	-515	-841	2
-14	-227	95	2
-14	-227	887	2
-14	-227	-913	2
-14	-227	-265	2
-14	-227	-193	2
-14	61	167	2
-14	61	239	2
-14	61	671	2
-14	61	-841	2
-14	565	-697	2
-14	565	-481	2
-14	853	95	2
-14	853	167	2
-14	853	455	2
-14	853	-913	2
-14	853	-553	2
-13	-958	-865	1
-13	-670	-793	1
-13	122	-865	1
-13	122	-505	1
-10	-271	827	1
-10	-271	-253	1
-10	809	107	1
-7	-832	-793	1
-7	-40	575	1
-7	-40	-505	1
-7	968	647	1
-7	968	-433	1
-6	237	507	1
-6	237	867	1
-3	-324	327	1
-3	-324	-753	1
-3	-108	255	1
-3	-108	831	1
-3	180	-825	1
-3	684	327	1
-3	684	831	1
-3	684	-753	1
-3	972	615	1
-3	972	-825	1
-2	-575	791	2
-2	-575	863	2
-2	-575	-577	2
-2	-575	-217	2
-2	-287	575	2
-2	-287	-433	2
-2	-287	-145	2
-2	1	143	2
-2	1	503	2
-2	1	719	2
-2	1	-1	2
-2	217	71	2
-2	217	287	2
-2	217	359	2
-2	217	791	2
-2	217	-793	2
-2	217	-721	2
-2	217	-433	2
-2	505	143	2
-2	505	-865	2
-2	505	-217	2
-2	793	215	2
-2	793	935	2
-2	793	-865	2
-2	793	-793	2
-2	793	-73	2
0	-717	-429	1
0	-717	-213	1
0	75	867	1
0	363	147	1
0	363	-69	1
0	867	363	1
0	867	-717	1
2	-595	-253	1
2	197	-685	1
2	485	107	1
3	-774	759	1
3	-774	903	1
3	-774	-681	1
3	-270	-249	1
3	-270	-105	1
3	18	255	1
3	18	-825	1
3	306	-321	1
3	522	327	1
3	522	687	1
3	522	-249	1
3	810	111	1
3	810	255	1
3	810	-825	1
5	644	647	1
5	644	-433	1
8	-757	107	1
8	-757	827	1
8	-757	-613	1
8	35	35	1
8	35	-685	1
8	323	467	1
8	323	-253	1
11	-526	575	1
11	-526	-505	1
12	-753	-69	1
12	39	147	1
12	39	291	1
12	39	-573	1
12	39	-69	1
15	-810	327	1
15	-810	-753	1
15	-306	255	1
15	-306	-825	1
15	198	327	1
15	198	687	1
15	774	615	1
15	774	-465	1
15	990	687	1
15	990	-393	1
18	-123	-573	1
18	-123	-213	1
18	381	-717	1
20	-1	-253	1
21	-972	327	1
21	-972	687	1
21	-756	-609	1
21	-756	-105	1
21	-180	-897	1
21	36	687	1
21	324	255	1
21	324	-825	1
21	324	-249	1
21	828	687	1
21	828	-393	1
22	-911	239	2
22	-911	311	2
22	-911	-769	2
22	-911	-481	2
22	-911	-193	2
22	-695	95	2
22	-695	887	2
22	-695	-913	2
22	-695	-625	2
22	-119	95	2
22	-119	-553	2
22	97	311	2
22	97	671	2
22	97	-697	2
22	97	-337	2
22	385	455	2
22	385	-913	2
22	385	-553	2
22	385	-265	2
22	889	167	2
22	889	671	2
22	889	959	2
22	889	-913	2
22	889	-409	2
23	-850	-505	1
23	158	-433	1
23	950	935	1
26	-451	-685	1
26	-451	-325	1
26	629	35	1
26	629	-325	1
29	-4	647	1
30	-735	-573	1
30	-447	291	1
30	-447	-573	1
30	-447	-213	1
30	345	-213	1
30	849	795	1
33	-792	-825	1
33	-504	183	1
33	-504	-897	1
33	-504	-321	1
33	-288	-249	1
33	0	111	1
33	0	615	1
33	0	-825	1
33	0	-249	1
33	288	-465	1
33	792	111	1
33	792	-969	1
34	-971	143	2
34	-971	-721	2
34	-971	-361	2
34	-467	503	2
34	-467	791	2
34	-467	-865	2
34	-467	-505	2
34	-467	-289	2
34	-467	-217	2
34	-179	647	2
34	-179	935	2
34	-179	-433	2
34	37	215	2
34	37	-865	2
34	613	71	2
34	613	143	2
34	613	863	2
34	613	-937	2
34	613	-649	2
34	613	-505	2
34	613	-145	2
34	829	143	2
34	829	719	2
