p	exponent	base_a	base_b	base_c	base_d	base_u	base_t	base_w	flags	a	b	c	d	u	t	w	y0	y1	y2	y3
13	5	11	11	3	10	9	6	6	rootrep+rad0	9527	215837	350873	336112	124302	191145	66865	122438	172385	295937	210249
