u_num	u_den	t_num	t_den	w_num	w_den
3889	66775	259666	239251	-114634	28649
74673	51998	103455	147442	-147685	153541
251980	27641	166924	222565	-132359	203397
231125	93578	-105995	151149	32190	184697
137087	244107	181675	54738	30828	29591
-177459	121817	-134096	233093	-140596	186947
48988	125065	215441	19337	95219	140278
83573	203925	221559	12173	-104799	123928
94927	53512	-208012	96113	-94385	119954
217506	162589	-145452	185729	-2636	183047
-160683	192380	-170810	208363	86507	59841
-36464	244463	-114019	7576	81219	142231
151147	199946	160208	74611	23766	189557
234154	251133	93119	135644	239783	228975
35085	258307	-99541	233061	-56944	250817
116441	233471	-259182	42103	78247	224462
102367	37794	-88383	163316	-224673	186425
135276	53629	21641	197525	-143813	81723
93353	251338	-222053	246508	-6227	223719
10168	9357	-146537	233630	82491	236515
-233389	172507	-215441	100961	258196	122745
237957	28991	-108160	171231	181845	27662
-195276	228733	-215441	41605	-208800	174953
124126	107883	-37145	124153	143304	145589
-88337	229285	133212	54193	-257042	121181
24008	94203	78923	118977	-66933	259091
-93767	126129	64209	116266	-62717	41051
41389	167853	-19209	184267	-115307	112289
16007	113835	8959	194747	190094	88903
-134983	45456	230299	96210	103007	146664
-92597	248933	170810	37597	200245	10262
-145161	131900	-112723	226284	-71875	138134
75661	238639	-50489	74673	152134	109653
-117563	214196	-215441	18129	79741	122769
-114005	153628	97682	20547	-129363	3871
-216439	109298	-83317	150036	3073	48506
59625	100676	-229164	121501	59570	120203
2209	51859	-54055	174594	-84752	238587
244001	159849	-206770	111811	149318	64951
11391	198326	249951	199489	115355	191842
-247664	1279	-19435	37968	-143967	23462
-179973	222656	78923	231485	-19478	15023
159922	129449	231268	150769	156265	82578
162567	148612	-233903	191739	192485	57676
52413	84154	-151931	168008	94858	52985
177356	70111	196040	52661	249505	210777
128933	192012	14152	251661	125791	130555
-4020	122501	-137228	250795	193189	185947
40130	53653	103258	116627	-134753	12664
148284	51385	249951	160991	176612	57329
136253	26045	-109089	92731	202163	258586
218906	173763	-111709	35510	-190823	197423
-148424	249059	10013	243038	-12581	93222
175517	253428	155142	160813	22342	69313
161385	222944	-176307	45868	-30044	137329
193353	196393	-249044	10397	-191723	210513
8619	226093	133389	45115	258250	233201
122828	221987	165620	73709	227471	58220
-58106	125353	-154744	175437	-203989	70424
-14435	50283	-217672	77607	50071	72095
216886	41911	-101384	115285	3904	31953
-131741	132689	-132503	175411	-146917	30031
234210	131003	-238119	21803	197024	80455
157799	254114	-180421	240476	98529	180199
51069	85931	118807	32898	162683	218775
95619	69101	-112723	228473	192887	105301
231235	247556	-151931	158409	-62145	39452
-60057	71780	236570	165519	135929	152103
69676	3881	112047	160114	-4343	209796
-33964	130661	56916	109141	-132808	149987
-208685	230821	122519	101678	-67721	176145
-74274	82835	66079	68529	10689	196892
146524	9003	80707	167014	6322	253841
6689	100312	-153283	197383	-3643	95218
150828	232885	202293	120301	46870	105147
145192	3231	-152269	41858	4429	103579
88573	215350	211531	423	176031	157775
-99121	39044	123101	225647	-255563	115868
-230761	129554	211508	155215	259670	115867
70181	180894	-156332	58801	172453	113059
-27367	80530	136214	27399	-149335	197452
-243545	159356	-41743	191740	151647	22213
98717	172665	-120497	202208	-77072	226749
24713	169496	222807	659	-43836	116651
164907	5521	13547	261049	102787	231661
76169	192416	152269	22492	-101487	185879
-151442	159793	-156808	221645	31815	261104
188106	50357	230299	179527	-179467	110104
143499	250693	151931	258759	150296	79047
49363	201750	-249951	249215	-112228	13011
-18168	224579	134552	39713	-97915	119173
154568	12451	258332	183233	182265	212096
233213	246527	-132158	26919	-225556	258897
-143421	109951	-66861	208853	192455	83937
194009	241643	199082	125365	-98401	89568
37265	167426	201671	139157	-171932	234083
237117	170426	166634	46263	-115222	38585
169583	139572	-234175	214888	-61817	19949
75542	235965	215441	42490	-217485	138868
-27053	226907	-245514	95917	-224185	195167
-137243	182849	230469	9631	234917	35180
114801	96256	-196282	242227	122423	143723
-176547	96820	-173901	45200	52653	95440
94543	94574	165384	256901	-173906	205385
18083	170596	-130577	64249	160343	114261
-84497	24457	178461	1213	-32344	172561
-85113	31609	45849	28906	89219	54358
86009	106949	-7238	155611	258313	88773
-22813	89203	119306	109455	-164503	1467
-90113	113277	47311	122464	104493	98029
-141839	173915	-21128	20245	175136	11087
-167267	206966	83317	217706	67565	226452
249510	51757	-16496	60701	-127727	15648
179357	50642	186238	148341	-58087	176910
58479	94652	201875	106914	-70633	122855
-221900	108707	134096	23339	-177830	19949
258858	169055	-207532	54233	3108	88489
61516	142319	247537	174221	-128916	253975
-78919	152470	-166634	197893	160467	112889
-92146	247619	-224939	108133	-99329	212776
-232763	150086	114678	149869	-95481	236941
18593	253676	-213141	187679	166214	116143
-137860	104497	110260	121041	-55049	117811
44139	56803	27209	69220	-146405	27077
-182351	80748	39121	123456	75292	151161
101192	26717	71485	226322	-216203	33537
70403	228200	-222952	133839	14225	131931
-150977	103756	-23987	87030	-213139	137125
85717	122126	-83317	197941	-213875	128229
64915	247373	-122815	149421	-93813	72953
-48857	230687	83317	163641	-149698	45311
-240318	56179	239105	224203	-113473	217636
-106808	256045	-206770	200151	-133417	112237
98715	96638	-120497	6398	136727	180623
-242684	32807	12121	85043	-144644	64443
-205168	76671	-6422	112265	-33884	53013
222819	131579	-230299	149353	-143017	159741
244501	62432	-241106	105319	164669	176625
-204508	144635	188680	9147	70223	178000
248112	78935	240235	153108	-211943	59307
-191167	239477	166396	181847	-148169	134864
188476	166591	176035	240063	-116751	103577
-82554	148195	120466	107361	-148735	149351
-73108	89325	120479	110937	-54322	31805
-104197	137565	-249951	168101	260710	208567
-175787	130945	9802	111065	-85722	84325
-125074	232801	150917	207104	96631	225858
-32954	6793	117829	35448	65283	181403
-225821	47206	112723	99439	163453	10743
-35902	209227	140352	167567	-57329	212774
-77100	31087	73853	95493	-62860	19909
-1587	202747	215441	14374	-106828	173805
-74257	64313	181395	214424	139585	223378
73982	28879	253331	161929	153678	204319
-61255	221541	-93119	50734	105609	200609
-110406	65761	-137229	23911	19607	64983
-143777	150833	184297	136217	91395	183484
-53991	240133	73853	196847	-57236	155721
-218209	144489	-151931	82538	-139697	86747
189775	5003	-111724	139199	-130573	197376
-136483	182241	195381	127232	-127492	151769
84929	217164	224066	135803	-224458	254347
-12057	179737	130958	161749	7015	209883
-177037	159876	223587	137153	46997	124328
131969	28661	66079	169421	-149597	210053
215971	174378	-106388	90165	58033	172721
5661	49037	176783	176582	-119849	238440
137385	228733	-194837	194972	191067	181433
-183149	63374	136045	30586	168483	88576
117149	142099	-242575	105023	209628	56509
64061	213557	-230299	216310	-8147	49750
-117072	221851	-119567	33378	63160	137777
-73394	9219	238612	239431	-166498	6147
209825	96123	-53911	59676	-124531	92919
217229	185903	49010	25941	-107013	30640
231652	105223	-151931	234188	213179	103002
8450	122593	215441	148301	-49480	51641
-171616	48353	-217558	258777	177692	206633
226925	71931	-143869	103052	-191603	49237
171102	245933	-75905	226102	220779	41066
-198545	82803	-224519	228477	202457	238770
-215615	113231	-198237	22718	-158723	172288
-212604	170837	131767	18880	76416	194863
221809	116362	-253808	160267	172901	97710
57991	216350	-6324	114229	-95116	205363
-92811	110260	221559	157166	-2362	30607
104826	119617	-153729	79987	155570	195577
-66874	125597	103417	33272	131952	138287
88835	20402	120497	171440	-132173	86259
87849	51742	-186407	234548	232436	196245
-156637	180953	-97405	80798	-140881	75830
32231	26447	-252769	20333	-74264	241321
124387	50113	225446	110555	-44919	173311
126689	28448	184016	186349	102317	117226
-208671	98656	-215441	197706	248804	77423
64027	35023	46168	177325	89014	111747
223414	130177	98026	202529	-222290	231599
-167603	209771	181815	65881	129302	30033
-82969	233632	-83824	33299	257123	237845
78274	248779	94622	129071	-15434	94345
25226	204979	203983	67788	205167	191897
112027	25276	-62698	96433	234616	234127
156269	112627	-188105	76064	-131643	80273
-188421	210985	-225446	73893	226487	173704
-158172	141793	144026	184981	-247883	117770
-165238	209381	-57014	186573	-191452	160001
146659	107225	-260659	250312	-581	195896
123577	248462	-113186	26057	-256677	35210
182492	258795	158079	54278	-69607	202754
123361	111429	-135031	108263	207568	134829
128339	5718	221559	92714	-171282	64117
-32995	199841	-175253	245196	-117563	39749
102751	155442	-227447	120412	-30591	220618
214283	218832	-112723	29459	-48633	175111
229071	75976	72036	213461	181825	92724
227135	195093	-174685	129379	204205	252762
-147467	224177	162564	105949	201391	248278
248811	152357	-132327	205429	44921	138401
102817	250062	-41327	41891	112541	161829
-148279	180832	-193537	41663	-78467	181119
-119212	91153	159367	82931	123646	100237
228821	9501	-106301	163981	-237285	26954
94669	157627	33728	43193	-86789	42495
-75590	29277	61009	32268	-165366	145313
-214473	20626	-231361	141437	140671	235434
-169564	260417	-68095	133121	156367	225179
-40607	147995	213739	245741	18946	216881
-71559	195430	133552	124749	218949	88318
-86888	163441	217651	151495	-148689	179467
176840	36411	261174	8941	-164206	233341
149759	51352	-126759	199378	-19885	209536
-155087	68361	-150632	62325	-251245	45498
-220959	260482	204321	186689	227707	161615
-199481	128899	-11951	130347	98724	145289
202879	206904	153283	121048	224531	251326
-136109	194319	-236127	175082	11177	14046
85593	17584	-167141	1747	-79366	97593
-133697	128229	-20677	44852	126473	206376
-45190	92603	-190247	192680	-197404	151765
246974	97015	-144279	145372	-26546	7439
125413	190186	214098	77047	-64605	221873
-91144	203517	117249	239218	-170945	143093
-178072	38873	-129961	79753	-35775	192008
145665	219959	78065	181957	-23127	185371
-258588	205303	35321	143491	147389	223467
-27655	195632	258825	145529	8279	19507
156409	193415	249458	211571	100881	32750
163010	159807	-242121	200201	-3453	245170
180526	235291	181337	207239	-47369	203466
239181	236513	-192491	200237	55046	196227
219236	38785	-112723	256374	-80033	236025
52037	211340	219071	155449	-158296	137443
107821	54293	193843	227837	86741	253841
-160944	155905	62031	136729	-13249	217684
-13351	39113	260797	222446	138411	46504
-78917	118179	39715	2269	-39310	98081
-69946	69957	198237	145529	-220497	222152
139679	163287	88412	226823	-189405	157153
-209083	237648	-68119	260516	-213401	164341
216815	196054	30566	219677	-221797	150486
179647	52609	152337	99092	-120027	159583
163347	244390	-151593	32443	-220087	54100
-220717	194725	66671	93306	-12875	255927
-113497	218877	-156325	258079	39694	235797
109261	218451	-99541	159339	122505	260531
-101961	250969	-108489	141898	193189	223900
-171535	207132	-203116	155095	38381	240182
145847	209662	-105059	40366	38707	700
86091	218554	-79141	171141	29627	96357
96659	229326	-79599	122986	89242	222033
231925	224084	-137547	128728	-186146	158811
-165639	204377	-250116	75401	-115251	222325
37761	94286	229109	140765	257519	180600
30037	200628	-128402	68007	221417	137348
228150	252601	-259760	245699	131798	220587
139539	91063	-153791	71072	-83697	79996
-71849	252843	100048	217585	102046	8523
-97567	146397	11191	150522	255415	171066
23409	248128	-258570	204161	37111	44853
103111	218069	-93119	68030	-206560	250633
-165721	32069	19435	94296	-96678	80035
-84162	190511	184543	135203	-224706	157231
-29903	151755	-253011	228365	-45169	117603
-48200	58449	144739	46843	-12311	90895
242733	211672	-64239	27142	257347	67428
-143843	160539	-53119	71941	152363	47172
-17344	211891	132495	5594	-228898	192587
-87189	217109	-40052	204239	-27233	141446
142840	189249	102850	212561	-169614	112597
91290	146177	24616	17093	-203798	185831
96658	214481	246791	95424	45875	48978
228785	57314	2517	167611	973	105291
94236	72401	256157	25187	-91482	191795
-234431	73142	-249968	144927	-120849	36644
123799	80862	-242203	82167	4212	206939
34424	213251	164827	129263	-98475	250564
16669	252286	-61009	194915	2027	1988
-2693	59054	-112897	69830	124919	89064
10291	232855	-108836	113675	62353	40134
231467	37659	86273	177220	-156719	51223
-187779	6826	191029	145370	154329	59467
-166742	182131	83317	39473	228148	126351
-184219	81525	-83317	249256	-153913	253832
-217241	170095	166634	210187	-233033	37261
62267	50962	21463	232528	-128957	122181
178729	215048	-153295	226913	52529	108168
37933	80007	81113	141209	-162867	41966
-8572	202175	-151931	245844	-147584	178311
149977	37746	249081	190109	24493	100865
-227826	198401	202293	94154	203223	24262
97148	172451	-120497	216024	248031	126088
-124765	88926	222028	166659	3832	178757
-87332	23487	62917	17783	-81552	115223
-11202	1561	22355	163707	-194311	126980
-10647	18313	242934	89095	227248	211581
-68019	170878	155992	79319	53787	76783
44769	126941	-11805	48734	-230490	29059
122971	94983	-53909	189922	-16297	61830
-172201	146919	-120727	103841	141979	166834
12343	70926	-227981	92557	-246684	227653
-165104	176989	193499	226348	148661	173707
251459	32986	-224595	170428	-216177	161881
232105	127593	-11492	176027	-69669	181484
240481	195665	115736	124567	20985	26513
-120585	68114	-27869	41539	26813	243479
-173961	120578	255068	553	-183341	156137
97442	213137	-34476	77089	-142467	157999
-87345	29584	119799	252652	83251	105804
-154868	209597	19025	105016	237007	100528
106272	82435	224939	44507	-55989	147533
-219987	3637	-5239	114286	114788	147489
-252753	20411	190076	119523	27843	240530
32788	39503	-187397	178459	166211	185294
-4091	190699	-23345	136308	-60189	132877
19898	31479	-183872	60613	92507	238164
47009	61585	-21463	146466	131183	94823
23482	10243	-163761	260504	-18868	45367
-60118	247359	68107	228676	-26413	86847
-230359	4298	-112385	23833	152189	199944
252037	174266	258560	119747	35527	88509
92886	136417	249951	96383	210569	103789
-81454	146067	189580	244021	233314	153147
-234491	95299	251559	69766	89722	162053
-223853	164379	-247687	78145	33373	232207
-30413	123185	83317	203166	49811	7665
-93839	214144	128639	152947	-51313	220239
208489	138577	-45849	115198	-170123	227459
122029	164974	167624	37003	-37789	27592
244118	41345	-252909	184277	169080	207109
119651	212829	-173995	239067	175147	39980
-130613	173666	109174	155809	178729	227219
-12715	20272	225446	182917	-60370	75071
-160339	221696	212629	96300	-174727	153431
61052	84211	166634	79221	-28441	170242
-158601	52175	-12172	54583	212193	96137
-22159	25450	-83317	28321	42241	207888
19804	187727	68034	27073	167251	181856
-113381	109916	106639	76066	57775	35536
85490	78347	-134521	117404	172439	140005
69739	259113	2197	211415	-253613	191078
-134423	194823	-237439	78383	-164843	245649
-120379	26382	204953	248510	-197649	42164
213208	186391	257982	72617	-70479	112939
-175261	203576	-183799	219981	13809	245491
201371	115308	170552	27033	22636	131413
-87599	70459	-249951	9679	-218323	243843
170634	97079	63023	136647	216563	98775
-154747	232571	20449	216080	147124	189417
105801	215570	-5239	88394	-98278	33965
-58391	185451	225446	176621	51921	19337
-162972	58703	-29109	78073	-249079	132395
-97093	19944	-132158	120111	112742	48771
-248681	197295	-154128	41677	-104573	17266
236019	103456	62073	149173	118721	188910
71983	102924	99541	243693	111898	216111
168367	126580	-147706	97459	-33895	95363
-198779	258861	-114080	3023	-99032	130825
-198200	172297	145509	119894	112829	131249
-197905	68072	45968	248393	50858	120779
-117035	28406	-166934	179241	187980	154747
-130099	175774	-48165	130199	23884	131645
4363	62820	-256561	164080	-226059	7324
132783	90595	39005	121322	174024	236111
-217828	180533	-63767	95815	206791	27022
248285	203111	-151931	141249	14213	87452
174828	54025	-198237	214127	62237	82083
-257495	194591	-215441	151493	10833	1124
96763	58739	-214429	197706	-58859	187592
-104258	66933	81301	110244	205975	119622
111344	153415	-3534	169967	-238585	12297
-61321	126908	177422	223007	134056	138887
-114820	84001	104811	147790	-133765	7386
130906	246111	221067	150272	167017	112182
210104	48403	46835	18333	182973	222944
258259	106219	-15573	38021	108033	74446
68670	204899	-176436	8737	-164707	171516
107036	81839	145509	242083	130374	78799
-215502	160799	137845	235744	24231	193255
24125	178052	-102921	227950	10533	234800
189898	34189	-165623	227005	5714	24539
-105487	121393	225446	122813	233763	125690
183891	180896	31531	239449	-14933	223911
1127	182384	-73853	260511	106973	33717
-26245	46484	50065	59794	-253431	26029
219694	173645	230299	147006	-19044	189665
-1074	55529	178126	240079	152584	149157
-252757	47375	-147706	89517	128136	202355
248208	168769	-9215	14228	159575	136583
-158911	26229	52288	171711	44471	134086
-209372	171453	211439	232393	-172162	240181
-177737	41836	-221973	208447	88001	222650
-180712	114619	-88711	56026	112414	105023
-12699	38177	84303	222334	-101155	78176
168968	195531	-12844	25045	138904	52773
-106816	181383	-6422	143843	39551	247461
-87051	85390	149381	54998	-141849	175222
259005	22426	-54188	244897	107747	143295
-231164	199499	96968	226747	-226218	194681
-183933	80866	244644	202519	-210685	179643
115306	76919	225446	69969	-163236	133625
260168	182197	37145	125954	141139	72937
78449	11530	185288	42293	-225528	148253
65192	160695	-51038	250931	96599	199675
172211	183842	183481	243215	-143796	97345
-125084	206121	66079	62344	90823	58204
-207128	89513	112723	244265	-93253	19586
-19883	107826	80444	129937	-49901	249419
-62323	197774	54587	180898	-84460	178423
229586	101831	-204321	102688	-15781	127277
-36834	175025	90413	251139	-175735	60279
-231790	207159	-32488	41687	-230984	225421
-96373	217640	83317	159944	-237422	52435
-126074	255503	-180234	14855	79949	72120
68825	190951	-93554	147717	209761	160945
-115443	8014	251906	213661	128254	155689
152675	63299	220255	206543	-44817	98257
-232988	133911	-76415	39519	245550	91679
246251	189688	198479	44351	-52095	35969
196595	24993	242121	183143	46616	193717
-249191	124723	-102695	152223	-200036	98941
67757	33795	81627	33899	-191355	211708
-167819	24665	-34713	11621	44378	150411
-179137	141135	-178483	106572	224358	236443
-128003	258611	253669	101259	98097	108637
-603	171664	-152881	54148	46357	193793
-136588	64127	-132158	168627	-118073	66483
-193739	54937	76685	77108	38207	170824
201279	102677	-42891	213335	-75325	216048
169658	11177	135470	225107	153333	163729
162256	171407	-106191	3998	157188	154073
-184749	88360	259811	43812	-160727	70761
-185973	120662	-66417	191372	257405	28026
247780	238853	-128731	4595	216775	149301
209673	101635	245939	210941	-44019	86842
-255997	17929	-236555	130808	-59211	143116
-123674	219931	-36176	153037	194633	85570
-215367	171397	-230299	38561	184828	49681
166552	31353	71920	206521	15196	77699
-127227	149096	-114393	7240	141316	124021
152763	160574	-85289	220353	151775	35192
139973	108124	73853	236491	-77767	75688
195533	31693	198254	209269	-143729	164134
-187883	154233	-195431	220241	-119995	31874
-146428	256483	-89063	225921	190667	80088
234275	212742	238583	30803	171007	85667
190911	201340	89063	71310	-139483	120288
24561	175741	-250183	247648	-211267	219341
123685	60201	-218348	143043	-70270	24203
85169	211593	-3887	189378	-237035	139177
-112943	233553	259753	179900	-78740	233907
173384	162325	177940	13159	-146374	196565
-97624	42615	251317	192721	181680	182509
7939	83272	132158	9089	-133535	9202
101413	259282	84871	86270	-185315	226191
208058	179021	215441	214884	-197984	137851
-209335	139028	-132158	29779	28858	49443
58409	161114	-45849	138679	159237	68606
-86131	174329	-119371	1637	-244154	182725
-148911	83879	130975	133214	56940	130523
29883	193379	-21183	21245	206247	73351
-160673	158711	-152099	213786	-163587	107974
249347	144751	-196447	125608	170891	137832
256933	74909	-122999	6395	246019	117441
-72988	248019	-195364	164733	-238753	126575
-74240	182557	-247754	188421	-97420	231773
226532	250145	215441	92540	177152	198487
-62437	6366	127313	244943	247425	139192
179867	33338	71269	111075	-163151	222608
206161	51752	-10540	147863	-76704	107537
-128990	215599	-257278	215939	-223455	37456
-49209	5977	199082	218529	102661	142276
-238525	107181	89063	167241	-253149	27539
-83513	87404	-147706	139895	-50216	121791
-231025	212424	100793	44314	-115675	108209
-19939	164457	-84847	133130	26358	55037
-190748	19347	-95325	12589	11320	175779
-18160	203107	-211947	114398	-29162	254585
-235903	87877	-93200	117727	3613	61474
-53591	99652	-111197	228117	209731	79756
141148	101995	-84740	137417	-193539	216860
238644	95587	24505	103439	-217053	56794
210137	156951	83317	187202	-186643	233770
14012	207245	131651	201073	-28551	111238
-5840	164779	228344	200683	-47612	210807
2371	19631	-194688	30655	156732	74807
-63657	117202	-149017	243666	-217085	144754
63148	159033	-56465	69048	163655	198384
188372	42851	180661	104419	-220024	90907
15739	190261	26093	164994	208209	141767
-67011	109829	119306	170111	193129	169952
132591	202039	-120497	192429	49716	174673
249567	217852	178126	231851	40222	152091
-104061	243757	32589	199790	207326	72019
-34007	240585	246233	46567	22163	223632
-8729	14876	-89063	74721	-58951	50679
11903	249549	-124108	158071	124315	178284
16497	196364	-145483	146899	-229528	158451
-250553	62473	-204972	99571	-23313	236614
-88610	200139	-254169	70868	-127723	219435
-82659	10202	224447	247395	15967	207593
-240973	9461	-196707	55868	34633	27979
-21972	198065	-204490	121203	-240247	61205
7548	61595	207604	247263	-147215	231904
-40813	108840	163761	64535	218107	121018
68973	43697	120727	55857	185883	17092
118493	136003	-112723	102917	96370	129413
-131497	12003	159239	499	251227	160855
-250187	254092	-140461	239881	165647	199041
-233165	28958	-134963	20138	166240	7307
-239272	108507	-124729	27295	-246367	224531
-246946	258547	-151931	172925	85299	96721
-201161	255903	70091	21738	-228871	80602
-33980	38191	-259182	83903	-54337	246538
180559	119310	92684	15305	225427	129774
165104	68413	-13794	42877	2955	40363
-97808	170787	83317	231731	32645	126096
123229	40088	-106237	105642	-242006	83401
136772	219455	189658	78009	-137795	11273
-72669	39415	215441	119734	-64101	110323
-104066	258831	48569	219173	134557	2429
-56369	56701	-202652	98635	91209	178621
-106127	40758	-95749	196160	-109761	126250
-25086	63029	67954	113647	224044	119775
-217909	111715	-136068	173125	-143402	199385
102789	98038	-241637	33061	235977	24793
66666	251995	197561	39059	52482	208999
106421	26839	72602	26025	86197	117710
62145	225158	221559	89008	-260011	103670
-156085	116273	142538	112725	-215916	128989
230297	67571	-81995	142973	-150295	119848
21821	16899	99093	249338	43607	89975
-39192	62489	73853	111689	185039	40930
-76211	73527	99541	207412	-66727	250402
3447	252079	13891	239042	180859	254627
54914	259697	-137547	212383	-122149	132441
-77918	128837	-123633	73433	-77723	195102
46879	50504	-258163	220140	200975	79034
-246159	238180	179021	116811	-205575	147484
-133556	35889	-140777	229707	215185	190484
248306	193003	-189244	91435	-160675	206859
-212780	260773	163761	23708	-203961	157841
69690	255149	-77349	149627	-241914	198827
-51668	50267	-20677	131190	242417	99969
159245	98433	-187214	64965	243072	134635
7897	121772	46342	175291	-55199	5067
260223	76603	203509	139979	-233207	165678
-204011	172683	-20677	18254	-164858	203487
154789	239451	-243409	17954	-23110	24257
-124064	71523	22287	64564	44387	174358
-46183	238787	-78416	27845	-82750	46399
154739	95431	-220779	199451	-663	47105
-245096	127759	-82331	71624	-188253	189719
-138992	123883	89063	245764	-91525	9344
-184481	105218	9889	222026	85932	101291
248431	17027	238612	114599	62192	77079
-143113	5569	47311	98550	174530	17773
-173688	71251	-112723	86447	235519	62665
145411	141444	117852	37459	9088	250083
-8935	30231	106053	45943	250780	239727
-26041	258730	-33874	230955	142268	120511
24655	97148	161517	10783	-228463	190226
-37795	11487	202581	111257	-11498	208827
43408	167217	-21251	230305	257833	212549
-14783	170008	-20140	190287	88618	127081
183727	181945	226423	102688	-56864	233815
-237845	151431	-74936	90327	56739	74108
-58549	237271	113390	24639	214127	52315
153015	58477	74747	96040	-56565	66461
123919	10996	-81871	84608	-204244	214541
-143863	184763	147706	243489	-88940	133303
84215	6588	220317	33545	-138827	206990
226629	83632	-27466	107607	-194570	849
-107590	108139	-132158	98353	-76297	100558
-170760	61403	150178	127753	-129128	115873
141888	62141	241630	112389	97330	195179
164127	87337	259284	248813	149804	147083
-255667	83376	97527	191344	233303	93903
224947	165101	-156774	184309	241859	37794
25562	175081	-74867	84178	81743	80320
112171	67695	-120497	222416	144762	223001
-148575	107344	-82688	193217	146261	114131
256293	38848	62434	2633	-210193	82094
-193049	179369	83317	170076	-51505	84186
-139888	34971	-41743	37762	47686	260165
-179380	92681	-242346	192013	-162709	204128
214342	165285	-169592	167799	816	231031
119949	49339	208012	126507	-78721	198544
235321	47382	-27869	187331	-255617	104851
206233	172220	-112723	214712	223832	189097
61326	110087	39933	230125	199761	10045
-100825	68478	49861	7932	-39758	258779
-121490	85383	-80275	256392	38185	248968
218051	254091	-68476	38997	-113361	205831
-20317	252539	13376	206725	-158708	197051
-27293	87268	68034	20143	-177998	47197
-94247	6247	-70771	171297	-198785	149273
-194213	169870	-18104	110909	220291	227765
226519	62191	-67659	12638	235481	4053
-174193	18719	57443	52116	243475	177234
-142189	70814	45496	121475	-104680	164919
-200919	128113	260152	214197	-222480	116423
194171	122354	-136493	1825	-29137	119530
-162377	11378	66079	250645	29387	108828
173545	158636	225098	121265	-209497	203678
-58408	85993	111302	236129	117253	36824
60146	46095	255170	100401	-138533	75723
56877	6197	24012	17767	-69353	99092
-108553	185489	-154669	51160	193751	88916
-173221	244692	-112723	165564	175927	28539
86597	130244	226967	5041	-161363	220741
-247055	20763	-93119	198316	219172	241257
-120715	48072	15283	225718	-53082	185993
95390	104241	-89063	204141	-207995	245846
-237411	25594	-210177	113930	194772	146125
248958	207269	73416	26869	-18685	101163
39229	22570	179858	82507	-158340	133073
-240389	145864	99541	219119	240406	252999
-44755	129834	-182689	83646	179387	200960
-179813	246588	151931	187145	166651	44879
29125	76287	192593	39086	259524	202685
-233277	255865	63206	49679	-177199	259121
-71903	122422	15387	243574	174473	53578
-46081	181095	154054	186859	-157403	16305
-69687	10661	-76787	254862	-71151	65774
-256651	56466	54587	255355	113380	153139
-45220	184677	112404	239423	-114988	250813
185721	195934	120497	81063	89218	220729
56682	94025	9193	28618	139885	204921
-100108	202541	-218348	36351	34625	29758
159400	251561	-259753	7672	72273	223939
126927	34553	38870	26947	236827	58943
-18775	115143	99541	102395	246716	159415
-240649	14217	-167555	258254	22448	226999
-10378	172485	-251472	54023	103361	24353
-2083	44895	-84847	194620	-252572	49597
64046	250715	-1798	20699	-131998	81067
-63093	179980	252793	107392	-198963	234955
-40911	176819	-22591	56016	178555	161686
250661	40767	-54587	104684	-124459	43609
-143078	175847	100659	26965	-215488	181141
8696	136281	172425	141637	-97434	21271
-3953	203309	212040	253967	-162499	3006
81063	25219	-11661	79466	229122	174037
3441	106231	-85405	143006	-96973	254717
-226780	242813	-155227	174285	125051	63786
213977	64013	41354	188959	-160093	205677
7688	236299	-197137	123069	58032	128825
-231623	67090	-23322	255443	142501	198598
-142908	195011	44574	147487	104135	193416
158758	88557	-78166	179871	-98639	32221
-55114	183171	192331	252606	-170220	195487
15445	173226	217981	62670	27091	31232
168052	51121	-254541	1249	-16649	127694
-114479	205826	166106	231195	-195526	60787
177596	244979	-215441	178731	-204276	223969
-148717	214901	-126581	30626	-78944	6425
-133173	244457	81796	105509	35092	167677
64300	237903	60164	14103	-48091	227768
64159	124387	-101745	182713	-108569	116676
180028	105331	-158355	177952	135035	176331
43485	152873	-30628	151549	-153023	69038
-213811	197993	-60996	250153	-6968	177849
144682	229765	102511	62740	243872	255517
2971	214855	-112385	162268	-150889	236986
27613	164019	226780	223347	233195	45633
-58268	216785	239224	247695	-73143	16273
147695	121169	-169756	212181	204911	118614
-54662	48077	186219	201767	-232996	120401
-113444	197331	-93119	245221	209289	139148
-69937	110615	225446	95357	195511	180328
258382	144065	89403	74755	184330	15661
55241	73438	-132158	62383	66333	191830
-60171	166570	127534	49449	159526	212923
67600	226821	-220813	229278	24672	98545
-66268	86789	-49188	209999	-134308	221791
-41099	166183	-77401	244670	-72328	127665
-164068	39705	-151815	85076	129731	167452
-226130	66563	-100657	121009	258333	198761
121192	163021	-127534	8089	103801	229035
101172	203867	-244528	83621	5517	28264
-247898	143795	-119306	117241	-181696	49493
194053	25054	158746	170789	-114287	123663
-219101	33057	-51984	99425	-131441	210190
27458	61331	45849	255803	-191167	96248
234241	37503	132665	232189	-187846	191765
214229	131640	260797	171227	-60356	145985
-232045	137762	68783	222689	255079	169274
143581	25249	-48841	195894	-71906	69425
96351	150266	-123539	216556	-91584	48475
235211	245943	-17112	255319	69451	197464
-55199	202126	-163897	40298	250274	71559
210050	135403	185725	63633	-43009	139930
29966	106995	-86963	97168	64615	122938
-223475	211797	-137609	238445	248606	15889
-159671	2740	243455	22114	91814	135739
-41981	209021	7429	165207	149329	67402
-130367	166137	30073	173047	-216283	194778
11177	259645	164923	107850	-89674	183619
